date,LYB,dcf,Deviation
2012-11-16,46.87,54.11265164644714,-0.13384396118246167
2012-11-19,48.0,53.66265164644714,-0.10552314268320451
2012-11-20,47.55,54.10265164644714,-0.12111516620789231
2012-11-21,47.99,54.73265164644714,-0.12319249010631161
2012-11-23,48.62,54.11265164644714,-0.10150401947282461
2012-11-26,48.0,53.66265164644714,-0.10552314268320451
2012-11-27,47.55,54.18265164644714,-0.12241282855122249
2012-11-28,48.07,54.85265164644714,-0.12365221083867983
2012-11-29,48.74,55.84265164644714,-0.12719044381014855
2012-11-30,49.73,54.99265164644714,-0.09569736117256578
2012-12-03,48.88,55.87265164644714,-0.12515338793468178
2012-12-04,49.76,57.96265164644714,-0.1415161558943263
2012-12-05,51.85,58.01265164644714,-0.10622944257064582
2012-12-06,51.9,59.92265164644714,-0.13388345518789824
2012-12-07,53.81,60.48265164644714,-0.11032339794644408
2012-12-10,54.37,60.16265164644714,-0.0962831838012782
2012-12-11,54.05,60.132651646447144,-0.10115389027263244
2012-12-12,54.02,59.09265164644714,-0.08584234257749912
2012-12-13,52.98,59.90265164644714,-0.1155650285283778
2012-12-14,53.79,60.86265164644714,-0.11620676153796872
2012-12-17,54.75,61.01265164644714,-0.1026451314186051
2012-12-18,54.9,60.96265164644714,-0.0994486211263822
2012-12-19,54.85,61.67265164644714,-0.11062685751797385
2012-12-20,55.56,61.25265164644714,-0.09293722791472536
2012-12-21,55.14,61.97265164644714,-0.11025269154896411
2012-12-24,55.86,62.60265164644714,-0.10770552794675126
2012-12-26,56.49,62.50265164644714,-0.09619834499915847
2012-12-27,56.39,61.62265164644714,-0.08491441875089822
2012-12-28,55.51,63.20265164644714,-0.12171406493321668
2012-12-31,57.09,63.90483535528596,-0.10664037106735558
2013-01-02,59.17,62.37483535528596,-0.05138026155950992
2013-01-03,57.64,63.14483535528596,-0.08717791921244022
2013-01-04,58.41,63.87483535528596,-0.08555537286146164
2013-01-07,59.14,64.47483535528596,-0.08274290776996274
2013-01-08,59.74,64.33483535528596,-0.07142064372918977
2013-01-09,59.6,65.34483535528597,-0.08791567572327263
2013-01-10,60.61,65.64483535528596,-0.07669811841306629
2013-01-11,60.91,65.93483535528595,-0.07620911356204851
2013-01-14,61.2,66.07483535528596,-0.07377748773907411
2013-01-15,61.34,65.25483535528596,-0.05999303092209607
2013-01-16,60.52,66.86483535528596,-0.09489046554250391
2013-01-17,62.13,67.32483535528596,-0.0771607584017372
2013-01-18,62.59,66.20483535528597,-0.05460077554588083
2013-01-22,61.47,66.84483535528597,-0.0804076384767538
2013-01-23,62.11,67.25483535528596,-0.07649762768888557
2013-01-24,62.52,67.48483535528597,-0.07356964463420113
2013-01-25,62.75,65.97483535528596,-0.04887977875078675
2013-01-28,61.24,67.99483535528596,-0.0993433592417815
2013-01-29,63.26,67.75483535528596,-0.06633969858706612
2013-01-30,63.02,68.15483535528597,-0.0753407344984176
2013-01-31,63.42,66.10483535528596,-0.040614810412219926
2013-02-01,61.37,65.82483535528596,-0.06767712112367963
2013-02-04,61.09,65.98483535528597,-0.07418121647088183
2013-02-05,61.25,65.79483535528597,-0.0690758678966864
2013-02-06,61.06,66.15483535528597,-0.07701380145418002
2013-02-07,61.42,66.84483535528597,-0.08115563942154247
2013-02-08,62.11,65.27483535528596,-0.04848476963687465
2013-02-11,60.54,65.24483535528596,-0.07211046406456734
2013-02-12,60.51,67.03483535528596,-0.09733499486802955
2013-02-13,62.3,65.90483535528597,-0.05469758532667124
2013-02-14,61.17,65.13483535528596,-0.06087119639835237
2013-02-15,60.4,65.91483535528596,-0.08366607191780995
2013-02-19,61.18,64.99483535528596,-0.05869443832625543
2013-02-20,60.26,62.41483535528596,-0.03452440983012972
2013-02-21,57.68,64.05483535528596,-0.09952153213613546
2013-02-22,59.32,61.71483535528596,-0.03880485691161839
2013-02-25,56.98,61.57483535528596,-0.07462196737959315
2013-02-26,56.84,62.93483535528596,-0.09684358941878202
2013-02-27,58.2,63.354835355285964,-0.08136451347996232
2013-02-28,58.62,64.42483535528596,-0.09010244765506703
2013-03-01,59.69,65.17483535528596,-0.0841557224561692
2013-03-04,60.44,65.50483535528596,-0.07732002267947469
2013-03-05,60.77,67.25483535528596,-0.09642184567144696
2013-03-06,62.52,66.86483535528596,-0.0649793771599032
2013-03-07,62.13,68.33483535528596,-0.0908004727460866
2013-03-08,63.6,68.46483535528596,-0.07105597099650884
2013-03-11,63.73,68.81483535528596,-0.07389155738051734
2013-03-12,64.08,68.03483535528596,-0.05812956457722496
2013-03-13,63.3,69.50483535528596,-0.08927199558949928
2013-03-14,64.77,68.74483535528596,-0.05782013055589241
2013-03-15,64.01,68.48483535528597,-0.06534052877650054
2013-03-18,63.75,68.74483535528596,-0.07265760881485461
2013-03-19,64.01,70.15483535528597,-0.08758961979123181
2013-03-20,65.42,69.14483535528596,-0.05387004446748178
2013-03-21,64.41,69.23483535528597,-0.06968797326557952
2013-03-22,64.5,68.08483535528596,-0.052652478875498065
2013-03-25,63.35,68.18483535528595,-0.07090778074176485
2013-03-26,63.45,68.10483535528596,-0.06834808910414125
2013-03-27,63.37,68.02483535528596,-0.06842846926382529
2013-03-28,63.29,66.73096885813149,-0.051564796930296475
2013-04-01,61.75,64.8209688581315,-0.047376164105980556
2013-04-02,59.84,63.63096885813149,-0.0595774184514406
2013-04-03,58.65,63.76096885813149,-0.08015826844638174
2013-04-04,58.78,63.96096885813149,-0.08100203844039833
2013-04-05,58.98,63.78096885813149,-0.07527274897329206
2013-04-08,58.8,65.20096885813149,-0.0981729101611839
2013-04-09,60.22,65.75096885813149,-0.08411995981481979
2013-04-10,60.77,66.36096885813149,-0.08425086243216295
2013-04-11,61.38,64.44096885813148,-0.04750035439209932
2013-04-12,59.46,60.49096885813149,-0.01704335171997995
2013-04-15,55.51,62.31096885813149,-0.10914561244611387
2013-04-16,57.33,61.080968858131484,-0.06140977997326136
2013-04-17,56.1,60.790968858131485,-0.07716555511853818
2013-04-18,55.81,62.84096885813149,-0.11188511230634368
2013-04-19,57.86,63.62096885813149,-0.09055141664028865
2013-04-22,58.64,64.3209688581315,-0.0883221903989293
2013-04-23,59.34,65.31096885813149,-0.0914236760306163
2013-04-24,60.33,65.90096885813149,-0.0845354621435751
2013-04-25,60.92,65.12096885813149,-0.06451023275288581
2013-04-26,60.14,66.44096885813148,-0.09483559566365851
2013-04-29,61.46,65.6809688581315,-0.06426471672865597
2013-04-30,60.7,62.52096885813149,-0.02912572999729912
2013-05-01,57.54,63.88096885813149,-0.09926225245915854
2013-05-02,58.9,65.9309688581315,-0.10664137020738385
2013-05-03,60.95,67.63096885813148,-0.09878564466740158
2013-05-06,62.65,68.26096885813149,-0.08219878727172647
2013-05-07,63.28,67.8209688581315,-0.06695523426730055
2013-05-08,62.84,66.45096885813149,-0.054340349285812106
2013-05-09,61.47,66.53096885813149,-0.07606936957318833
2013-05-10,61.55,67.28096885813149,-0.08517964225835983
2013-05-13,62.3,69.62096885813149,-0.10515465352183806
2013-05-14,64.64,69.6609688581315,-0.07207721828211988
2013-05-15,64.68,71.09096885813149,-0.09017979303285562
2013-05-16,66.11,72.30096885813147,-0.08562774408015683
2013-05-17,67.32,71.9309688581315,-0.06410269361484133
2013-05-20,66.95,70.83096885813148,-0.05479197758687637
2013-05-21,65.85,70.05096885813147,-0.05997017495417312
2013-05-22,65.07,70.81096885813149,-0.08107457009426633
2013-05-23,65.83,70.70096885813149,-0.06889536221074388
2013-05-24,65.72,72.1609688581315,-0.08925834783059028
2013-05-28,67.18,71.26096885813149,-0.057267939568096504
2013-05-29,66.28,71.77096885813148,-0.07650682365714456
2013-05-30,66.79,71.63096885813148,-0.06758206590391436
2013-05-31,66.65,72.29096885813149,-0.07803144635122672
2013-06-03,67.31,72.6609688581315,-0.07364296048101304
2013-06-04,67.68,70.6609688581315,-0.04218692308219674
2013-06-05,65.68,71.38096885813148,-0.07986679011687359
2013-06-06,66.4,69.8509688581315,-0.04940473861057626
2013-06-07,64.87,69.98096885813149,-0.073033696753937
2013-06-10,65.0,69.17096885813149,-0.06029941356880619
2013-06-11,64.19,69.1009688581315,-0.07106946457167651
2013-06-12,64.12,71.5709688581315,-0.10410602199476793
2013-06-13,66.59,72.40096885813149,-0.0802609267497233
2013-06-14,67.42,73.12096885813149,-0.07796626531566409
2013-06-17,68.14,73.79096885813149,-0.07658076517460954
2013-06-18,68.81,73.59096885813149,-0.06496678780446863
2013-06-19,68.61,71.98096885813149,-0.04683139045787765
2013-06-20,67.0,71.73096885813149,-0.0659543420846348
2013-06-21,66.75,70.01096885813149,-0.04657797072826453
2013-06-24,65.03,71.44096885813148,-0.08973798872832306
2013-06-25,66.46,71.9609688581315,-0.07644378536615404
2013-06-26,66.98,72.48096885813149,-0.07589535494342858
2013-06-27,67.5,71.24096885813148,-0.05251148206000966
2013-06-28,66.26,71.87342560553633,-0.07810154529637348
2013-07-01,66.28,71.00342560553634,-0.0665239115613604
2013-07-02,65.41,72.09342560553634,-0.0927050635949126
2013-07-03,66.5,73.27342560553635,-0.09244041137097547
2013-07-05,67.68,73.89342560553634,-0.08408631153068102
2013-07-08,68.3,74.56342560553634,-0.08400131236823538
2013-07-09,68.97,75.40342560553633,-0.08532007072453174
2013-07-10,69.81,74.98342560553633,-0.06899425524718028
2013-07-11,69.39,75.59342560553634,-0.08206303069141518
2013-07-12,70.0,76.48342560553633,-0.08476902746190562
2013-07-15,70.89,74.85342560553633,-0.05294915461081029
2013-07-16,69.26,73.53342560553634,-0.058115415817301286
2013-07-17,67.94,73.13342560553633,-0.07101302260266584
2013-07-18,67.54,74.00342560553634,-0.08733954614464212
2013-07-19,68.41,74.05342560553633,-0.07620748884187234
2013-07-22,68.46,73.49342560553633,-0.06848810712066145
2013-07-23,67.9,73.01342560553633,-0.07003404597343788
2013-07-24,67.42,73.64342560553634,-0.08450755181964908
2013-07-25,68.05,72.99342560553633,-0.06772425824006523
2013-07-26,67.4,73.31342560553634,-0.08065951845373565
2013-07-29,67.72,74.51342560553633,-0.0911704910937765
2013-07-30,68.92,74.30342560553633,-0.07245191674090479
2013-07-31,68.71,73.58342560553633,-0.06622993650311482
2013-08-01,67.99,74.54342560553633,-0.08791419970709813
2013-08-02,68.95,75.06342560553634,-0.0814434667245647
2013-08-05,69.47,74.17342560553634,-0.06341119568280085
2013-08-06,68.58,73.58342560553633,-0.06799663870446238
2013-08-07,67.99,74.18342560553633,-0.08348799688045294
2013-08-08,68.59,74.29342560553633,-0.07676891406002562
2013-08-09,68.7,73.89342560553634,-0.07028264778601934
2013-08-12,68.3,75.67342560553634,-0.09743744975907231
2013-08-13,70.08,75.17342560553634,-0.06775566717237935
2013-08-14,69.58,73.93342560553633,-0.05888305012084183
2013-08-15,68.34,74.46342560553633,-0.08223400354926802
2013-08-16,68.87,74.11342560553634,-0.07074866075472086
2013-08-19,68.52,73.83342560553633,-0.07196504241756208
2013-08-20,68.24,73.34342560553634,-0.06958259126024668
2013-08-21,67.75,75.09342560553634,-0.09779052621878181
2013-08-22,69.5,75.71342560553633,-0.08206504402413395
2013-08-23,70.12,75.71342560553633,-0.07387627175499667
2013-08-26,70.12,74.38342560553633,-0.057316876317928034
2013-08-27,68.79,75.07342560553633,-0.08369706796852161
2013-08-28,69.48,75.89342560553634,-0.08450568088559807
2013-08-29,70.3,75.74342560553633,-0.07186664138858878
2013-08-30,70.15,76.06342560553634,-0.0777433511370269
2013-09-03,70.47,75.05342560553633,-0.061068839544057174
2013-09-04,69.46,75.93342560553633,-0.08525133106946714
2013-09-05,70.34,75.91342560553632,-0.07341818079053786
2013-09-06,70.32,76.33342560553633,-0.07877840615475007
2013-09-09,70.74,76.49342560553633,-0.07521464178118753
2013-09-10,70.9,76.32342560553633,-0.07105846681419026
2013-09-11,70.73,75.78342560553634,-0.0666824647362887
2013-09-12,70.19,76.59342560553634,-0.08360280996589198
2013-09-13,71.0,76.98342560553633,-0.07772355618721682
2013-09-16,71.39,78.27342560553635,-0.08794077366979935
2013-09-17,72.68,78.96342560553633,-0.07957387306023578
2013-09-18,73.37,79.38342560553633,-0.0757516516787472
2013-09-19,73.79,78.62342560553633,-0.06147564251125648
2013-09-20,73.03,78.22342560553633,-0.06639220368238086
2013-09-23,72.63,78.01342560553633,-0.06900639939536624
2013-09-24,72.42,78.51342560553633,-0.07760998273277031
2013-09-25,72.92,79.60342560553633,-0.08395902003834754
2013-09-26,74.01,78.98342560553633,-0.0629679653345867
2013-09-27,73.39,78.82342560553633,-0.0689316096553243
2013-09-30,73.23,81.78652173913044,-0.10462019361115094
2013-10-01,74.11,81.71652173913043,-0.09308425734777703
2013-10-02,74.04,81.65652173913044,-0.09327511847079495
2013-10-03,73.98,83.06652173913044,-0.10938849429215969
2013-10-04,75.39,82.25652173913043,-0.08347692795602302
2013-10-07,74.58,80.84652173913044,-0.07751133387470632
2013-10-08,73.17,80.40652173913044,-0.08999918890420966
2013-10-09,72.73,82.76652173913044,-0.12126306057374592
2013-10-10,75.09,83.64652173913043,-0.1022938140310935
2013-10-11,75.97,83.38652173913043,-0.08894149299490584
2013-10-14,75.71,82.86652173913043,-0.08636203847990231
2013-10-15,75.19,84.17652173913044,-0.10675805501895608
2013-10-16,76.5,85.24652173913042,-0.10260268173634501
2013-10-17,77.57,85.58652173913043,-0.09366570315317835
2013-10-18,77.91,86.03652173913044,-0.09445432677730392
2013-10-21,78.36,86.43652173913044,-0.09343876380756932
2013-10-22,78.76,86.34652173913044,-0.08786134735167195
2013-10-23,78.67,85.72652173913043,-0.08231433628677642
2013-10-24,78.05,84.77652173913043,-0.07934415804211581
2013-10-25,77.1,83.18652173913044,-0.07316716232249176
2013-10-28,75.51,83.23652173913044,-0.09282610058293805
2013-10-29,75.56,82.97652173913043,-0.08938096685285513
2013-10-30,75.3,82.27652173913043,-0.08479359107146633
2013-10-31,74.6,81.60652173913044,-0.08585737499667034
2013-11-01,73.93,82.16652173913043,-0.10024182069286647
2013-11-04,74.49,81.97652173913043,-0.0913251938518983
2013-11-05,74.3,82.84652173913044,-0.10316089993544908
2013-11-06,75.17,82.48652173913044,-0.08869960309721225
2013-11-07,74.81,83.06652173913044,-0.09939650254117971
2013-11-08,75.39,83.29652173913044,-0.09492019083212411
2013-11-11,75.62,83.00652173913043,-0.08898724563287319
2013-11-12,75.33,84.19652173913043,-0.10530745874042091
2013-11-13,76.52,85.93652173913044,-0.10957531848583901
2013-11-14,78.26,86.24652173913042,-0.09260108788256083
2013-11-15,78.57,86.14652173913043,-0.08794924723802222
2013-11-18,78.47,85.32652173913044,-0.08035627843934567
2013-11-19,77.65,85.18652173913044,-0.08847082361467673
2013-11-20,77.51,85.43652173913044,-0.09277673736921388
2013-11-21,77.76,86.96652173913043,-0.1058628257750357
2013-11-22,79.29,84.22652173913043,-0.05861006292554749
2013-11-25,76.55,84.01652173913044,-0.08886968401660134
2013-11-26,76.34,85.13652173913043,-0.10332254077849379
2013-11-27,77.46,84.85652173913044,-0.08716503560998123
2013-11-29,77.18,85.52652173913043,-0.09758986533544123
2013-12-02,77.85,84.79652173913044,-0.0819198900693221
2013-12-03,77.12,84.23652173913044,-0.08448261623585762
2013-12-04,76.56,82.82652173913044,-0.07565839549398701
2013-12-05,75.15,84.22652173913043,-0.1077632264958367
2013-12-06,76.55,84.47652173913043,-0.09383106188495904
2013-12-09,76.8,84.54652173913044,-0.09162436939786178
2013-12-10,76.87,83.22652173913043,-0.07637615517628671
2013-12-11,75.55,84.17652173913044,-0.1024813280580148
2013-12-12,76.5,83.86652173913043,-0.08783626155433322
2013-12-13,76.19,84.67652173913044,-0.10022284294193762
2013-12-16,77.0,85.30652173913043,-0.09737264595703465
2013-12-17,77.63,86.11652173913043,-0.09854696366904303
2013-12-18,78.44,85.63652173913043,-0.08403566133912799
2013-12-19,77.96,86.27652173913043,-0.0963937995121853
2013-12-20,78.6,85.75652173913043,-0.08345163252889887
2013-12-23,78.08,86.84652173913044,-0.10094269250602017
2013-12-24,79.17,87.00652173913043,-0.09006821077880212
2013-12-26,79.33,87.10652173913044,-0.0892759989018943
2013-12-27,79.43,87.12652173913044,-0.08833730057737121
2013-12-30,79.45,87.95652173913044,-0.09671280276816607
2013-12-31,80.28,86.58701754385964,-0.07284022158015657
2014-01-02,78.78,86.51701754385965,-0.08942769600139511
2014-01-03,78.71,85.77701754385964,-0.08238824041936554
2014-01-06,77.97,86.74701754385966,-0.10117947328185617
2014-01-07,78.94,87.53701754385965,-0.09821008054737745
2014-01-08,79.73,88.28701754385965,-0.09692271618087733
2014-01-09,80.48,88.15701754385965,-0.08708345356670211
2014-01-10,80.35,87.62701754385964,-0.08304536372263616
2014-01-13,79.82,89.61701754385965,-0.10932095055567848
2014-01-14,81.81,90.55701754385964,-0.09659127233980713
2014-01-15,82.75,90.02701754385964,-0.08083148528511896
2014-01-16,82.22,89.20701754385965,-0.0783236312146004
2014-01-17,81.4,88.75701754385965,-0.08288941818289619
2014-01-21,80.95,88.02701754385964,-0.08039597093396356
2014-01-22,80.22,85.56701754385965,-0.0624892358918423
2014-01-23,77.76,83.72701754385965,-0.07126752772166844
2014-01-24,75.92,83.54701754385965,-0.09129012343086573
2014-01-27,75.74,84.49701754385966,-0.10363700161741418
2014-01-28,76.69,84.46701754385965,-0.09207164843746762
2014-01-29,76.66,85.86701754385965,-0.10722414504680844
2014-01-30,78.06,86.56701754385965,-0.09827088636326786
2014-01-31,78.76,85.01701754385965,-0.07359723646658978
2014-02-03,77.21,85.84701754385965,-0.1006094071869994
2014-02-04,78.04,85.41701754385964,-0.08636472866863687
2014-02-05,77.61,86.92701754385965,-0.10718206844216971
2014-02-06,79.12,88.63701754385966,-0.10737068786357129
2014-02-07,80.83,88.76701754385965,-0.08941403872151032
2014-02-10,80.96,89.48701754385966,-0.09528776103953163
2014-02-11,81.68,90.42701754385965,-0.09673013421698984
2014-02-12,82.62,91.17701754385965,-0.09385059716110355
2014-02-13,83.37,92.27701754385964,-0.09652476619788997
2014-02-14,84.47,93.13701754385966,-0.09305663604461267
2014-02-18,85.33,92.08701754385964,-0.07337644028531365
2014-02-19,84.28,93.60701754385966,-0.09964015293500272
2014-02-20,85.8,93.45701754385965,-0.08193089984137569
2014-02-21,85.65,93.77701754385964,-0.08666321191179516
2014-02-24,85.97,94.10701754385966,-0.08646557670438659
2014-02-25,86.3,95.22701754385965,-0.09374458818631004
2014-02-26,87.42,95.67701754385965,-0.08630095038314212
2014-02-27,87.87,95.88701754385966,-0.08360899889489826
2014-02-28,88.08,96.27701754385964,-0.08513991971267121
2014-03-03,88.47,97.48701754385966,-0.0924945471821711
2014-03-04,89.68,97.90701754385965,-0.08402888526528929
2014-03-05,90.1,98.86701754385965,-0.08867484588548857
2014-03-06,91.06,98.70701754385965,-0.07747187316709025
2014-03-07,90.9,98.83701754385964,-0.08030409801001459
2014-03-10,91.03,98.24701754385966,-0.07345787917315472
2014-03-11,90.44,97.96701754385965,-0.07683215976734037
2014-03-12,90.16,96.83701754385964,-0.0689510861983691
2014-03-13,89.03,96.72701754385965,-0.07957463942656484
2014-03-14,88.92,98.40701754385965,-0.09640590458532416
2014-03-17,90.6,98.50701754385965,-0.08026857112326136
2014-03-18,90.7,97.50701754385965,-0.06981053995214015
2014-03-19,89.7,98.06701754385965,-0.08531938416621643
2014-03-20,90.26,97.84701754385965,-0.07753958919042969
2014-03-21,90.04,97.37701754385964,-0.07534650093955653
2014-03-24,89.57,98.37701754385964,-0.08952311996989737
2014-03-25,90.57,97.68701754385965,-0.07285530588201494
2014-03-26,89.88,95.16701754385964,-0.05555514589309285
2014-03-27,87.36,96.18701754385965,-0.09176932364946944
2014-03-28,88.38,96.74701754385966,-0.08648346746261737
2014-03-31,88.94,93.70065693430656,-0.05080708172242865
2014-04-01,88.77,95.20065693430656,-0.0675484512543234
2014-04-02,90.27,95.39065693430656,-0.053680906483672186
2014-04-03,90.46,93.96065693430657,-0.03725662472490043
2014-04-04,89.03,92.05065693430657,-0.03281515890171549
2014-04-07,87.12,91.97065693430658,-0.05274135355770404
2014-04-08,87.04,93.47065693430658,-0.06879867056916256
2014-04-09,88.54,92.31065693430656,-0.04084747156539004
2014-04-10,87.38,92.04065693430657,-0.05063693686620563
2014-04-11,87.11,93.08065693430657,-0.06414498061096063
2014-04-14,88.15,94.48065693430657,-0.06700479378237534
2014-04-15,89.55,96.39065693430656,-0.07096804972466053
2014-04-16,91.46,97.04065693430657,-0.05750844141630762
2014-04-17,92.11,97.17065693430656,-0.05208009386751278
2014-04-21,92.24,98.20065693430656,-0.06069874805719555
2014-04-22,93.27,97.23065693430657,-0.04073465159227063
2014-04-23,92.3,96.41065693430657,-0.04263695596543382
2014-04-24,91.48,95.98065693430657,-0.04689129120450808
2014-04-25,91.05,95.67065693430656,-0.04829753534021819
2014-04-28,90.74,95.90065693430657,-0.0538125295412909
2014-04-29,90.97,97.43065693430657,-0.0663103086604735
2014-04-30,92.5,97.35065693430657,-0.049826648191802714
2014-05-01,92.42,97.33065693430657,-0.05045334213269537
2014-05-02,92.4,98.59065693430657,-0.0627915172370902
2014-05-05,93.66,98.98065693430657,-0.05375451223604111
2014-05-06,94.05,100.70065693430656,-0.06604382867775349
2014-05-07,95.77,99.38065693430657,-0.03633158650473922
2014-05-08,94.45,100.38065693430657,-0.059081670866010016
2014-05-09,95.45,101.21065693430657,-0.05691749375805033
2014-05-12,96.28,100.92065693430656,-0.04598322162456159
2014-05-13,95.99,101.50065693430658,-0.054291835154064105
2014-05-14,96.57,100.17065693430656,-0.03594522632179542
2014-05-15,95.24,101.07065693430657,-0.057688918932191746
2014-05-16,96.14,101.73065693430657,-0.054955478542881964
2014-05-19,96.8,101.93065693430657,-0.050334777471445435
2014-05-20,97.0,103.09065693430657,-0.05908059096167917
2014-05-21,98.16,102.63065693430657,-0.043560638388666084
2014-05-22,97.7,103.71065693430657,-0.057956020258495666
2014-05-23,98.78,103.40065693430657,-0.044686920482934656
2014-05-27,98.47,103.92065693430656,-0.05245017780971306
2014-05-28,98.99,105.28065693430656,-0.059751307766172435
2014-05-29,100.35,104.50065693430658,-0.03971895542164727
2014-05-30,99.57,105.13065693430657,-0.05289282019593289
2014-06-02,100.2,104.82065693430657,-0.044081549090103866
2014-06-03,99.89,105.06065693430656,-0.04921592045193213
2014-06-04,100.13,103.97065693430658,-0.03693981597839935
2014-06-05,99.04,103.93065693430657,-0.04705692313094767
2014-06-06,99.0,103.85065693430657,-0.046708004335254016
2014-06-09,98.92,104.88065693430657,-0.05683275742675897
2014-06-10,99.95,104.13065693430657,-0.04014818553333477
2014-06-11,99.2,104.19065693430657,-0.04789927505163194
2014-06-12,99.26,103.89065693430656,-0.04457240979075405
2014-06-13,98.96,103.80065693430657,-0.04663416472759063
2014-06-16,98.87,103.71065693430657,-0.04667463380713888
2014-06-17,98.78,103.90065693430657,-0.04928416321317597
2014-06-18,98.97,103.73065693430657,-0.04589440648507148
2014-06-19,98.8,105.08065693430657,-0.05976986742891288
2014-06-20,100.15,105.65065693430657,-0.052064578620905855
2014-06-23,100.72,105.03065693430656,-0.04104189253050894
2014-06-24,100.1,103.51065693430657,-0.03294981439902522
2014-06-25,98.58,103.43065693430657,-0.046897671136203245
2014-06-26,98.5,101.80065693430657,-0.03242274690267011
2014-06-27,96.87,102.58065693430657,-0.05566991970000468
2014-06-30,97.65,102.300260707635,-0.04545697807090665
2014-07-01,98.52,102.53026070763501,-0.03911294753331673
2014-07-02,98.75,103.45026070763501,-0.04543498175339167
2014-07-03,99.67,102.12026070763501,-0.023993874385514702
2014-07-07,98.34,101.46026070763502,-0.030753525428308004
2014-07-08,97.68,102.60026070763502,-0.04795563552860316
2014-07-09,98.82,102.270260707635,-0.03373669612027719
2014-07-10,98.49,102.940260707635,-0.04323148860361237
2014-07-11,99.16,102.770260707635,-0.035129430272689666
2014-07-14,98.99,102.25026070763501,-0.03188510899700392
2014-07-15,98.47,103.23026070763501,-0.046113035799811186
2014-07-16,99.45,103.31026070763501,-0.03736570483119228
2014-07-17,99.53,104.81026070763501,-0.05037923455189308
2014-07-18,101.03,105.00026070763501,-0.03781191285505359
2014-07-21,101.22,105.93026070763501,-0.04446567653255595
2014-07-22,102.15,106.28026070763501,-0.038861973805247696
2014-07-23,102.5,106.20026070763501,-0.03484229401113881
2014-07-24,102.42,111.270260707635,-0.07953841980193843
2014-07-25,107.49,113.43026070763501,-0.052369276686632715
2014-07-28,109.65,112.07026070763501,-0.021595922882243546
2014-07-29,108.29,111.96026070763502,-0.032781816373393946
2014-07-30,108.18,110.03026070763501,-0.016815925871078274
2014-07-31,106.25,110.330260707635,-0.03698224477550471
2014-08-01,106.55,112.42026070763501,-0.05221710633549825
2014-08-04,108.64,111.14026070763501,-0.02249644450818933
2014-08-05,107.36,112.770260707635,-0.0479759528237812
2014-08-06,108.99,111.71026070763502,-0.024351037142008036
2014-08-07,107.93,112.15026070763501,-0.03763041370574094
2014-08-08,108.37,112.06026070763501,-0.03293103803553421
2014-08-11,108.28,112.67026070763501,-0.03896556802177975
2014-08-12,108.89,113.630260707635,-0.04171653464592018
2014-08-13,109.85,113.57026070763501,-0.03275734936641661
2014-08-14,109.79,114.380260707635,-0.040131581089573376
2014-08-15,110.6,114.940260707635,-0.037761013250831366
2014-08-18,111.16,115.98026070763501,-0.04156104390716975
2014-08-19,112.2,115.95026070763501,-0.032343702245665296
2014-08-20,112.17,116.080260707635,-0.033685836711579764
2014-08-21,112.3,115.92026070763501,-0.0312306121944097
2014-08-22,112.14,116.73026070763501,-0.039323656777670246
2014-08-25,112.95,116.380260707635,-0.02947459205519687
2014-08-26,112.6,117.380260707635,-0.04072457054377687
2014-08-27,113.6,117.26026070763501,-0.03121484367803984
2014-08-28,113.48,118.130260707635,-0.03936553326623149
2014-08-29,114.35,117.970260707635,-0.030687909697911797
2014-09-02,114.19,118.01026070763501,-0.03237227580658886
2014-09-03,114.23,117.62026070763501,-0.02882378161073862
2014-09-04,113.84,118.37026070763501,-0.03827195007050277
2014-09-05,114.59,117.78026070763501,-0.027086548191247117
2014-09-08,114.0,116.81026070763501,-0.024058337774528482
2014-09-09,113.03,117.23026070763501,-0.03582915095710826
2014-09-10,113.45,117.01026070763501,-0.030426910307727373
2014-09-11,113.23,115.46026070763502,-0.019316262530208683
2014-09-12,111.68,115.64026070763501,-0.03424638342564312
2014-09-15,111.86,115.34026070763501,-0.03017385851464993
2014-09-16,111.56,115.360260707635,-0.03294254611010505
2014-09-17,111.58,117.53026070763501,-0.050627478164425366
2014-09-18,113.75,117.78026070763501,-0.03421847331140904
2014-09-19,114.0,116.39026070763501,-0.02053660412050451
2014-09-22,112.61,114.09026070763501,-0.012974470375068159
2014-09-23,110.31,115.73026070763501,-0.04683529333203529
2014-09-24,111.95,113.84026070763501,-0.01660450086713683
2014-09-25,110.06,117.03026070763501,-0.05955947346855961
2014-09-26,113.25,117.080260707635,-0.03271482899410072
2014-09-29,113.3,112.440260707635,0.007646187290515805
2014-09-30,108.66,107.24007561436673,0.01324061343204641
2014-10-01,105.0,105.24007561436673,-0.002281218565885923
2014-10-02,103.0,103.96007561436673,-0.009235041516592046
2014-10-03,101.72,104.13007561436673,-0.02314485608646011
2014-10-06,101.89,101.57007561436673,0.0031497897751688875
2014-10-07,99.33,104.82007561436673,-0.05237618444929126
2014-10-08,102.58,101.42007561436672,0.011436832191327628
2014-10-09,99.18,97.28007561436672,0.019530457533409873
2014-10-10,95.04,88.83007561436673,0.06990790385670831
2014-10-13,86.59,87.63007561436673,-0.01186893434788061
2014-10-14,85.39,88.17007561436672,-0.03153082942251362
2014-10-15,85.93,91.57007561436673,-0.06159299942176555
2014-10-16,89.33,91.87007561436673,-0.027648563445500263
2014-10-17,89.63,94.26007561436673,-0.049120219607176274
