date,NOW,dcf,Deviation
2012-06-29,24.6,,
2012-07-02,24.77,27.78549343908423,-0.10852761876247674
2012-07-03,25.31,28.435493439084233,-0.10991521725409137
2012-07-05,25.96,28.315493439084232,-0.08318744097296615
2012-07-06,25.84,27.745493439084232,-0.06867758338008223
2012-07-09,25.27,27.525493439084233,-0.08194198022556043
2012-07-10,25.05,26.21549343908423,-0.044458191938764546
2012-07-11,23.74,26.55549343908423,-0.1060230134884409
2012-07-12,24.08,26.655493439084232,-0.09662148798595704
2012-07-13,24.18,26.85549343908423,-0.09962555501551285
2012-07-16,24.38,26.745493439084232,-0.08844456149114999
2012-07-17,24.27,26.705493439084233,-0.09119821899713787
2012-07-18,24.23,26.475493439084232,-0.08481403544945232
2012-07-19,24.0,27.705493439084233,-0.13374580197358554
2012-07-20,25.23,26.82549343908423,-0.059476760146362384
2012-07-23,24.35,27.315493439084232,-0.10856452019428176
2012-07-24,24.84,27.405493439084232,-0.09361237902126085
2012-07-25,24.93,26.89549343908423,-0.07307891351894658
2012-07-26,24.42,27.80549343908423,-0.12175627979777115
2012-07-27,25.33,27.865493439084233,-0.09099043749671931
2012-07-30,25.39,29.475493439084232,-0.13860644767584807
2012-07-31,27.0,30.185493439084233,-0.10553060679669557
2012-08-01,27.71,31.55549343908423,-0.12186446859110911
2012-08-02,29.08,31.14549343908423,-0.06631756992786186
2012-08-03,28.67,30.495493439084232,-0.05986108874515228
2012-08-06,28.02,30.475493439084232,-0.0805727212913675
2012-08-07,28.0,30.045493439084233,-0.06807987504786273
2012-08-08,27.57,31.98549343908423,-0.13804675070883166
2012-08-09,29.51,34.12549343908423,-0.13525059930116834
2012-08-10,31.65,34.90549343908423,-0.09326593376385295
2012-08-13,32.43,34.75549343908423,-0.06691009705156725
2012-08-14,32.28,32.15549343908423,0.0038720152483939785
2012-08-15,29.68,32.22549343908423,-0.07899005313591156
2012-08-16,29.75,32.075493439084234,-0.07250062866532869
2012-08-17,29.6,32.36549343908423,-0.08544573696332558
2012-08-20,29.89,32.73549343908423,-0.08692379860958133
2012-08-21,30.26,32.325493439084234,-0.06389673348611213
2012-08-22,29.85,31.50549343908423,-0.05254618348654405
2012-08-23,29.03,32.17549343908423,-0.09776053458323442
2012-08-24,29.7,31.745493439084232,-0.06443413591945857
2012-08-27,29.27,31.795493439084233,-0.07942928905703972
2012-08-28,29.32,31.96549343908423,-0.08276091354965864
2012-08-29,29.49,32.25549343908423,-0.08573713015139506
2012-08-30,29.78,33.575493439084234,-0.11304356393064985
2012-08-31,31.1,36.145493439084234,-0.13958845098040695
2012-09-04,33.67,36.66549343908423,-0.08169788970823255
2012-09-05,34.19,38.535493439084235,-0.11276599963494605
2012-09-06,36.06,39.02549343908423,-0.0759886212255877
2012-09-07,36.55,36.86549343908423,-0.008557960565631628
2012-09-10,34.39,35.48549343908423,-0.03087158534133949
2012-09-11,33.01,37.52549343908423,-0.12033135410768969
2012-09-12,35.05,39.98549343908423,-0.1234321003591764
2012-09-13,37.51,41.535493439084235,-0.09691695236480113
2012-09-14,39.06,40.66549343908423,-0.039480485869161086
2012-09-17,38.19,39.27549343908423,-0.02763793256392355
2012-09-18,36.8,41.12549343908423,-0.10517790979192088
2012-09-19,38.65,40.47549343908423,-0.04510120282613994
2012-09-20,38.0,42.105493439084235,-0.09750493590637577
2012-09-21,39.63,42.84549343908423,-0.0750485799318864
2012-09-24,40.37,42.465493439084234,-0.049345792769137975
2012-09-25,39.99,40.55549343908423,-0.01394369519714067
2012-09-26,38.08,42.51549343908423,-0.10432651911800961
2012-09-27,40.04,41.15549343908423,-0.027104363132841924
2012-09-28,38.68,38.52899644173943,0.003919218567992155
2012-10-01,36.48,38.54899644173943,-0.05367186263503354
2012-10-02,36.5,39.07899644173943,-0.06599443886908152
2012-10-03,37.03,39.198996441739425,-0.05533295845885122
2012-10-04,37.15,39.04899644173943,-0.048631120253569415
2012-10-05,37.0,38.57899644173943,-0.04092891436727675
2012-10-08,36.53,38.04899644173943,-0.039922115792602186
2012-10-09,36.0,36.828996441739434,-0.02250934105822955
2012-10-10,34.78,36.54899644173943,-0.04840068439524148
2012-10-11,34.5,35.368996441739434,-0.02456944016409579
2012-10-12,33.32,36.55899644173943,-0.08859642651573074
2012-10-15,34.51,36.358996441739436,-0.05085389099509974
2012-10-16,34.31,36.818996441739436,-0.06814407464118544
2012-10-17,34.77,36.83899644173943,-0.056163214028143504
2012-10-18,34.79,36.398996441739435,-0.04420441767714145
2012-10-19,34.35,35.48899644173943,-0.03209435475610767
2012-10-22,33.44,36.608996441739436,-0.08656332458560201
2012-10-23,34.56,37.698996441739425,-0.08326472155805187
2012-10-24,35.65,33.438996441739434,0.06612051178368294
2012-10-25,31.39,33.938996441739434,-0.07510523907550148
2012-10-26,31.89,32.69899644173943,-0.024740711635625856
2012-10-31,30.65,33.08899644173943,-0.07371019686359581
2012-11-01,31.04,34.188996441739434,-0.09210555352525651
2012-11-02,32.14,34.328996441739434,-0.06376523256234512
2012-11-05,32.28,34.998996441739436,-0.0776878401718053
2012-11-06,32.95,33.29899644173943,-0.010480689481139227
2012-11-07,31.25,32.94899644173943,-0.05156443671186173
2012-11-08,30.9,32.118996441739434,-0.03795250713858911
2012-11-09,30.07,31.708996441739433,-0.05168868856353892
2012-11-12,29.66,31.52899644173943,-0.059278653070770515
2012-11-13,29.48,30.75899644173943,-0.04158121491908795
2012-11-14,28.71,33.83899644173943,-0.15157058367762233
2012-11-15,31.79,32.398996441739435,-0.01879676868493585
2012-11-16,30.35,33.10899644173943,-0.08333071787887991
2012-11-19,31.06,33.718996441739435,-0.07885752016177938
2012-11-20,31.67,33.22899644173943,-0.04691674768068388
2012-11-21,31.18,32.81899644173943,-0.049940480192591785
2012-11-23,30.77,32.54899644173943,-0.054655953676597036
2012-11-26,30.5,32.34899644173943,-0.05715776825007457
2012-11-27,30.3,33.258996441739434,-0.08896830206295547
2012-11-28,31.21,34.34899644173943,-0.09138539016892666
2012-11-29,32.3,34.678996441739436,-0.06860049845260496
2012-11-30,32.63,34.08899644173943,-0.042799630204220285
2012-12-03,32.04,32.23899644173944,-0.006172538344953016
2012-12-04,30.19,31.458996441739433,-0.04033810945271421
2012-12-05,29.41,31.51899644173943,-0.06691191598177171
2012-12-06,29.47,31.34899644173943,-0.05993800934685278
2012-12-07,29.3,31.498996441739433,-0.06981163497721898
2012-12-10,29.45,31.87899644173943,-0.07619425681039094
2012-12-11,29.83,32.67899644173943,-0.08718127090648764
