date,REGN,dcf,Deviation
2004-06-01,11.36,14.10552342030808,-0.194641725691319
2004-06-02,11.37,13.59552342030808,-0.16369530995649229
2004-06-03,10.86,13.95552342030808,-0.22181349470586487
2004-06-04,11.22,12.46552342030808,-0.09991745860257639
2004-06-07,9.73,12.665523420308078,-0.23177276792218615
2004-06-08,9.93,12.54552342030808,-0.2084826063194939
2004-06-09,9.81,11.385523420308079,-0.13837953356609467
2004-06-10,8.65,11.655523420308079,-0.25786258685486274
2004-06-14,8.92,11.95552342030808,-0.253901340291955
2004-06-15,9.22,12.17552342030808,-0.24274302781746815
2004-06-16,9.44,12.075523420308079,-0.2182533484118604
2004-06-17,9.34,12.165523420308078,-0.23225662576847228
2004-06-18,9.43,12.11552342030808,-0.22165971102879445
2004-06-21,9.38,12.235523420308079,-0.2333797519089852
2004-06-22,9.5,12.725523420308079,-0.2534688211850378
2004-06-23,9.99,12.84552342030808,-0.22229716352341478
2004-06-24,10.11,12.835523420308078,-0.21234221083620297
2004-06-25,10.1,12.96552342030808,-0.22101100953778463
2004-06-28,10.23,12.96552342030808,-0.21098441857143924
2004-06-29,10.23,13.26552342030808,-0.22882801711849698
2004-06-30,10.53,12.103283393187679,-0.1299881480155377
2004-07-01,10.16,12.063283393187678,-0.15777490515248038
2004-07-02,10.12,11.703283393187679,-0.13528540154033075
2004-07-06,9.76,11.453283393187679,-0.14784261727033055
2004-07-07,9.51,11.08328339318768,-0.14195102095419632
2004-07-08,9.14,11.133283393187678,-0.17903823362722837
2004-07-09,9.19,10.943283393187679,-0.16021547922985513
2004-07-12,9.0,10.82328339318768,-0.16845935996975547
2004-07-13,8.88,10.643283393187678,-0.1656709990749924
2004-07-14,8.7,10.633283393187678,-0.18181433915569833
2004-07-15,8.69,10.213283393187679,-0.14914727561596086
2004-07-16,8.27,10.213283393187679,-0.1902701920994242
2004-07-19,8.27,10.613283393187679,-0.22078779076904298
2004-07-20,8.67,9.863283393187679,-0.12098236921914352
2004-07-21,7.92,10.00328339318768,-0.20825995938557662
2004-07-22,8.06,9.563283393187678,-0.1571932286622949
2004-07-23,7.62,9.453283393187679,-0.19393086157861272
2004-07-26,7.51,9.92328339318768,-0.24319404148473633
2004-07-27,7.98,10.193283393187679,-0.21713154709961746
2004-07-28,8.25,10.383283393187678,-0.20545364239863617
2004-07-29,8.44,10.50328339318768,-0.19644175215970128
2004-07-30,8.56,10.103283393187679,-0.1527506784802518
2004-08-02,8.16,10.103283393187679,-0.19234176827089422
2004-08-03,8.16,9.853283393187679,-0.17184965920683593
2004-08-04,7.91,9.313283393187678,-0.15067547436751771
2004-08-05,7.37,8.90328339318768,-0.172215499100126
2004-08-06,6.96,8.84328339318768,-0.21296200850449332
2004-08-09,6.9,9.053283393187678,-0.23784557487816615
2004-08-10,7.11,9.41328339318768,-0.24468437812618582
2004-08-11,7.47,9.123283393187679,-0.18121583227614957
2004-08-12,7.18,8.99328339318768,-0.20162640427424128
2004-08-13,7.05,9.42328339318768,-0.25185312742513755
2004-08-16,7.48,9.25328339318768,-0.19163828857691534
2004-08-17,7.31,10.113283393187679,-0.2771882566917856
2004-08-18,8.17,10.133283393187678,-0.19374602653544049
2004-08-19,8.19,10.623283393187679,-0.22905191390714985
2004-08-20,8.68,10.483283393187678,-0.172015133575374
2004-08-23,8.54,10.58328339318768,-0.19306705842375105
2004-08-24,8.64,10.92328339318768,-0.2090290355930573
2004-08-25,8.98,10.92328339318768,-0.17790286338259886
2004-08-26,8.98,11.123283393187679,-0.19268441856837937
2004-08-27,9.18,10.803283393187678,-0.15025833666561839
2004-08-30,8.86,10.853283393187679,-0.18365717736982812
2004-08-31,8.91,10.813283393187678,-0.17601345715092775
2004-09-01,8.87,11.213283393187679,-0.2089738849025502
2004-09-02,9.27,10.90328339318768,-0.1497973898585584
2004-09-03,8.96,11.063283393187678,-0.19011384942762954
2004-09-07,9.12,10.67328339318768,-0.14553004318980955
2004-09-08,8.73,10.93328339318768,-0.20152074303319556
2004-09-09,8.99,11.16328339318768,-0.19468137792810236
2004-09-10,9.22,11.24328339318768,-0.17995485148169343
2004-09-13,9.3,11.143283393187678,-0.16541654090162938
2004-09-14,9.2,11.063283393187678,-0.1684204703944413
2004-09-15,9.12,11.123283393187679,-0.1800982068311382
2004-09-16,9.18,10.943283393187679,-0.16112928175517627
2004-09-17,9.0,11.193283393187679,-0.1959463828569309
2004-09-20,9.25,11.26328339318768,-0.1787474684695729
2004-09-21,9.32,10.603283393187679,-0.1210269824545247
2004-09-22,8.66,10.613283393187679,-0.1840413867061561
2004-09-23,8.67,10.59328339318768,-0.18155687163287848
2004-09-24,8.65,10.143283393187678,-0.14721893644326067
2004-09-27,8.2,10.67328339318768,-0.2317265739206621
2004-09-28,8.73,10.84328339318768,-0.19489331013107658
2004-09-29,8.9,10.623283393187679,-0.1622175865413471
2004-09-30,8.68,10.64600941469047,-0.18467101973229194
2004-10-01,8.78,10.86600941469047,-0.1919756678905743
2004-10-04,9.0,10.36600941469047,-0.13177775169242978
2004-10-05,8.5,10.346009414690469,-0.17842719262069195
2004-10-06,8.48,10.096009414690469,-0.16006417469649448
2004-10-07,8.23,9.75600941469047,-0.15641737823588242
2004-10-08,7.89,9.89600941469047,-0.20270892342852675
2004-10-11,8.03,9.86600941469047,-0.18609443165102357
2004-10-12,8.0,9.52600941469047,-0.16019398556725606
2004-10-13,7.66,9.27600941469047,-0.17421386098759095
2004-10-14,7.41,9.28600941469047,-0.2020253621240813
2004-10-15,7.42,9.58600941469047,-0.22595527721588504
2004-10-18,7.72,9.16600941469047,-0.15775779287035574
2004-10-19,7.3,8.81600941469047,-0.1719609568660717
2004-10-20,6.95,8.78600941469047,-0.2089696616555643
2004-10-21,6.92,8.72600941469047,-0.20696853840771756
2004-10-22,6.86,8.71600941469047,-0.2129425665330562
2004-10-25,6.85,8.94600941469047,-0.23429546265048196
2004-10-26,7.08,9.03600941469047,-0.21646827984823136
2004-10-27,7.17,9.07600941469047,-0.21000522670298183
2004-10-28,7.21,9.13600941469047,-0.21081517402920968
2004-10-29,7.27,9.40600941469047,-0.22708986569314005
2004-11-01,7.54,9.38600941469047,-0.19667670605584486
2004-11-02,7.52,9.74600941469047,-0.22840214081212928
2004-11-03,7.88,9.78600941469047,-0.19476881064811002
2004-11-04,7.92,9.88600941469047,-0.19886784770496047
2004-11-05,8.02,9.92600941469047,-0.19202172142508556
2004-11-08,8.06,10.20600941469047,-0.21026919802773414
2004-11-09,8.34,10.37600941469047,-0.19622278019600348
2004-11-10,8.51,10.57600941469047,-0.19534867393562505
2004-11-11,8.71,10.58600941469047,-0.1772159216188759
2004-11-12,8.72,10.79600941469047,-0.19229414637834408
2004-11-15,8.93,10.44600941469047,-0.14512809193513365
2004-11-16,8.58,10.50600941469047,-0.18332454680626364
2004-11-17,8.64,10.45600941469047,-0.17368092765285914
2004-11-18,8.59,10.19600941469047,-0.15751352802563356
2004-11-19,8.33,10.61600941469047,-0.21533603874984164
2004-11-22,8.75,10.70600941469047,-0.18270200771601153
2004-11-23,8.84,10.46600941469047,-0.1553609738214209
2004-11-24,8.6,10.41600941469047,-0.1743479044987437
2004-11-26,8.55,10.89600941469047,-0.21530904805639006
2004-11-29,9.03,11.08600941469047,-0.18545982939234906
2004-11-30,9.22,10.89600941469047,-0.1538186459742592
2004-12-01,9.03,11.08600941469047,-0.18545982939234906
2004-12-02,9.22,10.88600941469047,-0.1530413350958727
2004-12-03,9.02,10.77600941469047,-0.16295544548212615
2004-12-06,8.91,10.48600941469047,-0.15029639516464144
2004-12-07,8.62,10.64600941469047,-0.1903069343424375
2004-12-08,8.78,10.65600941469047,-0.17605177901815539
2004-12-09,8.79,10.70600941469047,-0.17896578832271337
2004-12-10,8.84,10.92600941469047,-0.19092143668535955
2004-12-13,9.06,11.13600941469047,-0.1864231016141048
2004-12-14,9.27,11.33600941469047,-0.1822519141535912
2004-12-15,9.47,11.13600941469047,-0.1496056040050301
2004-12-16,9.27,10.81600941469047,-0.14293713655524898
2004-12-17,8.95,11.00600941469047,-0.18680789169107692
2004-12-20,9.14,11.05600941469047,-0.17330026981929003
2004-12-21,9.19,11.10600941469047,-0.17252006036984535
2004-12-22,9.24,11.18600941469047,-0.1739681545533831
2004-12-23,9.32,10.92600941469047,-0.1469895689940669
2004-12-27,9.06,11.13600941469047,-0.1864231016141048
2004-12-28,9.27,11.15600941469047,-0.16905771092366895
2004-12-29,9.29,11.18600941469047,-0.1694982852598409
2004-12-30,9.32,11.07600941469047,-0.15854170477332907
2004-12-31,9.21,10.860799081762138,-0.15199609801586533
2005-01-03,9.04,10.170799081762139,-0.11118094779689858
2005-01-04,8.35,10.230799081762141,-0.1838369678390942
2005-01-05,8.41,10.12079908176214,-0.16903794531847094
2005-01-06,8.3,9.970799081762143,-0.16756922570210508
2005-01-07,8.15,10.290799081762142,-0.20803040315461707
2005-01-10,8.47,9.320799081762141,-0.09127962895658648
2005-01-11,7.5,9.550799081762142,-0.2147253925253514
2005-01-12,7.73,9.460799081762142,-0.18294428058393641
2005-01-13,7.64,9.550799081762142,-0.2000669331858247
2005-01-14,7.73,9.68079908176214,-0.2015121959753603
2005-01-18,7.86,9.34079908176214,-0.15853023588243031
2005-01-19,7.52,9.160799081762141,-0.17911091239068222
2005-01-20,7.34,8.960799081762142,-0.18087662349900735
2005-01-21,7.14,8.850799081762142,-0.1932931779332101
2005-01-24,7.03,8.970799081762141,-0.21634628800324307
2005-01-25,7.15,9.080799081762141,-0.21262435875714436
2005-01-26,7.26,9.070799081762141,-0.1996294996107847
2005-01-27,7.25,8.810799081762141,-0.17714614387166172
2005-01-28,6.99,9.020799081762142,-0.2251240786271277
2005-01-31,7.2,9.040799081762142,-0.20361021908733223
2005-02-01,7.22,9.010799081762142,-0.1987392089772282
2005-02-02,7.19,9.050799081762142,-0.20559500492191385
2005-02-03,7.23,9.330799081762141,-0.22514674931414347
2005-02-04,7.51,9.280799081762142,-0.19080243696277943
2005-02-07,7.46,9.190799081762142,-0.18831867244238554
2005-02-08,7.37,8.870799081762142,-0.16918420403046885
2005-02-09,7.05,9.050799081762142,-0.22106325239214097
2005-02-10,7.23,8.910799081762141,-0.18862495566780935
2005-02-11,7.09,8.690799081762142,-0.18419469449264558
2005-02-14,6.87,8.720799081762141,-0.21222815299491626
2005-02-15,6.9,8.59079908176214,-0.19681511180393296
2005-02-16,6.77,8.390799081762141,-0.19316385316447837
2005-02-17,6.57,8.210799081762142,-0.1998342750106613
2005-02-18,6.39,8.280799081762142,-0.22833534096081254
2005-02-22,6.46,8.220799081762141,-0.21418831238297475
2005-02-23,6.4,8.300799081762142,-0.22898989158024874
2005-02-24,6.48,8.290799081762142,-0.21841068199873337
2005-02-25,6.47,7.930799081762141,-0.18419317734595375
2005-02-28,6.11,7.840799081762142,-0.22074269008984237
2005-03-01,6.02,7.870799081762142,-0.2351475450632109
2005-03-02,6.05,7.870799081762142,-0.23133598797880828
2005-03-03,6.05,7.700799081762141,-0.21436724478005675
2005-03-04,5.88,7.7607990817621415,-0.2423460602377937
2005-03-07,5.94,7.560799081762142,-0.21436875444445658
2005-03-08,5.74,7.590799081762142,-0.24382137662014014
2005-03-09,5.77,7.2607990817621415,-0.2053216271342322
2005-03-10,5.44,7.0507990817621415,-0.22845624489977223
2005-03-11,5.23,7.790799081762141,-0.32869530517823764
2005-03-14,5.97,7.530799081762142,-0.20725544060019307
2005-03-15,5.71,7.170799081762141,-0.2037149646930515
2005-03-16,5.35,7.160799081762142,-0.2528766777403476
2005-03-17,5.34,7.330799081762141,-0.2715664499269843
2005-03-18,5.51,7.340799081762142,-0.24940051639755034
2005-03-21,5.52,7.270799081762141,-0.24079871580467604
2005-03-22,5.45,7.330799081762141,-0.25656126443858884
2005-03-23,5.51,7.190799081762142,-0.23374301835593125
2005-03-24,5.37,7.0507990817621415,-0.2383841976308414
2005-03-28,5.23,6.680799081762141,-0.21715951400524314
2005-03-29,4.86,6.870799081762142,-0.29265869338249306
2005-03-30,5.05,6.930799081762141,-0.27136828806815627
2005-03-31,5.11,7.63832034399355,-0.33100475368013516
2005-04-01,4.99,7.52832034399355,-0.3371695448665042
2005-04-04,4.88,7.2983203439935505,-0.33135300041793936
2005-04-05,4.65,7.32832034399355,-0.36547533653994246
2005-04-06,4.68,7.51832034399355,-0.3775205383821013
2005-04-07,4.87,7.418320343993551,-0.34351716100489904
2005-04-08,4.77,7.56832034399355,-0.3697412658033672
2005-04-11,4.92,7.3783203439935505,-0.33318156834906043
2005-04-12,4.73,7.44832034399355,-0.36495749624754636
2005-04-13,4.8,7.27832034399355,-0.3405071811711049
2005-04-14,4.63,7.38832034399355,-0.3733352393465139
2005-04-15,4.74,7.3783203439935505,-0.3575773646289728
2005-04-18,4.73,7.44832034399355,-0.36495749624754636
2005-04-19,4.8,7.48832034399355,-0.35900178150763495
2005-04-20,4.84,7.85832034399355,-0.3840923011366648
2005-04-21,5.21,7.668320343993551,-0.32058133120626686
2005-04-22,5.02,7.89832034399355,-0.3644218287730545
2005-04-25,5.25,8.34832034399355,-0.3711309839976049
2005-04-26,5.7,8.39832034399355,-0.3212928577942825
2005-04-27,5.75,8.02832034399355,-0.2837854303731282
2005-04-28,5.38,8.21832034399355,-0.3453650168392338
2005-04-29,5.57,8.70832034399355,-0.3603818210658919
2005-05-02,6.06,8.80832034399355,-0.3120141226320916
2005-05-03,6.16,9.28832034399355,-0.336801512882416
2005-05-04,6.64,9.92832034399355,-0.3312061083910254
2005-05-05,7.28,9.54832034399355,-0.23756223736465398
2005-05-06,6.9,9.53832034399355,-0.27660219502429984
2005-05-09,6.89,9.48832034399355,-0.2738440788035136
2005-05-10,6.84,9.36832034399355,-0.2698797918043623
2005-05-11,6.72,8.92832034399355,-0.24733883405955281
2005-05-12,6.28,8.68832034399355,-0.27719055567034667
2005-05-13,6.04,8.66832034399355,-0.3032098768494135
2005-05-16,6.02,9.21832034399355,-0.3469526144291031
2005-05-17,6.57,9.14832034399355,-0.2818353803806597
2005-05-18,6.5,8.96832034399355,-0.2752266031227001
2005-05-19,6.32,8.86832034399355,-0.2873509576951073
2005-05-20,6.22,9.15832034399355,-0.32083616139510085
2005-05-23,6.51,9.27832034399355,-0.29836438507813123
2005-05-24,6.63,9.04832034399355,-0.26726732167466616
2005-05-25,6.4,9.06832034399355,-0.2942463700856053
2005-05-26,6.42,9.27832034399355,-0.30806441662082984
2005-05-27,6.63,8.87832034399355,-0.25323712784418806
2005-05-31,6.23,9.05832034399355,-0.31223452434743826
2005-06-01,6.41,9.04832034399355,-0.29158122653614027
2005-06-02,6.4,8.80832034399355,-0.27341425492498106
2005-06-03,6.16,8.88832034399355,-0.3069556719833195
2005-06-06,6.24,8.89832034399355,-0.2987440596907641
2005-06-07,6.25,8.79832034399355,-0.2896371403131782
2005-06-08,6.15,8.84832034399355,-0.3049528316213408
2005-06-09,6.2,9.00832034399355,-0.31174738872003416
2005-06-10,6.36,8.86832034399355,-0.2828405207184941
2005-06-13,6.22,9.24832034399355,-0.32744544212942783
2005-06-14,6.6,9.57832034399355,-0.3109439063458782
2005-06-15,6.93,9.93832034399355,-0.30269907186194667
2005-06-16,7.29,10.29832034399355,-0.29211757291548424
2005-06-17,7.65,11.28832034399355,-0.3223083889472963
2005-06-20,8.64,11.32832034399355,-0.23730970367720383
2005-06-21,8.68,11.25832034399355,-0.22901465451452663
2005-06-22,8.61,11.08832034399355,-0.22350728217696525
2005-06-23,8.44,11.44832034399355,-0.2627739488065505
2005-06-24,8.8,10.88832034399355,-0.191794535614077
2005-06-27,8.24,11.39832034399355,-0.27708646964443806
2005-06-28,8.75,11.28832034399355,-0.22486253637762643
2005-06-29,8.64,11.03832034399355,-0.21727221798727603
2005-06-30,8.39,11.219094261268035,-0.2521677949560499
2005-07-01,8.62,11.639094261268035,-0.25939254322519056
2005-07-05,9.04,11.709094261268035,-0.22795053158782808
2005-07-06,9.11,11.579094261268034,-0.21323725375715552
2005-07-07,8.98,12.099094261268034,-0.25779568238037187
2005-07-08,9.5,12.229094261268035,-0.22316405475028656
2005-07-11,9.63,11.859094261268034,-0.18796496698304233
2005-07-12,9.26,11.899094261268035,-0.2217895079509017
2005-07-13,9.3,12.119094261268033,-0.23261592000960873
2005-07-14,9.52,12.109094261268034,-0.21381403145481093
2005-07-15,9.51,11.999094261268034,-0.2074401789893926
2005-07-18,9.4,12.089094261268034,-0.22243968019039773
2005-07-19,9.49,12.819094261268035,-0.25969808735447497
2005-07-20,10.22,12.869094261268033,-0.20584931678066742
2005-07-21,10.27,12.529094261268034,-0.18030786696622692
2005-07-22,9.93,12.119094261268033,-0.18063183717155007
2005-07-25,9.52,12.369094261268033,-0.2303397646656753
2005-07-26,9.77,12.149094261268035,-0.19582482530016376
2005-07-27,9.55,12.349094261268034,-0.22666393194901535
2005-07-28,9.75,12.239094261268034,-0.2033724234925658
2005-07-29,9.64,12.459094261268035,-0.2262679936559946
2005-08-01,9.86,12.769094261268034,-0.22782307043437444
2005-08-02,10.17,12.549094261268035,-0.18958294612631565
2005-08-03,9.95,12.349094261268034,-0.19427289244949775
2005-08-04,9.75,12.009094261268034,-0.1881152909719519
2005-08-05,9.41,11.169094261268034,-0.15749659015486928
2005-08-08,8.57,11.279094261268034,-0.24018721703310486
2005-08-09,8.68,11.509094261268034,-0.24581380576479295
2005-08-10,8.91,11.419094261268034,-0.21972795773991727
2005-08-11,8.82,11.009094261268034,-0.19884417458116055
2005-08-12,8.41,11.489094261268034,-0.2680014795986363
2005-08-15,8.89,11.219094261268035,-0.20760091742065367
2005-08-16,8.62,11.069094261268035,-0.221255163562721
2005-08-17,8.47,10.999094261268034,-0.22993659306784286
2005-08-18,8.4,11.049094261268035,-0.23975668942876904
2005-08-19,8.45,11.219094261268035,-0.24681976965180252
2005-08-22,8.62,10.899094261268035,-0.20910859257059755
2005-08-23,8.3,10.779094261268034,-0.22999096224402038
2005-08-24,8.18,10.579094261268034,-0.22677690566115383
2005-08-25,7.98,10.089094261268034,-0.209046937876756
2005-08-26,7.49,10.429094261268034,-0.28181682777413886
2005-08-29,7.83,10.209094261268035,-0.2330367611839972
2005-08-30,7.61,10.069094261268035,-0.2442219923123803
2005-08-31,7.47,10.239094261268034,-0.27044328244372495
2005-09-01,7.64,10.379094261268035,-0.26390494125191566
2005-09-02,7.78,10.649094261268035,-0.2694214353706358
2005-09-06,8.05,10.989094261268034,-0.267455551057298
2005-09-07,8.39,11.089094261268034,-0.24340078618462324
2005-09-08,8.49,11.009094261268034,-0.2288193925390083
2005-09-09,8.41,11.149094261268035,-0.24567863515009025
2005-09-12,8.55,10.959094261268035,-0.21982603706424253
2005-09-13,8.36,10.609094261268034,-0.2119968213949317
2005-09-14,8.01,10.369094261268033,-0.22751208561002523
2005-09-15,7.77,10.949094261268034,-0.2903522597767697
2005-09-16,8.35,11.039094261268033,-0.2435973638437927
2005-09-19,8.44,11.269094261268034,-0.25104894818314316
2005-09-20,8.67,10.879094261268035,-0.20305865619097496
2005-09-21,8.28,10.839094261268034,-0.2360985336581669
2005-09-22,8.24,10.859094261268034,-0.24118901616037702
2005-09-23,8.26,11.099094261268034,-0.2557951301644029
2005-09-26,8.5,11.969094261268035,-0.2898376590193643
2005-09-27,9.37,12.019094261268034,-0.2204071458033936
2005-09-28,9.42,12.129094261268035,-0.22335503401263967
2005-09-29,9.53,12.089094261268034,-0.21168618640579695
2005-09-30,9.49,12.849974062214908,-0.2614771085098798
2005-10-03,9.7,13.249974062214909,-0.26792309521106217
2005-10-04,10.1,12.979974062214907,-0.22187826018840806
2005-10-05,9.83,12.399974062214907,-0.20725640628927677
2005-10-06,9.25,12.649974062214907,-0.2687732042368789
2005-10-07,9.5,12.539974062214908,-0.2424226754483385
2005-10-10,9.39,12.549974062214908,-0.2517912823205638
2005-10-11,9.4,11.909974062214909,-0.21074555234993742
2005-10-12,8.76,12.069974062214907,-0.2742320774803313
2005-10-13,8.92,12.379974062214908,-0.27948152757243194
2005-10-14,9.23,12.459974062214908,-0.25922799245705186
2005-10-17,9.31,12.579974062214909,-0.2599348811089024
2005-10-18,9.43,12.449974062214908,-0.2425687031252851
2005-10-19,9.3,12.279974062214908,-0.24266941014022114
2005-10-20,9.13,12.149974062214907,-0.24855806660581248
2005-10-21,9.0,14.359974062214908,-0.3732579208703791
2005-10-24,11.21,14.159974062214909,-0.20833188318379392
2005-10-25,11.01,14.089974062214909,-0.218593309584187
2005-10-26,10.94,14.549974062214908,-0.24810862526481858
2005-10-27,11.4,15.119974062214908,-0.2460304526256557
2005-10-28,11.97,15.659974062214909,-0.2356309178773318
2005-10-31,12.51,15.159974062214909,-0.17480069895500472
2005-11-01,12.01,15.259974062214908,-0.21297376056897377
2005-11-02,12.11,16.12997406221491,-0.24922383921446323
2005-11-03,12.98,16.14997406221491,-0.19628353890867845
2005-11-04,13.0,16.23997406221491,-0.19950611065034063
2005-11-07,13.09,15.869974062214908,-0.1751719348321933
2005-11-08,12.72,14.619974062214908,-0.12995741675940176
2005-11-09,11.47,14.359974062214908,-0.20125203915369416
2005-11-10,11.21,14.179974062214908,-0.20944848341640754
2005-11-11,11.03,14.039974062214908,-0.21438601302800864
2005-11-14,10.89,14.289974062214908,-0.23792723817498096
2005-11-15,11.14,14.289974062214908,-0.22043245484566465
2005-11-16,11.14,14.429974062214908,-0.22799584032723608
2005-11-17,11.28,14.379974062214908,-0.2155757756448573
2005-11-18,11.23,14.419974062214909,-0.22121912622392947
2005-11-21,11.27,14.559974062214907,-0.22596015955501136
2005-11-22,11.41,14.509974062214908,-0.21364435587017894
2005-11-23,11.36,14.459974062214908,-0.21438309978130554
2005-11-25,11.31,13.889974062214907,-0.1857436198699065
2005-11-28,10.74,13.729974062214907,-0.21776982597828498
2005-11-29,10.58,14.319974062214907,-0.26117184611970146
2005-11-30,11.17,14.059974062214907,-0.20554618731349505
2005-12-01,10.91,13.949974062214908,-0.21791969280064993
2005-12-02,10.8,13.609974062214908,-0.20646432163424766
2005-12-05,10.46,13.729974062214907,-0.23816316384849723
2005-12-06,10.58,13.589974062214909,-0.2214849011804766
2005-12-07,10.44,13.849974062214908,-0.24620797460681887
2005-12-08,10.7,14.639974062214907,-0.2691243881629407
2005-12-09,11.49,14.709974062214908,-0.21889733106232756
2005-12-12,11.56,14.799974062214908,-0.2189175500304914
2005-12-13,11.65,14.799974062214908,-0.2128364582919745
2005-12-14,11.65,15.149974062214907,-0.23102178576952725
2005-12-15,12.0,15.109974062214908,-0.20582259436116002
2005-12-16,11.96,14.589974062214909,-0.18025899504688014
2005-12-19,11.44,14.769974062214908,-0.2254556472603274
2005-12-20,11.62,15.249974062214909,-0.23803149089997155
2005-12-21,12.1,16.00997406221491,-0.24422113658777422
2005-12-22,12.86,16.909974062214907,-0.23950208600641887
2005-12-23,13.76,19.73997406221491,-0.30293728063510594
2005-12-27,16.59,19.979974062214907,-0.16966859174386273
2005-12-28,16.83,19.55997406221491,-0.13956941116238764
2005-12-29,16.41,19.049974062214908,-0.13858150428935345
2005-12-30,15.9,19.20562497664216,-0.1721175426815036
2006-01-03,15.9,19.22562497664216,-0.1729787708166871
2006-01-04,15.92,19.755624976642157,-0.19415356290561114
2006-01-05,16.45,20.305624976642157,-0.18987965064248635
2006-01-06,17.0,20.435624976642156,-0.16811939838243573
2006-01-09,17.13,20.02562497664216,-0.14459598539469354
2006-01-10,16.72,19.59562497664216,-0.14674831652830078
2006-01-11,16.29,19.145624976642157,-0.14915287331314842
2006-01-12,15.84,19.435624976642156,-0.18500176767988674
2006-01-13,16.13,19.255624976642157,-0.16232269689681145
2006-01-17,15.95,19.07562497664216,-0.1638543943105112
2006-01-18,15.77,19.77562497664216,-0.20255364780498097
2006-01-19,16.47,18.805624976642157,-0.12419821088334793
2006-01-20,15.5,18.52562497664216,-0.16332107448234467
2006-01-23,15.22,18.41562497664216,-0.17352791342652762
2006-01-24,15.11,18.57562497664216,-0.1865684186131017
2006-01-25,15.27,18.82562497664216,-0.18887155040291048
2006-01-26,15.52,18.74562497664216,-0.17207348278125822
2006-01-27,15.44,18.485624976642157,-0.16475639749754267
2006-01-30,15.18,18.535624976642158,-0.18103651648491914
2006-01-31,15.23,19.07562497664216,-0.2015988981410085
2006-02-01,15.77,18.985624976642157,-0.16937156299033151
2006-02-02,15.68,19.49562497664216,-0.19571698682210414
2006-02-03,16.19,19.195624976642158,-0.15657864645196473
2006-02-06,15.89,18.785624976642158,-0.1541404653953513
2006-02-07,15.48,18.71562497664216,-0.172883618937671
2006-02-08,15.41,18.61562497664216,-0.1722007711620962
2006-02-09,15.31,18.63562497664216,-0.17845524262322765
2006-02-10,15.33,18.29562497664216,-0.16209476202252415
2006-02-13,14.99,18.61562497664216,-0.19476246331731484
2006-02-14,15.31,18.88562497664216,-0.18933050831330767
2006-02-15,15.58,19.01562497664216,-0.18067378699686765
2006-02-16,15.71,18.395624976642157,-0.14599259226322714
2006-02-17,15.09,18.58562497664216,-0.1880821861538341
2006-02-21,15.28,18.42562497664216,-0.17072012377489565
2006-02-22,15.12,18.345624976642156,-0.17582529789794876
2006-02-23,15.04,19.305624976642157,-0.22095244167454464
2006-02-24,16.0,20.805624976642157,-0.23097719881221002
2006-02-27,17.5,19.675624976642162,-0.11057463126202838
2006-02-28,16.37,20.07562497664216,-0.18458329346925073
2006-03-01,16.77,20.605624976642158,-0.18614455911869177
2006-03-02,17.3,20.455624976642156,-0.15426685717231792
2006-03-03,17.15,21.305624976642157,-0.19504825515318447
2006-03-06,18.0,20.46562497664216,-0.12047640760818346
2006-03-07,17.16,20.58562497664216,-0.16640859728714108
2006-03-08,17.28,19.605624976642158,-0.11862029287068743
2006-03-09,16.3,20.005624976642157,-0.1852291533490561
2006-03-10,16.7,19.605624976642158,-0.14820363952201865
2006-03-13,16.3,20.21562497664216,-0.1936929964404469
2006-03-14,16.91,19.935624976642156,-0.151769757917656
2006-03-15,16.63,20.27562497664216,-0.17980333434071594
2006-03-16,16.97,20.07562497664216,-0.1546963036147334
2006-03-17,16.77,19.795624976642156,-0.1528431145878062
2006-03-20,16.49,19.57562497664216,-0.15762587300911013
2006-03-21,16.27,20.21562497664216,-0.1951769970604953
2006-03-22,16.91,20.37562497664216,-0.17008680620177397
2006-03-23,17.07,20.505624976642157,-0.16754548961836846
2006-03-24,17.2,20.19562497664216,-0.14833039235511847
2006-03-27,16.89,19.545624976642156,-0.13586800011847866
2006-03-28,16.24,19.555624976642157,-0.16954840260039983
2006-03-29,16.25,19.83562497664216,-0.1807669272263659
2006-03-30,16.53,19.935624976642156,-0.17083111167231535
2006-03-31,16.63,19.174201350327003,-0.13268877820997815
2006-04-03,15.96,18.934201350327005,-0.15708089796328473
2006-04-04,15.72,18.904201350327003,-0.16843881903912972
2006-04-05,15.69,18.484201350327005,-0.1511670045878165
2006-04-06,15.27,18.364201350327004,-0.16849092924326425
2006-04-07,15.15,17.624201350327006,-0.1403865798594668
2006-04-10,14.41,17.134201350327004,-0.15899202388414868
2006-04-11,13.92,17.104201350327006,-0.18616486587759495
2006-04-12,13.89,17.444201350327006,-0.20374686573199752
2006-04-13,14.23,17.804201350327006,-0.20075044535830067
2006-04-17,14.59,18.334201350327003,-0.20421949550915253
2006-04-18,15.12,18.464201350327006,-0.18111811536694378
2006-04-19,15.25,18.304201350327006,-0.16685794107441032
2006-04-20,15.09,18.194201350327006,-0.1706148728683391
2006-04-21,14.98,17.734201350327005,-0.1553045043258302
2006-04-24,14.52,17.204201350327004,-0.15602010786022247
2006-04-25,13.99,16.994201350327003,-0.17677802495079864
2006-04-26,13.78,17.444201350327006,-0.21005268608977146
2006-04-27,14.23,17.734201350327005,-0.1975956673268735
2006-04-28,14.52,17.424201350327003,-0.16667629648761495
