date,WDC,dcf,Deviation
2000-02-16,4.5,,
2000-02-17,4.5,,
2000-02-18,4.31,,
2000-02-22,4.25,,
2000-02-23,4.31,,
2000-02-24,4.25,,
2000-02-25,3.94,,
2000-02-28,3.94,,
2000-02-29,4.5,,
2000-03-01,4.69,,
2000-03-02,4.75,,
2000-03-03,4.5,,
2000-03-06,4.81,,
2000-03-07,4.56,,
2000-03-08,4.56,,
2000-03-09,6.0,,
2000-03-10,5.19,,
2000-03-13,7.25,,
2000-03-14,6.5,,
2000-03-15,6.5,,
2000-03-16,7.63,,
2000-03-17,7.5,,
2000-03-20,6.94,,
2000-03-21,7.13,,
2000-03-22,8.0,,
2000-03-23,8.75,,
2000-03-24,8.63,,
2000-03-27,8.25,,
2000-03-28,7.69,,
2000-03-29,7.75,,
2000-03-30,6.88,,
2000-03-31,7.44,,
2000-04-03,7.13,,
2000-04-04,6.44,,
2000-04-05,7.69,,
2000-04-06,7.75,,
2000-04-07,7.56,,
2000-04-10,7.06,,
2000-04-11,6.69,,
2000-04-12,6.25,,
2000-04-13,6.75,,
2000-04-14,6.0,,
2000-04-17,5.63,,
2000-04-18,6.19,,
2000-04-19,7.0,,
2000-04-20,6.19,,
2000-04-24,6.06,,
2000-04-25,7.0,,
2000-04-26,6.81,,
2000-04-27,7.75,,
2000-04-28,6.88,,
2000-05-01,7.19,,
2000-05-02,6.69,,
2000-05-03,6.69,,
2000-05-04,6.56,,
2000-05-05,6.56,,
2000-05-08,6.5,,
2000-05-09,5.88,,
2000-05-10,6.88,,
2000-05-11,5.88,,
2000-05-12,5.75,,
2000-05-15,5.94,,
2000-05-16,5.63,,
2000-05-17,5.19,,
2000-05-18,5.25,,
2000-05-19,5.19,,
2000-05-22,5.0,,
2000-05-23,5.0,,
2000-05-24,4.69,,
2000-05-25,4.31,,
2000-05-26,4.63,,
2000-05-30,4.75,,
2000-05-31,4.69,,
2000-06-01,4.31,,
2000-06-02,4.5,,
2000-06-05,4.56,,
2000-06-06,4.5,,
2000-06-07,4.38,,
2000-06-08,4.31,,
2000-06-09,4.31,,
2000-06-12,4.31,,
2000-06-13,4.31,,
2000-06-14,4.25,,
2000-06-15,4.06,,
2000-06-16,4.13,,
2000-06-19,4.75,,
2000-06-20,4.88,,
2000-06-21,5.19,,
2000-06-22,5.06,,
2000-06-23,4.75,,
2000-06-26,4.81,,
2000-06-27,4.94,,
2000-06-28,4.81,,
2000-06-29,4.75,,
2000-06-30,5.0,,
2000-07-03,4.94,,
2000-07-05,4.69,,
2000-07-06,4.56,,
2000-07-07,4.5,,
2000-07-10,4.38,,
2000-07-11,4.88,,
2000-07-12,5.38,,
2000-07-13,5.63,,
2000-07-14,5.25,,
2000-07-17,5.06,,
2000-07-18,5.0,,
2000-07-19,4.81,,
2000-07-20,4.69,,
2000-07-21,4.75,,
2000-07-24,4.69,,
2000-07-25,4.5,,
2000-07-26,4.31,,
2000-07-27,4.0,,
2000-07-28,3.94,,
2000-07-31,4.13,,
2000-08-01,4.06,,
2000-08-02,4.0,,
2000-08-03,3.75,,
2000-08-04,3.81,,
2000-08-07,3.94,,
2000-08-08,3.75,,
2000-08-09,3.56,,
2000-08-10,3.63,,
2000-08-11,3.69,,
2000-08-14,3.75,,
2000-08-15,4.13,,
2000-08-16,4.31,,
2000-08-17,4.38,,
2000-08-18,5.63,,
2000-08-21,5.44,,
2000-08-22,5.25,,
2000-08-23,4.94,,
2000-08-24,5.5,,
2000-08-25,5.44,,
2000-08-28,6.06,,
2000-08-29,6.0,,
2000-08-30,5.81,,
2000-08-31,5.88,,
2000-09-01,5.75,,
2000-09-05,6.0,,
2000-09-06,5.88,,
2000-09-07,5.81,,
2000-09-08,5.81,,
2000-09-11,5.69,,
2000-09-12,5.31,,
2000-09-13,5.06,,
2000-09-14,5.25,,
2000-09-15,5.38,,
2000-09-18,5.5,,
2000-09-19,5.56,,
2000-09-20,6.0,,
2000-09-21,6.0,,
2000-09-22,5.63,,
2000-09-25,5.56,,
2000-09-26,5.13,,
2000-09-27,5.06,,
2000-09-28,5.44,,
2000-09-29,5.88,,
2000-10-02,5.81,,
2000-10-03,5.56,,
2000-10-04,6.13,,
2000-10-05,6.63,,
2000-10-06,6.13,,
2000-10-09,6.19,,
2000-10-10,6.0,,
2000-10-11,5.5,,
2000-10-12,5.25,,
2000-10-13,5.56,,
2000-10-16,5.63,,
2000-10-17,5.31,,
2000-10-18,5.0,,
2000-10-19,5.19,,
2000-10-20,5.25,,
2000-10-23,5.56,,
2000-10-24,5.69,,
2000-10-25,6.13,,
2000-10-26,6.0,,
2000-10-27,6.0,,
2000-10-30,5.88,,
2000-10-31,6.0,,
2000-11-01,5.75,,
2000-11-02,6.06,,
2000-11-03,5.94,,
2000-11-06,5.94,,
2000-11-07,5.81,,
2000-11-08,6.0,,
2000-11-09,5.75,,
2000-11-10,5.56,,
2000-11-13,5.19,,
2000-11-14,5.38,,
2000-11-15,5.63,,
2000-11-16,5.56,,
2000-11-17,5.56,,
2000-11-20,5.69,,
2000-11-21,5.56,,
2000-11-22,5.38,,
2000-11-24,5.38,,
2000-11-27,5.06,,
2000-11-28,4.25,,
2000-11-29,3.5,,
2000-11-30,3.25,,
2000-12-01,3.31,,
2000-12-04,2.25,,
2000-12-05,2.5,,
2000-12-06,2.44,,
2000-12-07,2.44,,
2000-12-08,2.56,,
2000-12-11,3.25,,
2000-12-12,3.44,,
2000-12-13,2.94,,
2000-12-14,2.81,,
2000-12-15,2.75,,
2000-12-18,2.63,,
2000-12-19,2.44,,
2000-12-20,2.31,,
2000-12-21,2.63,,
2000-12-22,2.81,,
2000-12-26,2.5,,
2000-12-27,2.38,,
2000-12-28,2.5,,
2000-12-29,2.44,,
2001-01-02,2.31,,
2001-01-03,2.81,,
2001-01-04,3.25,,
2001-01-05,3.25,,
2001-01-08,3.25,,
2001-01-09,3.56,,
2001-01-10,3.81,,
2001-01-11,3.94,,
2001-01-12,3.81,,
2001-01-16,3.81,,
2001-01-17,3.81,,
2001-01-18,3.88,,
2001-01-19,3.69,,
2001-01-22,4.38,,
2001-01-23,4.88,,
2001-01-24,5.19,,
2001-01-25,4.81,,
2001-01-26,4.13,,
2001-01-29,4.5,,
2001-01-30,4.78,,
2001-01-31,5.28,,
2001-02-01,5.09,,
2001-02-02,4.7,,
2001-02-05,4.8,,
2001-02-06,4.58,,
2001-02-07,4.36,,
2001-02-08,4.29,,
2001-02-09,4.2,,
2001-02-12,4.86,,
2001-02-13,5.02,,
2001-02-14,4.9,,
2001-02-15,5.23,,
2001-02-16,4.98,,
2001-02-20,4.5,,
2001-02-21,4.31,,
2001-02-22,4.35,,
2001-02-23,4.3,,
2001-02-26,4.48,,
2001-02-27,4.29,,
2001-02-28,4.12,,
2001-03-01,3.85,,
2001-03-02,3.9,,
2001-03-05,3.8,,
2001-03-06,4.14,,
2001-03-07,4.42,,
2001-03-08,4.4,,
2001-03-09,4.2,,
2001-03-12,4.1,,
2001-03-13,3.8,,
2001-03-14,3.85,,
2001-03-15,4.13,,
2001-03-16,4.02,,
2001-03-19,4.25,,
2001-03-20,3.9,,
2001-03-21,3.97,,
2001-03-22,4.0,,
2001-03-23,4.22,,
2001-03-26,4.2,,
2001-03-27,4.39,,
2001-03-28,4.33,,
2001-03-29,4.56,,
2001-03-30,4.76,,
2001-04-02,4.8,,
2001-04-03,4.24,,
2001-04-04,3.85,,
2001-04-05,4.12,,
2001-04-06,4.0,,
2001-04-09,4.04,,
2001-04-10,4.67,,
2001-04-11,4.79,,
2001-04-12,5.01,,
2001-04-16,5.24,,
2001-04-17,5.05,,
2001-04-18,5.34,,
2001-04-19,5.37,,
2001-04-20,5.12,,
2001-04-23,5.03,,
2001-04-24,5.1,,
2001-04-25,5.22,,
2001-04-26,5.06,,
2001-04-27,5.05,,
2001-04-30,5.32,,
2001-05-01,5.49,,
2001-05-02,5.36,,
2001-05-03,5.39,,
2001-05-04,5.33,,
2001-05-07,5.33,,
2001-05-08,5.24,,
2001-05-09,5.11,,
2001-05-10,5.05,,
2001-05-11,4.97,,
2001-05-14,4.95,,
2001-05-15,4.99,,
2001-05-16,5.25,,
2001-05-17,5.09,,
2001-05-18,5.02,,
2001-05-21,5.1,,
2001-05-22,4.92,,
2001-05-23,4.87,,
2001-05-24,4.9,,
2001-05-25,4.87,,
2001-05-29,4.5,,
2001-05-30,4.22,,
2001-05-31,4.31,,
2001-06-01,4.44,,
2001-06-04,4.37,,
2001-06-05,4.39,,
2001-06-06,4.05,,
2001-06-07,4.0,,
2001-06-08,3.98,,
2001-06-11,3.61,,
2001-06-12,3.5,,
2001-06-13,3.29,,
2001-06-14,3.22,,
2001-06-15,3.47,,
2001-06-18,3.1,,
2001-06-19,3.1,,
2001-06-20,3.21,,
2001-06-21,3.43,,
2001-06-22,3.38,,
2001-06-25,3.2,,
2001-06-26,3.4,,
2001-06-27,3.45,,
2001-06-28,3.65,,
2001-06-29,3.95,,
2001-07-02,3.47,,
2001-07-03,3.53,,
2001-07-05,3.54,,
2001-07-06,3.27,,
2001-07-09,3.35,,
2001-07-10,3.12,,
2001-07-11,3.14,,
2001-07-12,3.19,,
2001-07-13,3.19,,
2001-07-16,3.16,,
2001-07-17,3.13,,
2001-07-18,3.13,,
2001-07-19,3.17,,
2001-07-20,3.2,,
2001-07-23,3.1,,
2001-07-24,2.95,,
2001-07-25,3.0,,
2001-07-26,3.35,,
2001-07-27,3.43,,
2001-07-30,3.36,,
2001-07-31,3.51,,
2001-08-01,3.76,,
2001-08-02,3.69,,
2001-08-03,3.79,,
2001-08-06,4.01,,
2001-08-07,3.93,,
2001-08-08,3.72,,
2001-08-09,3.79,,
2001-08-10,3.69,,
2001-08-13,3.72,,
2001-08-14,3.7,,
2001-08-15,3.56,,
2001-08-16,3.65,,
2001-08-17,3.64,,
2001-08-20,3.62,,
2001-08-21,3.5,,
2001-08-22,3.69,,
2001-08-23,3.59,,
2001-08-24,3.63,,
2001-08-27,3.53,,
2001-08-28,3.49,,
2001-08-29,3.37,,
2001-08-30,3.21,,
2001-08-31,3.18,,
2001-09-04,3.06,,
2001-09-05,3.57,,
2001-09-06,3.2,,
2001-09-07,3.27,,
2001-09-10,3.27,,
2001-09-17,2.87,,
2001-09-18,2.75,,
2001-09-19,2.8,,
2001-09-20,2.54,,
2001-09-21,2.21,,
2001-09-24,2.35,,
2001-09-25,2.37,,
2001-09-26,2.1,,
2001-09-27,2.05,,
2001-09-28,2.17,,
2001-10-01,2.44,,
2001-10-02,2.38,,
2001-10-03,2.8,,
2001-10-04,2.7,,
2001-10-05,2.65,,
2001-10-08,2.59,,
2001-10-09,2.48,,
2001-10-10,2.5,,
2001-10-11,2.7,,
2001-10-12,2.6,,
2001-10-15,2.54,,
2001-10-16,2.55,,
2001-10-17,2.65,,
2001-10-18,2.75,,
2001-10-19,3.1,,
2001-10-22,3.13,,
2001-10-23,3.24,,
2001-10-24,3.5,,
2001-10-25,3.33,,
2001-10-26,3.49,,
2001-10-29,3.27,,
2001-10-30,3.4,,
2001-10-31,3.35,,
2001-11-01,3.4,,
2001-11-02,3.99,,
2001-11-05,3.83,,
2001-11-06,4.0,,
2001-11-07,3.95,,
2001-11-08,4.25,,
2001-11-09,4.07,,
2001-11-12,4.23,,
2001-11-13,4.27,,
2001-11-14,4.38,,
2001-11-15,4.24,,
2001-11-16,4.17,,
2001-11-19,4.35,,
2001-11-20,3.92,,
2001-11-21,4.31,,
2001-11-23,4.55,,
2001-11-26,4.94,,
2001-11-27,4.64,,
2001-11-28,4.42,,
2001-11-29,4.53,,
2001-11-30,4.71,,
2001-12-03,4.64,,
2001-12-04,4.73,,
2001-12-05,4.86,,
2001-12-06,5.25,,
2001-12-07,5.62,,
2001-12-10,5.41,,
2001-12-11,6.0,,
2001-12-12,6.14,,
2001-12-13,6.05,,
2001-12-14,5.72,,
2001-12-17,5.99,,
2001-12-18,6.24,,
2001-12-19,5.92,,
2001-12-20,5.52,,
2001-12-21,6.1,,
2001-12-24,6.1,,
2001-12-26,6.45,,
2001-12-27,6.78,,
2001-12-28,6.5,7.154893415918176,-0.09153084160012392
2001-12-31,6.27,7.024893415918176,-0.10745976788880707
2002-01-02,6.14,7.024893415918176,-0.12596538673640756
2002-01-03,6.14,7.334893415918176,-0.1629053550151145
2002-01-04,6.45,7.744893415918176,-0.16719318735320032
2002-01-07,6.86,7.884893415918175,-0.12998189853132325
2002-01-08,7.0,8.384893415918176,-0.16516529754439646
2002-01-09,7.5,8.234893415918176,-0.08924139983373869
2002-01-10,7.35,8.284893415918175,-0.11284314341593316
2002-01-11,7.4,7.7148934159181755,-0.040816301527698884
2002-01-14,6.83,7.864893415918176,-0.13158390854014623
2002-01-15,6.98,7.894893415918175,-0.11588420105501485
2002-01-16,7.01,7.834893415918176,-0.10528457403673641
2002-01-17,6.95,7.344893415918175,-0.05376434939986263
2002-01-18,6.46,7.874893415918176,-0.17967143695661125
2002-01-22,6.99,7.934893415918175,-0.11908079496349955
2002-01-23,7.05,7.994893415918176,-0.1181871185470531
2002-01-24,7.11,7.774893415918176,-0.08551801038929807
2002-01-25,6.89,7.674893415918175,-0.10226766332549464
2002-01-28,6.79,7.734893415918176,-0.12215984954280223
2002-01-29,6.85,7.374893415918176,-0.0711730171971342
2002-01-30,6.49,7.134893415918175,-0.090385851382082
2002-01-31,6.25,6.604893415918175,-0.05373189142808288
2002-02-01,5.72,6.414893415918176,-0.10832501350588919
2002-02-04,5.53,6.5048934159181755,-0.14987077475128274
2002-02-05,5.62,6.734893415918176,-0.16553987525371716
2002-02-06,5.85,6.824893415918176,-0.14284375689213902
2002-02-07,5.94,6.624893415918176,-0.10338180147510379
2002-02-08,5.74,7.134893415918175,-0.19550304883407554
2002-02-11,6.25,7.084893415918176,-0.11784135157804299
2002-02-12,6.2,6.884893415918175,-0.09947770786613364
2002-02-13,6.0,7.014893415918175,-0.14467695455146645
2002-02-14,6.13,6.864893415918176,-0.1070509578800044
2002-02-15,5.98,6.234893415918176,-0.04088175994595389
2002-02-19,5.35,7.134893415918175,-0.2501639915091123
2002-02-20,6.25,6.694893415918176,-0.06645265104002562
2002-02-21,5.81,6.584893415918176,-0.1176774424389263
2002-02-22,5.7,6.774893415918176,-0.158658350756135
2002-02-25,5.89,6.924893415918175,-0.14944539269576018
2002-02-26,6.04,7.104893415918175,-0.14988168767350285
2002-02-27,6.22,6.694893415918176,-0.07093367831503361
2002-02-28,5.81,7.034893415918176,-0.1741168406541247
2002-03-01,6.15,7.7148934159181755,-0.20284057491829033
2002-03-04,6.83,7.494893415918176,-0.08871285807827889
2002-03-05,6.61,7.834893415918176,-0.15633823600325636
2002-03-06,6.95,7.524893415918176,-0.07639887824883274
2002-03-07,6.64,7.4648934159181755,-0.11050304002454592
2002-03-08,6.58,7.634893415918175,-0.13816740567966568
2002-03-11,6.75,7.514893415918175,-0.10178366792241722
2002-03-12,6.63,7.094893415918175,-0.06552507397435114
2002-03-13,6.21,6.884893415918175,-0.0980252525562404
2002-03-14,6.0,6.894893415918175,-0.12979075410392038
2002-03-15,6.01,6.924893415918175,-0.1321166061292901
2002-03-18,6.04,6.824893415918176,-0.11500449429547344
2002-03-19,5.94,6.844893415918175,-0.13219978178386171
2002-03-20,5.96,6.904893415918176,-0.13684402625822845
2002-03-21,6.02,6.934893415918175,-0.13192609619899176
2002-03-22,6.05,6.894893415918175,-0.12253901038811965
2002-03-25,6.01,7.084893415918176,-0.15171624367744618
2002-03-26,6.2,7.0448934159181755,-0.11992990752835375
2002-03-27,6.16,7.114893415918176,-0.13421050184417227
2002-03-28,6.23,7.297338697939409,-0.1462641028627052
2002-04-01,6.12,7.167338697939409,-0.14612658088008545
2002-04-02,5.99,7.177338697939409,-0.16542882367809808
2002-04-03,6.0,7.777338697939409,-0.2285278765614659
2002-04-04,6.6,7.817338697939409,-0.15572290583498583
2002-04-05,6.64,7.937338697939409,-0.16344756691259854
2002-04-08,6.76,7.7873386979394095,-0.13192423468254333
2002-04-09,6.61,7.7873386979394095,-0.15118627089520864
2002-04-10,6.61,7.627338697939409,-0.13338055883295852
2002-04-11,6.45,7.927338697939409,-0.18635998211145188
2002-04-12,6.75,8.247338697939409,-0.18155416586850226
2002-04-15,7.07,8.37733869793941,-0.15605656462964523
2002-04-16,7.2,8.477338697939409,-0.15067685077274218
2002-04-17,7.3,8.667338697939408,-0.15775761691007673
2002-04-18,7.49,8.60733869793941,-0.12981233075060694
2002-04-19,7.43,8.317338697939409,-0.10668541106294538
2002-04-22,7.14,8.237338697939409,-0.1332151970652744
2002-04-23,7.06,7.677338697939409,-0.08041050710776931
2002-04-24,6.5,7.827338697939409,-0.16957726618995528
2002-04-25,6.65,7.227338697939409,-0.079882612683423
2002-04-26,6.05,7.367338697939409,-0.1788079457115035
2002-04-29,6.19,7.367338697939409,-0.15980515437259613
2002-04-30,6.19,7.257338697939409,-0.14707026120228628
2002-05-01,6.08,7.267338697939409,-0.16338012404404223
2002-05-02,6.09,7.127338697939409,-0.14554362320950387
2002-05-03,5.95,6.277338697939409,-0.05214609465741593
2002-05-06,5.1,5.357338697939409,-0.04803480094293633
2002-05-07,4.18,6.047338697939409,-0.3087868550467816
2002-05-08,4.87,6.127338697939409,-0.20520143571665872
2002-05-09,4.95,6.057338697939409,-0.18280944044223646
2002-05-10,4.88,5.977338697939409,-0.1835831552121513
2002-05-13,4.8,6.427338697939409,-0.2531901264921873
2002-05-14,5.25,6.557338697939409,-0.1993703174658692
2002-05-15,5.38,6.847338697939409,-0.21429328424793415
2002-05-16,5.67,6.707338697939409,-0.15465727088719927
2002-05-17,5.53,6.457338697939409,-0.14361004452737325
2002-05-20,5.28,6.067338697939409,-0.12976672922624288
2002-05-21,4.89,6.067338697939409,-0.19404532309021372
2002-05-22,4.89,6.007338697939409,-0.18599562204186526
2002-05-23,4.83,5.617338697939409,-0.140162226327607
2002-05-24,4.44,5.927338697939409,-0.2509285825789692
2002-05-28,4.75,5.827338697939409,-0.1848766227232277
2002-05-29,4.65,5.807338697939409,-0.1992889958958416
2002-05-30,4.63,5.777338697939409,-0.19859294355524415
2002-05-31,4.6,5.477338697939409,-0.16017609030996505
2002-06-03,4.3,5.627338697939409,-0.23587325540320647
2002-06-04,4.45,5.677338697939409,-0.2161820464198959
2002-06-05,4.5,5.677338697939409,-0.20737510312124308
2002-06-06,4.5,5.617338697939409,-0.19890890651640403
2002-06-07,4.44,5.297338697939409,-0.16184328524677905
2002-06-10,4.12,5.0373386979394095,-0.18210780591637787
2002-06-11,3.86,5.127338697939409,-0.24717280690833465
2002-06-12,3.95,5.197338697939409,-0.23999565362825814
2002-06-13,4.02,5.267338697939409,-0.2368062449501055
2002-06-14,4.09,5.417338697939409,-0.24501674566596487
2002-06-17,4.24,5.417338697939409,-0.21732787325762615
2002-06-18,4.24,5.277338697939409,-0.1965647378942057
2002-06-19,4.1,5.077338697939409,-0.1924903489964246
2002-06-20,3.9,4.707338697939409,-0.17150639665949974
2002-06-21,3.53,4.987338697939409,-0.29220768554209675
2002-06-24,3.81,4.577338697939409,-0.16763861024416726
2002-06-25,3.4,4.337338697939409,-0.21610917735908475
2002-06-26,3.16,4.377338697939409,-0.2781001841398427
2002-06-27,3.2,4.427338697939409,-0.2772181623490071
2002-06-28,3.25,4.6549755301794455,-0.30182232346241455
2002-07-01,3.5,4.774975530179446,-0.2670119505578977
2002-07-02,3.62,4.6549755301794455,-0.22233748028736644
2002-07-03,3.5,5.224975530179445,-0.330140403570503
2002-07-05,4.07,4.964975530179445,-0.18025779276038012
2002-07-08,3.81,5.054975530179445,-0.24628715267692902
2002-07-09,3.9,5.204975530179445,-0.2507169385548399
2002-07-10,4.05,5.254975530179444,-0.22930183466302412
2002-07-11,4.1,5.434975530179446,-0.24562677840342906
2002-07-12,4.28,5.374975530179445,-0.20371730513587827
2002-07-15,4.22,5.394975530179446,-0.21779070611287177
2002-07-16,4.24,5.474975530179445,-0.22556731502669713
2002-07-17,4.32,5.044975530179445,-0.14370248692834753
2002-07-18,3.89,5.0749755301794455,-0.23349384112942628
2002-07-19,3.92,4.254975530179445,-0.07872560671701878
2002-07-22,3.1,4.334975530179445,-0.284886390149548
2002-07-23,3.18,4.204975530179445,-0.2437530308614435
2002-07-24,3.05,4.244975530179445,-0.28150351437454135
2002-07-25,3.09,4.794975530179445,-0.3555754392172339
2002-07-26,3.64,5.804975530179445,-0.3729517065014262
2002-07-29,4.65,5.734975530179446,-0.1891857296460856
2002-07-30,4.58,5.594975530179445,-0.18140839485439042
2002-07-31,4.44,5.554975530179445,-0.20071655115705378
2002-08-01,4.4,5.454975530179445,-0.19339693172642713
2002-08-02,4.3,5.304975530179446,-0.18944018204461954
2002-08-05,4.15,5.744975530179445,-0.27762964729801476
2002-08-06,4.59,5.834975530179445,-0.21336431039688664
2002-08-07,4.68,6.344975530179445,-0.26240850295798657
2002-08-08,5.19,6.004975530179445,-0.13571671126444895
2002-08-09,4.85,6.144975530179446,-0.2107372964822254
2002-08-12,4.99,5.954975530179445,-0.1620452553144861
2002-08-13,4.8,6.264975530179445,-0.2338357944292696
2002-08-14,5.11,6.354975530179446,-0.19590563712906872
2002-08-15,5.2,6.4049755301794455,-0.1881311684177014
2002-08-16,5.25,6.594975530179445,-0.20393942692048916
2002-08-19,5.44,6.504975530179445,-0.16371706937844033
2002-08-20,5.35,6.4049755301794455,-0.16471187519898134
2002-08-21,5.25,6.494975530179445,-0.19168286691682868
2002-08-22,5.34,6.254975530179445,-0.14627963383146858
2002-08-23,5.1,6.1549755301794455,-0.17140206732043473
2002-08-26,5.0,5.584975530179445,-0.10474092984265049
2002-08-27,4.43,5.124975530179445,-0.13560562896094686
2002-08-28,3.97,5.174975530179445,-0.23284661408585672
2002-08-29,4.02,5.204975530179445,-0.2276620751257582
2002-08-30,4.05,5.244975530179445,-0.22783243187763014
2002-09-03,4.09,5.294975530179444,-0.2275696126094483
2002-09-04,4.14,5.294975530179444,-0.21812669833817022
2002-09-05,4.14,5.454975530179445,-0.2410598403062293
2002-09-06,4.3,5.594975530179445,-0.2314532964790128
2002-09-09,4.44,5.804975530179445,-0.2351388947434978
2002-09-10,4.65,5.884975530179445,-0.2098522795627984
2002-09-11,4.73,5.674975530179445,-0.16651622992100623
2002-09-12,4.52,5.794975530179445,-0.22001396270606255
2002-09-13,4.64,5.5749755301794455,-0.1677093513896286
2002-09-16,4.42,5.694975530179446,-0.22387726223281457
2002-09-17,4.54,5.6549755301794455,-0.19716717149862972
2002-09-18,4.5,5.474975530179445,-0.17807851830663612
2002-09-19,4.32,5.304975530179446,-0.18567013637971064
2002-09-20,4.15,5.004975530179445,-0.17082511693094948
2002-09-23,3.85,5.1549755301794455,-0.2531487341772152
2002-09-24,4.0,5.434975530179446,-0.26402612527163805
2002-09-25,4.28,5.674975530179445,-0.2458117260173165
2002-09-26,4.52,5.484975530179446,-0.17593069009514362
2002-09-27,4.33,5.854975530179446,-0.2604580535510296
2002-09-30,4.7,6.084975530179445,-0.22760576822543155
2002-10-01,4.93,6.084975530179445,-0.18980775262795269
2002-10-02,4.93,5.944975530179446,-0.17072829400675593
2002-10-03,4.79,5.934975530179446,-0.19292000857581082
2002-10-04,4.78,5.9049755301794455,-0.1905131569859797
2002-10-07,4.75,5.914975530179445,-0.19695356713404744
2002-10-08,4.76,5.934975530179446,-0.19797478931541956
2002-10-09,4.78,6.104975530179446,-0.2170320787740324
2002-10-10,4.95,6.254975530179445,-0.2086299976527658
2002-10-11,5.1,6.104975530179446,-0.16461581626518107
2002-10-14,4.95,6.254975530179445,-0.2086299976527658
2002-10-15,5.1,6.104975530179446,-0.16461581626518107
2002-10-16,4.95,6.854975530179446,-0.2778967659027629
2002-10-17,5.7,7.144975530179446,-0.20223659606335354
2002-10-18,5.99,7.554975530179445,-0.20714501641043348
2002-10-21,6.4,7.474975530179445,-0.1438099062450896
2002-10-22,6.32,7.534975530179445,-0.16124478776515816
2002-10-23,6.38,7.354975530179446,-0.13255999645122662
2002-10-24,6.2,7.204975530179445,-0.13948354522092532
2002-10-25,6.05,7.534975530179445,-0.197077684490381
2002-10-28,6.38,7.444975530179446,-0.1430462096030256
2002-10-29,6.29,7.4049755301794455,-0.150571129591893
2002-10-30,6.25,7.344975530179445,-0.14907817264745793
2002-10-31,6.19,8.154975530179446,-0.2409541908381676
2002-11-01,7.0,8.204975530179444,-0.14685912538645818
2002-11-04,7.05,8.154975530179446,-0.13549709941988397
2002-11-05,7.0,8.584975530179445,-0.18462202071603528
2002-11-06,7.43,8.354975530179445,-0.11070954389253351
2002-11-07,7.2,8.604975530179445,-0.16327478506497806
2002-11-08,7.45,8.514975530179445,-0.12507088557152923
2002-11-11,7.36,8.544975530179446,-0.13867512270740945
2002-11-12,7.39,8.874975530179446,-0.16732164783212888
2002-11-13,7.72,9.064975530179446,-0.148370563792666
2002-11-14,7.91,9.034975530179445,-0.12451340088544782
2002-11-15,7.88,9.014975530179445,-0.12589890303971274
2002-11-18,7.86,8.854975530179445,-0.11236344208839177
2002-11-19,7.7,8.994975530179445,-0.14396654285880095
2002-11-20,7.84,9.234975530179446,-0.15105351666831546
2002-11-21,8.08,9.334975530179445,-0.13443800962543295
2002-11-22,8.18,9.554975530179446,-0.14390152291197167
2002-11-25,8.4,9.384975530179446,-0.10495238128347173
2002-11-26,8.23,9.844975530179445,-0.16404058346603212
2002-11-27,8.69,9.604975530179445,-0.09526057898893481
2002-11-29,8.45,10.054975530179446,-0.159620033421484
2002-12-02,8.9,9.514975530179445,-0.0646323816838914
2002-12-03,8.36,8.924975530179445,-0.06330275397047347
2002-12-04,7.77,8.454975530179444,-0.08101448995735971
2002-12-05,7.3,8.544975530179446,-0.14569679290272952
2002-12-06,7.39,7.774975530179446,-0.04951469347847082
2002-12-09,6.62,8.544975530179446,-0.22527572178302324
2002-12-10,7.39,8.494975530179445,-0.13007400977835482
2002-12-11,7.34,8.344975530179445,-0.12042881690245466
2002-12-12,7.19,7.954975530179445,-0.09616315314576318
2002-12-13,6.8,8.204975530179444,-0.17123457894684513
2002-12-16,7.05,8.084975530179445,-0.12801220316822337
2002-12-17,6.93,7.634975530179445,-0.09233500846110454
2002-12-18,6.48,7.624975530179445,-0.15016120716029357
2002-12-19,6.47,7.894975530179446,-0.18049144354308821
2002-12-20,6.74,7.604975530179446,-0.11373810826174158
2002-12-23,6.45,7.9049755301794455,-0.18405819532580092
2002-12-24,6.75,7.784975530179445,-0.13294525155117465
2002-12-26,6.63,7.6149755301794455,-0.1293471694394578
2002-12-27,6.46,8.013176933633703,-0.19382785959892568
2002-12-30,6.32,8.083176933633704,-0.21812920193509688
2002-12-31,6.39,8.563176933633704,-0.25378162222692
2003-01-02,6.87,8.783176933633703,-0.21782288437199904
2003-01-03,7.09,9.463176933633704,-0.25078015028959666
2003-01-06,7.77,9.843176933633703,-0.21062071195223053
2003-01-07,8.15,9.383176933633704,-0.1314242438734604
2003-01-08,7.69,9.833176933633704,-0.21795366320554188
2003-01-09,8.14,9.293176933633704,-0.12408855893619608
2003-01-10,7.6,9.143176933633704,-0.16877907371091538
2003-01-13,7.45,9.393176933633704,-0.2068711094620035
2003-01-14,7.7,9.193176933633703,-0.16242229910433237
2003-01-15,7.5,9.333176933633704,-0.1964151056675606
2003-01-16,7.64,8.713176933633704,-0.12316712283106956
2003-01-17,7.02,8.813176933633704,-0.20346544125199706
2003-01-21,7.12,8.833176933633704,-0.19394799249526118
2003-01-22,7.14,9.093176933633703,-0.21479587913981113
2003-01-23,7.4,9.843176933633703,-0.24821020185926712
2003-01-24,8.15,9.683176933633703,-0.15833408231014978
2003-01-27,7.99,10.013176933633703,-0.2020514515066606
2003-01-28,8.32,10.083176933633704,-0.17486323459746156
