date,PYPL,dcf,Deviation
2015-07-06,36.71,38.71313725490196,-0.051743087668471355
2015-07-07,36.62,36.793137254901964,-0.0047056942631034104
2015-07-08,34.7,36.59313725490196,-0.05173476222371054
2015-07-09,34.5,36.78313725490196,-0.06207021546531333
2015-07-10,34.69,38.87313725490196,-0.10760997311516107
2015-07-13,36.78,39.02313725490196,-0.057482237787536805
2015-07-14,36.93,39.60313725490196,-0.06749811858834709
2015-07-15,37.51,40.723137254901964,-0.07890200685643867
2015-07-16,38.63,40.48313725490196,-0.045775534717916844
2015-07-17,38.39,42.56313725490196,-0.09804580968526566
2015-07-20,40.47,41.44313725490196,-0.023481264193792706
2015-07-21,39.35,40.48313725490196,-0.027990351828890203
2015-07-22,38.39,39.10313725490196,-0.01823734116915543
2015-07-23,37.01,39.09313725490196,-0.05328652037617565
2015-07-24,37.0,38.48313725490196,-0.03853992581420951
2015-07-27,36.39,39.69313725490196,-0.08321683503346755
2015-07-28,37.6,40.043137254901964,-0.06101263343453145
2015-07-29,37.95,40.543137254901964,-0.06395995550611788
2015-07-30,38.45,40.793137254901964,-0.05743949626282774
2015-07-31,38.7,41.48313725490196,-0.06709080940046508
2015-08-03,39.39,41.043137254901964,-0.040278043187464196
2015-08-04,38.95,41.363137254901964,-0.05834028594182561
2015-08-05,39.27,40.94313725490196,-0.040864901106268836
2015-08-06,38.85,41.223137254901964,-0.05756808949856829
2015-08-07,39.13,41.14313725490196,-0.048930086260305816
2015-08-10,39.05,40.94313725490196,-0.04623820698242431
2015-08-11,38.85,40.28313725490196,-0.035576604816884294
2015-08-12,38.19,39.71313725490196,-0.03835348602971311
2015-08-13,37.62,40.23313725490196,-0.06494987548065456
2015-08-14,38.14,40.82313725490195,-0.06572589554174368
2015-08-17,38.73,40.08313725490196,-0.033758267131061115
2015-08-18,37.99,39.28313725490196,-0.03291838038573647
2015-08-19,37.19,38.07313725490195,-0.02319580992207959
2015-08-20,35.98,36.34313725490196,-0.0099919072025898
2015-08-21,34.25,35.84313725490196,-0.044447483588621495
2015-08-24,33.75,34.793137254901964,-0.029981120910704817
2015-08-25,32.7,35.26313725490196,-0.0726860243991948
2015-08-26,33.17,36.71313725490196,-0.09650870287389768
2015-08-27,34.62,37.13313725490196,-0.06767909852729193
2015-08-28,35.04,37.09313725490196,-0.0553508656006344
2015-08-31,35.0,35.863137254901964,-0.02406753343320478
2015-09-01,33.77,37.16313725490196,-0.091303843150497
2015-09-02,35.07,37.403137254901964,-0.06237811654679282
2015-09-03,35.31,36.38313725490196,-0.029495456848141144
2015-09-04,34.29,36.793137254901964,-0.06803272136214666
2015-09-08,34.7,36.46313725490196,-0.048353964788505066
2015-09-09,34.37,35.55313725490196,-0.03327799868741088
2015-09-10,33.46,35.64313725490196,-0.061249862471118854
2015-09-11,33.55,35.863137254901964,-0.06449902133382923
2015-09-14,33.77,35.89313725490196,-0.059151621097484175
2015-09-15,33.8,35.863137254901964,-0.05752807514406644
2015-09-16,33.77,35.41313725490196,-0.04639908752152455
2015-09-17,33.32,35.01313725490196,-0.04835719925854165
2015-09-18,32.92,36.34313725490196,-0.0941893714594011
2015-09-21,34.25,35.44313725490196,-0.03366342111086529
2015-09-22,33.35,36.25313725490196,-0.08007961447555578
2015-09-23,34.16,36.00313725490196,-0.051193795747647264
2015-09-24,33.91,35.863137254901964,-0.05446085882057072
2015-09-25,33.77,34.34313725490196,-0.01668855266914071
2015-09-28,32.25,32.723137254901964,-0.014458798715306198
2015-09-29,30.63,33.13313725490196,-0.07554784914101753
2015-09-30,31.04,33.01219233903831,-0.059741331892886995
2015-10-01,31.48,34.3621923390383,-0.08387684669827922
2015-10-02,32.83,34.202192339038305,-0.040120011180455495
2015-10-05,32.67,33.3921923390383,-0.02162758083403815
2015-10-06,31.86,33.912192339038306,-0.06051488262750582
2015-10-07,32.38,33.202192339038305,-0.024763194268698663
2015-10-08,31.67,33.592192339038306,-0.05722140191500624
2015-10-09,32.06,34.162192339038306,-0.06153563911166371
2015-10-12,32.63,34.7521923390383,-0.06106643052428007
2015-10-13,33.22,35.58219233903831,-0.06638692513745637
2015-10-14,34.05,36.15219233903831,-0.05814840547770306
2015-10-15,34.62,35.8221923390383,-0.03355998783268721
2015-10-16,34.29,36.372192339038314,-0.05724681975805723
2015-10-19,34.84,36.40219233903831,-0.04291478723282782
2015-10-20,34.87,35.3621923390383,-0.013918603640842298
2015-10-21,33.83,36.3221923390383,-0.06861348884934326
2015-10-22,34.79,36.522192339038305,-0.04742848739632688
2015-10-23,34.99,37.97219233903831,-0.07853621704039415
2015-10-26,36.44,37.47219233903831,-0.027545555106552433
2015-10-27,35.94,38.052192339038314,-0.05550776996550044
2015-10-28,36.52,37.4421923390383,-0.024629763414702466
2015-10-29,35.91,37.5421923390383,-0.04347621269152857
2015-10-30,36.01,38.522192339038305,-0.06521415803462616
2015-11-02,36.99,39.4321923390383,-0.06193397308575466
2015-11-03,37.9,39.132192339038305,-0.03148794548393008
2015-11-04,37.6,38.242192339038304,-0.016792769968439814
2015-11-05,36.71,37.772192339038305,-0.028121013720998844
2015-11-06,36.24,38.132192339038305,-0.04962191321743514
2015-11-09,36.6,38.5321923390383,-0.05014488462107902
2015-11-10,37.0,37.8621923390383,-0.022771854606774222
2015-11-11,36.33,37.102192339038304,-0.0208125798061215
2015-11-12,35.57,36.062192339038305,-0.01364843086662515
2015-11-13,34.53,37.1421923390383,-0.07032951407913413
