date,AAP,dcf,Deviation
2006-03-08,42.45,,
2006-03-09,41.87,,
2006-03-10,41.15,,
2006-03-13,41.19,,
2006-03-14,41.21,,
2006-03-15,41.9,,
2006-03-16,41.68,,
2006-03-17,41.54,,
2006-03-20,41.28,,
2006-03-21,41.2,,
2006-03-22,41.54,,
2006-03-23,41.84,,
2006-03-24,42.0,,
2006-03-27,41.73,,
2006-03-28,41.28,,
2006-03-29,41.37,,
2006-03-30,41.54,,
2006-03-31,41.64,,
2006-04-03,41.57,,
2006-04-04,40.95,,
2006-04-05,41.24,,
2006-04-06,41.09,,
2006-04-07,41.02,,
2006-04-10,40.59,,
2006-04-11,39.41,,
2006-04-12,39.82,,
2006-04-13,39.83,,
2006-04-17,39.38,,
2006-04-18,38.93,,
2006-04-19,38.93,,
2006-04-20,39.5,,
2006-04-21,38.92,,
2006-04-24,38.25,,
2006-04-25,39.03,,
2006-04-26,38.64,,
2006-04-27,39.88,,
2006-04-28,40.22,,
2006-05-01,39.44,,
2006-05-02,38.6,,
2006-05-03,38.4,,
2006-05-04,38.82,,
2006-05-05,39.66,,
2006-05-08,39.82,,
2006-05-09,40.69,,
2006-05-10,40.58,,
2006-05-11,40.37,,
2006-05-12,40.28,,
2006-05-15,39.45,,
2006-05-16,38.67,,
2006-05-17,38.2,,
2006-05-18,38.3,,
2006-05-19,39.05,,
2006-05-22,38.35,,
2006-05-23,38.05,,
2006-05-24,38.17,,
2006-05-25,38.02,,
2006-05-26,38.01,,
2006-05-30,37.43,,
2006-05-31,38.12,,
2006-06-01,37.99,,
2006-06-02,38.0,,
2006-06-05,37.42,,
2006-06-06,37.29,,
2006-06-07,37.19,,
2006-06-08,37.9,,
2006-06-09,37.83,,
2006-06-12,36.99,,
2006-06-13,36.53,,
2006-06-14,36.48,,
2006-06-15,37.62,,
2006-06-16,37.56,,
2006-06-19,37.26,,
2006-06-20,36.99,,
2006-06-21,37.41,,
2006-06-22,37.07,,
2006-06-23,37.64,,
2006-06-26,37.29,,
2006-06-27,36.66,,
2006-06-28,35.9,,
2006-06-29,29.91,,
2006-06-30,28.9,,
2006-07-03,29.47,,
2006-07-05,29.5,,
2006-07-06,29.96,,
2006-07-07,29.7,,
2006-07-10,29.53,,
2006-07-11,29.29,,
2006-07-12,29.0,,
2006-07-13,28.85,,
2006-07-14,29.04,,
2006-07-17,28.96,,
2006-07-18,28.7,,
2006-07-19,29.36,,
2006-07-20,29.23,,
2006-07-21,29.24,,
2006-07-24,29.71,,
2006-07-25,31.28,,
2006-07-26,31.51,,
2006-07-27,30.51,,
2006-07-28,30.52,,
2006-07-31,30.27,,
2006-08-01,30.06,,
2006-08-02,30.22,,
2006-08-03,30.57,,
2006-08-04,30.5,,
2006-08-07,30.14,,
2006-08-08,29.61,,
2006-08-09,28.95,,
2006-08-10,29.78,,
2006-08-11,28.94,,
2006-08-14,28.99,,
2006-08-15,29.1,,
2006-08-16,31.09,,
2006-08-17,30.96,,
2006-08-18,30.51,,
2006-08-21,30.11,,
2006-08-22,29.8,,
2006-08-23,29.6,,
2006-08-24,29.48,,
2006-08-25,29.1,,
2006-08-28,29.5,,
2006-08-29,29.61,,
2006-08-30,30.08,,
2006-08-31,30.12,,
2006-09-01,30.7,,
2006-09-05,31.21,,
2006-09-06,31.1,,
2006-09-07,31.25,,
2006-09-08,31.32,,
2006-09-11,31.47,,
2006-09-12,32.93,,
2006-09-13,32.87,,
2006-09-14,32.62,,
2006-09-15,32.47,,
2006-09-18,31.99,,
2006-09-19,32.48,,
2006-09-20,33.23,,
2006-09-21,32.82,,
2006-09-22,33.31,,
2006-09-25,34.0,,
2006-09-26,34.2,,
2006-09-27,33.51,,
2006-09-28,33.65,,
2006-09-29,32.94,,
2006-10-02,33.39,,
2006-10-03,34.11,,
2006-10-04,35.15,,
2006-10-05,35.27,,
2006-10-06,34.56,,
2006-10-09,34.68,,
2006-10-10,34.76,,
2006-10-11,34.44,,
2006-10-12,34.98,,
2006-10-13,35.46,,
2006-10-16,35.54,,
2006-10-17,34.92,,
2006-10-18,35.06,,
2006-10-19,35.66,,
2006-10-20,35.46,,
2006-10-23,36.25,,
2006-10-24,36.36,,
2006-10-25,35.19,,
2006-10-26,36.4,,
2006-10-27,35.85,,
2006-10-30,35.97,,
2006-10-31,35.02,,
2006-11-01,34.46,,
2006-11-02,36.3,,
2006-11-03,36.0,,
2006-11-06,36.2,,
2006-11-07,36.04,,
2006-11-08,36.73,,
2006-11-09,37.12,,
2006-11-10,37.35,,
2006-11-13,37.21,,
2006-11-14,37.69,,
2006-11-15,38.05,,
2006-11-16,37.98,,
2006-11-17,38.07,,
2006-11-20,37.95,,
2006-11-21,37.88,,
2006-11-22,38.15,,
2006-11-24,38.07,,
2006-11-27,36.84,,
2006-11-28,36.58,,
2006-11-29,34.83,,
2006-11-30,35.6,,
2006-12-01,35.29,,
2006-12-04,35.19,,
2006-12-05,35.5,,
2006-12-06,35.92,,
2006-12-07,37.01,,
2006-12-08,37.01,,
2006-12-11,36.16,,
2006-12-12,35.6,,
2006-12-13,35.6,,
2006-12-14,35.85,,
2006-12-15,35.28,,
2006-12-18,35.53,,
2006-12-19,35.65,,
2006-12-20,36.02,,
2006-12-21,35.6,,
2006-12-22,35.86,,
2006-12-26,35.88,,
2006-12-27,35.97,,
2006-12-28,35.84,,
2006-12-29,35.56,,
2007-01-03,35.58,,
2007-01-04,35.81,,
2007-01-05,35.02,,
2007-01-08,35.14,,
2007-01-09,35.44,,
2007-01-10,35.49,,
2007-01-11,36.4,,
2007-01-12,36.2,,
2007-01-16,36.2,,
2007-01-17,36.35,,
2007-01-18,36.98,,
2007-01-19,37.3,,
2007-01-22,37.06,,
2007-01-23,37.43,,
2007-01-24,37.69,,
2007-01-25,37.26,,
2007-01-26,37.49,,
2007-01-29,37.3,,
2007-01-30,37.06,,
2007-01-31,37.95,,
2007-02-01,37.51,,
2007-02-02,37.49,,
2007-02-05,37.52,,
2007-02-06,37.97,,
2007-02-07,38.33,,
2007-02-08,38.73,,
2007-02-09,38.52,,
2007-02-12,37.48,,
2007-02-13,37.5,,
2007-02-14,37.02,,
2007-02-15,38.75,,
2007-02-16,38.65,,
2007-02-20,38.03,,
2007-02-21,38.31,,
2007-02-22,38.38,,
2007-02-23,38.53,,
2007-02-26,38.73,,
2007-02-27,37.51,,
2007-02-28,37.65,,
2007-03-01,36.91,,
2007-03-02,36.28,,
2007-03-05,36.25,,
2007-03-06,37.41,,
2007-03-07,37.88,,
2007-03-08,38.41,,
2007-03-09,38.14,,
2007-03-12,38.92,,
2007-03-13,37.78,,
2007-03-14,38.03,,
2007-03-15,37.97,,
2007-03-16,37.98,,
2007-03-19,39.3,,
2007-03-20,38.83,,
2007-03-21,39.19,,
2007-03-22,39.1,,
2007-03-23,39.35,,
2007-03-26,39.2,,
2007-03-27,38.99,,
2007-03-28,38.73,,
2007-03-29,38.35,,
2007-03-30,38.55,,
2007-04-02,38.78,,
2007-04-03,39.0,,
2007-04-04,38.65,,
2007-04-05,39.56,,
2007-04-09,39.48,,
2007-04-10,39.79,,
2007-04-11,40.15,,
2007-04-12,39.95,,
2007-04-13,39.65,,
2007-04-16,40.25,,
2007-04-17,40.2,,
2007-04-18,40.0,,
2007-04-19,40.09,,
2007-04-20,40.8,,
2007-04-23,41.19,,
2007-04-24,41.06,,
2007-04-25,42.26,,
2007-04-26,41.77,,
2007-04-27,41.67,,
2007-04-30,41.2,,
2007-05-01,40.94,,
2007-05-02,41.3,,
2007-05-03,40.73,,
2007-05-04,40.35,,
2007-05-07,40.41,,
2007-05-08,41.75,,
2007-05-09,42.0,,
2007-05-10,41.68,,
2007-05-11,41.48,,
2007-05-14,40.8,,
2007-05-15,40.47,,
2007-05-16,40.51,,
2007-05-17,41.35,,
2007-05-18,41.32,,
2007-05-21,41.64,,
2007-05-22,41.11,,
2007-05-23,41.04,,
2007-05-24,40.48,,
2007-05-25,40.43,,
2007-05-29,40.68,,
2007-05-30,41.27,,
2007-05-31,41.42,,
2007-06-01,41.61,,
2007-06-04,41.98,,
2007-06-05,41.9,,
2007-06-06,41.25,,
2007-06-07,40.6,,
2007-06-08,42.04,,
2007-06-11,41.57,,
2007-06-12,40.95,,
2007-06-13,41.05,,
2007-06-14,41.0,,
2007-06-15,41.0,,
2007-06-18,40.83,,
2007-06-19,41.18,,
2007-06-20,41.01,,
2007-06-21,40.4,,
2007-06-22,40.09,,
2007-06-25,39.86,,
2007-06-26,39.31,,
2007-06-27,41.02,,
2007-06-28,40.82,,
2007-06-29,40.53,,
2007-07-02,41.03,,
2007-07-03,41.25,,
2007-07-05,41.52,,
2007-07-06,41.92,,
2007-07-09,41.46,,
2007-07-10,40.4,,
2007-07-11,40.0,,
2007-07-12,40.0,,
2007-07-13,39.8,,
2007-07-16,39.68,,
2007-07-17,39.69,,
2007-07-18,39.26,,
2007-07-19,38.97,,
2007-07-20,38.78,,
2007-07-23,38.89,,
2007-07-24,38.52,,
2007-07-25,37.95,,
2007-07-26,36.15,,
2007-07-27,35.07,,
2007-07-30,35.24,,
2007-07-31,34.77,,
2007-08-01,34.4,,
2007-08-02,35.1,,
2007-08-03,33.67,,
2007-08-06,34.03,,
2007-08-07,33.82,,
2007-08-08,32.44,,
2007-08-09,30.31,,
2007-08-10,31.8,,
2007-08-13,33.52,,
2007-08-14,32.78,,
2007-08-15,31.6,,
2007-08-16,30.58,,
2007-08-17,31.68,,
2007-08-20,33.21,,
2007-08-21,33.3,,
2007-08-22,33.63,,
2007-08-23,34.0,,
2007-08-24,34.96,,
2007-08-27,35.17,,
2007-08-28,34.25,,
2007-08-29,35.32,,
2007-08-30,34.8,,
2007-08-31,35.56,,
2007-09-04,35.38,,
2007-09-05,34.47,,
2007-09-06,34.68,,
2007-09-07,33.71,,
2007-09-10,33.1,,
2007-09-11,33.73,,
2007-09-12,33.01,,
2007-09-13,33.58,,
2007-09-14,34.01,,
2007-09-17,33.6,,
2007-09-18,35.0,,
2007-09-19,34.45,,
2007-09-20,34.27,,
2007-09-21,33.58,,
2007-09-24,33.27,,
2007-09-25,33.61,,
2007-09-26,33.06,,
2007-09-27,33.32,,
2007-09-28,33.56,,
2007-10-01,33.35,,
2007-10-02,33.21,,
2007-10-03,33.71,,
2007-10-04,33.78,,
2007-10-05,35.54,,
2007-10-08,35.35,,
2007-10-09,34.8,,
2007-10-10,35.13,,
2007-10-11,35.01,,
2007-10-12,34.86,,
2007-10-15,34.41,,
2007-10-16,33.62,,
2007-10-17,33.12,,
2007-10-18,32.83,,
2007-10-19,32.07,,
2007-10-22,32.0,,
2007-10-23,31.85,,
2007-10-24,33.58,,
2007-10-25,34.04,,
2007-10-26,34.03,,
2007-10-29,34.1,,
2007-10-30,34.26,,
2007-10-31,34.12,,
2007-11-01,35.06,,
2007-11-02,34.78,,
2007-11-05,35.15,,
2007-11-06,36.48,,
2007-11-07,36.19,,
2007-11-08,36.05,,
2007-11-09,35.16,,
2007-11-12,34.59,,
2007-11-13,35.69,,
2007-11-14,35.83,,
2007-11-15,35.27,,
2007-11-16,34.8,,
2007-11-19,34.71,,
2007-11-20,34.59,,
2007-11-21,34.1,,
2007-11-23,34.24,,
2007-11-26,33.37,,
2007-11-27,33.42,,
2007-11-28,34.16,,
2007-11-29,35.68,,
2007-11-30,35.96,,
2007-12-03,35.79,,
2007-12-04,36.97,,
2007-12-05,37.94,,
2007-12-06,38.51,,
2007-12-07,39.5,,
2007-12-10,39.55,,
2007-12-11,38.63,,
2007-12-12,38.47,,
2007-12-13,38.52,,
2007-12-14,38.08,,
2007-12-17,37.8,,
2007-12-18,37.91,,
2007-12-19,38.03,,
2007-12-20,38.51,,
2007-12-21,38.48,,
2007-12-24,38.5,,
2007-12-26,38.61,,
2007-12-27,38.25,,
2007-12-28,38.17,,
2007-12-31,37.99,,
2008-01-02,37.59,,
2008-01-03,37.95,,
2008-01-04,35.67,,
2008-01-07,37.28,,
2008-01-08,35.36,,
2008-01-09,34.83,,
2008-01-10,33.62,,
2008-01-11,32.05,,
2008-01-14,31.91,,
2008-01-15,31.2,,
2008-01-16,31.93,,
2008-01-17,31.31,,
2008-01-18,31.82,,
2008-01-22,32.23,,
2008-01-23,33.6,,
2008-01-24,34.43,,
2008-01-25,33.22,,
2008-01-28,34.14,,
2008-01-29,35.03,,
2008-01-30,34.85,,
2008-01-31,35.78,,
2008-02-01,36.47,,
2008-02-04,36.35,,
2008-02-05,35.03,,
2008-02-06,34.81,,
2008-02-07,35.92,,
2008-02-08,34.98,,
2008-02-11,35.94,,
2008-02-12,35.09,,
2008-02-13,35.43,,
2008-02-14,34.0,,
2008-02-15,33.66,,
2008-02-19,33.8,,
2008-02-20,34.44,,
2008-02-21,33.54,,
2008-02-22,33.6,,
2008-02-25,34.65,,
2008-02-26,35.29,,
2008-02-27,35.04,,
2008-02-28,34.8,,
2008-02-29,33.54,,
2008-03-03,34.09,,
2008-03-04,33.53,,
2008-03-05,34.1,,
2008-03-06,32.89,,
2008-03-07,32.83,,
2008-03-10,32.77,,
2008-03-11,33.58,,
2008-03-12,33.54,,
2008-03-13,34.03,,
2008-03-14,33.83,,
2008-03-17,32.49,,
2008-03-18,32.71,,
2008-03-19,32.88,,
2008-03-20,34.16,,
2008-03-24,35.71,,
2008-03-25,35.4,,
2008-03-26,35.12,,
2008-03-27,33.91,,
2008-03-28,33.38,,
2008-03-31,34.05,,
2008-04-01,35.54,,
2008-04-02,35.81,,
2008-04-03,35.84,,
2008-04-04,35.94,,
2008-04-07,35.57,,
2008-04-08,35.56,,
2008-04-09,34.37,,
2008-04-10,34.58,,
2008-04-11,34.33,,
2008-04-14,33.76,,
2008-04-15,33.44,,
2008-04-16,34.67,,
2008-04-17,34.34,,
2008-04-18,34.98,,
2008-04-21,34.82,,
2008-04-22,34.04,,
2008-04-23,33.57,,
2008-04-24,34.35,,
2008-04-25,34.7,,
2008-04-28,35.06,,
2008-04-29,35.34,,
2008-04-30,34.68,,
2008-05-01,36.04,,
2008-05-02,35.96,,
2008-05-05,35.28,,
2008-05-06,34.33,,
2008-05-07,33.79,,
2008-05-08,33.92,,
2008-05-09,33.63,,
2008-05-12,33.75,,
2008-05-13,33.79,,
2008-05-14,34.52,,
2008-05-15,34.64,,
2008-05-16,38.82,,
2008-05-19,39.1,,
2008-05-20,38.94,,
2008-05-21,38.6,,
2008-05-22,38.13,,
2008-05-23,37.93,,
2008-05-27,38.28,,
2008-05-28,39.91,,
2008-05-29,40.6,,
2008-05-30,40.3,,
2008-06-02,40.57,,
2008-06-03,40.51,,
2008-06-04,40.55,,
2008-06-05,41.74,,
2008-06-06,40.3,,
2008-06-09,41.08,,
2008-06-10,40.76,,
2008-06-11,38.85,,
2008-06-12,38.82,,
2008-06-13,39.29,,
2008-06-16,41.55,,
2008-06-17,41.22,,
2008-06-18,40.05,,
2008-06-19,40.75,,
2008-06-20,39.97,,
2008-06-23,39.15,,
2008-06-24,38.66,,
2008-06-25,40.08,,
2008-06-26,39.5,,
2008-06-27,39.4,,
2008-06-30,38.83,,
2008-07-01,39.07,,
2008-07-02,37.17,,
2008-07-03,37.13,,
2008-07-07,37.93,,
2008-07-08,38.59,,
2008-07-09,37.53,,
2008-07-10,37.31,,
2008-07-11,36.81,,
2008-07-14,38.01,,
2008-07-15,37.27,,
2008-07-16,39.48,,
2008-07-17,40.81,,
2008-07-18,40.97,,
2008-07-21,40.43,,
2008-07-22,41.91,,
2008-07-23,41.48,,
2008-07-24,40.8,,
2008-07-25,40.17,,
2008-07-28,39.93,,
2008-07-29,41.81,,
2008-07-30,41.88,,
2008-07-31,41.09,,
2008-08-01,42.0,,
2008-08-04,41.35,,
2008-08-05,43.02,,
2008-08-06,42.03,,
2008-08-07,44.1,,
2008-08-08,44.1,,
2008-08-11,43.72,,
2008-08-12,43.76,,
2008-08-13,43.45,,
2008-08-14,44.24,,
2008-08-15,44.61,,
2008-08-18,44.3,,
2008-08-19,42.96,,
2008-08-20,42.19,,
2008-08-21,42.3,,
2008-08-22,42.48,,
2008-08-25,41.62,,
2008-08-26,41.52,,
2008-08-27,42.32,,
2008-08-28,43.39,,
2008-08-29,43.04,,
2008-09-02,44.01,,
2008-09-03,44.1,,
2008-09-04,42.91,,
2008-09-05,42.13,,
2008-09-08,43.18,,
2008-09-09,42.21,,
2008-09-10,42.94,,
2008-09-11,42.46,,
2008-09-12,41.72,,
2008-09-15,40.26,,
2008-09-16,39.85,,
2008-09-17,38.24,,
2008-09-18,38.28,,
2008-09-19,39.07,,
2008-09-22,38.73,,
2008-09-23,39.07,,
2008-09-24,39.54,,
2008-09-25,39.6,,
2008-09-26,40.13,,
2008-09-29,38.83,,
2008-09-30,39.66,,
2008-10-01,39.98,,
2008-10-02,38.89,,
2008-10-03,36.75,,
2008-10-06,34.37,,
2008-10-07,28.6,,
2008-10-08,29.4,,
2008-10-09,27.97,,
2008-10-10,26.97,,
2008-10-13,28.28,,
2008-10-14,27.83,,
2008-10-15,25.38,,
2008-10-16,26.39,,
2008-10-17,27.58,,
2008-10-20,29.78,,
2008-10-21,29.0,,
2008-10-22,28.15,,
2008-10-23,27.23,,
2008-10-24,25.91,,
2008-10-27,24.17,,
2008-10-28,26.45,,
2008-10-29,25.5,,
2008-10-30,27.07,,
2008-10-31,31.2,,
2008-11-03,30.08,,
2008-11-04,31.42,,
2008-11-05,29.32,,
2008-11-06,28.07,,
2008-11-07,28.61,,
2008-11-10,27.56,,
2008-11-11,26.62,,
2008-11-12,24.88,,
2008-11-13,28.6,,
2008-11-14,26.04,,
2008-11-17,25.81,,
2008-11-18,26.55,,
2008-11-19,26.66,,
2008-11-20,25.78,,
2008-11-21,26.57,,
2008-11-24,28.17,,
2008-11-25,29.18,,
2008-11-26,31.15,,
2008-11-28,30.36,,
2008-12-01,28.16,,
2008-12-02,29.97,,
2008-12-03,29.41,,
2008-12-04,29.29,,
2008-12-05,31.72,,
2008-12-08,32.26,,
2008-12-09,32.19,,
2008-12-10,32.74,,
2008-12-11,32.19,,
2008-12-12,32.47,,
2008-12-15,31.22,,
2008-12-16,32.84,,
2008-12-17,33.04,,
2008-12-18,33.74,,
2008-12-19,32.61,,
2008-12-22,31.21,,
2008-12-23,30.87,,
2008-12-24,31.38,,
2008-12-26,31.5,,
2008-12-29,31.56,,
2008-12-30,33.01,,
2008-12-31,33.65,,
2009-01-02,34.14,,
2009-01-05,33.68,,
2009-01-06,33.73,,
2009-01-07,32.39,,
2009-01-08,32.5,,
2009-01-09,31.78,,
2009-01-12,30.83,,
2009-01-13,31.12,,
2009-01-14,30.13,,
2009-01-15,30.59,,
2009-01-16,31.72,,
2009-01-20,30.16,,
2009-01-21,31.48,,
2009-01-22,32.71,,
2009-01-23,32.84,,
2009-01-26,32.77,,
2009-01-27,33.03,,
2009-01-28,34.4,,
2009-01-29,33.37,,
2009-01-30,32.73,,
2009-02-02,33.04,,
2009-02-03,33.93,,
2009-02-04,33.38,,
2009-02-05,32.95,,
2009-02-06,33.63,,
2009-02-09,34.25,,
2009-02-10,32.95,,
2009-02-11,32.76,,
2009-02-12,33.0,,
2009-02-13,32.82,,
2009-02-17,32.14,,
2009-02-18,32.63,,
2009-02-19,37.0,,
2009-02-20,36.91,,
2009-02-23,36.47,,
2009-02-24,37.58,,
2009-02-25,37.5,,
2009-02-26,37.53,,
2009-02-27,38.25,,
2009-03-02,36.31,,
2009-03-03,38.32,,
2009-03-04,37.54,,
2009-03-05,37.19,,
2009-03-06,36.43,,
2009-03-09,36.01,,
2009-03-10,38.28,,
2009-03-11,39.4,,
2009-03-12,39.86,,
2009-03-13,39.73,,
2009-03-16,38.87,,
2009-03-17,39.54,,
2009-03-18,41.04,,
2009-03-19,41.06,,
2009-03-20,40.01,,
2009-03-23,40.65,,
2009-03-24,39.15,,
2009-03-25,40.0,,
2009-03-26,42.19,,
2009-03-27,41.8,,
2009-03-30,41.64,,
2009-03-31,41.08,,
2009-04-01,42.09,,
2009-04-02,39.77,,
2009-04-03,40.51,,
2009-04-06,40.3,,
2009-04-07,39.49,,
2009-04-08,40.68,,
2009-04-09,42.29,,
2009-04-13,41.22,,
2009-04-14,40.62,,
2009-04-15,42.07,,
2009-04-16,43.54,,
2009-04-17,43.34,,
2009-04-20,41.82,,
2009-04-21,42.61,,
2009-04-22,43.62,,
2009-04-23,44.14,,
2009-04-24,42.63,,
2009-04-27,42.47,,
2009-04-28,43.48,,
2009-04-29,42.6,,
2009-04-30,43.75,,
2009-05-01,42.43,,
2009-05-04,43.78,,
2009-05-05,42.06,,
2009-05-06,42.27,,
2009-05-07,41.85,,
2009-05-08,41.7,,
2009-05-11,41.27,,
2009-05-12,40.43,,
2009-05-13,39.76,,
2009-05-14,39.93,,
2009-05-15,40.66,,
2009-05-18,41.97,,
2009-05-19,43.38,,
2009-05-20,42.89,,
2009-05-21,42.77,,
2009-05-22,43.0,,
2009-05-26,45.13,,
2009-05-27,44.15,,
2009-05-28,43.42,,
2009-05-29,42.59,,
2009-06-01,43.85,,
2009-06-02,45.15,,
2009-06-03,45.15,,
2009-06-04,44.56,,
2009-06-05,43.78,,
2009-06-08,43.96,,
2009-06-09,44.35,,
2009-06-10,43.5,,
2009-06-11,41.52,,
2009-06-12,41.24,,
2009-06-15,41.49,,
2009-06-16,40.84,,
2009-06-17,42.16,,
2009-06-18,42.58,,
2009-06-19,42.77,,
2009-06-22,42.25,,
2009-06-23,41.86,,
2009-06-24,41.01,,
2009-06-25,42.05,,
2009-06-26,41.77,,
2009-06-29,41.56,,
2009-06-30,41.49,,
2009-07-01,42.09,,
2009-07-02,42.24,,
2009-07-06,42.36,,
2009-07-07,41.75,,
2009-07-08,44.15,,
2009-07-09,44.12,,
2009-07-10,44.18,,
2009-07-13,44.92,,
2009-07-14,44.39,,
2009-07-15,44.92,,
2009-07-16,45.41,,
2009-07-17,45.26,,
2009-07-20,45.61,,
2009-07-21,46.13,,
2009-07-22,46.46,,
2009-07-23,46.6,,
2009-07-24,46.55,,
2009-07-27,46.48,,
2009-07-28,45.89,,
2009-07-29,45.35,,
2009-07-30,47.0,,
2009-07-31,46.23,,
2009-08-03,47.06,,
2009-08-04,45.46,,
2009-08-05,45.13,,
2009-08-06,45.33,,
2009-08-07,46.96,,
2009-08-10,46.06,,
2009-08-11,45.23,,
2009-08-12,45.63,,
2009-08-13,43.27,,
2009-08-14,43.15,,
2009-08-17,43.07,,
2009-08-18,43.1,,
2009-08-19,43.72,,
2009-08-20,43.09,,
2009-08-21,43.18,,
2009-08-24,42.58,,
2009-08-25,43.01,,
2009-08-26,42.72,,
2009-08-27,43.09,,
2009-08-28,43.12,,
2009-08-31,42.3,,
2009-09-01,41.54,,
2009-09-02,41.5,,
2009-09-03,41.62,,
2009-09-04,41.2,,
2009-09-08,41.5,,
2009-09-09,41.55,,
2009-09-10,40.61,,
2009-09-11,39.15,,
2009-09-14,39.67,,
2009-09-15,39.03,,
2009-09-16,38.78,,
2009-09-17,38.71,,
2009-09-18,39.28,,
2009-09-21,40.11,,
2009-09-22,40.32,,
2009-09-23,38.63,,
2009-09-24,38.98,,
2009-09-25,39.17,,
2009-09-28,39.39,,
2009-09-29,39.19,,
2009-09-30,39.28,,
2009-10-01,37.94,,
2009-10-02,37.48,,
2009-10-05,37.65,,
2009-10-06,38.6,,
2009-10-07,38.59,,
2009-10-08,38.38,,
2009-10-09,38.47,,
2009-10-12,38.26,,
2009-10-13,38.14,,
2009-10-14,39.2,,
2009-10-15,39.37,,
2009-10-16,39.65,,
2009-10-19,39.41,,
2009-10-20,38.4,,
2009-10-21,37.46,,
2009-10-22,37.74,,
2009-10-23,36.7,,
2009-10-26,36.61,,
2009-10-27,36.91,,
2009-10-28,36.49,,
2009-10-29,37.25,,
2009-10-30,37.26,,
2009-11-02,36.87,,
2009-11-03,38.54,,
2009-11-04,37.42,,
2009-11-05,37.72,,
2009-11-06,38.04,,
2009-11-09,38.19,,
2009-11-10,39.0,,
2009-11-11,40.28,,
2009-11-12,38.69,,
2009-11-13,39.25,,
2009-11-16,39.6,,
2009-11-17,39.86,,
2009-11-18,40.96,,
2009-11-19,40.12,,
2009-11-20,39.74,,
2009-11-23,39.39,,
2009-11-24,39.16,,
2009-11-25,39.47,,
2009-11-27,39.45,,
2009-11-30,39.3,,
2009-12-01,40.38,,
2009-12-02,40.61,,
2009-12-03,40.35,,
2009-12-04,40.92,,
2009-12-07,40.75,,
2009-12-08,40.44,,
2009-12-09,39.99,,
2009-12-10,39.82,,
2009-12-11,40.37,,
2009-12-14,41.05,,
2009-12-15,40.59,,
2009-12-16,40.72,,
2009-12-17,40.78,,
2009-12-18,40.92,,
2009-12-21,41.58,,
2009-12-22,41.47,,
2009-12-23,41.37,,
2009-12-24,41.38,,
2009-12-28,41.22,,
2009-12-29,40.76,,
2009-12-30,41.01,,
2009-12-31,40.48,,
2010-01-04,40.38,,
2010-01-05,40.14,,
2010-01-06,40.49,,
2010-01-07,40.48,,
2010-01-08,40.64,,
2010-01-11,40.24,,
2010-01-12,39.54,,
2010-01-13,40.09,,
2010-01-14,39.56,,
2010-01-15,39.31,,
2010-01-19,39.5,,
2010-01-20,39.16,,
2010-01-21,39.23,,
2010-01-22,39.74,,
2010-01-25,40.5,,
2010-01-26,40.55,,
2010-01-27,40.59,,
2010-01-28,39.77,,
2010-01-29,39.45,,
2010-02-01,40.49,,
2010-02-02,41.19,,
2010-02-03,41.19,,
2010-02-04,40.93,,
2010-02-05,40.72,,
2010-02-08,40.81,,
2010-02-09,41.57,,
2010-02-10,42.33,,
2010-02-11,42.55,,
2010-02-12,42.81,,
2010-02-16,42.63,,
2010-02-17,42.88,,
2010-02-18,40.15,,
2010-02-19,40.0,,
2010-02-22,40.24,,
2010-02-23,40.22,,
2010-02-24,40.46,,
2010-02-25,40.73,,
2010-02-26,40.8,,
2010-03-01,41.3,,
2010-03-02,41.34,,
2010-03-03,41.49,,
2010-03-04,41.78,,
2010-03-05,42.29,,
2010-03-08,42.1,,
2010-03-09,41.94,,
2010-03-10,42.13,,
2010-03-11,42.38,,
2010-03-12,42.18,,
2010-03-15,42.08,,
2010-03-16,42.3,,
2010-03-17,42.35,,
2010-03-18,42.5,,
2010-03-19,43.26,,
2010-03-22,43.64,,
2010-03-23,43.96,,
2010-03-24,43.39,,
2010-03-25,43.02,,
2010-03-26,42.48,,
2010-03-29,42.19,,
2010-03-30,42.23,,
2010-03-31,41.92,,
2010-04-01,42.36,,
2010-04-05,42.67,,
2010-04-06,42.56,,
2010-04-07,42.1,,
2010-04-08,42.25,,
2010-04-09,42.13,,
2010-04-12,42.41,,
2010-04-13,42.26,,
2010-04-14,45.28,,
2010-04-15,45.38,,
2010-04-16,45.04,,
2010-04-19,44.45,,
2010-04-20,44.46,,
2010-04-21,44.97,,
2010-04-22,45.49,,
2010-04-23,46.11,,
2010-04-26,46.32,,
2010-04-27,45.24,,
2010-04-28,45.53,,
2010-04-29,45.88,,
2010-04-30,45.1,,
2010-05-03,46.32,,
2010-05-04,45.67,,
2010-05-05,45.12,,
2010-05-06,44.2,,
2010-05-07,43.76,,
2010-05-10,45.11,,
2010-05-11,45.41,,
2010-05-12,45.96,,
2010-05-13,45.25,,
2010-05-14,44.9,,
2010-05-17,45.75,,
2010-05-18,45.75,,
2010-05-19,46.09,,
2010-05-20,48.99,,
2010-05-21,49.47,,
2010-05-24,49.55,,
2010-05-25,51.03,,
2010-05-26,50.2,,
2010-05-27,51.33,,
2010-05-28,51.76,,
2010-06-01,50.37,,
2010-06-02,51.35,,
2010-06-03,51.49,,
2010-06-04,50.16,,
2010-06-07,48.6,,
2010-06-08,49.46,,
2010-06-09,49.69,,
2010-06-10,50.23,,
2010-06-11,50.51,,
2010-06-14,50.8,,
