CBRE,dcf,Deviation
35.03,8269129318.799999,-0.999999995763762
35.4,8414207796.880001,-0.9999999957928303
36.04,8656760877.42,-0.99999999583678
37.11,8264595616.360001,-0.9999999955097622
35.38,8321266896.860001,-0.9999999957482436
35.63,8634092365.22,-0.9999999958733358
37.01,8575154233.5,-0.9999999956840426
36.75,8770103438.42,-0.9999999958096275
37.61,8797305653.06,-0.9999999957248275
37.73,9014923370.18,-0.9999999958147177
38.69,8953718387.24,-0.9999999956788902
38.42,8967319494.56,-0.9999999957155535
38.48,8942384131.14,-0.999999995696897
38.37,8955985238.46,-0.9999999957157143
38.43,8554752572.52,-0.9999999955077602
36.66,8294064682.219999,-0.9999999955799718
35.51,8405140392.0,-0.9999999957752044
36.0,8708898455.48,-0.999999995866297
37.34,8688496794.5,-0.9999999957023636
37.25,8631825514.0,-0.9999999956845745
37.0,8636359216.44,-0.9999999957157872
37.02,8647693472.54,-0.9999999957190897
37.07,8475412779.82,-0.9999999956261717
36.31,8443676862.740002,-0.9999999956997407
36.17,8248727657.82,-0.9999999956150813
35.31,7831627033.34,-0.9999999954913583
33.47,7795357413.82,-0.9999999957064188
33.31,7879230908.959999,-0.99999999577243
33.68,7625343572.32,-0.9999999955831499
32.56,7375989938.119999,-0.9999999955856773
31.46,7609475613.780001,-0.999999995865681
32.49,7561871738.16,-0.9999999957034447
32.28,7863362950.42,-0.9999999958948862
33.61,7935902189.459999,-0.9999999957648168
33.93,7872430355.299999,-0.9999999956900222
33.65,7491599350.34,-0.9999999955083022
31.97,7546003779.619999,-0.9999999957633204
32.21,7697882811.360001,-0.9999999958157326
32.88,7842961289.440001,-0.9999999958077059
33.52,8074180113.880001,-0.9999999958484949
34.54,8148986204.139999,-0.999999995761436
34.87,8418741499.32,-0.9999999958580508
36.06,8330334301.740002,-0.9999999956712422
35.67,8416474648.099998,-0.9999999957618835
36.05,8307665789.540001,-0.9999999956606342
35.57,8117250287.059999,-0.9999999956179743
34.73,8040177345.58,-0.9999999956804435
34.39,7981239213.860001,-0.9999999956911453
34.13,7992573469.959999,-0.9999999957297859
34.18,8161795339.619999,-0.9999999958121959
34.03,8327153026.5,-0.9999999959133692
34.75,8292703508.400002,-0.9999999958095692
34.6,8265143893.919998,-0.999999995813745
34.48,8175575146.860001,-0.9999999957825597
34.09,8099786207.040001,-0.999999995791247
33.76,8051556881.700001,-0.9999999958070221
33.55,8134235725.139999,-0.9999999958754576
33.91,8021700632.68,-0.9999999957727168
33.42,8088303034.34,-0.9999999958681073
33.71,8540740038.720001,-0.9999999960530352
35.68,8731360705.54,-0.9999999959135808
36.51,8526960231.48,-0.9999999957182866
35.62,8657868400.259998,-0.9999999958858233
36.19,8448874657.119999,-0.9999999957165893
35.28,8494807347.919998,-0.9999999958468746
35.48,8540740038.720001,-0.9999999958457932
35.68,8503993886.080002,-0.9999999958043243
35.52,8462654464.360001,-0.9999999958027354
35.34,8120455917.900002,-0.9999999956480276
33.85,8074523227.099998,-0.999999995807802
33.65,9163127999.06,-0.9999999963276732
38.39,9034516464.82,-0.999999995750741
37.83,8942651083.22,-0.9999999957697109
37.43,8915091468.740002,-0.9999999958015013
37.31,8977100601.32,-0.9999999958438697
37.58,8979397235.86,-0.9999999958148639
37.59,8853082336.16,-0.9999999957540212
37.04,8949540986.84,-0.9999999958612402
37.46,8882938585.18,-0.9999999957829271
37.17,8639495323.939999,-0.9999999956976654
36.11,8625715516.7,-0.9999999958136806
36.05,8800259741.740002,-0.99999999590353
36.81,8919684737.82,-0.9999999958731726
37.33,9004660215.800001,-0.9999999958543688
37.7,9006956850.34,-0.9999999958143465
37.71,8928871275.98,-0.9999999957766218
37.37,8699207821.98,-0.9999999957042065
36.37,8625715516.7,-0.9999999957835382
36.05,8632605420.32,-0.9999999958239723
36.08,8924278006.900002,-0.9999999959570959
37.35,8894421757.880001,-0.9999999958007388
37.22,8793369838.119999,-0.9999999957672655
36.78,8869158777.939999,-0.9999999958530452
37.11,8779590030.880001,-0.9999999957731511
36.72,8768106858.18,-0.9999999958120949
36.67,8650978496.64,-0.9999999957611732
36.16,8756623685.48,-0.9999999958705545
36.62,8752030416.400002,-0.9999999958158281
36.6,8692317918.36,-0.9999999957893855
36.34,8961024159.539999,-0.9999999959446599
37.51,9020736657.58,-0.999999995841803
37.77,9395088087.6,-0.9999999959798141
39.4,9369825107.66,-0.9999999957950122
39.29,9222840497.1,-0.9999999957399242
38.65,9089635693.78,-0.9999999957479044
38.07,9248103477.039999,-0.9999999958834803
38.76,9018440023.039999,-0.9999999957021392
37.76,8793369838.119999,-0.9999999957058556
36.78,8669351572.96,-0.9999999957574681
36.24,8788776569.04,-0.9999999958765592
36.76,8843895798.0,-0.9999999958434608
37.0,8729064071.0,-0.9999999957612867
36.5,9051024575.58,-0.9999999959673074
37.43,8935971722.58,-0.9999999958113117
36.93,9228205969.2,-0.9999999959981387
38.2,9538848672.3,-0.9999999959953239
39.55,9304140852.18,-0.9999999957492045
38.53,9018809776.74,-0.9999999957278176
37.29,9377774678.1,-0.9999999960235769
38.85,9612482498.22,-0.9999999959583802
39.87,9902415687.78,-0.9999999959737097
41.13,9863297717.76,-0.9999999958299951
40.96,9842588204.22,-0.999999995838493
40.87,9741341693.58,-0.9999999958044794
40.43,9973748456.64,-0.9999999959463586
41.44,9584869813.5,-0.9999999956765193
39.75,9469816960.5,-0.9999999958024531
39.25,9034917176.16,-0.9999999956557433
37.36,9131561572.68,-0.9999999959086954
37.78,8542490965.32,-0.9999999955774024
35.22,8376814857.0,-0.999999995795538
34.5,8583909992.4,-0.9999999959808525
35.4,8473459253.52,-0.9999999958222493
34.92,8323890544.620001,-0.9999999958048463
34.27,8353804286.4,-0.9999999958976774
34.4,7631272369.560001,-0.9999999954922327
31.26,7824561162.6,-0.9999999960048878
32.1,7748626279.619999,-0.9999999958573302
31.77,7518520573.619999,-0.9999999957744347
30.77,7228587384.060001,-0.99999999574329
29.51,7309124381.16,-0.9999999959625807
29.86,7571444886.0,-0.9999999960562349
31.0,6881127768.0,-0.9999999954949245
28.0,6653323119.06,-0.9999999957915767
27.01,7134244044.6,-0.9999999962140348
29.1,6950159479.8,-0.9999999958130458
28.3,6984675335.7,-0.9999999959482727
28.45,7364349750.6,-0.999999996136794
30.1,7573745943.060001,-0.9999999960257447
31.01,7651981883.1,-0.9999999959474551
31.35,7516219516.560001,-0.9999999958290202
30.76,7362048693.540001,-0.9999999958218152
30.09,7046803876.32,-0.9999999957299791
28.72,7090523960.459999,-0.9999999959495236
28.91,6908740452.72,-0.9999999958154456
28.12,7230888441.119999,-0.999999996111128
29.52,7339038122.939999,-0.9999999959776745
29.99,6694742146.14,-0.9999999955203652
27.19,6800590770.9,-0.999999996001818
27.65,6305863503.0,-0.9999999956151921
25.5,5979113400.48,-0.9999999957351536
24.08,6098768367.6,-0.9999999960516618
24.6,6103370481.72,-0.9999999959694401
24.62,6310465617.12,-0.9999999960985446
25.52,6250638133.56,-0.9999999959172169
25.26,6232229677.08,-0.9999999959468759
25.18,6687838974.96,-0.9999999962349572
27.16,6920245738.02,-0.9999999960752839
28.17,6917944680.96,-0.9999999959279813
28.16,7113534531.060001,-0.999999996041349
29.01,7014589077.48,-0.9999999958643336
28.58,6851214026.22,-0.9999999958284765
27.87,6867321425.64,-0.9999999959416491
27.94,7014589077.48,-0.9999999960168728
28.58,6844310855.04,-0.9999999958242691
27.84,6919315723.190001,-0.9999999959764807
28.07,6896215941.49,-0.9999999959296518
27.97,6956275373.91,-0.9999999959791701
28.23,6833846530.9,-0.9999999958690907
27.7,7046364522.54,-0.9999999960688948
28.62,6789956945.67,-0.9999999957849511
27.51,6706797731.549999,-0.9999999958981914
27.15,6660598168.15,-0.9999999959237895
26.95,6455010111.0199995,-0.9999999958249485
26.06,6542789281.4800005,-0.9999999960169893
26.44,6353371071.54,-0.9999999958384298
25.62,6189362621.47,-0.99999999586064
24.91,6242492119.38,-0.9999999960096065
25.14,6057693865.78,-0.9999999958499058
24.34,5932955044.6,-0.9999999958974912
23.8,6057693865.78,-0.9999999960711121
24.34,6323341355.33,-0.9999999961507693
25.49,6256351988.4,-0.9999999959257407
25.2,6157022927.09,-0.9999999959071129
24.77,6408810547.62,-0.9999999961350082
25.86,6612088626.58,-0.9999999960889816
26.74,6099273472.84,-0.9999999956158713
24.52,6066933778.46,-0.9999999959584197
24.38,5780496485.38,-0.9999999957823692
23.14,5614178057.14,-0.9999999958782925
22.42,5306950960.53,-0.9999999957753519
21.09,5475579366.940001,-0.9999999961483528
21.82,5170662248.5,-0.9999999957800376
20.5,5233031659.09,-0.9999999960825767
20.77,5085193056.21,-0.9999999959155926
20.13,5092122990.72,-0.9999999960468354
20.16,5048233405.49,-0.9999999960065238
19.97,4911944693.46,-0.9999999959344005
19.38,4888844911.76,-0.9999999960358734
19.28,4960454235.03,-0.9999999961132592
19.59,4766416068.75,-0.9999999958899937
18.75,4697116723.65,-0.9999999960081895
18.45,4680946876.459999,-0.9999999960584898
18.38,5008963776.6,-0.9999999963305783
19.8,5066713230.85,-0.9999999960921412
20.05,5313880895.04,-0.9999999962268631
21.12,6046143974.929999,-0.9999999965068646
24.29,5808216223.42,-0.9999999958179931
23.26,5921405153.75,-0.9999999960718783
23.75,5886755481.200001,-0.9999999959655196
23.6,5563358537.4,-0.9999999957579581
22.2,5741226856.49,-0.9999999961332307
22.97,5923715131.92,-0.9999999961223659
23.76,5953744848.13,-0.9999999960092344
23.89,6064623800.29,-0.9999999960607614
24.37,5796666332.570001,-0.9999999957958594
23.21,5794356354.4,-0.9999999959943783
23.2,5748156791.0,-0.9999999959639236
23.0,5438619716.22,-0.9999999957709858
21.66,5433999759.88,-0.9999999960139858
21.64,5413209956.35,-0.999999996002372
21.55,5586458319.1,-0.9999999961424576
22.3,5420139890.86,-0.9999999958857151
21.58,5565668515.570001,-0.9999999961226581
22.21,5664997576.88,-0.9999999960794335
22.64,5459409519.75,-0.9999999958530313
21.75,5376250305.63,-0.9999999959544295
21.39,5369320371.12,-0.9999999960162556
21.36,5413209956.35,-0.9999999960540973
21.55,5227706359.12,-0.9999999958777332
21.38,5115752764.36,-0.9999999958207519
20.89,4775322445.599999,-0.9999999956254263
19.4,4631382109.48,-0.9999999958111856
18.77,4546845721.6,-0.9999999958718635
18.4,4393766316.52,-0.9999999958122489
17.73,4343501437.24,-0.9999999959180398
17.51,4434892126.84,-0.9999999960517642
17.91,4425753057.88,-0.9999999959532311
17.87,4274958420.04,-0.9999999958198423
17.21,4293236557.96,-0.9999999959913692
17.29,4028203558.12,-0.9999999957077641
16.13,4099031342.5600004,-0.999999996064924
16.44,4197276333.88,-0.9999999960831742
16.87,4523998049.200001,-0.9999999962709976
18.3,4537706652.639999,-0.9999999959671259
18.36,4469163635.44,-0.9999999958918487
18.06,4571978161.24,-0.9999999960498499
18.51,4528567583.68,-0.9999999959126148
18.32,4558269557.799999,-0.9999999959809309
18.45,4768468143.88,-0.9999999961308329
19.37,4903269411.04,-0.9999999960495746
19.96,4706779428.400001,-0.9999999957593084
19.1,4398335851.0,-0.9999999956574485
17.75,4487441773.360001,-0.999999996044517
18.14,4645090712.92,-0.9999999960948017
18.83,4448600730.28,-0.9999999957672083
17.97,4601680135.360001,-0.9999999960949045
18.64,4743335704.240001,-0.999999996070276
19.26,4843865462.8,-0.9999999960238367
19.7,4821017790.400001,-0.9999999959137259
19.6,4779891980.08,-0.999999995899489
19.42,4987805798.92,-0.9999999961065044
20.33,5058633583.36,-0.9999999959811282
20.64,4992375333.400001,-0.9999999958656954
20.35,5143169971.240001,-0.9999999960432963
21.01,5353368557.32,-0.9999999960753683
21.93,5314527514.240001,-0.9999999958735748
21.76,5360222859.04,-0.9999999959404673
21.96,5261977867.72,-0.9999999958266643
21.53,4926117083.44,-0.9999999956294178
20.06,4921547548.96,-0.9999999959240463
20.04,4786746281.8,-0.9999999958134401
19.45,4681646988.759999,-0.9999999958454792
18.99,4546845721.6,-0.9999999958234783
18.4,4565123859.52,-0.9999999959694412
18.48,4384627247.56,-0.9999999957852745
17.69,4729627100.8,-0.9999999962597474
19.2,4615388738.799999,-0.9999999958400038
18.7,4768468143.88,-0.9999999960784052
19.37,4539991419.88,-0.9999999957334721
18.37,4482872238.88,-0.9999999959021808
18.12,4912408480.0,-0.9999999963113817
20.0,4594825833.639999,-0.9999999956472779
18.61,4777607212.84,-0.9999999961047447
19.41,5378500996.96,-0.9999999963911878
22.04,5325951350.44,-0.9999999958617722
21.81,5211712988.44,-0.9999999958151955
21.31,5154593807.44,-0.9999999958658237
21.06,5131746135.04,-0.9999999958961338
20.96,5287110307.36,-0.9999999960356416
21.64,4870965547.0,-0.999999995557349
22.44,4862841120.0,-0.9999999953854137
22.4,4779565743.25,-0.9999999953133818
21.99,4716601434.0,-0.9999999953377448
21.68,4751130248.75,-0.9999999954368752
21.85,4651606018.0,-0.9999999953026977
21.36,4548019573.75,-0.9999999953034503
20.85,4422090955.25,-0.9999999952850359
20.23,4446464236.25,-0.9999999954503176
20.35,4322566724.5,-0.999999995292149
19.74,4334753365.0,-0.9999999954461077
19.8,4600828349.25,-0.9999999956964272
21.11,4610983883.0,-0.9999999954218014
21.16,4631294950.5,-0.9999999954310835
21.26,4954240923.75,-0.9999999957087271
22.85,4787690170.25,-0.9999999952273436
22.03,4801907917.5,-0.9999999954122403
22.1,5070014008.5,-0.9999999956410377
23.42,5141102744.75,-0.9999999954445571
23.77,5102511716.5,-0.99999999534151
23.58,4893307721.25,-0.9999999951811737
22.55,5009080806.0,-0.9999999954981761
23.12,5037516300.5,-0.9999999954104367
23.26,5112667250.25,-0.9999999954505155
23.63,4988769738.5,-0.9999999952633613
23.02,5009080806.0,-0.9999999954043465
23.12,4870965547.0,-0.9999999952535078
22.44,4840498945.75,-0.9999999953641142
22.29,4812063451.25,-0.9999999953678915
22.15,4883152187.5,-0.9999999954639955
22.5,4810032344.5,-0.9999999953222768
22.14,4850654479.5,-0.9999999954356674
22.34,5086262862.5,-0.9999999956077772
23.5,5043609620.75,-0.9999999953406385
23.29,5189849306.75,-0.9999999955123938
24.01,5027360766.75,-0.9999999952241343
23.21,4775503529.75,-0.9999999951397796
21.97,4730819181.25,-0.9999999953559839
21.75,4675979299.0,-0.999999995348568
21.48,4714570327.25,-0.9999999954439114
21.67,4868934440.25,-0.9999999955493342
22.43,4903463255.0,-0.9999999954256821
22.6,4875027760.5,-0.999999995364129
22.46,4781596850.0,-0.9999999953028245
22.0,4779565743.25,-0.9999999953970714
21.99,4730819181.25,-0.9999999953517564
21.75,4826281198.5,-0.9999999954934247
22.22,4641450484.25,-0.9999999952127034
21.31,4495210798.25,-0.9999999952593992
20.59,4590672815.5,-0.9999999955148187
21.06,4485055264.5,-0.9999999953044056
20.54,4592703922.25,-0.999999995527689
21.07,4647543804.5,-0.9999999954664225
21.34,4667854872.0,-0.9999999954283069
21.44,4564268427.75,-0.9999999953026426
20.93,4422090955.25,-0.9999999952669449
20.23,4594735029.0,-0.9999999955971346
21.08,4501304118.5,-0.9999999953169127
20.62,4430215382.25,-0.9999999953455988
20.27,4515521865.75,-0.9999999955110394
20.69,4637388270.75,-0.999999995538437
21.29,4420059848.5,-0.9999999951833232
20.22,4332722258.25,-0.9999999953331881
19.79,4212886960.0,-0.9999999953025087
19.2,4155393982.0599995,-0.9999999953794995
19.21,3976513666.379999,-0.9999999951691352
18.33,4004971898.42,-0.9999999954231888
18.47,4013102821.8600006,-0.9999999953975762
18.51,4250932332.4799995,-0.9999999956456611
19.68,3901302624.5599995,-0.999999994955531
17.96,3982611858.96,-0.9999999954903966
18.36,3901302624.5599995,-0.9999999952938796
17.96,3783404234.6800003,-0.9999999952529524
17.38,3850484353.0599995,-0.9999999954862822
17.71,4011070091.0,-0.9999999955847194
18.5,4214343177.0,-0.9999999956102293
19.5,4173688559.8,-0.9999999953278738
19.3,4104575710.5599995,-0.9999999952979306
18.96,4332241566.879999,-0.9999999956235127
20.08,4309881527.42,-0.9999999953409392
19.97,3958219088.6399994,-0.9999999949548017
18.24,3962284550.3600006,-0.9999999953965951
18.26,3791535158.120001,-0.9999999951840088
17.42,4041561053.8999996,-0.9999999956897843
18.65,3102439396.58,-0.9999999939886014
14.03,3106504858.3,-0.9999999954836704
14.05,2984541006.7,-0.9999999952924085
13.45,2984541006.7,-0.9999999954934444
13.45,3163421322.38,-0.9999999957482743
14.33,3173584976.6800003,-0.9999999954846017
14.38,3324007060.3199997,-0.9999999956738961
15.12,3502887376.0,-0.9999999956835609
16.0,3421578141.6000004,-0.9999999953237952
15.6,3319941598.6000004,-0.9999999953011222
15.1,3263025134.5200005,-0.9999999953723924
14.82,3293516097.42,-0.9999999955002498
14.97,3311810675.16,-0.9999999954798141
15.06,3204075939.58,-0.9999999952997368
14.53,3039424739.92,-0.9999999952194901
13.72,2988606468.42,-0.9999999954092317
13.47,2929657273.4799995,-0.9999999954021925
13.18,3017064700.46,-0.9999999956315156
13.61,2844282577.3600006,-0.9999999952149621
12.76,2901199041.4400005,-0.9999999956018185
13.04,2889002656.2800007,-0.9999999954863316
12.98,2925591811.76,-0.9999999955632909
13.16,2907297234.0200005,-0.9999999954734591
13.07,2952017312.9400005,-0.9999999955725192
13.29,2960148236.38,-0.99999999551036
13.33,2832086192.2,-0.9999999952932224
12.7,2954050043.8,-0.9999999957008175
13.3,3065850241.1000004,-0.9999999956618886
13.85,2878839001.9799995,-0.9999999951890328
12.93,2996737391.8600006,-0.9999999956853076
13.51,3153257668.08,-0.999999995715542
14.28,3226435979.04,-0.9999999955740637
14.64,2994704661.0,-0.999999995111371
13.5,3086177549.7,-0.9999999956256568
13.95,2913395426.6000004,-0.9999999952117725
13.1,3033326547.34,-0.999999995681309
13.69,3248796018.5,-0.9999999957861313
14.75,2895100848.8600006,-0.9999999949051861
13.01,2876806271.12,-0.9999999954776239
12.92,2893068118.0,-0.9999999955341529
13.0,2996737391.8600006,-0.9999999956619489
13.51,3071948433.6800003,-0.9999999956021397
13.88,2590191219.8600006,-0.9999999946413223
11.51,2968279159.8199997,-0.9999999961223324
13.37,3039006052.8099995,-0.9999999956005352
12.97,2577265641.1,-0.9999999949675347
10.7,2323003299.85,-0.9999999953938937
9.45,2074843254.79,-0.999999995445439
8.23,1985342910.67,-0.9999999958546204
7.79,2164343598.91,-0.9999999964007563
8.67,1875501579.25,-0.9999999953772366
7.25,2282321325.25,-0.9999999968234096
9.25,2231468857.0,-0.9999999958547483
9.0,2021956687.81,-0.9999999955488661
7.97,1743285161.8000002,-0.999999995428172
6.6,1751421556.7200003,-0.9999999962316325
6.64,1686330397.3600001,-0.999999996062456
6.32,1822615012.27,-0.9999999965324547
6.99,1686330397.3600001,-0.9999999958549048
6.32,1497159215.4700003,-0.999999995778672
5.39,1324260823.42,-0.9999999959298048
4.54,1301885737.3899999,-0.9999999965127508
4.43,1344601810.7199998,-0.9999999967053443
4.64,1592761855.7799997,-0.9999999970868212
5.86,1649716620.2200003,-0.9999999964478747
6.14,1724978273.23,-0.9999999964405348
6.51,1826683209.73,-0.9999999964361637
7.01,1928388146.23,-0.9999999963648397
7.51,1859228789.4099998,-0.9999999959606908
7.17,1680228101.17,-0.9999999957327222
6.29,1554113979.9099998,-0.9999999959526779
5.67,1844990098.3000002,-0.9999999969268127
7.1,1639546126.5699997,-0.9999999956695332
6.09,1352738205.6399999,-0.9999999954980202
4.68,1167635221.21,-0.9999999959918989
3.77,1497159215.4700003,-0.9999999974818977
5.39,1385283785.3199997,-0.9999999961091005
4.84,1326294922.15,-0.9999999963507362
4.55,1301885737.3899999,-0.9999999965050697
4.43,1220521788.19,-0.9999999963704048
4.03,1104578160.58,-0.9999999963515483
3.46,1110680456.77,-0.9999999968847926
3.49,1430033957.38,-0.9999999975594985
5.06,1314090329.77,-0.9999999961494276
4.49,1427999858.65,-0.999999996855742
5.05,1328329020.88,-0.9999999961982311
4.56,1055759791.06,-0.9999999956808358
3.22,1092373568.1999998,-0.9999999970522905
3.4,1187976208.5100002,-0.9999999971379898
3.87,1143226036.4499998,-0.9999999966148426
3.65,1236794578.0300002,-0.9999999970488228
4.11,1358840501.83,-0.9999999969753625
4.71,1244930972.9499998,-0.9999999962166577
4.15,1228658183.1100001,-0.9999999966223315
4.07,1086271272.0100002,-0.9999999962532379
3.37,1230692281.8400002,-0.9999999972617037
4.08,1133055542.8000002,-0.9999999963991174
3.6,1236794578.0300002,-0.9999999970892498
4.11,1295783441.1999998,-0.9999999968281736
4.4,1204248998.35,-0.9999999963462706
3.95,1206283097.08,-0.9999999967254785
3.96,1206283097.08,-0.9999999967171885
3.96,1206283097.08,-0.9999999967171885
3.96,1206283097.08,-0.9999999967171885
3.96,1222555886.92,-0.9999999967608842
4.04,1181873912.3199997,-0.9999999965816997
3.84,1173737517.4,-0.9999999967283997
3.8,1279510651.3600001,-0.9999999970301146
4.32,1102037863.3600001,-0.9999999960799895
4.48,1074667789.1999998,-0.9999999958312699
4.35,1211518160.0,-0.9999999964094637
5.0,1198885818.08,-0.9999999958294611
4.94,1243099014.8000002,-0.9999999960260607
5.15,1163094182.6399999,-0.9999999955721557
4.77,1045192324.7200003,-0.9999999954362466
4.21,1110459424.6399999,-0.9999999962087763
4.52,1015716860.2399998,-0.9999999955499409
4.07,1003084518.3199997,-0.9999999959425154
4.01,1055719276.3199997,-0.9999999962016418
4.26,895709612.0,-0.9999999952439943
3.5,954660540.96,-0.9999999963337753
3.78,939922808.7200003,-0.9999999959783932
3.71,963082102.2399998,-0.9999999961477843
3.82,973609053.8400002,-0.999999996076454
3.87,986241395.7600002,-0.9999999960760114
3.93,1102037863.3600001,-0.9999999964338794
4.48,963082102.2399998,-0.9999999953482678
3.82,916763515.1999998,-0.9999999958331676
3.6,897815002.3199997,-0.9999999959902652
3.51,904131173.2799997,-0.99999999611782
3.54,990452176.4000001,-0.9999999964258749
3.95,982030615.1199999,-0.9999999959777222
3.91,1076773179.52,-0.9999999963687802
4.36,1078878569.8400002,-0.9999999959587667
4.37,952555150.6399999,-0.9999999954123391
3.77,1045192324.7200003,-0.9999999963930083
4.21,1011506079.5999999,-0.9999999958378896
4.05,950449760.3199997,-0.9999999957388594
3.76,880971879.7600002,-0.9999999957319864
3.43,912552734.56,-0.9999999962413131
3.58,845180244.3199997,-0.9999999957642172
3.26,859917976.56,-0.9999999962089408
3.33,828337121.7600002,-0.9999999959798976
3.18,889393441.04,-0.9999999964245295
3.47,840969463.6800003,-0.9999999958738097
3.24,800967047.5999999,-0.9999999959548898
3.05,767280802.48,-0.9999999960249234
2.89,691486750.96,-0.9999999958205996
2.53,718856825.1199999,-0.9999999964805231
2.66,744121508.96,-0.999999996425315
2.78,699908312.2399998,-0.9999999960280511
2.57,689381360.6399999,-0.9999999962720199
2.52,729383776.7200003,-0.9999999965450287
2.71,872550318.48,-0.999999996894162
3.39,788334705.6800003,-0.999999995699796
2.99,849391024.96,-0.999999996479831
3.28,803072437.9200001,-0.999999995915686
3.06,708329873.52,-0.9999999956799789
2.61,744121508.96,-0.9999999964925084
2.78,800967047.5999999,-0.9999999965291956
3.05,727278386.4000001,-0.9999999958062826
2.7,655695115.52,-0.9999999958822325
2.36,779913144.4000001,-0.999999996974022
2.95,790440096.0,-0.9999999962679019
3.0,1194675037.44,-0.9999999974888569
4.92,1213623550.3199997,-0.9999999959460246
5.01,1053613886.0,-0.9999999952449374
4.25,952555150.6399999,-0.9999999955383161
3.77,1007295298.96,-0.9999999962573041
4.03,1263513737.6800003,-0.9999999968104818
3.99,1404574889.12,-0.9999999971592828
4.66,1480368940.6399999,-0.999999996852136
5.02,1438261134.2399998,-0.9999999965096742
4.82,1345623960.1599998,-0.9999999964180186
4.38,1385626376.2399998,-0.9999999968389747
4.57,1541425259.92,-0.9999999970352115
5.31,1644589385.6,-0.9999999967712305
5.8,1503528234.1599998,-0.999999996142407
5.13,1581427676.0,-0.9999999967560957
5.5,1623535482.4,-0.9999999966123315
5.7,1680381021.04,-0.9999999966079122
5.97,1505633624.48,-0.999999996034892
5.14,1642483995.2799997,-0.9999999968705936
5.79,1667748679.12,-0.9999999965282539
5.91,1733015779.04,-0.9999999965897598
6.22,1924606298.1599998,-0.9999999967681702
7.13,1770912804.8000002,-0.9999999959738277
6.4,1737226559.6800003,-0.999999996315967
6.24,1806704440.2399998,-0.9999999965461976
6.57,2002505740.0,-0.9999999967191106
7.5,2090932133.44,-0.999999996413083
7.92,2326735849.2799997,-0.9999999965960897
9.04,2335157410.56,-0.9999999961287407
9.08,2429899974.96,-0.9999999962632207
9.53,2196201649.44,-0.9999999956606899
8.42,2396213729.84,-0.9999999964861231
9.37,2187780088.16,-0.9999999957171198
8.38,2097248304.4,-0.9999999960042881
7.95,1897236224.0,-0.9999999958096941
7.0,1987768007.7600002,-0.9999999964784623
7.43,1911973956.2399998,-0.9999999961139638
7.07,2093037523.7600002,-0.9999999966221341
7.93,2086721352.8000002,-0.9999999961997801
7.9,1964608714.2399998,-0.999999995978843
7.32,1880393101.44,-0.9999999961071969
6.92,1848812246.6399999,-0.9999999962570564
6.77,1958292543.2799997,-0.9999999965429067
7.29,1844601466.0,-0.9999999960479268
6.75,1846706856.3199997,-0.9999999963448449
6.76,1960397933.6,-0.9999999965517204
7.3,2194096259.12,-0.9999999966728899
8.41,2200412430.08,-0.9999999961779892
8.44,2067772839.92,-0.9999999959183138
7.81,2168831575.2799997,-0.9999999963989827
8.29,2116196817.2799997,-0.999999996082595
8.04,2090932133.44,-0.9999999961548249
7.92,2137250720.48,-0.9999999962943047
8.14,2370949046.0,-0.9999999965667756
9.25,2328841239.6000004,-0.9999999960280676
9.05,2488850903.92,-0.9999999963637838
9.81,2314103507.36,-0.9999999957607774
8.98,2269890310.64,-0.9999999960438617
8.77,2200412430.08,-0.9999999960143835
8.44,2219360942.96,-0.9999999961971034
8.53,2244625626.8,-0.9999999961998117
8.65,2036191985.12,-0.999999995751874
7.66,2263574139.6800003,-0.9999999966159713
8.74,2221466333.2799997,-0.9999999960656617
8.54,2345684362.16,-0.9999999963592715
9.13,2396213729.84,-0.9999999961898224
9.37,2410951462.08,-0.9999999961135676
9.44,2394108339.52,-0.9999999960569871
9.36,2665713278.83,-0.9999999964887446
8.93,2557534192.12,-0.9999999965083556
8.52,2560172706.4300003,-0.9999999966720995
8.53,2407138876.45,-0.9999999964563739
7.95,2512679448.8500004,-0.9999999968360469
8.35,2444078076.79,-0.9999999965835789
8.09,2444078076.79,-0.9999999966899584
8.09,2515317963.16,-0.9999999967837069
8.36,2573365277.9799995,-0.9999999967513357
8.58,2742230193.8199997,-0.9999999968711598
9.22,2765976822.6100006,-0.9999999966666387
9.31,2763338308.3,-0.9999999966308867
9.3,2866240366.3899994,-0.9999999967553315
9.69,2850409280.5300007,-0.9999999966004882
9.63,2816108594.5,-0.9999999965803875
9.5,2889986995.1800003,-0.9999999967127879
9.78,2911095109.66,-0.9999999966404396
9.86,3072044482.5699997,-0.9999999967904111
10.47,3058851911.0200005,-0.9999999965771471
10.42,2929564709.83,-0.9999999964431576
9.93,3066767453.95,-0.999999996762063
10.45,3185500597.8999996,-0.9999999967195109
10.9,3298956713.2299995,-0.9999999966959251
11.33,3333257399.26,-0.9999999966009225
11.46,3488929743.55,-0.9999999967153251
12.05,3314787799.09,-0.9999999963647749
11.39,3478375686.3099995,-0.9999999967254831
12.01,3343811456.5,-0.9999999964082903
11.5,3219801283.9300003,-0.999999996428351
11.03,3275210084.4400005,-0.9999999966322771
11.24,3327980370.6399994,-0.9999999966225762
11.44,3251463455.6499996,-0.9999999964815843
11.15,3114260711.5300007,-0.9999999964196961
10.63,3262017512.8899994,-0.9999999967412805
11.19,3267294541.51,-0.999999996575148
11.21,3481014200.62,-0.9999999967796741
