date,VZ,dcf,Deviation
2009-01-28,29.0,31.783485433485435,-0.08757646921104811
2009-01-29,28.35,31.443485433485435,-0.0983823959347413
2009-01-30,28.01,32.123485433485435,-0.12805227633230443
2009-02-02,28.69,33.03348543348543,-0.13148734916971616
2009-02-03,29.6,32.14348543348543,-0.0791291112082001
2009-02-04,28.71,32.68348543348544,-0.1215747152050819
2009-02-05,29.25,33.18348543348544,-0.11853744060038252
2009-02-06,29.75,32.873485433485435,-0.09501534115709576
2009-02-09,29.44,31.573485433485434,-0.06757205940978417
2009-02-10,28.14,31.553485433485434,-0.1081809310949512
2009-02-11,28.12,31.443485433485435,-0.10569710665555287
2009-02-12,28.01,31.153485433485432,-0.10090316989400627
2009-02-13,27.72,29.933485433485433,-0.07394679909240687
2009-02-17,26.5,29.76348543348543,-0.10964728713572791
2009-02-18,26.33,29.683485433485433,-0.11297478663682892
2009-02-19,26.25,30.453485433485433,-0.13802969918390517
2009-02-20,27.02,29.553485433485434,-0.08572543631739904
2009-02-23,26.12,30.233485433485434,-0.13605726810874064
2009-02-24,26.8,30.213485433485435,-0.11297886968387594
2009-02-25,26.78,30.143485433485434,-0.11158249900819517
2009-02-26,26.71,30.193485433485435,-0.11537208717288894
2009-02-27,26.76,29.243485433485432,-0.08492439928660833
2009-03-02,25.81,29.043485433485433,-0.11133255479583093
2009-03-03,25.61,29.833485433485432,-0.14156862237574652
2009-03-04,26.4,29.613485433485433,-0.10851425917773894
2009-03-05,26.18,29.023485433485433,-0.09797188004872781
2009-03-06,25.59,27.983485433485434,-0.08553206994799001
2009-03-09,24.55,29.333485433485432,-0.16307252148170837
2009-03-10,25.9,29.173485433485432,-0.11220755370313462
2009-03-11,25.74,29.823485433485434,-0.1369218042134186
2009-03-12,26.39,30.073485433485434,-0.12248282433482227
2009-03-13,26.64,30.213485433485435,-0.11827451822307666
2009-03-16,26.78,31.413485433485434,-0.14749988323633567
2009-03-17,27.98,32.293485433485436,-0.1335713805922213
2009-03-18,28.86,31.803485433485434,-0.09255229083747785
2009-03-19,28.37,31.203485433485433,-0.09080669656360663
2009-03-20,27.77,32.57348543348543,-0.14746611759721184
2009-03-23,29.14,32.043485433485436,-0.09061078700419067
2009-03-24,28.61,31.713485433485435,-0.09786011821357699
2009-03-25,28.28,32.07348543348543,-0.11827481117861127
2009-03-26,28.64,32.153485433485436,-0.10927230395453191
2009-03-27,28.72,31.773485433485433,-0.09610168326913948
2009-03-30,28.34,31.753485433485434,-0.10749955121102284
2009-03-31,28.32,30.680563181978176,-0.07694002121071808
2009-04-01,29.28,31.840563181978176,-0.08041827549794911
2009-04-02,30.44,32.15056318197818,-0.05320476572357602
2009-04-03,30.75,32.380563181978175,-0.050356232929441025
2009-04-06,30.98,31.15056318197818,-0.005475444568426191
2009-04-07,29.75,31.110563181978176,-0.04373315822088131
2009-04-08,29.71,31.510563181978178,-0.05714157413117804
2009-04-09,30.11,31.170563181978178,-0.03402451138872464
2009-04-13,29.77,30.760563181978178,-0.03220237471329923
2009-04-14,29.36,31.120563181978177,-0.056572343234383204
2009-04-15,29.72,31.160563181978176,-0.04623033202465776
2009-04-16,29.76,31.210563181978177,-0.04647667437208469
2009-04-17,29.81,30.410563181978176,-0.019748505753884982
2009-04-20,29.01,30.510563181978178,-0.04918175954433124
2009-04-21,29.11,30.390563181978177,-0.04213686907709435
2009-04-22,28.99,30.470563181978175,-0.04858995132895527
2009-04-23,29.07,30.470563181978175,-0.045964466544764715
2009-04-24,29.07,30.040563181978175,-0.03230842165304115
2009-04-27,28.64,30.440563181978177,-0.05915012712524881
2009-04-28,29.04,29.920563181978178,-0.029430033673582767
2009-04-29,28.52,29.860563181978176,-0.04489410242561165
2009-04-30,28.46,30.050563181978177,-0.05292956316146724
2009-05-01,28.65,30.510563181978178,-0.06098095177335716
2009-05-04,29.11,30.130563181978175,-0.033871360977036136
2009-05-05,28.73,30.250563181978176,-0.05026561564592802
2009-05-06,28.85,29.410563181978176,-0.019059926819819273
2009-05-07,28.01,29.40056318197818,-0.047297161396913534
2009-05-08,28.0,29.370563181978177,-0.04666451826225648
2009-05-11,27.97,29.910563181978176,-0.0648788580198788
2009-05-12,28.51,29.300563181978177,-0.026981159954782896
2009-05-13,27.9,29.520563181978176,-0.054896079454456514
2009-05-14,28.12,29.170563181978178,-0.03601449774638643
2009-05-15,27.77,29.260563181978178,-0.050941028465789295
2009-05-18,27.86,29.210563181978177,-0.04623543796688678
2009-05-19,27.81,29.380563181978175,-0.05345585692998389
2009-05-20,27.98,28.750563181978176,-0.02680167261771038
2009-05-21,27.35,28.420563181978178,-0.03766861251563913
2009-05-22,27.02,29.190563181978177,-0.07435838659386507
2009-05-26,27.79,28.550563181978177,-0.026639165649042784
2009-05-27,27.15,28.850563181978178,-0.05894384699708233
2009-05-28,27.45,28.840563181978176,-0.04821553494652664
2009-05-29,27.44,28.830563181978178,-0.04823225870410364
2009-06-01,27.43,29.130563181978175,-0.05837728475604076
2009-06-02,27.73,29.15056318197818,-0.04873192922929237
2009-06-03,27.75,29.130563181978175,-0.04739225854830953
2009-06-04,27.73,28.830563181978178,-0.03817348884346916
2009-06-05,27.43,28.860563181978176,-0.04956809653913763
2009-06-08,27.46,28.990563181978178,-0.05279522071960452
2009-06-09,27.59,29.100563181978178,-0.051908383096642696
2009-06-10,27.7,29.300563181978177,-0.054625679787705606
2009-06-11,27.9,29.460563181978177,-0.05297126101556737
2009-06-12,28.06,29.280563181978177,-0.041685099237757095
2009-06-15,27.88,29.110563181978176,-0.04227204998699563
2009-06-16,27.71,29.330563181978178,-0.05525168991551832
2009-06-17,27.93,29.620563181978177,-0.05707397160519734
2009-06-18,28.22,29.220563181978175,-0.03424174872150565
2009-06-19,27.82,29.56056318197818,-0.05888125917165632
2009-06-22,28.16,30.020563181978176,-0.06197629174042618
2009-06-23,28.62,30.290563181978175,-0.05515127506682016
2009-06-24,28.89,30.56056318197818,-0.054664018199878095
2009-06-25,29.16,30.470563181978175,-0.043010796162550324
2009-06-26,29.07,30.81056318197818,-0.05649241695771001
2009-06-29,29.41,30.220563181978175,-0.026821577648875494
2009-06-30,28.82,29.198630763815558,-0.012967415043474428
2009-07-01,28.91,28.598630763815557,0.010887557476297216
2009-07-02,28.31,28.758630763815557,-0.015599865219592779
2009-07-06,28.47,28.08863076381556,0.013577352324191327
2009-07-07,27.8,27.15863076381556,0.023615669057917454
2009-07-08,26.87,27.148630763815557,-0.010263160828977158
2009-07-09,26.86,27.128630763815558,-0.009902112869399238
2009-07-10,26.84,27.538630763815558,-0.025369117651757978
2009-07-13,27.25,27.438630763815556,-0.006874642012542065
2009-07-14,27.15,27.808630763815557,-0.023684401055537263
2009-07-15,27.52,27.95863076381556,-0.015688563847098047
2009-07-16,27.67,28.038630763815558,-0.01314724555991098
2009-07-17,27.75,28.20863076381556,-0.01625852625232227
2009-07-20,27.92,28.72863076381556,-0.02814720863181719
2009-07-21,28.44,28.54863076381556,-0.003805112921676179
2009-07-22,28.26,29.618630763815556,-0.045870816063359854
2009-07-23,29.33,29.828630763815557,-0.016716515342716898
2009-07-24,29.54,29.358630763815558,0.006177714405127377
2009-07-27,29.07,29.738630763815557,-0.022483575963057167
2009-07-28,29.45,30.278630763815556,-0.027366850577860702
2009-07-29,29.99,30.58863076381556,-0.0195703681030307
2009-07-30,30.3,30.368630763815556,-0.0022599228904758295
2009-07-31,30.08,30.328630763815557,-0.008197889504203859
2009-08-03,30.04,30.168630763815557,-0.004263725616935776
2009-08-04,29.88,29.618630763815556,0.008824487474409226
2009-08-05,29.33,29.328630763815557,4.668599074619806e-05
2009-08-06,29.04,29.438630763815556,-0.013541076927583662
2009-08-07,29.15,29.288630763815558,-0.0047332620269442405
2009-08-10,29.0,28.988630763815557,0.0003921963847508536
2009-08-11,28.7,29.558630763815557,-0.029048394381875675
2009-08-12,29.27,29.398630763815557,-0.004375399822153625
2009-08-13,29.11,29.438630763815556,-0.011163248944971116
2009-08-14,29.15,28.628630763815558,0.018211462521058097
2009-08-17,28.34,28.688630763815556,-0.012152227364412127
2009-08-18,28.4,28.828630763815557,-0.014868231770256535
2009-08-19,28.54,29.08863076381556,-0.018860659625753895
2009-08-20,28.8,29.70863076381556,-0.030584740543554423
2009-08-21,29.42,29.74863076381556,-0.011046920660808479
2009-08-24,29.46,29.65863076381556,-0.00669723310551118
2009-08-25,29.37,29.808630763815557,-0.014714891377969885
2009-08-26,29.52,29.40863076381556,0.0037869575458600035
2009-08-27,29.12,29.378630763815558,-0.008803363434285782
2009-08-28,29.09,29.398630763815557,-0.010498133953756317
2009-08-31,29.11,28.76863076381556,0.011866023064740494
2009-09-01,28.48,28.558630763815557,-0.0027533100051555515
2009-09-02,28.27,28.648630763815557,-0.013216365100903293
2009-09-03,28.36,28.988630763815557,-0.021685424500981654
2009-09-04,28.7,29.31863076381556,-0.021100261086512306
2009-09-08,29.03,29.258630763815557,-0.00781413066322656
2009-09-09,28.97,29.688630763815556,-0.02420558797515926
2009-09-10,29.4,29.608630763815558,-0.007046282061463183
2009-09-11,29.32,29.42863076381556,-0.0036913291918809765
2009-09-14,29.14,29.358630763815558,-0.007446899195483581
2009-09-15,29.07,28.808630763815557,0.00907260182989078
2009-09-16,28.52,27.968630763815558,0.019713844443818074
2009-09-17,27.68,28.038630763815558,-0.012790594763221419
2009-09-18,27.75,27.948630763815558,-0.007106994453292548
2009-09-21,27.66,27.968630763815558,-0.011034889995932495
2009-09-22,27.68,28.308630763815557,-0.022206328842265366
2009-09-23,28.02,28.56863076381556,-0.019203957247767134
2009-09-24,28.28,28.368630763815556,-0.0031242524376116076
2009-09-25,28.08,28.74863076381556,-0.02325782988792402
2009-09-28,28.46,28.578630763815557,-0.0041510303553716765
2009-09-29,28.29,28.67863076381556,-0.013551231473223013
2009-09-30,28.39,28.57801830341429,-0.006579123206448045
2009-10-01,28.15,28.458018303414292,-0.010823603391151737
2009-10-02,28.03,28.528018303414292,-0.01745716432587563
2009-10-05,28.1,28.72801830341429,-0.021860829270623605
2009-10-06,28.3,27.98801830341429,0.011146973437117236
2009-10-07,27.56,27.778018303414292,-0.007848590962570401
2009-10-08,27.35,27.778018303414292,-0.015408525501679926
2009-10-09,27.35,27.62801830341429,-0.010062911511099282
2009-10-12,27.2,27.64801830341429,-0.016204354992016334
2009-10-13,27.22,27.56801830341429,-0.012623986954158006
2009-10-14,27.14,27.72801830341429,-0.02120664726126087
2009-10-15,27.3,27.528018303414292,-0.008283135418651222
2009-10-16,27.1,27.58801830341429,-0.017689501944178843
2009-10-19,27.16,27.438018303414292,-0.010132594137809758
2009-10-20,27.01,27.65801830341429,-0.023429672231227605
2009-10-21,27.23,27.64801830341429,-0.01511928626590453
2009-10-22,27.22,27.48801830341429,-0.00975036834070353
2009-10-23,27.06,27.28801830341429,-0.00835598616502542
2009-10-26,26.86,27.81801830341429,-0.03443876889306341
2009-10-27,27.39,28.51801830341429,-0.03955458234905607
2009-10-28,28.09,28.598018303414293,-0.01776410861845068
2009-10-29,28.17,28.17801830341429,-0.00028455881204814126
2009-10-30,27.75,28.00801830341429,-0.00921230129954731
2009-11-02,27.58,27.688018303414292,-0.0039012652415422178
2009-11-03,27.26,27.71801830341429,-0.016524208130632156
2009-11-04,27.29,27.91801830341429,-0.022495088891659853
2009-11-05,27.49,28.14801830341429,-0.023377073878571242
2009-11-06,27.72,28.72801830341429,-0.0350883340705227
2009-11-09,28.3,28.85801830341429,-0.019336681318421256
2009-11-10,28.43,28.89801830341429,-0.016195515502147595
2009-11-11,28.47,28.71801830341429,-0.00863633071035419
2009-11-12,28.29,28.688018303414292,-0.013874025706645754
2009-11-13,28.26,28.87801830341429,-0.021400994241395743
2009-11-16,28.45,29.17801830341429,-0.0249509166744577
2009-11-17,28.75,29.188018303414292,-0.015006784594316036
2009-11-18,28.76,29.048018303414292,-0.009915247932091642
2009-11-19,28.62,28.96801830341429,-0.012013880265094645
2009-11-20,28.54,29.80801830341429,-0.042539503649897115
2009-11-23,29.38,30.31801830341429,-0.03093930131009437
2009-11-24,29.89,30.46801830341429,-0.01897131272727104
2009-11-25,30.04,30.098018303414293,-0.0019276452964250845
2009-11-27,29.67,29.938018303414292,-0.008952439693836522
2009-11-30,29.51,30.75801830341429,-0.04057538073822364
2009-12-01,30.33,31.048018303414292,-0.023126059009548228
2009-12-02,30.62,31.08801830341429,-0.01505462004192426
2009-12-03,30.66,31.098018303414293,-0.014085087324236412
2009-12-04,30.67,31.60801830341429,-0.029676593274845176
2009-12-07,31.18,31.74801830341429,-0.01789145697176331
2009-12-08,31.32,31.65801830341429,-0.010677178216737415
2009-12-09,31.23,31.99801830341429,-0.024002058381607405
2009-12-10,31.57,32.05801830341429,-0.015222971638340965
2009-12-11,31.63,31.89801830341429,-0.00840234966526443
2009-12-14,31.47,31.38801830341429,0.0026118787045816827
2009-12-15,30.96,31.10801830341429,-0.004758204202227945
2009-12-16,30.68,31.19801830341429,-0.01660420538177576
2009-12-17,30.77,31.188018303414292,-0.013403169747676191
2009-12-18,30.76,31.39801830341429,-0.020320336692870478
2009-12-21,30.97,31.56801830341429,-0.018943802479663874
2009-12-22,31.14,31.598018303414293,-0.014495159127267176
2009-12-23,31.17,31.71801830341429,-0.017277822913523422
2009-12-24,31.29,31.83801830341429,-0.01721270143737319
2009-12-28,31.41,31.778018303414292,-0.011580907906228788
2009-12-29,31.35,31.76801830341429,-0.013158463314325242
2009-12-30,31.34,31.49801830341429,-0.005016769686655542
2009-12-31,31.07,31.21,-0.004485741749439276
2010-01-04,31.21,31.27,-0.0019187719859289354
2010-01-05,31.27,29.94,0.044422177688710596
2010-01-06,29.94,29.76,0.006048387096774244
2010-01-07,29.76,29.78,-0.000671591672263272
2010-01-08,29.78,29.9,-0.004013377926421313
2010-01-11,29.9,29.93,-0.001002338790511259
2010-01-12,29.93,29.89,0.0013382402141184357
2010-01-13,29.89,29.28,0.02083333333333326
2010-01-14,29.28,28.68,0.02092050209205021
2010-01-15,28.68,29.29,-0.020826220553089803
2010-01-19,29.29,28.8,0.017013888888888884
2010-01-20,28.8,28.73,0.002436477549599747
2010-01-21,28.73,28.46,0.009486999297259269
2010-01-22,28.46,28.77,-0.010775112964893974
2010-01-25,28.77,28.3,0.016607773851589958
2010-01-26,28.3,28.01,0.010353445198143518
2010-01-27,28.01,27.51,0.01817520901490366
2010-01-28,27.51,27.59,-0.002899601304820476
2010-01-29,27.59,27.77,-0.006481814908174233
2010-02-01,27.77,27.88,-0.003945480631276865
2010-02-02,27.88,27.38,0.018261504747991264
2010-02-03,27.38,26.85,0.019739292364990613
2010-02-04,26.85,26.95,-0.0037105751391465214
2010-02-05,26.95,26.61,0.012777151446824453
2010-02-08,26.61,26.96,-0.012982195845697375
2010-02-09,26.96,27.08,-0.004431314623338123
2010-02-10,27.08,27.24,-0.005873715124816492
2010-02-11,27.24,27.13,0.004054552156284474
2010-02-12,27.13,27.37,-0.008768724881256906
2010-02-16,27.37,27.33,0.0014635931211124387
2010-02-17,27.33,27.34,-0.00036576444769576
2010-02-18,27.34,27.22,0.004408523144746601
2010-02-19,27.22,27.2,0.0007352941176470562
2010-02-22,27.2,26.95,0.00927643784786647
2010-02-23,26.95,27.16,-0.0077319587628866815
2010-02-24,27.16,27.09,0.0025839793281654533
2010-02-25,27.09,27.13,-0.0014743826022852735
2010-02-26,27.13,27.19,-0.002206693637366808
2010-03-01,27.19,27.44,-0.009110787172011636
2010-03-02,27.44,27.32,0.004392386530014614
2010-03-03,27.32,27.45,-0.004735883424408005
2010-03-04,27.45,27.41,0.0014593214155418366
2010-03-05,27.41,27.79,-0.013673983447283211
2010-03-08,27.79,28.05,-0.009269162210338688
2010-03-09,28.05,27.9,0.005376344086021501
2010-03-10,27.9,27.99,-0.003215434083601254
2010-03-11,27.99,27.88,0.003945480631276865
2010-03-12,27.88,28.01,-0.004641199571581711
2010-03-15,28.01,28.07,-0.002137513359458443
2010-03-16,28.07,28.28,-0.007425742574257432
2010-03-17,28.28,28.42,-0.0049261083743842304
2010-03-18,28.42,28.52,-0.003506311360448766
2010-03-19,28.52,28.75,-0.008000000000000007
2010-03-22,28.75,29.06,-0.010667584308327593
2010-03-23,29.06,28.57,0.01715085754287715
2010-03-24,28.57,28.43,0.004924375659514535
2010-03-25,28.43,28.48,-0.0017556179775281011
2010-03-26,28.48,28.56,-0.0028011204481792618
2010-03-29,28.56,29.29,-0.024923181973369735
2010-03-30,29.29,29.09,0.006875214850464051
2010-03-31,29.09,30.410497003877335,-0.04342240785176821
2010-04-01,29.34,30.580497003877337,-0.040564971972824826
2010-04-05,29.51,30.330497003877337,-0.027051881272253664
2010-04-06,29.26,29.430497003877335,-0.0057932084481914226
2010-04-07,28.36,29.360497003877335,-0.03407629658807243
2010-04-08,28.29,29.280497003877336,-0.033827875385659456
2010-04-09,28.21,29.150497003877334,-0.032263498071824825
2010-04-12,28.08,29.270497003877335,-0.04067225109705641
2010-04-13,28.2,29.070497003877335,-0.029944345422138197
2010-04-14,28.0,28.780497003877336,-0.02711895502611328
2010-04-15,27.71,28.810497003877334,-0.038197779223635986
2010-04-16,27.74,28.950497003877334,-0.04181265018404401
2010-04-19,27.88,28.980497003877336,-0.03797371051745935
2010-04-20,27.91,28.790497003877334,-0.030582903926901772
2010-04-21,27.72,28.530497003877336,-0.028408092707504884
2010-04-22,27.46,28.320497003877335,-0.030384247979812096
2010-04-23,27.25,28.210497003877336,-0.03404750379779986
2010-04-26,27.14,28.030497003877336,-0.031768862455566094
2010-04-27,26.96,28.380497003877334,-0.05005187201912864
2010-04-28,27.31,28.480497003877336,-0.04109819444927476
2010-04-29,27.41,28.170497003877337,-0.026996222458292585
2010-04-30,27.1,28.540497003877334,-0.0504720364078326
2010-05-03,27.47,28.030497003877336,-0.019995970952630837
2010-05-04,26.96,27.970497003877334,-0.03612724520902344
2010-05-05,26.9,27.340497003877335,-0.0161115214480142
2010-05-06,26.27,27.510497003877337,-0.045091770014278554
2010-05-07,26.44,27.900497003877334,-0.05234663037272658
2010-05-10,26.83,27.710497003877336,-0.031774854263860175
2010-05-11,26.64,27.990497003877334,-0.04824841101214661
2010-05-12,26.92,27.980497003877336,-0.0379012925942801
2010-05-13,26.91,27.810497003877334,-0.03237975228388712
2010-05-14,26.74,27.950497003877334,-0.04330860391174485
2010-05-17,26.88,27.720497003877334,-0.030320416107971426
2010-05-18,26.65,27.810497003877334,-0.04172874018452599
2010-05-19,26.74,27.110497003877335,-0.013666182653322312
2010-05-20,26.04,27.290497003877334,-0.045821701367317336
2010-05-21,26.22,26.850497003877337,-0.023481762880824597
2010-05-24,25.78,26.770497003877335,-0.03699957470845139
2010-05-25,25.7,26.330497003877337,-0.023945503337232554
2010-05-26,25.26,26.940497003877336,-0.06237809954417228
2010-05-27,25.87,26.880497003877334,-0.03759219941995773
2010-05-28,25.81,26.590497003877335,-0.029352478961319428
2010-06-01,25.52,26.950497003877334,-0.053078687330757934
2010-06-02,25.88,26.990497003877334,-0.041143999820299926
2010-06-03,25.92,26.590497003877335,-0.025215662715125764
2010-06-04,25.52,26.470497003877334,-0.03590778834783903
2010-06-07,25.4,27.030497003877336,-0.0603206446275647
2010-06-08,25.96,27.120497003877336,-0.04279040327732275
2010-06-09,26.05,27.650497003877334,-0.057883118833375824
2010-06-10,26.58,27.860497003877335,-0.0459610251640209
2010-06-11,26.79,27.920497003877337,-0.04048985960817042
2010-06-14,26.85,28.370497003877336,-0.053594302689499274
2010-06-15,27.3,28.440497003877336,-0.04010116291996757
2010-06-16,27.37,28.350497003877337,-0.03458482592891543
2010-06-17,27.28,28.390497003877336,-0.03911509558024551
2010-06-18,27.32,28.330497003877337,-0.035668170725668524
2010-06-21,27.26,28.330497003877337,-0.03778602979435297
2010-06-22,27.26,28.580497003877337,-0.04620273061375357
2010-06-23,27.51,28.230497003877336,-0.02552193834130434
2010-06-24,27.16,27.850497003877337,-0.02479298677439057
2010-06-25,26.78,28.000497003877335,-0.043588405009679865
2010-06-28,26.93,27.910497003877335,-0.035130044575742425
2010-06-29,26.84,27.350497003877337,-0.01866499917003217
2010-06-30,26.28,28.060550653018,-0.06345387426766325
2010-07-01,26.38,28.490550653018,-0.07407897020742316
2010-07-02,26.81,28.290550653018002,-0.05233375168892518
2010-07-06,26.61,28.200550653018002,-0.05640140409271699
2010-07-07,26.52,28.460550653018004,-0.06818387587354091
2010-07-08,26.78,28.330550653018,-0.05473069238958905
2010-07-09,26.65,28.170550653018,-0.0539766038565207
2010-07-12,26.49,28.570550653018003,-0.07282151045269503
2010-07-13,26.89,28.520550653018002,-0.05717107894778528
2010-07-14,26.84,28.480550653018003,-0.057602490661259664
2010-07-15,26.8,28.370550653018004,-0.0553584832464622
2010-07-16,26.69,28.400550653018,-0.06022948899535607
2010-07-19,26.72,28.350550653018,-0.05751389710112831
2010-07-20,26.67,28.200550653018002,-0.05427378606361366
2010-07-21,26.52,28.680550653018003,-0.07533156106926597
2010-07-22,27.0,29.700550653018002,-0.09092594560173883
2010-07-23,28.02,29.960550653018004,-0.06477019316140398
2010-07-26,28.28,30.270550653018002,-0.06575865354532429
2010-07-27,28.59,30.590550653018003,-0.06539766726365326
2010-07-28,28.91,30.560550653018,-0.05400919216928446
2010-07-29,28.88,30.740550653018,-0.06052431116211443
2010-07-30,29.06,31.240550653018,-0.06979872657293729
2010-08-02,29.56,31.220550653018,-0.05318774391499981
2010-08-03,29.54,31.080550653018,-0.049566388646605564
2010-08-04,29.4,31.230550653018003,-0.058614101088259485
2010-08-05,29.55,31.230550653018003,-0.0538111118080975
2010-08-06,29.55,31.540550653018002,-0.0631108402296563
2010-08-09,29.86,31.700550653018002,-0.058060526240189314
2010-08-10,30.02,31.240550653018,-0.03906943467720503
2010-08-11,29.56,32.000550653018,-0.07626589553038932
2010-08-12,30.32,31.710550653018004,-0.04385135623261904
2010-08-13,30.03,31.640550653018003,-0.05090147357673691
2010-08-16,29.96,31.850550653018,-0.05935692207063492
2010-08-17,30.17,31.830550653018,-0.052168455114695145
2010-08-18,30.15,31.300550653018004,-0.03675816012863242
2010-08-19,29.62,31.050550653018004,-0.04607166774605842
2010-08-20,29.37,31.090550653018003,-0.05533998648721217
2010-08-23,29.41,31.150550653018,-0.05587543772197712
2010-08-24,29.47,31.340550653018003,-0.05968467732834415
2010-08-25,29.66,31.180550653018003,-0.048765997430222585
2010-08-26,29.5,31.520550653018002,-0.06410264450200964
2010-08-27,29.84,31.120550653018004,-0.04114807180938551
2010-08-30,29.44,31.210550653018004,-0.056729234697010855
2010-08-31,29.53,31.940550653018,-0.07546991531876523
2010-09-01,30.26,31.790550653018002,-0.04814482988116153
2010-09-02,30.11,31.880550653018002,-0.05553701604117023
2010-09-03,30.2,31.900550653018,-0.05330787770765699
2010-09-07,30.22,32.140550653018,-0.059754752609929684
2010-09-08,30.46,32.520550653018,-0.06336149332166285
2010-09-09,30.84,32.500550653018,-0.05109300056932431
2010-09-10,30.82,32.580550653018,-0.05403685995880847
2010-09-13,30.9,32.590550653018,-0.051872417591736775
2010-09-14,30.91,32.870550653018,-0.05964459414488066
2010-09-15,31.19,33.100550653018004,-0.05771960330949377
2010-09-16,31.42,33.360550653018,-0.058169023443335965
2010-09-17,31.68,33.770550653018,-0.06190454738205964
2010-09-20,32.09,34.000550653018,-0.056191756201701804
2010-09-21,32.32,34.070550653018,-0.05138016907463561
2010-09-22,32.39,33.850550653018004,-0.04314702788705704
2010-09-23,32.17,34.320550653018,-0.06266072694346148
2010-09-24,32.64,34.540550653018,-0.055023750840287766
2010-09-27,32.86,34.400550653018,-0.04478273236253694
2010-09-28,32.72,34.340550653018,-0.04719058437333412
2010-09-29,32.66,34.270550653018,-0.04699517872719594
2010-09-30,32.59,34.79398870455348,-0.06334395068263732
2010-10-01,32.89,34.93398870455348,-0.058510029353935566
2010-10-04,33.03,35.47398870455348,-0.06889523264238295
2010-10-05,33.57,35.263988704553476,-0.048037353878086386
2010-10-06,33.36,34.83398870455348,-0.04231466907379455
2010-10-07,32.93,34.733988704553475,-0.051937274463297656
2010-10-08,32.83,34.93398870455348,-0.060227554383998405
2010-10-11,33.03,34.443988704553476,-0.04105182813413666
2010-10-12,32.54,34.11398870455348,-0.04613909907120839
2010-10-13,32.21,34.343988704553475,-0.062135726950974135
2010-10-14,32.44,34.33398870455348,-0.055163666559437385
2010-10-15,32.43,34.49398870455348,-0.05983618543601532
2010-10-18,32.59,34.06398870455347,-0.04327117171561401
2010-10-19,32.16,34.54398870455348,-0.06901312772370238
2010-10-20,32.64,34.42398870455348,-0.051823997499670926
2010-10-21,32.52,33.99398870455348,-0.04336027517582941
2010-10-22,32.09,34.25398870455348,-0.06317479471422283
2010-10-25,32.35,34.40398870455348,-0.05970205147409624
2010-10-26,32.5,34.413988704553475,-0.0556165901309843
2010-10-27,32.51,34.31398870455347,-0.05257298182633274
2010-10-28,32.41,34.383988704553474,-0.05741011380369787
2010-10-29,32.48,34.303988704553475,-0.053171330024119445
2010-11-01,32.4,34.703988704553474,-0.06638973762261435
2010-11-02,32.8,34.89398870455348,-0.06001001267820749
2010-11-03,32.99,35.42398870455348,-0.06871018181644262
2010-11-04,33.52,35.33398870455348,-0.05133835072290338
2010-11-05,33.43,35.07398870455348,-0.046872020128695735
2010-11-08,33.17,34.913988704553475,-0.04995100156877874
2010-11-09,33.01,34.75398870455348,-0.05018096539592254
2010-11-10,32.85,34.53398870455348,-0.048763226251111735
2010-11-11,32.63,34.46398870455348,-0.05321463862687392
2010-11-12,32.56,34.67398870455348,-0.060967566280479946
2010-11-15,32.77,34.093988704553475,-0.03883349396360436
2010-11-16,32.19,34.24398870455348,-0.05998100052755717
2010-11-17,32.34,34.553988704553475,-0.06407331794554061
2010-11-18,32.65,34.49398870455348,-0.05345826254967323
2010-11-19,32.59,34.40398870455348,-0.05272611615272926
2010-11-22,32.5,34.29398870455348,-0.052312045705995014
2010-11-23,32.39,34.25398870455348,-0.05441669058253917
2010-11-24,32.35,34.11398870455348,-0.05170866179943423
2010-11-26,32.21,33.803988704553475,-0.04715386454790649
2010-11-29,31.9,33.913988704553475,-0.059385191228864986
2010-11-30,32.01,34.25398870455348,-0.06551028914933865
2010-12-01,32.35,34.64398870455348,-0.06621606778932942
2010-12-02,32.74,34.803988704553475,-0.05930322303211866
2010-12-03,32.9,34.79398870455348,-0.05443436567839122
2010-12-06,32.89,34.85398870455348,-0.056349037156166126
2010-12-07,32.95,34.883988704553474,-0.05544058395767748
2010-12-08,32.98,35.46398870455348,-0.07004256416973609
2010-12-09,33.56,35.943988704553476,-0.06632510165048722
2010-12-10,34.04,36.013988704553476,-0.054811721099470856
2010-12-13,34.11,36.57398870455348,-0.06736997499664865
2010-12-14,34.67,36.53398870455348,-0.05102067336877336
2010-12-15,34.63,36.663988704553475,-0.05547647095747832
2010-12-16,34.76,36.54398870455348,-0.048817569394968396
2010-12-17,34.64,36.64398870455348,-0.054688061409222555
2010-12-20,34.74,36.843988704553475,-0.05710534549950741
2010-12-21,34.94,37.08398870455348,-0.05781440399075044
2010-12-22,35.18,37.343988704553475,-0.05794744427741361
2010-12-23,35.44,37.40398870455348,-0.05250746705295595
2010-12-27,35.5,37.523988704553474,-0.05393852771061802
2010-12-28,35.62,37.483988704553475,-0.049727597541588286
2010-12-29,35.58,37.46398870455348,-0.05028799040622434
2010-12-30,35.56,37.68398870455348,-0.056363160524374845
2010-12-31,35.78,38.783688669255206,-0.07744721485546324
2011-01-03,36.43,39.51368866925521,-0.07804102256984591
2011-01-04,37.16,40.02368866925521,-0.07154984371680351
2011-01-05,37.67,38.58368866925521,-0.02368069774477699
2011-01-06,36.23,38.283688669255206,-0.05364396014703987
2011-01-07,35.93,38.27368866925521,-0.061234982849663666
