date,KHC,dcf,Deviation
2015-07-06,72.96,80.29490765171504,-0.09134959944820831
2015-07-07,74.63,81.06490765171505,-0.0793796950878154
2015-07-08,75.4,80.46490765171504,-0.06294554731409152
2015-07-09,74.8,82.97490765171504,-0.09852264838942637
2015-07-10,77.31,84.49490765171504,-0.08503361742616455
2015-07-13,78.83,83.66490765171504,-0.05778895581696053
2015-07-14,78.0,82.37490765171503,-0.05310971236790152
2015-07-15,76.71,84.41490765171504,-0.0912742531627766
2015-07-16,78.75,85.29490765171504,-0.07673268934694055
2015-07-17,79.63,85.77490765171504,-0.07163992151021781
2015-07-20,80.11,85.88490765171504,-0.06724007523107256
2015-07-21,80.22,84.30490765171504,-0.04845397220041836
2015-07-22,78.64,82.40490765171504,-0.04568790572070591
2015-07-23,76.74,82.07490765171504,-0.06500047096432604
2015-07-24,76.41,83.04490765171504,-0.07989541850707349
2015-07-27,77.38,83.98490765171503,-0.07864398302496867
2015-07-28,78.32,83.57490765171504,-0.06287661930317678
2015-07-29,77.91,84.87490765171503,-0.08206085690597276
2015-07-30,79.21,85.13490765171504,-0.06959433932733805
2015-07-31,79.47,86.03490765171505,-0.0763051629960595
2015-08-03,80.37,85.47490765171504,-0.05972404992253433
2015-08-04,79.81,86.14490765171504,-0.07353780768245932
2015-08-05,80.48,85.42490765171505,-0.057886016943394014
2015-08-06,79.76,84.12490765171503,-0.051886032015466266
2015-08-07,78.46,84.47490765171504,-0.07120348300958379
2015-08-10,78.81,83.63490765171504,-0.05769011752613673
2015-08-11,77.97,82.35490765171504,-0.05324403580487436
2015-08-12,76.69,81.65490765171504,-0.06080354254874665
2015-08-13,75.99,82.08490765171504,-0.07425125794836296
2015-08-14,76.42,81.46490765171504,-0.06192737213038291
2015-08-17,75.8,80.85490765171504,-0.06251825397524668
2015-08-18,75.19,80.44490765171504,-0.06532306152262723
2015-08-19,74.78,79.91490765171504,-0.06425469042764809
2015-08-20,74.25,77.93490765171504,-0.04728186332346218
2015-08-21,72.27,76.53490765171505,-0.05572499899161343
2015-08-24,70.87,75.87490765171503,-0.06596261935090342
2015-08-25,70.21,79.57490765171504,-0.11768669205000593
2015-08-26,73.91,80.84490765171503,-0.08578038930529874
2015-08-27,75.18,80.35490765171504,-0.06440064213806085
2015-08-28,74.69,78.32490765171504,-0.04640806814453291
2015-08-31,72.66,75.78490765171505,-0.04123390459319676
2015-09-01,70.12,77.73490765171503,-0.09795994980572953
2015-09-02,72.07,77.82490765171504,-0.07394686129882255
2015-09-03,72.16,76.23490765171503,-0.05345199170872694
2015-09-04,70.57,79.73490765171503,-0.11494222444889124
2015-09-08,74.07,77.83490765171504,-0.048370426140437406
2015-09-09,72.17,77.82490765171504,-0.07266192562697393
2015-09-10,72.16,79.42490765171505,-0.09146888383644447
2015-09-11,73.76,80.21490765171504,-0.08047017494231357
2015-09-14,74.55,81.05490765171504,-0.0802531005237338
2015-09-15,75.39,82.03490765171505,-0.0810009768027834
2015-09-16,76.37,82.09490765171503,-0.06973523468718379
2015-09-17,76.43,81.10490765171504,-0.05764025614566093
2015-09-18,75.44,80.86490765171504,-0.06708605511651744
2015-09-21,75.2,79.97490765171504,-0.0597050724023267
2015-09-22,74.31,78.97490765171504,-0.059068225470900404
2015-09-23,73.31,78.58490765171504,-0.06712367309882461
2015-09-24,72.92,79.01490765171503,-0.07713617382912608
2015-09-25,73.35,76.99947867298579,-0.04739614781659762
2015-09-28,69.99,76.20947867298578,-0.08161030335443598
2015-09-29,69.2,77.58947867298578,-0.10812649880462111
2015-09-30,70.58,77.83947867298578,-0.09326216974658619
2015-10-01,70.83,78.41947867298578,-0.09678052954973582
2015-10-02,71.41,79.24947867298579,-0.09892151726744514
2015-10-05,72.24,79.47947867298578,-0.09108613687279254
2015-10-06,72.47,80.15947867298578,-0.09592725402263858
2015-10-07,73.15,81.43947867298579,-0.10178698105708128
2015-10-08,74.43,81.39947867298578,-0.08562067947615426
2015-10-09,74.39,80.72947867298578,-0.0785274323232702
2015-10-12,73.72,80.38947867298579,-0.0829645717708456
2015-10-13,73.38,80.77947867298579,-0.09160097087207775
2015-10-14,73.77,82.22947867298578,-0.10287647215456452
2015-10-15,75.22,84.39947867298578,-0.10876226746082862
2015-10-16,77.39,83.80947867298578,-0.0765960935997918
2015-10-19,76.8,83.87947867298578,-0.08440060411660377
2015-10-20,76.87,84.05947867298578,-0.08552847086947557
2015-10-21,77.05,86.94947867298578,-0.11385322631107897
2015-10-22,79.94,84.98947867298578,-0.059412985605132085
2015-10-23,77.98,83.81947867298578,-0.06966732274448972
2015-10-26,76.81,84.17947867298578,-0.08754483621375453
2015-10-27,77.17,86.18947867298579,-0.10464709627966162
2015-10-28,79.18,85.65947867298578,-0.0756422846994187
2015-10-29,78.65,84.97947867298578,-0.07448243707569202
2015-10-30,77.97,85.27947867298579,-0.08571204686903455
2015-11-02,78.27,83.43947867298579,-0.06195482947881181
2015-11-03,76.43,82.82947867298579,-0.07726088314827129
2015-11-04,75.82,82.42947867298578,-0.08018343412320861
2015-11-05,75.42,79.01947867298578,-0.045551789678110466
2015-11-06,72.01,78.24947867298579,-0.07973827786203325
2015-11-09,71.24,79.08947867298578,-0.09924807704753391
2015-11-10,72.08,79.11947867298578,-0.08897276361085671
2015-11-11,72.11,77.90947867298578,-0.07443867898703693
2015-11-12,70.9,77.77947867298579,-0.08844850583159214
2015-11-13,70.77,78.65947867298578,-0.10029914774524551
2015-11-16,71.65,78.45947867298578,-0.08678975170568315
2015-11-17,71.45,79.58947867298578,-0.10226827476064959
2015-11-18,72.58,80.34947867298578,-0.09669606824216959
2015-11-19,73.34,80.65947867298578,-0.0907454250065367
2015-11-20,73.65,81.07947867298579,-0.09163204789402712
2015-11-23,74.07,81.47947867298578,-0.09093674620481307
2015-11-24,74.47,81.64947867298578,-0.08793049006155085
2015-11-25,74.64,81.61947867298578,-0.08551241427245027
2015-11-27,74.61,80.69947867298578,-0.07545871142070015
2015-11-30,73.69,81.47947867298578,-0.09560049720308716
2015-12-01,74.47,80.04947867298579,-0.06970037488662228
2015-12-02,73.04,78.46947867298579,-0.06919223581964429
2015-12-03,71.46,79.22947867298578,-0.09806297861751401
2015-12-04,72.22,78.43947867298579,-0.07929015819846019
2015-12-07,71.43,78.53947867298578,-0.09052108306686701
2015-12-08,71.53,77.90947867298578,-0.08188321603026971
2015-12-09,70.9,77.84947867298578,-0.08926814657523563
2015-12-10,70.84,76.69947867298578,-0.0763952868306722
2015-12-11,69.69,77.97947867298578,-0.10630333536530145
2015-12-14,70.97,79.01947867298578,-0.10186701821075972
2015-12-15,72.01,80.01947867298578,-0.10009411215634101
