CHRW,dcf,Deviation
53.56,55.20361679492181,-0.02977371575177301
53.21,54.463616794921805,-0.023017509094965027
52.47,54.66361679492181,-0.04012937532383687
52.67,55.243616794921806,-0.04658668176045966
53.25,55.313616794921806,-0.03730757297200027
53.32,55.38361679492181,-0.037260419494868025
53.39,55.66361679492181,-0.04084565333399659
53.67,55.45361679492181,-0.03216412017845405
53.46,55.8636167949218,-0.04302651587607731
53.87,55.87361679492181,-0.03585980127751309
53.88,57.27361679492181,-0.05925270630407786
55.28,57.673616794921806,-0.04150280367248549
55.68,58.573616794921804,-0.049401367941012575
56.58,58.59361679492181,-0.034365804759407315
56.6,58.2236167949218,-0.027885880065482538
56.23,58.423616794921806,-0.03754674762128862
56.43,58.1136167949218,-0.028971123942657884
56.12,57.643616794921805,-0.026431665458161002
55.65,57.55361679492181,-0.03307553722826628
55.56,58.0836167949218,-0.04344799677044975
56.09,58.213616794921805,-0.03647972608200922
56.22,57.84361679492181,-0.028069074599504473
55.85,57.05862824553505,-0.021182217005534576
55.68,57.038628245535044,-0.02381944109326295
55.66,56.65862824553504,-0.017625351627070907
55.28,56.528628245535046,-0.02208842288037771
55.15,56.97862824553504,-0.032093230424134256
55.6,57.82862824553504,-0.038538494049564664
56.45,57.818628245535045,-0.02367106047073564
56.44,57.968628245535044,-0.026369922694397863
56.59,59.11862824553504,-0.04277210619693317
57.74,60.30862824553505,-0.042591388997895385
58.93,59.75862824553504,-0.013866252788306888
58.38,60.00862824553504,-0.027139901263385724
58.63,60.278628245535046,-0.02735012878560583
58.9,61.37862824553505,-0.04038259433918445
60.0,62.83862824553504,-0.0451733006399091
61.46,62.958628245535046,-0.023803381479191033
61.58,62.528628245535046,-0.015171102775676015
61.15,61.64862824553504,-0.00808822936901532
60.27,61.93862824553504,-0.026940025841714177
60.56,62.528628245535046,-0.03148363079075889
61.15,61.69862824553505,-0.00889206553104771
60.32,63.14862824553504,-0.04479318591904713
61.77,62.07862824553504,-0.004971569995302461
60.7,62.08862824553504,-0.02236525890125296
60.71,60.538628245535044,0.0028307835745782217
59.16,59.208628245535046,-0.0008213033636481626
57.83,62.05862824553505,-0.06813924775785363
60.68,62.05862824553505,-0.022214932629198714
60.68,62.598628245535046,-0.03064968513382549
61.22,61.97862824553504,-0.012240158696795511
60.6,60.98862824553505,-0.0063721427537353215
59.61,61.138628245535045,-0.02500265853849415
59.76,60.598628245535046,-0.013839063190293266
59.22,60.718628245535044,-0.024681523427618757
59.34,58.40862824553504,0.01594579058678991
57.03,59.55862824553505,-0.042456119625700284
58.18,58.708628245535046,-0.009004268390059855
57.33,58.778628245535046,-0.024645492567191507
57.4,58.73862824553505,-0.022789572816365622
57.36,60.07862824553504,-0.04525117042327087
58.7,59.48862824553505,-0.013256789890666809
58.11,58.458628245535046,-0.005963674755944615
57.08,59.498628245535045,-0.04065015138759187
58.12,59.41862824553505,-0.02185557431869245
58.04,57.278628245535046,0.01329242298194
55.9,56.11862824553504,-0.003895823051455971
54.74,56.25862824553504,-0.026993694885469655
54.88,56.40862824553504,-0.02709919196902355
55.03,58.818628245535045,-0.06441204697463576
57.44,59.58862824553504,-0.03605768934102016
58.21,60.07862824553504,-0.031103044461969986
58.7,60.69862824553505,-0.03292707435578768
59.32,60.65862824553504,-0.022068224822304194
59.28,60.718628245535044,-0.02369335881103063
59.34,60.43862824553504,-0.018177584062163077
59.06,60.48862824553505,-0.023618129340542637
59.11,58.968628245535044,0.00239740619158213
57.59,58.83862824553504,-0.021221233104287918
57.46,58.36862824553504,-0.015567065268568214
56.99,58.608628245535044,-0.027617576012084033
57.23,58.278628245535046,-0.017993358407769167
56.9,57.318628245535045,-0.007303528684283522
55.94,57.038628245535044,-0.019261126701816234
55.66,56.71977130889548,-0.018684336774278942
55.72,56.04977130889548,-0.005883544235677274
55.05,56.63977130889548,-0.028068109601385505
55.64,57.39977130889548,-0.03065815888752088
56.4,57.78977130889548,-0.024048742146199786
56.79,58.059771308895485,-0.02187007079548975
57.06,57.95977130889548,-0.015524065892188688
56.96,59.00977130889548,-0.034736133752588993
58.01,59.74977130889548,-0.029117622892666506
58.75,59.57977130889548,-0.013927064348627227
58.58,58.449771308895485,0.0022280444933868715
57.45,59.24977130889548,-0.03037600431421872
58.25,59.64977130889548,-0.02346649916974175
58.65,58.60977130889548,0.0006863819838589524
57.61,60.39977130889548,-0.0461884415857815
59.4,61.879771308895485,-0.040074021872459786
60.88,63.099771308895484,-0.035178753628581694
62.1,62.199771308895485,-0.0016040462335464856
61.2,65.86977130889548,-0.07089399607896985
64.87,65.62977130889549,-0.011576625877903979
64.63,66.19977130889548,-0.023712639452646345
65.2,67.21977130889549,-0.030047280280291577
66.22,67.4297713088955,-0.017941204388096432
66.43,68.21977130889549,-0.02623537538394105
67.22,68.34977130889548,-0.016529262457802063
67.35,67.88977130889548,-0.007950701534102156
66.89,68.76977130889549,-0.02733426726769317
67.77,67.19977130889548,0.008485574876190505
66.2,65.97977130889548,0.003337821376698802
64.98,65.88977130889548,-0.013807474071057313
64.89,65.59977130889548,-0.01081972230594097
64.6,65.85977130889549,-0.01912808507923469
64.86,67.2897713088955,-0.036109073662051294
66.29,66.97977130889548,-0.010298203404045747
65.98,66.18977130889549,-0.003169240575201848
65.19,67.15977130889549,-0.029329630975598486
66.16,66.85977130889549,-0.010466253401653303
65.86,66.13977130889548,-0.004230001152995322
65.14,66.11977130889548,-0.0148181291238626
65.12,65.90977130889549,-0.011982613400281839
64.91,66.91977130889548,-0.030032548969998185
65.92,65.89977130889548,0.0003069614765383033
64.9,65.98977130889548,-0.016514245879021172
64.99,67.36977130889548,-0.03532402237175569
66.37,68.22977130889548,-0.027257475339844905
67.23,68.55977130889548,-0.019395795573824204
67.56,68.05977130889548,-0.007343123541030061
67.06,68.66977130889548,-0.02344221159051607
67.67,68.68977130889549,-0.014846043151164556
67.69,68.49977130889548,-0.011821518428782207
67.5,68.99977130889548,-0.02173588811159033
68.0,68.99977130889548,-0.014489487282787317
68.0,69.20977130889547,-0.01747977613588758
68.21,68.83977130889548,-0.009148364338248505
67.84,69.44977130889548,-0.02317892886551931
68.45,69.7897713088955,-0.019197244578515016
68.79,69.83977130889548,-0.015031138980287073
68.84,69.07977130889549,-0.003470933738667581
68.08,68.10977130889549,-0.00043710775008287683
67.11,69.59977130889548,-0.035772693818855505
68.6,69.68977130889549,-0.01563746427097812
68.69,70.40977130889549,-0.02442517958694479
69.41,70.56977130889547,-0.016434392338030457
69.57,70.91977130889548,-0.01903236973250333
69.92,71.14274422387565,-0.01718719508524802
69.64,71.04274422387566,-0.019745073746802566
69.54,72.39274422387565,-0.03940649376481009
70.89,72.60274422387565,-0.02359062652775601
71.1,72.60274422387565,-0.020698173876759207
71.1,72.71274422387565,-0.022179663841460417
71.21,72.62274422387566,-0.019453192508404382
71.12,72.13274422387565,-0.014040006861965826
70.63,73.00274422387565,-0.032502123709202246
71.5,73.56274422387565,-0.02804061003485736
72.06,73.74274422387565,-0.02281911585453067
72.24,73.26274422387566,-0.013959949694900442
71.76,73.20274422387565,-0.019708881670655876
71.7,73.86274422387565,-0.029280583149204897
72.36,73.90274422387566,-0.020875330680579007
72.4,74.02274422387565,-0.02192223810249172
72.52,74.28274422387565,-0.02373019793887854
72.78,73.48274422387566,-0.009563391123971199
71.98,72.99274422387565,-0.013874587599686072
71.49,71.68274422387566,-0.002688851075144383
70.18,71.98274422387566,-0.025044116382516357
70.48,71.99274422387565,-0.02101245396579776
70.49,72.59274422387566,-0.02896631400778582
71.09,72.04274422387566,-0.013224707555766657
70.54,73.75274422387565,-0.04356101264684331
72.25,73.29274422387566,-0.014227113951287618
71.79,73.67274422387565,-0.025555505549710422
72.17,72.69274422387565,-0.0071911471971084495
71.19,72.19274422387565,-0.013889820018007093
70.69,73.30274422387565,-0.035643197966722884
71.8,72.70274422387565,-0.012416920894977701
71.2,72.90274422387566,-0.02335638036679022
71.4,72.32274422387565,-0.012758700375351872
70.82,72.58274422387565,-0.024285995834472884
71.08,73.75274422387565,-0.036239251189929544
72.25,74.35274422387565,-0.028280653872630346
72.85,74.38274422387565,-0.020606180100890437
72.88,73.83274422387565,-0.012904087934030195
72.33,75.72274422387565,-0.04480482394886465
74.22,75.61274422387565,-0.018419437598402588
74.11,75.02274422387565,-0.01216623349782997
73.52,75.21274422387565,-0.022506082464390453
73.71,76.56274422387565,-0.037260213865036085
75.06,77.31274422387565,-0.02913807091560927
75.81,77.85274422387565,-0.02623856415390402
76.35,77.44274422387565,-0.014110349973093572
75.94,77.93274422387566,-0.025570050736968164
76.43,78.65274422387566,-0.028260224685217272
77.15,79.26274422387566,-0.026654946716306638
77.76,79.62274422387566,-0.02339462476498133
78.12,79.57274422387565,-0.01825680687583664
78.07,79.96274422387565,-0.0236703260030251
78.46,80.02274422387565,-0.01952875071996585
78.52,80.70274422387565,-0.02704671625317423
79.2,80.50274422387565,-0.016182606399761434
79.0,80.50274422387565,-0.018666993757337824
79.0,81.53274422387565,-0.031064135617969058
80.03,81.41274422387565,-0.016984370654221648
79.91,81.21274422387565,-0.016041130444803486
79.71,81.26274422387566,-0.019107701059146054
79.76,81.19274422387565,-0.017646210108690052
79.69,82.00274422387565,-0.02820325399795931
80.5,81.58274422387565,-0.01327173085652078
80.08,81.69274422387565,-0.019741584631506437
80.19,83.911652085894,-0.044352029704818996
81.51,82.851652085894,-0.016193425865582922
80.45,82.28165208589401,-0.02226075971325836
79.88,82.041652085894,-0.026348227161867133
79.64,81.961652085894,-0.028326077217928236
79.56,81.98165208589401,-0.029538952000586538
79.58,81.911652085894,-0.028465450598518016
79.51,82.151652085894,-0.03215579989958084
79.75,81.78165208589401,-0.02484239476796335
79.38,81.28165208589401,-0.02339583457142891
78.88,81.73165208589401,-0.03489042510601814
79.33,80.12165208589401,-0.009880626089004307
77.72,80.20165208589401,-0.03094265543602792
77.8,80.021652085894,-0.027763136950850753
77.62,80.151652085894,-0.03158577546450281
77.75,80.23165208589401,-0.030931085442902462
77.83,80.521652085894,-0.03342768083077541
78.12,80.14165208589401,-0.02522598465685788
77.74,78.431652085894,-0.008818532665059053
76.03,79.491652085894,-0.04354736623354538
77.09,80.601652085894,-0.04356799141228229
78.2,76.14165208589401,0.02703313965113341
73.74,76.84165208589401,-0.0403642035497489
74.44,76.461652085894,-0.026440078532738998
74.06,76.511652085894,-0.03204285908166915
74.11,75.971652085894,-0.024504562356880144
73.57,76.321652085894,-0.03605336114576296
73.92,77.00165208589401,-0.04002059699260063
74.6,77.471652085894,-0.03706713370085557
75.07,76.31165208589401,-0.016270805990367676
73.91,76.45165208589401,-0.033245221215605025
74.05,77.321652085894,-0.042312237227673744
74.92,77.411652085894,-0.032187041856816756
75.01,77.39165208589401,-0.030774017890853433
74.99,74.111652085894,0.011851684443466626
71.71,73.101652085894,-0.019037217985974242
70.7,74.211652085894,-0.047319416657502056
71.81,74.95165208589401,-0.04191571497708546
72.55,74.791652085894,-0.02997195573804934
72.39,73.271652085894,-0.012032649200545809
70.87,73.81165208589401,-0.03985349199975674
71.41,76.261652085894,-0.06361850226414656
73.86,75.241652085894,-0.018362862159336246
72.84,74.62165208589401,-0.02387580596370631
72.22,75.741652085894,-0.046495580554544946
73.34,76.011652085894,-0.03514792814758194
73.61,75.101652085894,-0.01986177460101668
72.7,75.151652085894,-0.032622730410395984
72.75,74.721652085894,-0.026386623299328837
72.32,74.151652085894,-0.02470143327045904
71.75,73.491652085894,-0.023698638368592317
71.09,74.19165208589402,-0.04180594445185204
71.79,75.06165208589401,-0.043586198744336335
72.66,76.071652085894,-0.04484787686800651
73.67,73.95165208589401,-0.0038085976168169555
71.55,73.821652085894,-0.030772165370274607
71.42,74.601652085894,-0.04264854727655021
72.2,74.92165208589401,-0.03632664270101471
72.52,75.051652085894,-0.03373213001356212
72.65,75.50165208589401,-0.03776939983577887
73.1,75.511652085894,-0.031937482749692325
73.11,76.53165208589401,-0.044708979783342095
74.13,77.0677505369079,-0.0381190642835878
74.9,77.80775053690789,-0.03737096262060169
75.64,77.59775053690791,-0.02522947538249498
75.43,77.7877505369079,-0.030310049084003365
75.62,76.9377505369079,-0.01712748979157841
74.77,76.44775053690789,-0.021946368926812343
74.28,76.0777505369079,-0.0236304376012767
73.91,76.4077505369079,-0.03268975358332782
74.24,76.5377505369079,-0.030021140166640814
74.37,77.55775053690789,-0.04110163735848571
75.39,78.80775053690789,-0.04336820317320511
76.64,78.0477505369079,-0.018037041775370466
75.88,78.2877505369079,-0.030755137558497014
76.12,79.27775053690789,-0.039831485070174755
77.11,80.20775053690791,-0.038621586020947785
78.04,80.6777505369079,-0.03269489443314599
78.51,81.4077505369079,-0.03559551170246544
79.24,82.25775053690789,-0.03668651910866294
80.09,83.11775053690789,-0.036427243487098915
80.95,82.34775053690791,-0.016973754933128915
80.18,82.3177505369079,-0.02596949652978442
80.15,81.55775053690789,-0.017260781809704584
79.39,81.0177505369079,-0.02009128278828687
78.85,81.4277505369079,-0.03165690467820925
79.26,81.69775053690789,-0.029838649422869956
79.53,82.47775053690789,-0.03573994826142601
80.31,83.11775053690789,-0.03378039610998762
80.95,82.59775053690791,-0.01994909699352676
80.43,82.84775053690791,-0.02918305592172743
80.68,81.9377505369079,-0.015350074033840477
79.77,81.9677505369079,-0.026812380753553966
79.8,81.38775053690789,-0.01950847057983096
79.22,82.4077505369079,-0.03868265443649266
80.24,82.9677505369079,-0.03287723867714687
80.8,82.73775053690788,-0.023420391832425835
80.57,82.14775053690789,-0.019206253690404296
79.98,81.73775053690788,-0.02150475790392814
79.57,81.7877505369079,-0.027115925335385094
79.62,82.1577505369079,-0.030888753895079613
79.99,82.08775053690789,-0.0255549765121742
79.92,82.38775053690789,-0.029952881597397063
80.22,80.38775053690789,-0.002086767396618061
78.22,81.02775053690789,-0.03465171522476074
78.86,79.9277505369079,-0.013358946420177875
77.76,79.13775053690789,-0.01740952361623338
76.97,78.99775053690789,-0.02566845920455063
76.83,78.4677505369079,-0.02087163867578401
76.3,78.58775053690789,-0.029110777713805103
76.42,77.99775053690789,-0.020228154351211836
75.83,78.27775053690789,-0.03127006742169702
76.11,79.5477505369079,-0.043216187933722616
77.38,78.60775053690789,-0.015618695720486686
76.44,78.39775053690789,-0.024972024369324552
76.23,79.0477505369079,-0.03564618243744033
76.88,79.4677505369079,-0.03256353073321305
77.3,80.12775053690788,-0.03529052691433521
77.96,79.7677505369079,-0.022662674135100147
77.6,79.5777505369079,-0.024853059097098118
77.41,78.25775053690789,-0.01083279970471529
76.09,79.11775053690789,-0.03826891584203296
76.95,80.14775053690789,-0.03989819446567411
77.98,80.25775053690789,-0.028380443280184187
78.09,81.00775053690789,-0.03601816514555034
78.84,82.52919310290642,-0.044701674210074094
80.62,82.37919310290643,-0.02135482318586046
80.47,83.06919310290642,-0.03128949500793321
81.16,84.00919310290642,-0.03391525376771953
82.1,83.38919310290642,-0.015459954161152423
81.48,82.35919310290643,-0.01067510583557918
80.45,81.41919310290642,-0.01190374242202874
79.51,81.50919310290642,-0.024527210082700868
79.6,80.82919310290643,-0.015207291520793809
78.92,80.46919310290643,-0.01925200245173675
78.56,79.97919310290641,-0.017744528893663403
78.07,81.20919310290643,-0.038655637163252154
79.3,80.59919310290643,-0.016119182499105933
78.69,81.69919310290643,-0.036832592693003985
79.79,82.33919310290644,-0.030959656110796208
80.43,83.11919310290641,-0.032353455351485705
81.21,82.15919310290643,-0.01155309670236837
80.25,75.78919310290642,0.05885808668046777
73.88,74.61919310290641,-0.009906206059974387
72.71,74.21919310290643,-0.02033426988102538
72.31,73.59919310290643,-0.017516402674467857
71.69,72.31919310290642,-0.00870022294097117
70.41,73.41919310290642,-0.04098646383499005
71.51,70.24919310290643,0.01794763528809007
68.34,70.03919310290642,-0.024260603636735878
68.13,66.16919310290642,0.029633229682038298
64.26,66.90919310290643,-0.03959385818376204
65.0,64.85919310290643,0.0021709628251180835
62.95,67.98919310290643,-0.07411756005515835
66.08,70.30919310290642,-0.06015135313409814
68.4,70.39919310290642,-0.02839795478882956
68.49,69.38919310290642,-0.012958690866643918
67.48,69.10919310290643,-0.023574187886704068
67.2,66.14919310290642,0.015885407633905224
64.24,65.57919310290643,-0.020421006107912643
63.67,66.43919310290643,-0.041680113402600694
64.53,68.41919310290642,-0.056843597922250355
66.51,69.37919310290643,-0.04135523886319492
67.47,68.21919310290643,-0.010982145475926353
66.31,69.89919310290642,-0.051348133556024966
67.99,72.37919310290643,-0.06064164181363585
70.47,73.18919310290643,-0.03715293184177004
71.28,72.40919310290643,-0.01559460966926729
70.5,71.25919310290642,-0.010653967156350808
69.35,68.89919310290642,0.006542992403702819
66.99,67.30919310290642,-0.004742191789737005
65.4,69.90919310290643,-0.06450071732724594
68.0,68.99919310290643,-0.014481228808229996
67.09,68.45919310290643,-0.020000134983307216
66.55,68.65919310290643,-0.030719747896617022
66.75,69.83919310290644,-0.044232943790667556
67.93,70.99919310290643,-0.04322856315363932
69.09,71.88919310290642,-0.038937606364554456
69.98,72.22919310290641,-0.03113966813531932
70.32,71.94919310290643,-0.022643660514389152
70.04,71.04919310290643,-0.014204145871786644
69.14,68.36919310290641,0.011274184499053597
66.46,67.09919310290643,-0.009526092242661321
65.19,67.92919310290642,-0.04032424025347692
66.02,70.05919310290642,-0.057654005477531745
68.15,70.96919310290643,-0.03972418143205536
69.06,69.43919310290643,-0.005460793623342841
67.53,70.27919310290642,-0.03911816544166791
68.37,70.37919310290643,-0.028548112223574895
68.47,68.58829745478333,-0.0017247469200021293
66.27,70.20829745478333,-0.056094473125768984
67.89,72.90829745478334,-0.06883026527804481
70.59,73.84829745478334,-0.04412149727322234
71.53,73.18829745478334,-0.022657959160859775
70.87,75.39829745478333,-0.060058351549635014
73.08,75.66829745478334,-0.03420583707899627
73.35,74.74829745478334,-0.018706746540002483
72.43,74.28829745478333,-0.025014672814576255
71.97,75.81829745478333,-0.05075684345297238
73.5,74.62829745478334,-0.015118895824562606
72.31,76.26829745478334,-0.05189964358559418
73.95,75.75829745478333,-0.023869299014574907
73.44,75.95829745478333,-0.03315368483979564
73.64,77.31829745478333,-0.04757344090426263
75.0,78.66829745478334,-0.04662993319375941
76.35,77.19829745478333,-0.010988551337938524
74.88,71.06829745478333,0.05363435852169984
68.75,72.57829745478334,-0.052747137767572894
70.26,72.71829745478334,-0.033805761972245274
70.4,71.74829745478334,-0.01879204807100887
69.43,69.29829745478334,0.0019005163193599461
66.98,70.48829745478334,-0.049771346187412524
68.17,71.26829745478334,-0.04347371223157215
68.95,71.03829745478333,-0.02939678356048092
68.72,71.16829745478334,-0.03440151784351542
68.85,72.83829745478333,-0.05475550080312075
70.52,69.47829745478333,0.014993207712014067
67.16,70.00829745478333,-0.040685141023790505
67.69,71.07829745478334,-0.04766992986767604
68.76,70.58829745478333,-0.025900857800890797
68.27,70.88829745478333,-0.03693553871079258
68.57,69.24829745478334,-0.009795149912909418
66.93,67.96829745478334,-0.01527620219520831
65.65,68.32829745478334,-0.03919748558868619
66.01,67.98829745478334,-0.029097617220066874
65.67,67.04829745478334,-0.020556785289184143
64.73,66.05829745478333,-0.020107957757956707
63.74,65.94829745478333,-0.03348528377548221
63.63,68.18829745478334,-0.06684867675140316
65.87,67.91829745478334,-0.030158256781200876
65.6,70.82829745478334,-0.07381650615167024
68.51,69.96829745478334,-0.020842260106811228
67.65,70.29829745478334,-0.03767228440328507
67.98,71.81829745478333,-0.053444562051890965
69.5,70.85829745478334,-0.01916920817424539
68.54,71.12829745478334,-0.03638913832330548
68.81,69.56829745478333,-0.010900043303146756
67.25,70.75829745478333,-0.04958142834096935
68.44,69.97829745478333,-0.0219824932976872
67.66,69.01829745478334,-0.019680251540154514
66.7,68.62829745478334,-0.02809770206020068
66.31,69.00829745478333,-0.03910105819595611
66.69,68.90829745478334,-0.0321920223938047
66.59,67.75829745478333,-0.017242131202646616
65.44,70.54829745478334,-0.07240851500431189
68.23,70.80829745478333,-0.036412363345267096
68.49,71.67829745478333,-0.04448065269399859
69.36,72.33829745478333,-0.04117179363593648
70.02,73.04829745478334,-0.04145609905087588
70.73,71.86829745478333,-0.01583865897893988
69.55,72.39829745478333,-0.03934205022655746
70.08,72.09829745478334,-0.02799369091966586
69.78,72.1082210257313,-0.03228787220947371
69.84,70.9882210257313,-0.016174810540964257
68.72,70.0782210257313,-0.019381499784827394
67.81,70.2482210257313,-0.03470865155201863
67.98,69.8482210257313,-0.026746866252228108
67.58,69.6382210257313,-0.029555910467195745
67.37,68.7882210257313,-0.02061720748964846
66.52,68.6082210257313,-0.03043689217576595
66.34,68.9982210257313,-0.038525935686660295
66.73,68.7382210257313,-0.029215493153067595
66.47,69.55822102573131,-0.044397642438108176
67.29,71.1382210257313,-0.05409498537135693
68.87,69.9282210257313,-0.01513296077333226
67.66,70.3182210257313,-0.03780273429782299
68.05,69.8982210257313,-0.026441603214063636
67.63,70.37822102573129,-0.03904931079071339
68.11,71.7382210257313,-0.050575843307153145
69.47,70.7882210257313,-0.018622039184345907
68.52,70.19822102573131,-0.023906888254563663
67.93,71.1082210257313,-0.04469554968308398
68.84,66.2782210257313,0.038651897027745186
64.01,66.2682210257313,-0.034076982764550845
64.0,66.6882210257313,-0.04031028245144008
64.42,66.30822102573131,-0.028476424137492296
64.04,66.3582210257313,-0.034934948374103825
64.09,65.8682210257313,-0.02699664569712057
63.6,65.9182210257313,-0.035168136968174224
63.65,65.7682210257313,-0.03220736387110967
63.5,67.0182210257313,-0.05249648486462344
64.75,67.7482210257313,-0.04425534693512545
65.48,65.8582210257313,-0.005742958431621092
63.59,68.4682210257313,-0.07124795931090411
66.2,68.37822102573129,-0.03185547961114121
66.11,68.3882210257313,-0.03331306168753989
66.12,68.5082210257313,-0.034860356756808764
66.24,69.7682210257313,-0.05057060326119034
67.5,69.47822102573129,-0.028472534220452372
67.21,69.19822102573131,-0.028732256353700247
66.93,69.2082210257313,-0.03291835842571744
66.94,68.4382210257313,-0.021891583435051598
66.17,69.1182210257313,-0.04265475849897438
66.85,68.4882210257313,-0.023919748552321485
66.22,67.9882210257313,-0.02600775544725742
65.72,67.1682210257313,-0.021561104397517128
64.9,67.3282210257313,-0.03606542678148705
65.06,68.0282210257313,-0.04363220118028055
65.76,68.6182210257313,-0.04165396571064539
66.35,68.2082210257313,-0.027243358612597524
65.94,68.6682210257313,-0.03973047481030545
66.4,67.6182210257313,-0.018016164981147886
65.35,67.6182210257313,-0.033544523818042515
65.35,67.9382210257313,-0.03809668529223076
65.67,67.8882210257313,-0.03267460823418156
65.62,66.7682210257313,-0.017197118750382545
64.5,67.2682210257313,-0.041151988019311525
65.0,66.7682210257313,-0.02648297346502393
64.5,66.6882210257313,-0.032812706533091984
64.42,67.4582210257313,-0.04503855837782034
65.19,67.6182210257313,-0.03591074992652166
65.35,67.37822102573129,-0.03010202695848463
65.11,67.0282210257313,-0.028618110347802816
64.76,67.7582210257313,-0.04424881557313487
65.49,67.81994522245327,-0.03435486735960824
65.91,67.61994522245327,-0.02528758662592767
65.71,67.42994522245327,-0.025507142513302217
65.52,67.02994522245328,-0.02252642781434777
65.12,65.90994522245327,-0.011985220436568689
64.0,65.24994522245328,-0.01915626470170828
63.34,65.90994522245327,-0.03899176692954942
64.0,66.43994522245328,-0.036724070350809046
64.53,66.03994522245327,-0.022864119849994924
64.13,66.71994522245328,-0.0388181557076831
64.81,68.01994522245327,-0.047191235040772606
66.11,68.76994522245327,-0.038678891103504975
66.86,68.04994522245327,-0.017486350923037186
66.14,68.42994522245327,-0.03346408089337316
66.52,67.43994522245328,-0.013640954473180589
65.53,67.73994522245327,-0.032623959396423596
65.83,62.81994522245327,0.047915590611990355
60.91,61.13994522245327,-0.003760965464012722
59.23,60.92994522245327,-0.02789999590918435
59.02,61.649945222453276,-0.042659327805784186
59.74,62.70994522245327,-0.04736003534874533
60.8,64.20994522245327,-0.053106184885217234
62.3,63.329945222453276,-0.016263163008202297
61.42,62.52994522245327,-0.017750618819584507
60.62,62.76994522245327,-0.03425118844431019
60.86,63.229945222453274,-0.03748137396158446
61.32,62.579945222453276,-0.020133370490730607
60.67,62.42994522245327,-0.028190721875249958
60.52,62.719945222453276,-0.035075687879677964
60.81,62.35994522245328,-0.024854820140143508
60.45,62.67994522245327,-0.03557669386179452
60.77,62.52994522245327,-0.028145638320842603
60.62,61.549945222453275,-0.01510879041552804
59.64,60.78994522245328,-0.018916701080173626
58.88,61.689945222453275,-0.04554948480373322
59.78,61.759945222453275,-0.03205872698432144
59.85,62.229945222453274,-0.03824437276853909
60.32,61.729945222453274,-0.02284053901833738
59.82,61.59994522245327,-0.028895240345189088
59.69,62.67994522245327,-0.04770178422846183
60.77,60.98994522245327,-0.0036062538120185117
59.08,60.16994522245327,-0.01811444598168832
58.26,58.799945222453275,-0.009182750433024078
56.89,58.59994522245327,-0.02917997987817378
56.69,58.52994522245327,-0.03143596351338174
56.62,59.94994522245327,-0.0555454256062623
58.04,59.479945222453274,-0.024208919780741578
57.57,59.829945222453276,-0.03777281115753306
57.92,59.35994522245328,-0.024257859690689276
57.45,59.829945222453276,-0.03977849576168613
57.92,59.19994522245327,-0.021620716330795098
57.29,59.92994522245327,-0.04405051952999606
58.02,60.469945222453276,-0.04051508916438673
58.56,60.91994522245327,-0.03873846592993102
59.01,61.719945222453276,-0.043907122935478826
59.81,61.219945222453276,-0.02303081483215963
59.31,59.73994522245327,-0.007196947048616842
57.83,59.27994522245327,-0.024459287487736736
57.37,58.24994522245327,-0.015106369956105703
56.34,58.16994522245327,-0.031458603157613396
56.26,58.74994522245327,-0.04238208585599934
56.84,58.56994522245327,-0.02953639816262077
56.66,60.439945222453275,-0.06254051370399061
58.53,62.32947959641669,-0.06095798683092357
60.85,63.339479596416695,-0.039303758292285274
61.86,62.91947959641669,-0.01683865796749262
61.44,61.98947959641669,-0.008864078227371675
60.51,61.71947959641669,-0.01959639978051453
60.24,61.38947959641669,-0.01872437433862506
59.91,61.07947959641669,-0.01914684938614475
59.6,60.42947959641669,-0.013726406415485282
58.95,61.77947959641669,-0.04579966705612726
60.3,60.39947959641669,-0.0016470273764178645
58.92,59.42947959641669,-0.008572842970804184
57.95,60.71947959641669,-0.04561105620180783
59.24,61.00947959641669,-0.02900335502157958
59.53,58.43947959641669,0.018660679580216222
56.96,58.05947959641669,-0.01893712454984786
56.58,57.729479596416695,-0.019911483776618777
56.25,53.70947959641669,0.047301154706269166
52.23,53.71947959641669,-0.027726992286724372
52.24,54.82947959641669,-0.04722787112839788
53.35,54.729479596416695,-0.025205421403404205
53.25,54.32947959641669,-0.019869131904732718
52.85,54.32947959641669,-0.027231617298875577
52.85,54.61947959641669,-0.03239649314660942
53.14,55.07947959641669,-0.03521238055674847
53.6,55.10947959641669,-0.027390561614282327
53.63,55.21947959641669,-0.028784762334483016
53.74,55.379479596416694,-0.029604460142358846
53.9,55.27947959641669,-0.024954641514138176
53.8,55.70947959641669,-0.03427566744923449
54.23,56.089479596416695,-0.03315202083877944
54.61,56.699479596416694,-0.03685183023353089
55.22,57.379479596416694,-0.037635050223626565
55.9,58.14947959641669,-0.038684432122679024
56.67,58.519479596416694,-0.03160451202183867
57.04,58.91947959641669,-0.03189912078807633
57.44,58.88947959641669,-0.024613557571748212
57.41,58.73947959641669,-0.022633492934414745
57.26,58.28947959641669,-0.01766149918552329
56.81,58.63947959641669,-0.03119876931050536
57.16,58.00947959641669,-0.014643806535185044
56.53,57.57947959641669,-0.01822662524518548
56.1,58.479479596416695,-0.0406891376742432
57.0,57.71947959641669,-0.012465108858350726
56.24,58.089479596416695,-0.03183846041083793
56.61,58.10947959641669,-0.025804388661383904
56.63,57.84947959641669,-0.021080217227956277
56.37,58.53947959641669,-0.03706011073848858
