CHRW,dcf,Deviation
26.36,28.714440179895924,-0.08199498806681793
27.24,29.004440179895923,-0.060833450635566
27.53,29.054440179895924,-0.05246840656564267
27.58,29.084440179895925,-0.05172663357419005
27.61,28.864440179895926,-0.04345970931976173
27.39,29.114440179895926,-0.05922972137677174
27.64,28.974440179895925,-0.046055770935026885
27.5,28.674440179895925,-0.04095773701344452
27.2,29.184440179895923,-0.06799651347305713
27.71,29.334440179895925,-0.05537655295052191
27.86,30.154440179895925,-0.07608962946112452
28.68,30.424440179895925,-0.05733680454204804
28.95,30.474440179895925,-0.050023566336145686
29.0,30.444440179895924,-0.04744512204398377
28.97,31.114440179895926,-0.06892105940191462
29.64,30.684440179895923,-0.034038104452048246
29.21,31.014440179895924,-0.05818064648046084
29.54,30.544440179895926,-0.032884550313580174
29.07,30.054440179895924,-0.03275523263795266
28.58,30.354440179895924,-0.05845735152352294
28.88,30.134440179895925,-0.04162812291873341
28.66,29.974440179895925,-0.04385203433348961
28.5,30.064440179895925,-0.05203623185846196
28.59,29.754440179895923,-0.03913500549348925
28.28,29.224440179895925,-0.03231679286522737
27.75,29.214440179895924,-0.05012727168065623
27.74,28.974440179895925,-0.04260445317429984
27.5,29.144440179895923,-0.056423803982698306
27.67,29.224440179895925,-0.05318973333029842
27.75,29.424440179895925,-0.056906441368423266
27.95,30.004440179895923,-0.06847120518090766
28.53,30.424440179895925,-0.06226705138021715
28.95,30.314440179895925,-0.04500957866280508
28.84,30.304440179895924,-0.048324277604291144
28.83,30.384440179895925,-0.05115908572587202
28.91,29.804440179895924,-0.03001029962304924
28.33,29.604440179895924,-0.04304895387825591
28.13,29.944440179895924,-0.06059355823636681
28.47,30.334440179895925,-0.061462818131437946
28.86,30.734440179895923,-0.060988264921188806
29.26,30.574440179895923,-0.0429914717051868
29.1,30.985827256903608,-0.06086096205430325
29.14,31.235827256903608,-0.06709690253010336
29.39,31.045827256903607,-0.05333493751677698
29.2,30.94582725690361,-0.056415594981844897
29.1,30.825827256903608,-0.05598640524779752
28.98,31.575827256903608,-0.08220931903964812
29.73,31.665827256903608,-0.06113300755411555
29.82,31.62582725690361,-0.05709976350134571
29.78,31.825827256903608,-0.06428198206410574
29.98,31.935827256903607,-0.06124241721281276
30.09,31.755827256903608,-0.052457372419465575
29.91,31.49582725690361,-0.0503503922588987
29.65,31.89582725690361,-0.07041131865979489
30.05,31.83582725690361,-0.05609489090679598
29.99,31.99582725690361,-0.06269027647881242
30.15,31.51582725690361,-0.04333782025678612
29.67,31.795827256903607,-0.0668586868247637
29.95,32.84582725690361,-0.08816423572631926
31.0,33.09582725690361,-0.06332602719475555
31.25,33.13582725690361,-0.056912031870600455
31.29,33.17582725690361,-0.05684341319661246
31.33,33.00582725690361,-0.05077367835260327
31.16,32.64582725690361,-0.045513542824662245
30.8,31.96582725690361,-0.036471049146767354
30.12,31.71582725690361,-0.05031643172909017
29.87,31.69582725690361,-0.05760465698228234
29.85,31.46582725690361,-0.051351812355389215
29.62,31.345827256903608,-0.055057639498843014
29.5,31.415827256903608,-0.0609828683242013
29.57,31.37582725690361,-0.05755472970059372
29.53,31.49582725690361,-0.06241548256119278
29.65,30.99582725690361,-0.04341962696297641
29.15,31.165827256903608,-0.06468069146013378
29.32,31.315827256903606,-0.06373222206555706
29.47,31.345827256903608,-0.059842965429807826
29.5,31.80582725690361,-0.0724970062334448
29.96,31.55582725690361,-0.050571555101743715
29.71,31.96582725690361,-0.07056996331657339
30.12,32.35582725690361,-0.06910122368843341
30.51,31.99582725690361,-0.04643815723136269
30.15,32.305827256903605,-0.06673183880294897
30.46,32.07582725690361,-0.05037523253763743
30.23,32.72582725690361,-0.07626475680235412
30.88,33.23582725690361,-0.07088216094919886
31.39,32.905827256903606,-0.04606561765091577
31.06,33.17582725690361,-0.06377617174454409
31.33,33.42582725690361,-0.06270083432178175
31.58,32.765827256903606,-0.03619097566516527
30.92,32.81582725690361,-0.05777173441528205
30.97,32.945827256903605,-0.05997200317650497
31.1,32.81582725690361,-0.05228657633619893
30.97,32.89582725690361,-0.058543207983907775
31.05,32.75582725690361,-0.052077062304817456
30.91,32.50582725690361,-0.04909357464713304
30.66,32.445827256903605,-0.055040275064141886
30.6,32.34582725690361,-0.053973801413009004
30.5,32.49582725690361,-0.06141795502312086
30.65,32.39582725690361,-0.05389049778105515
30.55,32.07582725690361,-0.04756938128774857
30.23,32.04582725690361,-0.056663453945081876
30.2,32.35582725690361,-0.06662871697844264
30.51,32.38582725690361,-0.057921239498482824
30.54,33.31582725690361,-0.08331857514744478
31.47,33.905827256903606,-0.0718409622761127
32.06,33.35859259607695,-0.03892827889356665
32.23,33.068592596076954,-0.025359186171607484
31.94,32.50859259607696,-0.017490532522948188
31.38,32.21859259607695,-0.026028219376009076
31.09,32.458592596076954,-0.042164261806051484
31.33,32.61859259607696,-0.03950484964308176
31.49,33.36859259607696,-0.056298226863119805
32.24,33.028592596076955,-0.02387605810883442
31.9,32.348592596076955,-0.013867453266926955
31.22,32.308592596076956,-0.033693593827703205
31.18,32.89859259607696,-0.05223909171974417
31.77,31.928592596076957,-0.004967102624387043
30.8,31.828592596076955,-0.0323166220112332
30.7,31.528592596076955,-0.026280671855300475
30.4,31.788592596076956,-0.04368210363136127
30.66,33.08859259607696,-0.07339667255490623
31.96,34.03859259607695,-0.06106576205258607
32.91,34.558592596076956,-0.04770427474711758
33.43,33.82859259607696,-0.011782712950440088
32.7,35.61859259607696,-0.08194014371018155
34.49,36.388592596076954,-0.05217548854257248
35.26,36.93859259607696,-0.045442787017695774
35.81,37.85859259607695,-0.05411169448198749
36.73,38.388592596076954,-0.04320535044169482
37.26,37.278592596076955,-0.000498747264372712
36.15,38.04859259607696,-0.04989915438482517
36.92,38.14859259607696,-0.032205450121986945
37.02,39.098592596076955,-0.053162849557032654
37.97,40.01859259607696,-0.051191020552726396
38.89,40.82859259607696,-0.04748124960504341
39.7,39.71859259607696,-0.00046810812925912604
38.59,38.93859259607696,-0.008952367634162406
37.81,38.93859259607696,-0.0289839082728085
37.81,40.128592596076956,-0.05777906589984971
39.0,41.098592596076955,-0.05106239565676207
39.97,42.278592596076955,-0.05460429154141644
41.15,42.378592596076956,-0.028990877724209496
41.25,42.528592596076955,-0.03006430540085392
41.4,42.60859259607695,-0.028364996880658078
41.48,41.848592596076955,-0.008807765643031762
40.72,42.098592596076955,-0.03274676209022298
40.97,41.628592596076956,-0.01582067888932237
40.5,42.058592596076956,-0.037057649813568294
40.93,41.028592596076955,-0.0024030216451144115
39.9,40.778592596076955,-0.02154543695952571
39.65,40.93859259607696,-0.03147623096843932
39.81,39.97859259607696,-0.004217071815917239
38.85,39.78859259607695,-0.023589489721470902
38.66,39.78859259607695,-0.02836472773827725
38.66,39.21859259607696,-0.014243055630018708
38.09,38.85859259607695,-0.01977921856476461
37.73,38.14859259607696,-0.010972687787176971
37.02,38.698592596076956,-0.043376063145178057
37.57,37.92859259607695,-0.009454413452558263
36.8,37.348592596076955,-0.0146884409276129
36.22,37.098592596076955,-0.02368263954492611
35.97,38.17859259607695,-0.05784897886214635
37.05,38.96859259607696,-0.04923433124628962
37.84,39.318592596076954,-0.0376054303689517
38.19,38.528592596076955,-0.008788086282482954
37.4,38.848592596076955,-0.037288161533636566
37.72,39.28859259607695,-0.03992488639650538
38.16,38.15859259607696,3.6883014474353715e-05
37.03,38.65622045021522,-0.042068790773521325
37.3,39.41622045021523,-0.05368907586885785
38.06,39.566220450215226,-0.038068342972269686
38.21,39.43622045021523,-0.031093761932972863
38.08,38.676220450215226,-0.015415685485159925
37.32,38.26622045021522,-0.02472730358740982
36.91,37.93622045021523,-0.02705120431177299
36.58,37.83622045021522,-0.03320153110610391
36.48,37.89622045021523,-0.0373710209986704
36.54,37.68622045021523,-0.030414842255922947
36.33,38.33622045021522,-0.05233224419764004
36.98,39.316220450215226,-0.059421287790709765
37.96,38.18622045021523,-0.005924138276794388
36.83,38.356220450215226,-0.03979068928848706
37.0,40.40622045021522,-0.08429940767194621
39.05,40.20622045021523,-0.028757252914307196
38.85,41.746220450215226,-0.06937683026105645
40.39,41.79622045021523,-0.033644679711894554
40.44,41.786220450215225,-0.03221685128998775
40.43,41.816220450215226,-0.03315030472124103
40.46,41.106220450215226,-0.015720745987772733
39.75,41.00622045021523,-0.030634875304842657
39.65,40.966220450215225,-0.03212940895572203
39.61,41.77622045021523,-0.05185295430917969
40.42,42.066220450215226,-0.03913402327559956
40.71,43.36622045021523,-0.0612509096397873
42.01,43.29622045021523,-0.029707453372153192
41.94,43.316220450215226,-0.031771480427221555
41.96,42.97622045021523,-0.02364611032727848
41.62,44.036220450215225,-0.05486893347141053
42.68,44.306220450215235,-0.03670411137963214
42.95,44.18622045021523,-0.027977510581790543
42.83,44.47622045021523,-0.03701349695525369
43.12,43.83622045021522,-0.01633855389126526
42.48,45.376220450215236,-0.0638268331183035
44.02,45.606220450215226,-0.034780791623519325
44.25,45.61622045021523,-0.02995032110795548
44.26,46.70622045021523,-0.052374617912461785
45.35,46.176220450215226,-0.017892769095426808
44.82,47.16622045021523,-0.049743660353105956
45.81,46.856220450215226,-0.0223283150062612
45.5,46.626220450215236,-0.024154229944881478
45.27,46.246220450215226,-0.02110919423709745
44.89,45.90622045021522,-0.022136879060154824
44.55,45.43622045021523,-0.01950471323173264
44.08,45.43622045021523,-0.029848883484955624
44.08,46.20622045021523,-0.04601589200540912
44.85,45.946220450215236,-0.02385877313680318
44.59,47.196220450215236,-0.055220956791749765
45.84,47.61622045021523,-0.03730284414472462
46.26,46.816220450215226,-0.011880934532225162
45.46,46.64622045021523,-0.025430151441342752
45.29,47.08622045021522,-0.03814747569545074
45.73,47.18622045021523,-0.03086113777117727
45.83,48.65622045021522,-0.05808549090053139
47.3,48.32622045021523,-0.021235272294311325
46.97,48.38622045021523,-0.029269086054621307
47.03,50.72622045021523,-0.07286607236671316
49.37,50.75622045021523,-0.02731134111088751
49.4,50.95622045021523,-0.030540342993760183
49.6,50.82622045021523,-0.024125745321085246
49.47,50.446220450215236,-0.01935170646091633
49.09,50.87765504996525,-0.035136349114550325
49.38,51.60765504996525,-0.04316520577826077
50.11,52.93765504996525,-0.05341481497993006
51.44,53.65765504996525,-0.04132970492095123
52.16,53.78765504996525,-0.030260754971624393
52.29,53.77765504996525,-0.027663070258140743
52.28,53.87765504996525,-0.029653388746848974
52.38,53.997655049965246,-0.029957875920137433
52.5,52.927655049965246,-0.008079992388884905
51.43,50.58765504996525,0.016651195814527675
49.09,50.26765504996525,-0.023427690207444063
48.77,50.88765504996525,-0.04161431781216829
49.39,51.28765504996525,-0.0370002303306034
49.79,50.21765504996525,-0.008516029861206142
48.72,50.177655049965246,-0.029049883828045853
48.68,51.53765504996525,-0.0554479059475016
50.04,47.38765504996525,0.055971221771538016
45.89,46.68765504996525,-0.017084924250566846
45.19,45.84765504996525,-0.014344355218353755
44.35,46.697655049965256,-0.050273510467566895
45.2,47.79765504996524,-0.05434691403270275
46.3,47.58765504996526,-0.027058594263854152
46.09,49.73765504996525,-0.07333789754062392
48.24,50.15765504996524,-0.03823254990798397
48.66,51.19765504996525,-0.049565845300701405
49.7,51.10765504996525,-0.027542939479204387
49.61,50.98765504996525,-0.0270193843708878
49.49,50.35765504996525,-0.017229854112634002
48.86,48.697655049965256,0.0033337323915940686
47.2,48.197655049965256,-0.020699244577998877
46.7,47.947655049965256,-0.02602119016383797
46.45,47.197655049965256,-0.015840936359523772
45.7,46.067655049965246,-0.007980763283186088
44.57,45.567655049965246,-0.02189393000081552
44.07,46.45765504996525,-0.05139422227396806
44.96,46.32765504996525,-0.029521352818099866
44.83,46.497655049965246,-0.035865358116946466
45.0,46.697655049965256,-0.03635418198512985
45.2,46.64765504996525,-0.031033822566528535
45.15,45.52765504996525,-0.008295069217836626
44.03,45.53765504996525,-0.0331078762907534
44.04,47.14765504996525,-0.06591324736451643
45.65,47.48765504996525,-0.03869753198029502
45.99,45.82765504996525,0.0035425105181086103
44.33,44.90765504996524,-0.012863175539282401
43.41,45.46765504996525,-0.04525535895141419
43.97,44.84765504996525,-0.01956969765726757
43.35,45.08765504996526,-0.03853948598656598
43.59,44.29765504996524,-0.01597500023798204
42.8,44.58765504996526,-0.040093049252354684
43.09,44.70765504996525,-0.036182954533342304
43.21,47.177655049965246,-0.08410030226731602
45.68,48.09765504996525,-0.05026554927581639
46.6,48.43765504996525,-0.037938563459970154
46.94,48.497655049965246,-0.03211815186446554
47.0,50.71765504996525,-0.0733010042815021
49.22,49.427655049965246,-0.004201191615409106
47.93,50.25765504996525,-0.04631443802244928
48.76,50.87765504996525,-0.04162249710379873
49.38,49.77765504996525,-0.00798862561054936
48.28,49.70765504996525,-0.028721029960680933
48.21,53.43765504996525,-0.0978271790758275
51.94,54.79765504996525,-0.05214922148328438
53.3,56.1896176578915,-0.051426184735493985
54.79,54.149617657891504,0.011826165535541389
52.75,54.44961765789151,-0.031214501239848036
53.05,53.30961765789151,-0.004869996621577277
51.91,53.2596176578915,-0.025340355737449305
51.86,53.1196176578915,-0.023712852490841985
51.72,52.219617657891504,-0.009567623822232307
50.82,49.739617657891515,0.021720760894049063
48.34,47.899617657891504,0.009193859233987967
46.5,47.7596176578915,-0.02637411519736843
46.36,48.0496176578915,-0.03516401878411213
46.65,49.3696176578915,-0.05508686894715675
47.97,45.52961765789151,0.05359988657153836
44.13,45.919617657891514,-0.03897283446966937
44.52,47.669617657891514,-0.06607180448761385
46.27,47.08961765789151,-0.017405485511606145
45.69,46.6896176578915,-0.021409848870813097
45.29,45.1896176578915,0.0022213585179773343
43.79,47.7996176578915,-0.08388388556973181
46.4,47.179617657891505,-0.016524459005680447
45.78,45.969617657891504,-0.004124847400355791
44.57,46.969617657891504,-0.05108872027380318
45.57,49.15961765789151,-0.07301964150478446
47.76,48.40961765789151,-0.013419185883316143
47.01,47.859617657891505,-0.017752286780991722
46.46,46.859617657891505,-0.008527975213306171
45.46,45.039617657891505,0.00933361258307297
43.64,47.4496176578915,-0.08028763656977356
46.05,46.209617657891506,-0.0034542085821446245
44.81,46.5096176578915,-0.036543359061630976
45.11,48.459617657891506,-0.06912183421542184
47.06,49.2996176578915,-0.04542870237722829
47.9,49.52961765789151,-0.0329018824483468
48.13,49.319617657891506,-0.024120577457500958
47.92,49.3796176578915,-0.02955911218276175
47.98,48.459617657891506,-0.009897264590023158
47.06,46.929617657891505,0.0027782528095361414
45.53,47.1196176578915,-0.03373579279511141
45.72,46.469617657891504,-0.0161313498081731
45.07,48.239617657891515,-0.06570569610169774
46.84,48.099617657891514,-0.026187685458344823
46.7,46.76961765789151,-0.0014885231348423789
45.37,47.219617657891504,-0.03917053440144469
45.82,47.4396176578915,-0.03414061364430243
46.04,46.40961765789151,-0.007964246993288016
45.01,44.6996176578915,0.0069437359505848395
43.3,45.1196176578915,-0.0403287472799152
43.72,44.6296176578915,-0.020381479959433624
43.23,45.52961765789151,-0.05050816976260997
44.13,47.169617657891514,-0.06444015891621246
45.77,48.039617657891505,-0.04724470694280536
46.64,46.7596176578915,-0.0025581402047951673
45.36,46.919617657891514,-0.0332402039007067
45.52,46.0496176578915,-0.011501021828804192
44.65,46.33961765789151,-0.03646162276014753
44.94,46.4496176578915,-0.032500109452139436
45.05,45.72961765789151,-0.014861651872443149
44.33,44.8096176578915,-0.010703453476288205
43.41,45.069617657891506,-0.03682342438511721
43.67,46.289617657891505,-0.056591905278891574
44.89,46.6996176578915,-0.0387501600366037
45.3,45.899617657891504,-0.013063674350420551
44.5,45.97961765789151,-0.03217985997405448
44.58,44.65892591271396,-0.0017673043204895489
42.99,45.24892591271396,-0.0499221996356658
43.58,46.66892591271396,-0.0661880652340544
45.0,47.25892591271397,-0.047798926215253945
45.59,45.77892591271396,-0.0041269188594371675
44.11,45.49892591271396,-0.030526564855146265
43.83,46.078925912713956,-0.04880595344114658
44.41,44.76892591271396,-0.008017300066875954
43.1,44.91892591271396,-0.0404935308615455
43.25,44.77892591271396,-0.03414387195651458
43.11,45.31892591271396,-0.04874179756529173
43.65,43.47892591271396,0.0039346438232967795
41.81,42.36892591271397,-0.013191882982009795
40.7,44.80892591271396,-0.0916988262722026
43.14,45.12892591271396,-0.04407208619502356
43.46,44.38892591271396,-0.02092697432104107
42.72,44.22892591271396,-0.034116268518295856
42.56,45.538925912713964,-0.06541493575021451
43.87,45.38892591271396,-0.03346468069403008
43.72,44.42892591271396,-0.01595640448537361
42.76,44.62892591271396,-0.04187700856545906
42.96,43.40892591271396,-0.010341788083323089
41.74,43.148925912713956,-0.03265262999973795
41.48,42.92892591271396,-0.033751739227299016
41.26,42.87892591271396,-0.03775574780043489
41.21,43.68892591271397,-0.05674037209490135
42.02,43.87892591271396,-0.042364890982332204
42.21,43.47892591271396,-0.02918484958118306
41.81,42.66892591271396,-0.020130010173469715
41.0,43.27892591271396,-0.0526567114283325
41.61,44.328925912713956,-0.06133525360094827
42.66,44.11892591271397,-0.03306802880016502
42.45,44.56892591271396,-0.04754267394425804
42.9,45.71892591271396,-0.06165774581178518
44.05,45.25892591271397,-0.02671132574037438
43.59,44.41892591271396,-0.01866154788035279
42.75,44.48892591271396,-0.039086713761660286
42.82,44.36892591271397,-0.03491015121170926
42.7,44.288925912713964,-0.03587637044631575
42.62,45.84892591271396,-0.07042533382049365
44.18,45.93892591271397,-0.038288355196984925
44.27,45.898925912713956,-0.03548941244968751
44.23,45.67892591271396,-0.031719789460081804
44.01,45.13892591271396,-0.02501003047562511
43.47,44.66892591271396,-0.02684026732715139
43.0,44.65892591271396,-0.03714656989190335
42.99,44.54892591271396,-0.03499356899801376
42.88,44.13892591271396,-0.02852189732037247
42.47,43.74892591271396,-0.02923330998492668
42.08,44.19892591271396,-0.047940665275407635
42.53,44.30892591271396,-0.0401482517589874
42.64,43.86892591271397,-0.028013585633693494
42.2,45.038925912713964,-0.0630327179252862
43.37,44.63892591271396,-0.02842644366477798
42.97,43.21892591271396,-0.005759650603457733
41.55,42.66892591271396,-0.026223437519915627
41.0,42.69892591271396,-0.03978849295148412
41.03,42.36892591271397,-0.03160160150088176
40.7,41.108925912713964,-0.009947375263032354
39.44,42.17892591271396,-0.06493588571652953
40.51,42.44892591271396,-0.04567667781985574
40.78,42.58892591271396,-0.042474090950810894
40.92,42.55892591271396,-0.03850956943968242
40.89,45.33988577313796,-0.09814505919585559
43.3,45.52988577313796,-0.048976309412433694
43.49,45.08988577313796,-0.035482142961894114
43.05,45.34988577313796,-0.050714257245169425
43.31,45.47988577313796,-0.04771088880833485
43.44,45.23988577313797,-0.03978537395438542
43.2,46.08988577313796,-0.06270108342994063
44.05,46.63988577313796,-0.05552941929865529
44.6,46.44988577313796,-0.039825410597839395
44.41,46.21988577313796,-0.039158161965641036
44.18,46.10988577313796,-0.04185405669042552
44.07,46.56988577313796,-0.053680307169229224
44.53,45.70988577313796,-0.025812485705911326
43.67,45.53988577313796,-0.04106039664774308
43.5,45.85988577313796,-0.051458605562429094
43.82,44.92988577313796,-0.024702617290015993
42.89,44.97988577313796,-0.046462674086781286
42.94,45.10988577313796,-0.04810222273783915
43.07,45.79988577313796,-0.05960464151941314
43.76,55.239885773137964,-0.2078187818903927
53.2,54.63988577313796,-0.026352283734931148
52.6,54.92988577313796,-0.0424156311331223
52.89,54.18988577313796,-0.023987608657819237
52.15,54.019885773137965,-0.03461476725424306
51.98,54.88988577313796,-0.05301315045844035
52.85,54.53988577313796,-0.030984402500715658
52.5,53.82988577313796,-0.024705342655614526
51.79,53.45988577313796,-0.031236239078853978
51.42,53.70988577313796,-0.042634344500565025
51.67,55.15988577313796,-0.06326854604977228
53.12,54.56988577313796,-0.026569338612243754
52.53,54.74988577313796,-0.04054594346253604
52.71,56.06988577313796,-0.05992317849071882
54.03,56.41988577313796,-0.04235892611955283
54.38,56.02988577313796,-0.029446531085539962
53.99,55.949885773137964,-0.035029307853903124
53.91,54.43988577313796,-0.009733410818422827
52.4,53.68988577313796,-0.024024744224419914
51.65,52.99988577313796,-0.025469597782079134
50.96,53.00988577313796,-0.03866987719820192
50.97,52.00988577313796,-0.019994002249376974
49.97,52.00988577313796,-0.03922111619386637
49.97,52.49988577313796,-0.04818840528663404
50.46,52.60988577313796,-0.04086467289453166
50.57,53.129885773137964,-0.048181653995428286
51.09,50.65988577313796,0.008490232859745372
48.62,50.47988577313796,-0.03684409630989438
48.44,48.77988577313796,-0.0069677443427949015
46.74,49.14988577313796,-0.04903136060704827
47.11,49.57988577313796,-0.049816286072932536
47.54,49.51988577313796,-0.03998163045464753
47.48,49.63988577313796,-0.043511094747658796
47.6,49.73988577313797,-0.043021525680575934
47.7,51.18988577313796,-0.06817529909334719
49.15,50.61988577313796,-0.02903771414509937
48.58,51.40988577313796,-0.05504555652244991
49.37,50.99988577313796,-0.031958616150400077
48.96,50.40988577313796,-0.028761933317265398
48.37,49.69988577313796,-0.02675832655246746
47.66,49.61988577313796,-0.039497990424616436
47.58,50.08988577313796,-0.05010763619037739
48.05,49.462753310784365,-0.028561962612710934
47.5,51.08275331078436,-0.07013626084301117
49.12,50.962753310784365,-0.03615882563382655
49.0,50.80275331078437,-0.03548534662592162
48.84,50.712753310784365,-0.036928645922801984
48.75,50.65275331078436,-0.037564657129492085
48.69,49.812753310784366,-0.022539475057310132
47.85,51.062753310784366,-0.06291774537167072
49.1,51.79275331078436,-0.051990928047914275
49.83,53.462753310784365,-0.0679492372880014
51.5,52.782753310784365,-0.024302508496128028
50.82,53.072753310784364,-0.042446512951620385
51.11,53.27275331078437,-0.04059773855064752
51.31,53.812753310784366,-0.04650855339681714
51.85,53.72275331078436,-0.03485959291681395
51.76,53.11275331078436,-0.02546946310368914
51.15,58.72275331078436,-0.12895773586613546
56.76,57.48275331078437,-0.012573394090515388
55.52,57.172753310784366,-0.028908058735604203
55.21,55.422753310784366,-0.003838735863433973
53.46,55.86275331078436,-0.0430117237046479
53.9,57.22275331078436,-0.0580669946574931
55.26,57.532753310784365,-0.03950364236015702
55.57,57.27275331078437,-0.029730599846397476
55.31,57.712753310784365,-0.04163296971547148
55.75,58.27275331078437,-0.04329215915592388
56.31,57.72275331078436,-0.02447480810864955
55.76,55.59275331078437,0.003008426085332694
53.63,55.562753310784366,-0.03478505285678901
53.6,55.09275331078437,-0.02709527516919652
53.13,54.69275331078437,-0.02857331577191269
52.73,55.062753310784366,-0.042365358986280244
53.1,54.09275331078437,-0.018352796816989536
52.13,54.322753310784364,-0.04036528300101916
52.36,54.422753310784366,-0.0379024063520802
52.46,54.05275331078437,-0.029466645327511753
52.09,54.11275331078436,-0.03738034357939857
52.15,52.962753310784365,-0.015345752627608844
51.0,53.05275331078437,-0.038692681956755126
51.09,53.59275331078437,-0.046699472525154606
51.63,54.382753310784366,-0.05061813062411602
52.42,56.142753310784364,-0.0663087057768017
54.18,56.242753310784366,-0.036675894926161745
54.28,55.61275331078436,-0.02396488631549043
53.65,54.602753310784365,-0.017448814446435423
52.64,53.69275331078437,-0.0196069906248022
51.73,53.26275331078436,-0.028777207626516366
51.3,54.36275331078436,-0.05633918674565708
52.4,54.632753310784366,-0.040868401745800864
52.67,53.462753310784365,-0.014828142242806042
51.5,54.98275331078437,-0.06334265021430374
53.02,56.04275331078436,-0.053936559719357846
54.08,56.72275331078436,-0.046590709310330936
54.76,55.29275331078436,-0.009635138040421265
53.33,55.52275331078437,-0.0394928777849074
53.56,55.002753310784364,-0.026230565270656814
53.04,55.95275331078437,-0.05205737230848584
53.99,55.282753310784365,-0.023384387234059445
53.32,55.05275331078437,-0.03147441692884301
53.09,55.062753310784366,-0.03582736409219822
53.1,55.22275331078436,-0.03843983111160476
53.26,55.12275331078437,-0.033792820548750324
53.16,54.48275331078437,-0.024278385918549805
52.52,54.31764541511265,-0.03309505412788927
52.63,54.93764541511265,-0.04200481104852449
53.25,53.68764541511265,-0.008151696944963316
52.0,53.68764541511265,-0.03143452096033983
52.0,53.55764541511265,-0.02908353052192103
51.87,53.06764541511265,-0.02256827876466494
51.38,53.73764541511265,-0.04387325490166727
52.05,53.93764541511265,-0.034996807898918014
52.25,53.96764541511265,-0.03182731805141259
52.28,54.95764541511265,-0.04872198208070122
53.27,55.23764541511265,-0.035621457075618146
53.55,55.40764541511265,-0.03352687884849137
53.72,56.21764541511265,-0.044428139895756336
54.53,55.70764541511265,-0.021139744936934157
54.02,55.54764541511265,-0.02750153320984916
53.86,54.197645415112646,-0.00622989084722303
52.51,51.71764541511265,0.015320778402177826
50.03,51.38764541511265,-0.026419685201481857
49.7,50.97764541511265,-0.025062856566024916
49.29,51.88764541511265,-0.05006288865742348
50.2,50.33764541511265,-0.0027344428603591764
48.65,50.84764541511265,-0.04322020021126649
49.16,51.22764541511265,-0.04036190612232737
49.54,48.72764541511265,0.01667132852340547
47.04,50.82764541511265,-0.07451939558047016
49.14,51.18764541511265,-0.04000272719143472
49.5,53.10764541511265,-0.06793081084491148
51.42,53.28764541511265,-0.035048375670638565
51.6,51.40764541511265,0.0037417505379619964
49.72,50.81764541511265,-0.021599690543439132
49.13,49.05764541511265,0.0014748890672413584
47.37,48.33764541511265,-0.020018464010870485
46.65,48.77764541511265,-0.04361927266078014
47.09,49.95764541511266,-0.05740153266401071
48.27,49.89764541511265,-0.03261968378611457
48.21,49.24764541511265,-0.021069949768486307
47.56,50.86764541511265,-0.06502454336386387
49.18,50.48764541511265,-0.025900305002562685
48.8,51.27764541511265,-0.04831823682727909
49.59,50.48764541511265,-0.01777950640660997
48.8,49.27764541511265,-0.009692943140626742
47.59,50.45764541511265,-0.0568327235946241
48.77,50.04764541511265,-0.02552858190461127
48.36,50.72764541511265,-0.04667367065310868
49.04,51.78764541511265,-0.05305600193035298
50.1,51.03764541511265,-0.018371643274025407
49.35,51.81764541511265,-0.04762172027200906
50.13,49.83764541511265,0.005866139590910535
48.15,50.38764541511265,-0.04440861240246641
48.7,52.21764541511265,-0.06736507146479997
50.53,51.88764541511265,-0.026165099692830318
50.2,52.29764541511265,-0.04010974869829376
50.61,53.43764541511265,-0.05291485792734729
51.75,52.447645415112646,-0.013301749003047147
50.76,54.877645415112646,-0.07503320129654645
53.19,55.68764541511265,-0.044850979000718105
54.0,54.77764541511265,-0.014196400908062845
53.09,55.63764541511265,-0.04578995743088432
53.95,55.65764541511265,-0.03068123709467896
53.97,56.98764541511265,-0.052952624961627226
55.3,56.82764541511265,-0.026882081845087225
55.14,57.00764541511265,-0.03276131475897681
55.32,55.97764541511265,-0.011748357942456433
54.29,56.67965046429115,-0.04216064221843885
55.03,56.979650464291154,-0.03421660976163743
55.33,55.30965046429115,0.00036792016470954536
53.66,54.729650464291154,-0.01954425901164969
53.08,55.89965046429115,-0.05044128971955475
54.25,54.73965046429115,-0.008945078387202487
53.09,55.159650464291154,-0.03752109462026021
53.51,53.77965046429115,-0.005013986925597402
52.13,53.60965046429115,-0.027600449760005974
51.96,55.36965046429115,-0.061579772234431784
53.72,55.089650464291154,-0.02486221010204004
53.44,54.54965046429115,-0.020342027031273857
52.9,54.88965046429115,-0.03624818973087707
53.24,55.73965046429115,-0.04484510475882009
54.09,53.409650464291154,0.012738325935379713
51.76,54.729650464291154,-0.0542603586739282
53.08,53.48965046429115,-0.007658499555248222
51.84,52.80965046429115,-0.018361236171157924
51.16,52.63965046429115,-0.028109048051048413
50.99,52.18965046429115,-0.022986367098050686
50.54,51.04965046429115,-0.009983427107843723
49.4,50.729650464291154,-0.026210518939551952
49.08,51.56965046429115,-0.048277435310814965
49.92,49.129650464291146,0.01608701727449313
47.48,49.089650464291154,-0.03279001681753779
47.44,48.979650464291154,-0.03143449268617471
47.33,49.00965046429115,-0.03427183112670751
47.36,48.04965046429115,-0.014352871615656682
46.4,49.13965046429115,-0.0557523392699345
