date,PXD,dcf,Deviation
2008-09-12,52.78,49.42563421616144,0.06786692446207865
2008-09-15,49.36,51.19563421616145,-0.035855288136697805
2008-09-16,51.13,49.56563421616145,0.03156150039392558
2008-09-17,49.5,50.13563421616144,-0.012678292118952439
2008-09-18,50.07,53.93563421616144,-0.07167124800403535
2008-09-19,53.87,55.31563421616145,-0.026134278972780645
2008-09-22,55.25,56.56563421616145,-0.02325854265389915
2008-09-23,56.5,56.74563421616145,-0.00432868923846641
2008-09-24,56.68,58.19563421616145,-0.026043778654113336
2008-09-25,58.13,56.99563421616145,0.019902678502293103
2008-09-26,56.93,50.98563421616145,0.1165890328761332
2008-09-29,50.92,52.34563421616145,-0.0272350165875207
2008-09-30,52.28,50.39563421616144,0.03739144894488233
2008-10-01,50.33,45.855634216161434,0.09757504961651176
2008-10-02,45.79,45.75563421616144,0.0007510721778263285
2008-10-03,45.69,44.50563421616144,0.026611592098343184
2008-10-06,44.44,39.73563421616144,0.11839161187781366
2008-10-07,39.67,38.13563421616144,0.04023443730190568
2008-10-08,38.07,33.73563421616144,0.12848034087831461
2008-10-09,33.67,30.265634216161445,0.11248288271523066
2008-10-10,30.2,35.99563421616145,-0.16100936522905618
2008-10-13,35.93,34.53563421616144,0.040374697482348454
2008-10-14,34.47,27.965634216161444,0.23258424012710788
2008-10-15,27.9,30.065634216161445,-0.07203021897330653
2008-10-16,30.0,30.075634216161447,-0.0025148003735463442
2008-10-17,30.01,32.905634216161445,-0.08799812813634411
2008-10-20,32.84,32.34563421616145,0.015283848835202063
2008-10-21,32.28,27.77563421616145,0.1621696825636354
2008-10-22,27.71,25.755634216161447,0.07588109721686465
2008-10-23,25.69,24.40563421616145,0.0526257901131717
2008-10-24,24.34,21.675634216161445,0.12291985356774449
2008-10-27,21.61,23.815634216161445,-0.09261286918257616
2008-10-28,23.75,25.115634216161446,-0.05437386945549183
2008-10-29,25.05,26.845634216161443,-0.0668873829429012
2008-10-30,26.78,27.895634216161444,-0.03999314758418704
2008-10-31,27.83,25.815634216161445,0.0780289094186768
2008-11-03,25.75,29.27563421616145,-0.1204289611671382
2008-11-04,29.21,24.85563421616144,0.1751862674663638
2008-11-05,24.79,23.475634216161442,0.05598851011802286
2008-11-06,23.41,24.545634216161446,-0.046266240511875445
2008-11-07,24.48,24.935634216161446,-0.018272413374837537
2008-11-10,24.87,23.795634216161446,0.04514970158302689
2008-11-11,23.73,21.915634216161447,0.08278865060179585
2008-11-12,21.85,24.535634216161448,-0.10945852030971503
2008-11-13,24.47,22.33563421616144,0.09555877228210474
2008-11-14,22.27,21.885634216161446,0.01756246951960483
2008-11-17,21.82,22.455634216161446,-0.028306224177092054
2008-11-18,22.39,20.605634216161448,0.08659601374652359
2008-11-19,20.54,16.04563421616145,0.2800989804012697
2008-11-20,15.98,18.235634216161447,-0.12369376296012657
2008-11-21,18.17,19.865634216161446,-0.08535515139919281
2008-11-24,19.8,19.215634216161444,0.030410954812361668
2008-11-25,19.15,21.235634216161447,-0.09821388873679926
2008-11-26,21.17,20.145634216161444,0.050848028552845426
2008-11-28,20.08,17.955634216161446,0.11831193252569494
2008-12-01,17.89,18.65563421616145,-0.04104037457478538
2008-12-02,18.59,18.575634216161443,0.0007733670716909558
2008-12-03,18.51,15.935634216161441,0.16154774569484753
2008-12-04,15.87,16.025634216161443,-0.00971157921503607
2008-12-05,15.96,17.065634216161445,-0.06478717416282076
2008-12-08,17.0,17.015634216161445,-0.000918814777212118
2008-12-09,16.95,18.195634216161444,-0.06845786199939474
2008-12-10,18.13,18.855634216161448,-0.03848368120863832
2008-12-11,18.79,18.245634216161445,0.02983539938317792
2008-12-12,18.18,17.175634216161445,0.0584761978042998
2008-12-15,17.11,17.90563421616145,-0.04443485254732382
2008-12-16,17.84,17.855634216161448,-0.0008755900783012915
2008-12-17,17.79,16.125634216161444,0.10321242324661517
2008-12-18,16.06,16.305634216161447,-0.015064376699802762
2008-12-19,16.24,15.135634216161447,0.07296461899557127
2008-12-22,15.07,14.915634216161445,0.010349260487448442
2008-12-23,14.85,14.515634216161446,0.023034872528427064
2008-12-24,14.45,14.495634216161445,-0.003148135188908663
2008-12-26,14.43,14.865634216161446,-0.02930478510549106
2008-12-29,14.8,15.915634216161445,-0.07009674895824003
2008-12-30,15.85,16.245634216161445,-0.024353263830590333
2008-12-31,16.18,18.310665607312117,-0.11636199650007617
2009-01-02,18.05,19.70066560731212,-0.08378730141480384
2009-01-05,19.44,20.34066560731212,-0.044279062676707226
2009-01-06,20.08,19.720665607312117,0.018221210168212876
2009-01-07,19.46,20.170665607312117,-0.03523263045194158
2009-01-08,19.91,19.570665607312115,0.017338929574326922
2009-01-09,19.31,18.310665607312117,0.0545766284044209
2009-01-12,18.05,18.770665607312118,-0.03839318340588738
2009-01-13,18.51,17.58066560731212,0.05286116085965231
2009-01-14,17.32,17.190665607312116,0.007523524431356066
2009-01-15,16.93,16.370665607312116,0.034166869332304506
2009-01-16,16.11,14.910665607312119,0.08043466497563556
2009-01-20,14.65,16.040665607312118,-0.08669625322020202
2009-01-21,15.78,15.290665607312118,0.03200216427817759
2009-01-22,15.03,16.140665607312123,-0.06881163604609741
2009-01-23,15.88,16.270665607312118,-0.02401042567899314
2009-01-26,16.01,15.820665607312117,0.011967536473331153
2009-01-27,15.56,16.520665607312118,-0.05814932825024455
2009-01-28,16.26,15.510665607312118,0.04831091145015898
2009-01-29,15.25,14.90066560731212,0.02344421396292873
2009-01-30,14.64,14.68066560731212,-0.0027700111425373874
2009-02-02,14.42,15.020665607312116,-0.039989280303245
2009-02-03,14.76,14.550665607312121,0.01438658535199111
2009-02-04,14.29,14.640665607312123,-0.02395147985191237
2009-02-05,14.38,16.09066560731212,-0.10631416058604415
2009-02-06,15.83,17.40066560731212,-0.09026468542973975
2009-02-09,17.14,16.71066560731212,0.025692237686810948
2009-02-10,16.45,16.63066560731212,-0.010863402077706863
2009-02-11,16.37,16.310665607312117,0.0036377664846052316
2009-02-12,16.05,17.490665607312124,-0.08236768340650458
2009-02-13,17.23,15.880665607312114,0.08496711825898506
2009-02-17,15.62,15.370665607312116,0.016221444084325798
2009-02-18,15.11,15.68066560731212,-0.03639294540188465
2009-02-19,15.42,15.340665607312118,0.0051715091586421735
2009-02-20,15.08,14.070665607312117,0.07173323713722257
2009-02-23,13.81,14.860665607312118,-0.07070111360255238
2009-02-24,14.6,15.030665607312114,-0.028652464139885092
2009-02-25,14.77,15.300665607312121,-0.034682517802265944
2009-02-26,15.04,14.85066560731212,0.012749219307359283
2009-02-27,14.59,12.970665607312117,0.12484589779070365
2009-03-02,12.71,13.25066560731212,-0.04080290178130852
2009-03-03,12.99,14.060665607312119,-0.07614615390293678
2009-03-04,13.8,13.290665607312118,0.03832271518498387
2009-03-05,13.03,12.950665607312121,0.0061258930693943725
2009-03-06,12.69,12.360665607312118,0.026643742590452435
2009-03-09,12.1,14.110665607312118,-0.1424926125575675
2009-03-10,13.85,14.75066560731212,-0.061059319714064086
2009-03-11,14.49,15.980665607312119,-0.09327931914363119
2009-03-12,15.72,15.68066560731212,0.0025084644793100797
2009-03-13,15.42,15.890665607312123,-0.02961899891062747
2009-03-16,15.63,16.33066560731212,-0.04290490198993446
2009-03-17,16.07,16.520665607312118,-0.027278901348420925
2009-03-18,16.26,17.85066560731212,-0.08910959637608906
2009-03-19,17.59,16.91066560731212,0.04017194878444874
2009-03-20,16.65,19.000665607312122,-0.12371490851391564
2009-03-23,18.74,18.54066560731212,0.010751199385703902
2009-03-24,18.28,18.90066560731212,-0.03283829364570112
2009-03-25,18.64,18.71066560731212,-0.0037767553969059176
2009-03-26,18.45,18.420665607312117,0.0015924719178572744
2009-03-27,18.16,17.070665607312115,0.06381323480563506
2009-03-30,16.81,16.730665607312115,0.004741855138937767
2009-03-31,16.47,16.95066560731212,-0.028356739401712572
2009-04-01,16.69,17.71066560731212,-0.05762999708439642
2009-04-02,17.45,18.110665607312118,-0.03647936644831962
2009-04-03,17.85,17.58066560731212,0.015319920115872021
2009-04-06,17.32,16.76066560731212,0.0333718484571317
2009-04-07,16.5,17.43066560731212,-0.05339243080434675
2009-04-08,17.17,19.14066560731212,-0.10295700513984651
2009-04-09,18.88,20.33066560731212,-0.07135357175863322
2009-04-13,20.07,20.810665607312117,-0.035590673613624
2009-04-14,20.55,20.88066560731212,-0.015835970630951768
2009-04-15,20.62,21.39066560731212,-0.03602812654173215
2009-04-16,21.13,22.310665607312117,-0.052919335894898833
2009-04-17,22.05,20.530665607312116,0.07400317270506629
2009-04-20,20.27,21.63066560731212,-0.06290447238258612
2009-04-21,21.37,21.51066560731212,-0.006539342383914959
2009-04-22,21.25,21.83066560731212,-0.02659862130441082
2009-04-23,21.57,22.770665607312118,-0.052728612681684606
2009-04-24,22.51,22.770665607312118,-0.01144743029507278
2009-04-27,22.51,22.54066560731212,-0.0013604570444526454
2009-04-28,22.28,23.610665607312118,-0.05635866558967384
2009-04-29,23.35,23.38066560731212,-0.0013115797397371676
2009-04-30,23.12,25.02066560731212,-0.07596383074464108
2009-05-01,24.76,26.990665607312117,-0.0826458168822557
2009-05-04,26.73,25.72066560731212,0.039242156797098415
2009-05-05,25.46,28.800665607312116,-0.11599265283868865
2009-05-06,28.54,27.68066560731212,0.03104457114141357
2009-05-07,27.42,30.13066560731212,-0.08996368160729562
2009-05-08,29.87,27.91066560731212,0.07020020304261654
2009-05-11,27.65,27.38066560731212,0.009836663452620797
2009-05-12,27.12,25.40066560731212,0.06768855664132412
2009-05-13,25.14,26.02066560731212,-0.03384485318717767
2009-05-14,25.76,24.65066560731212,0.045002208474193006
2009-05-15,24.39,26.51066560731212,-0.07999292204595576
2009-05-18,26.25,26.51066560731212,-0.009832480676766675
2009-05-19,26.25,26.320665607312115,-0.002684795603819512
2009-05-20,26.06,25.02066560731212,0.041539038529180505
2009-05-21,24.76,24.95066560731212,-0.007641704246007852
2009-05-22,24.69,25.870665607312116,-0.04563723350737481
2009-05-26,25.61,25.420665607312117,0.007448050165665965
2009-05-27,25.16,27.16066560731212,-0.07366040421238806
2009-05-28,26.9,28.38066560731212,-0.05217163077847753
2009-05-29,28.12,29.84066560731212,-0.0576617703490665
2009-06-01,29.58,29.620665607312116,-0.0013728795919454306
2009-06-02,29.36,27.23066560731212,0.0781961933429971
2009-06-03,26.97,27.920665607312117,-0.034048816051976516
2009-06-04,27.66,27.860665607312118,-0.007202469967532044
2009-06-05,27.6,28.01066560731212,-0.014661044227557207
2009-06-08,27.75,28.170665607312117,-0.014932753566281654
2009-06-09,27.91,28.91066560731212,-0.03461233376304662
2009-06-10,28.65,29.97066560731212,-0.0440652745126191
2009-06-11,29.71,29.540665607312118,0.005732247029869519
2009-06-12,29.28,28.290665607312118,0.034970346983712375
2009-06-15,28.03,27.560665607312117,0.01702913853297372
2009-06-16,27.3,27.28066560731212,0.0007087214427312638
2009-06-17,27.02,26.89066560731212,0.004809638949685002
2009-06-18,26.63,26.22066560731212,0.015611136605690357
2009-06-19,25.96,23.97066560731212,0.08299036936550674
2009-06-22,23.71,23.93066560731212,-0.00922103926957607
2009-06-23,23.67,24.13066560731212,-0.019090464175697153
2009-06-24,23.87,25.01066560731212,-0.045607167167059925
2009-06-25,24.75,25.70066560731212,-0.03698992165563397
2009-06-26,25.44,25.860665607312118,-0.016266619494634038
2009-06-29,25.6,25.76066560731212,-0.0062368577645181
2009-06-30,25.5,25.43066560731212,0.0027264088859690894
2009-07-01,25.17,24.21066560731212,0.03962445346393717
2009-07-02,23.95,23.46066560731212,0.020857651734116356
2009-07-06,23.2,23.14066560731212,0.0025640745903665607
2009-07-07,22.88,22.55066560731212,0.014604198316039652
2009-07-08,22.29,23.46066560731212,-0.04989907903325863
2009-07-09,23.2,23.34066560731212,-0.006026632216865835
2009-07-10,23.08,23.870665607312116,-0.033122897380369665
2009-07-13,23.61,24.46066560731212,-0.03477687896840498
2009-07-14,24.2,25.20066560731212,-0.03970790386670475
2009-07-15,24.94,25.810665607312117,-0.03373278398002477
2009-07-16,25.55,25.96066560731212,-0.01581876264360682
2009-07-17,25.7,26.63066560731212,-0.03494714030191515
2009-07-20,26.37,27.000665607312115,-0.023357409646276306
2009-07-21,26.74,27.01066560731212,-0.010020693723254648
2009-07-22,26.75,28.300665607312116,-0.05479254901027719
2009-07-23,28.04,28.870665607312116,-0.028771959005397307
2009-07-24,28.61,28.820665607312115,-0.007309533033777904
2009-07-27,28.56,27.90066560731212,0.023631493311581764
2009-07-28,27.64,27.09066560731212,0.02027762627359042
2009-07-29,26.83,27.97066560731212,-0.04078078167056309
2009-07-30,27.71,28.810665607312117,-0.03820340780439202
2009-07-31,28.55,30.43066560731212,-0.06180165861571618
2009-08-03,30.17,30.79066560731212,-0.020157589810748555
2009-08-04,30.53,30.14066560731212,0.012917246014415573
2009-08-05,29.88,29.68066560731212,0.006715967738903261
2009-08-06,29.42,30.170665607312117,-0.024880644566561583
2009-08-07,29.91,30.880665607312114,-0.031432794216788906
2009-08-10,30.62,29.76066560731212,0.028874837815345833
2009-08-11,29.5,29.610665607312118,-0.003737356288431082
2009-08-12,29.35,29.860665607312118,-0.01710161501514107
2009-08-13,29.6,28.93066560731212,0.023135810346468944
2009-08-14,28.67,27.97066560731212,0.02500242227003202
2009-08-17,27.71,29.040665607312118,-0.045820768205019013
2009-08-18,28.78,29.47066560731212,-0.023435697602322003
2009-08-19,29.21,29.990665607312117,-0.026030286140824366
2009-08-20,29.73,31.130665607312114,-0.04499311466643097
2009-08-21,30.87,31.75066560731211,-0.02773691796588018
2009-08-24,31.49,30.66066560731212,0.027048805897093686
2009-08-25,30.4,30.27066560731212,0.004272598242987868
2009-08-26,30.01,30.060665607312117,-0.0016854452916634788
2009-08-27,29.8,29.91066560731212,-0.0036998711016669183
2009-08-28,29.65,29.22066560731212,0.014692834121493803
2009-08-31,28.96,28.800665607312116,0.005532316331169573
2009-09-01,28.54,28.550665607312116,-0.00037356772899144186
2009-09-02,28.29,28.740665607312117,-0.015680416503557226
2009-09-03,28.48,29.16066560731212,-0.023341909148378304
2009-09-04,28.9,30.320665607312115,-0.0468546972454823
2009-09-08,30.06,30.66066560731212,-0.01959075562824275
2009-09-09,30.4,33.14066560731212,-0.08269796508575333
2009-09-10,32.88,33.39066560731212,-0.01529366360400708
2009-09-11,33.13,34.41066560731212,-0.037217112331589974
2009-09-14,34.15,35.70066560731211,-0.04343520158331471
2009-09-15,35.44,36.31066560731212,-0.023978233192640475
2009-09-16,36.05,35.930665607312115,0.003321240802831138
2009-09-17,35.67,35.56066560731212,0.0030745879139395527
2009-09-18,35.3,35.39066560731212,-0.0025618508653703076
2009-09-21,35.13,36.41066560731212,-0.03517281505161307
2009-09-22,36.15,35.95066560731211,0.005544664871165672
2009-09-23,35.69,35.70066560731211,-0.00029875093729148094
2009-09-24,35.44,34.88066560731212,0.01603565708822452
2009-09-25,34.62,36.240665607312124,-0.044719532054762534
2009-09-28,35.98,36.62066560731212,-0.017494646716202822
2009-09-29,36.36,36.55066560731211,-0.005216474286968142
2009-09-30,36.29,35.11066560731212,0.03358906395788375
2009-10-01,34.85,34.65066560731212,0.005752685819859549
2009-10-02,34.39,36.37066560731212,-0.054457777283952624
2009-10-05,36.11,37.75066560731212,-0.04346057429499561
2009-10-06,37.49,38.01066560731212,-0.013697881870607276
2009-10-07,37.75,39.32066560731213,-0.03994504119025
2009-10-08,39.06,39.79066560731212,-0.01836273900323615
2009-10-09,39.53,40.460665607312116,-0.02300173744902312
2009-10-12,40.2,40.92066560731212,-0.01761128751491614
2009-10-13,40.66,42.10066560731212,-0.03421954466824173
2009-10-14,41.84,42.740665607312124,-0.021072802552659198
2009-10-15,42.48,42.98066560731211,-0.01164862386930876
2009-10-16,42.72,43.90066560731212,-0.0268940252039247
2009-10-19,43.64,43.95066560731211,-0.0070685074507819134
2009-10-20,43.69,43.710665607312116,-0.0004727818033651854
2009-10-21,43.45,44.72066560731213,-0.028413387637601817
2009-10-22,44.46,43.00066560731212,0.03393748380582573
2009-10-23,42.74,45.58066560731211,-0.06232172280644377
2009-10-26,45.32,45.81066560731212,-0.010710728621978305
2009-10-27,45.55,42.20066560731211,0.07936686174228358
2009-10-28,41.94,44.36066560731212,-0.0545678378395007
2009-10-29,44.1,41.37066560731212,0.06597269714233178
2009-10-30,41.11,41.80066560731211,-0.016522837550014935
2009-11-02,41.54,42.80066560731211,-0.02945434584776041
2009-11-03,42.54,41.48066560731211,0.025538027830034338
2009-11-04,41.22,43.05066560731211,-0.042523514595815604
2009-11-05,42.79,42.64066560731212,0.0035021590437431804
2009-11-06,42.38,44.15066560731212,-0.04010507164401311
2009-11-09,43.89,44.40066560731212,-0.0115013052243077
2009-11-10,44.14,44.10066560731212,0.0008919228802151125
2009-11-11,43.84,42.960665607312116,0.020468360539977803
2009-11-12,42.7,43.05066560731211,-0.008145416624001034
2009-11-13,42.79,44.710665607312116,-0.042957660800245545
2009-11-16,44.45,43.85066560731212,0.013667623612717561
2009-11-17,43.59,43.02066560731212,0.013233974524818004
2009-11-18,42.76,41.57066560731213,0.028609943461638254
2009-11-19,41.31,41.17066560731212,0.0033843123649459628
2009-11-20,40.91,41.33066560731211,-0.010178050634579994
2009-11-23,41.07,41.990665607312124,-0.02192548258039051
2009-11-24,41.73,43.37066560731212,-0.03782892386681547
2009-11-25,43.11,41.51066560731212,0.03852827627042821
2009-11-27,41.25,41.61066560731212,-0.008667624082628
2009-11-30,41.35,42.87066560731212,-0.035471005307945336
2009-12-01,42.61,42.55066560731211,0.0013944409997124207
2009-12-02,42.29,41.25066560731212,0.025195578723065326
2009-12-03,40.99,41.05066560731211,-0.0014778227445185754
2009-12-04,40.79,41.17066560731212,-0.009246039666759964
2009-12-07,40.91,40.210665607312116,0.017391763655877135
2009-12-08,39.95,40.12066560731212,-0.004253807974736401
2009-12-09,39.86,40.65066560731212,-0.01945024996515432
2009-12-10,40.39,41.00066560731212,-0.014894041310471229
2009-12-11,40.74,43.29066560731212,-0.0589195285295242
2009-12-14,43.03,43.67066560731212,-0.014670387968733989
2009-12-15,43.41,44.23066560731211,-0.018554222416595212
2009-12-16,43.97,44.37066560731212,-0.00902996612352136
2009-12-17,44.11,45.11066560731212,-0.02218246159395887
2009-12-18,44.85,46.65066560731212,-0.03859892637908857
2009-12-21,46.39,48.14066560731212,-0.03636562945748323
2009-12-22,47.88,49.25066560731212,-0.027830397628344383
2009-12-23,48.99,49.710665607312116,-0.014497202934376063
2009-12-24,49.45,49.81066560731212,-0.007240730532602435
2009-12-28,49.55,49.78066560731212,-0.004633638471845725
2009-12-29,49.52,49.30066560731212,0.004448913417009814
2009-12-30,49.04,48.43066560731212,0.012581582042016759
2009-12-31,48.17,51.219700112107624,-0.05954154564420644
2010-01-04,50.98,51.23970011210762,-0.0050683378618420205
2010-01-05,51.0,52.12970011210762,-0.021670949759506453
2010-01-06,51.89,52.58970011210762,-0.013304888801724313
2010-01-07,52.35,53.48970011210762,-0.02130690786672862
2010-01-08,53.25,52.51970011210762,0.013905256243533337
2010-01-11,52.28,51.37970011210762,0.01752248234084619
2010-01-12,51.14,52.139700112107626,-0.01917349179143979
2010-01-13,51.9,52.76970011210762,-0.01648105087313312
2010-01-14,52.53,50.76970011210762,0.03467225301716104
2010-01-15,50.53,50.499700112107625,0.0006000013430795814
2010-01-19,50.26,49.76970011210762,0.009851373160536747
2010-01-20,49.53,48.36970011210762,0.023988155502372877
2010-01-21,48.13,46.76970011210762,0.029085067567927947
2010-01-22,46.53,47.15970011210762,-0.013352504587830327
2010-01-25,46.92,46.179700112107625,0.016030850917073902
2010-01-26,45.94,45.639700112107626,0.006579795378907516
2010-01-27,45.4,45.469700112107624,-0.0015328913965955149
2010-01-28,45.23,44.219700112107624,0.022847280405136505
2010-01-29,43.98,46.07970011210762,-0.04556670523026951
2010-02-01,45.84,47.01970011210762,-0.025089486094017954
2010-02-02,46.78,46.109700112107625,0.014537068908768935
2010-02-03,45.87,44.359700112107625,0.03404666587184946
2010-02-04,44.12,43.859700112107625,0.005934830544372938
2010-02-05,43.62,44.50970011210762,-0.019988903764049604
2010-02-08,44.27,46.54970011210762,-0.04897346506244549
2010-02-09,46.31,45.609700112107625,0.015354187512109485
2010-02-10,45.37,47.569700112107626,-0.04624162243872865
2010-02-11,47.33,47.33970011210762,-0.00020490438436771008
2010-02-12,47.1,49.039700112107624,-0.039553669938302116
2010-02-16,48.8,48.969700112107624,-0.0034654104827909205
2010-02-17,48.73,49.499700112107625,-0.015549591419026787
2010-02-18,49.26,49.72970011210762,-0.0094450622273764
2010-02-19,49.49,48.25970011210762,0.025493318131575293
2010-02-22,48.02,46.41970011210762,0.03447458479971899
2010-02-23,46.18,46.539700112107624,-0.007728887621560876
2010-02-24,46.3,46.90970011210762,-0.012997314215408062
2010-02-25,46.67,46.889700112107626,-0.0046854663515089046
2010-02-26,46.65,47.389700112107626,-0.015608879363189776
2010-03-01,47.15,48.07970011210762,-0.01933664540211022
2010-03-02,47.84,48.23970011210762,-0.008285708890783394
2010-03-03,48.0,47.929700112107625,0.0014667291413872352
2010-03-04,47.69,49.219700112107624,-0.03107902138012686
2010-03-05,48.98,48.779700112107626,0.004106214007712827
2010-03-08,48.54,49.66970011210762,-0.02274425071135555
2010-03-09,49.43,51.209700112107626,-0.034753183639262275
2010-03-10,50.97,51.32970011210762,-0.0070076410211245
2010-03-11,51.09,53.01970011210762,-0.036395907710291775
2010-03-12,52.78,52.33970011210762,0.008412350222666287
2010-03-15,52.1,53.98970011210762,-0.035001122587896005
2010-03-16,53.75,53.529700112107626,0.004115470242332719
2010-03-17,53.29,53.30970011210762,-0.0003695408540320688
2010-03-18,53.07,53.26970011210762,-0.00374884994072322
2010-03-19,53.03,52.83970011210762,0.003601456622362109
2010-03-22,52.6,54.029700112107626,-0.026461374191252274
2010-03-23,53.79,54.139700112107626,-0.0064592177530259365
2010-03-24,53.9,53.59970011210763,0.005602641195086466
2010-03-25,53.36,53.07970011210762,0.005280736087437621
2010-03-26,52.84,54.65970011210762,-0.03329143973302806
2010-03-29,54.42,54.969700112107624,-0.01000005659457015
2010-03-30,54.73,56.55970011210762,-0.03234989061966298
2010-03-31,56.32,59.389700112107626,-0.05168741560090506
2010-04-01,59.15,61.639700112107626,-0.04039117821111182
2010-04-05,61.4,61.19970011210762,0.0032728900227527724
2010-04-06,60.96,59.819700112107626,0.019062280248067998
2010-04-07,59.58,60.44970011210762,-0.01438717000241041
2010-04-08,60.21,61.22970011210762,-0.01665368457203964
2010-04-09,60.99,61.07970011210762,-0.0014685748610910876
2010-04-12,60.84,62.25970011210762,-0.02280287424371208
2010-04-13,62.02,62.929700112107625,-0.01445581514749017
2010-04-14,62.69,62.62970011210762,0.0009628002015726889
2010-04-15,62.39,60.97970011210762,0.023127366735153254
2010-04-16,60.74,61.639700112107626,-0.014596114362517842
2010-04-19,61.4,63.539700112107624,-0.03367501118721683
2010-04-20,63.3,63.51970011210762,-0.0034587712429351436
2010-04-21,63.28,65.03970011210762,-0.02705578452967128
2010-04-22,64.8,66.32970011210762,-0.023062068869935892
2010-04-23,66.09,66.32970011210762,-0.0036137674631798733
2010-04-26,66.09,62.789700112107624,0.05256116659260779
2010-04-27,62.55,63.37970011210762,-0.01309094411365197
2010-04-28,63.14,64.15970011210763,-0.01589315583342632
2010-04-29,63.92,64.36970011210762,-0.0069862079724530846
2010-04-30,64.13,66.46970011210762,-0.03519949854086135
2010-05-03,66.23,64.36970011210762,0.028900241645563707
2010-05-04,64.13,63.09970011210763,0.016328126537239696
2010-05-05,62.86,61.66970011210762,0.019301210898197363
2010-05-06,61.43,58.73970011210762,0.04580036811147847
2010-05-07,58.5,64.12970011210763,-0.08778615995811812
2010-05-10,63.89,64.08970011210762,-0.0031159470516838317
2010-05-11,63.85,65.73970011210763,-0.028745189115330194
2010-05-12,65.5,65.05970011210762,0.006767628610855558
2010-05-13,64.82,63.149700112107624,0.02644984671229067
2010-05-14,62.91,61.16970011210762,0.02845035834249443
2010-05-17,60.93,60.75970011210762,0.002802842798403482
2010-05-18,60.52,59.76970011210762,0.012553181402702007
2010-05-19,59.53,56.639700112107626,0.05102957611307213
2010-05-20,56.4,59.68970011210762,-0.0551133630413454
2010-05-21,59.45,58.319700112107626,0.019381099109213595
2010-05-24,58.08,58.83970011210762,-0.012911352550406652
2010-05-25,58.6,60.23970011210762,-0.02721959287738973
2010-05-26,60.0,63.72970011210762,-0.058523735488267836
2010-05-27,63.49,63.93970011210762,-0.007033190823841018
2010-05-28,63.7,61.97970011210762,0.027755860140993516
2010-06-01,61.74,66.01970011210763,-0.06482459182396005
2010-06-02,65.78,67.74970011210762,-0.02907319307463041
2010-06-03,67.51,63.47970011210762,0.0634895861318614
2010-06-04,63.24,62.539700112107624,0.01119768541641597
2010-06-07,62.3,64.18970011210763,-0.02943930426232344
2010-06-08,63.95,64.79970011210763,-0.013112716735379837
2010-06-09,64.56,69.10970011210762,-0.06583301772004846
2010-06-10,68.87,70.33970011210762,-0.0208943187099917
2010-06-11,70.1,69.87970011210763,0.0031525591486361026
2010-06-14,69.64,71.26970011210763,-0.022866661562264246
2010-06-15,71.03,71.89970011210762,-0.012096018630836647
2010-06-16,71.66,71.75970011210762,-0.0013893607686746856
2010-06-17,71.52,71.88970011210762,-0.005142601951755199
2010-06-18,71.65,71.26970011210763,0.005336066902122072
2010-06-21,71.03,67.20970011210763,0.056841495818609644
2010-06-22,66.97,67.42970011210762,-0.006817472291042903
2010-06-23,67.19,65.20970011210763,0.030368179649467253
2010-06-24,64.97,65.47970011210762,-0.007784093562355432
2010-06-25,65.24,64.16970011210762,0.016679209751993662
2010-06-28,63.93,60.75970011210762,0.05217767503860071
2010-06-29,60.52,59.68970011210762,0.01391027072230111
2010-06-30,59.45,60.628091761351364,-0.01943145045680561
2010-07-01,58.92,58.96809176135136,-0.0008155556660369712
2010-07-02,57.26,58.66809176135136,-0.024000981096831464
2010-07-06,56.96,60.91809176135136,-0.06497399453773633
2010-07-07,59.21,62.06809176135136,-0.04604768215431165
2010-07-08,60.36,62.57809176135137,-0.03544518055632495
2010-07-09,60.87,62.39809176135136,-0.02448939892578328
2010-07-12,60.69,63.978091761351365,-0.05139402678054983
2010-07-13,62.27,63.758091761351366,-0.02333965337170596
2010-07-14,62.05,63.158091761351365,-0.017544731489646526
2010-07-15,61.45,60.55809176135136,0.014728143055819709
2010-07-16,58.85,60.978091761351365,-0.03489928431476719
2010-07-19,59.27,62.23809176135136,-0.047689311759948394
2010-07-20,60.53,61.34809176135136,-0.013335243817098608
2010-07-21,59.64,61.298091761351365,-0.027049647284400402
2010-07-22,59.59,60.548091761351365,-0.01582364916020229
2010-07-23,58.84,61.89809176135136,-0.04940526717918636
2010-07-26,60.19,60.768091761351364,-0.009513080707250987
2010-07-27,59.06,61.018091761351364,-0.03209034738434102
2010-07-28,59.31,60.10809176135136,-0.013277609352831288
2010-07-29,58.4,59.628091761351364,-0.02059585884898918
2010-07-30,57.92,62.60809176135136,-0.0748799656635657
2010-08-02,60.9,63.17809176135136,-0.036058255288187846
2010-08-03,61.47,63.21809176135136,-0.027651764117626598
2010-08-04,61.51,63.09809176135136,-0.025168617893514433
2010-08-05,61.39,62.05809176135136,-0.010765586604250643
2010-08-06,60.35,62.20809176135136,-0.029868972166507746
2010-08-09,60.5,61.39809176135136,-0.014627356251431411
2010-08-10,59.69,59.34809176135136,0.005761065410889721
2010-08-11,57.64,58.17809176135136,-0.009249044529659578
2010-08-12,56.47,58.07809176135137,-0.02768844003964832
2010-08-13,56.37,57.548091761351365,-0.02047143050784106
2010-08-16,55.84,59.71809176135136,-0.06493998128488754
2010-08-17,58.01,60.28809176135136,-0.037786761776589683
