date,COO,dcf,Deviation
2005-02-01,76.95,79.49889531825355,-0.032062021843821786
2005-02-02,78.0,82.84889531825355,-0.05852697612475266
2005-02-03,81.35,82.91889531825355,-0.01892084201353539
2005-02-04,81.42,82.12889531825356,-0.008631497057236093
2005-02-07,80.63,82.95889531825355,-0.028072882471726013
2005-02-08,81.46,81.94889531825355,-0.005965856115020207
2005-02-09,80.45,82.61889531825355,-0.02625180728813692
2005-02-10,81.12,83.44889531825355,-0.02790804251358525
2005-02-11,81.95,83.89889531825355,-0.023229093909530096
2005-02-14,82.4,85.19889531825355,-0.0328513099588732
2005-02-15,83.7,84.87889531825356,-0.013889145397489977
2005-02-16,83.38,84.62889531825356,-0.014757315613739164
2005-02-17,83.13,83.09889531825355,0.0003743092086521127
2005-02-18,81.6,82.00889531825355,-0.0049859873940106825
2005-02-22,80.51,83.15889531825356,-0.03185342118983292
2005-02-23,81.66,83.99889531825355,-0.027844358064376684
2005-02-24,82.5,84.94889531825355,-0.02882786537810733
2005-02-25,83.45,83.84889531825355,-0.0047573115512079545
2005-02-28,82.35,84.84889531825355,-0.02945112377575021
2005-03-01,83.35,84.51889531825356,-0.013829988121024539
2005-03-02,83.02,84.33889531825355,-0.015638043553649728
2005-03-03,82.84,84.44889531825355,-0.019051703544377574
2005-03-04,82.95,85.39889531825355,-0.028675960141256174
2005-03-07,83.9,84.59889531825355,-0.008261281848000124
2005-03-08,83.1,83.86889531825355,-0.009167824559222604
2005-03-09,82.37,83.94889531825355,-0.018807815305584286
2005-03-10,82.45,84.49889531825355,-0.02424759886548411
2005-03-11,83.0,83.15889531825356,-0.0019107434946731283
2005-03-14,81.66,82.19889531825355,-0.006555992220662832
2005-03-15,80.7,81.79889531825356,-0.013434109519182336
2005-03-16,80.3,81.38889531825355,-0.01337891752917475
2005-03-17,79.89,80.69889531825355,-0.010023623186705244
2005-03-18,79.2,80.24889531825355,-0.013070526567297902
2005-03-21,78.75,78.52889531825355,0.002815583752329376
2005-03-22,77.03,78.06889531825355,-0.013307416660866211
2005-03-23,76.57,77.24889531825355,-0.008788414584527171
2005-03-24,75.75,76.98889531825355,-0.016091870303272415
2005-03-28,75.49,73.26889531825356,0.030314428409200955
2005-03-29,71.77,74.24889531825355,-0.03338629224890477
2005-03-30,72.75,74.39889531825355,-0.022162900553833853
2005-03-31,72.9,74.17889531825357,-0.017240689724033365
2005-04-01,72.68,73.80889531825355,-0.015294840999664161
2005-04-04,72.31,74.34889531825355,-0.02742334381063738
2005-04-05,72.85,75.99889531825355,-0.041433435381754036
2005-04-06,74.5,76.48889531825355,-0.026002406100626763
2005-04-07,74.99,76.32889531825354,-0.017541133179918567
2005-04-08,74.83,75.86889531825355,-0.013693297021073136
2005-04-11,74.37,74.98889531825355,-0.008253159559518108
2005-04-12,73.49,74.39889531825355,-0.01221651631204479
2005-04-13,72.9,72.16889531825355,0.010130467960225875
2005-04-14,70.67,71.71889531825354,-0.014625090272222585
2005-04-15,70.22,72.96889531825354,-0.03767215203497665
2005-04-18,71.47,72.93889531825356,-0.020138710791332115
2005-04-19,71.44,71.66889531825355,-0.0031937888429438566
2005-04-20,70.17,72.36889531825355,-0.030384536182064936
2005-04-21,70.87,72.84889531825355,-0.02716438333908
2005-04-22,71.35,70.58889531825355,0.010782215507339599
2005-04-25,69.09,67.72889531825355,0.020096366186850068
2005-04-26,66.23,69.19889531825355,-0.04290379643488906
2005-04-27,67.7,67.09889531825355,0.008958488495159012
2005-04-28,65.6,69.04889531825356,-0.0499485951564792
2005-04-29,67.55,62.949053910774,0.07308999585200326
2005-05-02,62.6,60.569053910774,0.0335310849038164
2005-05-03,60.22,59.099053910773996,0.018967242536883422
2005-05-04,58.75,63.049053910774,-0.06818585917019393
2005-05-05,62.7,62.709053910773996,-0.0001443796423220567
2005-05-06,62.36,61.489053910774,0.014164246054099605
2005-05-09,61.14,61.469053910774,-0.005353163744014067
2005-05-10,61.12,61.749053910774,-0.010187263948739589
2005-05-11,61.4,61.289053910774,0.0018102105049218054
2005-05-12,60.94,60.509053910774,0.007122010036076043
2005-05-13,60.16,61.639053910773995,-0.02399540254000354
2005-05-16,61.29,61.799053910774,-0.00823724440035889
2005-05-17,61.45,62.789053910774,-0.021326231681669472
2005-05-18,62.44,64.339053910774,-0.029516348086305766
2005-05-19,63.99,64.229053910774,-0.0037218968086636384
2005-05-20,63.88,65.899053910774,-0.03063858721716639
2005-05-23,65.55,65.629053910774,-0.0012045566111844597
2005-05-24,65.28,64.339053910774,0.014624804563196037
2005-05-25,63.99,64.99905391077401,-0.015524132276742986
2005-05-26,64.65,65.599053910774,-0.014467493876739068
2005-05-27,65.25,66.399053910774,-0.01730527534802051
2005-05-31,66.05,65.52905391077401,0.007949849084275096
2005-06-01,65.18,65.019053910774,0.0024753680582136894
2005-06-02,64.67,64.349053910774,0.004987580542691772
2005-06-03,64.0,64.409053910774,-0.0063508759395949355
2005-06-06,64.06,64.789053910774,-0.011252732780726138
2005-06-07,64.44,61.499053910774,0.04782099727083389
2005-06-08,61.15,61.909053910774,-0.012260790027061041
2005-06-09,61.56,62.249053910774,-0.011069307362673642
2005-06-10,61.9,63.499053910774,-0.025182326543335964
2005-06-13,63.15,64.079053910774,-0.014498558484768553
2005-06-14,63.73,63.899053910774,-0.002645640278337469
2005-06-15,63.55,64.35905391077401,-0.012570941640871025
2005-06-16,64.01,63.899053910774,0.0017362712346402631
2005-06-17,63.55,63.499053910774,0.000802312571421604
2005-06-20,63.15,62.959053910773996,0.003032861476867321
2005-06-21,62.61,61.849053910773996,0.012303277756257502
2005-06-22,61.5,62.199053910774,-0.011238979804689797
2005-06-23,61.85,62.599053910773996,-0.011965898268073927
2005-06-24,62.25,62.409053910774,-0.0025485710935692074
2005-06-27,62.06,62.349053910773996,-0.004636059292698391
2005-06-28,62.0,61.679053910774,0.005203485930414642
2005-06-29,61.33,61.209053910773996,0.001975950966376816
2005-06-30,60.86,61.359053910774,-0.008133337771141447
2005-07-01,61.01,61.909053910774,-0.014522171701569775
2005-07-05,61.56,62.059053910774,-0.008041597145382107
2005-07-06,61.71,62.739053910774,-0.01640212669189267
2005-07-07,62.39,64.429053910774,-0.03164804986268821
2005-07-08,64.08,65.429053910774,-0.02061857584879212
2005-07-11,65.08,64.66905391077398,0.006354601843920671
2005-07-12,64.32,64.83905391077398,-0.008005266571105008
2005-07-13,64.49,64.039053910774,0.007041735654844228
2005-07-14,63.69,63.849053910773996,-0.0024910926792472976
2005-07-15,63.5,63.499053910774,1.489926491382576e-05
2005-07-18,63.15,64.249053910774,-0.017106149334125798
2005-07-19,63.9,65.019053910774,-0.01721116877999629
2005-07-20,64.67,65.079053910774,-0.006285492584677366
2005-07-21,64.73,65.319053910774,-0.00901810230715605
2005-07-22,64.97,65.54905391077399,-0.008833901883041784
2005-07-25,65.2,66.79905391077399,-0.023938271834057834
2005-07-26,66.45,68.13905391077401,-0.02478833816779691
2005-07-27,67.79,69.069053910774,-0.01851848025059566
2005-07-28,68.72,69.04905391077399,-0.004765509331948303
2005-07-29,68.7,69.48764115779302,-0.011334981943111777
2005-08-01,69.28,70.15764115779301,-0.012509559091633204
2005-08-02,69.95,70.61764115779302,-0.009454311229416312
2005-08-03,70.41,69.51764115779301,0.012836437303467951
2005-08-04,69.31,68.45764115779302,0.012450894126520007
2005-08-05,68.25,68.20764115779302,0.0006210278128366831
2005-08-08,68.0,68.82764115779301,-0.012024836880513923
2005-08-09,68.62,67.807641157793,0.01198034363585343
2005-08-10,67.6,67.64764115779302,-0.0007042545309435821
2005-08-11,67.44,67.08764115779302,0.0052522168930968505
2005-08-12,66.88,67.307641157793,-0.006353530601235335
2005-08-15,67.1,67.72764115779302,-0.009267134467753513
2005-08-16,67.52,68.09764115779302,-0.008482542830735351
2005-08-17,67.89,67.94764115779302,-0.000848317275049415
2005-08-18,67.74,67.90764115779301,-0.0024686641287314792
2005-08-19,67.7,68.22764115779302,-0.00773353949864275
2005-08-22,68.02,67.68764115779301,0.0049101850281974
2005-08-23,67.48,67.62764115779301,-0.00218314812206033
2005-08-24,67.42,67.38764115779303,0.00048018956667750246
2005-08-25,67.18,67.20764115779302,-0.00041127998716861125
2005-08-26,67.0,68.61764115779302,-0.02357471242815079
2005-08-29,68.41,67.20764115779302,0.017890210420925534
2005-08-30,67.0,68.777641157793,-0.025846207108421337
2005-08-31,68.57,69.56764115779302,-0.014340591993484142
2005-09-01,69.36,69.417641157793,-0.0008303531614100024
2005-09-02,69.21,69.54764115779301,-0.004854818253676729
2005-09-06,69.34,69.807641157793,-0.006698996700603921
2005-09-07,69.6,73.85764115779303,-0.05764658999461958
2005-09-08,73.65,74.72764115779302,-0.014420917629629049
2005-09-09,74.52,74.95764115779302,-0.005838512939217888
2005-09-12,74.75,75.65764115779301,-0.011996688555224955
2005-09-13,75.45,75.75764115779302,-0.004060859777197168
2005-09-14,75.55,74.807641157793,0.009923569714504588
2005-09-15,74.6,74.67764115779302,-0.0010396841221721465
2005-09-16,74.47,74.54764115779301,-0.0010414971766667946
2005-09-19,74.34,74.807641157793,-0.006251248543001076
2005-09-20,74.6,74.417641157793,0.0024504786683621216
2005-09-21,74.21,73.69764115779302,0.006952174237299769
2005-09-22,73.49,73.81764115779302,-0.004438521099484283
2005-09-23,73.61,74.36764115779302,-0.010187779873042535
2005-09-26,74.16,74.917641157793,-0.010112987356305614
2005-09-27,74.71,75.10764115779303,-0.005294283666260169
2005-09-28,74.9,76.35764115779303,-0.01908965672185714
2005-09-29,76.15,76.81764115779302,-0.008691247840084015
2005-09-30,76.61,77.90764115779301,-0.016656147439566116
2005-10-03,77.7,78.36764115779302,-0.008519347372580977
2005-10-04,78.16,75.62764115779301,0.03348456732801375
2005-10-05,75.42,72.73764115779302,0.036877176651742394
2005-10-06,72.53,72.28764115779302,0.0033527009364981986
2005-10-07,72.08,73.277641157793,-0.01634388251136587
2005-10-10,73.07,70.557641157793,0.035607183020594846
2005-10-11,70.35,69.777641157793,0.008202610932529053
2005-10-12,69.57,70.83764115779302,-0.01789502215311367
2005-10-13,70.63,71.79764115779301,-0.016262945954266583
2005-10-14,71.59,71.24764115779303,0.004805195465331202
2005-10-17,71.04,70.40764115779301,0.008981395084516341
2005-10-18,70.2,70.65764115779301,-0.006476881343533636
2005-10-19,70.45,69.63764115779303,0.011665513488118284
2005-10-20,69.43,69.62764115779301,-0.0028385444990890463
2005-10-21,69.42,69.70764115779302,-0.004126393506013293
2005-10-24,69.5,68.86764115779302,0.00918223466893675
2005-10-25,68.66,68.24764115779303,0.006042096623582571
2005-10-26,68.04,67.85764115779303,0.0026873737297017364
2005-10-27,67.65,67.50764115779302,0.0021087811655904343
2005-10-28,67.3,69.04764115779301,-0.025310656939013576
2005-10-31,68.84,70.17037818324164,-0.018959256280014714
2005-11-01,69.5,71.76037818324163,-0.03149897255933776
2005-11-02,71.09,72.75037818324164,-0.022822949168175066
2005-11-03,72.08,73.41037818324163,-0.018122480992004197
2005-11-04,72.74,74.42037818324164,-0.022579543725297024
2005-11-07,73.75,74.47037818324164,-0.00967335202016939
2005-11-08,73.8,72.07037818324164,0.02399906675056873
2005-11-09,71.4,72.70037818324164,-0.01788681456324781
2005-11-10,72.03,72.68037818324163,-0.008948469992848596
2005-11-11,72.01,71.38037818324162,0.008820656779683578
2005-11-14,70.71,71.36037818324164,-0.009113995746653392
2005-11-15,70.69,71.04037818324163,-0.004932099071008111
2005-11-16,70.37,71.61037818324164,-0.01732120699136186
2005-11-17,70.94,73.27037818324162,-0.031805188413434826
2005-11-18,72.6,65.49037818324162,0.10855979174323438
2005-11-21,64.82,52.17037818324163,0.2424675123559239
2005-11-22,51.5,52.85037818324163,-0.025550965379275592
2005-11-23,52.18,53.27037818324163,-0.020468752436690107
2005-11-25,52.6,54.75037818324163,-0.03927604255160799
2005-11-28,54.08,55.07037818324163,-0.01798386384684414
2005-11-29,54.4,55.470378183241635,-0.019296392386324412
2005-11-30,54.8,53.49037818324163,0.02448331571468798
2005-12-01,52.82,54.14037818324163,-0.02438804876413536
2005-12-02,53.47,53.930378183241636,-0.008536527996844234
2005-12-05,53.26,52.96037818324163,0.005657471246177437
2005-12-06,52.29,51.120378183241634,0.02287975672961262
2005-12-07,50.45,50.82037818324163,-0.00728798557748167
2005-12-08,50.15,50.91037818324163,-0.01493562236966317
2005-12-09,50.24,50.42037818324163,-0.0035774857258326076
2005-12-12,49.75,46.67037818324163,0.06598664799044207
2005-12-13,46.0,48.09037818324163,-0.043467701070607934
2005-12-14,47.42,48.10037818324163,-0.014144965360764594
2005-12-15,47.43,49.64037818324163,-0.0445278272273083
2005-12-16,48.97,49.00037818324163,-0.0006199581384459529
2005-12-19,48.33,48.760378183241635,-0.008826391411983603
2005-12-20,48.09,50.21037818324163,-0.04222987876138584
2005-12-21,49.54,51.720378183241635,-0.042157042539726075
2005-12-22,51.05,51.940378183241634,-0.017142312289303185
2005-12-23,51.27,51.67037818324163,-0.0077486985255216245
2005-12-27,51.0,51.92037818324163,-0.017726723407009093
2005-12-28,51.25,52.040378183241636,-0.015187787076769488
2005-12-29,51.37,51.970378183241635,-0.011552315073112829
2005-12-30,51.3,51.970378183241635,-0.012899236193316899
2006-01-03,51.3,53.49037818324163,-0.04094901284373187
2006-01-04,52.82,54.06037818324163,-0.02294431198829716
2006-01-05,53.39,53.970378183241635,-0.010753643068260876
2006-01-06,53.3,54.71037818324163,-0.025778988010608295
2006-01-09,54.04,54.190378183241634,-0.00277499785539681
2006-01-10,53.52,54.57037818324163,-0.019248138242959678
2006-01-11,53.9,54.09037818324163,-0.003519631210502694
2006-01-12,53.42,53.50037818324163,-0.0015023853283117061
2006-01-13,52.83,53.550378183241634,-0.013452345392904741
2006-01-17,52.88,54.46037818324163,-0.02901886171124568
2006-01-18,53.79,54.120378183241634,-0.006104506182921243
2006-01-19,53.45,52.510378183241635,0.01789402113006
2006-01-20,51.84,52.74037818324163,-0.017071894708705848
2006-01-23,52.07,53.760378183241635,-0.03144282537373533
2006-01-24,53.09,54.63037818324163,-0.028196366828633024
2006-01-25,53.96,55.53037818324163,-0.028279623417287514
2006-01-26,54.86,56.370378183241634,-0.026793827395159342
2006-01-27,55.7,55.59037818324163,0.001971956664821084
2006-01-30,54.92,56.10037818324163,-0.02104046748822508
2006-01-31,55.43,56.03129465252219,-0.010731407443842156
2006-02-01,54.7,55.29129465252219,-0.010694172676515845
2006-02-02,53.96,54.21129465252219,-0.004635466725760984
2006-02-03,52.88,54.021294652522194,-0.02112675491883842
2006-02-06,52.69,53.65129465252219,-0.017917454904827768
2006-02-07,52.32,53.62129465252219,-0.02426824381908088
2006-02-08,52.29,54.74129465252219,-0.04477962510901723
2006-02-09,53.41,54.68129465252219,-0.023249168853823998
2006-02-10,53.35,54.38129465252219,-0.01896414307735428
2006-02-13,53.05,54.31129465252219,-0.023223431895553648
2006-02-14,52.98,55.35129465252219,-0.042840816414655314
2006-02-15,54.02,54.88129465252219,-0.01569377431737773
2006-02-16,53.55,56.32129465252219,-0.049205094975530494
2006-02-17,54.99,56.341294652522194,-0.02398408948278752
2006-02-21,55.01,56.17129465252219,-0.020674165687403323
2006-02-22,54.84,55.53129465252219,-0.012448740063559671
2006-02-23,54.2,56.411294652522194,-0.03919950191079902
2006-02-24,55.08,55.23129465252219,-0.00273929216169988
2006-02-27,53.9,53.80129465252219,0.001834627737404837
2006-02-28,52.47,54.23129465252219,-0.03247745907243016
2006-03-01,52.9,53.271294652522194,-0.006969882277952366
2006-03-02,51.94,53.43129465252219,-0.027910509416260165
2006-03-03,52.1,53.80129465252219,-0.03162181623156224
2006-03-06,52.47,54.10129465252219,-0.030152599175298
2006-03-07,52.77,51.75129465252219,0.0196846350283173
2006-03-08,50.42,51.62129465252219,-0.023271300354019586
2006-03-09,50.29,52.48129465252219,-0.04175382232909297
2006-03-10,51.15,53.63129465252219,-0.04626579814264287
2006-03-13,52.3,54.54129465252219,-0.04109353594925247
2006-03-14,53.21,54.98129465252219,-0.032216313997635804
2006-03-15,53.65,54.92129465252219,-0.023147572550236917
2006-03-16,53.59,55.32129465252219,-0.031295266377921904
2006-03-17,53.99,55.75129465252219,-0.03159199554915637
2006-03-20,54.42,56.521294652522194,-0.03717704389894805
2006-03-21,55.19,57.76129465252219,-0.04451587638383925
2006-03-22,56.43,57.63129465252219,-0.020844484923775997
2006-03-23,56.3,56.87129465252219,-0.010045395590389528
2006-03-24,55.54,56.271294652522194,-0.012995873953815518
2006-03-27,54.94,55.411294652522194,-0.008505389658870599
2006-03-28,54.08,55.61129465252219,-0.02753567709743554
2006-03-29,54.28,55.93129465252219,-0.029523626491769872
2006-03-30,54.6,55.36129465252219,-0.01375138817291921
2006-03-31,54.03,54.521294652522194,-0.009011059910688735
2006-04-03,53.19,54.33129465252219,-0.021006211241999306
2006-04-04,53.0,54.10129465252219,-0.020356160783129296
2006-04-05,52.77,54.411294652522194,-0.03016459474092137
2006-04-06,53.08,54.51129465252219,-0.026256845698599873
2006-04-07,53.18,53.73129465252219,-0.010260215319347621
2006-04-10,52.4,54.43129465252219,-0.03731850703698203
2006-04-11,53.1,55.74129465252219,-0.04738488169296007
2006-04-12,54.41,55.591294652522194,-0.021249633776402876
2006-04-13,54.26,55.43129465252219,-0.021130566404133133
2006-04-17,54.1,55.47129465252219,-0.024720797686661466
2006-04-18,54.14,54.591294652522194,-0.008266787871486048
2006-04-19,53.26,55.05129465252219,-0.03253864716222654
2006-04-20,53.72,54.23129465252219,-0.009428036999636902
2006-04-21,52.9,55.42129465252219,-0.04549324710528846
2006-04-24,54.09,54.30129465252219,-0.0038911531276422107
2006-04-25,52.97,54.38129465252219,-0.02595183990267025
2006-04-26,53.05,55.08129465252219,-0.03687812106335775
2006-04-27,53.75,56.15129465252219,-0.04276472461377756
2006-04-28,54.82,,
2006-05-01,54.4,,
2006-05-02,53.82,,
2006-05-03,53.14,,
2006-05-04,52.8,,
2006-05-05,53.65,,
2006-05-08,54.43,,
2006-05-09,54.61,,
2006-05-10,53.11,,
2006-05-11,54.1,,
2006-05-12,52.63,,
2006-05-15,52.65,,
2006-05-16,53.31,,
2006-05-17,52.56,,
2006-05-18,52.4,,
2006-05-19,51.79,,
2006-05-22,52.04,,
2006-05-23,52.37,,
2006-05-24,52.33,,
2006-05-25,51.78,,
2006-05-26,47.58,,
2006-05-30,46.95,,
2006-05-31,47.35,,
2006-06-01,48.2,,
2006-06-02,48.6,,
2006-06-05,48.4,,
2006-06-06,47.69,,
2006-06-07,46.28,,
2006-06-08,47.08,,
2006-06-09,47.02,,
2006-06-12,46.55,,
2006-06-13,45.71,,
2006-06-14,44.7,,
2006-06-15,45.42,,
2006-06-16,44.93,,
2006-06-19,45.06,,
2006-06-20,44.05,,
2006-06-21,43.97,,
2006-06-22,43.6,,
2006-06-23,44.09,,
2006-06-26,43.65,,
2006-06-27,43.49,,
2006-06-28,43.55,,
2006-06-29,44.79,,
2006-06-30,44.29,,
2006-07-03,44.83,,
2006-07-05,44.64,,
2006-07-06,43.77,,
2006-07-07,43.44,,
2006-07-10,44.65,,
2006-07-11,44.05,,
2006-07-12,43.93,,
2006-07-13,44.09,,
2006-07-14,43.12,,
2006-07-17,43.44,,
2006-07-18,43.49,,
2006-07-19,44.07,,
2006-07-20,43.27,,
2006-07-21,42.88,,
2006-07-24,42.85,,
2006-07-25,43.15,,
2006-07-26,44.0,,
2006-07-27,42.87,,
2006-07-28,44.09,,
2006-07-31,44.2,,
2006-08-01,43.24,,
2006-08-02,42.67,,
2006-08-03,42.57,,
2006-08-04,42.64,,
2006-08-07,42.62,,
2006-08-08,45.67,,
2006-08-09,45.93,,
2006-08-10,48.0,,
2006-08-11,48.11,,
2006-08-14,48.91,,
2006-08-15,48.94,,
2006-08-16,48.7,,
2006-08-17,48.47,,
2006-08-18,48.01,,
2006-08-21,47.8,,
2006-08-22,47.49,,
2006-08-23,46.89,,
2006-08-24,47.38,,
2006-08-25,47.72,,
2006-08-28,48.44,,
2006-08-29,49.11,,
2006-08-30,49.37,,
2006-08-31,49.98,,
2006-09-01,50.53,,
2006-09-05,50.86,,
2006-09-06,49.63,,
2006-09-07,49.49,,
2006-09-08,54.2,,
2006-09-11,54.95,,
2006-09-12,55.58,,
2006-09-13,56.7,,
2006-09-14,55.94,,
2006-09-15,55.95,,
2006-09-18,55.24,,
2006-09-19,55.16,,
2006-09-20,56.1,,
2006-09-21,55.22,,
2006-09-22,54.16,,
2006-09-25,54.64,,
2006-09-26,54.11,,
2006-09-27,53.49,,
2006-09-28,54.21,,
2006-09-29,53.5,,
2006-10-02,53.0,,
2006-10-03,52.32,,
2006-10-04,52.83,,
2006-10-05,53.62,,
2006-10-06,52.8,,
2006-10-09,52.86,,
2006-10-10,52.46,,
2006-10-11,53.84,,
2006-10-12,55.45,,
2006-10-13,56.0,,
2006-10-16,56.23,,
2006-10-17,56.02,,
2006-10-18,56.25,,
2006-10-19,57.76,,
2006-10-20,58.25,,
2006-10-23,58.55,,
2006-10-24,57.95,,
2006-10-25,58.55,,
2006-10-26,58.71,,
2006-10-27,57.85,,
2006-10-30,57.81,,
2006-10-31,57.63,57.80288570287372,-0.0029909528005644948
2006-11-01,57.63,56.96288570287372,0.011711385209767
2006-11-02,56.79,55.26288570287372,0.027633632911190364
2006-11-03,55.09,55.52288570287372,-0.007796527456989
2006-11-06,55.35,54.74288570287372,0.011090286698101748
2006-11-07,54.57,54.06288570287372,0.009380081927430783
2006-11-08,53.89,54.03288570287372,-0.002644421096801075
2006-11-09,53.86,53.59288570287372,0.004984137234318675
2006-11-10,53.42,53.84288570287372,-0.007854068320323204
2006-11-13,53.67,54.02288570287372,-0.0065321520367237484
2006-11-14,53.85,53.99288570287372,-0.002646380185345687
2006-11-15,53.82,54.19288570287372,-0.006880713179182929
2006-11-16,54.02,53.82288570287372,0.003662276642215856
2006-11-17,53.65,53.73288570287372,-0.0015425507450327336
2006-11-20,53.56,53.75288570287372,-0.0035883785651977806
2006-11-21,53.58,54.15288570287372,-0.010579042934425131
2006-11-22,53.98,53.97288570287372,0.00013181242828941286
2006-11-24,53.8,54.03288570287372,-0.004310073390386027
2006-11-27,53.86,53.77288570287372,0.0016200413272895453
2006-11-28,53.6,54.14288570287372,-0.010026907428853593
2006-11-29,53.97,54.14288570287372,-0.0031931379465528487
2006-11-30,53.97,54.30288570287372,-0.006130165985932301
2006-12-01,54.13,54.32288570287372,-0.003550726372099078
2006-12-04,54.15,53.32288570287372,0.01551143165310176
2006-12-05,53.15,53.90288570287372,-0.013967447068118255
2006-12-06,53.73,53.91288570287372,-0.0033922447387003674
2006-12-07,53.74,53.76288570287372,-0.0004256784689756765
2006-12-08,53.59,52.84288570287372,0.01413840836261615
2006-12-11,52.67,49.622885702873724,0.06140542320274234
2006-12-12,49.45,44.76288570287372,0.10470983323636296
2006-12-13,44.59,44.36288570287372,0.0051194662729430185
2006-12-14,44.19,45.01288570287372,-0.018281114174850233
2006-12-15,44.84,44.19288570287372,0.014642951842454677
2006-12-18,44.02,45.19288570287372,-0.025952883615022904
2006-12-19,45.02,45.67288570287372,-0.01429482050074704
2006-12-20,45.5,45.63288570287372,-0.0029120600379948236
2006-12-21,45.46,45.24288570287372,0.004798860500458524
2006-12-22,45.07,45.60288570287372,-0.011685350491759339
2006-12-26,45.43,45.17288570287372,0.0056917837575720664
2006-12-27,45.0,44.74288570287372,0.005746484454170142
2006-12-28,44.57,44.67288570287372,-0.00230309059410283
2006-12-29,44.5,43.96288570287372,0.012217448616917537
2007-01-03,43.79,45.78288570287372,-0.04352905397460849
2007-01-04,45.61,47.18288570287372,-0.03333593694922987
2007-01-05,47.01,46.92288570287372,0.0018565417668023887
2007-01-08,46.75,46.43288570287372,0.006829519473665835
2007-01-09,46.26,51.56288570287372,-0.10284307463765907
2007-01-10,51.39,51.61288570287372,-0.004318411959308599
2007-01-11,51.44,51.81288570287372,-0.007196775431734803
2007-01-12,51.64,51.65288570287372,-0.00024946724076246873
2007-01-16,51.48,50.82288570287372,0.012929495994540074
2007-01-17,50.65,50.36288570287372,0.005700910365227463
2007-01-18,50.19,50.25288570287372,-0.001251384910421649
2007-01-19,50.08,47.00288570287372,0.06546649745247768
2007-01-22,46.83,47.77288570287372,-0.019736837936440654
2007-01-23,47.6,47.78288570287372,-0.003827431101816492
2007-01-24,47.61,48.08288570287372,-0.009834802881754978
2007-01-25,47.91,47.34288570287372,0.011978870504124162
2007-01-26,47.17,46.91288570287372,0.005480675368271459
2007-01-29,46.74,46.85288570287372,-0.0024093649981263843
2007-01-30,46.68,47.872885702873724,-0.024917773085112338
2007-01-31,47.7,52.31021972406745,-0.08813229514970533
2007-02-01,48.3,52.370219724067454,-0.07772011928750666
2007-02-02,48.36,51.76021972406745,-0.06569175598932808
2007-02-05,47.75,51.22021972406745,-0.06775097300952915
2007-02-06,47.21,50.34021972406745,-0.06218128846527271
2007-02-07,46.33,50.67021972406745,-0.08565622465627332
2007-02-08,46.66,50.36021972406745,-0.07347505122776687
2007-02-09,46.35,50.06021972406745,-0.07411513062703734
2007-02-12,46.05,50.09021972406745,-0.08065885409015694
2007-02-13,46.08,50.15021972406745,-0.0811605561543357
2007-02-14,46.14,50.42021972406745,-0.08489093755425148
2007-02-15,46.41,50.66021972406745,-0.08389659080077538
2007-02-16,46.65,50.91021972406745,-0.08368103196485455
2007-02-20,46.9,51.42021972406745,-0.08790743696397985
2007-02-21,47.41,51.120219724067454,-0.0725783211436527
2007-02-22,47.11,51.19021972406745,-0.07970701720096551
2007-02-23,47.18,50.48021972406745,-0.06537649285417046
2007-02-26,46.47,50.01021972406745,-0.07078992541125984
2007-02-27,46.0,49.92021972406745,-0.07852969689909917
2007-02-28,45.91,49.98021972406745,-0.08143661125418156
2007-03-01,45.97,50.01021972406745,-0.080787881884132
2007-03-02,46.0,49.86021972406745,-0.0774208325881911
2007-03-05,45.85,49.32021972406745,-0.07036099481069502
2007-03-06,45.31,49.26021972406745,-0.08019086691441324
2007-03-07,45.25,49.72021972406745,-0.089907481279766
2007-03-08,45.71,51.83021972406745,-0.11808207174598395
2007-03-09,47.82,51.00021972406745,-0.062356980837999676
2007-03-12,46.99,50.15021972406745,-0.06301507234575154
2007-03-13,46.14,50.620219724067454,-0.08850652463559594
2007-03-14,46.61,50.84021972406745,-0.08320616525708857
2007-03-15,46.83,50.57021972406745,-0.07396091503014368
2007-03-16,46.56,50.60021972406745,-0.07984589288543664
2007-03-19,46.59,51.32021972406745,-0.09217068339731083
2007-03-20,47.31,51.27021972406745,-0.07724210556110467
2007-03-21,47.26,52.09021972406745,-0.09272795833179659
2007-03-22,48.08,52.64021972406745,-0.08662995230588844
2007-03-23,48.63,52.53021972406745,-0.07424716181570634
2007-03-26,48.52,52.620219724067454,-0.0779209920743088
2007-03-27,48.61,52.73021972406745,-0.07813773099426091
2007-03-28,48.72,52.61021972406745,-0.07394418317336549
2007-03-29,48.6,52.63021972406745,-0.07657615235500259
2007-03-30,48.62,52.86021972406745,-0.08021570372203468
2007-04-02,48.85,53.04021972406745,-0.07900079874982302
2007-04-03,49.03,52.76021972406745,-0.07070136825768081
2007-04-04,48.75,53.69021972406745,-0.09201340112700118
2007-04-05,49.68,53.95021972406745,-0.07915110903918132
2007-04-09,49.94,53.47021972406745,-0.06602216602596955
2007-04-10,49.46,54.54021972406745,-0.09314630101912946
2007-04-11,50.53,54.73021972406745,-0.07674406836376024
2007-04-12,50.72,54.370219724067454,-0.06713637985265775
2007-04-13,50.36,54.26021972406745,-0.07187991025287876
2007-04-16,50.25,54.38021972406745,-0.07595077300210884
2007-04-17,50.37,54.120219724067454,-0.06929424424342678
2007-04-18,50.11,53.89021972406745,-0.07014667491472848
