date,TDY,dcf,Deviation
2006-02-03,33.4,34.05140625623387,-0.0191300838306675
2006-02-06,33.78,33.05140625623387,0.022044258514074988
2006-02-07,32.78,34.12140625623387,-0.03931274831290976
2006-02-08,33.85,33.80140625623387,0.0014376249141163644
2006-02-09,33.53,34.22140625623386,-0.020203911290405108
2006-02-10,33.95,32.821406256233864,0.03438590458176316
2006-02-13,32.55,33.10140625623386,-0.016658091561593924
2006-02-14,32.83,33.27140625623386,-0.013266834976389363
2006-02-15,33.0,33.54140625623386,-0.016141429852340794
2006-02-16,33.27,33.33140625623386,-0.0018422941943043725
2006-02-17,33.06,33.15140625623386,-0.0027572361645041843
2006-02-21,32.88,33.62140625623387,-0.022051613504310175
2006-02-22,33.35,33.69140625623387,-0.01013333351648682
2006-02-23,33.42,34.06140625623386,-0.0188308800702105
2006-02-24,33.79,34.66140625623387,-0.025140533820007582
2006-02-27,34.39,33.40140625623386,0.029597368930585954
2006-02-28,33.13,35.27140625623386,-0.060712244946439786
2006-03-01,35.0,35.17140625623386,-0.004873454731525784
2006-03-02,34.9,35.22140625623386,-0.00912531015643303
2006-03-03,34.95,34.81140625623386,0.0039812739176925405
2006-03-06,34.54,33.86140625623386,0.020040329649369193
2006-03-07,33.59,33.72140625623386,-0.0038968201751540255
2006-03-08,33.45,33.72140625623386,-0.008048485705832276
2006-03-09,33.45,34.20140625623386,-0.021970039787381546
2006-03-10,33.93,34.16140625623387,-0.006773908969032516
2006-03-13,33.89,34.391406256233864,-0.014579405462461392
2006-03-14,34.12,35.11140625623386,-0.02823601678038301
2006-03-15,34.84,35.02140625623386,-0.005179867847298847
2006-03-16,34.75,35.72140625623386,-0.027193953375347246
2006-03-17,35.45,35.77140625623386,-0.008985004780958095
2006-03-20,35.5,34.63140625623386,0.025081099431525145
2006-03-21,34.36,35.80140625623387,-0.040261163092801255
2006-03-22,35.53,35.711406256233865,-0.005079784731305437
2006-03-23,35.44,35.52140625623386,-0.0022917520676585257
2006-03-24,35.25,35.67140625623386,-0.011813558826552106
2006-03-27,35.4,35.31140625623386,0.002508927090676183
2006-03-28,35.04,35.37140625623387,-0.00936932656375411
2006-03-29,35.1,35.17140625623386,-0.002030236030758692
2006-03-30,34.9,35.87140625623387,-0.02708023904318091
2006-03-31,35.6,35.36470588235294,0.006653359946773074
2006-04-03,35.1,36.27470588235294,-0.03238360873724999
2006-04-04,36.01,36.44470588235294,-0.011927819743043466
2006-04-05,36.18,36.08470588235294,0.002640845070422504
2006-04-06,35.82,35.99470588235294,-0.004853654949257158
2006-04-07,35.73,35.87470588235294,-0.0040336465148311795
2006-04-10,35.61,35.91470588235294,-0.008484153631971192
2006-04-11,35.65,36.254705882352944,-0.016679376308146754
2006-04-12,35.99,36.504705882352944,-0.014099713171549233
2006-04-13,36.24,36.80470588235294,-0.015343306482546892
2006-04-17,36.54,37.36470588235294,-0.022071788413098314
2006-04-18,37.1,38.51470588235294,-0.03673157693776252
2006-04-19,38.25,38.49470588235294,-0.006356871074708503
2006-04-20,38.23,38.79470588235294,-0.014556261466846743
2006-04-21,38.53,38.30470588235294,0.005881630271199922
2006-04-24,38.04,38.04470588235294,-0.00012369348753793474
2006-04-25,37.78,36.46470588235294,0.036070333924826725
2006-04-26,36.2,35.86470588235294,0.009348860095128808
2006-04-27,35.6,36.67470588235294,-0.029303735544613074
2006-04-28,36.41,36.824705882352944,-0.011261621034471925
2006-05-01,36.56,37.35470588235294,-0.021274585452655592
2006-05-02,37.09,37.11470588235294,-0.0006656628892939276
2006-05-03,36.85,37.06470588235294,-0.005792731312490029
2006-05-04,36.8,37.81470588235294,-0.02683363148479434
2006-05-05,37.55,37.87470588235294,-0.008573159178095091
2006-05-08,37.61,37.53470588235294,0.0020059866163080198
2006-05-09,37.27,37.04470588235294,0.0060816819105691255
2006-05-10,36.78,36.41470588235294,0.010031499878846661
2006-05-11,36.15,35.934705882352944,0.005991258655404286
2006-05-12,35.67,36.53470588235294,-0.023668067429840955
2006-05-15,36.27,35.894705882352945,0.010455416987594335
2006-05-16,35.63,35.24470588235294,0.010931971426664244
2006-05-17,34.98,34.69470588235294,0.00822298706363056
2006-05-18,34.43,34.45470588235294,-0.0007170539326993852
2006-05-19,34.19,34.46470588235294,-0.00797064345451437
2006-05-22,34.2,34.434705882352944,-0.006815968841285325
2006-05-23,34.17,34.33470588235294,-0.004797066936216177
2006-05-24,34.07,34.96470588235294,-0.02558882907133231
2006-05-25,34.7,35.80470588235294,-0.030853650522441933
2006-05-26,35.54,34.94470588235294,0.017035316298017023
2006-05-30,34.68,34.51470588235294,0.004789092458457489
2006-05-31,34.25,35.26470588235294,-0.028773978315262738
2006-06-01,35.0,35.29470588235294,-0.008349860835652811
2006-06-02,35.03,34.31470588235294,0.020845118710894006
2006-06-05,34.05,34.28470588235294,-0.006845789582046513
2006-06-06,34.02,34.51470588235294,-0.014333191308052773
2006-06-07,34.25,33.71470588235294,0.01587717002529887
2006-06-08,33.45,34.004705882352944,-0.016312621090506463
2006-06-09,33.74,32.59470588235294,0.03513742758658034
2006-06-12,32.33,32.26470588235294,0.0020237010027346347
2006-06-13,32.0,31.744705882352942,0.008042100581847844
2006-06-14,31.48,33.49470588235294,-0.06014997980365633
2006-06-15,33.23,33.91470588235294,-0.02018905558928119
2006-06-16,33.65,33.184705882352944,0.014021342220016164
2006-06-19,32.92,33.38470588235294,-0.013919723719913901
2006-06-20,33.12,33.91470588235294,-0.023432486341167347
2006-06-21,33.65,33.66470588235294,-0.0004368338284116424
2006-06-22,33.4,33.42470588235294,-0.0007391503290978818
2006-06-23,33.16,33.66470588235294,-0.0149921369910887
2006-06-26,33.4,32.92470588235294,0.014435789323232973
2006-06-27,32.66,32.324705882352944,0.010372688892123838
2006-06-28,32.06,33.31470588235294,-0.037662223006974305
2006-06-29,33.05,33.02470588235294,0.0007659150012468974
2006-06-30,32.76,33.00588235294118,-0.007449652468365819
2006-07-03,32.8,32.375882352941176,0.013099801958611046
2006-07-05,32.17,32.875882352941176,-0.021471130276082828
2006-07-06,32.67,32.15588235294118,0.01598829232598553
2006-07-07,31.95,31.685882352941178,0.008335499201722829
2006-07-10,31.48,31.805882352941175,-0.010245977436656117
2006-07-11,31.6,31.455882352941178,0.0045815801776531995
2006-07-12,31.25,30.525882352941178,0.02372143215015221
2006-07-13,30.32,30.275882352941178,0.0014571878217957135
2006-07-14,30.07,30.175882352941176,-0.0035088403282714786
2006-07-17,29.97,30.955882352941178,-0.03184798099762476
2006-07-18,30.75,32.81588235294117,-0.06295373474106858
2006-07-19,32.61,32.96588235294118,-0.010795474822454687
2006-07-20,32.76,32.43588235294118,0.009992564516421387
2006-07-21,32.23,33.71588235294118,-0.04407069455833368
2006-07-24,33.51,34.625882352941176,-0.032226827942375635
2006-07-25,34.42,34.205882352941174,0.006259673258813603
2006-07-26,34.0,36.955882352941174,-0.07998408276959801
2006-07-27,36.75,37.955882352941174,-0.031770631538163396
2006-07-28,37.75,38.36588235294118,-0.016052865597497856
2006-07-31,38.16,37.78588235294118,0.009900990099009688
2006-08-01,37.58,37.50588235294118,0.001976160602258359
2006-08-02,37.3,38.025882352941174,-0.019089165274426056
2006-08-03,37.82,38.03588235294118,-0.00567575509194107
2006-08-04,37.83,38.49588235294117,-0.01729749553046156
2006-08-07,38.29,38.36588235294118,-0.001977860231210382
2006-08-08,38.16,37.165882352941175,0.02674812446582875
2006-08-09,36.96,38.81588235294117,-0.04781244790640571
2006-08-10,38.61,38.305882352941175,0.007939189189189122
2006-08-11,38.1,38.31588235294117,-0.005634278520656344
2006-08-14,38.11,39.32588235294118,-0.030918120082568
2006-08-15,39.12,39.805882352941175,-0.017230678291709767
2006-08-16,39.6,39.61588235294118,-0.0004009087264466027
2006-08-17,39.41,39.65588235294118,-0.006200400504338899
2006-08-18,39.45,38.955882352941174,0.012684031710079369
2006-08-21,38.75,39.07588235294118,-0.008339731141519535
2006-08-22,38.87,38.015882352941176,0.022467389790644665
2006-08-23,37.81,38.205882352941174,-0.010361816782139988
2006-08-24,38.0,37.96588235294118,0.0008986396455021861
2006-08-25,37.76,38.485882352941175,-0.018861003270870924
2006-08-28,38.28,39.10588235294118,-0.0211191335740073
2006-08-29,38.9,38.445882352941176,0.011811866948193028
2006-08-30,38.24,38.54588235294118,-0.007935539006226344
2006-08-31,38.34,38.97588235294118,-0.016314764786670377
2006-09-01,38.77,39.42588235294118,-0.01663583194079732
2006-09-05,39.22,38.28588235294118,0.024398488154134368
2006-09-06,38.08,38.60588235294118,-0.01362181928995898
2006-09-07,38.4,39.07588235294118,-0.017296662602176882
2006-09-08,38.87,38.705882352941174,0.004240121580547207
2006-09-11,38.5,38.96588235294118,-0.011956160743938904
2006-09-12,38.76,40.265882352941176,-0.037398469000175294
2006-09-13,40.06,40.58588235294118,-0.012957272885384619
2006-09-14,40.38,41.00588235294118,-0.015263233395495623
2006-09-15,40.8,40.60588235294118,0.004780530204258948
2006-09-18,40.4,41.305882352941175,-0.021931073768157283
2006-09-19,41.1,42.025882352941174,-0.02203124125188949
2006-09-20,41.82,41.915882352941175,-0.002287494561937775
2006-09-21,41.71,41.25588235294118,0.011007342981393053
2006-09-22,41.05,41.235882352941175,-0.004507781629363383
2006-09-25,41.03,41.50588235294118,-0.011465419501133778
2006-09-26,41.3,41.14588235294118,0.0037456396180017837
2006-09-27,40.94,40.955882352941174,-0.00038779174147218765
2006-09-28,40.75,39.805882352941175,0.023718043446135706
2006-09-29,39.6,40.10411764705882,-0.012570221628995015
2006-10-02,39.31,40.42411764705882,-0.027560716520423023
2006-10-03,39.63,40.944117647058825,-0.03209539544572948
2006-10-04,40.15,41.07411764705882,-0.02249878268839678
2006-10-05,40.28,42.31411764705882,-0.04807184363444261
2006-10-06,41.52,43.31411764705882,-0.04142108265203559
2006-10-09,42.52,43.21411764705882,-0.01606228901230522
2006-10-10,42.42,43.654117647058825,-0.02827036058858401
2006-10-11,42.86,44.804117647058824,-0.043391495004398206
2006-10-12,44.01,44.41411764705882,-0.009098855689764873
2006-10-13,43.62,45.054117647058824,-0.031831000626697414
2006-10-16,44.26,44.57411764705882,-0.007047086148648574
2006-10-17,43.78,43.88411764705882,-0.002372558744286324
2006-10-18,43.09,44.624117647058824,-0.03437866624484254
2006-10-19,43.83,44.24411764705882,-0.009359835139267414
2006-10-20,43.45,43.88411764705882,-0.009892363577872154
2006-10-23,43.09,43.59411764705882,-0.011563891512616276
2006-10-24,42.8,43.49411764705882,-0.015958885582905036
2006-10-25,42.7,43.52411764705882,-0.018934735305645156
2006-10-26,42.73,42.584117647058825,0.0034257455831363526
2006-10-27,41.79,42.474117647058826,-0.016106694734509652
2006-10-30,41.68,42.514117647058825,-0.019619780280598853
2006-10-31,41.72,40.82411764705882,0.021944928747424486
2006-11-01,40.03,40.194117647058825,-0.004083126006146687
2006-11-02,39.4,40.07411764705882,-0.01682177142353869
2006-11-03,39.28,40.584117647058825,-0.03213369472265304
2006-11-06,39.79,40.50411764705883,-0.017630741972493813
2006-11-07,39.71,40.85411764705882,-0.02800495306110684
2006-11-08,40.06,40.154117647058825,-0.0023439102282382107
2006-11-09,39.36,39.874117647058824,-0.012893517835541268
2006-11-10,39.08,40.18411764705883,-0.02747646860773212
2006-11-13,39.39,40.49411764705882,-0.02726612434631026
2006-11-14,39.7,41.694117647058825,-0.04782731376975169
2006-11-15,40.9,42.21411764705882,-0.031129814391616883
2006-11-16,41.42,41.71411764705882,-0.007050793919395226
2006-11-17,40.92,42.25411764705883,-0.03157367190110261
2006-11-20,41.46,42.09411764705882,-0.015064281721632211
2006-11-21,41.3,42.32411764705882,-0.02419702297396842
2006-11-22,41.53,42.03411764705882,-0.011993058859749661
2006-11-24,41.24,40.85411764705882,0.009445372343489078
2006-11-27,40.06,40.724117647058826,-0.016307723418699682
2006-11-28,39.93,41.21411764705882,-0.031157227677551913
2006-11-29,40.42,40.99411764705882,-0.014004878748744343
2006-11-30,40.2,41.264117647058825,-0.025787965616045794
2006-12-01,40.47,42.45411764705882,-0.04673557612370449
2006-12-04,41.66,42.804117647058824,-0.026729149202248337
2006-12-05,42.01,42.724117647058826,-0.016714625986149256
2006-12-06,41.93,42.654117647058825,-0.016976500441306275
2006-12-07,41.86,42.52411764705882,-0.015617435088738585
2006-12-08,41.73,42.71411764705882,-0.023039634230313744
2006-12-11,41.92,42.14411764705882,-0.005317886802986838
2006-12-12,41.35,42.044117647058826,-0.016509268975166136
2006-12-13,41.25,41.82411764705882,-0.013726951800959064
2006-12-14,41.03,41.96411764705882,-0.02225991393207072
2006-12-15,41.17,41.17411764705882,-0.00010000571461221686
2006-12-18,40.38,41.27411764705882,-0.02166291366188744
2006-12-19,40.48,41.294117647058826,-0.019715099715099882
2006-12-20,40.5,40.794117647058826,-0.007209805335256059
2006-12-21,40.0,39.514117647058825,0.01229642421174848
2006-12-22,38.72,40.77411764705882,-0.050377979110162174
2006-12-26,39.98,41.25411764705883,-0.030884617578281093
2006-12-27,40.46,41.10411764705882,-0.01567039226068656
2006-12-28,40.31,40.92411764705882,-0.015006252605252124
2006-12-29,40.13,39.92025000209137,0.005254225559650605
2007-01-03,39.54,40.07025000209138,-0.01323300957852025
2007-01-04,39.69,39.72025000209138,-0.0007615763266795028
2007-01-05,39.34,40.120250002091375,-0.019447785147168828
2007-01-08,39.74,39.56025000209137,0.004543702274356853
2007-01-09,39.18,39.58025000209138,-0.01011236669981197
2007-01-10,39.2,40.46025000209138,-0.03114785504356088
2007-01-11,40.08,40.690250002091375,-0.014997450299764958
2007-01-12,40.31,40.52025000209137,-0.0051887636942150595
2007-01-16,40.14,40.410250002091374,-0.006687659741708818
2007-01-17,40.03,39.410250002091374,0.01572560432567016
2007-01-18,39.03,39.83025000209138,-0.020091513411273132
2007-01-19,39.45,39.400250002091376,0.001262682290238848
2007-01-22,39.02,39.98025000209138,-0.02401810899234369
2007-01-23,39.6,40.67025000209137,-0.026315304234331816
2007-01-24,40.29,39.21025000209138,0.02753744232314337
2007-01-25,38.83,38.18025000209137,0.01701796080101725
2007-01-26,37.8,37.58025000209138,0.005847486323172113
2007-01-29,37.2,37.88025000209137,-0.017957906879015106
2007-01-30,37.5,38.53025000209137,-0.02673873130943738
2007-01-31,38.15,39.22025000209138,-0.02728819938767124
2007-02-01,38.84,39.690250002091375,-0.02142213773021262
2007-02-02,39.31,38.050250002091374,0.03310753537333877
2007-02-05,37.67,38.17025000209137,-0.013105756500519705
2007-02-06,37.79,38.400250002091376,-0.01589182367453701
2007-02-07,38.02,37.92025000209137,0.0026305205768193396
2007-02-08,37.54,37.47025000209138,0.0018614767156537315
2007-02-09,37.09,37.81025000209137,-0.019049067436780476
2007-02-12,37.43,37.78025000209137,-0.00927071689763792
2007-02-13,37.4,37.54025000209137,-0.0037359900928618517
2007-02-14,37.16,37.52025000209137,-0.009601481921663546
2007-02-15,37.14,37.67025000209137,-0.014076094585566357
2007-02-16,37.29,38.18025000209137,-0.023317029145765278
2007-02-20,37.8,38.47025000209138,-0.017422553844982813
2007-02-21,38.09,38.56025000209137,-0.012195201070165917
2007-02-22,38.18,39.120250002091375,-0.02403486690501999
2007-02-23,38.74,39.20025000209138,-0.011740996602491616
2007-02-26,38.82,38.150250002091376,0.01755558608061314
2007-02-27,37.77,38.43025000209137,-0.01718047637096909
2007-02-28,38.05,37.52025000209137,0.014119042327252584
2007-03-01,37.14,37.150250002091376,-0.0002759066787113573
2007-03-02,36.77,36.48025000209138,0.007942653843984404
2007-03-05,36.1,37.150250002091376,-0.028270334709248224
2007-03-06,36.77,37.23025000209138,-0.012362259239879547
2007-03-07,36.85,37.190250002091375,-0.009148903330099656
2007-03-08,36.81,37.71025000209138,-0.023872819778215426
2007-03-09,37.33,38.160250002091374,-0.021756932987752275
2007-03-12,37.78,37.03025000209137,0.020246960197845887
2007-03-13,36.65,37.900250002091376,-0.03298790910409266
2007-03-14,37.52,38.33025000209138,-0.021138656858412652
2007-03-15,37.95,38.18025000209137,-0.006030604882858448
2007-03-16,37.8,38.38025000209137,-0.015118452903765789
2007-03-19,38.0,38.73025000209138,-0.018854771194400932
2007-03-20,38.35,39.31025000209137,-0.024427471258521183
2007-03-21,38.93,39.34025000209138,-0.010428251016950107
2007-03-22,38.96,39.43025000209137,-0.011926122762762725
2007-03-23,39.05,38.58025000209138,0.012175918971057742
2007-03-26,38.2,38.23025000209138,-0.0007912582860358786
2007-03-27,37.85,38.11025000209138,-0.006828871552327587
2007-03-28,37.73,38.17025000209137,-0.011533851679442875
2007-03-29,37.79,37.82025000209138,-0.000799836121911035
2007-03-30,37.44,37.91058823529412,-0.012413108242304016
2007-04-02,37.44,38.45058823529412,-0.026282776978857614
2007-04-03,37.98,38.18058823529412,-0.005253670636449104
2007-04-04,37.71,38.150588235294116,-0.011548661650425451
2007-04-05,37.68,38.02058823529412,-0.008957994894407184
2007-04-09,37.55,38.74058823529412,-0.03073232208202381
2007-04-10,38.27,38.540588235294116,-0.007020864176803587
2007-04-11,38.07,38.86058823529412,-0.020344216883883548
2007-04-12,38.39,39.300588235294114,-0.023169837302240537
2007-04-13,38.83,40.300588235294114,-0.036490490578155343
2007-04-16,39.83,40.57058823529412,-0.018254313469624472
2007-04-17,40.1,40.02058823529412,0.0019842728007641863
2007-04-18,39.55,40.34058823529412,-0.019597836072267172
2007-04-19,39.87,40.580588235294115,-0.01751054546508768
2007-04-20,40.11,41.34058823529412,-0.029767071244610865
2007-04-23,40.87,41.66058823529412,-0.01897688603984593
2007-04-24,41.19,46.28058823529412,-0.1099940262084218
2007-04-25,45.81,45.67058823529412,0.0030525502318392572
2007-04-26,45.2,45.650588235294116,-0.009870370847614773
2007-04-27,45.18,44.580588235294115,0.013445577737606795
2007-04-30,44.11,44.45058823529412,-0.007662176110949437
2007-05-01,43.98,45.78058823529412,-0.03933082349313233
2007-05-02,45.31,46.290588235294116,-0.021183317660812717
2007-05-03,45.82,46.400588235294116,-0.012512518857519472
2007-05-04,45.93,46.32058823529412,-0.008432281414692988
2007-05-07,45.85,46.080588235294115,-0.0050040210883744995
2007-05-08,45.61,46.27058823529412,-0.01427663361301812
2007-05-09,45.8,46.07058823529412,-0.005873340143003114
2007-05-10,45.6,46.970588235294116,-0.029179711959924748
2007-05-11,46.5,46.300588235294114,0.0043068948431606024
2007-05-14,45.83,46.57058823529412,-0.015902488316281493
2007-05-15,46.1,46.25058823529412,-0.0032559204334443592
2007-05-16,45.78,45.99058823529412,-0.004578941983014451
2007-05-17,45.52,46.18058823529412,-0.014304456927407672
2007-05-18,45.71,46.68058823529412,-0.020792116637473712
2007-05-21,46.21,46.66058823529412,-0.009656719992940266
2007-05-22,46.19,46.42058823529412,-0.004967369955015011
2007-05-23,45.95,45.56058823529412,0.008547118897912265
2007-05-24,45.09,46.23058823529412,-0.024671722312703537
2007-05-25,45.76,46.36058823529412,-0.012954715592605304
2007-05-29,45.89,46.48058823529412,-0.01270612652973413
2007-05-30,46.01,46.550588235294114,-0.011612919530934018
2007-05-31,46.08,46.60058823529412,-0.0111712803423335
2007-06-01,46.13,46.48058823529412,-0.007542680688965686
2007-06-04,46.01,45.98058823529412,0.0006396561208692475
2007-06-05,45.51,45.59058823529412,-0.001767650701899326
2007-06-06,45.12,44.93058823529412,0.004215652902516354
2007-06-07,44.46,45.98058823529412,-0.03307022144894911
2007-06-08,45.51,45.81058823529412,-0.0065615449806107895
2007-06-11,45.34,45.16058823529412,0.003972750836882755
2007-06-12,44.69,47.82058823529412,-0.06546528076757496
2007-06-13,47.35,47.35058823529412,-1.2422977539228164e-05
2007-06-14,46.88,47.89058823529412,-0.021102021765298296
2007-06-15,47.42,46.91058823529412,0.010859206500476448
2007-06-18,46.44,46.96058823529412,-0.011085641276164071
2007-06-19,46.49,46.34058823529412,0.003224209497454833
2007-06-20,45.87,46.45058823529412,-0.012499050224147212
2007-06-21,45.98,46.220588235294116,-0.005205217944638907
2007-06-22,45.75,46.220588235294116,-0.01018135539293663
2007-06-25,45.75,46.34058823529412,-0.012744513131672242
2007-06-26,45.87,46.830588235294115,-0.020511983118122856
2007-06-27,46.36,46.25058823529412,0.0023656296899243756
2007-06-28,45.78,46.42058823529412,-0.01379965785972248
2007-06-29,45.95,46.78294117647059,-0.017804378167003976
2007-07-02,46.43,47.41294117647059,-0.02073149549638964
2007-07-03,47.06,48.072941176470586,-0.02107092163868618
2007-07-05,47.72,48.03294117647059,-0.006515136670912081
2007-07-06,47.68,48.01294117647059,-0.006934404939844652
2007-07-09,47.66,46.55294117647059,0.02378064190042961
2007-07-10,46.2,47.02294117647059,-0.017500844393850246
2007-07-11,46.67,48.05294117647059,-0.028779532378504058
2007-07-12,47.7,48.88294117647059,-0.02419946811711049
2007-07-13,48.53,48.05294117647059,0.009927775737544442
2007-07-16,47.7,48.31294117647059,-0.012686894267764037
2007-07-17,47.96,47.502941176470586,0.009621695251068152
2007-07-18,47.15,47.76294117647059,-0.012832986440385774
2007-07-19,47.41,45.59294117647059,0.03985395055994201
2007-07-20,45.24,45.962941176470586,-0.01572878405876854
2007-07-23,45.61,44.65294117647059,0.021433276248188582
2007-07-24,44.3,45.80294117647059,-0.032813202337378944
2007-07-25,45.45,45.05294117647059,0.008813160987074076
2007-07-26,44.7,45.45294117647059,-0.016565290539666044
2007-07-27,45.1,46.34294117647059,-0.026820506962161872
2007-07-30,45.99,44.72294117647059,0.028331294637572446
2007-07-31,44.37,45.862941176470585,-0.03255223363730808
2007-08-01,45.51,46.03294117647059,-0.011360151298303034
2007-08-02,45.68,43.95294117647059,0.03929336188436827
2007-08-03,43.6,46.23294117647059,-0.05694946307700133
2007-08-06,45.88,46.862941176470585,-0.02097480763678805
2007-08-07,46.51,49.20294117647059,-0.054731304919600765
2007-08-08,48.85,49.002941176470586,-0.0031210611607945804
2007-08-09,48.65,50.612941176470585,-0.03878338485855737
2007-08-10,50.26,48.142941176470586,0.04397443886465546
2007-08-13,47.79,46.752941176470586,0.02218168092601913
2007-08-14,46.4,46.27294117647059,0.0027458557917217075
2007-08-15,45.92,46.76294117647059,-0.018025837452985694
2007-08-16,46.41,49.83294117647059,-0.06868832333915686
2007-08-17,49.48,48.212941176470586,0.0262804714379834
2007-08-20,47.86,49.53294117647059,-0.03377431536945108
2007-08-21,49.18,49.05294117647059,0.0025902386377263387
2007-08-22,48.7,48.432941176470585,0.005513991449669797
2007-08-23,48.08,50.48294117647059,-0.0475990724880857
2007-08-24,50.13,49.95294117647059,0.003544512482336337
2007-08-27,49.6,48.55294117647059,0.021565301671916615
2007-08-28,48.2,49.862941176470585,-0.03335024242924711
2007-08-29,49.51,50.572941176470586,-0.02101798218065931
2007-08-30,50.22,50.26294117647059,-0.0008543307547369539
2007-08-31,49.91,50.002941176470586,-0.0018587141932827622
2007-09-04,49.65,49.462941176470586,0.003781797424096567
2007-09-05,49.11,49.60294117647059,-0.009937740883486534
2007-09-06,49.25,48.33294117647059,0.018973784777158276
2007-09-07,47.98,47.97294117647059,0.0001471417710963152
2007-09-10,47.62,47.83294117647059,-0.0044517684096612165
2007-09-11,47.48,47.182941176470585,0.006295894578050465
2007-09-12,46.83,47.49294117647059,-0.013958730709207612
2007-09-13,47.14,47.92294117647059,-0.016337502608354093
2007-09-14,47.57,46.892941176470586,0.014438395343586263
2007-09-17,46.54,51.28294117647059,-0.09248574804143106
2007-09-18,50.93,52.20294117647059,-0.024384472364640253
2007-09-19,51.85,52.74294117647059,-0.01693006033703981
2007-09-20,52.39,53.30294117647059,-0.01712740716216965
2007-09-21,52.95,53.252941176470586,-0.0056887219706173164
2007-09-24,52.9,53.932941176470585,-0.019152324237069918
2007-09-25,53.58,54.322941176470586,-0.01367637982003056
2007-09-26,53.97,54.63294117647059,-0.012134458848356955
2007-09-27,54.28,53.74294117647059,0.009993104429583122
2007-09-28,53.39,56.050588235294114,-0.047467623785235946
2007-10-01,55.58,55.43058823529412,0.0026954749978775894
2007-10-02,54.96,55.290588235294116,-0.005979105049258471
2007-10-03,54.82,56.57058823529412,-0.03094520120619737
2007-10-04,56.1,56.17058823529412,-0.0012566760917372966
2007-10-05,55.7,56.35058823529412,-0.011545367238715576
2007-10-08,55.88,56.040588235294116,-0.00286557012249522
2007-10-09,55.57,55.540588235294116,0.0005295544329002588
2007-10-10,55.07,53.57058823529412,0.027989458658175037
2007-10-11,53.1,54.36058823529412,-0.0231893781177972
2007-10-12,53.89,53.96058823529412,-0.0013081442883150496
2007-10-15,53.49,53.800588235294114,-0.005772952405943443
2007-10-16,53.33,52.940588235294115,0.007355637284858663
2007-10-17,52.47,52.36058823529412,0.002089582420545355
2007-10-18,51.89,49.400588235294116,0.050392350650742435
2007-10-19,48.93,51.53058823529412,-0.050466884317709626
2007-10-22,51.06,53.080588235294115,-0.03806642508062097
2007-10-23,52.61,53.60058823529412,-0.018480920973211523
2007-10-24,53.13,51.20058823529412,0.03768339058604564
2007-10-25,50.73,51.900588235294116,-0.022554430982307805
2007-10-26,51.43,51.13058823529412,0.005855824762430739
2007-10-29,50.66,52.21058823529412,-0.029698731381959997
2007-10-30,51.74,52.78058823529412,-0.01971535881061437
2007-10-31,52.31,50.24058823529412,0.0411900385205306
2007-11-01,49.77,51.63058823529412,-0.03603654924121591
2007-11-02,51.16,51.790588235294116,-0.01217573031665986
2007-11-05,51.32,53.470588235294116,-0.040220022002200206
2007-11-06,53.0,50.81058823529412,0.04308967561184551
2007-11-07,50.34,53.290588235294116,-0.05536790515928203
2007-11-08,52.82,52.940588235294115,-0.0022778030867008914
2007-11-09,52.47,53.370588235294115,-0.016874242257246763
2007-11-12,52.9,55.21058823529412,-0.04185045494257289
2007-11-13,54.74,54.940588235294115,-0.003651002687394822
2007-11-14,54.47,54.81058823529412,-0.006213913155465933
2007-11-15,54.34,55.46058823529412,-0.020205127117295718
2007-11-16,54.99,53.68058823529412,0.024392649331010263
2007-11-19,53.21,55.48058823529412,-0.04092581401019968
2007-11-20,55.01,53.48058823529412,0.02859751201645455
2007-11-21,53.01,54.830588235294115,-0.03320387932884172
2007-11-23,54.36,53.11058823529412,0.023524720893141948
2007-11-26,52.64,54.36058823529412,-0.031651391038057364
2007-11-27,53.89,55.46058823529412,-0.028318997062036666
2007-11-28,54.99,55.18058823529412,-0.0034539000287824306
2007-11-29,54.71,54.690588235294115,0.00035493793963903286
2007-11-30,54.22,54.73058823529412,-0.00932912018228338
2007-12-03,54.26,54.050588235294114,0.003874366062294632
2007-12-04,53.58,54.95058823529412,-0.024942194056692735
2007-12-05,54.48,55.470588235294116,-0.017857900318133613
2007-12-06,55.0,55.42058823529412,-0.007589025102159974
2007-12-07,54.95,56.27058823529412,-0.023468534392640628
2007-12-10,55.8,55.53058823529412,0.004851592127285365
2007-12-11,55.06,55.690588235294115,-0.011323066523015735
2007-12-12,55.22,55.59058823529412,-0.006666384491661792
2007-12-13,55.12,53.720588235294116,0.026049822064056816
2007-12-14,53.25,52.16058823529412,0.02088572620752638
2007-12-17,51.69,54.21058823529412,-0.04649623472731623
2007-12-18,53.74,54.10058823529412,-0.006665144447706273
2007-12-19,53.63,55.11058823529412,-0.026865767227392978
2007-12-20,54.64,55.95058823529412,-0.02342402960595491
2007-12-21,55.48,57.46058823529412,-0.034468638350583114
2007-12-24,56.99,56.89058823529412,0.001747420228715546
2007-12-26,56.42,55.02058823529412,0.02543432939541357
2007-12-27,54.55,53.98058823529412,0.010548454237361948
2007-12-28,53.51,53.704081633187464,-0.003613908427167467
2007-12-31,53.33,51.99408163318746,0.025693662140958473
2008-01-02,51.62,52.46408163318747,-0.016088752664899952
2008-01-03,52.09,51.38408163318746,0.013738074990847116
2008-01-04,51.01,52.60408163318746,-0.030303383001781592
2008-01-07,52.23,52.024081633187464,0.003958135547003527
