date,EA,dcf,Deviation
2009-09-08,18.93,22.159518072289156,-0.14573954459450644
2009-09-09,18.53,21.679518072289156,-0.14527620317883727
2009-09-10,18.05,21.80951807228916,-0.17237969494914906
2009-09-11,18.18,21.739518072289158,-0.16373491171482735
2009-09-14,18.11,21.679518072289156,-0.16464932755362893
2009-09-15,18.05,22.479518072289157,-0.19704684317718935
2009-09-16,18.85,22.369518072289154,-0.15733544464013516
2009-09-17,18.74,22.339518072289156,-0.16112783009200837
2009-09-18,18.71,21.969518072289155,-0.14836547900431585
2009-09-21,18.34,22.14951807228916,-0.17199101397403194
2009-09-22,18.52,23.459518072289153,-0.21055496779892546
2009-09-23,19.83,22.919518072289158,-0.13479856175617155
2009-09-24,19.29,23.089518072289156,-0.16455597125905985
2009-09-25,19.46,22.909518072289156,-0.1505713940120642
2009-09-28,19.28,22.769518072289156,-0.15325392751882394
2009-09-29,19.14,22.679518072289156,-0.15606672333191662
2009-09-30,19.05,21.59855421686747,-0.11799651917799048
2009-10-01,18.46,21.45855421686747,-0.13973701054428256
2009-10-02,18.32,21.808554216867474,-0.15996265420333589
2009-10-05,18.67,22.35855421686747,-0.16497284131568735
2009-10-06,19.22,23.13855421686747,-0.16935173131996872
2009-10-07,20.0,23.76855421686747,-0.15855210133871322
2009-10-08,20.63,23.54855421686747,-0.12393772415874915
2009-10-09,20.41,23.718554216867467,-0.13949223829648882
2009-10-12,20.58,23.90855421686747,-0.13922022162758707
2009-10-13,20.77,24.04855421686747,-0.13633061627330245
2009-10-14,20.91,23.48855421686747,-0.1097791798107256
2009-10-15,20.35,23.69855421686747,-0.1412978271258477
2009-10-16,20.56,23.968554216867467,-0.1422094209782898
2009-10-19,20.83,23.10855421686747,-0.0986021970688371
2009-10-20,19.97,22.86855421686747,-0.12674846819697694
2009-10-21,19.73,23.09855421686747,-0.14583398533262393
2009-10-22,19.96,22.84855421686747,-0.126421750341431
2009-10-23,19.71,22.60855421686747,-0.12820608469978845
2009-10-26,19.47,22.08855421686747,-0.11854801319987995
2009-10-27,18.95,21.65855421686747,-0.12505701856858353
2009-10-28,18.52,21.83855421686747,-0.15195851263378568
2009-10-29,18.7,21.378554216867467,-0.12529164459372633
2009-10-30,18.24,21.148554216867474,-0.13752969527097492
2009-11-02,18.01,20.90855421686747,-0.1386300643651931
2009-11-03,17.77,20.86855421686747,-0.14847958246973314
2009-11-04,17.73,21.29855421686747,-0.1675491294165563
2009-11-05,18.16,22.13855421686747,-0.17971156462585025
2009-11-06,19.0,22.66855421686747,-0.16183450350520068
2009-11-09,19.53,21.42855421686747,-0.08859926795121931
2009-11-10,18.29,21.58855421686747,-0.15279180734994557
2009-11-11,18.45,21.35855421686747,-0.1361774859541055
2009-11-12,18.22,21.29855421686747,-0.14454287298193214
2009-11-13,18.16,21.18855421686747,-0.14293350012793904
2009-11-16,18.05,20.98855421686747,-0.1400074624723745
2009-11-17,17.85,20.808554216867474,-0.14217971061484225
2009-11-18,17.67,20.56855421686747,-0.1409216314528552
2009-11-19,17.43,20.43855421686747,-0.14719995284131104
2009-11-20,17.3,20.38855421686747,-0.15148470970601258
2009-11-23,17.25,20.19855421686747,-0.1459784787173125
2009-11-24,17.06,20.648554216867474,-0.17379203304878565
2009-11-25,17.51,20.148554216867474,-0.13095501485950745
2009-11-27,17.01,20.02855421686747,-0.15071253692018016
2009-11-30,16.89,20.11855421686747,-0.1604764528338044
2009-12-01,16.98,19.98855421686747,-0.15051384828667003
2009-12-02,16.85,19.68855421686747,-0.1441728115534069
2009-12-03,16.55,19.33855421686747,-0.14419662326334792
2009-12-04,16.2,19.33855421686747,-0.162295184100679
2009-12-07,16.2,19.49855421686747,-0.16916916916916913
2009-12-08,16.36,19.49855421686747,-0.16096343256837076
2009-12-09,16.36,19.57855421686747,-0.16439182286987242
2009-12-10,16.44,19.24855421686747,-0.1459098790082809
2009-12-11,16.11,19.56855421686747,-0.17674040598698426
2009-12-14,16.43,19.59855421686747,-0.16167285514053165
2009-12-15,16.46,19.92855421686747,-0.17404946586299253
2009-12-16,16.79,19.648554216867474,-0.1454842012962727
2009-12-17,16.51,19.85855421686747,-0.16862024195211922
2009-12-18,16.72,19.99855421686747,-0.16393956189604064
2009-12-21,16.86,20.20855421686747,-0.16569984081654554
2009-12-22,17.07,20.84855421686747,-0.1812381893517796
2009-12-23,17.71,21.11855421686747,-0.16140092649642857
2009-12-24,17.98,21.03855421686747,-0.1453785362501432
2009-12-28,17.9,21.058554216867474,-0.149989129564153
2009-12-29,17.92,21.35855421686747,-0.16099189963672467
2009-12-30,18.22,20.88855421686747,-0.12775198269646726
2009-12-31,17.75,21.50542168674699,-0.17462674024482483
2010-01-04,18.15,22.015421686746986,-0.1755779081476293
2010-01-05,18.66,21.53542168674699,-0.13352056572528315
2010-01-06,18.18,21.39542168674699,-0.15028550190897727
2010-01-07,18.04,21.75542168674699,-0.17078141440992423
2010-01-08,18.4,21.62542168674699,-0.1491495395312301
2010-01-11,18.27,20.205421686746988,-0.09578724546077932
2010-01-12,16.85,20.52542168674699,-0.17906680519602503
2010-01-13,17.17,20.53542168674699,-0.16388373894064912
2010-01-14,17.18,20.385421686746987,-0.15724088203830988
2010-01-15,17.03,20.52542168674699,-0.17029719243254038
2010-01-19,17.17,20.565421686746987,-0.16510343130649752
2010-01-20,17.21,20.73542168674699,-0.1700192906614605
2010-01-21,17.38,20.12542168674699,-0.13641561053873008
2010-01-22,16.77,20.185421686746984,-0.16920239466631637
2010-01-25,16.83,20.095421686746985,-0.16249580315602663
2010-01-26,16.74,20.48542168674699,-0.1828335166353976
2010-01-27,17.13,20.12542168674699,-0.14883771050221217
2010-01-28,16.77,19.635421686746987,-0.145931252837876
2010-01-29,16.28,20.095421686746985,-0.1898652213535419
2010-02-01,16.74,20.425421686746986,-0.18043307713633494
2010-02-02,17.07,20.62542168674699,-0.17238055738911517
2010-02-03,17.27,20.335421686746987,-0.15074296141814392
2010-02-04,16.98,20.61542168674699,-0.17634476471000782
2010-02-05,17.26,20.845421686746985,-0.17200043926319353
2010-02-08,17.49,19.315421686746987,-0.09450591948502352
2010-02-09,15.96,19.295421686746987,-0.17286078225685597
2010-02-10,15.94,19.475421686746987,-0.18153248456503712
2010-02-11,16.12,19.41542168674699,-0.16973217166828003
2010-02-12,16.06,19.66542168674699,-0.18333813249358244
2010-02-16,16.31,19.98542168674699,-0.18390513567118205
2010-02-17,16.63,19.94542168674699,-0.16622469751792557
2010-02-18,16.59,20.10542168674699,-0.1748494382022473
2010-02-19,16.75,19.94542168674699,-0.16020827921979863
2010-02-22,16.59,19.66542168674699,-0.15638727385233697
2010-02-23,16.31,19.87542168674699,-0.17938848005043473
2010-02-24,16.52,19.91542168674699,-0.17049208096891677
2010-02-25,16.56,19.935421686746984,-0.1693177972247739
2010-02-26,16.58,20.225421686746987,-0.18023958873182389
2010-03-01,16.87,20.095421686746985,-0.160505300014389
2010-03-02,16.74,20.16542168674699,-0.1698661074366834
2010-03-03,16.81,20.175421686746986,-0.16680799732467033
2010-03-04,16.82,20.475421686746987,-0.17852729690607605
2010-03-05,17.12,20.635421686746987,-0.1703586066770204
2010-03-08,17.28,20.935421686746984,-0.1746046361732002
2010-03-09,17.58,21.245421686746987,-0.17252760339577067
2010-03-10,17.89,21.25542168674699,-0.15833238861807053
2010-03-11,17.9,21.12542168674699,-0.1526796356813297
2010-03-12,17.77,21.225421686746987,-0.16279637397755586
2010-03-15,17.87,21.27542168674699,-0.16006365170511827
2010-03-16,17.92,21.495421686746987,-0.16633410308723617
2010-03-17,18.14,21.885421686746987,-0.1711377436704853
2010-03-18,18.53,21.77542168674699,-0.14904058958923516
2010-03-19,18.42,21.91542168674699,-0.15949598126422493
2010-03-22,18.56,21.87542168674699,-0.15155921262791505
2010-03-23,18.52,21.885421686746987,-0.1537745872534393
2010-03-24,18.53,21.91542168674699,-0.1544766847354011
2010-03-25,18.56,22.205421686746988,-0.16416809093621987
2010-03-26,18.85,22.03542168674699,-0.14455914354762867
2010-03-29,18.68,22.14542168674699,-0.15648479111241687
2010-03-30,18.79,22.015421686746986,-0.14650737708506634
2010-03-31,18.66,22.67433734939759,-0.17704320472696156
2010-04-01,18.84,22.93433734939759,-0.17852433610884932
2010-04-05,19.1,22.94433734939759,-0.16755059389407567
2010-04-06,19.11,23.01433734939759,-0.16964804548238654
2010-04-07,19.18,23.02433734939759,-0.16696842523887767
2010-04-08,19.19,23.19433734939759,-0.17264288645442116
2010-04-09,19.36,23.23433734939759,-0.16675049910549933
2010-04-12,19.4,23.15433734939759,-0.16214402048069276
2010-04-13,19.32,23.574337349397588,-0.18046476922526533
2010-04-14,19.74,23.28433734939759,-0.15221980751319464
2010-04-15,19.45,23.40433734939759,-0.16895745819948937
2010-04-16,19.57,23.54433734939759,-0.16880225977136187
2010-04-19,19.71,23.804337349397592,-0.17199963558326925
2010-04-20,19.97,23.58433734939759,-0.1532515964240102
2010-04-21,19.75,23.67433734939759,-0.16576334498745526
2010-04-22,19.84,23.804337349397592,-0.16653844596509704
2010-04-23,19.97,23.73433734939759,-0.15860301022868606
2010-04-26,19.9,23.60433734939759,-0.15693460462647257
2010-04-27,19.77,23.46433734939759,-0.15744477648726085
2010-04-28,19.63,23.63433734939759,-0.16942879718604242
2010-04-29,19.8,23.20433734939759,-0.1467112504932605
2010-04-30,19.37,23.554337349397592,-0.17764615014756957
2010-05-03,19.72,22.90433734939759,-0.1390277003356023
2010-05-04,19.07,23.13433734939759,-0.1756841913392183
2010-05-05,19.3,22.01433734939759,-0.12329861700206324
2010-05-06,18.18,21.46433734939759,-0.153013684789564
2010-05-07,17.63,22.074337349397588,-0.20133502895473665
2010-05-10,18.24,22.63433734939759,-0.19414473158917311
2010-05-11,18.8,21.54433734939759,-0.12738091243610816
2010-05-12,17.71,21.92433734939759,-0.19222188028927523
2010-05-13,18.09,21.254337349397595,-0.148879605013293
2010-05-14,17.42,21.594337349397595,-0.19330703609268396
2010-05-17,17.76,21.37433734939759,-0.16909704803079906
2010-05-18,17.54,20.95433734939759,-0.1629417954128599
2010-05-19,17.12,20.20433734939759,-0.15265718919950377
2010-05-20,16.37,20.53433734939759,-0.20279872091999873
2010-05-21,16.7,20.11433734939759,-0.16974644951452245
2010-05-24,16.28,20.074337349397588,-0.1890143262692281
2010-05-25,16.24,20.094337349397595,-0.19181211514362995
2010-05-26,16.26,20.554337349397592,-0.20892609070286805
2010-05-27,16.72,20.344337349397595,-0.17814968790344576
2010-05-28,16.51,19.92433734939759,-0.17136516459860185
2010-06-01,16.09,20.20433734939759,-0.20363634195210378
2010-06-02,16.37,20.56433734939759,-0.2039617070141313
2010-06-03,16.73,19.644337349397592,-0.14835508561895883
2010-06-04,15.81,19.19433734939759,-0.17631957216297467
2010-06-07,15.36,19.32433734939759,-0.20514738889720197
2010-06-08,15.49,19.04433734939759,-0.18663486600703494
2010-06-09,15.21,19.75433734939759,-0.23004251010911125
2010-06-10,15.92,20.15433734939759,-0.21009558766387093
2010-06-11,16.32,20.19433734939759,-0.19185266059315198
2010-06-14,16.36,20.144337349397592,-0.18786109881697155
2010-06-15,16.31,19.844337349397595,-0.17810306724627856
2010-06-16,16.01,20.004337349397595,-0.19967356476908638
2010-06-17,16.17,19.86433734939759,-0.185978383492849
2010-06-18,16.03,19.61433734939759,-0.18274068022530843
2010-06-21,15.78,19.15433734939759,-0.17616570533585774
2010-06-22,15.32,19.12433734939759,-0.19892649245268745
2010-06-23,15.29,18.87433734939759,-0.18990533458447434
2010-06-24,15.04,18.97433734939759,-0.20735044797348356
2010-06-25,15.14,18.92433734939759,-0.1999719873688499
2010-06-28,15.09,18.48433734939759,-0.18363316386390305
2010-06-29,14.65,18.23433734939759,-0.19657074895107207
2010-06-30,14.4,17.513734939759036,-0.17778817313777828
2010-07-01,14.33,17.783734939759036,-0.19420751329562003
2010-07-02,14.6,17.613734939759038,-0.17110141319069194
2010-07-06,14.43,18.133734939759037,-0.20424556507873237
2010-07-07,14.95,17.943734939759036,-0.16684012273975546
2010-07-08,14.76,18.023734939759038,-0.1810798344886596
2010-07-09,14.84,17.993734939759037,-0.17526850041513786
2010-07-12,14.81,18.323734939759035,-0.19175866444863787
2010-07-13,15.14,18.563734939759037,-0.1844313631318999
2010-07-14,15.38,18.673734939759036,-0.17638329720243617
2010-07-15,15.49,17.973734939759037,-0.1381869126302101
2010-07-16,14.79,18.273734939759038,-0.1906416477662325
2010-07-19,15.09,18.543734939759037,-0.1862480752113207
2010-07-20,15.36,18.053734939759035,-0.14920651869252433
2010-07-21,14.87,18.773734939759038,-0.20793597823157206
2010-07-22,15.59,19.063734939759037,-0.1822169134608701
2010-07-23,15.88,19.573734939759035,-0.18870874419864325
2010-07-26,16.39,19.703734939759038,-0.16817801040717617
2010-07-27,16.52,19.343734939759035,-0.1459767179685213
2010-07-28,16.16,19.19373493975904,-0.15805860345996448
2010-07-29,16.01,19.113734939759038,-0.1623824411890774
2010-07-30,15.93,19.683734939759034,-0.19070237184391736
2010-08-02,16.5,19.363734939759038,-0.1478916618445859
2010-08-03,16.18,20.563734939759037,-0.21317795393692263
2010-08-04,17.38,20.413734939759035,-0.14861243906181754
2010-08-05,17.23,20.253734939759035,-0.14929270817222462
2010-08-06,17.07,20.333734939759037,-0.16050838419150326
2010-08-09,17.15,19.893734939759035,-0.137919548444143
2010-08-10,16.71,19.263734939759033,-0.13256696833428172
2010-08-11,16.08,18.943734939759036,-0.15117055579935523
2010-08-12,15.76,18.853734939759036,-0.1640913564152704
2010-08-13,15.67,19.233734939759035,-0.18528564269606607
2010-08-16,16.05,19.333734939759037,-0.16984483080949708
2010-08-17,16.15,19.513734939759033,-0.17237781235336236
2010-08-18,16.33,19.253734939759035,-0.15185287160682326
2010-08-19,16.07,18.973734939759037,-0.15303971247507653
2010-08-20,15.79,18.643734939759035,-0.15306669768584036
2010-08-23,15.46,18.213734939759036,-0.15119001944778854
2010-08-24,15.03,18.483734939759035,-0.1868526545644168
2010-08-25,15.3,18.453734939759038,-0.17089954689683096
2010-08-26,15.27,18.733734939759035,-0.18489291915878836
2010-08-27,15.55,18.463734939759036,-0.15780853382403792
2010-08-30,15.28,18.413734939759035,-0.17018464477799444
2010-08-31,15.23,19.293734939759037,-0.21062458629432113
2010-09-01,16.11,19.543734939759037,-0.17569491964269213
2010-09-02,16.36,19.643734939759035,-0.1671644903491717
2010-09-03,16.46,19.243734939759037,-0.14465668688917688
2010-09-07,16.06,19.433734939759034,-0.17360198388096715
2010-09-08,16.25,19.463734939759036,-0.16511399018254524
2010-09-09,16.28,19.423734939759033,-0.1618501770905052
2010-09-10,16.24,19.713734939759036,-0.17620886911455536
2010-09-13,16.53,19.893734939759035,-0.16908513911263445
2010-09-14,16.71,19.823734939759035,-0.1570710539270801
2010-09-15,16.64,19.563734939759037,-0.14944666490124958
2010-09-16,16.38,19.44373493975904,-0.15756926070280042
2010-09-17,16.26,19.533734939759036,-0.1675939061247147
2010-09-20,16.35,19.473734939759037,-0.1604075925559295
2010-09-21,16.29,19.333734939759037,-0.15743129556926538
2010-09-22,16.15,19.343734939759035,-0.16510435806244672
2010-09-23,16.16,19.643734939759035,-0.17734585354783705
2010-09-24,16.46,19.753734939759035,-0.1667398570348141
2010-09-27,16.57,19.733734939759035,-0.16032114292691857
2010-09-28,16.55,19.413734939759035,-0.14751076743579872
2010-09-29,16.23,19.633734939759037,-0.17336156111929313
2010-09-30,16.45,19.57353115727003,-0.15957933865754637
2010-10-01,16.44,20.09353115727003,-0.18182623694532385
2010-10-04,16.96,20.953531157270028,-0.1905898880382476
2010-10-05,17.82,20.54353115727003,-0.13257366206521004
2010-10-06,17.41,20.713531157270026,-0.15948662409067582
2010-10-07,17.58,20.783531157270026,-0.15413796303567218
2010-10-08,17.65,20.79353115727003,-0.1511783224068204
2010-10-11,17.66,19.74353115727003,-0.10552981331826372
2010-10-12,16.61,19.893531157270033,-0.16505521977530246
2010-10-13,16.76,19.65353115727003,-0.14722703691848704
2010-10-14,16.52,19.09353115727003,-0.13478550070556927
2010-10-15,15.96,18.90353115727003,-0.15571329677936863
2010-10-18,15.77,18.71353115727003,-0.157294266514019
2010-10-19,15.58,18.53353115727003,-0.15936149092189955
2010-10-20,15.4,18.703531157270028,-0.17662606753195642
2010-10-21,15.57,18.74353115727003,-0.16931340901786895
2010-10-22,15.61,18.75353115727003,-0.1676234268046849
2010-10-25,15.62,18.94353115727003,-0.1754441201948005
2010-10-26,15.81,18.92353115727003,-0.16453224989533077
2010-10-27,15.79,18.76353115727003,-0.1584739637942787
2010-10-28,15.63,18.96353115727003,-0.17578641496797687
2010-10-29,15.83,18.93353115727003,-0.16391718647149167
2010-11-01,15.8,19.33353115727003,-0.1827669828406544
2010-11-02,16.2,18.63353115727003,-0.1305995700294611
2010-11-03,15.5,18.98353115727003,-0.18350280189763102
2010-11-04,15.85,19.47353115727003,-0.18607468404194705
2010-11-05,16.34,19.66353115727003,-0.16902005701255995
2010-11-08,16.53,19.47353115727003,-0.15115549067592315
2010-11-09,16.34,19.31353115727003,-0.15396103038106157
2010-11-10,16.18,19.13353115727003,-0.1543641439205956
2010-11-11,16.0,18.96353115727003,-0.15627528083734044
2010-11-12,15.83,18.81353115727003,-0.15858432594761018
2010-11-15,15.68,18.52353115727003,-0.15350913025856916
2010-11-16,15.39,18.55353115727003,-0.17050830542467532
2010-11-17,15.42,18.67353115727003,-0.17423223973379864
2010-11-18,15.54,18.48353115727003,-0.15925155925155932
2010-11-19,15.35,18.54353115727003,-0.17221807055977045
2010-11-22,15.41,17.98353115727003,-0.14310488495078744
2010-11-23,14.85,18.113531157270028,-0.1801708970456697
2010-11-24,14.98,17.953531157270028,-0.16562375007024388
2010-11-26,14.82,18.14353115727003,-0.18317995149132282
2010-11-29,15.01,18.04353115727003,-0.16812292066499257
2010-11-30,14.91,18.18353115727003,-0.18002725262530894
2010-12-01,15.05,18.21353115727003,-0.17369125898506987
2010-12-02,15.08,18.31353115727003,-0.1765651380665818
2010-12-03,15.18,18.56353115727003,-0.1822676477123233
2010-12-06,15.43,18.64353115727003,-0.1723670870159656
2010-12-07,15.51,18.88353115727003,-0.178649381261049
2010-12-08,15.75,18.88353115727003,-0.1659398939304656
2010-12-09,15.75,18.953531157270028,-0.16902028074284436
2010-12-10,15.82,18.89353115727003,-0.162676374875925
2010-12-13,15.76,18.92353115727003,-0.16717446289376425
2010-12-14,15.79,18.84353115727003,-0.16204665313443367
2010-12-15,15.71,19.00353115727003,-0.17331153510436126
2010-12-16,15.87,19.04353115727003,-0.16664615039414632
2010-12-17,15.91,18.98353115727003,-0.1619051340768587
2010-12-20,15.85,19.06353115727003,-0.16856956514294708
2010-12-21,15.93,19.113531157270028,-0.16655902727106187
2010-12-22,15.98,19.07353115727003,-0.1621897451375124
2010-12-23,15.94,19.26353115727003,-0.17252969510814398
2010-12-27,16.13,19.283531157270026,-0.16353494241022992
2010-12-28,16.15,19.68353115727003,-0.17951713689161586
2010-12-29,16.55,19.75353115727003,-0.16217511349058267
2010-12-30,16.62,19.51353115727003,-0.1482833185828596
2010-12-31,16.38,20.394836795252225,-0.19685554905675207
2011-01-03,16.38,20.394836795252225,-0.19685554905675207
2011-01-04,16.38,20.294836795252227,-0.19289816591026077
2011-01-05,16.28,20.244836795252226,-0.1958443446766659
2011-01-06,16.23,20.064836795252226,-0.19112225204640743
2011-01-07,16.05,20.024836795252227,-0.19849534035626382
2011-01-10,16.01,20.014836795252226,-0.20009340252038543
2011-01-11,16.0,20.044836795252227,-0.2017894601272222
2011-01-12,16.03,20.054836795252225,-0.20069157562055362
2011-01-13,16.04,19.964836795252225,-0.1965874720391192
2011-01-14,15.95,20.014836795252226,-0.20309117865085258
2011-01-18,16.0,19.854836795252226,-0.19415101896853726
2011-01-19,15.84,19.774836795252227,-0.1989820111282511
2011-01-20,15.76,19.144836795252225,-0.17680154871268683
2011-01-21,15.13,19.304836795252225,-0.21625859050406326
2011-01-24,15.29,19.394836795252225,-0.21164585392422963
2011-01-25,15.38,19.354836795252226,-0.20536658806791175
2011-01-26,15.34,19.094836795252224,-0.1966414709648544
2011-01-27,15.08,19.014836795252226,-0.2069350811485643
2011-01-28,15.0,19.604836795252226,-0.2348826895803282
2011-01-31,15.59,19.634836795252227,-0.20600307695097742
2011-02-01,15.62,22.104836795252226,-0.2933673229673005
2011-02-02,18.09,22.124836795252225,-0.18236685009663267
2011-02-03,18.11,22.244836795252226,-0.18587849545988733
2011-02-04,18.23,22.294836795252227,-0.18232189060553472
2011-02-07,18.28,22.314836795252226,-0.18081408491908346
2011-02-08,18.3,22.044836795252227,-0.1698736456991483
2011-02-09,18.03,22.214836795252225,-0.18838026287668297
2011-02-10,18.2,22.224836795252227,-0.1810963487530325
2011-02-11,18.21,22.414836795252224,-0.18759167571288615
2011-02-14,18.4,22.544836795252227,-0.18384860502184253
2011-02-15,18.53,22.944836795252225,-0.19241090423296225
2011-02-16,18.93,23.374836795252225,-0.19015477345086906
2011-02-17,19.36,23.294836795252227,-0.1689145465940416
2011-02-18,19.28,22.884836795252227,-0.1575207561017039
2011-02-22,18.87,22.874836795252225,-0.1750760816830591
2011-02-23,18.86,22.814836795252226,-0.17334495226699276
2011-02-24,18.8,23.194836795252225,-0.18947478846463828
2011-02-25,19.18,22.814836795252226,-0.15931899175402553
2011-02-28,18.8,22.414836795252224,-0.16126982445921245
2011-03-01,18.4,22.724836795252227,-0.19031321695369852
2011-03-02,18.71,22.974836795252227,-0.1856307765430376
2011-03-03,18.96,22.804836795252225,-0.1685974264921153
2011-03-04,18.79,22.464836795252225,-0.16358172680020877
2011-03-07,18.45,22.764836795252226,-0.18953954443249588
2011-03-08,18.75,22.634836795252227,-0.17163087281756284
2011-03-09,18.62,22.544836795252227,-0.1740902731253644
2011-03-10,18.53,22.554836795252225,-0.178446726606306
2011-03-11,18.54,22.614836795252227,-0.18018422295701475
2011-03-14,18.6,22.384836795252227,-0.169080383737932
2011-03-15,18.37,22.224836795252227,-0.17344724871391248
2011-03-16,18.21,22.684836795252227,-0.19726114124783023
2011-03-17,18.67,22.604836795252226,-0.17407056865275272
2011-03-18,18.59,22.954836795252227,-0.19014889254865064
2011-03-21,18.94,22.834836795252226,-0.17056556305504367
2011-03-22,18.82,23.114836795252227,-0.1858043313606429
2011-03-23,19.1,23.854836795252226,-0.19932380322126408
2011-03-24,19.84,23.714836795252225,-0.16339293534703891
2011-03-25,19.7,23.724836795252227,-0.16964655352477154
2011-03-28,19.71,23.674836795252226,-0.16747050167827715
2011-03-29,19.66,23.694836795252225,-0.1702833756618527
2011-03-30,19.68,23.544836795252227,-0.1641479543418014
2011-03-31,19.53,24.41545994065282,-0.20009698578392587
2011-04-01,19.73,24.37545994065282,-0.1905793758133454
2011-04-04,19.69,24.71545994065282,-0.20333264898650638
2011-04-05,20.03,24.93545994065282,-0.19672626662303272
2011-04-06,20.25,24.93545994065282,-0.18790348972123883
2011-04-07,20.25,24.54545994065282,-0.17500018133856876
2011-04-08,19.86,24.53545994065282,-0.19055929466828736
2011-04-11,19.85,24.425459940652818,-0.1873233892737305
2011-04-12,19.74,24.57545994065282,-0.19675969248713776
2011-04-13,19.89,24.63545994065282,-0.19262721102365044
2011-04-14,19.95,24.81545994065282,-0.19606567648912265
2011-04-15,20.13,24.55545994065282,-0.18022305228037072
2011-04-18,19.87,24.675459940652818,-0.1947465195060386
2011-04-19,19.99,25.18545994065282,-0.20628807069219446
2011-04-20,20.5,25.09545994065282,-0.18311917579994252
2011-04-21,20.41,25.22545994065282,-0.19089681424965121
2011-04-25,20.54,24.91545994065282,-0.1756122484222612
2011-04-26,20.23,24.925459940652818,-0.18838007209626795
2011-04-27,20.24,25.175459940652818,-0.196042493455428
2011-04-28,20.49,24.86545994065282,-0.17596537329676865
2011-04-29,20.18,24.98545994065282,-0.1923302573603639
2011-05-02,20.3,24.84545994065282,-0.18294931756185417
2011-05-03,20.16,24.60545994065282,-0.18066965427084292
2011-05-04,19.92,26.36545994065282,-0.24446605350944717
2011-05-05,21.68,26.43545994065282,-0.1798894345446892
2011-05-06,21.75,26.72545994065282,-0.18616929144349403
2011-05-09,22.04,27.445459940652817,-0.19695279118445863
2011-05-10,22.76,27.29545994065282,-0.16616169687244864
2011-05-11,22.61,27.56545994065282,-0.17977062422762757
2011-05-12,22.88,28.38545994065282,-0.19395352240771913
2011-05-13,23.7,27.79545994065282,-0.1473427656673859
2011-05-16,23.11,28.06545994065282,-0.17656792196285498
2011-05-17,23.38,28.40545994065282,-0.17691880191880194
2011-05-18,23.72,28.46545994065282,-0.1667094067879653
2011-05-19,23.78,28.32545994065282,-0.16047259074261866
2011-05-20,23.64,28.035459940652817,-0.1567821590927132
2011-05-23,23.35,27.87545994065282,-0.1623456599563765
2011-05-24,23.19,28.43545994065282,-0.18446896767629328
2011-05-25,23.75,28.25545994065282,-0.15945448950808072
2011-05-26,23.57,28.585459940652818,-0.1754549323700082
2011-05-27,23.9,29.09545994065282,-0.17856600140538115
2011-05-31,24.41,29.105459940652818,-0.16132574266914335
2011-06-01,24.42,28.925459940652818,-0.1557610475303347
2011-06-02,24.24,28.71545994065282,-0.15585541551144932
2011-06-03,24.03,28.48545994065282,-0.15641172548856197
2011-06-06,23.8,28.035459940652817,-0.15107510094782461
2011-06-07,23.35,27.40545994065282,-0.14797999922041127
2011-06-08,22.72,27.785459940652817,-0.18230613966701192
2011-06-09,23.1,27.495459940652818,-0.159861298924991
2011-06-10,22.81,27.47545994065282,-0.16980461658258839
2011-06-13,22.79,27.88545994065282,-0.1827282014174133
2011-06-14,23.2,27.40545994065282,-0.1534533611097877
2011-06-15,22.72,27.105459940652818,-0.1617924931085747
2011-06-16,22.42,26.925459940652818,-0.16733084413723776
2011-06-17,22.24,27.04545994065282,-0.1776808363103337
2011-06-20,22.36,27.36545994065282,-0.18291159554811454
2011-06-21,22.68,27.22545994065282,-0.16695622224789586
2011-06-22,22.54,26.585459940652818,-0.15216813813579189
2011-06-23,21.9,26.45545994065282,-0.1721935642348318
2011-06-24,21.77,26.39545994065282,-0.17523695177324583
2011-06-27,21.71,27.23545994065282,-0.20287742350204563
2011-06-28,22.55,28.29545994065282,-0.20305236079227562
2011-06-29,23.61,28.285459940652817,-0.16529552464278963
2011-06-30,23.6,27.670712166172105,-0.14711266344451435
2011-07-01,24.19,27.800712166172108,-0.12987840543759954
2011-07-05,24.32,27.830712166172106,-0.1261452508009958
2011-07-06,24.35,28.310712166172106,-0.13990153772622782
2011-07-07,24.83,28.53071216617211,-0.12970977186331567
2011-07-08,25.05,27.87071216617211,-0.10120703587889401
2011-07-11,24.39,27.650712166172106,-0.11792506994309038
2011-07-12,24.17,27.390712166172108,-0.11758409736237996
2011-07-13,23.91,26.990712166172106,-0.11413971395809308
2011-07-14,23.51,27.080712166172106,-0.1318544410598057
2011-07-15,23.6,27.090712166172107,-0.1288527280036189
2011-07-18,23.61,27.580712166172106,-0.1439669919416442
2011-07-19,24.1,27.490712166172106,-0.12334028109844486
2011-07-20,24.01,27.37071216617211,-0.12278497343323291
2011-07-21,23.89,27.410712166172107,-0.12844292934924395
2011-07-22,23.93,27.550712166172108,-0.13141991191856617
2011-07-25,24.07,27.290712166172106,-0.11801495492537217
2011-07-26,23.81,26.450712166172107,-0.09983520101773757
2011-07-27,22.97,26.040712166172106,-0.1179196692693022
2011-07-28,22.56,25.730712166172108,-0.12322675508144743
2011-07-29,22.25,25.430712166172107,-0.12507365682047578
2011-08-01,21.95,24.69071216617211,-0.11100174623262038
2011-08-02,21.21,24.820712166172108,-0.1454717391668201
2011-08-03,21.34,23.630712166172103,-0.0969379234135529
2011-08-04,20.15,23.480712166172108,-0.1418488563123974
