DVA,dcf,Deviation
77.75,82.32746461418188,-0.05560069942191992
77.51,82.97746461418188,-0.06589095773899345
78.16,82.41746461418187,-0.0516573111550106
77.6,82.26746461418186,-0.05673524322247381
77.45,82.56746461418187,-0.06197919044861755
77.75,82.08746461418187,-0.05283954906596666
77.27,80.40746461418186,-0.039019569006886634
75.59,80.92746461418187,-0.06595368629955223
76.11,79.78746461418187,-0.04609075663657847
74.97,78.05746461418187,-0.0395537394077865
73.24,77.39746461418187,-0.05371577266653882
72.58,78.32746461418188,-0.07337738611216649
73.51,77.96746461418188,-0.05717082934836237
73.15,78.80746461418187,-0.07178843580210503
73.99,78.02746461418187,-0.05174414719414122
73.21,78.34746461418187,-0.06557282535537134
73.53,78.22746461418188,-0.06004879024713117
73.41,78.31746461418187,-0.06266117829985551
73.5,78.56746461418187,-0.06449825814115895
73.75,79.13746461418185,-0.06807729613840052
74.32,77.85746461418188,-0.045435137551827376
73.04,78.33746461418187,-0.06762364138630594
73.52,77.58746461418187,-0.05242424964403847
72.77,76.48746461418187,-0.048602272711398053
71.67,77.03746461418187,-0.0696734328039369
72.22,76.36746461418188,-0.05430931398777483
71.55,76.18746461418188,-0.06086912903147901
71.37,75.67746461418187,-0.056918722583296666
70.86,75.81746461418187,-0.06538684245654092
71.0,74.52746461418187,-0.04733106959217048
69.71,72.88746461418185,-0.0435941163683119
68.07,72.83746461418187,-0.0654534673802144
68.02,72.94746461418187,-0.06754812713838876
68.13,72.93746461418188,-0.06591214322587136
68.12,72.60746461418188,-0.06180445272434665
67.79,73.81746461418187,-0.08165363909049606
69.0,74.38746461418185,-0.07242436131039665
69.57,75.11746461418188,-0.07385053053474
70.3,74.95746461418187,-0.06213476720636957
70.14,75.03746461418187,-0.06526692551997904
70.22,75.42746461418187,-0.06903936968872693
70.61,74.83746461418187,-0.05648861350362688
70.02,74.52746461418187,-0.06048058440625048
69.71,75.60227039716715,-0.07793774401499909
68.67,76.05227039716713,-0.09706837624458498
69.12,75.09227039716713,-0.07953242544911021
68.16,74.55227039716713,-0.08574212915466128
67.62,74.60227039716715,-0.09359326948087465
67.67,74.16227039716713,-0.08754141913938929
67.23,74.38227039716713,-0.09615558061050422
67.45,73.06227039716713,-0.07681489182664014
66.13,74.38227039716713,-0.11094405095601156
67.45,73.40227039716714,-0.08109109384437874
66.47,72.64227039716714,-0.08496802706496687
65.71,72.34227039716713,-0.09167904685262473
65.41,72.13227039716713,-0.09319366159076481
65.2,73.82227039716713,-0.11679768653522749
66.89,72.88227039716713,-0.08221849243324408
65.95,73.45227039716713,-0.10213803271976829
66.52,72.65227039716714,-0.08440576410955847
65.72,71.38227039716713,-0.079323204006577
64.45,74.05227039716713,-0.12966881833152366
67.12,74.34227039716713,-0.09714890813238242
67.41,73.19227039716714,-0.07900110716323594
66.26,72.37227039716714,-0.08445597137721395
65.44,72.38227039716713,-0.0959111997879365
65.45,70.83227039716712,-0.07598613410226618
63.9,69.17227039716714,-0.07621942097455081
62.24,69.18227039716713,-0.10034753640365346
62.25,70.59227039716713,-0.11817540858555386
63.66,69.50227039716712,-0.08405869856886361
62.57,69.49227039716712,-0.09961209149743522
62.56,69.57227039716713,-0.10079116804922694
62.64,71.02227039716713,-0.11802312641221169
64.09,71.43227039716713,-0.10278646270577319
64.5,70.73227039716713,-0.08811070763277429
63.8,71.78227039716712,-0.11120114135428827
64.85,71.21227039716713,-0.08934233330412444
64.28,71.07227039716713,-0.09556850174069942
64.14,72.26227039716711,-0.11239987828400044
65.33,73.39227039716714,-0.10985176440976185
66.46,72.90227039716714,-0.08836858388730628
65.97,75.14227039716714,-0.12206538807899703
68.21,75.11227039716714,-0.09189271420861567
68.18,77.01227039716711,-0.1146865343875384
70.08,77.44227039716714,-0.09506785324615752
70.51,77.86227039716714,-0.09442661201200508
70.93,76.68227039716713,-0.07501434643723892
69.75,77.10227039716715,-0.09535737870356253
70.17,76.77227039716713,-0.08599811316001871
69.84,77.98227039716713,-0.10441181509204822
71.05,77.85227039716715,-0.08737407865518931
70.92,76.75227039716712,-0.07598824591099507
69.82,77.09227039716713,-0.094332030431865
70.16,77.88227039716713,-0.09915312378268859
70.95,79.67227039716714,-0.1094768650835043
72.74,79.22227039716712,-0.0818238402493312
72.29,79.62227039716714,-0.09208818538573105
72.69,79.25227039716712,-0.0828023016158499
72.32,78.48227039716713,-0.07851799350327615
71.55,78.43227039716713,-0.08774794306369726
71.5,79.64227039716714,-0.10223553844663824
72.71,79.96227039716713,-0.09069615408799181
73.03,80.31227039716713,-0.09067444315985862
73.38,78.97859200865284,-0.07088746287145087
73.97,78.47859200865284,-0.05744996047018447
73.47,78.03859200865284,-0.05854272727199228
73.03,79.53859200865284,-0.08182935911091793
74.53,78.95859200865284,-0.05608752506842485
73.95,79.10859200865283,-0.06520899788089507
74.1,78.42859200865284,-0.05519150475346135
73.42,78.78859200865284,-0.06813920482375468
73.78,79.19859200865282,-0.06841778207446936
74.19,79.20859200865284,-0.06335918719656841
74.2,79.21859200865282,-0.06335118917671057
74.21,79.48859200865284,-0.06640691293259093
74.48,79.94859200865282,-0.06840135481136367
74.94,79.84859200865283,-0.06147374531188865
74.84,79.45859200865284,-0.058125772076981774
74.45,79.90859200865285,-0.06831045162279625
74.9,79.71859200865282,-0.060445021509283436
74.71,79.91859200865284,-0.06517372087947826
74.91,80.12859200865284,-0.06512771381393179
75.12,79.78859200865284,-0.05851202397639177
74.78,78.90859200865285,-0.05232119726835471
73.9,78.64859200865286,-0.060377330189590794
73.64,78.71859200865282,-0.06451578819009585
73.71,78.24859200865284,-0.058002219492345075
73.24,80.83859200865284,-0.09399708505362758
75.83,80.70859200865284,-0.060446996871532654
75.7,81.04859200865286,-0.0659924111708422
76.04,81.49859200865284,-0.06697774616858754
76.49,81.32859200865285,-0.05949435357417787
76.32,80.59859200865283,-0.053085195436087806
75.59,80.42859200865284,-0.06016009839053604
75.42,82.07859200865285,-0.08112458858883553
77.07,81.76859200865283,-0.05746206328409853
76.76,81.85859200865283,-0.06228536166507581
76.85,82.34859200865283,-0.06677214357320238
77.34,82.37859200865284,-0.06116385198867691
77.37,81.78859200865284,-0.05402455159254205
76.78,82.35859200865283,-0.06773539800275763
77.35,82.15859200865285,-0.05852816961793128
77.15,81.95859200865284,-0.058670993373643676
76.95,82.05859200865284,-0.0622554187636335
77.05,82.32859200865285,-0.06411614579899605
77.32,82.53859200865284,-0.06322608469145874
77.53,82.93859200865283,-0.06521200659023196
77.93,82.15859200865285,-0.05146865233775533
77.15,82.00859200865284,-0.05924491433946577
77.0,81.94859200865282,-0.06038654096863938
76.94,81.90859200865285,-0.0606602053192169
76.9,82.21859200865282,-0.06468843455861029
77.21,81.08859200865284,-0.04783153724310529
76.08,80.56859200865284,-0.05571143663737832
75.56,80.63859200865284,-0.0629796711741678
75.63,80.45859200865284,-0.06001337940556506
75.45,80.68859200865283,-0.06492357690528372
75.68,80.11859200865283,-0.055400274734901056
75.11,80.77859200865282,-0.07017443443487625
75.77,80.65859200865285,-0.06060844712152191
75.65,81.18859200865283,-0.0682188454267385
76.18,82.15859200865285,-0.07276891999345825
77.15,80.70859200865284,-0.0440918608550539
75.7,78.78859200865284,-0.03920100524595793
73.78,79.61859200865283,-0.07333201782842746
74.61,81.68859200865283,-0.08665337269986284
76.68,82.32859200865285,-0.06861033173091513
77.32,83.49063917245422,-0.07390815585575361
77.32,82.54063917245422,-0.06324931845447201
76.37,82.85063917245424,-0.07822075046355081
76.68,83.09063917245423,-0.07715236320602825
76.92,84.24063917245422,-0.08690151504510413
78.07,84.61063917245421,-0.07730279828193976
78.44,84.02063917245424,-0.06641986097011066
77.85,84.16063917245422,-0.074983260993575
77.99,83.90063917245423,-0.07044808276496162
77.73,83.90063917245423,-0.07354698645108937
77.73,83.68063917245425,-0.07111130162606427
77.51,83.52063917245424,-0.07196591443754885
77.35,83.79063917245422,-0.07686585561423376
77.62,83.75063917245424,-0.07320110309642414
77.58,84.08063917245423,-0.07731434057156772
77.91,84.11063917245421,-0.07372003391557735
77.94,84.35063917245424,-0.07599988850526351
78.18,82.72063917245423,-0.05489124863974992
76.55,82.93063917245425,-0.07693946695847498
76.76,83.71063917245424,-0.0830317297916584
77.54,83.17063917245423,-0.06769984249825345
77.0,82.17063917245423,-0.06292562920926581
76.0,82.25063917245424,-0.07599502247451939
76.08,82.08063917245423,-0.0731066330982959
75.91,83.13063917245422,-0.08685893966814129
76.96,81.53063917245423,-0.056060386853908795
75.36,78.48063917245425,-0.039763172234070665
72.31,76.28063917245423,-0.05205304013614076
70.11,76.26063917245423,-0.0806528667894496
70.09,75.32063917245424,-0.06944496528339539
69.15,74.50063917245424,-0.07182004385316165
68.33,74.43063917245425,-0.0819640841497975
68.26,73.37063917245423,-0.0696550995070645
67.2,73.82063917245424,-0.08968547613070099
67.65,70.65063917245423,-0.04247150779669295
64.48,71.34063917245423,-0.09616733536504718
65.17,71.62063917245423,-0.09006676353336973
65.45,70.68063917245425,-0.07400384650868774
64.51,70.41063917245422,-0.08380323260526013
64.24,69.85063917245424,-0.0803233762629163
63.68,70.58063917245423,-0.09776957609569747
64.41,70.83063917245423,-0.09064776553578235
64.66,70.80063917245424,-0.08673140870235707
64.63,70.36063917245421,-0.08144666165422965
64.19,70.95063917245425,-0.09528651540434585
64.78,70.23063917245425,-0.07761055910469472
64.06,70.50063917245424,-0.09135575574995214
64.33,70.60063917245424,-0.08881844762250835
64.43,69.82063917245424,-0.07720695823393364
63.65,70.88063917245422,-0.10201148376867641
64.71,70.12063917245423,-0.07716186327319907
63.95,69.51063917245423,-0.0799969506633138
63.34,70.24063917245422,-0.09824282998780565
64.07,70.61063917245421,-0.09262965537643475
64.44,69.77063917245424,-0.07640232676209735
63.6,71.16063917245422,-0.10624748822353036
64.99,72.00063917245424,-0.09736912412211407
65.83,72.89063917245423,-0.09686619918024375
66.72,72.67063917245423,-0.08188505344411257
66.5,72.32063917245424,-0.0804837905065311
66.15,72.50063917245424,-0.08759425082237193
66.33,72.38063917245422,-0.08359471872081659
66.21,71.63063917245422,-0.07567486811619506
65.46,72.24063917245422,-0.09386183801983483
66.07,68.4993416918591,-0.035465183049311344
64.1,68.73934169185908,-0.06749179694877017
64.34,68.50934169185909,-0.060858002556964164
64.11,68.6793416918591,-0.06653153014133684
64.28,67.82934169185909,-0.05232752675064034
63.43,68.09934169185911,-0.0685666201148799
63.7,66.39934169185909,-0.04065313936975434
62.0,67.05934169185909,-0.0754457405070722
62.66,67.38934169185907,-0.07017937218446524
62.99,67.2493416918591,-0.06333655593798493
62.85,66.6593416918591,-0.05714640431746598
62.26,66.9093416918591,-0.06948718331845116
62.51,67.1793416918591,-0.06950561845748082
62.78,65.4993416918591,-0.04151708431898771
61.1,65.35934169185907,-0.06516806292113553
60.96,62.499341691859094,-0.02462972649293682
58.1,62.6893416918591,-0.07320768679335288
58.29,61.25934169185909,-0.048471655258641055
56.86,60.32934169185908,-0.05750670560237914
55.93,59.559341691859096,-0.06093656492437649
55.16,63.01934169185908,-0.12471316711444425
58.62,62.2193416918591,-0.05784924099140776
57.82,62.36934169185909,-0.07294195462789221
57.97,62.85934169185908,-0.07778226052425075
58.46,63.029341691859095,-0.07249546908165272
58.63,62.249341691859094,-0.058142650082553815
57.85,62.419341691859096,-0.07320393916386081
58.02,63.72934169185909,-0.0895873319932381
59.33,64.37934169185908,-0.07843108610875382
59.98,63.929341691859086,-0.06177666760429046
59.53,64.98934169185908,-0.0840036465939914
60.59,64.69934169185908,-0.06351442819048247
60.3,64.82934169185909,-0.06986561291008542
60.43,66.38934169185907,-0.08976353041003016
61.99,65.91934169185909,-0.05960832725282439
61.52,67.2493416918591,-0.08519550597404091
62.85,67.4293416918591,-0.06791318996981943
63.03,67.75934169185909,-0.06979615760386426
63.36,67.72934169185909,-0.06451179921012395
63.33,67.59934169185911,-0.0631565572238888
63.2,68.05934169185909,-0.07139859967879081
63.66,67.7493416918591,-0.06035987346502125
63.35,68.98934169185908,-0.08174221631287915
64.59,68.6293416918591,-0.05885735739671605
64.23,68.50934169185909,-0.06246362300643149
64.11,68.4993416918591,-0.06407859672001426
64.1,68.4093416918591,-0.0629934682206118
64.01,70.6793416918591,-0.09436055192669213
66.28,70.88934169185907,-0.06502164615796413
66.49,70.98934169185908,-0.06338052423967
66.59,69.76934169185908,-0.04556932335553421
65.37,68.19934169185908,-0.041486349012615276
63.8,68.51934169185908,-0.06887605127735485
64.12,69.33934169185909,-0.07527244367351515
64.94,69.58934169185909,-0.06681111760542768
65.19,69.26934169185908,-0.05889101285249421
64.87,69.06934169185908,-0.060798924515506614
64.67,69.2493416918591,-0.06612830649330836
64.85,69.59934169185911,-0.0682383134151775
65.2,69.4093416918591,-0.06064517526396307
65.01,68.70934169185908,-0.05384044732155224
64.31,68.75934169185909,-0.06470890474487889
64.36,68.59934169185911,-0.0617985768857926
64.2,69.54664348398214,-0.07687852664253403
65.09,70.76664348398214,-0.08021637320225639
66.31,70.16664348398213,-0.05496405831158979
65.71,70.24664348398214,-0.06458164061627525
65.79,67.83664348398213,-0.030170176159517448
63.38,68.08664348398213,-0.06912726554202075
63.63,67.64664348398213,-0.05937683345564981
63.19,67.86664348398213,-0.06890930866628042
63.41,68.38664348398214,-0.07277215594223163
63.93,68.30664348398213,-0.06407346724639529
63.85,68.34664348398213,-0.06579172370090092
63.89,67.35664348398214,-0.05146698684305029
62.9,67.47664348398214,-0.06782559486777917
63.02,67.57664348398214,-0.06742926622365031
63.12,68.01664348398214,-0.07199184248389578
63.56,68.53664348398213,-0.0726128860562778
64.08,69.66664348398213,-0.08019108147885179
65.21,69.00664348398213,-0.05501852129445217
64.55,67.80664348398213,-0.048028383601548486
63.35,68.20664348398213,-0.07120484509874292
63.75,69.08664348398213,-0.0772456616049011
64.63,69.23664348398214,-0.06653476038375383
64.78,69.77664348398213,-0.07160911208245713
65.32,69.07664348398214,-0.05438370040161633
64.62,68.72664348398213,-0.059753296186205396
64.27,69.14664348398213,-0.07052610565416406
64.69,69.11664348398213,-0.06404598459715438
64.66,69.20664348398213,-0.06569663337356413
64.75,69.26664348398214,-0.06520661687651441
64.81,69.18664348398214,-0.06325850284954782
64.73,69.30664348398213,-0.06603470106065457
64.85,69.11664348398213,-0.06173105736783846
64.66,71.35664348398214,-0.09384751239715161
66.9,73.34664348398213,-0.08789282205381332
68.89,73.53664348398213,-0.06318813674157253
69.08,73.40664348398214,-0.058940761743536796
68.95,73.49664348398214,-0.06186192006132951
69.04,73.64664348398213,-0.06255062370879205
69.19,73.86664348398213,-0.06331198039337271
69.41,73.62664348398214,-0.05727061949930523
69.17,74.44664348398213,-0.07087819191092803
69.99,74.45664348398213,-0.059989858191002776
70.0,73.87664348398214,-0.05247454812728014
69.42,72.58664348398213,-0.04362570484032535
68.13,72.71664348398214,-0.0630755665309618
68.26,72.74664348398214,-0.06167492091879179
68.29,73.00664348398213,-0.0646056750303412
68.55,73.20664348398213,-0.06360957506542453
68.75,73.15664348398214,-0.06023572534389143
68.7,73.48664348398214,-0.06513623778483602
69.03,72.19664348398213,-0.04386136711029642
67.74,72.25664348398213,-0.06250834893795454
67.8,71.86664348398213,-0.05658596654633685
67.41,70.46664348398214,-0.04337716872632014
66.01,70.01664348398214,-0.05722415820887983
65.56,70.57664348398214,-0.07108078871901435
66.12,71.22664348398213,-0.07169569186747571
66.77,71.38664348398214,-0.06467097006764344
66.93,72.14664348398213,-0.07230611476943227
67.69,72.76664348398214,-0.06976608018342423
68.31,72.95664348398213,-0.06369047782471404
68.5,72.42664348398213,-0.054215455736956075
67.97,75.17904319648811,-0.09589165929721322
67.64,74.71904319648812,-0.09474215532809227
67.18,74.88904319648812,-0.10293953384157561
67.35,75.29904319648811,-0.1055663240732766
67.76,74.57904319648812,-0.09143377152912058
67.04,75.8090431964881,-0.11567278555092397
68.27,75.84904319648811,-0.09992272647203326
68.31,75.63904319648812,-0.09689497495955102
68.1,75.31904319648811,-0.0958461882960393
67.78,75.87904319648813,-0.10673623249987119
68.34,75.25904319648812,-0.09193636940644745
67.72,75.3090431964881,-0.1007720039237201
67.77,75.96904319648812,-0.10792610847134043
68.43,75.27904319648812,-0.09098207025043104
67.74,75.8090431964881,-0.10643905866974346
68.27,76.03904319648811,-0.10217176426605701
68.5,76.01904319648811,-0.09890999518441024
68.48,76.35904319648812,-0.10318415300482031
68.82,76.54904319648811,-0.10096851474222879
69.01,76.61904319648811,-0.09931007852675544
69.08,77.62904319648813,-0.11012686546772843
70.09,73.98904319648813,-0.05269757558742416
66.45,72.77904319648812,-0.08696244026458311
65.24,72.98904319648813,-0.10616721164062304
65.45,72.92904319648811,-0.10255232851934992
65.39,73.40904319648811,-0.1092378111375758
65.87,74.07904319648812,-0.11081464935655749
66.54,74.41904319648812,-0.10587401904221105
66.88,74.17904319648811,-0.09839764550688723
66.64,73.56904319648811,-0.09418422335576704
66.03,69.62904319648813,-0.05168882166500388
62.09,71.48904319648813,-0.131475297139658
63.95,71.63904319648812,-0.107330344647387
64.1,72.10904319648812,-0.11106849906002059
64.57,72.23904319648813,-0.10616202619999482
64.7,72.41904319648812,-0.10658858299942908
64.88,72.3090431964881,-0.1027401673162911
64.77,73.8090431964881,-0.12246525364683492
66.27,72.28904319648811,-0.08326356153487624
64.75,72.73904319648813,-0.10983156837666297
65.2,73.79904319648811,-0.1165197111511781
66.26,74.95904319648812,-0.11605061678396233
67.42,73.96904319648812,-0.08853762213864957
66.43,73.2290431964881,-0.09284626563049458
65.69,73.01904319648811,-0.10037166848059453
65.48,71.58904319648809,-0.08533489097934721
64.05,71.14904319648812,-0.09977707186986495
63.61,72.00904319648812,-0.11663872791046537
64.47,72.75904319648812,-0.11392457668943357
65.22,73.14904319648812,-0.10839571988918095
65.61,73.50904319648812,-0.10745675433938306
65.97,73.09904319648811,-0.09752580724381643
65.56,73.70904319648812,-0.1105568983545887
66.17,73.58904319648809,-0.10081722596499465
66.05,72.61904319648811,-0.09045896100164796
65.08,71.82904319648812,-0.09395980923797265
64.29,72.60904319648812,-0.11457310040535662
65.07,72.42904319648811,-0.10160348489658
64.89,71.98904319648813,-0.09861282885941236
64.45,71.65904319648811,-0.10060200185370904
64.12,72.25904319648812,-0.11263701865462405
64.72,71.59904319648811,-0.09607730619542032
64.06,72.29904319648811,-0.1139578455291137
64.76,68.03819028892714,-0.048181620866253994
64.38,67.75819028892714,-0.0498565601371912
64.1,66.70819028892714,-0.03909850166269735
63.05,67.07819028892716,-0.060052161091056044
63.42,65.99819028892713,-0.03906456037113015
62.34,67.01819028892713,-0.06980478387671507
63.36,67.53819028892714,-0.061864113785887964
63.88,67.89819028892714,-0.05917963751063959
64.24,68.35819028892715,-0.06024428486946398
64.7,68.92819028892715,-0.06134195996157443
65.27,68.86819028892712,-0.05224749298379139
65.21,69.06819028892716,-0.055860596213503144
65.41,70.07819028892716,-0.06661402455857612
66.42,69.41819028892715,-0.043190268666588816
65.76,69.13819028892713,-0.0488614219552137
65.48,69.02819028892714,-0.05140204710677887
65.37,68.54819028892715,-0.04636432085998521
64.89,68.53819028892714,-0.053228576265990646
64.88,69.12819028892713,-0.061453804463439066
65.47,68.43819028892715,-0.04337037955557077
64.78,67.78819028892714,-0.04437631800031272
64.13,62.11819028892713,0.03238680492325097
58.46,62.158190288927145,-0.059496427932296814
58.5,61.35819028892715,-0.046582050015952725
57.7,60.50819028892713,-0.046410085568879156
56.85,60.708190288927135,-0.0635530440055112
57.05,60.17819028892715,-0.05198212631367116
56.52,59.78819028892714,-0.05466280670369128
56.13,60.208190288927135,-0.06773480932339448
56.55,60.57819028892715,-0.06649571850388292
56.92,60.638190288927134,-0.061317632851686454
56.98,60.998190288927134,-0.06587392625739175
57.34,60.21819028892714,-0.04779602766402591
56.56,59.888190288927134,-0.055573398910043315
56.23,60.12819028892713,-0.06483132570921568
56.47,60.43819028892715,-0.06565700048193146
56.78,60.36819028892713,-0.059438427286850226
56.71,60.59819028892714,-0.06416347205070927
56.94,60.888190288927134,-0.06484328521166671
57.23,60.978190288927145,-0.06146771937913298
57.32,60.728190288927145,-0.05612204600058002
57.07,61.17819028892715,-0.06715122283816077
57.52,62.21819028892714,-0.07551152270919181
58.56,61.53819028892714,-0.04839580551433631
57.88,60.888190288927134,-0.04940515188007133
57.23,61.07819028892715,-0.06300432725205996
57.42,61.02819028892714,-0.059123337458391045
57.37,61.96819028892714,-0.07420242978676717
58.31,63.458190288927135,-0.08112727869306169
59.8,63.94819028892715,-0.06486798563313567
60.29,63.43819028892715,-0.04962610494701736
59.78,63.36819028892713,-0.05662447156162709
59.71,63.28819028892714,-0.05653804086657821
59.63,64.36819028892712,-0.07361074263015599
60.71,62.93819028892715,-0.03540283377545994
59.28,64.18819028892715,-0.07646562812932023
60.53,64.91819028892715,-0.0675956965127481
61.26,61.14819028892714,0.001828504008778653
57.49,61.33819028892714,-0.06273726483941955
57.68,62.12819028892713,-0.0715969718132915
58.47,61.96819028892714,-0.05645138695541707
58.31,62.12819028892713,-0.06145664747630075
58.47,63.048190288927145,-0.07261414273664235
59.39,445.8272196900638,-0.8667869583169742
60.18,446.5572196900638,-0.8652356353307459
60.91,445.56721969006384,-0.8632978430451662
59.92,446.0272196900638,-0.8656584231750759
60.38,445.4672196900638,-0.8644569177458002
59.82,439.5372196900638,-0.8639023106116438
53.89,439.9672196900638,-0.8775136019497931
54.32,440.2072196900638,-0.8766035685688094
54.56,440.0472196900638,-0.87601330593924
54.4,440.3772196900638,-0.8764695411849719
54.73,442.5772196900638,-0.8763379641674116
56.93,442.13721969006383,-0.8712390690837843
56.49,443.3672196900638,-0.8725886861020321
57.72,444.3472196900638,-0.8701015839814183
58.7,444.9972196900638,-0.8680890634757584
59.35,446.6472196900638,-0.8671210803882671
61.0,448.1472196900638,-0.8638840155201961
62.5,448.2472196900638,-0.8605680141346665
62.6,447.1772196900638,-0.8600107580538479
61.53,447.5372196900638,-0.8625142283303011
61.89,446.7172196900638,-0.8614559786995903
61.07,446.38721969006383,-0.8631905276266596
60.74,445.4772196900638,-0.8636518382640099
59.83,445.1672196900638,-0.8656010655015095
59.52,445.5572196900638,-0.866414464024614
59.91,445.0572196900638,-0.86538809539654
59.41,444.6072196900638,-0.8663764388679636
58.96,439.9872196900638,-0.8659961077016449
54.34,440.75721969006383,-0.876712172660016
55.11,440.6472196900638,-0.8749339663625644
55.0,440.63721969006383,-0.8751807665301492
54.99,440.3072196900638,-0.8751099288385324
54.66,440.0272196900638,-0.8757804118606568
54.38,441.2872196900638,-0.8767696013535276
55.64,440.5572196900638,-0.8737053950922805
54.91,440.4072196900638,-0.8753199367652446
54.76,440.81721969006384,-0.8757761776218691
55.17,441.0372196900638,-0.8749085167034873
55.39,442.7972196900638,-0.8749088803250159
57.15,443.63721969006383,-0.8711785272662054
57.99,444.1272196900638,-0.8694293044221235
58.48,446.2872196900638,-0.8689633101288157
60.64,446.7072196900638,-0.8642511306576297
61.06,446.75721969006383,-0.8633262154277884
61.11,447.5772196900638,-0.8634649010011788
61.93,446.5772196900638,-0.861322975580839
60.93,454.8472196900638,-0.8660429318628833
69.2,452.7872196900638,-0.8471688312064817
67.14,453.3572196900638,-0.8519048620293286
67.71,455.1572196900638,-0.8512382160034577
69.51,456.0472196900638,-0.8475815726993359
70.4,456.94721969006383,-0.8459340664163564
71.3,454.6772196900638,-0.8431854579197908
69.03,456.1672196900638,-0.8486739138184864
70.52,456.7172196900638,-0.8455937351171999
71.07,457.44721969006383,-0.8446378140670472
71.8,457.3972196900638,-0.8430248438137593
71.75,457.5472196900638,-0.8431855841051717
71.9,457.6272196900638,-0.8428852198767907
71.98,457.7472196900638,-0.8427516391061054
72.1,457.9572196900638,-0.8425617134089602
72.31,458.00721969006383,-0.8421203926677562
72.36,457.8972196900638,-0.8419732706632763
72.25,75.1960642615431,-0.03917843693648981
72.54,75.56606426154309,-0.040045280789925974
72.91,77.50606426154309,-0.05929941489524926
74.85,78.18606426154308,-0.042668272064232515
75.53,78.31606426154309,-0.035574620453841965
75.66,80.1260642615431,-0.05573797119206092
77.47,80.72606426154309,-0.040334733166153325
78.07,82.68606426154308,-0.055826387466479055
80.03,81.7860642615431,-0.021471436208586825
79.13,81.8060642615431,-0.032712296890208825
79.15,81.7160642615431,-0.03140220083691325
79.06,80.8460642615431,-0.02209216092158861
78.19,81.26606426154308,-0.03785176862562478
78.61,81.6060642615431,-0.03671374534055305
78.95,81.6960642615431,-0.033613176918190324
79.04,81.29606426154311,-0.027751211353663652
78.64,81.6160642615431,-0.03646419719537253
78.96,81.75606426154309,-0.03420008395460794
79.1,81.7460642615431,-0.03236931692609846
79.09,81.58606426154311,-0.030594247732571023
78.93,80.6960642615431,-0.02188538285856323
78.04,80.2060642615431,-0.02700624050670042
77.55,78.3060642615431,-0.009655245333462847
75.65,75.4960642615431,0.002038990243565797
72.84,76.68606426154308,-0.0501533661764908
74.03,77.31606426154309,-0.04250170120438446
74.66,74.56606426154309,0.0012597652750911958
71.91,75.6260642615431,-0.04913734831805572
72.97,76.06606426154309,-0.040702306496332996
73.41,76.1960642615431,-0.0365644116732845
73.54,77.4060642615431,-0.049945237474938065
74.75,76.4960642615431,-0.022825543750502386
73.84,76.3060642615431,-0.03231806391023562
73.65,75.42606426154309,-0.02354708917841064
72.77,75.2060642615431,-0.03239185942600642
72.55,74.72606426154309,-0.02912055228717536
72.07,75.83606426154311,-0.049660597477141355
73.18,76.1560642615431,-0.03907849349097636
73.5,76.3260642615431,-0.037026201847106255
73.67,74.67606426154309,-0.013472379289024672
72.02,73.1060642615431,-0.014856007808840777
70.45,74.56606426154309,-0.05520023488306758
71.91,74.8460642615431,-0.03922803811411224
72.19,74.7160642615431,-0.033808850700441484
72.06,74.8460642615431,-0.03722392471843872
72.19,75.25606426154309,-0.040741756715942046
72.6,75.1160642615431,-0.033495688123149514
72.46,74.91606426154311,-0.032784213716415156
72.26,72.8460642615431,-0.008045242628880067
70.19,72.68606426154308,-0.0343403413969644
70.03,72.1060642615431,-0.028791812211699686
69.45,71.18606426154308,-0.02438769834450527
68.53,71.06606426154309,-0.03568600974171943
68.41,69.0260642615431,-0.00892509616670023
66.37,69.4960642615431,-0.04498188918696733
66.84,68.4460642615431,-0.023464669281875294
65.79,67.6560642615431,-0.027581626006640048
65.0,68.29606426154311,-0.04826140857723027
65.64,67.9960642615431,-0.03465000933702023
65.34,68.6560642615431,-0.048299655641643624
66.0,68.5960642615431,-0.03784567364746805
65.94,65.76362443973932,0.002681962281782413
63.79,66.32362443973932,-0.038200934601234526
64.35,65.64362443973933,-0.01970677961158096
63.67,66.16362443973932,-0.03768875210290923
64.19,65.00362443973933,-0.012516601139580863
63.03,64.74362443973932,-0.026467848449452935
62.77,65.15362443973932,-0.036584679060240655
63.18,64.93362443973932,-0.027006415472260348
62.96,64.84362443973933,-0.029048722307153385
62.87,64.87362443973933,-0.030885039290513006
62.9,65.14362443973933,-0.03444119756976027
63.17,65.05362443973932,-0.028954949950316222
63.08,66.13362443973932,-0.04617355340204854
64.16,66.09362443973933,-0.029255839063604516
64.12,65.72362443973932,-0.024399513164549358
63.75,65.06362443973933,-0.020189844187914585
63.09,64.82362443973932,-0.026743713495238297
62.85,65.27362443973932,-0.03713022619077655
63.3,64.91362443973932,-0.02485802408456317
62.94,65.19362443973932,-0.034568172257740115
63.22,64.76362443973932,-0.023834744474124037
62.79,65.09362443973933,-0.03538940195090723
63.12,65.35362443973932,-0.03417751439017558
63.38,65.27362443973932,-0.029010560635981175
63.3,68.35362443973932,-0.07393352556153931
66.38,67.99362443973932,-0.023731996242815856
66.02,66.13362443973932,-0.0017181039252257557
64.16,66.77362443973932,-0.039141569169995005
64.8,67.74362443973932,-0.04345242026956786
