DVA,dcf,Deviation
25.32,29.650478451519476,-0.14605087936776795
25.76,29.800478451519467,-0.13558434835510003
25.91,31.02047845151947,-0.1647453136322965
27.13,31.59047845151946,-0.14119692610432488
27.7,31.220478451519465,-0.11276183537629703
27.33,30.910478451519467,-0.1158338088210169
27.02,30.940478451519468,-0.12671033699955392
27.05,30.970478451519465,-0.12658759720669155
27.08,31.010478451519457,-0.12674678520888394
27.12,30.63047845151945,-0.11460736589784837
26.74,31.000478451519463,-0.13743266763389717
27.11,31.290478451519455,-0.1336022540529882
27.4,31.320478451519456,-0.12517300645926954
27.43,31.23047845151946,-0.12169132975081132
27.34,31.92047845151946,-0.143496547474257
28.03,31.350478451519454,-0.10591476160895785
27.46,31.470478451519465,-0.12743620843571346
27.58,31.34047845151946,-0.1199879082042905
27.45,31.400478451519476,-0.12580949865521274
27.51,31.27047845151947,-0.12025650510431318
27.38,30.98047845151946,-0.11621765161418518
27.09,30.780478451519464,-0.11989672146689079
26.89,30.73047845151946,-0.12497294689304028
26.84,32.49047845151947,-0.17391182650482695
28.6,31.510478451519457,-0.09236541603128567
27.62,31.49047845151947,-0.12290948381359734
27.6,31.720478451519465,-0.1298996311741346
27.83,31.530478451519464,-0.11736195050795806
27.64,31.63047845151945,-0.12615928202400484
27.74,31.56047845151946,-0.1210526151366228
27.67,33.50047845151946,-0.1740416471948929
29.61,33.46047845151947,-0.11507541522750153
29.57,33.270478451519466,-0.11122408284304264
29.38,33.39047845151946,-0.12010844520668928
29.5,33.34047845151946,-0.11518966223306948
29.45,33.30047845151947,-0.11562832219138208
29.41,33.45047845151946,-0.12078985528937702
29.56,33.43047845151947,-0.11577693861403748
29.54,33.09047845151946,-0.10729607481261516
29.2,32.97047845151946,-0.11435922766676432
29.08,33.070478451519456,-0.12066588203038564
29.18,33.150478451519476,-0.11977137697502782
29.26,32.97047845151946,-0.11253941786060007
29.08,33.030478451519464,-0.11960100600170798
29.14,33.11047845151946,-0.11991606999376514
29.22,32.84047845151946,-0.11024438809148795
28.95,32.97047845151946,-0.12194176852578176
29.08,33.14047845151946,-0.12252322963470363
29.25,33.44047845151947,-0.12531155789516102
29.55,33.94047845151947,-0.12935817795824
30.05,34.030478451519464,-0.11696804255015503
30.14,33.900478451519476,-0.11092700231052122
30.01,33.780478451519464,-0.1116170825386833
29.89,33.81047845151946,-0.11595453927518351
29.92,33.520478451519466,-0.10741130848495561
29.63,33.21047845151947,-0.10781170939004203
29.32,33.43047845151947,-0.12295601624369334
29.54,33.62047845151946,-0.1213688394531175
29.73,33.900478451519476,-0.12302122689753803
30.01,33.94047845151947,-0.1158050396117355
30.05,33.87047845151946,-0.11279670752179971
29.98,34.00047845151946,-0.11824770222725467
30.11,32.028735056932575,-0.05990667609950673
29.38,31.69873505693259,-0.07314913521842503
29.05,31.808735056932594,-0.08672885143011488
29.16,31.568735056932578,-0.0763012851984265
28.92,30.72873505693259,-0.05886135740965115
28.08,30.35873505693258,-0.07506027680860905
27.71,30.188735056932586,-0.08210794696293067
27.54,30.44873505693259,-0.0955289292475987
27.8,30.19873505693259,-0.0794316401799725
27.55,30.22873505693259,-0.08861551936882162
27.58,29.938735056932586,-0.07878539465502243
27.29,30.17873505693258,-0.09572087933715401
27.53,31.04873505693259,-0.1133294174619498
28.4,31.45873505693258,-0.09723007143793361
28.81,31.22873505693259,-0.07745222637173854
28.58,30.898735056932583,-0.0750430414921579
28.25,31.068735056932578,-0.09072577469817567
28.42,30.938735056932586,-0.08141040841836877
28.29,30.77873505693258,-0.08085891289323854
28.13,30.628735056932573,-0.08158139904530615
27.98,30.058735056932594,-0.06915577295569408
27.41,29.76873505693259,-0.07923531357383906
27.12,28.128735056932573,-0.03586137289468905
25.48,29.318735056932578,-0.1309311281499127
26.67,29.438735056932586,-0.09405074815809955
26.79,29.22873505693259,-0.08343621618186181
26.58,29.148735056932583,-0.0881250953743068
26.5,28.808735056932594,-0.0801401051580366
26.16,28.74873505693258,-0.0900469203881833
26.1,28.628735056932573,-0.08832856400758882
25.98,28.898735056932583,-0.10099871330639443
26.25,28.79873505693259,-0.08850163216870333
26.15,28.88873505693258,-0.09480287217613392
26.24,28.47873505693259,-0.07861076176512316
25.83,28.29873505693259,-0.08723835365665233
25.65,28.26873505693259,-0.09263715025304531
25.62,27.868735056932586,-0.08069024490486132
25.22,28.27873505693258,-0.1081637863495144
25.63,28.29873505693259,-0.09430580736430505
25.65,28.318735056932578,-0.0942392042429614
25.67,29.128735056932573,-0.11873962429787699
26.48,29.008735056932586,-0.08717150375463412
26.36,28.99873505693258,-0.09099483311089296
26.35,28.238735056932576,-0.06688454894047713
25.59,27.808735056932594,-0.07978554408858207
25.16,27.72873505693259,-0.0926380179859797
25.08,27.098735056932576,-0.0744955457401002
24.45,27.148735056932583,-0.09940555430200226
24.5,26.44873505693259,-0.07367970728043571
23.8,26.44873505693259,-0.10014600135813756
23.8,26.758735056932586,-0.11057081176062711
24.11,27.188735056932586,-0.11323568567959441
24.54,27.098735056932576,-0.09442267513804059
24.45,26.618735056932586,-0.08147400889989931
23.97,26.51873505693259,-0.09611073271258075
23.87,27.668735056932594,-0.13729341255088545
25.02,27.468735056932584,-0.08914626217251198
24.82,27.04873505693259,-0.08239701606162042
24.4,26.90873505693259,-0.09323125191967196
24.26,26.648735056932583,-0.08963784028882682
24.0,26.54873505693259,-0.09600212784025075
23.9,26.848735056932576,-0.10982770885405968
24.2,27.49873505693258,-0.11995951995984455
24.85,28.206719878927657,-0.11900426186865332
24.99,28.306719878927662,-0.11717075991544768
25.09,28.306719878927662,-0.11363802986308846
25.09,27.886719878927664,-0.10028859224282516
24.67,27.66671987892766,-0.1083149680208425
24.45,27.436719878927665,-0.10885848935686981
24.22,27.52671987892765,-0.12012763937991111
24.31,27.37671987892766,-0.112019259154862
24.16,27.62671987892766,-0.1254843099043368
24.41,27.976719878927664,-0.127488851243571
24.76,27.816719878927668,-0.10988786212867818
24.6,28.646719878927666,-0.14126294026089892
25.43,28.706719878927657,-0.11414469827090745
25.49,28.716719878927663,-0.1123638038234106
25.5,29.12671987892766,-0.12451521812284416
25.91,29.50671987892766,-0.12189494100617648
26.29,28.98671987892767,-0.09303294371323778
25.77,28.266719878927663,-0.0883271879305998
25.05,28.29671987892766,-0.11473838285212223
25.08,28.226719878927664,-0.11148018233874968
25.01,27.716719878927663,-0.09765657302708153
24.5,30.37671987892766,-0.19346130531375583
27.16,30.716719878927663,-0.11579100545067145
27.5,31.16671987892766,-0.11764856530208012
27.95,30.98671987892767,-0.09800068838498688
27.77,31.106719878927667,-0.10726685076133757
27.89,30.91671987892766,-0.09789912677607893
27.7,31.536719878927656,-0.12165881212938989
28.32,31.246719878927657,-0.09366486755307057
28.03,31.12671987892766,-0.09948751076158502
27.91,30.83671987892766,-0.09491022036126617
27.62,31.146719878927666,-0.11322925472205725
27.93,31.016719878927663,-0.09951793390714858
27.8,31.016719878927663,-0.10370922171925268
27.8,31.266719878927663,-0.11087571361344084
28.05,31.58671987892766,-0.11196857073111599
28.37,31.616719878927654,-0.10268996566881594
28.4,31.90671987892767,-0.10990537078816531
28.69,32.04671987892766,-0.10474456954126132
28.83,32.616719878927654,-0.11609750744353975
29.4,32.576719878927655,-0.09751503192261313
29.36,32.37671987892766,-0.09317558697139938
29.16,32.39671987892767,-0.09990887630055978
29.18,32.136719878927664,-0.09200440773255181
28.92,31.886719878927664,-0.09303935588834955
28.67,31.216719878927663,-0.08158191792106839
28.0,31.146719878927666,-0.10102893309984085
27.93,31.37671987892766,-0.10984959206148404
28.16,31.686719878927665,-0.11129961991657611
28.47,32.50671987892766,-0.12418108913980119
29.29,32.536719878927656,-0.09978633036793572
29.32,32.26671987892767,-0.09132381258412547
29.05,31.79671987892766,-0.08638374931082016
28.58,31.54671987892766,-0.09404210296073756
28.33,31.946719878927652,-0.11321099294808279
28.73,32.16671987892766,-0.1068408557622017
28.95,31.766719878927663,-0.08866889278033785
28.55,31.706719878927657,-0.09955996366012043
28.49,31.956719878927657,-0.10848171815072993
28.74,32.406719878927674,-0.11314689955128543
29.19,32.056719878927666,-0.08942648810467002
28.84,32.04671987892766,-0.10006390329626969
28.83,32.14671987892767,-0.10317444179123847
28.93,31.1937410876359,-0.07257036215297585
28.73,31.033741087635892,-0.07423343132013571
28.57,31.673741087635893,-0.09799098499442693
29.21,32.14374108763589,-0.09126943499318918
29.68,31.713741087635892,-0.0641280724975326
29.25,31.173741087635893,-0.061710305549399935
28.71,30.64374108763589,-0.0631039494200698
28.18,30.653741087635886,-0.08069948397370863
28.19,30.683741087635887,-0.08127239375777251
28.22,30.6637410876359,-0.07969481221002273
28.2,30.903741087635886,-0.08748911919656266
28.44,30.563741087635893,-0.06948563925948903
28.1,30.613741087635887,-0.08211152895165508
28.15,30.793741087635887,-0.08585319595017915
28.33,31.073741087635888,-0.08829773923576945
28.61,31.293741087635887,-0.08575967571663168
28.83,31.323741087635888,-0.07961185353496036
28.86,30.713741087635892,-0.060355431217141264
28.25,30.793741087635887,-0.08260578279192043
28.33,30.6937410876359,-0.07701052409633014
28.23,30.863741087635887,-0.08533447323049803
28.4,30.283741087635892,-0.062203050877521204
27.82,30.133741087635894,-0.07678240417965354
27.67,29.993741087635893,-0.07747419972874914
27.53,29.543741087635887,-0.06816134360447124
27.08,29.6637410876359,-0.08710098567819635
27.2,29.4137410876359,-0.07526213959116024
26.95,28.9437410876359,-0.06888332374171147
26.48,28.763741087635882,-0.07939652497489447
26.3,28.743741087635893,-0.0850181985770484
26.28,29.59374108763588,-0.11197438937587867
27.13,29.813741087635893,-0.09001691802941403
27.35,30.363741087635887,-0.09925460367145211
27.9,29.013741087635882,-0.03838667630871295
26.55,29.083741087635904,-0.08711881597354232
26.62,28.9437410876359,-0.08028475243058841
26.48,28.84374108763588,-0.08194987884734262
26.38,29.003741087635888,-0.09046216071603164
26.54,29.063741087635893,-0.0868346948187454
26.6,28.813741087635893,-0.07682935308202021
26.35,28.4137410876359,-0.07263179745570092
25.95,28.59374108763588,-0.09245873352259781
26.13,29.073741087635888,-0.10125085308982706
26.61,29.543741087635887,-0.09930161109026447
27.08,29.6937410876359,-0.08802330026122007
27.23,29.353741087635893,-0.0723499291383487
26.89,30.203741087635898,-0.10971293516326686
27.74,30.263741087635882,-0.08339157674947684
27.8,30.433741087635887,-0.08654016869144887
27.97,30.4437410876359,-0.0812561465594831
27.98,30.34374108763588,-0.07789880228707302
27.88,30.1937410876359,-0.07662982473488056
27.73,30.173741087635893,-0.08098899902860401
27.71,29.823741087635888,-0.07087444467227444
27.36,30.23374108763588,-0.09505079372433667
27.77,30.023741087635898,-0.07506529852683863
27.56,30.253741087635888,-0.08903828058265395
27.79,30.563741087635893,-0.09075266930454307
28.1,30.633741087635894,-0.08271079527594938
28.17,30.763741087635882,-0.08431162777788159
28.3,30.833741087635904,-0.08217429991496927
28.37,30.823741087635888,-0.07960555730920471
28.36,30.903741087635886,-0.08231175249696865
28.44,30.603795855452848,-0.07070351225948701
27.72,30.63379585545286,-0.09511703574711261
27.75,30.303795855452858,-0.08427313421837646
27.42,30.12379585545286,-0.08975614721421077
27.24,29.433795855452868,-0.07453322929283179
26.55,29.053795855452858,-0.08617792552510628
26.17,29.283795855452865,-0.10633170203831521
26.4,29.803795855452858,-0.11420679003309253
26.92,29.63379585545286,-0.0915777333653156
26.75,29.38379585545286,-0.08963429600481987
26.5,29.41379585545287,-0.09906221793922931
26.53,29.75379585545287,-0.10834906144797174
26.87,29.533795855452865,-0.09019483538419071
26.65,29.16379585545287,-0.0861957705338573
26.28,29.01379585545285,-0.09422399844104024
26.13,28.88379585545286,-0.09534051096448881
26.0,28.783795855452865,-0.09671399385378487
25.9,29.063795855452856,-0.10885693910003413
26.18,29.66379585545287,-0.11744268577187067
26.78,30.183795855452868,-0.11276897948002629
27.3,30.333795855452852,-0.10001372297451827
27.45,29.88379585545286,-0.08144199174780431
27.0,30.393795855452858,-0.11166080971238701
27.51,30.38379585545286,-0.09458317417364792
27.5,30.423795855452852,-0.09610227038546282
27.54,30.333795855452852,-0.09210175570396462
27.45,30.403795855452856,-0.09715220656973
27.52,30.933795855452868,-0.11035812971045711
28.05,31.16379585545287,-0.09991709193243337
28.28,31.613795855452864,-0.10545383005242115
28.73,32.153795855452856,-0.10648185585442238
29.27,31.933795855452868,-0.08341619854747118
29.05,31.923795855452852,-0.09002049344210372
29.04,31.66379585545287,-0.08286422346299405
28.78,31.423795855452852,-0.08413356131812078
28.54,31.283795855452865,-0.08770661553126757
28.4,31.26379585545285,-0.09160102850893481
28.38,30.363795855452864,-0.06533425085904088
27.48,30.13379585545286,-0.08806709477235153
27.25,30.103795855452848,-0.09479853866787125
27.22,29.493795855452856,-0.07709403925478364
26.61,29.363795855452864,-0.09378201200583147
26.48,29.743795855452856,-0.10973030716435983
26.86,29.63379585545286,-0.09360244866985068
26.75,29.643795855452858,-0.0976189375194525
26.76,29.38379585545286,-0.08929397237715808
26.5,28.653795855452856,-0.0751661617999203
25.77,28.933795855452868,-0.10934603504007989
26.05,28.943795855452866,-0.09997983228960927
26.06,29.083795855452852,-0.10396840462232615
26.2,29.26379585545285,-0.1046957773552798
26.38,29.363795855452864,-0.10161478679871605
26.48,29.26379585545285,-0.09512764062472556
26.38,29.563795855452856,-0.10769239075453929
26.68,29.573795855452854,-0.09784999766674496
26.69,29.533795855452865,-0.09628954806118528
26.65,29.50379585545287,-0.09672639647570758
26.62,29.593795855452868,-0.1004871382494491
26.71,29.353795855452848,-0.09006657498306914
26.47,29.22379585545286,-0.09423128566438543
26.34,29.543795855452863,-0.10844225539358188
26.66,29.518018617637203,-0.09682284758535653
26.32,29.938018617637216,-0.12085030288229404
26.74,30.28801861763722,-0.11714264516369355
27.09,31.188018617637216,-0.13139720954635237
27.99,31.188018617637216,-0.10253997398310832
27.99,31.23801861763721,-0.10397646077985745
28.04,31.438018617637216,-0.10808628428417799
28.24,31.66801861763722,-0.1082485980265282
28.47,31.938018617637216,-0.10858590381439825
28.74,31.658018617637218,-0.0921731284854177
28.46,31.2780186176372,-0.0900958162371629
28.08,30.83801861763721,-0.08943566225295085
27.64,30.698018617637214,-0.09961615619974451
27.5,30.678018617637218,-0.10359269473192545
27.48,30.638018617637222,-0.10307515825515112
27.44,30.658018617637218,-0.10496499000055814
27.46,30.508018617637205,-0.09990877007906018
27.31,30.768018617637203,-0.11239003267031822
27.57,30.438018617637216,-0.09422487888141806
27.24,30.508018617637205,-0.10711998896407882
27.31,30.53801861763722,-0.10570491353924583
27.34,30.848018617637212,-0.1137194145633561
27.65,30.64801861763722,-0.09782096046861355
27.45,30.828018617637213,-0.10957624813761446
27.63,31.018018617637203,-0.10922743516927091
27.82,30.758018617637205,-0.09552041222682961
27.56,31.018018617637203,-0.11148418795747761
27.82,30.408018617637218,-0.08510974194603127
27.21,30.14801861763722,-0.09745312469451695
26.95,29.95801861763721,-0.10040779585690951
26.76,29.64801861763722,-0.09741017283088094
26.45,29.688018617637216,-0.10906819546770152
26.49,29.868018617637226,-0.11309818240311698
26.67,29.698018617637214,-0.1019602909077213
26.5,29.768018617637203,-0.109782873345186
26.57,30.118018617637226,-0.11780385232777202
26.92,30.258018617637205,-0.11031847986541632
27.06,30.20801861763721,-0.10421135717253616
27.01,30.29801861763722,-0.10852256245308334
27.1,30.72801861763721,-0.11806874575228243
27.53,30.868018617637226,-0.10813841532834778
27.67,30.818018617637215,-0.10214863767509041
27.62,31.178018617637218,-0.11411945900963916
27.98,31.16801861763722,-0.10228493048426235
27.97,30.97801861763721,-0.09710171120901223
27.78,30.658018617637218,-0.09387490605741644
27.46,30.508018617637205,-0.09990877007906018
27.31,30.408018617637218,-0.10188163380827153
27.21,30.758018617637205,-0.11535263898964887
27.56,30.508018617637205,-0.09663094331314281
27.31,30.598018617637212,-0.10745854686623224
27.4,30.48801861763721,-0.10128630057483645
27.29,30.41801861763722,-0.10283439749831391
27.22,30.0280186176372,-0.09351328349010313
26.83,30.008018617637205,-0.10590564669169222
26.81,29.748018617637207,-0.09876350608088214
26.55,29.79801861763722,-0.10900116075888144
26.6,30.068018617637215,-0.1153391136854941
26.87,29.53801861763722,-0.09032490134744986
26.34,29.5280186176372,-0.10796588348576108
26.33,29.47801861763721,-0.10679206965944787
26.28,29.7780186176372,-0.11746982438802567
26.58,30.138018617637222,-0.11805748290151419
26.94,30.95959777311183,-0.12983365619183918
27.26,31.159597773111827,-0.12514916917434848
27.46,31.449597773111826,-0.12685687753128516
27.75,31.57959777311183,-0.12126809849277131
27.88,31.109597773111823,-0.10381354965325784
27.41,30.67959777311182,-0.10657238068412211
26.98,30.669597773111832,-0.12030147250077461
26.97,30.59959777311182,-0.11861586547719871
26.9,31.28959777311183,-0.14028936405452785
27.59,31.029597773111824,-0.11084893198623247
27.33,30.869597773111828,-0.11466290552690339
27.17,30.49959777311183,-0.10916857979180206
26.8,30.229597773111823,-0.11345165089038434
26.53,30.64959777311182,-0.13440952157374964
26.95,30.419597773111832,-0.11405797666985074
26.72,30.119597773111828,-0.11286995924449883
26.42,30.449597773111826,-0.1323366503274508
26.75,30.159597773111827,-0.11305183175060718
26.46,30.239597773111825,-0.12498836133569646
26.54,30.769597773111823,-0.13746028805121013
27.07,30.169597773111832,-0.10273911493358712
26.47,30.089597773111834,-0.12029398998302065
26.39,30.279597773111824,-0.12845605817676264
26.58,31.67959777311182,-0.16097419574689564
27.98,32.509597773111814,-0.13933109245843
28.81,32.51959777311182,-0.11407268315535646
28.82,32.06959777311182,-0.10132954569939723
28.37,32.179597773111816,-0.11838550002930692
28.48,31.869597773111828,-0.10635834807967393
28.17,31.619597773111828,-0.10909682652716224
27.92,31.449597773111826,-0.11223029936902695
27.75,30.819597773111823,-0.09959889144918876
27.12,30.589597773111834,-0.11342410576452888
26.89,30.819597773111823,-0.12750321409256526
27.12,30.95959777311183,-0.12401962716862203
27.26,31.17959777311182,-0.1257103379470771
27.48,31.339597773111834,-0.12315403027996807
27.64,31.449597773111826,-0.12113343390257547
27.75,31.729597773111823,-0.12542225721134725
28.03,31.659597773111827,-0.1146444689260836
27.96,31.819597773111823,-0.12129624644008719
28.12,31.869597773111828,-0.11765438019664431
28.17,32.31959777311182,-0.12839261807162916
28.62,32.45959777311183,-0.11828851977618748
28.76,33.16959777311183,-0.13294094801132528
29.47,33.199597773111826,-0.11233864333538424
29.5,33.12959777311183,-0.10955755629661268
29.43,32.929597773111816,-0.106275144847635
29.23,32.529597773111824,-0.1014337095750748
28.83,33.779597773111824,-0.14652624955326288
30.08,34.779597773111824,-0.1351251329520865
31.08,34.699597773111826,-0.10431238416015864
31.0,34.72959777311182,-0.10738960460979863
31.03,34.589597773111834,-0.10290948731062954
30.89,34.47959777311182,-0.104107878425168
30.78,34.029597773111824,-0.0954932760233641
30.33,33.95959777311183,-0.10687988112702673
30.26,34.509597773111814,-0.1231424892591153
30.81,34.06959777311182,-0.09567467731257873
30.37,34.45959777311183,-0.11867804726098297
30.76,34.509597773111814,-0.10865376634535318
30.81,34.449597773111826,-0.10564993522079846
30.75,35.28959777311183,-0.1286384107378713
31.59,35.35214918145284,-0.10641924942505654
31.72,35.562149181452824,-0.1080404100958181
31.93,35.60214918145284,-0.10314403107343495
31.97,35.32214918145283,-0.09490218628069769
31.69,35.76214918145283,-0.11386757436727957
32.13,36.00214918145284,-0.1075532786094795
32.37,36.082149181452834,-0.10288048981741305
32.45,36.412149181452826,-0.1088139335502617
32.78,35.872149181452826,-0.08619916152254337
32.24,35.64214918145284,-0.09545297518768081
32.01,36.122149181452826,-0.11384010294615143
32.49,36.21214918145282,-0.10278730386318069
32.58,36.75214918145284,-0.1135212300334899
33.12,36.89214918145284,-0.10224801929808014
33.26,36.53214918145283,-0.08956903042304676
32.9,36.26214918145283,-0.09271786855844943
32.63,36.60214918145284,-0.10852229364350041
32.97,36.40214918145284,-0.09428424581045203
32.77,36.692149181452834,-0.10689341641059824
33.06,35.71214918145282,-0.07426461980703813
32.08,35.74214918145284,-0.10246023994978981
32.11,35.53214918145283,-0.09631134790009077
31.9,36.23214918145283,-0.11956644249164372
32.6,36.35214918145284,-0.10321670839112895
32.72,33.38214918145283,-0.019835426947906742
29.75,32.76214918145283,-0.09193991409934887
29.13,33.60214918145284,-0.13309116501159102
29.97,33.192149181452834,-0.09707564170786842
29.56,33.682149181452836,-0.12238379324448545
30.05,33.55214918145284,-0.10437928022175036
29.92,33.182149181452836,-0.0983103645159974
29.55,33.15214918145284,-0.10865507275974984
29.52,33.292149181452835,-0.11330446589354803
29.66,32.792149181452835,-0.09551521506325578
29.16,33.40214918145284,-0.12700228235039357
29.77,32.63214918145283,-0.08770949058665112
29.0,32.63214918145283,-0.11130585243577029
29.0,32.51214918145283,-0.10802574637103346
28.88,32.792149181452835,-0.11930139619105962
29.16,33.49214918145284,-0.12934819912518125
29.86,33.332149181452834,-0.10416817597182904
29.7,33.92214918145283,-0.12446585146678502
30.29,34.63214918145283,-0.12537914290858565
31.0,34.61214918145283,-0.10436073075139829
30.98,34.61214918145283,-0.10493856253801026
30.98,33.872149181452826,-0.08538428329302661
30.24,33.55214918145284,-0.09871645370734561
29.92,34.20214918145284,-0.1252011725559914
30.57,34.192149181452834,-0.10593511283045143
30.56,33.38214918145283,-0.08454066771173685
29.75,32.40214918145284,-0.08185102681309009
28.77,32.09214918145284,-0.10351906201946814
28.46,32.23214918145283,-0.11703064416267406
28.6,31.45214918145284,-0.09068217135173495
27.82,31.492149181452834,-0.11660522628336623
27.86,32.13214918145283,-0.13295560024098174
28.5,32.20214918145284,-0.11496590369145698
28.57,31.842149181452836,-0.1027615680966274
28.21,32.03214918145283,-0.11932228336604778
28.4,32.13214918145283,-0.11615000168140288
28.5,32.50214918145284,-0.12313490899046897
28.87,31.762149181452827,-0.09105646991739669
28.13,31.63214918145283,-0.11071486674406172
28.0,31.80214918145284,-0.11955635953277877
28.17,31.8755376193934,-0.11625019987549667
27.75,31.935537619393397,-0.13106206851052538
27.81,31.595537619393397,-0.11981241354379835
27.47,32.425537619393396,-0.15282823302918924
28.3,33.4455376193934,-0.15384825557146242
29.32,33.5255376193934,-0.12544280921421036
29.4,33.745537619393396,-0.1287736964930154
29.62,33.6655376193934,-0.12016851372255888
29.54,33.465537619393395,-0.1173008981370296
29.34,32.995537619393396,-0.11078884852734827
28.87,32.8455376193934,-0.12103737394896741
28.72,32.175537619393396,-0.1073964220977186
28.05,31.885537619393396,-0.12029082479890663
27.76,31.3555376193934,-0.11466994006090836
27.23,30.985537619393398,-0.12120291942402384
26.86,30.505537619393397,-0.11950412626315454
26.38,30.205537619393397,-0.12665020790549408
26.08,30.7655376193934,-0.1522982525889559
26.64,30.9455376193934,-0.13913274580484725
26.82,30.715537619393398,-0.1268262879739993
26.59,30.845537619393397,-0.13796282859138198
26.72,31.2655376193934,-0.1453849178839609
27.14,31.235537619393398,-0.13111788467666952
27.11,30.4455376193934,-0.10955752074710312
26.32,30.6255376193934,-0.14058651550550894
26.5,30.4255376193934,-0.12902114232128603
26.3,30.4255376193934,-0.13559456766225753
26.3,30.4255376193934,-0.13559456766225753
26.3,31.1255376193934,-0.15503467533318194
27.0,31.215537619393398,-0.13504613217920025
27.09,29.3755376193934,-0.0778041120134092
25.25,29.6255376193934,-0.14769479209481395
25.5,29.5355376193934,-0.13663328805444241
25.41,29.3355376193934,-0.13381509043141826
25.21,29.545537619393397,-0.14674086067560987
25.42,29.6255376193934,-0.14195649960594736
25.5,29.595537619393397,-0.13838361958694978
25.47,29.685537619393397,-0.14200644345546265
25.56,29.1955376193934,-0.12452374286741896
25.07,29.305537619393398,-0.14453028210581143
25.18,28.9455376193934,-0.13009043635349526
24.82,28.365537619393397,-0.12499455032254803
24.24,28.545537619393397,-0.1508304967592652
24.42,27.9055376193934,-0.1249048725358034
23.78,27.775537619393397,-0.14385095525940916
23.65,27.135537619393396,-0.12844918233358793
23.01,26.9455376193934,-0.14605526432550708
22.82,25.975537619393396,-0.12148112834582736
21.85,27.005537619393397,-0.19090668336449135
22.88,26.635537619393396,-0.14099725235727856
22.51,26.055537619393398,-0.13607616435265635
21.93,25.365537619393397,-0.13544115133466494
21.24,26.1255376193934,-0.18700237639384643
22.0,25.725537619393396,-0.14481864964349167
21.6,26.755537619393397,-0.19269048870303662
22.63,26.215537619393398,-0.13677147008959056
22.09,27.295537619393397,-0.19071020662714033
23.17,27.705537619393397,-0.1637050932452795
23.58,27.915537619393398,-0.15530912133970254
23.79,28.115537619393397,-0.15384865400581027
23.99,28.005537619393397,-0.14338370053687888
23.88,28.634663590028612,-0.16604572898437397
24.28,28.264663590028622,-0.14097686241113994
23.91,28.254663590028617,-0.15376801695709785
23.9,28.40466359002862,-0.15858887311765135
24.05,28.43466359002861,-0.15420135273083413
24.08,28.564663590028623,-0.15700039931834286
24.21,28.78466359002861,-0.1589271167168802
24.43,29.074663590028624,-0.1597495212849701
24.72,29.18466359002861,-0.15297978598437678
24.83,28.91466359002862,-0.1412661633537815
24.56,29.134663590028612,-0.15701789642748099
24.78,29.574663590028624,-0.16212064679732108
25.22,29.344663590028613,-0.14055923924206049
24.99,29.824663590028624,-0.16210287084830743
25.47,29.35466359002862,-0.13233548318871513
25.0,29.224663590028626,-0.14455815982326892
24.87,29.15466359002862,-0.14696323203310924
24.8,29.40466359002862,-0.15659637036589324
25.05,29.304663590028618,-0.14518725243023556
24.95,29.48466359002861,-0.15379736574515923
25.13,29.73466359002861,-0.15485843907690167
25.38,30.564663590028623,-0.16962933600617358
26.21,30.58466359002861,-0.14303454988646214
26.23,30.474663590028626,-0.13928500235905772
26.12,30.98466359002861,-0.157002304572193
26.63,30.46466359002862,-0.1258725072967405
26.11,30.144663590028614,-0.1338433775510176
25.79,30.264663590028622,-0.1478510929658211
25.91,30.28466359002861,-0.14445145071609755
25.93,30.10466359002862,-0.13867165721829777
25.75,29.524663590028624,-0.1278478103067512
25.17,29.634663590028612,-0.15065680015111993
25.28,29.90466359002862,-0.1546469023503967
25.55,30.274663590028624,-0.15605998646289687
25.92,30.35466359002862,-0.14609496747924378
26.0,30.15466359002862,-0.13777847587735848
25.8,30.344663590028613,-0.14976813226303187
25.99,30.384663590028612,-0.1446342684363574
26.03,30.054663590028618,-0.13391145031361784
25.7,30.424663590028626,-0.15529057785792866
26.07,30.294663590028616,-0.13945240149222682
25.94,30.224663590028626,-0.14176050553105812
25.87,30.294663590028616,-0.14605422426558912
25.94,30.41466359002862,-0.1471219162685603
26.06,30.394663590028614,-0.14261265228974807
26.04,30.274663590028624,-0.13987483551834967
25.92,30.254663590028617,-0.1432725760486473
25.9,29.564663590028623,-0.12395417857095514
25.21,29.244663590028615,-0.13796238679949424
24.89,29.194663590028615,-0.14744693244209417
24.84,29.15466359002862,-0.14799222692812364
24.8,29.024663590028624,-0.1455542654930202
24.67,29.594663590028613,-0.16640376989072747
25.24,29.48466359002861,-0.14396174394420125
25.13,29.384663590028612,-0.14479197888358297
25.03,29.094663590028613,-0.13970478048151969
24.74,29.874663590028625,-0.17187351999981826
25.52,30.23466359002861,-0.15593570525400213
25.88,30.264663590028622,-0.14487732787729546
25.91,30.494663590028615,-0.15034314369441826
26.14,30.804663590028618,-0.15142718817220113
26.45,31.244663590028615,-0.1534554397173532
26.89,31.28466359002861,-0.14047341686708514
26.93,30.924663590028626,-0.12917403542319106
26.57,29.547408367960827,-0.10076715801543268
26.57,29.657408367960826,-0.10410243301286504
26.68,29.357408367960815,-0.09120043344435003
26.38,29.297408367960827,-0.09957905939391076
26.32,29.477408367960827,-0.10711282106444042
26.5,29.467408367960832,-0.10070136915017003
26.49,31.307408367960825,-0.15387439009135084
28.33,29.727408367960827,-0.047007406453463574
26.75,29.84740836796084,-0.10377478438917653
