date,COTY,dcf,Deviation
2013-10-14,16.3,18.40609911054638,-0.11442397967636819
2013-10-15,16.0,18.56609911054638,-0.13821423096296626
2013-10-16,16.16,18.556099110546377,-0.12912730721429222
2013-10-17,16.15,18.696099110546378,-0.13618344102113455
2013-10-18,16.29,18.716099110546377,-0.1296263231037973
2013-10-21,16.31,18.49609911054638,-0.11819244141592411
2013-10-22,16.09,18.516099110546378,-0.13102647031979453
2013-10-23,16.11,18.36609911054638,-0.12284040813276775
2013-10-24,15.96,18.356099110546378,-0.1305342216838279
2013-10-25,15.95,18.25609911054638,-0.12631937943490723
2013-10-28,15.85,18.126099110546377,-0.12557026730710452
2013-10-29,15.72,18.15609911054638,-0.13417524853294693
2013-10-30,15.75,17.786099110546377,-0.11447699115423571
2013-10-31,15.38,17.91609911054638,-0.14155420188837287
2013-11-01,15.51,17.81609911054638,-0.1294390593719399
2013-11-04,15.41,17.68609911054638,-0.12869424152379205
2013-11-05,15.28,17.806099110546377,-0.1418670700900566
2013-11-06,15.4,17.516099110546378,-0.12080881120798648
2013-11-07,15.11,17.396099110546377,-0.13141446803786205
2013-11-08,14.99,17.626099110546377,-0.14955658050107623
2013-11-11,15.22,17.66609911054638,-0.13846288845317856
2013-11-12,15.26,17.84609911054638,-0.1449111704763587
2013-11-13,15.44,18.036099110546377,-0.14393905769947457
2013-11-14,15.63,18.13609911054638,-0.1381829187892477
2013-11-15,15.73,17.896099110546377,-0.12103750080764075
2013-11-18,15.49,17.946099110546378,-0.13685977634565738
2013-11-19,15.54,17.81609911054638,-0.1277551890805898
2013-11-20,15.41,18.306099110546377,-0.15820405500142287
2013-11-21,15.9,18.49609911054638,-0.1403592776525563
2013-11-22,16.09,18.59609911054638,-0.13476477489438088
2013-11-25,16.19,18.59609911054638,-0.12938730301678225
2013-11-26,16.19,18.926099110546378,-0.1445675146560822
2013-11-27,16.52,18.82609911054638,-0.12249479284078046
2013-11-29,16.42,18.52609911054638,-0.11368281568500493
2013-12-02,16.12,18.606099110546378,-0.13361742812265232
2013-12-03,16.2,18.466099110546377,-0.12271671981074561
2013-12-04,16.06,18.45609911054638,-0.1298269529327124
2013-12-05,16.05,17.97609911054638,-0.10714777987713453
2013-12-06,15.57,18.09609911054638,-0.13959357180322762
2013-12-09,15.69,17.93609911054638,-0.12522784897111094
2013-12-10,15.53,17.95609911054638,-0.13511281574077683
2013-12-11,15.55,18.036099110546377,-0.13784017792919878
2013-12-12,15.63,17.65609911054638,-0.11475349667334755
2013-12-13,15.25,17.57609911054638,-0.13234444662129974
2013-12-16,15.17,17.466099110546377,-0.1314603275759466
2013-12-17,15.06,17.49609911054638,-0.13923670042986525
2013-12-18,15.09,17.586099110546378,-0.14193591738883515
2013-12-19,15.18,17.516099110546378,-0.1333686853335867
2013-12-20,15.11,17.466099110546377,-0.1348955537028711
2013-12-23,15.06,17.426099110546378,-0.13577904587460998
2013-12-24,15.02,17.396099110546377,-0.13658804168952265
2013-12-26,14.99,17.896099110546377,-0.16238729415807596
2013-12-27,15.49,17.81609911054638,-0.1305616395661734
2013-12-30,15.41,17.65609911054638,-0.1272137801494745
2013-12-31,15.25,18.502655654383737,-0.1757939895299896
2014-01-02,15.57,18.512655654383735,-0.158953729239107
2014-01-03,15.58,18.132655654383736,-0.1407767126359457
2014-01-06,15.2,18.122655654383735,-0.16127082642420387
2014-01-07,15.19,18.032655654383735,-0.15763932439383577
2014-01-08,15.1,18.092655654383737,-0.1654072078500337
2014-01-09,15.16,18.092655654383737,-0.16209094509976885
2014-01-10,15.16,17.962655654383735,-0.156026798504026
2014-01-13,15.03,18.072655654383734,-0.1683568653423495
2014-01-14,15.14,18.232655654383734,-0.16962178812608442
2014-01-15,15.3,18.362655654383737,-0.16678718547186744
2014-01-16,15.43,17.642655654383734,-0.12541511310594267
2014-01-17,14.71,17.342655654383737,-0.1518023367844633
2014-01-21,14.41,17.352655654383735,-0.16957955675449266
2014-01-22,14.42,17.402655654383736,-0.17139083330838667
2014-01-23,14.47,16.842655654383737,-0.14087182586115454
2014-01-24,13.91,16.512655654383735,-0.1576158135225686
2014-01-27,13.58,16.822655654383734,-0.19275527722870234
2014-01-28,13.89,16.342655654383737,-0.15007693402178723
2014-01-29,13.41,16.432655654383737,-0.18394200657258852
2014-01-30,13.5,16.422655654383735,-0.17796486243706777
2014-01-31,13.49,16.222655654383736,-0.16844687532064517
2014-02-03,13.29,16.352655654383735,-0.18728796833453254
2014-02-04,13.42,16.292655654383736,-0.1763159864985432
2014-02-05,13.36,16.442655654383735,-0.1874791833618359
2014-02-06,13.51,16.182655654383737,-0.16515556602477288
2014-02-07,13.25,16.182655654383737,-0.1812221502463538
2014-02-10,13.25,16.182655654383737,-0.1812221502463538
2014-02-11,13.25,16.352655654383735,-0.18973405420861966
2014-02-12,13.42,16.652655654383736,-0.19412253045253802
2014-02-13,13.72,17.672655654383735,-0.2236594053369263
2014-02-14,14.74,17.122655654383735,-0.13915222629462431
2014-02-18,14.19,17.042655654383736,-0.16738328299498162
2014-02-19,14.11,17.482655654383734,-0.19291437874531658
2014-02-20,14.55,17.402655654383736,-0.16392070905943312
2014-02-21,14.47,17.622655654383735,-0.17889787533807333
2014-02-24,14.69,17.762655654383735,-0.1729840241329803
2014-02-25,14.83,17.732655654383734,-0.1636898449367995
2014-02-26,14.8,17.642655654383734,-0.16112402294024308
2014-02-27,14.71,17.782655654383735,-0.17278947048756865
2014-02-28,14.85,17.842655654383737,-0.1677247889749235
2014-03-03,14.91,18.002655654383737,-0.17178885791945142
2014-03-04,15.07,17.942655654383735,-0.16010203337329776
2014-03-05,15.01,18.012655654383735,-0.16669699970936713
2014-03-06,15.08,18.552655654383734,-0.18717835974944075
2014-03-07,15.62,18.782655654383735,-0.1683817087731998
2014-03-10,15.85,18.142655654383734,-0.12636825049533307
2014-03-11,15.21,18.382655654383736,-0.1725896254618221
2014-03-12,15.45,18.162655654383737,-0.1493534704397158
2014-03-13,15.23,17.852655654383735,-0.1469056315853905
2014-03-14,14.92,18.092655654383737,-0.17535599610082797
2014-03-17,15.16,18.142655654383734,-0.16440016892802833
2014-03-18,15.21,17.992655654383736,-0.1546550830424951
2014-03-19,15.06,17.972655654383736,-0.16206039387803584
2014-03-20,15.04,18.102655654383735,-0.16918267202647053
2014-03-21,15.17,18.022655654383737,-0.15828164889173102
2014-03-24,15.09,17.962655654383735,-0.15992377238956157
2014-03-25,15.03,17.832655654383736,-0.15716423334259644
2014-03-26,14.9,17.862655654383737,-0.16585751367023982
2014-03-27,14.93,17.922655654383735,-0.16697612854330302
2014-03-28,14.99,17.912655654383737,-0.1631614937938295
2014-03-31,14.98,17.986722207758397,-0.16716343161520986
2014-04-01,15.0,17.986722207758397,-0.1660515002822529
2014-04-02,15.0,18.096722207758397,-0.17112061356784136
2014-04-03,15.11,18.196722207758395,-0.1696306715306306
2014-04-04,15.21,18.176722207758395,-0.16321546722500413
2014-04-07,15.19,18.256722207758397,-0.16797770009641488
2014-04-08,15.27,18.306722207758398,-0.16588017086267004
2014-04-09,15.32,18.516722207758395,-0.17263974540909766
2014-04-10,15.53,18.366722207758396,-0.1544490179396365
2014-04-11,15.38,18.576722207758397,-0.1720821451710849
2014-04-14,15.59,18.596722207758397,-0.16168022376029345
2014-04-15,15.61,18.736722207758397,-0.1668766912957541
2014-04-16,15.75,18.736722207758397,-0.15940473337015548
2014-04-17,15.75,18.646722207758398,-0.15534752840116584
2014-04-21,15.66,18.636722207758396,-0.15972348434314254
2014-04-22,15.65,18.746722207758395,-0.16518739507842106
2014-04-23,15.76,18.616722207758396,-0.1534492579240333
2014-04-24,15.63,18.616722207758396,-0.16043222724318784
2014-04-25,15.63,18.906722207758396,-0.17330990384011613
2014-04-28,15.92,18.876722207758394,-0.15663324253101374
2014-04-29,15.89,19.036722207758395,-0.16529747996616517
2014-04-30,16.05,19.026722207758397,-0.15644955422456308
2014-05-01,16.04,19.346722207758397,-0.17091898938996186
2014-05-02,16.36,19.136722207758396,-0.1450991542654394
2014-05-05,16.15,18.816722207758396,-0.1417208681891935
2014-05-06,15.83,18.866722207758396,-0.16095653364258644
2014-05-07,15.88,18.736722207758397,-0.15246648672495666
2014-05-08,15.75,18.696722207758395,-0.1576063534032518
2014-05-09,15.71,18.826722207758397,-0.16554778752054944
2014-05-12,15.84,18.426722207758395,-0.14037885732435262
2014-05-13,15.44,18.756722207758397,-0.17682845494115662
2014-05-14,15.77,18.956722207758396,-0.16810512771317454
2014-05-15,15.97,19.066722207758396,-0.16241502729285662
2014-05-16,16.08,19.186722207758397,-0.16192042466233003
2014-05-19,16.2,19.186722207758397,-0.15566609947324295
2014-05-20,16.2,19.156722207758396,-0.15434384732900364
2014-05-21,16.17,19.416722207758397,-0.16721268260515632
2014-05-22,16.43,19.366722207758396,-0.15163754486972159
2014-05-23,16.38,19.566722207758396,-0.16286438647832546
2014-05-27,16.58,19.526722207758397,-0.15090716078234578
2014-05-28,16.54,19.496722207758395,-0.15165227140497584
2014-05-29,16.51,19.666722207758397,-0.16051084539715976
2014-05-30,16.68,19.596722207758397,-0.14883724823142408
2014-06-02,16.61,19.896722207758398,-0.1651891288142323
2014-06-03,16.91,19.906722207758396,-0.15053820395356
2014-06-04,16.92,19.876722207758394,-0.14875300750564946
2014-06-05,16.89,20.836722207758395,-0.18941185510880698
2014-06-06,17.85,20.786722207758395,-0.1412787537355118
2014-06-09,17.8,20.426722207758395,-0.12859244772813938
2014-06-10,17.44,20.206722207758396,-0.13692088104700662
2014-06-11,17.22,20.096722207758397,-0.1431438509235019
2014-06-12,17.11,20.096722207758397,-0.1486173803310753
2014-06-13,17.11,19.956722207758396,-0.14264477794112418
2014-06-16,16.97,20.046722207758396,-0.15347756984269767
2014-06-17,17.06,20.106722207758395,-0.15152754269329816
2014-06-18,17.12,20.356722207758395,-0.15900016587762877
2014-06-19,17.37,19.916722207758397,-0.1278685408769894
2014-06-20,16.93,19.946722207758395,-0.15123899437397403
2014-06-23,16.96,19.736722207758397,-0.14068811317954721
2014-06-24,16.75,19.796722207758396,-0.15390033641853984
2014-06-25,16.81,19.806722207758398,-0.1512982398765893
2014-06-26,16.82,19.826722207758397,-0.15164998915361994
2014-06-27,16.84,20.116722207758396,-0.16288549267209473
2014-06-30,17.13,20.73338485721771,-0.17379626539673776
2014-07-01,17.49,21.04338485721771,-0.1688599472626634
2014-07-02,17.8,21.39338485721771,-0.1679671020364677
2014-07-03,18.15,21.24338485721771,-0.14561638260612186
2014-07-07,18.0,21.20338485721771,-0.15107893757478374
2014-07-08,17.96,21.16338485721771,-0.1513644853519358
2014-07-09,17.92,21.06338485721771,-0.14923455458492352
2014-07-10,17.82,20.73338485721771,-0.1405166053339092
2014-07-11,17.49,20.43338485721771,-0.14404783533346
2014-07-14,17.19,20.76338485721771,-0.17210030454044867
2014-07-15,17.52,20.63338485721771,-0.15089065021382686
2014-07-16,17.39,20.55338485721771,-0.15391065166119478
2014-07-17,17.31,20.56338485721771,-0.15821251607202103
2014-07-18,17.32,20.42338485721771,-0.15195252299821205
2014-07-21,17.18,20.55338485721771,-0.16412794683952425
2014-07-22,17.31,20.52338485721771,-0.1565718754276355
2014-07-23,17.28,20.35338485721771,-0.15100116657637042
2014-07-24,17.11,20.37338485721771,-0.16017882546706952
2014-07-25,17.13,20.24338485721771,-0.15379764200390844
2014-07-28,17.0,20.24338485721771,-0.16021949294024762
2014-07-29,17.0,20.25338485721771,-0.16063413005546578
2014-07-30,17.01,20.35338485721771,-0.16426677334861461
2014-07-31,17.11,20.22338485721771,-0.15394974081732637
2014-08-01,16.98,20.45338485721771,-0.16981956196810144
2014-08-04,17.21,20.55338485721771,-0.16266833324261998
2014-08-05,17.31,20.68338485721771,-0.16309636360320057
2014-08-06,17.44,20.29338485721771,-0.1406066497675892
2014-08-07,17.05,20.57338485721771,-0.17125936649076046
2014-08-08,17.33,20.86338485721771,-0.1693581785218008
2014-08-11,17.62,20.81338485721771,-0.15342938590357635
2014-08-12,17.57,20.80338485721771,-0.15542590205439055
2014-08-13,17.56,20.86338485721771,-0.15833408048717956
2014-08-14,17.62,21.09338485721771,-0.16466702147280976
2014-08-15,17.85,21.16338485721771,-0.15656214162205195
2014-08-18,17.92,21.25338485721771,-0.15684018708604341
2014-08-19,18.01,21.20338485721771,-0.15060731476232525
2014-08-20,17.96,21.33338485721771,-0.1581270332765029
2014-08-21,18.09,21.59338485721771,-0.16224343151308607
2014-08-22,18.35,21.47338485721771,-0.14545377349616428
2014-08-25,18.23,21.26338485721771,-0.1426576661047475
2014-08-26,18.02,21.25338485721771,-0.1521350542014791
2014-08-27,18.01,20.63338485721771,-0.12714272890131395
2014-08-28,17.39,20.43338485721771,-0.14894178710399475
2014-08-29,17.19,20.46338485721771,-0.1599630207835896
2014-09-02,17.22,20.46338485721771,-0.15849698766104803
2014-09-03,17.22,20.43338485721771,-0.15726150511390402
2014-09-04,17.19,20.54338485721771,-0.16323429077168516
2014-09-05,17.3,20.50338485721771,-0.15623687891172944
2014-09-08,17.26,20.39338485721771,-0.1536471203361186
2014-09-09,17.15,20.56338485721771,-0.1659933362585304
2014-09-10,17.32,20.80338485721771,-0.16744317721013335
2014-09-11,17.56,20.80338485721771,-0.15590659306062027
2014-09-12,17.56,20.62338485721771,-0.14853938276507495
2014-09-15,17.38,20.47338485721771,-0.15109298627418544
2014-09-16,17.23,20.783384857217712,-0.17097238402837356
2014-09-17,17.54,20.943384857217712,-0.1625040498668392
2014-09-18,17.7,20.72338485721771,-0.14589242433360017
2014-09-19,17.48,20.57338485721771,-0.15035857632014626
2014-09-22,17.33,20.52338485721771,-0.15559737730565704
2014-09-23,17.28,20.58338485721771,-0.16048793141325113
2014-09-24,17.34,20.24338485721771,-0.1434238827990526
2014-09-25,17.0,20.36338485721771,-0.16516826062075696
2014-09-26,17.12,19.98338485721771,-0.1432882806229645
2014-09-29,16.74,19.79338485721771,-0.15426289536851434
2014-09-30,16.55,19.122401866593467,-0.13452294772067375
2014-10-01,16.37,18.792401866593465,-0.12890326014684028
2014-10-02,16.04,18.712401866593467,-0.1428144759633665
2014-10-03,15.96,18.692401866593467,-0.14617714117717195
2014-10-06,15.94,19.052401866593467,-0.16336007860776658
2014-10-07,16.3,19.172401866593468,-0.1498196150164378
2014-10-08,16.42,19.002401866593466,-0.13589870821190075
2014-10-09,16.25,19.012401866593468,-0.14529473372048063
2014-10-10,16.26,18.962401866593467,-0.14251369028067873
2014-10-13,16.21,19.162401866593466,-0.15407264116198804
2014-10-14,16.41,19.122401866593467,-0.14184420375203965
2014-10-15,16.37,19.302401866593467,-0.15191901437243172
2014-10-16,16.55,19.172401866593468,-0.13678003855963472
2014-10-17,16.42,19.162401866593466,-0.14311368093028032
2014-10-20,16.41,19.362401866593466,-0.15248117908797942
2014-10-21,16.61,19.342401866593466,-0.14126486903948765
2014-10-22,16.59,19.15240186659347,-0.13379010551480397
2014-10-23,16.4,19.072401866593466,-0.14011878971962888
2014-10-24,16.32,19.262401866593468,-0.15275363306049783
2014-10-27,16.51,19.342401866593466,-0.14643485778699206
2014-10-28,16.59,19.06240186659347,-0.12970043774632145
2014-10-29,16.31,18.97240186659347,-0.14033024839524488
2014-10-30,16.22,19.352401866593468,-0.1618611420012256
2014-10-31,16.6,19.862401866593466,-0.16425011881772922
2014-11-03,17.11,19.552401866593467,-0.12491569492372534
2014-11-04,16.8,19.982401866593467,-0.15926022746613855
2014-11-05,17.23,20.682401866593466,-0.16692461005555825
2014-11-06,17.93,21.112401866593466,-0.15073613541001407
2014-11-07,18.36,21.572401866593466,-0.14891257294664628
2014-11-10,18.82,21.452401866593465,-0.12270895739151455
2014-11-11,18.7,22.102401866593468,-0.15393810533035357
2014-11-12,19.35,22.202401866593465,-0.12847267082780311
2014-11-13,19.45,21.90240186659347,-0.1119695402143992
2014-11-14,19.15,21.732401866593467,-0.11882726458151294
2014-11-17,18.98,21.882401866593465,-0.1326363478875866
2014-11-18,19.13,22.192401866593467,-0.13799325935978768
2014-11-19,19.44,22.502401866593466,-0.13609222183254288
2014-11-20,19.75,22.642401866593467,-0.12774271402986215
2014-11-21,19.89,22.592401866593466,-0.11961551863989306
2014-11-24,19.84,22.892401866593467,-0.1333368986086073
2014-11-25,20.14,22.742401866593468,-0.11442950845117905
2014-11-26,19.99,22.992401866593468,-0.13058234994386442
2014-11-28,20.24,22.982401866593467,-0.11932616453721234
2014-12-01,20.23,22.842401866593466,-0.11436633861231771
2014-12-02,20.09,22.752401866593466,-0.11701629929904567
2014-12-03,20.0,22.702401866593465,-0.11903594529220474
2014-12-04,19.95,22.952401866593465,-0.13080992063681895
2014-12-05,20.2,22.712401866593467,-0.11061806150448728
2014-12-08,19.96,22.742401866593468,-0.12234423975598474
2014-12-09,19.99,22.672401866593468,-0.11831132327209848
2014-12-10,19.92,22.822401866593466,-0.12717337480775348
2014-12-11,20.07,22.512401866593468,-0.10849139425757093
2014-12-12,19.76,22.212401866593467,-0.11040687456144838
2014-12-15,19.46,21.862401866593466,-0.10988737107904056
2014-12-16,19.11,22.392401866593467,-0.14658551977357914
2014-12-17,19.64,22.792401866593465,-0.13830933155026104
2014-12-18,20.04,22.802401866593467,-0.12114521455919558
2014-12-19,20.05,22.81240186659347,-0.12109210957916428
2014-12-22,20.06,23.022401866593466,-0.1286747526934644
2014-12-23,20.27,23.422401866593468,-0.134589180244987
2014-12-24,20.67,23.632401866593465,-0.12535339756476827
2014-12-26,20.88,23.632401866593465,-0.11646729275047729
2014-12-29,20.88,23.592401866593466,-0.11496929740054118
2014-12-30,20.84,23.412401866593466,-0.10987347138714365
2014-12-31,20.66,23.740041265474552,-0.12974035011278162
2015-01-02,20.43,23.680041265474554,-0.13724812507878126
2015-01-05,20.37,23.53004126547455,-0.1342981607988616
2015-01-06,20.22,23.60004126547455,-0.14322183709141856
2015-01-07,20.29,23.770041265474553,-0.14640451089705242
2015-01-08,20.46,23.170041265474552,-0.11696316093803238
2015-01-09,19.86,22.630041265474553,-0.12240548892416991
2015-01-12,19.32,22.330041265474552,-0.13479783712395144
2015-01-13,19.02,22.220041265474553,-0.14401599111549668
2015-01-14,18.91,22.240041265474552,-0.14973179346767262
2015-01-15,18.93,22.020041265474553,-0.14032858650085556
2015-01-16,18.71,22.03004126547455,-0.1507051768748937
2015-01-20,18.72,22.090041265474554,-0.1525593014958162
2015-01-21,18.78,22.44004126547455,-0.1631031432685358
2015-01-22,19.13,22.260041265474552,-0.140612554493745
2015-01-23,18.95,22.660041265474554,-0.1637261478039439
2015-01-26,19.35,22.410041265474554,-0.1365477746883459
2015-01-27,19.1,22.03004126547455,-0.13300207794283647
2015-01-28,18.72,22.630041265474553,-0.1727810046656828
2015-01-29,19.32,22.330041265474552,-0.13479783712395144
2015-01-30,19.02,22.520041265474553,-0.15541895435335917
2015-02-02,19.21,22.910041265474554,-0.16150303801724342
2015-02-03,19.6,22.240041265474552,-0.11870667117749245
2015-02-04,18.93,24.550041265474555,-0.22892186635051337
2015-02-05,21.24,25.19004126547455,-0.1568096385331641
2015-02-06,21.88,25.460041265474555,-0.14061411873394414
2015-02-09,22.15,25.250041265474554,-0.12277371085778666
2015-02-10,21.94,25.260041265474552,-0.13143451471761392
2015-02-11,21.95,25.340041265474554,-0.13378199466839213
2015-02-12,22.03,25.340041265474554,-0.13062493587902857
2015-02-13,22.03,25.60004126547455,-0.13945451214132532
2015-02-17,22.29,25.610041265474553,-0.129638263017966
2015-02-18,22.3,25.390041265474554,-0.12170288473207014
2015-02-19,22.08,25.540041265474553,-0.13547516347015054
2015-02-20,22.23,25.760041265474552,-0.13703554389121908
2015-02-23,22.45,25.62004126547455,-0.12373287117794318
2015-02-24,22.31,25.720041265474553,-0.13258304021665945
2015-02-25,22.41,25.490041265474552,-0.12083312197875373
2015-02-26,22.18,25.910041265474554,-0.1439612244247901
2015-02-27,22.6,26.35004126547455,-0.14231633368969654
2015-03-02,23.04,26.050041265474555,-0.1155484260005345
2015-03-03,22.74,26.000041265474554,-0.12538600351390838
2015-03-04,22.69,26.37004126547455,-0.13955386828661165
2015-03-05,23.06,25.860041265474553,-0.10827675163894102
2015-03-06,22.55,26.470041265474553,-0.14809350790803433
2015-03-09,23.16,25.490041265474552,-0.0914098663555527
2015-03-10,22.18,25.330041265474552,-0.12435989473764231
2015-03-11,22.02,25.790041265474553,-0.14618205634752335
2015-03-12,22.48,25.590041265474554,-0.12153326496079331
2015-03-13,22.28,25.700041265474553,-0.13307532194779148
2015-03-16,22.39,26.270041265474553,-0.14769833158099765
2015-03-17,22.96,26.550041265474555,-0.13521791659672533
2015-03-18,23.24,26.44004126547455,-0.1210301161539098
2015-03-19,23.13,26.950041265474553,-0.1417452844633813
2015-03-20,23.64,27.730041265474554,-0.14749495777227284
2015-03-23,24.42,27.790041265474553,-0.12126794750972114
2015-03-24,24.48,27.680041265474554,-0.1156082548715699
2015-03-25,24.37,27.270041265474553,-0.10634532002509922
2015-03-26,23.96,27.630041265474553,-0.13282793283629646
2015-03-27,24.32,27.490041265474552,-0.11531598788306974
2015-03-30,24.18,27.580041265474552,-0.1232790492496767
2015-03-31,24.27,27.38188799556418,-0.11364767820496169
2015-04-01,24.21,26.94188799556418,-0.10139927818028072
2015-04-02,23.77,27.181887995564182,-0.12552064066046364
2015-04-06,24.01,26.80188799556418,-0.10416758685157723
2015-04-07,23.63,26.81188799556418,-0.1186745221407236
2015-04-08,23.64,26.67188799556418,-0.11367354257292983
2015-04-09,23.5,26.501887995564182,-0.11327072229973312
2015-04-10,23.33,26.69188799556418,-0.12595167476061941
2015-04-13,23.52,27.95188799556418,-0.15855415549273444
2015-04-14,24.78,28.14188799556418,-0.11946206296088202
2015-04-15,24.97,28.23188799556418,-0.11553913773236457
2015-04-16,25.06,28.24188799556418,-0.11266555536456857
2015-04-17,25.07,28.37188799556418,-0.11637886051433777
2015-04-20,25.2,28.33188799556418,-0.11054286237664535
2015-04-21,25.16,28.13188799556418,-0.10564125649984057
2015-04-22,24.96,28.17188799556418,-0.1140103920642418
2015-04-23,25.0,27.95188799556418,-0.10560603262407997
2015-04-24,24.78,27.92188799556418,-0.11252419593056584
2015-04-27,24.75,27.67188799556418,-0.10559048215403877
2015-04-28,24.5,27.45188799556418,-0.10752950748018364
2015-04-29,24.28,27.08188799556418,-0.10345984726113289
2015-04-30,23.91,27.70188799556418,-0.13688193368521906
2015-05-01,24.53,27.92188799556418,-0.12147774520487409
2015-05-04,24.75,27.821887995564182,-0.1104126361249802
2015-05-05,24.65,27.39188799556418,-0.10009853997680629
2015-05-06,24.22,27.85188799556418,-0.1304000646614194
2015-05-07,24.68,27.04188799556418,-0.08734183042070187
2015-05-08,23.87,26.86188799556418,-0.11138040617466072
2015-05-11,23.69,26.77188799556418,-0.11511657287953758
2015-05-12,23.6,26.70188799556418,-0.11616736599597288
2015-05-13,23.53,27.11188799556418,-0.1321150336763791
2015-05-14,23.94,26.88188799556418,-0.10943755126312649
2015-05-15,23.71,27.24188799556418,-0.12964916367541335
2015-05-18,24.07,27.76188799556418,-0.13298403898733668
2015-05-19,24.59,27.62188799556418,-0.10976396675169608
2015-05-20,24.45,27.54188799556418,-0.1122612943623238
2015-05-21,24.37,27.46188799556418,-0.11258832590328827
2015-05-22,24.29,27.73188799556418,-0.12411300651851487
2015-05-26,24.56,28.04188799556418,-0.12416738830548668
2015-05-27,24.87,28.31188799556418,-0.12157041579506966
2015-05-28,25.14,28.10188799556418,-0.10539818520491251
2015-05-29,24.93,28.39188799556418,-0.12193229263601801
2015-06-01,25.22,28.63188799556418,-0.11916391947652116
2015-06-02,25.46,28.85188799556418,-0.11756208107024624
2015-06-03,25.68,28.821887995564182,-0.10901048522732903
2015-06-04,25.65,28.98188799556418,-0.11496449079073601
2015-06-05,25.81,28.681887995564182,-0.10012897323943026
2015-06-08,25.51,28.911887995564182,-0.11766398638809461
2015-06-09,25.74,29.36188799556418,-0.12335337550880099
2015-06-10,26.19,29.091887995564182,-0.09974904330742129
2015-06-11,25.92,29.44188799556418,-0.11962167630332665
2015-06-12,26.27,29.22188799556418,-0.10101633392107556
2015-06-15,26.05,34.25188799556418,-0.23945798248045114
2015-06-16,31.08,34.39188799556418,-0.09629852237223346
2015-06-17,31.22,34.08188799556418,-0.08397093482428741
2015-06-18,30.91,34.83188799556418,-0.11259475788575202
2015-06-19,31.66,34.61188799556418,-0.08528537928767399
2015-06-22,31.44,34.97188799556418,-0.10099220253742558
2015-06-23,31.8,35.12188799556418,-0.09458170346604733
2015-06-24,31.95,35.30188799556418,-0.09494925585808212
2015-06-25,32.13,35.62188799556419,-0.09802647170186518
2015-06-26,32.45,35.39188799556418,-0.08312322857522891
2015-06-29,32.22,35.14188799556418,-0.08314544727742013
2015-06-30,31.97,33.62047947092863,-0.04909149116554945
2015-07-01,32.68,33.30047947092863,-0.018632748860877735
2015-07-02,32.36,33.170479470928626,-0.02443375808417092
2015-07-06,32.23,33.08047947092863,-0.025709405804593577
2015-07-07,32.14,32.46047947092863,-0.009872912420029079
2015-07-08,31.52,30.980479470928632,0.017414854072147046
2015-07-09,30.04,29.63047947092863,0.013820921442501799
2015-07-10,28.69,28.91047947092863,-0.0076262820597747805
