date,ABBV,dcf,Deviation
2013-06-25,42.63,47.72828660436137,-0.10681897396868822
2013-06-26,43.38,47.47828660436137,-0.08631917656406962
2013-06-27,43.13,45.68828660436137,-0.05599436517536549
2013-06-28,41.34,47.05735202492212,-0.12149752969300398
2013-07-01,41.61,47.65735202492212,-0.12689232128884742
2013-07-02,42.21,47.677352024922115,-0.11467398655160621
2013-07-03,42.23,48.16735202492212,-0.12326507012156473
2013-07-05,42.72,49.12735202492212,-0.13042331330358892
2013-07-08,43.68,48.76735202492212,-0.10431880784345793
2013-07-09,43.32,49.35735202492212,-0.12231920427728105
2013-07-10,43.91,49.22735202492212,-0.1080162106267697
2013-07-11,43.78,50.497352024922115,-0.13302384690600966
2013-07-12,45.05,50.067352024922116,-0.10021205080757256
2013-07-15,44.62,49.25735202492212,-0.09414537798491118
2013-07-16,43.81,49.40735202492212,-0.11328986062840796
2013-07-17,43.96,49.76735202492212,-0.11668999431623273
2013-07-18,44.32,49.96735202492212,-0.11302083852883382
2013-07-19,44.52,50.41735202492212,-0.11697068148297352
2013-07-22,44.97,49.75735202492212,-0.09621396296419205
2013-07-23,44.31,49.08735202492212,-0.0973234820753136
2013-07-24,43.64,49.68735202492212,-0.12170807616974433
2013-07-25,44.24,50.23735202492212,-0.11938033720302188
2013-07-26,44.79,50.50735202492212,-0.11319841163126065
2013-07-29,45.06,50.14735202492212,-0.10144806893081448
2013-07-30,44.7,50.927352024922115,-0.12227912462196455
2013-07-31,45.48,50.69735202492212,-0.10291172648144109
2013-08-01,45.25,50.76735202492212,-0.10867913737580015
2013-08-02,45.32,50.15735202492212,-0.09644352880747253
2013-08-05,44.71,50.32735202492212,-0.11161628416572378
2013-08-06,44.88,50.01735202492212,-0.10271139548455765
2013-08-07,44.57,50.50735202492212,-0.11755421313697889
2013-08-08,45.06,50.15735202492212,-0.10162721553540843
2013-08-09,44.71,50.48735202492212,-0.11443167037301216
2013-08-12,45.04,50.37735202492212,-0.10594745079657386
2013-08-13,44.93,50.027352024922116,-0.10189130182990236
2013-08-14,44.58,48.65735202492212,-0.08379724451165604
2013-08-15,43.21,48.44735202492212,-0.10810398930013632
2013-08-16,43.0,48.817352024922116,-0.11916566105331272
2013-08-19,43.37,48.41735202492212,-0.10424675893725188
2013-08-20,42.97,47.75735202492212,-0.1002432467868789
2013-08-21,42.31,48.36735202492212,-0.12523637890701478
2013-08-22,42.92,48.87735202492212,-0.12188369005515098
2013-08-23,43.43,48.89735202492212,-0.11181284463288543
2013-08-26,43.45,48.07735202492212,-0.09624806338176473
2013-08-27,42.63,48.00735202492212,-0.11201101077456976
2013-08-28,42.56,48.067352024922116,-0.11457573161231438
2013-08-29,42.62,48.05735202492212,-0.1131429801230488
2013-08-30,42.61,48.03735202492212,-0.11298191503366739
2013-09-03,42.59,48.57735202492212,-0.12325398102906815
2013-09-04,43.13,48.957352024922116,-0.11902915055445917
2013-09-05,43.51,49.33735202492212,-0.11811237907495542
2013-09-06,43.89,49.87735202492212,-0.1200414974301448
2013-09-09,44.43,50.22735202492212,-0.11542221103046713
2013-09-10,44.78,50.39735202492212,-0.11146125340363655
2013-09-11,44.95,50.14735202492212,-0.1036416044926789
2013-09-12,44.7,50.33735202492212,-0.11199142978619636
2013-09-13,44.89,51.26735202492212,-0.12439402022991075
2013-09-16,45.82,53.04735202492212,-0.13624340799379853
2013-09-17,47.6,53.36735202492212,-0.10806891865702484
2013-09-18,47.92,52.84735202492212,-0.09323744399905676
2013-09-19,47.4,53.28735202492212,-0.1104831034232786
2013-09-20,47.84,52.54735202492212,-0.08958304925982796
2013-09-23,47.1,51.427352024922115,-0.08414495116966247
2013-09-24,45.98,50.777352024922116,-0.09447818434028465
2013-09-25,45.33,50.44735202492212,-0.10143945756348194
2013-09-26,45.0,49.777352024922116,-0.0959744106623075
2013-09-27,44.33,50.177352024922115,-0.1165336907778205
2013-09-30,44.73,51.40237203495631,-0.129806695115524
2013-10-01,45.8,51.552372034956306,-0.11158307189154704
2013-10-02,45.95,51.6123720349563,-0.10970958728890157
2013-10-03,46.01,52.40237203495631,-0.12198631067105359
2013-10-04,46.8,51.69237203495631,-0.09464398406108943
2013-10-07,46.09,50.12237203495631,-0.08045054276649255
2013-10-08,44.52,50.412372034956306,-0.11688345136528167
2013-10-09,44.81,51.2823720349563,-0.12621046527536695
2013-10-10,45.68,51.2523720349563,-0.10872417829082537
2013-10-11,45.65,51.9323720349563,-0.12097217571205032
2013-10-14,46.33,51.6823720349563,-0.10356281695693326
2013-10-15,46.08,52.662372034956306,-0.12499193979692091
2013-10-16,47.06,53.772372034956305,-0.12482938321174908
2013-10-17,48.17,53.9323720349563,-0.10684440193398903
2013-10-18,48.33,53.952372034956305,-0.1042099137237843
2013-10-21,48.35,54.6023720349563,-0.11450733369153909
2013-10-22,49.0,53.9323720349563,-0.09145475803955705
2013-10-23,48.33,53.5323720349563,-0.09718179556024886
2013-10-24,47.93,54.90237203495631,-0.1269958250714014
2013-10-25,49.3,55.022372034956305,-0.10400082408880562
2013-10-28,49.42,55.3923720349563,-0.10781939490129311
2013-10-29,49.79,54.40237203495631,-0.0847825538193927
2013-10-30,48.8,54.052372034956306,-0.09717190637923412
2013-10-31,48.45,54.562372034956304,-0.11202540884843326
2013-11-01,48.96,54.3623720349563,-0.09937704762923971
2013-11-04,48.76,53.772372034956305,-0.09321463504897776
2013-11-05,48.17,53.65237203495631,-0.10218321813217057
2013-11-06,48.05,52.842372034956306,-0.09069184161123689
2013-11-07,47.24,53.632372034956305,-0.11918868758573475
2013-11-08,48.03,54.172372034956304,-0.11338569466725135
2013-11-11,48.57,53.08237203495631,-0.08500697806015112
2013-11-12,47.48,53.452372034956305,-0.11173259123188306
2013-11-13,47.85,53.6423720349563,-0.10798128075286595
2013-11-14,48.04,54.0423720349563,-0.11106788634432585
2013-11-15,48.44,54.47237203495631,-0.11074186435437738
2013-11-18,48.87,54.062372034956304,-0.0960441031259035
2013-11-19,48.46,53.552372034956306,-0.09509143743683768
2013-11-20,47.95,54.172372034956304,-0.11486246219643348
2013-11-21,48.57,54.5423720349563,-0.10949967542901506
2013-11-22,48.94,54.01237203495631,-0.09391129927923769
2013-11-25,48.41,54.202372034956305,-0.10686565582813756
2013-11-26,48.6,53.8523720349563,-0.09753278892797734
2013-11-27,48.25,54.052372034956306,-0.10734722300815669
2013-11-29,48.45,53.992372034956304,-0.10265101950638511
2013-12-02,48.39,55.5723720349563,-0.12924357503470296
2013-12-03,49.97,55.272372034956305,-0.0959316895537411
2013-12-04,49.67,55.3623720349563,-0.10282023377470328
2013-12-05,49.76,56.952372034956305,-0.1262874886149038
2013-12-06,51.35,56.812372034956304,-0.09614757911525573
2013-12-09,51.21,57.742372034956304,-0.11312961010679834
2013-12-10,52.14,58.272372034956305,-0.10523635508226148
2013-12-11,52.67,57.992372034956304,-0.09177710530185101
2013-12-12,52.39,57.97237203495631,-0.09629366263623362
2013-12-13,52.37,58.97237203495631,-0.11195703695016213
2013-12-16,53.37,59.232372034956306,-0.09897243405171408
2013-12-17,53.63,59.922372034956304,-0.10500872747970635
2013-12-18,54.32,58.232372034956306,-0.06718551723443011
2013-12-19,52.63,58.19237203495631,-0.09558593060298304
2013-12-20,52.59,58.1823720349563,-0.09611797937004651
2013-12-23,52.58,57.9623720349563,-0.0928597613588048
2013-12-24,52.36,58.592372034956306,-0.10636831755570608
2013-12-26,52.99,58.15237203495631,-0.08877319796779959
2013-12-27,52.55,58.6123720349563,-0.10343161050265492
2013-12-30,53.01,58.412372034956306,-0.09248677714582987
2013-12-31,52.81,58.06433734939759,-0.09049164408404464
2014-01-02,51.98,58.38433734939759,-0.10969272993664758
2014-01-03,52.3,56.474337349397594,-0.0739156499273581
2014-01-06,50.39,56.57433734939759,-0.10931347390255275
2014-01-07,50.49,56.44433734939759,-0.10549042878366144
2014-01-08,50.36,57.30433734939759,-0.12118345086265259
2014-01-09,51.22,56.98433734939759,-0.10115652155527843
2014-01-10,50.9,55.91433734939759,-0.08967891934521188
2014-01-13,49.83,56.68433734939759,-0.12092118687298081
2014-01-14,50.6,56.19433734939759,-0.09955340009819624
2014-01-15,50.11,56.58433734939759,-0.11441924837645057
2014-01-16,50.5,56.14433734939759,-0.10053262031167509
2014-01-17,50.06,56.08433734939759,-0.10741568206229857
2014-01-21,50.0,55.16433734939759,-0.09361731867978262
2014-01-22,49.08,54.95433734939759,-0.106894880963604
2014-01-23,48.87,53.87433734939759,-0.0928890747545047
2014-01-24,47.79,52.91433734939759,-0.09684213402430397
2014-01-27,46.83,53.77433734939759,-0.12913850159188223
2014-01-28,47.69,53.69433734939759,-0.11182440543639482
2014-01-29,47.61,54.39433734939759,-0.12472506661527927
2014-01-30,48.31,55.31433734939759,-0.12662788139635683
2014-01-31,49.23,53.43433734939759,-0.07868231474278753
2014-02-03,47.35,54.03433734939759,-0.12370536361305273
2014-02-04,47.95,53.81433734939759,-0.1089735122319263
2014-02-05,47.73,54.01433734939759,-0.11634572703811363
2014-02-06,47.93,54.974337349397594,-0.1281386495780069
2014-02-07,48.89,55.63433734939759,-0.12122616482409887
2014-02-10,49.55,55.74433734939759,-0.11112047687592674
2014-02-11,49.66,56.64433734939759,-0.12330159864553292
2014-02-12,50.56,56.43433734939759,-0.10409154471023996
2014-02-13,50.35,56.81433734939759,-0.11378003600821951
2014-02-14,50.73,57.54433734939759,-0.11841890381015796
2014-02-18,51.46,57.27433734939759,-0.10151732204124309
2014-02-19,51.19,57.94433734939759,-0.11656596068516112
2014-02-20,51.86,57.12433734939759,-0.092155770966735
2014-02-21,51.04,56.93433734939759,-0.10352868978214169
2014-02-24,50.85,56.80433734939759,-0.10482187852616043
2014-02-25,50.72,56.82433734939759,-0.10742469924222187
2014-02-26,50.74,56.99433734939759,-0.10973611836305863
2014-02-27,50.91,56.99433734939759,-0.10675336590191797
2014-02-28,50.91,56.17433734939759,-0.09371427590955017
2014-03-03,50.09,57.67433734939759,-0.1315028086660246
2014-03-04,51.59,57.78433734939759,-0.10719751464731753
2014-03-05,51.7,58.12433734939759,-0.11052749403024675
2014-03-06,52.04,57.54433734939759,-0.09565384889179218
2014-03-07,51.46,57.74433734939759,-0.10883036567503612
2014-03-10,51.66,57.83433734939759,-0.10675902296755391
2014-03-11,51.75,57.724337349397594,-0.10349772078344943
2014-03-12,51.64,57.40433734939759,-0.10041640781100458
2014-03-13,51.32,57.29433734939759,-0.10427448201319323
2014-03-14,51.21,58.06433734939759,-0.11804728448293744
2014-03-17,51.98,59.18433734939759,-0.12172709321499098
2014-03-18,53.1,59.19433734939759,-0.10295473557589563
2014-03-19,53.11,59.76433734939759,-0.11134294538387723
2014-03-20,53.68,59.54433734939759,-0.09848690254098391
2014-03-21,53.46,57.44433734939759,-0.06935996711326631
2014-03-24,51.36,57.77433734939759,-0.11102398822172688
2014-03-25,51.69,57.58433734939759,-0.10236007950622461
2014-03-26,51.5,57.74433734939759,-0.10813765705915979
2014-03-27,51.66,57.06433734939759,-0.09470603884011708
2014-03-28,50.98,57.48433734939759,-0.11314973172367548
2014-03-31,51.4,57.159042883778746,-0.10075471164708949
2014-04-01,52.1,58.39904288377875,-0.10786209110164036
2014-04-02,53.34,58.559042883778744,-0.08912445673227443
2014-04-03,53.5,57.25904288377875,-0.06564976804465006
2014-04-04,52.2,55.67904288377874,-0.062483884484880514
2014-04-07,50.62,54.159042883778746,-0.06534537346557745
2014-04-08,49.1,55.68904288377875,-0.1183184795890615
2014-04-09,50.63,52.409042883778746,-0.03394534198466315
2014-04-10,47.35,51.519042883778745,-0.08092236676802489
2014-04-11,46.46,51.88904288377874,-0.10462792493472528
2014-04-14,46.83,52.919042883778744,-0.11506336002999062
2014-04-15,47.86,53.17904288377874,-0.10002141060348446
2014-04-16,48.12,53.60904288377874,-0.10239024217758685
2014-04-17,48.55,54.489042883778744,-0.1089951771853711
2014-04-21,49.43,55.06904288377874,-0.10239950775392526
2014-04-22,50.01,55.199042883778745,-0.09400603004483687
2014-04-23,50.14,54.379042883778745,-0.07795361335870898
2014-04-24,49.32,54.199042883778745,-0.09002083107336556
2014-04-25,49.14,55.92904288377874,-0.12138671669898693
2014-04-28,50.87,56.42904288377874,-0.09851386094263814
2014-04-29,51.37,57.13904288377874,-0.10096498983213675
2014-04-30,52.08,56.669042883778744,-0.080979713971706
2014-05-01,51.61,56.239042883778744,-0.08231012916320302
2014-05-02,51.18,56.419042883778744,-0.09285947821856866
2014-05-05,51.36,55.96904288377875,-0.08234986067833161
2014-05-06,50.91,57.84904288377874,-0.1199508676006894
2014-05-07,52.79,57.20904288377874,-0.07724378281867283
2014-05-08,52.15,57.31904288377874,-0.09018020231530388
2014-05-09,52.26,57.42904288377874,-0.09000747050999136
2014-05-12,52.37,57.25904288377875,-0.08538464210277252
2014-05-13,52.2,57.92904288377874,-0.09889759261641418
2014-05-14,52.87,57.74904288377874,-0.08448699130127457
2014-05-15,52.69,57.989042883778744,-0.0913800714800389
2014-05-16,52.93,59.169042883778744,-0.1054443773247038
2014-05-19,54.11,58.59904288377874,-0.07660607857848456
2014-05-20,53.54,58.32904288377875,-0.08210391679700568
2014-05-21,53.27,58.68904288377875,-0.09233483146947907
2014-05-22,53.63,59.00904288377875,-0.09115624692257829
2014-05-23,53.95,59.049042883778746,-0.08635267626292875
2014-05-27,53.99,59.129042883778745,-0.0869123299336978
2014-05-28,54.07,59.089042883778745,-0.08494033138513712
2014-05-29,54.03,59.38904288377874,-0.09023622243359108
2014-05-30,54.33,59.20904288377874,-0.08240367765031775
2014-06-02,54.15,59.42904288377874,-0.08882934382945729
2014-06-03,54.37,59.63904288377874,-0.08834888403636465
2014-06-04,54.58,60.35904288377874,-0.09574444205330235
2014-06-05,55.3,60.159042883778746,-0.08076994996688913
2014-06-06,55.1,58.89904288377875,-0.06450092731175827
2014-06-09,53.84,59.02904288377874,-0.08790660715938348
2014-06-10,53.97,59.28904288377874,-0.08971375864854803
2014-06-11,54.23,58.71904288377875,-0.0764495240949995
2014-06-12,53.66,59.21904288377875,-0.09387255539892359
2014-06-13,54.16,59.059042883778744,-0.08295161324269151
2014-06-16,54.0,59.35904288377874,-0.09028182772878279
2014-06-17,54.3,59.629042883778745,-0.0893699215358098
2014-06-18,54.57,59.24904288377874,-0.07897246362202037
2014-06-19,54.19,58.35904288377874,-0.0714378214200897
2014-06-20,53.3,58.809042883778744,-0.09367679890091019
2014-06-23,53.75,58.64904288377875,-0.08353150610636362
2014-06-24,53.59,60.059042883778744,-0.10771138821338022
2014-06-25,55.0,61.56904288377874,-0.10669392564992186
2014-06-26,56.51,61.84904288377874,-0.08632377535431557
2014-06-27,56.79,61.49904288377874,-0.07657099465235451
2014-06-30,56.44,62.54049751243781,-0.09754475508009142
2014-07-01,56.89,63.76049751243781,-0.1077547663598073
2014-07-02,58.11,63.87049751243781,-0.09019027151488901
2014-07-03,58.22,63.05049751243781,-0.07661315458272011
2014-07-07,57.4,61.340497512437814,-0.06423973838227859
2014-07-08,55.69,60.660497512437814,-0.08193961006367723
2014-07-09,55.01,61.44049751243781,-0.10466219794421494
2014-07-10,55.79,60.61049751243781,-0.07953238647230376
2014-07-11,54.96,60.50049751243781,-0.09157771820469385
2014-07-14,54.85,59.090497512437814,-0.07176276543525872
2014-07-15,53.44,59.30049751243781,-0.0988271221705791
2014-07-16,53.65,59.17049751243781,-0.09329814256297897
2014-07-17,53.52,60.56049751243781,-0.11625560888088549
2014-07-18,54.91,59.65049751243781,-0.07947121499614251
2014-07-21,54.0,59.70049751243781,-0.09548492474874581
2014-07-22,54.05,60.13049751243781,-0.10112168972458746
2014-07-23,54.48,59.73049751243781,-0.0879031270641013
2014-07-24,54.08,58.83049751243781,-0.08074889238244964
2014-07-25,53.18,59.39049751243781,-0.10457055880256239
2014-07-28,53.74,59.08049751243781,-0.09039357719209307
2014-07-29,53.43,59.40049751243781,-0.10051258427907361
2014-07-30,53.75,57.99049751243781,-0.07312400642067796
2014-07-31,52.34,58.13049751243781,-0.09961204118713851
2014-08-01,52.48,58.94049751243781,-0.10961050186375665
2014-08-04,53.29,58.44049751243781,-0.08813233513868757
2014-08-05,52.79,57.70049751243781,-0.08510320922933667
2014-08-06,52.05,58.08049751243781,-0.1038299906288922
2014-08-07,52.43,58.47049751243781,-0.10330846785001069
2014-08-08,52.82,58.96049751243781,-0.1041459582518357
2014-08-11,53.31,58.49049751243781,-0.08856989994547737
2014-08-12,52.84,59.25049751243781,-0.10819314236293331
2014-08-13,53.6,59.840497512437814,-0.10428552187656404
2014-08-14,54.19,59.55049751243781,-0.09001599879695732
2014-08-15,53.9,59.96049751243781,-0.10107483699882014
2014-08-18,54.31,60.94049751243781,-0.10880281230202526
2014-08-19,55.29,60.71049751243781,-0.08928435335795615
2014-08-20,55.06,60.61049751243781,-0.09157650473498913
2014-08-21,54.96,60.85049751243781,-0.0968027831035202
2014-08-22,55.2,61.520497512437814,-0.10273807540584301
2014-08-25,55.87,61.40049751243781,-0.09007251954786699
2014-08-26,55.75,61.35049751243781,-0.09128691273126843
2014-08-27,55.7,61.25049751243781,-0.09061963147827001
2014-08-28,55.6,60.93049751243781,-0.08748488409026511
2014-08-29,55.28,60.72049751243781,-0.08959902726955415
2014-09-02,55.07,61.160497512437814,-0.09958221008910573
2014-09-03,55.51,61.19049751243781,-0.0928330009293219
2014-09-04,55.54,61.590497512437814,-0.0982375164483118
2014-09-05,55.94,61.22049751243781,-0.08625375041039163
2014-09-08,55.57,62.60049751243781,-0.11230737441089755
2014-09-09,56.95,62.840497512437814,-0.09373728321090913
2014-09-10,57.19,63.50049751243781,-0.0993771349775926
2014-09-11,57.85,63.53049751243781,-0.08941371049905122
2014-09-12,57.88,63.58049751243781,-0.08965795700674817
2014-09-15,57.93,64.25049751243782,-0.09837274040118171
2014-09-16,58.6,65.27049751243781,-0.10219774272697546
2014-09-17,59.62,65.10049751243781,-0.08418518631736627
2014-09-18,59.45,64.71049751243781,-0.08129279969492897
2014-09-19,59.06,64.36049751243782,-0.08235637879296198
2014-09-22,58.71,63.21049751243781,-0.07119857760259296
2014-09-23,57.56,64.7004975124378,-0.11036232775590538
2014-09-24,59.05,63.65049751243781,-0.07227747923790917
2014-09-25,58.0,64.8404975124378,-0.10549730145308722
2014-09-26,59.19,64.1704975124378,-0.0776135094086261
2014-09-29,58.52,63.410497512437814,-0.07712441479391563
2014-09-30,57.76,62.027389683032936,-0.06879847281724716
2014-10-01,57.23,61.46738968303294,-0.06893719913735996
2014-10-02,56.67,63.48738968303294,-0.10738179214910903
2014-10-03,58.69,62.60738968303294,-0.06257072372551875
2014-10-06,57.81,61.44738968303294,-0.05919518635040255
2014-10-07,56.65,63.13738968303294,-0.10275036259182435
2014-10-08,58.34,61.51738968303294,-0.0516502683128196
2014-10-09,56.72,59.76738968303294,-0.050987498353103566
2014-10-10,54.97,58.41738968303294,-0.05901307302051906
2014-10-13,53.62,58.92738968303294,-0.09006660080450013
2014-10-14,54.13,59.42738968303294,-0.08914054127713755
2014-10-15,54.63,57.69738968303294,-0.0531634047897831
2014-10-16,52.9,58.16738968303294,-0.09055571707336563
2014-10-17,53.37,59.20738968303294,-0.09859224860753768
2014-10-20,54.41,61.08738968303294,-0.10930880690237765
2014-10-21,56.29,61.69738968303294,-0.08764373518576907
2014-10-22,56.9,64.31738968303294,-0.11532479349033142
2014-10-23,59.52,65.08738968303294,-0.08553714798128165
2014-10-24,60.29,65.28738968303294,-0.07654448596114849
2014-10-27,60.49,65.72738968303294,-0.07968351867143952
2014-10-28,60.93,64.77738968303294,-0.05939402161554963
2014-10-29,59.98,65.97738968303294,-0.09090068145838237
2014-10-30,61.18,68.25738968303294,-0.10368679077676768
2014-10-31,63.46,68.04738968303295,-0.06741463125038538
2014-11-03,63.25,67.45738968303294,-0.06237107161724631
2014-11-04,62.66,67.33738968303294,-0.06946199882487436
2014-11-05,62.54,67.50738968303294,-0.07358290264749234
2014-11-06,62.71,66.29738968303295,-0.05411057207808956
2014-11-07,61.5,68.58738968303294,-0.10333371361392119
2014-11-10,63.79,68.64738968303294,-0.07075854894790712
2014-11-11,63.85,68.55738968303294,-0.0686634906141701
2014-11-12,63.76,68.42738968303294,-0.06820937792093296
2014-11-13,63.63,68.79738968303295,-0.0751102579158951
2014-11-14,64.0,69.83738968303295,-0.08358545056633393
2014-11-17,65.04,70.84738968303294,-0.08197041145785122
2014-11-18,66.05,70.29738968303295,-0.06042030439798962
2014-11-19,65.5,69.98738968303294,-0.06411711743152526
2014-11-20,65.19,72.15738968303295,-0.09655822797413716
2014-11-21,67.36,72.57738968303293,-0.07188726001057388
2014-11-24,67.78,72.85738968303293,-0.0696894262218587
2014-11-25,68.06,73.49738968303294,-0.07398071831506381
2014-11-26,68.7,73.99738968303294,-0.07158887233352751
2014-11-28,69.2,73.90738968303295,-0.06369308540352392
2014-12-01,69.11,74.06738968303294,-0.06693080050812916
2014-12-02,69.27,73.29738968303295,-0.05494588143519141
2014-12-03,68.5,74.36738968303293,-0.07889734610883592
2014-12-04,69.57,74.50738968303293,-0.06626711396060747
2014-12-05,69.71,74.21738968303293,-0.060732258333027644
2014-12-08,69.42,73.93738968303293,-0.061097500228217805
2014-12-09,69.14,72.37738968303294,-0.04472929594740371
2014-12-10,67.58,71.82738968303293,-0.059133287479556707
2014-12-11,67.03,70.06738968303294,-0.0433495481531897
2014-12-12,65.27,70.41738968303294,-0.07309827453421214
2014-12-15,65.62,70.04738968303295,-0.06320563411523317
2014-12-16,65.25,71.36738968303293,-0.08571687587569554
2014-12-17,66.57,72.71738968303293,-0.08453809618068986
2014-12-18,67.92,72.50738968303293,-0.06326789177057346
2014-12-19,67.71,71.76738968303295,-0.0565352829600293
2014-12-22,66.97,69.14738968303293,-0.03148910888775325
2014-12-23,64.35,71.00738968303293,-0.09375629371464844
2014-12-24,66.21,71.77738968303294,-0.0775646719338553
2014-12-26,66.98,71.93738968303293,-0.06891256000358004
2014-12-29,67.14,71.09738968303294,-0.05566153273243668
2014-12-30,66.3,70.23738968303294,-0.05605831453591292
2014-12-31,65.44,71.18359543436905,-0.08068706559876737
2015-01-02,65.89,69.94359543436906,-0.057955205322161474
2015-01-05,64.65,69.62359543436905,-0.07143548682511558
2015-01-06,64.33,72.22359543436906,-0.10929385870220376
2015-01-07,66.93,72.92359543436906,-0.08219007028751435
2015-01-08,67.63,71.07359543436905,-0.048451121873367864
2015-01-09,65.78,71.05359543436907,-0.07421996595851643
2015-01-12,65.76,68.68359543436905,-0.042566138477166726
2015-01-13,63.39,68.99359543436906,-0.08121906677119817
2015-01-14,63.7,68.18359543436905,-0.06575768563986606
2015-01-15,62.89,69.83359543436906,-0.09943058768748037
