date,AMZN,dcf,Deviation
2003-10-31,54.43,58.499658850866076,-0.0695672236523791
2003-11-03,56.74,58.619658850866074,-0.032065332479127906
2003-11-04,56.86,58.499658850866076,-0.02802851987643351
2003-11-05,56.74,56.749658850866076,-0.00017020103841425271
2003-11-06,54.99,56.06965885086608,-0.01925567005388329
2003-11-07,54.31,53.73965885086608,0.010613040003039309
2003-11-10,51.98,53.98965885086608,-0.0372230329592802
2003-11-11,52.23,55.88965885086608,-0.06548007137834533
2003-11-12,54.13,56.55965885086608,-0.04295745236498849
2003-11-13,54.8,54.20965885086608,0.010889962446692047
2003-11-14,52.45,52.119658850866074,0.00633812953532864
2003-11-17,50.36,50.259658850866074,0.0019964550382576274
2003-11-18,48.5,51.289658850866076,-0.05439027892498782
2003-11-19,49.53,50.609658850866076,-0.02133305924957052
2003-11-20,48.85,50.33965885086607,-0.029592152288502094
2003-11-21,48.58,53.08965885086607,-0.0849442047373884
2003-11-24,51.33,54.22965885086607,-0.05346998141441872
2003-11-25,52.47,54.719658850866075,-0.04111244291557692
2003-11-26,52.96,55.72965885086607,-0.04969811242300526
2003-11-28,53.97,56.40965885086607,-0.04324895595124867
2003-12-01,54.65,55.689658850866074,-0.01866879546973388
2003-12-02,53.93,53.26965885086607,0.012396196322236985
2003-12-03,51.51,53.55965885086608,-0.038268706239769856
2003-12-04,51.8,53.31965885086608,-0.028500910988881856
2003-12-05,51.56,52.83965885086607,-0.024217772761890077
2003-12-08,51.08,51.09965885086608,-0.0003847158925943672
2003-12-09,49.34,50.95965885086608,-0.03178315725397651
2003-12-10,49.2,52.55965885086608,-0.0639208648670807
2003-12-11,50.8,52.749658850866076,-0.03696059639699578
2003-12-12,50.99,52.16965885086608,-0.022611971725525093
2003-12-15,50.41,51.259658850866074,-0.016575585361152334
2003-12-16,49.5,49.33965885086607,0.003249741746666146
2003-12-17,47.58,50.509658850866074,-0.05800195284462595
2003-12-18,48.75,50.999658850866076,-0.044111252929055045
2003-12-19,49.24,51.649658850866075,-0.04665391610472691
2003-12-22,49.89,54.23965885086608,-0.08019332980735783
2003-12-23,52.48,55.079658850866075,-0.047198165440801354
2003-12-24,53.32,55.22965885086607,-0.03457669104968819
2003-12-26,53.47,55.22965885086607,-0.031860759010255646
2003-12-29,53.47,54.58965885086607,-0.020510457006607807
2003-12-30,52.83,54.37965885086607,-0.02849703149326388
2003-12-31,52.62,54.81052228559358,-0.03996536055941469
2004-01-02,51.9,56.180522285593575,-0.07619228357888075
2004-01-05,53.27,55.94052228559358,-0.04773860122291562
2004-01-06,53.03,54.81052228559358,-0.03248504504876015
2004-01-07,51.9,53.15052228559358,-0.02352793974204348
2004-01-08,50.24,54.500522285593576,-0.07817397167806195
2004-01-09,51.59,55.860522285593575,-0.07644973786245712
2004-01-12,52.95,57.820522285593576,-0.08423518316795109
2004-01-13,54.91,58.710522285593576,-0.06473323924979213
2004-01-14,55.8,59.09052228559358,-0.055686126274023806
2004-01-15,56.18,58.63052228559358,-0.04179601664909116
2004-01-16,55.72,59.52052228559358,-0.06385230067971803
2004-01-20,56.61,59.110522285593575,-0.04230249013047549
2004-01-21,56.2,60.09052228559358,-0.06474435797217748
2004-01-22,57.18,60.02052228559358,-0.04732585084944141
2004-01-23,57.11,59.94052228559358,-0.047222182551350356
2004-01-26,57.03,58.65052228559358,-0.02763014245129125
2004-01-27,55.74,54.87052228559358,0.01584598939811266
2004-01-28,51.96,52.13052228559358,-0.003271064208015817
2004-01-29,49.22,53.31052228559358,-0.07673011087154524
2004-01-30,50.4,51.180522285593575,-0.015250377501780155
2004-02-02,48.27,47.85052228559358,0.008766418721676494
2004-02-03,44.94,48.30052228559358,-0.06957527841465827
2004-02-04,45.39,48.95052228559358,-0.07273716641510608
2004-02-05,46.04,49.26052228559358,-0.0653773475425663
2004-02-06,46.35,48.77052228559358,-0.049630846096322845
2004-02-09,45.86,48.500522285593576,-0.05444317217956862
2004-02-10,45.59,50.05052228559358,-0.08912039439151831
2004-02-11,47.14,49.97052228559358,-0.056643840330834694
2004-02-12,47.06,49.29052228559358,-0.04525255935958117
2004-02-13,46.38,48.44052228559358,-0.042537160797838536
2004-02-17,45.53,47.78052228559358,-0.04710124916889269
2004-02-18,44.87,47.56052228559358,-0.056570494946153294
2004-02-19,44.65,48.08052228559358,-0.07134952206252287
2004-02-20,45.17,46.88052228559358,-0.0364868436228839
2004-02-23,43.97,45.23052228559358,-0.027868842142357297
2004-02-24,42.32,45.85052228559358,-0.07700069943811483
2004-02-25,42.94,46.56052228559358,-0.07775948610253924
2004-02-26,43.65,45.92052228559358,-0.0494446093507499
2004-02-27,43.01,45.88052228559358,-0.0625651614801892
2004-03-01,42.97,44.92052228559358,-0.04342162972177033
2004-03-02,42.01,46.08052228559358,-0.08833498588331268
2004-03-03,43.17,47.30052228559358,-0.08732508830778007
2004-03-04,44.39,47.000522285593576,-0.055542410140275056
2004-03-05,44.09,46.41052228559358,-0.04999991750392119
2004-03-08,43.5,45.62052228559358,-0.04648176257866332
2004-03-09,42.71,44.460522285593576,-0.039372508364814984
2004-03-10,41.55,44.19052228559358,-0.05975313594459175
2004-03-11,41.28,45.35052228559358,-0.08975689982046031
2004-03-12,42.44,43.99052228559358,-0.0352467350927852
2004-03-15,41.08,45.04052228559358,-0.08793242361801779
2004-03-16,42.13,45.710522285593576,-0.07833037354556838
2004-03-17,42.8,45.92052228559358,-0.06795485178034588
2004-03-18,43.01,45.710522285593576,-0.0590787886587919
2004-03-19,42.8,43.76052228559358,-0.021949516034679428
2004-03-22,40.85,43.140522285593576,-0.0530944495857083
2004-03-23,40.23,42.54052228559358,-0.054313444251624654
2004-03-24,39.63,44.90052228559358,-0.11738220442225533
2004-03-25,41.99,44.610522285593575,-0.05874224625340996
2004-03-26,41.7,45.67052228559358,-0.08693840330453251
2004-03-29,42.76,46.710522285593576,-0.0845745689041888
2004-03-30,43.8,46.19052228559358,-0.05175352360843877
2004-03-31,43.28,46.550489047604465,-0.07025681393507865
2004-04-01,44.74,47.90048904760447,-0.06598030856143255
2004-04-02,46.09,48.770489047604464,-0.05496129114038728
2004-04-05,46.96,48.25048904760447,-0.026745615911400566
2004-04-06,46.44,47.660489047604464,-0.02560798413934473
2004-04-07,45.85,49.910489047604464,-0.08135542498354564
2004-04-08,48.1,49.770489047604464,-0.033563846358967364
2004-04-12,47.96,48.39048904760447,-0.008896149968250389
2004-04-13,46.58,48.60048904760446,-0.0415734303748545
2004-04-14,46.79,48.800489047604465,-0.04119813319172372
2004-04-15,46.99,47.31048904760446,-0.006774164758305057
2004-04-16,45.5,48.92048904760446,-0.0699193551453664
2004-04-19,47.11,47.010489047604466,0.002116781901476683
2004-04-20,45.2,47.53048904760446,-0.049031455268014223
2004-04-21,45.72,50.67048904760446,-0.09769965004587822
2004-04-22,48.86,48.10048904760446,0.015790087947834763
2004-04-23,46.29,49.06048904760446,-0.056470881179276455
2004-04-26,47.25,49.81048904760446,-0.05140461570568744
2004-04-27,48.0,48.78048904760446,-0.01600002506827658
2004-04-28,46.97,48.00048904760447,-0.02146830309546388
2004-04-29,46.19,45.410489047604464,0.01716587882544851
2004-04-30,43.6,46.22048904760447,-0.056695398547287335
2004-05-03,44.41,45.760489047604466,-0.029512120078077797
2004-05-04,43.95,46.07048904760447,-0.046027057481707434
2004-05-05,44.26,44.950489047604464,-0.015361102008772609
2004-05-06,43.14,43.71048904760447,-0.01305153659990299
2004-05-07,41.9,43.07048904760447,-0.027176126240655463
2004-05-10,41.26,44.510489047604466,-0.07302748446839202
2004-05-11,42.7,44.830489047604466,-0.04752321674077986
2004-05-12,43.02,45.42048904760446,-0.05285035669890181
2004-05-13,43.61,44.86048904760447,-0.02787506498820136
2004-05-14,43.05,43.89048904760447,-0.01914968517878346
2004-05-17,42.08,43.800489047604465,-0.03928013328194935
2004-05-18,41.99,43.50048904760447,-0.03472349577383993
2004-05-19,41.69,42.79048904760447,-0.025718075957958164
2004-05-20,40.98,42.980489047604465,-0.04654412017947862
2004-05-21,41.17,43.440489047604466,-0.05226665485087745
2004-05-24,41.63,45.43048904760447,-0.08365503271651142
2004-05-25,43.62,46.50048904760447,-0.06194534953504671
2004-05-26,44.69,49.43048904760447,-0.09590212718792035
2004-05-27,47.62,50.31048904760446,-0.05347769617303244
2004-05-28,48.5,52.04048904760447,-0.06803335465133264
2004-06-01,50.23,52.160489047604464,-0.037010562647190715
2004-06-02,50.35,51.21048904760447,-0.016802984380886676
2004-06-03,49.4,52.760489047604466,-0.06369328844871747
2004-06-04,50.95,53.57048904760447,-0.048916653444694425
2004-06-07,51.76,53.75048904760447,-0.03703201743600104
2004-06-08,51.94,52.050489047604465,-0.0021227283283239418
2004-06-09,50.24,51.75048904760447,-0.02918791832508072
2004-06-10,49.94,51.06048904760446,-0.021944346176547946
2004-06-14,49.25,51.92048904760446,-0.051434204426617836
2004-06-15,50.11,52.38048904760446,-0.043346083415544245
2004-06-16,50.57,51.580489047604466,-0.0195905286332565
2004-06-17,49.77,51.410489047604464,-0.03190961762852362
2004-06-18,49.6,51.580489047604466,-0.0383960889897077
2004-06-21,49.77,50.81048904760446,-0.020477839656879215
2004-06-22,49.0,52.620489047604465,-0.06880378941991772
2004-06-23,50.81,52.830489047604466,-0.03824475381599901
2004-06-24,51.02,53.61048904760447,-0.04832056363642179
2004-06-25,51.8,55.200489047604464,-0.06160251668552996
2004-06-28,53.39,55.520489047604464,-0.03837302379987573
2004-06-29,53.71,56.21048904760447,-0.04448438520943687
2004-06-30,54.4,54.21135000188416,0.003479898547246618
2004-07-01,52.56,54.241350001884165,-0.030997569231329236
2004-07-02,52.59,52.89135000188416,-0.0056975290264555944
2004-07-06,51.24,52.65135000188416,-0.02680558051851767
2004-07-07,51.0,51.15135000188416,-0.0029588662250084052
2004-07-08,49.5,49.97135000188416,-0.00943240480528118
2004-07-09,48.32,50.70135000188416,-0.046968177411364054
2004-07-12,49.05,51.25135000188416,-0.04295203934731939
2004-07-13,49.6,51.15135000188416,-0.030328622838439512
2004-07-14,49.5,50.32135000188416,-0.016322097913776368
2004-07-15,48.67,48.75135000188416,-0.0016686717779306193
2004-07-16,47.1,47.671350001884164,-0.01198518610992938
2004-07-19,46.02,48.64135000188416,-0.05389139079780103
2004-07-20,46.99,46.41135000188416,0.012467855343409662
2004-07-21,44.76,47.47135000188416,-0.0571155023351253
2004-07-22,45.82,41.631350001884165,0.10061287942683261
2004-07-23,39.98,40.43135000188416,-0.01116336708675647
2004-07-26,38.78,40.76135000188416,-0.048608547111235856
2004-07-27,39.11,39.62135000188416,-0.01290592071849761
2004-07-28,37.97,40.23135000188416,-0.056208653246243356
2004-07-29,38.58,40.57135000188416,-0.04908266552115437
2004-07-30,38.92,39.95135000188416,-0.02581514771930149
2004-08-02,38.3,39.26135000188416,-0.024485913037580964
2004-08-03,37.61,38.77135000188416,-0.029953819039773455
2004-08-04,37.12,37.26135000188416,-0.003793475058660345
2004-08-05,35.61,37.14135000188416,-0.041230326894592606
2004-08-06,35.49,36.97135000188416,-0.04006751178435908
2004-08-09,35.32,38.75135000188416,-0.08854788289226889
2004-08-10,37.1,38.21135000188416,-0.029084290448501915
2004-08-11,36.56,37.94135000188416,-0.03640750795149783
2004-08-12,36.29,37.781350001884164,-0.03947317927521887
2004-08-13,36.13,39.601350001884164,-0.08765736525949241
2004-08-16,37.95,39.881350001884165,-0.048427397813587514
2004-08-17,38.23,41.01135000188416,-0.06781903062826222
2004-08-18,39.36,40.281350001884164,-0.0228728680106568
2004-08-19,38.63,41.16135000188416,-0.06149822592719345
2004-08-20,39.51,41.101350001884164,-0.03871770639677807
2004-08-23,39.45,40.70135000188416,-0.030744680503870914
2004-08-24,39.05,41.95135000188416,-0.06915987213173957
2004-08-25,40.3,41.84135000188416,-0.03683796057762845
2004-08-26,40.19,41.55135000188416,-0.03276307513046939
2004-08-27,39.9,39.96135000188416,-0.0015352334663686351
2004-08-30,38.31,39.79135000188416,-0.03722794028888232
2004-08-31,38.14,39.89135000188416,-0.04390300157305882
2004-09-01,38.24,40.83135000188416,-0.06346471526815989
2004-09-02,39.18,40.39135000188416,-0.02999033213367852
2004-09-03,38.74,40.16135000188416,-0.03539099163293746
2004-09-07,38.51,39.66135000188416,-0.02902952122984881
2004-09-08,38.01,39.72135000188416,-0.043083883146040725
2004-09-09,38.07,40.22135000188416,-0.053487762140837725
2004-09-10,38.57,41.66135000188416,-0.07420186820024677
2004-09-13,40.01,44.32135000188416,-0.0972747897277696
2004-09-14,42.67,43.86135000188416,-0.027161726710030254
2004-09-15,42.21,44.22135000188416,-0.045483686088246156
2004-09-16,42.57,44.61135000188416,-0.04575853458364176
2004-09-17,42.96,44.921350001884164,-0.04366186683619033
2004-09-20,43.27,44.94135000188416,-0.03718958157274066
2004-09-21,43.29,43.031350001884164,0.006010733990555961
2004-09-22,41.38,43.48135000188416,-0.04832761636409866
2004-09-23,41.83,42.59135000188416,-0.017875695460474517
2004-09-24,40.94,41.58135000188416,-0.015423982190455598
2004-09-27,39.93,41.08135000188416,-0.028026099478993594
2004-09-28,39.43,42.491350001884165,-0.07204642831419616
2004-09-29,40.84,42.51135000188416,-0.039315382875633964
2004-09-30,40.86,42.2288246949925,-0.03241446345900345
2004-10-01,40.47,42.768824694992496,-0.05375000859590262
2004-10-04,41.01,42.7188246949925,-0.04000167858533821
2004-10-05,40.96,43.1188246949925,-0.05006687242204
2004-10-06,41.36,42.9088246949925,-0.03609571471607442
2004-10-07,41.15,41.7588246949925,-0.014579545747261058
2004-10-08,40.0,41.9088246949925,-0.04554708247927963
2004-10-11,40.15,41.9788246949925,-0.04356540966261624
2004-10-12,40.22,41.7388246949925,-0.03638877486587977
2004-10-13,39.98,40.8588246949925,-0.021508809946268692
2004-10-14,39.1,40.3088246949925,-0.029989083138478922
2004-10-15,38.55,41.0288246949925,-0.060416663490120426
2004-10-18,39.27,40.088824694992496,-0.020425260686047775
2004-10-19,38.33,40.1088246949925,-0.044349958108211074
2004-10-20,38.35,41.2288246949925,-0.06982553386592527
2004-10-21,39.47,36.3588246949925,0.08556864340656167
2004-10-22,34.6,35.7288246949925,-0.031594229718692746
2004-10-25,33.97,35.588824694992496,-0.045486882718559496
2004-10-26,33.83,35.988824694992495,-0.05998597379293902
2004-10-27,34.23,36.2088246949925,-0.05465034315974815
2004-10-28,34.45,35.8888246949925,-0.040091162282983706
2004-10-29,34.13,36.8588246949925,-0.07403450103397424
2004-11-01,35.1,37.9988246949925,-0.07628721988800113
2004-11-02,36.24,37.6788246949925,-0.038186559868565007
2004-11-03,35.92,38.6688246949925,-0.07108632643154689
2004-11-04,36.91,38.3188246949925,-0.036765863937800014
2004-11-05,36.56,39.0788246949925,-0.06445497567165204
2004-11-08,37.32,39.1588246949925,-0.04695811759712076
2004-11-09,37.4,39.8488246949925,-0.06145287128882948
2004-11-10,38.09,40.588824694992496,-0.06156435210356748
2004-11-11,38.83,42.2188246949925,-0.08026809650611721
2004-11-12,40.46,42.6488246949925,-0.0513220401885891
2004-11-15,40.89,41.8288246949925,-0.022444443558675697
2004-11-16,40.07,41.6588246949925,-0.03813897071329231
2004-11-17,39.9,42.128824694992495,-0.05290498159226875
2004-11-18,40.37,40.3088246949925,0.0015176653120103634
2004-11-19,38.55,39.8088246949925,-0.031621749816463485
2004-11-22,38.05,40.0688246949925,-0.05038392591646945
2004-11-23,38.31,40.5088246949925,-0.054280140476756555
2004-11-24,38.75,40.8488246949925,-0.05138029577751324
2004-11-26,39.09,40.698824694992496,-0.039530003803535885
2004-11-29,38.94,41.4388246949925,-0.060301533969288945
2004-11-30,39.68,41.7388246949925,-0.04932636963396586
2004-12-01,39.98,41.9288246949925,-0.046479354219181035
2004-12-02,40.17,41.8488246949925,-0.0401164120433084
2004-12-03,40.09,41.2488246949925,-0.028093520326002763
2004-12-06,39.49,39.9588246949925,-0.01173269480699346
2004-12-07,38.2,40.4788246949925,-0.056296710988113285
2004-12-08,38.72,41.5788246949925,-0.06875674615537652
2004-12-09,39.82,40.8088246949925,-0.02423065850053352
2004-12-10,39.05,41.588824694992496,-0.06104583896303728
2004-12-13,39.83,42.198824694992496,-0.056134850013336846
2004-12-14,40.44,42.7588246949925,-0.054230318806308464
2004-12-15,41.0,41.8088246949925,-0.019345788859005508
2004-12-16,40.05,41.768824694992496,-0.04115089920637782
2004-12-17,40.01,40.7088246949925,-0.017166417852354843
2004-12-20,38.95,41.1488246949925,-0.05343590518783581
2004-12-21,39.39,41.2788246949925,-0.045757714977326724
2004-12-22,39.52,40.6888246949925,-0.028725938971059573
2004-12-23,38.93,44.0088246949925,-0.11540468826858685
2004-12-27,42.25,46.3888246949925,-0.08922029653058383
2004-12-28,44.63,46.5788246949925,-0.04183928443351226
2004-12-29,44.82,46.7288246949925,-0.04084897720950054
2004-12-30,44.97,46.0488246949925,-0.02342784429653022
2004-12-31,44.29,47.586694604208994,-0.06927765484929072
2005-01-03,44.52,45.206694604209,-0.015190108682377801
2005-01-04,42.14,44.836694604208994,-0.06014481281490014
2005-01-05,41.77,44.116694604208995,-0.05319289274190331
2005-01-06,41.05,45.386694604209,-0.0955499104313895
2005-01-07,42.32,44.906694604208994,-0.05760153640803811
2005-01-10,41.84,44.706694604209,-0.06412226691299838
2005-01-11,41.64,45.366694604208995,-0.08214604649339474
2005-01-12,42.3,45.66669460420899,-0.07372319440651376
2005-01-13,42.6,47.616694604208995,-0.1053557926670019
2005-01-14,44.55,47.646694604208996,-0.06499285270326904
2005-01-18,44.58,47.02669460420899,-0.052027781769506065
2005-01-19,43.96,45.426694604209,-0.032287064180828606
2005-01-20,42.36,44.226694604208994,-0.04220741841356923
2005-01-21,41.16,43.44669460420899,-0.05263218813399595
2005-01-24,40.38,44.006694604208995,-0.08241233832322681
2005-01-25,40.94,44.406694604208994,-0.07806693641819518
2005-01-26,41.34,45.37669460420899,-0.088959644139319
2005-01-27,42.31,45.286694604208996,-0.06573000370692406
2005-01-28,42.22,46.286694604208996,-0.08785882506804021
2005-01-31,43.22,45.546694604208994,-0.05108372022223506
2005-02-01,42.48,44.94669460420899,-0.05488044506787837
2005-02-02,41.88,38.816694604209,0.07891721402416474
2005-02-03,35.75,38.786694604208996,-0.0782921730040761
2005-02-04,35.72,38.75669460420899,-0.07835277582931965
2005-02-07,35.69,39.366694604208995,-0.09339607099794178
2005-02-08,36.3,38.956694604209,-0.06819609905820823
2005-02-09,35.89,38.84669460420899,-0.07611187088974714
2005-02-10,35.78,38.84669460420899,-0.0789435146401547
2005-02-11,35.78,39.09669460420899,-0.08483312049228653
2005-02-14,36.03,39.206694604209,-0.0810242902717937
2005-02-15,36.14,38.72669460420899,-0.06679358077536146
2005-02-16,35.66,38.75669460420899,-0.07990089546678447
2005-02-17,35.69,38.376694604209,-0.0700084942676209
2005-02-18,35.31,37.786694604208996,-0.06554409244181736
2005-02-22,34.72,37.206694604209,-0.06683460142486541
2005-02-23,34.14,37.75669460420899,-0.0957894922244017
2005-02-24,34.69,38.05669460420899,-0.08846523953860785
2005-02-25,34.99,38.246694604209,-0.08514970085416484
2005-02-28,35.18,38.456694604209,-0.08520479042549778
2005-03-01,35.39,38.566694604209,-0.0823688583325548
2005-03-02,35.5,38.716694604208996,-0.0830828829034207
2005-03-03,35.65,38.91669460420899,-0.08394070044827717
2005-03-04,35.85,39.386694604209,-0.08979414596093205
2005-03-07,36.32,38.896694604208996,-0.06624456474844453
2005-03-08,35.83,38.466694604208996,-0.06854487060399761
2005-03-09,35.4,37.97669460420899,-0.06784936475022796
2005-03-10,34.91,37.816694604209,-0.07686273574754698
2005-03-11,34.75,37.66669460420899,-0.07743431258985678
2005-03-14,34.6,37.246694604209,-0.07105850954919124
2005-03-15,34.18,36.93669460420899,-0.07463295332048636
2005-03-16,33.87,37.036694604208996,-0.08550154483410954
2005-03-17,33.97,37.22669460420899,-0.08748277650846747
2005-03-18,34.16,36.73669460420899,-0.07013953301922216
2005-03-21,33.67,36.216694604208996,-0.07031825052065976
2005-03-22,33.15,36.246694604209,-0.08543384819010247
2005-03-23,33.18,35.946694604209,-0.07696659274716866
2005-03-24,32.88,36.456694604209,-0.09810803318949435
2005-03-28,33.39,36.496694604209,-0.08512262926546543
2005-03-29,33.43,37.386694604209,-0.10583162395328616
2005-03-30,34.32,37.336694604209,-0.08079704527108633
2005-03-31,34.27,35.270047281323876,-0.028354010227069293
2005-04-01,34.01,36.26004728132388,-0.06205307080453781
2005-04-04,35.0,36.54004728132388,-0.04214683329408331
2005-04-05,35.28,36.08004728132388,-0.022174230401799
2005-04-06,34.82,36.16004728132388,-0.03705878122609618
2005-04-07,34.9,35.86004728132388,-0.0267720584357366
2005-04-08,34.6,35.86004728132388,-0.035137914666947934
2005-04-11,34.6,35.89004728132388,-0.03594442969695344
2005-04-12,34.63,35.560047281323875,-0.026154275723146547
2005-04-13,34.3,35.23004728132388,-0.026399262933062162
2005-04-14,33.97,34.28004728132388,-0.009044540655951727
2005-04-15,33.02,34.26004728132388,-0.03619514214739161
2005-04-18,33.0,34.04004728132388,-0.030553637976128867
2005-04-19,32.78,34.51004728132388,-0.05013169837817466
2005-04-20,33.25,34.990047281323875,-0.049729777937528974
2005-04-21,33.73,34.30004728132388,-0.01661943135671029
2005-04-22,33.04,34.79004728132388,-0.05030310155006157
2005-04-25,33.53,33.97004728132388,-0.012953979065133847
2005-04-26,32.71,32.98004728132388,-0.008188201763943526
2005-04-27,31.72,33.78004728132388,-0.06098414440239197
2005-04-28,32.52,33.62004728132388,-0.03271998019868805
2005-04-29,32.36,34.36004728132388,-0.058208513653908445
2005-05-02,33.1,34.47004728132388,-0.03974602268869465
2005-05-03,33.21,35.22004728132388,-0.057071112519197165
2005-05-04,33.96,35.22004728132388,-0.03577642219668575
2005-05-05,33.96,35.78004728132388,-0.050867660040066265
2005-05-06,34.52,35.90004728132388,-0.038441377820742084
2005-05-09,34.64,35.490047281323875,-0.02395170889984133
2005-05-10,34.23,35.08004728132388,-0.024231645827240245
2005-05-11,33.82,35.11004728132388,-0.036742966222380935
2005-05-12,33.85,35.16004728132388,-0.037259542651973065
2005-05-13,33.9,35.80004728132388,-0.053073876310635315
2005-05-16,34.54,35.990047281323875,-0.04029022996244691
2005-05-17,34.73,36.590047281323876,-0.050834787586439556
2005-05-18,35.33,36.85004728132388,-0.04124953408388876
2005-05-19,35.59,36.76004728132388,-0.03182931927071608
2005-05-20,35.5,36.94004728132388,-0.03898336324144169
2005-05-23,35.68,36.80004728132388,-0.03043602832250447
2005-05-24,35.54,36.51004728132388,-0.026569324160259034
2005-05-25,35.25,36.71004728132388,-0.03977241625800565
2005-05-26,35.45,36.76004728132388,-0.035637801858580564
2005-05-27,35.5,36.770047281323876,-0.03454026783286068
2005-05-31,35.51,37.76004728132388,-0.05958804194709666
2005-06-01,36.5,37.670047281323875,-0.03106041446101293
2005-06-02,36.41,36.85004728132388,-0.011941566260809333
2005-06-03,35.59,37.03004728132388,-0.038888615787702974
2005-06-06,35.77,36.61004728132388,-0.022945812521592
2005-06-07,35.35,36.090047281323876,-0.020505578049127116
2005-06-08,34.83,36.46004728132388,-0.0447077665244513
2005-06-09,35.2,36.21004728132388,-0.02789411661013852
2005-06-10,34.95,36.130047281323876,-0.03266110537125855
2005-06-13,34.87,36.30004728132388,-0.03939519059689023
2005-06-14,35.04,36.50004728132388,-0.040001243561976096
2005-06-15,35.24,36.840047281323876,-0.04343228088458562
2005-06-16,35.58,36.57004728132388,-0.02707262787241438
2005-06-17,35.31,36.950047281323876,-0.044385525919281354
2005-06-20,35.69,36.64004728132388,-0.025929204567597286
2005-06-21,35.38,36.48004728132388,-0.030154765777593906
2005-06-22,35.22,36.69004728132388,-0.040066649956926326
2005-06-23,35.43,36.28004728132388,-0.02343015913767743
2005-06-24,35.02,35.76004728132388,-0.020694807126565906
2005-06-27,34.5,34.97004728132388,-0.013441425387346051
2005-06-28,33.71,34.61004728132388,-0.026005375664700625
2005-06-29,33.35,34.35004728132388,-0.029113417898193328
2005-06-30,33.09,34.38999999999999,-0.03780168653678362
2005-07-01,32.91,35.56,-0.07452193475815538
2005-07-05,34.08,35.540000000000006,-0.04108047270680948
2005-07-06,34.06,35.44,-0.03893905191873581
2005-07-07,33.96,36.22,-0.062396466040861354
2005-07-08,34.74,37.07000000000001,-0.06285405988670101
2005-07-11,35.59,37.790000000000006,-0.05821645938078868
2005-07-12,36.31,37.99,-0.04422216372729659
2005-07-13,36.51,38.67,-0.05585725368502725
2005-07-14,37.19,38.63,-0.03727672793165948
2005-07-15,37.15,38.67,-0.03930695629687109
2005-07-18,37.19,39.65,-0.062042875157629296
2005-07-19,38.17,39.65,-0.03732660781841102
2005-07-20,38.17,39.43,-0.03195536393608922
2005-07-21,37.95,39.43,-0.03753487192493021
2005-07-22,37.95,39.43,-0.03753487192493021
2005-07-25,37.95,39.22,-0.03238143804181526
2005-07-26,37.74,45.13,-0.16374916906713943
2005-07-27,43.65,47.16,-0.07442748091603046
2005-07-28,45.68,46.63,-0.020373150332404055
2005-07-29,45.15,46.41,-0.02714932126696834
2005-08-01,44.93,47.99,-0.06376328401750364
2005-08-02,46.51,47.59,-0.022693843244379175
2005-08-03,46.11,46.94,-0.017682147422241168
2005-08-04,45.46,46.75,-0.02759358288770053
2005-08-05,45.27,47.14,-0.03966907085277893
2005-08-08,45.66,47.41,-0.03691204387260072
2005-08-09,45.93,46.24,-0.006704152249135009
2005-08-10,44.76,46.69,-0.04133647461983292
2005-08-11,45.21,45.68,-0.010288966725043758
2005-08-12,44.2,46.52,-0.04987102321582115
2005-08-15,45.04,45.75,-0.015519125683060131
2005-08-16,44.27,45.6,-0.029166666666666674
2005-08-17,44.12,45.21,-0.024109710241097204
2005-08-18,43.73,45.2,-0.03252212389380549
2005-08-19,43.72,45.25,-0.033812154696132635
2005-08-22,43.77,44.9,-0.02516703786191532
2005-08-23,43.42,43.85,-0.009806157354617984
2005-08-24,42.37,43.79,-0.0324274948618406
2005-08-25,42.31,43.85,-0.035119726339794766
2005-08-26,42.37,44.27,-0.04291845493562241
2005-08-29,42.79,43.97,-0.026836479417784886
2005-08-30,42.49,44.18,-0.03825260298777722
2005-08-31,42.7,43.32,-0.014312096029547527
2005-09-01,41.84,42.99,-0.026750407071411963
2005-09-02,41.51,45.1,-0.07960088691796019
2005-09-06,43.62,45.21,-0.03516921035169218
2005-09-07,43.73,44.44,-0.015976597659766
2005-09-08,42.96,44.43,-0.03308575286968263
2005-09-09,42.95,45.98,-0.06589821661591988
2005-09-12,44.5,45.41,-0.020039638846069074
2005-09-13,43.93,44.58,-0.014580529385374574
2005-09-14,43.1,44.19,-0.02466621407558267
2005-09-15,42.71,44.28,-0.03545618789521232
2005-09-16,42.8,44.23,-0.032330997060818434
2005-09-19,42.75,43.35,-0.01384083044982698
2005-09-20,41.87,42.73,-0.020126374912239675
2005-09-21,41.25,43.56,-0.053030303030303094
2005-09-22,42.08,43.67,-0.036409434394321094
2005-09-23,42.19,44.82,-0.05867916108879967
2005-09-26,43.34,44.64,-0.029121863799283054
2005-09-27,43.16,44.85,-0.037681159420289934
2005-09-28,43.37,46.27,-0.06267559974065284
2005-09-29,44.79,46.78,-0.04253954681487815
2005-09-30,45.3,47.41845070422535,-0.0446756625904815
2005-10-03,46.01,46.33845070422535,-0.007088081263696755
2005-10-04,44.93,45.898450704225354,-0.021099856081551738
2005-10-05,44.49,45.41845070422535,-0.02044214828620239
2005-10-06,44.01,45.12845070422535,-0.024783715965694175
2005-10-07,43.72,45.16845070422535,-0.032067752638012315
2005-10-10,43.76,44.80845070422535,-0.023398503803357062
2005-10-11,43.4,43.95845070422535,-0.012704057929222468
2005-10-12,42.55,44.02845070422535,-0.03357943967089139
