date,QRVO,dcf,Deviation
2015-01-02,70.4,69.22406341535844,0.016987396096436846
2015-01-05,67.63,66.26406341535845,0.02061353491227269
2015-01-06,64.67,68.24406341535845,-0.05237178498011452
2015-01-07,66.65,69.28406341535845,-0.03801831598079364
2015-01-08,67.69,68.70406341535845,-0.014759875398166922
2015-01-09,67.11,67.11406341535844,-6.054491639551074e-05
2015-01-12,65.52,66.61406341535844,-0.01642391049674663
2015-01-13,65.02,66.18406341535845,-0.017588273600746107
2015-01-14,64.59,65.98406341535845,-0.021127274423568765
2015-01-15,64.39,67.40406341535845,-0.044716345909075805
2015-01-16,65.81,69.55406341535846,-0.0538295425387284
2015-01-20,67.96,70.43406341535845,-0.035125950362519864
2015-01-21,68.84,72.20406341535845,-0.046591053968894514
2015-01-22,70.61,74.96406341535845,-0.05808200912527384
2015-01-23,73.37,74.74406341535845,-0.01838357927803136
2015-01-26,73.15,75.34406341535845,-0.029120587819413957
2015-01-27,73.75,77.09406341535845,-0.04337640626544348
2015-01-28,75.5,77.35406341535845,-0.02396853291859946
2015-01-29,75.76,75.46406341535845,0.0039215564501569045
2015-01-30,73.87,70.31406341535845,0.05057219582995742
2015-02-02,68.72,70.11406341535844,-0.019882793086744344
2015-02-03,68.52,69.92406341535845,-0.020079831559818295
2015-02-04,68.33,68.98406341535845,-0.009481369797257111
2015-02-05,67.39,67.48406341535845,-0.001393861166591237
2015-02-06,65.89,65.33406341535844,0.008509138351111112
2015-02-09,63.74,66.61406341535844,-0.04314499473538802
2015-02-10,65.02,66.34406341535845,-0.019957526675279502
2015-02-11,64.75,67.79406341535845,-0.044901622089063786
2015-02-12,66.2,71.62406341535845,-0.07572962432895647
2015-02-13,70.03,71.03406341535845,-0.014134956766972073
2015-02-17,69.44,69.13406341535845,0.004425265484591545
2015-02-18,67.54,66.89406341535845,0.00965611224169205
2015-02-19,65.3,66.76406341535845,-0.021928914156259416
2015-02-20,65.17,66.64406341535845,-0.02211845046379235
2015-02-23,65.05,70.93406341535845,-0.0829511680573547
2015-02-24,69.34,68.80406341535846,0.00778931589267029
2015-02-25,67.21,73.12406341535845,-0.08087711676750597
2015-02-26,71.53,70.99406341535845,0.0075490338045025585
2015-02-27,69.4,70.94406341535844,-0.02176451898897247
2015-03-02,69.35,72.43406341535845,-0.04257752871978926
2015-03-03,70.84,73.61406341535844,-0.03768387841472798
2015-03-04,72.02,76.10406341535845,-0.05366419652349674
2015-03-05,74.51,74.57406341535845,-0.0008590575922037269
2015-03-06,72.98,76.42406341535845,-0.045065170071371896
2015-03-09,74.83,73.74406341535845,0.014725749224382634
2015-03-10,72.15,74.54406341535845,-0.0321160841745205
2015-03-11,72.95,75.01406341535845,-0.02751568601116261
2015-03-12,73.42,74.16406341535844,-0.010032667859516953
2015-03-13,72.57,77.92406341535845,-0.06870872976451059
2015-03-16,76.33,79.30406341535846,-0.03750203063091073
2015-03-17,77.71,81.55406341535846,-0.047135154943543145
2015-03-18,79.96,81.97406341535844,-0.02456952030245585
2015-03-19,80.38,82.39406341535845,-0.024444278287445442
