date,CTVA,dcf,Deviation
2019-05-24,29.0,33.823358676804055,-0.14260436767658735
2019-05-28,28.76,33.56335867680406,-0.14311317061732864
2019-05-29,28.5,33.863358676804054,-0.15838236035570452
2019-05-30,28.8,32.033358676804056,-0.10093723575559344
2019-05-31,26.97,29.873358676804056,-0.09718889356282678
2019-06-03,24.81,32.81335867680406,-0.24390550067225136
2019-06-04,27.75,33.073358676804055,-0.1609560954732301
2019-06-05,28.01,31.963358676804056,-0.12368408203838177
2019-06-06,26.9,31.373358676804056,-0.1425846280242683
2019-06-07,26.31,30.373358676804056,-0.13378035402805877
2019-06-10,25.31,30.013358676804057,-0.15670884180113664
2019-06-11,24.95,30.133358676804054,-0.17201397070928182
2019-06-12,25.07,30.033358676804056,-0.16526152569933683
2019-06-13,24.97,30.253358676804055,-0.17463709511548975
2019-06-14,25.19,31.013358676804057,-0.18776936537220468
2019-06-17,25.95,32.363358676804054,-0.19816727740933548
2019-06-18,27.3,32.213358676804056,-0.15252550117793295
2019-06-19,27.15,32.223358676804054,-0.15744350946433483
2019-06-20,27.16,32.27335867680406,-0.15843900004368616
2019-06-21,27.21,33.073358676804055,-0.1772834363180753
2019-06-24,28.01,32.73335867680405,-0.1442980148612486
2019-06-25,27.67,34.323358676804055,-0.1938434620997751
2019-06-26,29.26,34.63335867680406,-0.15514980013771817
2019-06-27,29.57,34.63335867680406,-0.14619889234696948
2019-06-28,29.57,32.450441509937306,-0.08876432417892455
2019-07-01,29.68,31.76044150993731,-0.06550417472270886
2019-07-02,28.99,31.570441509937307,-0.08173599691740363
2019-07-03,28.8,31.410441509937307,-0.0831074440361318
2019-07-05,28.64,30.54044150993731,-0.06222704767771414
2019-07-08,27.77,29.76044150993731,-0.06688212301126917
2019-07-09,26.99,29.270441509937307,-0.07790936495314216
2019-07-10,26.5,29.20044150993731,-0.09247947531951917
2019-07-11,26.43,30.370441509937308,-0.1297459409224585
2019-07-12,27.6,30.85044150993731,-0.10536126391871248
2019-07-15,28.08,30.63044150993731,-0.08326492809807795
2019-07-16,27.86,29.65044150993731,-0.060384986487882375
2019-07-17,26.88,29.42044150993731,-0.08634953724536143
2019-07-18,26.65,30.160441509937307,-0.11639224541128423
2019-07-19,27.39,30.530441509937308,-0.10286263003812535
2019-07-22,27.76,30.890441509937308,-0.10134013490646476
2019-07-23,28.12,31.090441509937307,-0.09554195327164705
2019-07-24,28.32,30.79044150993731,-0.08023403981199806
2019-07-25,28.02,31.250441509937307,-0.1033726678360708
2019-07-26,28.48,31.550441509937308,-0.0973184958115475
2019-07-29,28.78,31.90044150993731,-0.09781812922448918
2019-07-30,29.13,32.27044150993731,-0.09731634780919396
2019-07-31,29.5,34.02044150993731,-0.13287427526820583
2019-08-01,31.25,34.23044150993731,-0.08706991141414488
2019-08-02,31.46,32.670441509937305,-0.03705005056540567
2019-08-05,29.9,32.82044150993731,-0.08898239559187726
2019-08-06,30.05,33.41044150993731,-0.10058057774955786
2019-08-07,30.64,34.380441509937306,-0.10879562174488566
2019-08-08,31.61,34.40044150993731,-0.08111644465758472
2019-08-09,31.63,32.40044150993731,-0.0237787349194305
2019-08-12,29.63,32.37044150993731,-0.08465876219501145
2019-08-13,29.6,31.11044150993731,-0.04855095063356274
2019-08-14,28.34,31.19044150993731,-0.09138830269616915
2019-08-15,28.42,33.01044150993731,-0.13906028819867255
2019-08-16,30.24,33.34044150993731,-0.09299341488963797
2019-08-19,30.57,33.03044150993731,-0.07449011873477618
2019-08-20,30.26,33.350441509937305,-0.0926656850709594
2019-08-21,30.58,33.060441509937306,-0.07502747684696642
