date,NRG,dcf,Deviation
2004-04-13,11.0,8334.611722889882,-0.9986802024658461
2004-04-14,10.85,8334.381722889879,-0.9986981637797797
2004-04-15,10.62,8334.441722889878,-0.9987257694812559
2004-04-16,10.68,8334.521722889884,-0.9987185827387469
2004-04-19,10.76,8334.39172288988,-0.9987089639702861
2004-04-20,10.63,8334.181722889884,-0.9987245298514664
2004-04-21,10.42,8334.211722889884,-0.998749731786705
2004-04-22,10.45,8334.26172288988,-0.9987461396884982
2004-04-23,10.5,8334.361722889882,-0.9987401554733145
2004-04-26,10.6,8334.381722889879,-0.998728160006052
2004-04-27,10.62,8334.64172288988,-0.9987258000579876
2004-04-28,10.88,8334.611722889882,-0.9986946002571279
2004-04-29,10.85,8334.611722889882,-0.9986981997049482
2004-04-30,10.85,8334.311722889875,-0.9986981528456392
2004-05-03,10.55,8333.89172288988,-0.9987340848248576
2004-05-04,10.13,8333.76172288988,-0.9987844624868292
2004-05-05,10.0,8333.661722889878,-0.9988000472862327
2004-05-06,9.9,8333.611722889882,-0.9988120396858894
2004-05-07,9.85,8333.57172288988,-0.9988180338122075
2004-05-10,9.81,8334.061722889875,-0.9988229028862293
2004-05-11,10.3,8334.01172288988,-0.9987641006105487
2004-05-12,10.25,8333.76172288988,-0.9987700632270482
2004-05-13,10.0,8334.241722889883,-0.9988001307938388
2004-05-14,10.48,8333.931722889884,-0.9987424902976808
2004-05-17,10.17,8334.01172288988,-0.9987796993407068
2004-05-18,10.25,8334.061722889875,-0.9987701075009022
2004-05-19,10.3,8333.991722889883,-0.9987640976446245
2004-05-20,10.23,8333.971722889877,-0.9987724940352386
2004-05-21,10.21,8334.111722889882,-0.9987749144312575
2004-05-24,10.35,8334.14172288988,-0.998758120470693
2004-05-25,10.38,8334.311722889875,-0.9987545462246761
2004-05-26,10.55,8334.371722889875,-0.9987341577324869
2004-05-27,10.61,8334.331722889881,-0.9987269525196771
2004-05-28,10.57,8334.291722889879,-0.998731745857783
2004-06-01,10.53,8334.461722889884,-0.9987365710768003
2004-06-02,10.7,8334.411722889878,-0.9987161661367636
2004-06-03,10.65,8334.561722889875,-0.9987221883580572
2004-06-04,10.8,8334.64172288988,-0.998704203448801
2004-06-07,10.88,8334.76172288988,-0.9986946237502963
2004-06-08,11.0,8335.39172288988,-0.9986803259683894
2004-06-09,11.63,8335.291722889879,-0.9986047278983575
2004-06-10,11.53,8335.361722889882,-0.9986167366956209
2004-06-14,11.6,8335.32172288988,-0.9986083320613595
2004-06-15,11.56,8335.26172288988,-0.998613120933173
2004-06-16,11.5,8335.26172288988,-0.9986203192674299
2004-06-17,11.5,8335.26172288988,-0.9986203192674299
2004-06-18,11.5,8335.26172288988,-0.9986203192674299
2004-06-21,11.5,8335.14172288988,-0.9986202994043378
2004-06-22,11.38,8335.021722889884,-0.9986346766237276
2004-06-23,11.26,8335.311722889875,-0.998649120707858
2004-06-24,11.55,8335.711722889884,-0.9986143954608838
2004-06-25,11.95,8335.751722889876,-0.9985664160357385
2004-06-28,11.99,8335.76172288988,-0.998561619153883
2004-06-29,12.0,8336.161722889878,-0.9985604885798881
2004-06-30,12.4,8216.82566641013,-0.9984909014133414
2004-07-01,12.25,8216.935666410132,-0.9985091765960787
2004-07-02,12.36,8217.305666410131,-0.9984958573403782
2004-07-06,12.73,8217.57566641013,-0.9984508813162458
2004-07-07,13.0,8217.57566641013,-0.9984180249105417
2004-07-08,13.0,8217.57566641013,-0.9984180249105417
2004-07-09,13.0,8217.855666410132,-0.9984180788118321
2004-07-12,13.28,8218.125666410133,-0.9983840597553431
2004-07-13,13.55,8218.055666410131,-0.9983511915044111
2004-07-14,13.48,8217.955666410133,-0.9983596893744392
2004-07-15,13.38,8217.895666410133,-0.9983718459635975
2004-07-16,13.32,8217.57566641013,-0.9983790839852626
2004-07-19,13.0,8217.535666410131,-0.9984180172100574
2004-07-20,12.96,8217.565666410128,-0.998422890607011
2004-07-21,12.99,8217.475666410131,-0.9984192225779143
2004-07-22,12.9,8217.565666410128,-0.9984301920393859
2004-07-23,12.99,8217.40566641013,-0.9984192091120561
2004-07-26,12.83,8217.51566641013,-0.9984387008773901
2004-07-27,12.94,8217.705666410133,-0.9984253512445825
2004-07-28,13.13,8217.775666410129,-0.9984022440459566
2004-07-29,13.2,8217.875666410133,-0.998393745471965
2004-07-30,13.3,8218.065666410128,-0.9983816142946678
2004-08-02,13.49,8217.955666410133,-0.9983584725267941
2004-08-03,13.38,8218.105666410132,-0.9983718875683616
2004-08-04,13.53,8218.42566641013,-0.9983536992911795
2004-08-05,13.85,8218.395666410133,-0.998314756241707
2004-08-06,13.82,8218.435666410132,-0.9983184147736918
2004-08-09,13.86,8218.42566641013,-0.9983135456153546
2004-08-10,13.85,8218.42566641013,-0.9983147623934099
2004-08-11,13.85,8218.415666410132,-0.9983147603428473
2004-08-12,13.84,8218.305666410131,-0.998315954582151
2004-08-13,13.73,8218.29566641013,-0.9983293373033393
2004-08-16,13.72,8218.315666410128,-0.9983305581633867
2004-08-17,13.74,8218.245666410132,-0.9983281103342824
2004-08-18,13.67,8218.225666410131,-0.998336623919215
2004-08-19,13.65,8218.32566641013,-0.9983390777447784
2004-08-20,13.75,8218.32566641013,-0.9983269098161687
2004-08-23,13.75,8218.225666410131,-0.9983268894578791
2004-08-24,13.65,8218.275666410129,-0.9983390676397251
2004-08-25,13.7,8218.32566641013,-0.9983329937804735
2004-08-26,13.75,8218.23566641013,-0.9983268914937303
2004-08-27,13.66,8218.255666410128,-0.9983378467944443
2004-08-30,13.68,8218.255666410128,-0.998335413187994
2004-08-31,13.68,8218.255666410128,-0.998335413187994
2004-09-01,13.68,8218.225666410131,-0.998335407111548
2004-09-02,13.65,8218.17566641013,-0.9983390474292498
2004-09-03,13.6,8218.21566641013,-0.9983451395592371
2004-09-07,13.64,8218.07566641013,-0.9983402440481595
2004-09-08,13.5,8218.09566641013,-0.9983572836642461
2004-09-09,13.52,8218.065666410128,-0.9983548440048051
2004-09-10,13.49,8217.86566641013,-0.9983584545491977
2004-09-13,13.29,8217.73566641013,-0.9983827661852981
2004-09-14,13.16,8217.67566641013,-0.9983985739357186
2004-09-15,13.1,8217.67566641013,-0.9984058752703582
2004-09-16,13.1,8217.605666410132,-0.9984058616911314
2004-09-17,13.03,8217.525666410129,-0.9984143645509668
2004-09-20,12.95,8217.71566641013,-0.9984241362775628
2004-09-21,13.14,8217.59566641013,-0.99840099214741
2004-09-22,13.02,8217.605666410132,-0.9984155968869107
2004-09-23,13.03,8217.42566641013,-0.9984143452549548
2004-09-24,12.85,8217.475666410131,-0.9984362594400461
2004-09-27,12.9,8217.67566641013,-0.9984302130524901
2004-09-28,13.1,8217.585666410134,-0.9984058578113099
2004-09-29,13.01,8218.04566641013,-0.9984168985512971
2004-09-30,13.47,11054.223241460637,-0.998781461193087
2004-10-01,13.68,11054.323241460635,-0.9987624751238781
2004-10-04,13.78,11054.293241460637,-0.9987534255063619
2004-10-05,13.75,11054.263241460636,-0.9987561360083747
2004-10-06,13.72,11054.223241460637,-0.9987588454023127
2004-10-07,13.68,11054.423241460636,-0.998762486318717
2004-10-08,13.88,11054.373241460638,-0.9987443883342078
2004-10-11,13.83,11054.373241460638,-0.9987489114309865
2004-10-12,13.83,11054.333241460634,-0.9987489069039344
2004-10-13,13.79,11054.163241460637,-0.998752506209762
2004-10-14,13.62,11054.273241460634,-0.9987678972916179
2004-10-15,13.73,11054.063241460637,-0.9987579227927245
2004-10-18,13.52,11053.833241460634,-0.9987768948830086
2004-10-19,13.29,11053.763241460636,-0.9987976945308407
2004-10-20,13.22,11053.983241460635,-0.9988040510184225
2004-10-21,13.44,11054.063241460637,-0.9987841574897464
2004-10-22,13.52,11054.293241460637,-0.9987769457798269
2004-10-25,13.75,11054.423241460636,-0.9987561540118683
2004-10-26,13.88,11054.333241460634,-0.9987443837907888
2004-10-27,13.79,11054.403241460639,-0.9987525332938572
2004-10-28,13.86,11054.413241460637,-0.9987462021097586
2004-10-29,13.87,11054.523241460634,-0.9987453099788166
2004-11-01,13.98,11054.753241460638,-0.9987353856124469
2004-11-02,14.21,11054.923241460636,-0.9987145998493497
2004-11-03,14.38,11055.173241460636,-0.9986992515010014
2004-11-04,14.63,11055.173241460636,-0.9986766376536613
2004-11-05,14.63,11055.193241460636,-0.9986766400477621
2004-11-08,14.65,11056.093241460638,-0.9986749388160854
2004-11-09,15.55,11055.943241460636,-0.9985935166579287
2004-11-10,15.4,11056.023241460634,-0.9986070941003227
2004-11-11,15.48,11056.163241460637,-0.9985998759549832
2004-11-12,15.62,11056.243241460634,-0.998587223556965
2004-11-15,15.7,11056.543241460637,-0.9985800263556943
2004-11-16,16.0,11056.493241460634,-0.998552886557195
2004-11-17,15.95,11056.573241460635,-0.998557419224594
2004-11-18,16.03,11056.283241460638,-0.998550145681879
2004-11-19,15.74,11056.443241460636,-0.9985763957127753
2004-11-22,15.9,11056.533241460638,-0.9985619362188162
2004-11-23,15.99,11056.423241460636,-0.9985537818469142
2004-11-24,15.88,11056.543241460637,-0.9985637464030844
2004-11-26,16.0,11056.433241460634,-0.9985528787041374
2004-11-29,15.89,11056.543241460637,-0.9985628419612728
2004-11-30,16.0,11056.663241460637,-0.9985529088070619
2004-12-01,16.12,11056.293241460637,-0.9985420068328551
2004-12-02,15.75,11056.343241460638,-0.9985754783786978
2004-12-03,15.8,11056.603241460636,-0.9985709896923177
2004-12-06,16.06,11056.393241460635,-0.9985474467442261
2004-12-07,15.85,11056.253241460638,-0.9985664221274742
2004-12-08,15.71,11056.533241460638,-0.99857912062878
2004-12-09,15.99,11056.543241460637,-0.9985537975431562
2004-12-10,16.0,11056.543241460637,-0.9985528931013445
2004-12-13,16.0,11056.603241460636,-0.9985529009542459
2004-12-14,16.06,11057.703241460635,-0.9985476188274086
2004-12-15,17.16,11057.673241460636,-0.9984481364546333
2004-12-16,17.13,11057.493241460634,-0.9984508242848595
2004-12-17,16.95,11057.493241460634,-0.998467102838784
2004-12-20,16.95,11057.873241460638,-0.9984671555162663
2004-12-21,17.33,11058.193241460636,-0.9984328362127889
2004-12-22,17.65,11058.293241460637,-0.9984039128268163
2004-12-23,17.75,11058.283241460638,-0.9983948683884809
2004-12-27,17.74,11058.443241460636,-0.9983957958988758
2004-12-28,17.9,11058.453241460635,-0.99838132877997
2004-12-29,17.91,11058.493241460634,-0.9983804303525863
2004-12-30,17.95,11058.573241460635,-0.9983768249657468
2004-12-31,18.03,11110.838535166791,-0.9983772601912148
2005-01-03,17.71,11110.488535166793,-0.9984060106858538
2005-01-04,17.36,11110.268535166788,-0.9984374815113558
2005-01-05,17.14,11110.43853516679,-0.9984573066179387
2005-01-06,17.31,11110.40853516679,-0.9984420014848949
2005-01-07,17.28,11110.46853516679,-0.9984447100547286
2005-01-10,17.34,11110.18853516679,-0.9984392704097582
2005-01-11,17.06,11110.15853516679,-0.9984644683560545
2005-01-12,17.03,11110.278535166792,-0.9984671851433701
2005-01-13,17.15,11110.248535166791,-0.9984563801659597
2005-01-14,17.12,11110.12853516679,-0.9984590637321782
2005-01-18,17.0,11109.998535166791,-0.9984698467829506
2005-01-19,16.87,11109.87853516679,-0.9984815315535088
2005-01-20,16.75,11109.728535166789,-0.9984923123956648
2005-01-21,16.6,11109.84853516679,-0.9985058302147455
2005-01-24,16.72,11109.84853516679,-0.9984950289873822
2005-01-25,16.72,11109.96853516679,-0.9984950452427407
2005-01-26,16.84,11110.118535166792,-0.998484264596575
2005-01-27,16.99,11110.368535166792,-0.998470797800611
2005-01-28,17.24,11110.62853516679,-0.9984483326082378
2005-01-31,17.5,11110.798535166788,-0.9984249556911134
2005-02-01,17.67,11110.87853516679,-0.9984096667114061
2005-02-02,17.75,11110.928535166791,-0.9984024737497122
2005-02-03,17.8,11110.748535166791,-0.9983979477220944
2005-02-04,17.62,11110.978535166789,-0.9984141810782703
2005-02-07,17.85,11111.12853516679,-0.9983935025192532
2005-02-08,18.0,11111.12853516679,-0.9983800025404234
2005-02-09,18.0,11111.15853516679,-0.9983800069143978
2005-02-10,18.03,11111.50853516679,-0.9983773580389255
2005-02-11,18.38,11111.928535166791,-0.9983459216875062
2005-02-14,18.8,11111.96853516679,-0.9983081305584602
2005-02-15,18.84,11112.25853516679,-0.9983045750834201
2005-02-16,19.13,11112.37853516679,-0.9982784963687603
2005-02-17,19.25,11112.298535166788,-0.9982676851293114
2005-02-18,19.17,11111.62853516679,-0.9982747803403138
2005-02-22,18.5,11111.578535166787,-0.9983350700405482
2005-02-23,18.45,11112.15853516679,-0.9983396565175334
2005-02-24,19.03,11112.458535166792,-0.9982875076708023
2005-02-25,19.33,11112.37853516679,-0.998260498421753
2005-02-28,19.25,11112.46853516679,-0.9982677116304913
2005-03-01,19.34,11112.368535166792,-0.9982595969582186
2005-03-02,19.24,11112.208535166792,-0.9982685710100642
2005-03-03,19.08,11112.428535166791,-0.9982830035811148
2005-03-04,19.3,11112.40853516679,-0.9982632028026217
2005-03-07,19.28,11112.298535166788,-0.9982649854178247
2005-03-08,19.17,11112.21853516679,-0.9982748719403481
2005-03-09,19.09,11111.858535166788,-0.9982820155656604
2005-03-10,18.73,11111.798535166788,-0.9983144042847139
2005-03-11,18.67,11112.048535166788,-0.9983198417518683
2005-03-14,18.92,11111.96853516679,-0.9982973313918121
2005-03-15,18.84,11111.548535166788,-0.9983044667500328
2005-03-16,18.42,11111.928535166791,-0.9983423219523322
2005-03-17,18.8,11111.87853516679,-0.9983081168552642
2005-03-18,18.75,11111.828535166787,-0.9983126089517437
2005-03-21,18.7,11111.138535166789,-0.9983170041539114
2005-03-22,18.01,11110.588535166791,-0.9983790237625131
2005-03-23,17.46,11110.608535166788,-0.9984285289194794
2005-03-24,17.48,11110.40853516679,-0.9984267005173867
2005-03-28,17.28,11110.208535166792,-0.9984446736579873
2005-03-29,17.08,11109.678535166791,-0.9984626017804265
2005-03-30,16.55,11110.208535166792,-0.9985103789953523
2005-03-31,17.08,28.256729277959675,-0.39554221467088035
2005-04-01,17.36,,
2005-04-04,17.54,,
2005-04-05,17.5,,
2005-04-06,17.39,,
2005-04-07,17.53,,
2005-04-08,17.36,,
2005-04-11,17.5,,
2005-04-12,17.3,,
2005-04-13,17.0,,
2005-04-14,16.75,,
2005-04-15,16.15,,
2005-04-18,16.03,,
2005-04-19,16.53,,
2005-04-20,16.23,,
2005-04-21,16.5,,
2005-04-22,16.8,,
2005-04-25,16.88,,
2005-04-26,16.7,,
2005-04-27,16.48,,
2005-04-28,15.93,,
2005-04-29,15.55,,
2005-05-02,15.43,,
2005-05-03,15.35,,
2005-05-04,15.45,,
2005-05-05,15.58,,
2005-05-06,15.81,,
2005-05-09,16.3,,
2005-05-10,16.8,,
2005-05-11,16.95,,
2005-05-12,16.42,,
2005-05-13,15.9,,
2005-05-16,15.93,,
2005-05-17,16.04,,
2005-05-18,16.45,,
2005-05-19,16.56,,
2005-05-20,16.55,,
2005-05-23,16.83,,
2005-05-24,17.05,,
2005-05-25,17.38,,
2005-05-26,17.6,,
2005-05-27,17.61,,
2005-05-31,17.88,,
2005-06-01,17.95,,
2005-06-02,18.14,,
2005-06-03,17.98,,
2005-06-06,17.62,,
2005-06-07,17.41,,
2005-06-08,17.42,,
2005-06-09,17.71,,
2005-06-10,17.97,,
2005-06-13,18.15,,
2005-06-14,18.28,,
2005-06-15,18.12,,
2005-06-16,18.3,,
2005-06-17,18.41,,
2005-06-20,18.48,,
2005-06-21,18.5,,
2005-06-22,18.49,,
2005-06-23,18.43,,
2005-06-24,18.5,,
2005-06-27,18.62,,
2005-06-28,18.69,,
2005-06-29,18.61,,
2005-06-30,18.8,28.456729277959678,-0.3393478281932777
2005-07-01,19.0,28.516729277959676,-0.3337244319009288
2005-07-05,19.06,28.186729277959675,-0.3237952579725605
2005-07-06,18.73,28.276729277959674,-0.3376178759613787
2005-07-07,18.82,28.286729277959676,-0.3346703390460882
2005-07-08,18.83,28.486729277959675,-0.3389904535453685
2005-07-11,19.03,28.456729277959678,-0.33126538141053585
2005-07-12,19.0,28.396729277959675,-0.33090885876258336
2005-07-13,18.94,28.086729277959677,-0.3256601787783575
2005-07-14,18.63,27.896729277959675,-0.33217977583060343
2005-07-15,18.44,27.926729277959677,-0.3397006926065914
2005-07-18,18.47,27.936729277959675,-0.3388631927441961
2005-07-19,18.48,28.116729277959678,-0.34274005282377484
2005-07-20,18.66,27.736729277959675,-0.3272458402358306
2005-07-21,18.28,28.536729277959676,-0.35942203390076144
2005-07-22,19.08,28.346729277959675,-0.3269064725984031
2005-07-25,18.89,28.146729277959675,-0.3288740651372295
2005-07-26,18.69,28.376729277959676,-0.34136172576743706
2005-07-27,18.92,28.366729277959678,-0.3330214486623798
2005-07-28,18.91,28.626729277959676,-0.33942855237188385
2005-07-29,19.17,28.856729277959676,-0.3356835483555043
2005-08-01,19.4,29.456729277959678,-0.34140685420510675
2005-08-02,20.0,29.416729277959675,-0.3201147615352027
2005-08-03,19.96,30.216729277959676,-0.3394387653147164
2005-08-04,20.76,29.456729277959678,-0.2952374377988667
2005-08-05,20.0,28.986729277959675,-0.31002908923542527
2005-08-08,19.53,28.806729277959676,-0.32203341061206125
2005-08-09,19.35,29.156729277959677,-0.33634531447163507
2005-08-10,19.7,28.636729277959677,-0.31207227582508357
2005-08-11,19.18,28.926729277959677,-0.33694543148319445
2005-08-12,19.47,28.686729277959675,-0.32128895520483713
2005-08-15,19.23,28.426729277959677,-0.3235240040467916
2005-08-16,18.97,28.236729277959675,-0.3281799810005923
2005-08-17,18.78,28.186729277959675,-0.3337290107410642
2005-08-18,18.73,28.736729277959675,-0.3482208841920843
2005-08-19,19.28,28.756729277959675,-0.32954823152377843
2005-08-22,19.3,28.776729277959674,-0.3293191935199521
2005-08-23,19.32,28.956729277959678,-0.33279757480395566
2005-08-24,19.5,29.026729277959674,-0.3282053994692894
2005-08-25,19.57,28.906729277959677,-0.32299500881542453
2005-08-26,19.45,29.006729277959675,-0.3294659382787156
2005-08-29,19.55,29.456729277959678,-0.3363146391603008
2005-08-30,20.0,29.466729277959676,-0.32126841050664334
2005-08-31,20.01,29.986729277959675,-0.3327048170369349
2005-09-01,20.53,29.886729277959677,-0.3130730429194173
2005-09-02,20.43,29.826729277959675,-0.31504390543093663
2005-09-06,20.37,29.836729277959677,-0.31728441779819094
2005-09-07,20.38,30.156729277959677,-0.32419726913505476
2005-09-08,20.7,29.826729277959675,-0.3059916222427992
2005-09-09,20.37,29.956729277959678,-0.32001922469596855
2005-09-12,20.5,29.876729277959676,-0.31384724849640655
2005-09-13,20.42,29.956729277959678,-0.31835015062796646
2005-09-14,20.5,30.136729277959677,-0.31976692590218947
2005-09-15,20.68,29.906729277959677,-0.30851682884492115
2005-09-16,20.45,29.846729277959675,-0.31483279760568916
2005-09-19,20.39,29.736729277959675,-0.31431598245363523
2005-09-20,20.28,29.336729277959677,-0.3087163941197727
2005-09-21,19.88,29.486729277959675,-0.32579840196587617
2005-09-22,20.03,29.706729277959678,-0.3257419956070067
2005-09-23,20.25,29.806729277959676,-0.32062321192101795
2005-09-26,20.35,30.216729277959676,-0.32653200772317026
2005-09-27,20.76,30.986729277959675,-0.3300357771297202
2005-09-28,21.53,30.586729277959677,-0.29609995876498685
2005-09-29,21.13,30.756729277959675,-0.3129958712761505
2005-09-30,21.3,5898.214311670163,-0.9963887375272451
2005-10-03,24.28,5897.974311670162,-0.995883332358373
2005-10-04,24.04,5896.98431167016,-0.9959233400108553
2005-10-05,23.05,5896.404311670159,-0.9960908379443418
2005-10-06,22.47,5896.49431167016,-0.996189261141908
2005-10-07,22.56,5896.464311670163,-0.9961739783694866
2005-10-10,22.53,5896.764311670163,-0.9961792605555878
2005-10-11,22.83,5896.394311670159,-0.9961281422521532
2005-10-12,22.46,5896.034311670161,-0.9961906598888775
2005-10-13,22.1,5896.29431167016,-0.9962518831605371
2005-10-14,22.36,5896.3543116701585,-0.9962078262570239
2005-10-17,22.42,5895.924311670162,-0.9961973731657947
2005-10-18,21.99,5896.23431167016,-0.9962705009947661
2005-10-19,22.3,5894.934311670161,-0.9962170910105219
2005-10-20,21.0,5894.8243116701615,-0.9964375528616815
2005-10-21,20.89,5895.144311670159,-0.9964564056627679
2005-10-24,21.21,5895.084311670161,-0.9964020870816026
2005-10-25,21.15,5895.1043116701585,-0.9964122772249966
2005-10-26,21.17,5894.754311670158,-0.9964086713575002
2005-10-27,20.82,5895.314311670163,-0.9964683816842835
2005-10-28,21.38,5895.434311670161,-0.996373464808576
2005-10-31,21.5,5894.424311670162,-0.9963524851854603
2005-11-01,20.49,5894.174311670162,-0.9965236861150457
2005-11-02,20.24,5894.504311670158,-0.996566293121556
2005-11-03,20.57,5894.584311670161,-0.9965103561315978
2005-11-04,20.65,5894.74431167016,-0.9964968794390084
2005-11-07,20.81,5894.264311670163,-0.9964694491289103
2005-11-08,20.33,5894.274311670162,-0.9965508900799293
2005-11-09,20.34,5893.564311670163,-0.9965487777982293
2005-11-10,19.63,5893.034311670161,-0.9966689486329434
2005-11-11,19.1,5893.814311670163,-0.9967593142589883
2005-11-14,19.88,5894.1043116701585,-0.9966271380775128
2005-11-15,20.17,5894.364311670163,-0.9965780873163768
2005-11-16,20.43,5894.784311670161,-0.9965342243380213
2005-11-17,20.85,5895.564311670163,-0.9964634428703071
2005-11-18,21.63,5896.1643116701625,-0.9963315133607813
2005-11-21,22.23,5896.48431167016,-0.9962299568988926
2005-11-22,22.55,5896.564311670163,-0.9961757391579076
2005-11-23,22.63,5896.564311670163,-0.9961621719354079
2005-11-25,22.63,5895.804311670158,-0.9961616772193056
2005-11-28,21.87,5895.644311670159,-0.9962904817787753
2005-11-29,21.71,5895.764311670163,-0.9963176954076969
2005-11-30,21.83,5895.98431167016,-0.9962974799717851
2005-12-01,22.05,5895.8243116701615,-0.996260064948619
2005-12-02,21.89,5895.874311670162,-0.9962872342857324
2005-12-05,21.94,5895.934311670161,-0.9962787916485818
2005-12-06,22.0,5895.934311670161,-0.9962686151444302
2005-12-07,22.0,5896.174311670162,-0.9962687670280616
2005-12-08,22.24,5896.154311670159,-0.9962280498737999
2005-12-09,22.22,5896.344311670159,-0.9962315633508678
2005-12-12,22.41,5896.48431167016,-0.9961994302341063
2005-12-13,22.55,5896.49431167016,-0.9961756937583456
2005-12-14,22.56,5896.634311670161,-0.9961740886737116
2005-12-15,22.7,5896.73431167016,-0.9961504116006932
2005-12-16,22.8,5896.6043116701585,-0.9961333678173256
2005-12-19,22.67,5896.44431167016,-0.9961553100815127
2005-12-20,22.51,5896.384311670161,-0.9961824062323332
2005-12-21,22.45,5896.934311670161,-0.9961929370731549
2005-12-22,23.0,5897.04431167016,-0.9960997410254349
2005-12-23,23.11,5896.8243116701615,-0.9960809414053148
2005-12-27,22.89,5896.934311670161,-0.9961183220313816
2005-12-28,23.0,5897.004311670158,-0.9960997145695683
2005-12-29,23.07,5897.49431167016,-0.9960881691815542
2005-12-30,23.56,29.93294117647059,-0.21290728294619354
2006-01-03,23.98,29.70294117647059,-0.19267254183582527
2006-01-04,23.75,29.122941176470587,-0.18449170857823827
2006-01-05,23.17,29.02294117647059,-0.20166602484849705
2006-01-06,23.07,29.352941176470587,-0.21404809619238474
2006-01-09,23.4,29.16294117647059,-0.19761179579240384
2006-01-10,23.21,28.93294117647059,-0.19780018704509417
2006-01-11,22.98,29.492941176470588,-0.22083050779847613
2006-01-12,23.54,30.32294117647059,-0.22369008128188717
2006-01-13,24.37,30.622941176470587,-0.20419139822124888
2006-01-17,24.67,30.562941176470588,-0.19281328791115726
2006-01-18,24.61,30.282941176470587,-0.18733124842174775
2006-01-19,24.33,30.082941176470587,-0.191235994603156
2006-01-20,24.13,30.152941176470588,-0.19974639094810775
2006-01-23,24.2,30.402941176470588,-0.2040243784463578
2006-01-24,24.45,30.582941176470587,-0.20053470793021866
2006-01-25,24.63,30.29294117647059,-0.18693929861353842
2006-01-26,24.34,30.262941176470587,-0.19571597955177167
2006-01-27,24.31,30.41294117647059,-0.20066921975939045
2006-01-30,24.46,30.09294117647059,-0.1871848000312757
2006-01-31,24.14,29.95294117647059,-0.19406912804399057
2006-02-01,24.0,29.55294117647059,-0.1878980891719746
2006-02-02,23.6,29.602941176470587,-0.20278191753601582
2006-02-03,23.65,29.96294117647059,-0.210691638690932
2006-02-06,24.01,29.582941176470587,-0.18838360740490334
2006-02-07,23.63,29.152941176470588,-0.18944713478611785
2006-02-08,23.2,29.152941176470588,-0.20419693301049235
2006-02-09,23.2,29.032941176470587,-0.20090769106086392
2006-02-10,23.08,29.062941176470588,-0.20586151759872084
2006-02-13,23.11,28.18294117647059,-0.1800004174406713
2006-02-14,22.23,28.16294117647059,-0.21066482862334734
2006-02-15,22.21,28.632941176470588,-0.22431999342591824
2006-02-16,22.68,28.902941176470588,-0.21530477256538105
2006-02-17,22.95,28.80294117647059,-0.20320637189829482
2006-02-21,22.85,28.82294117647059,-0.20722871895344797
2006-02-22,22.87,28.20294117647059,-0.18909166753571793
2006-02-23,22.25,28.05294117647059,-0.20685678339274483
2006-02-24,22.1,27.742941176470588,-0.2034009711002268
