date,BA,dcf,Deviation
2010-03-04,65.55,80.38102013241455,-0.1845089811995777
2010-03-05,67.93,79.69102013241454,-0.1475827528982867
2010-03-08,67.24,80.24102013241455,-0.1620246117379881
2010-03-09,67.79,82.46102013241453,-0.1779146087309622
2010-03-10,70.01,82.52102013241453,-0.15161010021857646
2010-03-11,70.07,82.28102013241454,-0.14840628024255653
2010-03-12,69.83,81.85102013241455,-0.14686463422163265
2010-03-15,69.4,81.17102013241454,-0.14501505726073705
2010-03-16,68.72,81.83102013241454,-0.16022066095716503
2010-03-17,69.38,83.32102013241453,-0.16731696407772423
2010-03-18,70.87,83.17102013241454,-0.14790031567281947
2010-03-19,70.72,84.36102013241454,-0.16169814104906932
2010-03-22,71.91,84.63102013241455,-0.15031155376020655
2010-03-23,72.18,84.77102013241453,-0.14852977011184987
2010-03-24,72.32,84.94102013241454,-0.1485856905502152
2010-03-25,72.49,85.04102013241454,-0.14758783599810743
2010-03-26,72.59,86.56102013241454,-0.16140082581100268
2010-03-29,74.11,85.98102013241454,-0.138065588360462
2010-03-30,73.53,85.06102013241454,-0.13556174278728605
2010-03-31,72.61,79.09322929333874,-0.08196945998113092
2010-04-01,72.99,78.14322929333875,-0.06594594746007043
2010-04-05,72.04,78.46322929333874,-0.08186292294095066
2010-04-06,72.36,78.20322929333872,-0.07471851669220575
2010-04-07,72.1,78.38322929333874,-0.0801603780551654
2010-04-08,72.28,78.52322929333874,-0.07950805576291253
2010-04-09,72.42,78.02322929333874,-0.07181488569606176
2010-04-12,71.92,77.29322929333874,-0.06951746410991022
2010-04-13,71.19,77.80322929333873,-0.08499941909101372
2010-04-14,71.7,78.19322929333873,-0.08304081251050066
2010-04-15,72.09,76.89322929333875,-0.06246621890485293
2010-04-16,70.79,77.06322929333872,-0.0814036648978188
2010-04-19,70.96,77.51322929333874,-0.084543365733595
2010-04-20,71.41,80.26322929333874,-0.11030243078038593
2010-04-21,74.16,81.69322929333873,-0.09221363090310586
2010-04-22,75.59,81.23322929333874,-0.06946946886674477
2010-04-23,75.13,80.44322929333873,-0.06604942814968162
2010-04-26,74.34,78.58322929333873,-0.0539966266529901
2010-04-27,72.48,78.47322929333873,-0.07637291528981938
2010-04-28,72.37,79.89322929333875,-0.09416604335413947
2010-04-29,73.79,78.53322929333875,-0.060397736550750314
2010-04-30,72.43,80.49322929333874,-0.10017276439430933
2010-05-03,74.39,78.89322929333875,-0.05708004772621178
2010-05-04,72.79,77.10322929333874,-0.05594096813933802
2010-05-05,71.0,74.07322929333874,-0.04148906862381263
2010-05-06,67.97,72.82322929333874,-0.06664397254054033
2010-05-07,66.72,77.10322929333874,-0.13466659423350236
2010-05-10,71.0,77.52322929333874,-0.08414547939760886
2010-05-11,71.42,78.97322929333873,-0.09564290786796825
2010-05-12,72.87,77.86322929333873,-0.06412820709667
2010-05-13,71.76,75.92322929333872,-0.05483472360288533
2010-05-14,69.82,75.78322929333875,-0.07868798082299344
2010-05-17,69.68,73.82322929333874,-0.056123652852891226
2010-05-18,67.72,72.31322929333872,-0.0635185198922078
2010-05-19,66.21,69.10322929333874,-0.04186822125283285
2010-05-20,63.0,70.66322929333874,-0.10844719905917377
2010-05-21,64.56,69.25322929333873,-0.06776910392812774
2010-05-24,63.15,68.88322929333874,-0.08323113408234428
2010-05-25,62.78,69.36322929333873,-0.09490949830922812
2010-05-26,63.26,71.23322929333874,-0.11193131874598794
2010-05-27,65.13,70.28322929333875,-0.07332089525697372
2010-05-28,64.18,69.05322929333873,-0.0705720694485873
2010-06-01,62.95,70.44322929333873,-0.106372597743007
2010-06-02,64.34,70.41322929333874,-0.08625125355404317
2010-06-03,64.31,67.25322929333873,-0.04376338986639938
2010-06-04,61.15,66.21322929333874,-0.07646854484181032
2010-06-07,60.11,67.12322929333874,-0.10448289462787697
2010-06-08,61.02,67.81322929333874,-0.10017557582980385
2010-06-09,61.71,69.99322929333874,-0.11834329372951302
2010-06-10,63.89,71.48322929333874,-0.10622392648461843
2010-06-11,65.38,70.92322929333872,-0.07815816268619002
2010-06-14,64.82,73.58322929333873,-0.11909275221401638
2010-06-15,67.48,73.13322929333874,-0.07730041935743781
2010-06-16,67.03,73.36322929333873,-0.08632702450999907
2010-06-17,67.26,74.06322929333872,-0.09185704374830173
2010-06-18,67.96,74.07322929333874,-0.08252953667146923
2010-06-21,67.97,72.38322929333874,-0.06097032885136677
2010-06-22,66.28,73.55322929333873,-0.09888388807964166
2010-06-23,67.45,73.53322929333875,-0.0827276233044455
2010-06-24,67.43,74.87322929333874,-0.09941108943194643
2010-06-25,68.77,73.40322929333874,-0.06312023786887
2010-06-28,67.3,69.14322929333873,-0.026658131420487674
2010-06-29,63.04,68.85322929333874,-0.08442929043418368
2010-06-30,62.75,68.28237498315137,-0.08102200581799446
2010-07-01,62.26,67.96237498315136,-0.08390488096634419
2010-07-02,61.94,67.38237498315137,-0.08076852418028013
2010-07-06,61.36,69.32237498315136,-0.11486010087055731
2010-07-07,63.3,70.75237498315137,-0.10533038622273871
2010-07-08,64.73,70.68237498315136,-0.08421300196223225
2010-07-09,64.66,70.36237498315137,-0.0810429577528734
2010-07-12,64.34,70.45237498315137,-0.0867589628399772
2010-07-13,64.43,70.77237498315137,-0.08961653448342344
2010-07-14,64.75,70.39237498315137,-0.0801560536137883
2010-07-15,64.37,67.92237498315137,-0.05230051193045826
2010-07-16,61.9,69.20237498315137,-0.10552202846982162
2010-07-19,63.18,69.90237498315136,-0.09616804843571714
2010-07-20,63.88,69.20237498315137,-0.0769102936777416
2010-07-21,63.18,72.62237498315136,-0.1300201898566664
2010-07-22,66.6,73.95237498315137,-0.09942040380483352
2010-07-23,67.93,74.87237498315136,-0.0927227830653643
2010-07-26,68.85,74.64237498315137,-0.0776016972190241
2010-07-27,68.62,73.34237498315136,-0.06438808375425809
2010-07-28,67.32,73.24237498315136,-0.08085995278708191
2010-07-29,67.22,74.16237498315137,-0.09361047275965173
2010-07-30,68.14,75.71237498315136,-0.10001502376377014
2010-08-02,69.69,75.56237498315137,-0.0777155956845027
2010-08-03,69.54,75.27237498315137,-0.07615509653354857
2010-08-04,69.25,74.73237498315136,-0.0733601064383057
2010-08-05,68.71,74.72237498315137,-0.08046284642996238
2010-08-06,68.7,75.01237498315137,-0.08415111486030413
2010-08-09,68.99,74.64237498315137,-0.07572608701729089
2010-08-10,68.62,71.62237498315136,-0.04191951165899821
2010-08-11,65.6,70.72237498315137,-0.07242934056402528
2010-08-12,64.7,70.86237498315137,-0.08696258041896798
2010-08-13,64.84,70.42237498315137,-0.07926990511874898
2010-08-16,64.4,72.01237498315137,-0.10570926156695182
2010-08-17,65.99,72.02237498315137,-0.08375695725894294
2010-08-18,66.0,70.64237498315137,-0.06571657569919764
2010-08-19,64.62,70.62237498315136,-0.0849925393274209
2010-08-20,64.6,69.32237498315136,-0.0681219445279988
2010-08-23,63.3,66.95237498315137,-0.05455183604869129
2010-08-24,60.93,66.78237498315137,-0.08763352583114747
2010-08-25,60.76,67.34237498315137,-0.09774491892806336
2010-08-26,61.32,69.18237498315136,-0.11364708113975797
2010-08-27,63.16,68.12237498315137,-0.07284500847744546
2010-08-30,62.1,67.15237498315136,-0.07523747275385284
2010-08-31,61.13,68.31237498315137,-0.10514017386927088
2010-09-01,62.29,69.41237498315137,-0.10260958488857641
2010-09-02,63.39,70.66237498315137,-0.10291721704634726
2010-09-03,64.64,69.44237498315137,-0.06915626063072522
2010-09-07,63.42,70.52237498315137,-0.10071094436124994
2010-09-08,64.5,69.46237498315136,-0.07143975403022174
2010-09-09,63.44,69.86237498315137,-0.09192895295500969
2010-09-10,63.84,70.21237498315136,-0.0907585733238695
2010-09-13,64.19,68.78237498315137,-0.06676674052439013
2010-09-14,62.76,68.75237498315137,-0.08715880701750123
2010-09-15,62.73,68.60237498315136,-0.08560017032345624
2010-09-16,62.58,68.97237498315137,-0.09268022138882281
2010-09-17,62.95,69.74237498315136,-0.09739236704790011
2010-09-20,63.72,70.25237498315137,-0.09298440066571456
2010-09-21,64.23,69.92237498315137,-0.0814099204227976
2010-09-22,63.9,68.67237498315137,-0.06949482938841511
2010-09-23,62.65,70.62237498315136,-0.11288738144325161
2010-09-24,64.6,69.91237498315137,-0.07598618963283166
2010-09-27,63.89,70.54237498315136,-0.09430324659100642
2010-09-28,64.52,71.99237498315136,-0.10379397797197487
2010-09-29,65.97,72.56237498315137,-0.09085114681929984
2010-09-30,66.54,70.68464333781965,-0.05863569712039651
2010-10-01,66.83,70.18464333781965,-0.04779739809565964
2010-10-04,66.33,72.45464333781965,-0.08453072233429548
2010-10-05,68.6,72.43464333781965,-0.052939355550295164
2010-10-06,68.58,72.31464333781965,-0.05164435811946366
2010-10-07,68.46,73.08464333781966,-0.06327790800651711
2010-10-08,69.23,73.84464333781965,-0.06249124011214835
2010-10-11,69.99,74.07464333781965,-0.055142261288947614
2010-10-12,70.22,75.32464333781965,-0.0677685696422895
2010-10-13,71.47,75.21464333781965,-0.049786094457709984
2010-10-14,71.36,73.96464333781965,-0.035214708275188134
2010-10-15,70.11,74.08464333781966,-0.05365003000278512
2010-10-18,70.23,72.90464333781965,-0.03668687226719014
2010-10-19,69.05,75.21464333781965,-0.081960680317684
2010-10-20,71.36,75.35464333781965,-0.053011243380337025
2010-10-21,71.5,75.11464333781964,-0.04812168676037232
2010-10-22,71.26,75.51464333781965,-0.05634196428348637
2010-10-25,71.66,75.15464333781965,-0.04649936694012713
2010-10-26,71.3,74.71464333781965,-0.04570246454072546
2010-10-27,70.86,75.12464333781965,-0.05676756851466769
2010-10-28,71.27,74.49464333781965,-0.04328691558662123
2010-10-29,70.64,74.33464333781966,-0.04970284610136699
2010-11-01,70.48,73.63464333781965,-0.04284183632623617
2010-11-02,69.78,72.79464333781965,-0.041412983148080396
2010-11-03,68.94,74.70464333781965,-0.07716579693382009
2010-11-04,70.85,75.12464333781965,-0.05690068062749376
2010-11-05,71.27,74.06464333781965,-0.037732488970113276
2010-11-08,70.21,73.10464333781965,-0.03959588892928989
2010-11-09,69.25,70.92464333781965,-0.023611586312012656
2010-11-10,67.07,69.22464333781966,-0.03112538012373567
2010-11-11,65.37,66.94464333781966,-0.023521573337445423
2010-11-12,63.09,67.46464333781965,-0.0648434961097214
2010-11-15,63.61,66.63464333781965,-0.0453914538490966
2010-11-16,62.78,66.35464333781965,-0.05387178889080457
2010-11-17,62.5,68.46464333781965,-0.08712005273128764
2010-11-18,64.61,67.44464333781966,-0.042029184195123914
2010-11-19,63.59,67.88464333781965,-0.06326384181541445
2010-11-22,64.03,67.45464333781965,-0.05076957149812045
2010-11-23,63.6,69.26464333781965,-0.08178261035997647
2010-11-24,65.41,68.65464333781965,-0.04726036259272626
2010-11-26,64.8,68.21464333781965,-0.050057336236580485
2010-11-29,64.36,67.62464333781965,-0.04827594167870264
2010-11-30,63.77,69.57464333781965,-0.08343044332451988
2010-12-01,65.72,70.44464333781966,-0.06706888010153544
2010-12-02,66.59,70.39464333781966,-0.05404734163594527
2010-12-03,66.54,70.44464333781966,-0.055428534418079156
2010-12-06,66.59,70.08464333781966,-0.049863182166382636
2010-12-07,66.23,69.03464333781966,-0.0406266071962621
2010-12-08,65.18,68.46464333781965,-0.04797576059240516
2010-12-09,64.61,68.01464333781965,-0.05005750483626359
2010-12-10,64.16,67.64464333781964,-0.05151395832508454
2010-12-13,63.79,68.34464333781965,-0.06664228702323571
2010-12-14,64.49,68.09464333781965,-0.052935784095922256
2010-12-15,64.24,68.25464333781966,-0.058818611328017356
2010-12-16,64.4,68.88464333781965,-0.06510367362760883
2010-12-17,65.03,67.12464333781965,-0.03120528070857509
2010-12-20,63.27,68.04464333781965,-0.07016927569323994
2010-12-21,64.19,68.46464333781965,-0.0624357789571417
2010-12-22,64.61,68.91464333781965,-0.06246340587904209
2010-12-23,65.06,68.60464333781965,-0.05166768844442915
2010-12-27,64.75,68.71464333781965,-0.05769721190763377
2010-12-28,64.86,68.90464333781965,-0.05869914046271063
2010-12-29,65.05,68.86464333781964,-0.05539335067934181
2010-12-30,65.01,69.11464333781964,-0.059388910071587864
2010-12-31,65.26,73.60005374177081,-0.11331586483662448
2011-01-03,66.4,74.14005374177079,-0.10439773578704603
2011-01-04,66.94,74.68005374177079,-0.10364285179191768
2011-01-05,67.48,76.00005374177078,-0.11210589101318003
2011-01-06,68.8,76.5800537417708,-0.10159373572660668
2011-01-07,69.38,76.29005374177079,-0.09057607647204158
2011-01-10,69.09,76.16005374177078,-0.09283152249002591
2011-01-11,68.96,77.35005374177081,-0.10846862201001928
2011-01-12,70.15,77.03005374177079,-0.08931648632668632
2011-01-13,69.83,77.27005374177078,-0.09628637980031363
2011-01-14,70.07,79.67005374177079,-0.12049764360504645
2011-01-18,72.47,78.93005374177079,-0.08184529764677018
2011-01-19,71.73,78.32005374177079,-0.08414261005870693
2011-01-20,71.12,78.88005374177081,-0.09837789623185156
2011-01-21,71.68,79.93005374177079,-0.1032159163613745
2011-01-24,72.73,79.4400537417708,-0.08446688321212126
2011-01-25,72.24,77.2200537417708,-0.06449171556425548
2011-01-26,70.02,77.76005374177079,-0.09953765936780756
2011-01-27,70.56,76.43005374177079,-0.07680295190689723
2011-01-28,69.23,76.68005374177079,-0.097157648935142
2011-01-31,69.48,77.49005374177081,-0.1033687983810625
2011-02-01,70.29,78.20005374177079,-0.10115151286073354
2011-02-02,71.0,78.18005374177079,-0.0918399693799975
2011-02-03,70.98,78.5800537417708,-0.09671733957762407
2011-02-04,71.38,79.13005374177081,-0.09794071121273296
2011-02-07,71.93,79.91005374177078,-0.09986295050630678
2011-02-08,72.71,79.8300537417708,-0.0891901409061091
2011-02-09,72.63,79.8600537417708,-0.0905340455335697
2011-02-10,72.66,79.34005374177079,-0.08419522582518613
2011-02-11,72.14,79.46005374177079,-0.09212243633209083
2011-02-14,72.26,78.60005374177081,-0.08066220619390596
2011-02-15,71.4,79.68005374177079,-0.10391626703221113
2011-02-16,72.48,79.4400537417708,-0.08761391028756427
2011-02-17,72.24,80.24005374177081,-0.0997015002945617
2011-02-18,73.04,78.13005374177081,-0.06514847357706988
2011-02-22,70.93,77.43005374177079,-0.08394742645340869
2011-02-23,70.23,77.96005374177079,-0.09915403300484193
2011-02-24,70.76,79.50005374177078,-0.10993770859778162
2011-02-25,72.3,79.21005374177079,-0.08723707932705049
2011-02-28,72.01,77.32005374177079,-0.0686762810525845
2011-03-01,70.12,76.77005374177078,-0.08662301793013416
2011-03-02,69.57,78.91005374177078,-0.11836329211402707
2011-03-03,71.71,79.00005374177078,-0.09227909851302063
2011-03-04,71.8,78.0800537417708,-0.08043096080005818
2011-03-07,70.88,79.24005374177081,-0.10550287824153592
2011-03-08,72.04,79.29005374177079,-0.09143711474055138
2011-03-09,72.09,78.49005374177081,-0.08153967842634846
2011-03-10,71.29,78.84005374177079,-0.09576418816887022
2011-03-11,71.64,77.9400537417708,-0.08083204256753518
2011-03-14,70.74,76.89005374177079,-0.07998503632765386
2011-03-15,69.69,74.89005374177079,-0.06943583936661535
2011-03-16,67.69,75.50005374177078,-0.10344434678792602
2011-03-17,68.3,76.30005374177078,-0.1048499096585973
2011-03-18,69.1,78.40005374177079,-0.11862305314742172
2011-03-21,71.2,79.05005374177078,-0.0993048501575241
2011-03-22,71.85,79.92005374177079,-0.10097658051940128
2011-03-23,72.72,79.96005374177079,-0.0905458838878771
2011-03-24,72.76,80.54005374177079,-0.0965985665556588
2011-03-25,73.34,80.50005374177078,-0.08894470759906448
2011-03-28,73.3,80.82005374177079,-0.09304687875855933
2011-03-29,73.62,81.00005374177078,-0.09111171413908548
2011-03-30,73.8,81.13005374177081,-0.09034942544351898
2011-03-31,73.93,81.58009345794393,-0.09377402174573002
2011-04-01,74.01,81.52009345794393,-0.09212567281732043
2011-04-04,73.95,80.80009345794393,-0.08477828632103468
2011-04-05,73.23,81.29009345794393,-0.09915222279961922
2011-04-06,73.72,81.86009345794393,-0.09943909314159227
2011-04-07,74.29,81.04009345794393,-0.08329325855783853
2011-04-08,73.47,81.33009345794393,-0.09664434311769743
2011-04-11,73.76,80.65009345794392,-0.08543193395723525
2011-04-12,73.08,79.70009345794392,-0.0830625557727509
2011-04-13,72.13,79.87009345794392,-0.09690853137688538
2011-04-14,72.3,80.17009345794392,-0.09816744771630415
2011-04-15,72.6,80.36009345794393,-0.09656650613535123
2011-04-18,72.79,80.72009345794393,-0.09824187656665184
2011-04-19,73.15,82.64009345794392,-0.11483643181954395
2011-04-20,75.07,83.01009345794392,-0.09565214454271975
2011-04-21,75.44,82.47009345794393,-0.08524415534376673
2011-04-25,74.9,83.12009345794392,-0.0988941796859627
2011-04-26,75.55,83.69009345794393,-0.0972647194143057
2011-04-27,76.12,86.12009345794392,-0.11611800517642712
2011-04-28,78.55,87.35009345794393,-0.10074509493433881
2011-04-29,79.78,87.10009345794393,-0.08404231462137768
2011-05-02,79.53,87.08009345794393,-0.08670286351484346
2011-05-03,79.51,86.41009345794393,-0.07985286419464666
2011-05-04,78.84,86.02009345794393,-0.08346995648701949
2011-05-05,78.45,86.88009345794393,-0.09703135807542251
2011-05-06,79.31,87.21009345794393,-0.09058691654485673
2011-05-09,79.64,87.52009345794393,-0.09003753477172138
2011-05-10,79.95,86.65009345794392,-0.07732355720072992
2011-05-11,79.08,86.98009345794392,-0.09082645400655642
2011-05-12,79.41,86.60009345794393,-0.08302639374674226
2011-05-13,79.03,85.34009345794392,-0.07394055012435119
2011-05-16,77.77,84.25009345794392,-0.07691497055939367
2011-05-17,76.68,84.71009345794393,-0.0947950017541962
2011-05-18,77.14,85.59009345794392,-0.09872747086198719
2011-05-19,78.02,85.09009345794392,-0.0830895016167581
2011-05-20,77.52,83.85009345794393,-0.07549298035211938
2011-05-23,76.28,83.14009345794392,-0.08251245786022687
2011-05-24,75.57,83.89009345794392,-0.09917849790112565
2011-05-25,76.32,84.23009345794392,-0.09391053877784716
2011-05-26,76.66,84.56009345794392,-0.09342578910314292
2011-05-27,76.99,85.60009345794393,-0.10058509412929728
2011-05-31,78.03,82.92009345794392,-0.05897356423535771
2011-06-01,75.35,83.26009345794392,-0.0950046190128222
2011-06-02,75.69,82.41009345794393,-0.08154454358644037
2011-06-03,74.84,82.15009345794392,-0.08898460306300526
2011-06-06,74.58,81.75009345794393,-0.08770746496617232
2011-06-07,74.18,81.42009345794392,-0.08892268665453762
2011-06-08,73.85,81.75009345794393,-0.09663711836620859
2011-06-09,74.18,80.26009345794392,-0.0757548763773851
2011-06-10,72.69,80.51009345794392,-0.09713183927713254
2011-06-13,72.94,82.21009345794393,-0.11276101349630763
2011-06-14,74.64,81.42009345794392,-0.08327297562543401
2011-06-15,73.85,81.58009345794393,-0.09475465313028775
2011-06-16,74.01,81.73009345794392,-0.09445839508205711
2011-06-17,74.16,82.09009345794392,-0.09660231976720357
2011-06-20,74.52,81.55009345794393,-0.08620582956866152
2011-06-21,73.98,79.69009345794393,-0.071653742769889
2011-06-22,72.12,78.82009345794393,-0.08500489106269449
2011-06-23,71.25,78.83009345794393,-0.09615735724058139
2011-06-24,71.26,79.19009345794393,-0.10013996841859285
2011-06-27,71.62,79.66009345794393,-0.1009300028274338
2011-06-28,72.09,80.29009345794393,-0.10213082467314782
2011-06-29,72.72,81.50009345794393,-0.10773108453519353
2011-06-30,73.93,80.99615876398508,-0.0872406651354316
2011-07-01,74.27,80.87615876398509,-0.08168240016521255
2011-07-05,74.15,81.46615876398508,-0.08980610937089417
2011-07-06,74.74,82.71615876398508,-0.09642806052857877
2011-07-07,75.99,81.79615876398508,-0.07098326928454168
2011-07-08,75.07,80.07615876398508,-0.06251746888534127
2011-07-11,73.35,78.65615876398509,-0.06746018172469759
2011-07-12,71.93,78.89615876398508,-0.08829528424601862
2011-07-13,72.17,77.91615876398508,-0.07374797288699386
2011-07-14,71.19,78.00615876398508,-0.08737975144511356
2011-07-15,71.28,76.27615876398508,-0.06550092250245942
2011-07-18,69.55,77.25615876398508,-0.09974814807356835
2011-07-19,70.53,78.79615876398508,-0.10490560572558316
2011-07-20,72.07,79.61615876398508,-0.09478174884516843
2011-07-21,72.89,79.39615876398508,-0.08194551052936261
2011-07-22,72.67,78.03615876398509,-0.0687650295578317
2011-07-25,71.31,76.88615876398508,-0.07252487123335205
2011-07-26,70.16,77.35615876398508,-0.09302631980396914
2011-07-27,70.63,77.38615876398508,-0.0873044853484749
2011-07-28,70.66,77.19615876398508,-0.08466948185813683
2011-07-29,70.47,77.05615876398508,-0.08547219157598807
2011-08-01,70.33,74.42615876398509,-0.05503654671974312
2011-08-02,67.7,74.06615876398509,-0.08595232789472873
2011-08-03,67.34,69.81615876398509,-0.035466843318547325
2011-08-04,63.09,69.47615876398508,-0.09191870819570302
2011-08-05,62.75,65.43615876398508,-0.04105006795514243
2011-08-08,58.71,69.06615876398509,-0.1499454863180455
2011-08-09,62.34,64.13615876398508,-0.028005399740180348
2011-08-10,57.41,65.57615876398508,-0.12452938564724225
2011-08-11,58.85,68.47615876398508,-0.14057679253246813
2011-08-12,61.75,69.42615876398509,-0.11056579970210167
2011-08-15,62.7,68.95615876398509,-0.09072661349072408
2011-08-16,62.23,68.90615876398508,-0.09688769311393519
2011-08-17,62.18,65.65615876398508,-0.05294490005851338
2011-08-18,58.93,64.26615876398509,-0.0830321722445233
2011-08-19,57.54,65.10615876398508,-0.11621264266892162
2011-08-22,58.38,67.49615876398508,-0.1350618899049011
2011-08-23,60.77,68.41615876398508,-0.11175954485199902
2011-08-24,61.69,67.82615876398508,-0.09046891163831194
2011-08-25,61.1,69.52615876398508,-0.12119407880117017
2011-08-26,62.8,71.32615876398508,-0.11953761301232746
2011-08-29,64.6,72.75615876398508,-0.11210265773435057
2011-08-30,66.03,73.58615876398508,-0.10268451147477553
2011-08-31,66.86,72.77615876398508,-0.08129253954129856
2011-09-01,66.05,70.75615876398508,-0.06651235519558085
2011-09-02,64.03,69.49615876398508,-0.07865411356832863
2011-09-06,62.77,71.62615876398509,-0.12364419531650384
2011-09-07,64.9,69.53615876398509,-0.06667263257553258
2011-09-08,62.81,68.51615876398509,-0.08328194205458694
2011-09-09,61.79,69.11615876398508,-0.10599777092650853
2011-09-12,62.39,69.57615876398508,-0.10328478737036673
2011-09-13,62.85,69.75615876398508,-0.09900428702434105
2011-09-14,63.03,71.04615876398508,-0.11283029094668873
2011-09-15,64.32,72.10615876398508,-0.10798188251117935
2011-09-16,65.38,70.87615876398509,-0.0775459457712302
2011-09-19,64.15,70.28615876398509,-0.08730251975484637
2011-09-20,63.56,67.74615876398508,-0.06179182466372546
2011-09-21,61.02,65.44615876398508,-0.06763053550548159
2011-09-22,58.72,66.23615876398509,-0.11347516076176634
2011-09-23,59.51,68.73615876398509,-0.1342256961967333
2011-09-26,62.01,69.50615876398508,-0.1078488424232883
2011-09-27,62.78,68.64615876398508,-0.08545501845418246
2011-09-28,61.92,69.09615876398509,-0.1038575644776003
2011-09-29,62.37,67.23615876398509,-0.07237413399933312
2011-09-30,60.51,66.16965948390529,-0.08553254660894716
2011-10-03,58.25,67.05965948390529,-0.13137047744806496
2011-10-04,59.14,67.8796594839053,-0.12875225878199237
2011-10-05,59.96,69.3996594839053,-0.13601881556918127
2011-10-06,61.48,69.7296594839053,-0.11830918930285972
2011-10-07,61.81,71.9496594839053,-0.14092713650956845
2011-10-10,64.03,71.88965948390529,-0.10932948549665777
2011-10-11,63.97,72.23965948390529,-0.11447533865726123
2011-10-12,64.32,71.4496594839053,-0.09978577274411393
2011-10-13,63.53,71.80965948390529,-0.11530008000888814
2011-10-14,63.89,69.6996594839053,-0.08335276709991435
2011-10-17,61.78,71.38965948390529,-0.13460856310810354
2011-10-18,63.47,71.02965948390529,-0.10642961741381074
2011-10-19,63.11,70.40965948390529,-0.10367411996324016
2011-10-20,62.49,72.5096594839053,-0.13818378896303218
2011-10-21,64.59,72.66965948390529,-0.11118339539893884
2011-10-24,64.75,71.63965948390529,-0.09617102500959174
2011-10-25,63.72,74.4796594839053,-0.14446440220675827
2011-10-26,66.56,75.40965948390529,-0.11735445491295537
2011-10-27,67.49,76.0896594839053,-0.1130200810758566
2011-10-28,68.17,73.7096594839053,-0.07515513601192114
2011-10-31,65.79,71.0896594839053,-0.07454895019021901
2011-11-01,63.17,72.3196594839053,-0.12651690493567036
2011-11-02,64.4,74.10965948390529,-0.1310174618467107
2011-11-03,66.19,73.71965948390529,-0.1021390974486146
2011-11-04,65.8,74.2096594839053,-0.11332297631320087
2011-11-07,66.29,74.5696594839053,-0.11103255051999172
2011-11-08,66.65,72.46965948390529,-0.08030477202942787
2011-11-09,64.55,72.74965948390529,-0.11271062355583039
2011-11-10,64.83,74.8396594839053,-0.1337480628978267
2011-11-11,66.92,75.85965948390529,-0.11784470883107467
2011-11-14,67.94,75.85965948390529,-0.10439882722628835
2011-11-15,67.94,74.2596594839053,-0.08510218775343281
2011-11-16,66.34,74.0096594839053,-0.10363051981847304
2011-11-17,66.09,75.37965948390529,-0.12323827870154769
2011-11-18,67.46,73.4796594839053,-0.08192280048907719
2011-11-21,65.56,72.26965948390529,-0.09284199665282145
2011-11-22,64.35,70.27965948390529,-0.08437234226018475
2011-11-23,62.36,70.6996594839053,-0.11795897667376753
2011-11-25,62.78,72.90965948390529,-0.13893439573862498
2011-11-28,64.99,73.1796594839053,-0.11191169160477565
2011-11-29,65.26,76.60965948390529,-0.14814919633326007
2011-11-30,68.69,78.8996594839053,-0.12940055192491628
2011-12-01,70.98,79.21965948390529,-0.10401028655745859
2011-12-02,71.3,79.0096594839053,-0.09757869524138119
2011-12-05,71.09,78.7896594839053,-0.0977242386163395
2011-12-06,70.87,78.51965948390529,-0.09742349284478602
2011-12-07,70.6,78.0896594839053,-0.09591102757272185
2011-12-08,70.17,79.8496594839053,-0.12122355369413129
2011-12-09,71.93,78.8196594839053,-0.08741041929154914
2011-12-12,70.9,78.8196594839053,-0.1004782250489481
2011-12-13,70.9,77.85965948390529,-0.08938723249032376
2011-12-14,69.94,78.52965948390529,-0.10938108659016599
2011-12-15,70.61,78.9296594839053,-0.1054059974197884
2011-12-16,71.01,78.07965948390529,-0.09054418949358467
2011-12-19,70.16,80.35965948390529,-0.1269251207559947
2011-12-20,72.44,81.5096594839053,-0.1112709774685805
2011-12-21,73.59,82.2096594839053,-0.1048497164204022
2011-12-22,74.29,81.88965948390529,-0.09280365227796472
2011-12-23,73.97,82.18965948390529,-0.10000843823321715
2011-12-27,74.27,81.1796594839053,-0.08511565000189747
2011-12-28,73.26,82.02965948390529,-0.10690839799994467
2011-12-29,74.11,81.26965948390529,-0.08809756961419524
2011-12-30,73.35,87.56351347762582,-0.16232232939416769
2012-01-03,74.22,87.67351347762582,-0.1534501463895267
2012-01-04,74.33,86.8735134776258,-0.14438823728312056
2012-01-05,73.53,87.32351347762581,-0.1579587550741417
2012-01-06,73.98,87.8735134776258,-0.15810809113901358
2012-01-09,74.53,88.34351347762582,-0.15636137769327318
2012-01-10,75.0,88.0835134776258,-0.14853532699906613
2012-01-11,74.74,88.85351347762581,-0.15884024081028303
2012-01-12,75.51,87.9435134776258,-0.1413806770500371
2012-01-13,74.6,88.58351347762581,-0.15785683959304386
2012-01-17,75.24,88.40351347762581,-0.1489026053354473
2012-01-18,75.06,88.90351347762581,-0.15571390753988346
2012-01-19,75.56,88.86351347762582,-0.14970726406147994
2012-01-20,75.52,88.85351347762581,-0.15006174720353993
2012-01-23,75.51,88.70351347762582,-0.14873721412347085
2012-01-24,75.36,89.16351347762581,-0.1548112331967446
2012-01-25,75.82,88.65351347762581,-0.14476034817125105
2012-01-26,75.31,87.89351347762582,-0.1431677148829541
2012-01-27,74.55,87.50351347762582,-0.14803420985990423
2012-01-30,74.16,87.52351347762583,-0.15268483801261046
