date,VNO,dcf,Deviation
2005-05-11,57.09,29.99359824696155,0.9034061712079979
2005-05-12,57.07,29.59359824696155,0.9284576185614577
2005-05-13,56.67,29.733598246961552,0.9059247229114309
2005-05-16,56.81,29.71359824696155,0.9119192340096096
2005-05-17,56.79,30.39359824696155,0.868485578395684
2005-05-18,57.47,32.32359824696155,0.7779579971546711
2005-05-19,59.4,32.03359824696155,0.8543030833457557
2005-05-20,59.11,32.36359824696155,0.8264347353758641
2005-05-23,59.44,31.56359824696155,0.8831819976583928
2005-05-24,58.64,30.483598246961552,0.923657421441215
2005-05-25,57.56,30.12359824696155,0.910794305783369
2005-05-26,57.2,30.40359824696155,0.8813562636691008
2005-05-27,57.48,30.503598246961552,0.8843678550521674
2005-05-31,57.58,31.08359824696155,0.8524238906487764
2005-06-01,58.16,30.46359824696155,0.9091638331266694
2005-06-02,57.54,29.99359824696155,0.9184093727677034
2005-06-03,57.07,30.02359824696155,0.9008381184215852
2005-06-06,57.1,31.20359824696155,0.8299171636578839
2005-06-07,58.28,31.19359824696155,0.8683320705291457
2005-06-08,58.27,31.71359824696155,0.8373821710875333
2005-06-09,58.79,31.573598246961552,0.861998735150739
2005-06-10,58.65,31.49359824696155,0.8622832342016826
2005-06-13,58.57,31.29359824696155,0.8716288084796018
2005-06-14,58.37,30.63359824696155,0.9054242185143735
2005-06-15,57.71,30.42359824696155,0.8968827924804583
2005-06-16,57.5,31.10359824696155,0.8486607093961247
2005-06-17,58.18,31.34359824696155,0.8562004126517277
2005-06-20,58.42,30.90359824696155,0.8903947538129762
2005-06-21,57.98,30.46359824696155,0.9032551417586707
2005-06-22,57.54,30.95359824696155,0.8589115081523102
2005-06-23,58.03,30.70359824696155,0.8900064915271841
2005-06-24,57.78,30.753598246961552,0.8788045397487316
2005-06-27,57.83,31.38359824696155,0.8426822681366339
2005-06-28,58.46,31.503598246961552,0.8556610435964511
2005-06-29,58.58,31.74359824696155,0.8454114604228016
2005-06-30,58.82,32.53359824696155,0.8079770812161375
2005-07-01,59.61,32.73359824696155,0.8210646917050501
2005-07-05,59.81,32.60359824696155,0.8344600969181035
2005-07-06,59.68,33.30359824696155,0.7919985569560761
2005-07-07,60.38,34.02359824696155,0.7746506281237375
2005-07-08,61.1,35.063598246961554,0.7425479144968996
2005-07-11,62.14,34.923598246961554,0.7793126458670778
2005-07-12,62.0,34.51359824696155,0.796393397070914
2005-07-13,61.59,33.39359824696155,0.8443654842018713
2005-07-14,60.47,34.13359824696155,0.7715682818579734
2005-07-15,61.21,34.563598246961554,0.7709383022753107
2005-07-18,61.64,34.923598246961554,0.7649956789708188
2005-07-19,62.0,35.243598246961554,0.7591847337933262
2005-07-20,62.32,34.53359824696155,0.8046193609576506
2005-07-21,61.61,34.70359824696155,0.7753202293769126
2005-07-22,61.78,35.50359824696155,0.7401053146855958
2005-07-25,62.58,35.84359824696155,0.7459184641236427
2005-07-26,62.92,37.30359824696155,0.6867005585748007
2005-07-27,64.38,37.73359824696155,0.7061717670984138
2005-07-28,64.81,37.77359824696155,0.715748644761774
2005-07-29,64.85,37.60359824696155,0.7245690046494422
2005-08-01,64.68,37.36359824696155,0.7310966564966708
2005-08-02,64.44,36.86359824696155,0.7480659258571267
2005-08-03,63.94,36.57359824696155,0.7482556561224321
2005-08-04,63.65,35.39359824696155,0.7983478129541175
2005-08-05,62.47,33.55359824696155,0.8617973410841855
2005-08-08,60.63,33.72359824696155,0.797850856720566
2005-08-09,60.8,34.48359824696155,0.763157068603108
2005-08-10,61.56,35.03359824696155,0.7571703473347637
2005-08-11,62.11,35.03359824696155,0.7728695625887292
2005-08-12,62.11,35.41359824696155,0.7538460668940632
2005-08-15,62.49,35.88359824696155,0.7414641522270236
2005-08-16,62.96,35.29359824696155,0.7838929190344106
2005-08-17,62.37,35.05359824696155,0.7792752561545158
2005-08-18,62.13,35.12359824696155,0.7688962151073091
2005-08-19,62.2,35.18359824696155,0.7678692089252577
2005-08-22,62.26,34.93359824696155,0.7822383929607148
2005-08-23,62.01,35.063598246961554,0.7685007557766406
2005-08-24,62.14,35.34359824696155,0.7581684684677545
2005-08-25,62.42,34.80359824696155,0.7934927175367403
2005-08-26,61.88,34.80359824696155,0.7779770804417414
2005-08-29,61.88,34.95359824696155,0.7703470630632174
2005-08-30,62.03,35.85359824696155,0.7300913446046322
2005-08-31,62.93,35.95359824696155,0.7503115979585782
2005-09-01,63.03,35.84359824696155,0.7584730072501311
2005-09-02,62.92,36.97359824696155,0.7017548462481793
2005-09-06,64.05,36.43359824696155,0.7579927067824428
2005-09-07,63.51,36.02359824696155,0.7630110008612707
2005-09-08,63.1,36.47359824696155,0.7300185074352123
2005-09-09,63.55,36.15359824696155,0.7577780105287562
2005-09-12,63.23,35.85359824696155,0.7635607886401885
2005-09-13,62.93,35.87359824696155,0.754214884349665
2005-09-14,62.95,36.50359824696155,0.7244875306296625
2005-09-15,63.58,37.11359824696155,0.7131187220631516
2005-09-16,64.19,36.41359824696155,0.7628029936688883
2005-09-19,63.49,36.43359824696155,0.7426222787450008
2005-09-20,63.51,35.493598246961554,0.7893367575218104
2005-09-21,62.57,35.22359824696155,0.776365934033937
2005-09-22,62.3,35.16359824696155,0.771718569938538
2005-09-23,62.24,35.44359824696155,0.7560293841028292
2005-09-26,62.52,35.22359824696155,0.7749464311299623
2005-09-27,62.3,34.51359824696155,0.8050856231857733
2005-09-28,61.59,35.63359824696155,0.728424942469899
2005-09-29,62.71,36.29359824696155,0.7278529280366957
2005-09-30,63.37,37.12359824696155,0.7070004792756488
2005-10-03,64.2,36.37359824696155,0.7650164705759601
2005-10-04,63.45,35.54359824696155,0.7851315885111332
2005-10-05,62.62,34.77359824696155,0.8007914957570321
2005-10-06,61.85,34.48359824696155,0.7936063271891816
2005-10-07,61.56,33.61359824696155,0.8314016710652101
2005-10-10,60.69,33.09359824696155,0.8338894292213201
2005-10-11,60.17,32.00359824696155,0.8801010916237393
2005-10-12,59.08,31.43359824696155,0.8795175638446298
2005-10-13,58.51,32.10359824696155,0.822537135865687
2005-10-14,59.18,32.493598246961554,0.8212818275838032
2005-10-17,59.57,31.97359824696155,0.8630996592840761
2005-10-18,59.05,32.73359824696155,0.8039568871864318
2005-10-19,59.81,31.22359824696155,0.9155383542580737
2005-10-20,58.3,31.06359824696155,0.8767948109714734
2005-10-21,58.14,32.03359824696155,0.8149693815778154
2005-10-24,59.11,31.55359824696155,0.8733204225192286
2005-10-25,58.63,30.86359824696155,0.8996488850995197
2005-10-26,57.94,30.11359824696155,0.9240477184039646
2005-10-27,57.19,31.65359824696155,0.8067456203178955
2005-10-28,58.73,32.18359824696155,0.824842565748368
2005-10-31,59.26,31.22359824696155,0.8979234722175795
2005-11-01,58.3,31.08359824696155,0.8755872321087819
2005-11-02,58.16,30.92359824696155,0.8807643125978912
2005-11-03,58.0,30.93359824696155,0.8749839426034778
2005-11-04,58.01,31.35359824696155,0.8501863659499336
2005-11-07,58.43,30.64359824696155,0.9067604113950163
2005-11-08,57.72,31.323598246961552,0.8427001759160586
2005-11-09,58.4,32.59359824696155,0.7917628964284169
2005-11-10,59.67,33.55359824696155,0.7783487648870395
2005-11-11,60.63,33.39359824696155,0.8156174591193286
2005-11-14,60.47,33.563598246961554,0.8016542670741278
2005-11-15,60.64,33.35359824696155,0.8180946940417195
2005-11-16,60.43,34.41359824696155,0.7559919066392744
2005-11-17,61.49,34.98359824696155,0.7576808299112179
2005-11-18,62.06,35.53359824696155,0.7465160597775009
2005-11-21,62.61,36.313598246961554,0.7241475100925514
2005-11-22,63.39,36.563598246961554,0.7336915139435909
2005-11-23,63.64,36.85359824696155,0.7268327389238549
2005-11-25,63.93,36.22359824696155,0.7648716056352152
2005-11-28,63.3,36.11359824696155,0.7528023534826191
2005-11-29,63.19,35.36359824696155,0.7868656791854969
2005-11-30,62.44,36.45359824696155,0.712862460846494
2005-12-01,63.53,35.84359824696155,0.7724224996128959
2005-12-02,62.92,35.13359824696155,0.7908783369617287
2005-12-05,62.21,34.77359824696155,0.7890009414092138
2005-12-06,61.85,34.57359824696155,0.7889373144849219
2005-12-07,61.65,34.72359824696155,0.7754496397963195
2005-12-08,61.8,34.88359824696155,0.7716062305981561
2005-12-09,61.96,35.39359824696155,0.7505990650532148
2005-12-12,62.47,35.53359824696155,0.7580544352932721
2005-12-13,62.61,35.66359824696155,0.7555715933776879
2005-12-14,62.74,34.813598246961554,0.8021693579311584
2005-12-15,61.89,34.94359824696155,0.7711398683843762
2005-12-16,62.02,34.13359824696155,0.8169780856760627
2005-12-19,61.21,34.21359824696155,0.7890547366042082
2005-12-20,61.29,34.38359824696155,0.7825359510014678
2005-12-21,61.46,34.63359824696155,0.7745773789297787
2005-12-22,61.71,34.89359824696155,0.7685192442247928
2005-12-23,61.97,34.86359824696155,0.7774986839002149
2005-12-27,61.94,34.82359824696155,0.7786789165420154
2005-12-28,61.9,34.53359824696155,0.792457292093687
2005-12-29,61.61,33.993598246961554,0.8124000746377851
2005-12-30,61.07,,
2006-01-03,62.95,,
2006-01-04,63.05,,
2006-01-05,63.46,,
2006-01-06,64.08,,
2006-01-09,64.81,,
2006-01-10,65.19,,
2006-01-11,65.24,,
2006-01-12,65.27,,
2006-01-13,63.76,,
2006-01-17,63.1,,
2006-01-18,62.73,,
2006-01-19,63.43,,
2006-01-20,62.64,,
2006-01-23,63.21,,
2006-01-24,63.77,,
2006-01-25,64.31,,
2006-01-26,64.56,,
2006-01-27,64.8,,
2006-01-30,64.56,,
2006-01-31,64.63,,
2006-02-01,64.62,,
2006-02-02,63.89,,
2006-02-03,63.17,,
2006-02-06,63.26,,
2006-02-07,62.84,,
2006-02-08,62.93,,
2006-02-09,63.17,,
2006-02-10,63.37,,
2006-02-13,63.42,,
2006-02-14,63.74,,
2006-02-15,64.03,,
2006-02-16,64.1,,
2006-02-17,64.35,,
2006-02-21,64.5,,
2006-02-22,66.12,,
2006-02-23,65.83,,
2006-02-24,65.11,,
2006-02-27,65.1,,
2006-02-28,65.11,,
2006-03-01,65.69,,
2006-03-02,65.44,,
2006-03-03,66.66,,
2006-03-06,67.21,,
2006-03-07,66.93,,
2006-03-08,67.42,,
2006-03-09,67.71,,
2006-03-10,69.39,,
2006-03-13,68.6,,
2006-03-14,68.73,,
2006-03-15,70.63,,
2006-03-16,71.35,,
2006-03-17,72.03,,
2006-03-20,70.97,,
2006-03-21,69.88,,
2006-03-22,70.06,,
2006-03-23,70.12,,
2006-03-24,69.8,,
2006-03-27,69.1,,
2006-03-28,69.88,,
2006-03-29,71.28,,
2006-03-30,69.93,,
2006-03-31,70.23,,
2006-04-03,69.09,,
2006-04-04,68.87,,
2006-04-05,71.6,,
2006-04-06,71.13,,
2006-04-07,70.55,,
2006-04-10,69.64,,
2006-04-11,69.19,,
2006-04-12,68.84,,
2006-04-13,67.84,,
2006-04-17,68.0,,
2006-04-18,70.42,,
2006-04-19,71.4,,
2006-04-20,71.11,,
2006-04-21,71.48,,
2006-04-24,70.78,,
2006-04-25,70.12,,
2006-04-26,69.99,,
2006-04-27,70.1,,
2006-04-28,69.97,,
2006-05-01,68.77,,
2006-05-02,67.56,,
2006-05-03,67.06,,
2006-05-04,67.84,,
2006-05-05,68.62,,
2006-05-08,68.9,,
2006-05-09,68.69,,
2006-05-10,69.24,,
2006-05-11,68.81,,
2006-05-12,67.78,,
2006-05-15,69.17,,
2006-05-16,68.38,,
2006-05-17,67.06,,
2006-05-18,66.02,,
2006-05-19,65.82,,
2006-05-22,65.38,,
2006-05-23,65.2,,
2006-05-24,65.0,,
2006-05-25,66.57,,
2006-05-26,66.97,,
2006-05-30,66.7,,
2006-05-31,65.76,,
2006-06-01,66.81,,
2006-06-02,68.35,,
2006-06-05,68.36,,
2006-06-06,68.02,,
2006-06-07,68.65,,
2006-06-08,68.52,,
2006-06-09,69.25,,
2006-06-12,69.17,,
2006-06-13,68.61,,
2006-06-14,68.38,,
2006-06-15,69.25,,
2006-06-16,69.41,,
2006-06-19,70.21,,
2006-06-20,69.2,,
2006-06-21,69.78,,
2006-06-22,69.26,,
2006-06-23,68.77,,
2006-06-26,69.54,,
2006-06-27,69.61,,
2006-06-28,69.93,,
2006-06-29,71.11,,
2006-06-30,71.37,,
2006-07-03,72.42,,
2006-07-05,72.28,,
2006-07-06,72.1,,
2006-07-07,71.95,,
2006-07-10,72.9,,
2006-07-11,72.9,,
2006-07-12,73.57,,
2006-07-13,73.01,,
2006-07-14,72.57,,
2006-07-17,72.74,,
2006-07-18,73.58,,
2006-07-19,75.72,,
2006-07-20,75.14,,
2006-07-21,74.34,,
2006-07-24,75.58,,
2006-07-25,75.68,,
2006-07-26,75.81,,
2006-07-27,75.53,,
2006-07-28,76.89,,
2006-07-31,76.49,,
2006-08-01,76.28,,
2006-08-02,74.72,,
2006-08-03,75.72,,
2006-08-04,76.99,,
2006-08-07,75.33,,
2006-08-08,74.07,,
2006-08-09,74.04,,
2006-08-10,73.92,,
2006-08-11,73.34,,
2006-08-14,74.25,,
2006-08-15,74.72,,
2006-08-16,75.11,,
2006-08-17,75.72,,
2006-08-18,76.2,,
2006-08-21,76.86,,
2006-08-22,77.49,,
2006-08-23,76.48,,
2006-08-24,76.72,,
2006-08-25,76.5,,
2006-08-28,77.48,,
2006-08-29,77.25,,
2006-08-30,77.73,,
2006-08-31,77.48,,
2006-09-01,77.76,,
2006-09-05,78.23,,
2006-09-06,77.62,,
2006-09-07,76.83,,
2006-09-08,78.07,,
2006-09-11,78.21,,
2006-09-12,78.78,,
2006-09-13,80.1,,
2006-09-14,79.75,,
2006-09-15,80.31,,
2006-09-18,80.18,,
2006-09-19,81.08,,
2006-09-20,80.32,,
2006-09-21,79.82,,
2006-09-22,80.22,,
2006-09-25,79.87,,
2006-09-26,79.69,,
2006-09-27,81.03,,
2006-09-28,80.13,,
2006-09-29,79.75,,
2006-10-02,79.68,,
2006-10-03,80.97,,
2006-10-04,82.23,,
2006-10-05,83.04,,
2006-10-06,81.93,,
2006-10-09,82.78,,
2006-10-10,82.64,,
2006-10-11,82.5,,
2006-10-12,82.31,,
2006-10-13,82.99,,
2006-10-16,83.4,,
2006-10-17,83.43,,
2006-10-18,83.94,,
2006-10-19,83.94,,
2006-10-20,84.11,,
2006-10-23,84.6,,
2006-10-24,84.21,,
2006-10-25,84.68,,
2006-10-26,85.9,,
2006-10-27,85.61,,
2006-10-30,86.44,,
2006-10-31,87.24,,
2006-11-01,87.13,,
2006-11-02,85.38,,
2006-11-03,83.4,,
2006-11-06,84.58,,
2006-11-07,83.62,,
2006-11-08,84.1,,
2006-11-09,84.38,,
2006-11-10,85.25,,
2006-11-13,85.48,,
2006-11-14,86.36,,
2006-11-15,84.84,,
2006-11-16,86.26,,
2006-11-17,85.6,,
2006-11-20,88.46,,
2006-11-21,89.83,,
2006-11-22,91.41,,
2006-11-24,91.77,,
2006-11-27,89.24,,
2006-11-28,89.51,,
2006-11-29,90.56,,
2006-11-30,92.26,,
2006-12-01,91.99,,
2006-12-04,94.74,,
2006-12-05,94.26,,
2006-12-06,91.82,,
2006-12-07,91.59,,
2006-12-08,92.15,,
2006-12-11,91.99,,
2006-12-12,91.16,,
2006-12-13,90.53,,
2006-12-14,90.72,,
2006-12-15,90.27,,
2006-12-18,89.97,,
2006-12-19,89.51,,
2006-12-20,89.83,,
2006-12-21,88.74,,
2006-12-22,87.76,,
2006-12-26,87.83,,
2006-12-27,88.03,,
2006-12-28,88.4,,
2006-12-29,88.89,88.81068312968478,0.0008931005541237269
2007-01-03,89.04,89.03068312968477,0.00010464785833064205
2007-01-04,89.26,87.23068312968478,0.023263796608107068
2007-01-05,87.46,86.20068312968479,0.01460912865876729
2007-01-08,86.43,87.49068312968477,-0.012123383790620834
2007-01-09,87.72,88.70068312968479,-0.011056094441245556
2007-01-10,88.93,89.57068312968477,-0.007152821741430171
2007-01-11,89.8,89.74068312968477,0.0006609808199198319
2007-01-12,89.97,91.90068312968478,-0.02100836537809314
2007-01-16,92.13,89.43068312968477,0.03018334173295889
2007-01-17,89.66,87.49068312968477,0.024794832920663312
2007-01-18,87.72,89.47068312968477,-0.01956711481846196
2007-01-19,89.7,88.90068312968478,0.00899112180217121
2007-01-22,89.13,89.33068312968477,-0.002246519590513363
2007-01-23,89.56,90.97068312968477,-0.015507008204761363
2007-01-24,91.2,91.78068312968477,-0.0063268556071246485
2007-01-25,92.01,90.69068312968477,0.014547435577573653
2007-01-26,90.92,91.30068312968477,-0.0041695540124715436
2007-01-29,91.53,90.16068312968477,0.015187516584647343
2007-01-30,90.39,89.28068312968477,0.012425049085969642
2007-01-31,89.51,91.76068312968478,-0.024527750371081014
2007-02-01,91.99,91.48068312968478,0.0055674799628813165
2007-02-02,91.71,91.29068312968477,0.00459320552700393
2007-02-05,91.52,92.68068312968477,-0.012523463255667555
2007-02-06,92.91,99.09068312968476,-0.06237400868047105
2007-02-07,99.32,98.28068312968477,0.010574986225358352
2007-02-08,98.51,97.32068312968477,0.012220597226289653
2007-02-09,97.55,95.90068312968478,0.01719817645182853
2007-02-12,96.13,98.04068312968477,-0.01948867621778383
2007-02-13,98.27,97.74068312968477,0.005415522516994509
2007-02-14,97.97,97.29068312968477,0.0069823424860706584
2007-02-15,97.52,97.80068312968477,-0.002869950604665883
2007-02-16,98.03,98.37068312968478,-0.0034632587560222694
2007-02-20,98.6,98.63068312968477,-0.00031109112003646633
2007-02-21,98.86,97.88068312968477,0.010005210824057142
2007-02-22,98.11,96.34068312968476,0.018365209928328463
2007-02-23,96.57,96.45068312968479,0.0012370764668900858
2007-02-26,96.68,92.76068312968478,0.0422519190036128
2007-02-27,92.99,92.83068312968477,0.0017162091772249255
2007-02-28,93.06,91.95068312968479,0.012064259150208478
2007-03-01,92.18,88.73068312968478,0.03887400331713731
2007-03-02,88.96,85.63068312968477,0.03887995223946872
2007-03-05,85.86,89.67068312968478,-0.04249642131278997
2007-03-06,89.9,87.95068312968479,0.022163749057422466
2007-03-07,88.18,90.10068312968477,-0.021317076219280806
2007-03-08,90.33,90.75068312968477,-0.004635591878505263
2007-03-09,90.98,90.80068312968477,0.0019748405423241078
2007-03-12,91.03,87.68068312968477,0.03819902800439401
2007-03-13,87.91,89.03068312968477,-0.0125876056466101
2007-03-14,89.26,89.19068312968477,0.0007771761341310857
2007-03-15,89.42,88.23068312968478,0.013479628946849731
2007-03-16,88.46,88.75068312968477,-0.0032752776591029598
2007-03-19,88.98,89.29068312968477,-0.003479457417002063
2007-03-20,89.52,91.20068312968479,-0.01842840505147214
2007-03-21,91.43,89.12068312968478,0.025912243816116343
2007-03-22,89.35,89.15068312968478,0.0022357301516722217
2007-03-23,89.38,88.07068312968477,0.01486665963959033
2007-03-26,88.3,86.72068312968477,0.018211536317737087
2007-03-27,86.95,86.10068312968477,0.009864229172676708
2007-03-28,86.33,85.69068312968477,0.007460751238821173
2007-03-29,85.92,87.08068312968477,-0.0133288243496692
2007-03-30,87.31,87.72068312968477,-0.0046817137650150276
2007-04-02,87.95,88.24068312968477,-0.003294207607816846
2007-04-03,88.47,87.67068312968478,0.009117265222319038
2007-04-04,87.9,87.67068312968478,0.0026156619536774617
2007-04-05,87.9,88.11068312968477,-0.002391119013056331
2007-04-09,88.34,88.75068312968477,-0.004627379927709008
2007-04-10,88.98,86.93068312968477,0.02357414892573706
2007-04-11,87.16,86.86068312968477,0.003445941932880503
2007-04-12,87.09,87.82068312968477,-0.008320171326904435
2007-04-13,88.05,87.93068312968477,0.0013569423785695367
2007-04-16,88.16,88.62068312968478,-0.005198370328635682
2007-04-17,88.85,87.51068312968478,0.015304609933514568
2007-04-18,87.74,87.64068312968477,0.001133227934431602
2007-04-19,87.87,88.48068312968478,-0.0069018808183216596
2007-04-20,88.71,89.43068312968477,-0.008058566752081053
2007-04-23,89.66,88.55068312968477,0.012527479530458407
2007-04-24,88.78,88.81068312968478,-0.0003454891754404166
2007-04-25,89.04,88.66068312968477,0.004278298530143276
2007-04-26,88.89,88.42068312968478,0.005307772499641095
2007-04-27,88.65,86.56068312968478,0.02413701919594402
2007-04-30,86.79,86.34068312968476,0.0052039994823802616
2007-05-01,86.57,87.89068312968477,-0.015026429226134064
2007-05-02,88.12,87.91068312968477,0.0023810174470655365
2007-05-03,88.14,87.24068312968477,0.010308457454171638
2007-05-04,87.47,87.91068312968477,-0.005012850702510008
2007-05-07,88.14,86.90068312968478,0.01426130181814278
2007-05-08,87.13,87.70068312968479,-0.0065071685797579715
2007-05-09,87.93,86.14068312968477,0.02077203018719298
2007-05-10,86.37,87.31068312968478,-0.010773975142166159
2007-05-11,87.54,86.66068312968477,0.010146664422196805
2007-05-14,86.89,85.13068312968477,0.02066607250919339
2007-05-15,85.36,84.05068312968477,0.015577706469024566
2007-05-16,84.28,82.84068312968476,0.017374517156769853
2007-05-17,83.07,81.34068312968476,0.021260171463744815
2007-05-18,81.57,82.51068312968478,-0.011400743443200967
2007-05-21,82.74,83.78068312968477,-0.012421516402222443
2007-05-22,84.01,82.61068312968477,0.016938691429515762
2007-05-23,82.84,81.26068312968478,0.019435190666497126
2007-05-24,81.49,81.81068312968478,-0.003919819727900786
2007-05-25,82.04,84.75068312968477,-0.03198420389764767
2007-05-29,84.98,87.32068312968477,-0.026805598007158093
2007-05-30,87.55,88.30068312968477,-0.008501441926358266
2007-05-31,88.53,87.94068312968477,0.006701299664072069
2007-06-01,88.17,88.21068312968477,-0.00046120411090067037
2007-06-04,88.44,86.68068312968477,0.020296527516783458
2007-06-05,86.91,85.87068312968478,0.01210327940148792
2007-06-06,86.1,83.40068312968478,0.03236564460890423
2007-06-07,83.63,85.09068312968476,-0.017166193476888303
2007-06-08,85.32,83.36068312968477,0.023504088459389116
2007-06-11,83.59,81.59068312968476,0.024504230061873855
2007-06-12,81.82,83.78068312968477,-0.023402567948148878
2007-06-13,84.01,83.45068312968479,0.006702364190908083
2007-06-14,83.68,85.04068312968477,-0.01600037863771331
2007-06-15,85.27,84.05068312968477,0.014506923976262076
2007-06-18,84.28,83.74068312968477,0.006440320882981299
2007-06-19,83.97,81.40068312968478,0.031563824424198916
2007-06-20,81.63,80.55068312968477,0.01339922677722738
2007-06-21,80.78,79.68068312968477,0.01379652918544938
2007-06-22,79.91,78.32068312968477,0.02029242860003677
2007-06-25,78.55,78.64068312968477,-0.0011531325272853277
2007-06-26,78.87,81.61068312968477,-0.03358240642747279
2007-06-27,81.84,80.31068312968478,0.01904250855201539
2007-06-28,80.54,80.13068312968477,0.005108116570687216
2007-06-29,80.36,83.73068312968478,-0.04025624781376924
2007-07-02,83.96,83.10068312968477,0.010340671555902903
2007-07-03,83.33,83.91068312968477,-0.006920252678521477
2007-07-05,84.14,83.60068312968477,0.006451106021210684
2007-07-06,83.83,84.34068312968476,-0.006055003477971832
2007-07-09,84.57,82.55068312968477,0.02446154039867765
2007-07-10,82.78,81.80068312968477,0.011971988898462405
2007-07-11,82.03,82.26068312968478,-0.00280429387294423
2007-07-12,82.49,83.21068312968477,-0.008660944755874422
2007-07-13,83.44,82.98068312968478,0.005535226428509787
2007-07-16,83.21,83.00068312968477,0.0025218692476081106
2007-07-17,83.23,83.22068312968477,0.00011195378318040738
2007-07-18,83.45,83.32068312968477,0.001552038046951143
2007-07-19,83.55,81.95068312968479,0.01951560144757214
2007-07-20,82.18,80.44068312968477,0.021622353299898478
2007-07-23,80.67,79.03068312968477,0.020742790083507323
2007-07-24,79.26,79.24068312968477,0.00024377465655645025
2007-07-25,79.47,77.10068312968477,0.03073016702497955
2007-07-26,77.33,74.89068312968477,0.032571700088396494
2007-07-27,75.12,75.56068312968478,-0.00583217503378608
2007-07-30,75.79,78.07068312968477,-0.02921305460970891
2007-07-31,78.3,78.75068312968477,-0.005722910732629427
2007-08-01,78.98,79.68068312968477,-0.008793638585456898
2007-08-02,79.91,76.70068312968479,0.04184208978802606
2007-08-03,76.93,78.40068312968478,-0.01875854993829673
2007-08-06,78.63,78.03068312968477,0.0076805283034517835
2007-08-07,78.26,81.17068312968478,-0.03585879799772573
2007-08-08,81.4,80.50068312968477,0.011171543337917367
2007-08-09,80.73,76.08068312968477,0.061110346004519256
2007-08-10,76.31,75.40068312968478,0.012059796179183735
2007-08-13,75.63,71.84068312968476,0.05274611411301411
2007-08-14,72.07,71.27068312968477,0.011215226727387728
2007-08-15,71.5,72.53068312968477,-0.014210305007632651
2007-08-16,72.76,73.00068312968477,-0.0032969983206485587
2007-08-17,73.23,75.61068312968477,-0.031486068253099964
2007-08-20,75.84,78.25068312968477,-0.030807183187008702
2007-08-21,78.48,78.46068312968477,0.0002461980898549321
2007-08-22,78.69,77.80068312968477,0.011430707733411927
2007-08-23,78.03,77.68068312968477,0.004496830566385057
2007-08-24,77.91,76.22068312968477,0.022163496848236708
2007-08-27,76.45,73.34068312968476,0.042395526434041875
2007-08-28,73.57,75.60068312968477,-0.026860645243130366
2007-08-29,75.83,76.35068312968477,-0.006819626339169327
2007-08-30,76.58,77.75068312968477,-0.015056885451824598
2007-08-31,77.98,78.81068312968478,-0.010540235114037344
2007-09-04,79.04,76.70068312968479,0.030499296419041366
2007-09-05,76.93,77.55068312968477,-0.008003580428128765
2007-09-06,77.78,76.22068312968477,0.020457923050389626
2007-09-07,76.45,75.33068312968477,0.014858711268929792
2007-09-10,75.56,75.80068312968477,-0.003175210562060382
2007-09-11,76.03,75.49068312968477,0.007144151409899768
2007-09-12,75.72,76.49068312968477,-0.010075516365543824
2007-09-13,76.72,76.72068312968477,-8.904113687591142e-06
2007-09-14,76.95,75.59068312968476,0.017982598040332087
2007-09-17,75.82,78.21068312968477,-0.030567219643391597
2007-09-18,78.44,79.69068312968477,-0.015694220209525267
2007-09-19,79.92,78.07068312968477,0.02368772497152727
2007-09-20,78.3,77.72068312968477,0.00745383142539513
2007-09-21,77.95,79.30068312968477,-0.01703242741901634
2007-09-24,79.53,77.65068312968478,0.024202193652006487
2007-09-25,77.88,78.92068312968478,-0.013186443507777312
2007-09-26,79.15,80.02068312968477,-0.010880726027715837
2007-09-27,80.25,79.77068312968477,0.00600868453810266
2007-09-28,80.0,82.14068312968477,-0.02606118001605895
2007-10-01,82.37,83.27068312968477,-0.010816329299016991
2007-10-02,83.5,83.14068312968477,0.004321793576735011
2007-10-03,83.37,83.47068312968477,-0.0012062094846923
2007-10-04,83.7,84.59068312968476,-0.010529328960723339
2007-10-05,84.82,84.17068312968478,0.007714287756400706
2007-10-08,84.4,85.51068312968478,-0.01298882302226867
2007-10-09,85.74,84.08068312968477,0.019734816708802505
2007-10-10,84.31,84.72068312968477,-0.004847495493587095
2007-10-11,84.95,82.82068312968477,0.025709965069728336
2007-10-12,83.05,80.80068312968477,0.027837844721004146
2007-10-15,81.03,79.46068312968477,0.019749602048525272
2007-10-16,79.69,80.74068312968477,-0.013013057221687996
2007-10-17,80.97,81.04068312968477,-0.0008721931621881174
2007-10-18,81.27,78.18068312968477,0.03951509179308044
2007-10-19,78.41,79.04068312968477,-0.007979221645263213
2007-10-22,79.27,79.27068312968477,-8.617683837197632e-06
2007-10-23,79.5,79.03068312968477,0.005938413432984069
2007-10-24,79.26,80.36068312968477,-0.01369678662273821
2007-10-25,80.59,81.08068312968477,-0.006051788302029237
2007-10-26,81.31,80.19068312968477,0.013958190984669105
2007-10-29,80.42,80.16068312968477,0.003234963328539786
2007-10-30,80.39,81.51068312968478,-0.013748911021905563
2007-10-31,81.74,78.69068312968477,0.03875067224019202
2007-11-01,78.92,76.93068312968477,0.02585856240171136
2007-11-02,77.16,75.64068312968477,0.020085974999860534
2007-11-05,75.87,75.32068312968477,0.007293041532422606
2007-11-06,75.55,72.24068312968477,0.04580960100244935
2007-11-07,72.47,72.38068312968477,0.0012339876670575123
