date,IRM,dcf,Deviation
2004-07-16,19.64,2549721130.0,-0.9999999922971968
2004-07-19,19.63,2568898780.0,-0.9999999923585934
2004-07-20,19.78,2565063250.0,-0.9999999922886892
2004-07-21,19.75,2550999640.0,-0.999999992257937
2004-07-22,19.64,2626431730.0,-0.9999999925221738
2004-07-23,20.23,2657115970.0,-0.9999999923864821
2004-07-26,20.47,2657115970.0,-0.9999999922961587
2004-07-27,20.47,2597026000.0,-0.9999999921179071
2004-07-28,20.0,2586797920.0,-0.9999999922684335
2004-07-29,19.92,2581683880.0,-0.9999999922841056
2004-07-30,19.88,2614925140.0,-0.9999999923974879
2004-08-02,20.14,2561227720.0,-0.9999999921365836
2004-08-03,19.72,2548442620.0,-0.9999999922619407
2004-08-04,19.62,2490909670.0,-0.9999999921233595
2004-08-05,19.17,2462782450.0,-0.9999999922161212
2004-08-06,18.95,2444883310.0,-0.9999999922491188
2004-08-09,18.81,2488352650.0,-0.9999999924407821
2004-08-10,19.15,2501137750.0,-0.9999999923434845
2004-08-11,19.25,2488352650.0,-0.9999999922639582
2004-08-12,19.15,2489631160.0,-0.9999999923080976
2004-08-13,19.16,2510087320.0,-0.9999999923667994
2004-08-16,19.32,2460225430.0,-0.9999999921470611
2004-08-17,18.93,2481960100.0,-0.9999999923729637
2004-08-18,19.1,2471732020.0,-0.999999992272625
2004-08-19,19.02,2466617980.0,-0.999999992289037
2004-08-20,18.98,2474289040.0,-0.9999999923291096
2004-08-23,19.04,2473010530.0,-0.999999992300882
2004-08-24,19.03,2471732020.0,-0.9999999923009453
2004-08-25,19.02,2481960100.0,-0.9999999923367019
2004-08-26,19.1,2481960100.0,-0.9999999923044693
2004-08-27,19.1,2480681590.0,-0.9999999923005032
2004-08-30,19.09,2469175000.0,-0.9999999922686728
2004-08-31,19.0,2478124570.0,-0.9999999923329117
2004-09-01,19.07,2508808810.0,-0.9999999923987831
2004-09-02,19.31,2479403080.0,-0.9999999922118351
2004-09-03,19.08,2506251790.0,-0.9999999923870379
2004-09-07,19.29,2503694770.0,-0.9999999922953867
2004-09-08,19.27,2502416260.0,-0.9999999922994426
2004-09-09,19.26,2544607090.0,-0.9999999924310515
2004-09-10,19.59,2585519410.0,-0.9999999924231858
2004-09-13,19.91,2643052360.0,-0.999999992467043
2004-09-14,20.36,2681407660.0,-0.9999999924069732
2004-09-15,20.66,2660951500.0,-0.99999999223586
2004-09-16,20.5,2649444910.0,-0.9999999922625302
2004-09-17,20.41,2645609380.0,-0.9999999922853312
2004-09-20,20.38,2678850640.0,-0.9999999923922597
2004-09-21,20.64,2672458090.0,-0.9999999922767732
2004-09-22,20.59,2676293620.0,-0.9999999923065243
2004-09-23,20.62,2677572130.0,-0.9999999922989936
2004-09-24,20.63,2663508520.0,-0.999999992254577
2004-09-27,20.52,2660951500.0,-0.9999999922884728
2004-09-28,20.5,2673736600.0,-0.9999999923328274
2004-09-29,20.6,2706977860.0,-0.9999999923900375
2004-09-30,20.86,2707171550.0,-0.9999999922945407
2004-10-01,20.81,2714848850.0,-0.9999999923347482
2004-10-04,20.87,2789062750.0,-0.9999999925171995
2004-10-05,21.45,2781385450.0,-0.9999999922880161
2004-10-06,21.39,2763471750.0,-0.9999999922597363
2004-10-07,21.25,2723805700.0,-0.9999999921984156
2004-10-08,20.94,2725085250.0,-0.9999999923158367
2004-10-11,20.95,2740439850.0,-0.9999999923552418
2004-10-12,21.07,2717407950.0,-0.9999999922462876
2004-10-13,20.89,2693096500.0,-0.9999999922431297
2004-10-14,20.7,2705892000.0,-0.9999999923500272
2004-10-15,20.8,2754514900.0,-0.9999999924487611
2004-10-18,21.18,2754514900.0,-0.9999999923108058
2004-10-19,21.18,2725085250.0,-0.999999992227766
2004-10-20,20.95,2716128400.0,-0.9999999922868154
2004-10-21,20.88,2702053350.0,-0.9999999922725434
2004-10-22,20.77,2731483000.0,-0.9999999923960721
2004-10-25,21.0,2771149050.0,-0.9999999924219161
2004-10-26,21.31,2808256000.0,-0.9999999924116605
2004-10-27,21.6,2658548650.0,-0.9999999918752662
2004-10-28,20.43,2649591800.0,-0.9999999922893783
2004-10-29,20.36,2618882600.0,-0.999999992225692
2004-11-01,20.12,2611205300.0,-0.999999992294746
2004-11-02,20.06,2632957650.0,-0.9999999923811915
2004-11-03,20.23,2654710000.0,-0.9999999923795819
2004-11-04,20.4,2659828200.0,-0.9999999923303318
2004-11-05,20.44,2680301000.0,-0.9999999923739908
2004-11-08,20.6,2686698750.0,-0.9999999923325977
2004-11-09,20.65,2671344150.0,-0.9999999922698092
2004-11-10,20.53,2707171550.0,-0.9999999924164392
2004-11-11,20.81,2714848850.0,-0.9999999923347482
2004-11-12,20.87,2726364800.0,-0.9999999923451183
2004-11-15,20.96,2731483000.0,-0.9999999923265127
2004-11-16,21.0,2777546800.0,-0.9999999924393713
2004-11-17,21.36,2474293450.0,-0.9999999913672325
2004-11-18,18.99,2475573000.0,-0.9999999923290487
2004-11-19,19.0,2465336600.0,-0.9999999922931416
2004-11-22,18.92,2411595500.0,-0.9999999921545716
2004-11-23,18.5,2409036400.0,-0.999999992320581
2004-11-24,18.48,2409036400.0,-0.999999992328883
2004-11-26,18.48,2419272800.0,-0.999999992361341
2004-11-29,18.56,2419272800.0,-0.9999999923282732
2004-11-30,18.56,2420552350.0,-0.9999999923323286
2004-12-01,18.57,2435906950.0,-0.9999999923765561
2004-12-02,18.69,2458938850.0,-0.9999999923991603
2004-12-03,18.87,2473013900.0,-0.9999999923696344
2004-12-06,18.98,2439745600.0,-0.9999999922205004
2004-12-07,18.72,2433347850.0,-0.9999999923068952
2004-12-08,18.67,2434627400.0,-0.9999999923314754
2004-12-09,18.68,2421831900.0,-0.9999999922868305
2004-12-10,18.58,2402638650.0,-0.9999999922668354
2004-12-13,18.43,2444863800.0,-0.9999999924617478
2004-12-14,18.76,2435906950.0,-0.9999999922985564
2004-12-15,18.69,2423111450.0,-0.9999999922867766
2004-12-16,18.59,2398800000.0,-0.9999999922502918
2004-12-17,18.4,2407756850.0,-0.9999999923580324
2004-12-20,18.47,2400079550.0,-0.9999999923044217
2004-12-21,18.41,2407756850.0,-0.999999992353879
2004-12-22,18.47,2451261550.0,-0.9999999924651043
2004-12-23,18.81,2424391000.0,-0.9999999922413505
2004-12-27,18.6,2446143350.0,-0.9999999923961937
2004-12-28,18.77,2456379750.0,-0.9999999923586733
2004-12-29,18.85,2461497950.0,-0.9999999923420615
2004-12-30,18.89,2448702450.0,-0.9999999922857103
2004-12-31,18.79,2407250490.0,-0.9999999921944143
2005-01-03,18.37,2339952680.0,-0.9999999921494139
2005-01-04,17.84,2369157390.0,-0.9999999924698967
2005-01-05,18.07,2374236470.0,-0.9999999923891322
2005-01-06,18.11,2394552790.0,-0.9999999924370011
2005-01-07,18.27,2380585320.0,-0.9999999923254168
2005-01-10,18.16,2333603830.0,-0.999999992218045
2005-01-11,17.79,2399631870.0,-0.9999999925863629
2005-01-12,18.31,2361538770.0,-0.9999999922465809
2005-01-13,18.01,2367887620.0,-0.9999999923940647
2005-01-14,18.06,2385664400.0,-0.9999999924297818
2005-01-18,18.2,2332334060.0,-0.9999999921966581
2005-01-19,17.78,2343761990.0,-0.9999999924139055
2005-01-20,17.87,2327254980.0,-0.9999999923214258
2005-01-21,17.74,2281543260.0,-0.9999999922245612
2005-01-24,17.38,2265036250.0,-0.9999999923268337
2005-01-25,17.25,2265036250.0,-0.9999999923842279
2005-01-26,17.25,2282813030.0,-0.9999999924435335
2005-01-27,17.39,2292971190.0,-0.9999999924159536
2005-01-28,17.47,2281543260.0,-0.9999999923429022
2005-01-31,17.38,2282813030.0,-0.9999999923865863
2005-02-01,17.39,2292971190.0,-0.9999999924159536
2005-02-02,17.47,2296780500.0,-0.9999999923937006
2005-02-03,17.5,2315827050.0,-0.9999999924433044
2005-02-04,17.65,2314557280.0,-0.9999999923743516
2005-02-07,17.64,2319636360.0,-0.9999999923953597
2005-02-08,17.68,2286622340.0,-0.9999999922680717
2005-02-09,17.42,2281543260.0,-0.9999999923648172
2005-02-10,17.38,2312017740.0,-0.9999999924827566
2005-02-11,17.62,2277733950.0,-0.9999999922642414
2005-02-14,17.35,2248529240.0,-0.9999999922838451
2005-02-15,17.12,2234561770.0,-0.9999999923385425
2005-02-16,17.01,2218054760.0,-0.9999999923311181
2005-02-17,16.88,2209166370.0,-0.9999999923591087
2005-02-18,16.81,2201547750.0,-0.9999999923644627
2005-02-22,16.75,2205357060.0,-0.999999992404858
2005-02-23,16.78,2197738440.0,-0.9999999923648785
2005-02-24,16.72,2199008210.0,-0.9999999923965722
2005-02-25,16.73,2191389590.0,-0.9999999923655748
2005-02-28,16.67,2188850050.0,-0.9999999923841288
2005-03-01,16.65,2456771520.0,-0.999999993222813
2005-03-02,18.76,2460580830.0,-0.9999999923757839
2005-03-03,18.79,2511371630.0,-0.9999999925180328
2005-03-04,19.19,2524069330.0,-0.9999999923971977
2005-03-07,19.29,2526608870.0,-0.9999999923652607
2005-03-08,19.31,2477087840.0,-0.9999999922045558
2005-03-09,18.92,2482166920.0,-0.9999999923776278
2005-03-10,18.96,2480897150.0,-0.9999999923576034
2005-03-11,18.95,2511371630.0,-0.9999999924543227
2005-03-14,19.19,2499943700.0,-0.9999999923238271
2005-03-15,19.1,2474548300.0,-0.9999999922814196
2005-03-16,18.9,2484706460.0,-0.9999999923934677
2005-03-17,18.98,2454231980.0,-0.9999999922664198
2005-03-18,18.74,2433915660.0,-0.9999999923004728
2005-03-21,18.58,2423757500.0,-0.9999999923342167
2005-03-22,18.5,2407250490.0,-0.9999999923148837
2005-03-23,18.37,2403441180.0,-0.9999999923567924
2005-03-24,18.34,2412329570.0,-0.9999999923973903
2005-03-28,18.41,2327254980.0,-0.9999999920893928
2005-03-29,17.74,2315827050.0,-0.9999999923396697
2005-03-30,17.65,2331064290.0,-0.9999999924283512
2005-03-31,17.77,2283683320.0,-0.9999999922187109
2005-04-01,17.54,2245115920.0,-0.9999999921874858
2005-04-04,17.24,2247687080.0,-0.9999999923298932
2005-04-05,17.26,2281112160.0,-0.9999999924335154
2005-04-06,17.52,2297824700.0,-0.9999999923753975
2005-04-07,17.65,2295253540.0,-0.9999999923102177
2005-04-08,17.63,2310680500.0,-0.999999992370213
2005-04-11,17.75,2324821880.0,-0.9999999923650065
2005-04-12,17.86,2278541000.0,-0.9999999921616508
2005-04-13,17.5,2246401500.0,-0.999999992209763
2005-04-14,17.25,2236116860.0,-0.9999999922857341
2005-04-15,17.17,2200120620.0,-0.9999999921958824
2005-04-18,16.89,2206548520.0,-0.9999999923455116
2005-04-19,16.94,2191121560.0,-0.9999999922687995
2005-04-20,16.82,2245115920.0,-0.999999992508182
2005-04-21,17.24,2227117800.0,-0.9999999922590533
2005-04-22,17.1,2272113100.0,-0.9999999924739662
2005-04-25,17.45,2232260120.0,-0.9999999921828107
2005-04-26,17.14,2257971720.0,-0.9999999924091166
2005-04-27,17.34,2381387400.0,-0.9999999927185304
2005-04-28,18.3,2381387400.0,-0.999999992315404
2005-04-29,18.3,2351819060.0,-0.9999999922187891
2005-05-02,18.07,2329964200.0,-0.9999999922445161
2005-05-03,17.9,2340248840.0,-0.9999999923512407
2005-05-04,17.98,2345391160.0,-0.9999999923339014
2005-05-05,18.02,2336392100.0,-0.9999999922872534
2005-05-06,17.95,2345391160.0,-0.9999999923466923
2005-05-09,18.02,2341534420.0,-0.9999999923041917
2005-05-10,17.99,2336392100.0,-0.9999999923000938
2005-05-11,17.95,2306823760.0,-0.999999992218738
2005-05-12,17.72,2293967960.0,-0.9999999922753934
2005-05-13,17.62,2314537240.0,-0.9999999923872471
2005-05-16,17.78,2306823760.0,-0.9999999922924324
2005-05-17,17.72,2324821880.0,-0.9999999923779107
2005-05-18,17.86,2351819060.0,-0.9999999924058783
2005-05-19,18.07,2346676740.0,-0.999999992299749
2005-05-20,18.03,2335106520.0,-0.9999999922787248
2005-05-23,17.94,2322250720.0,-0.9999999922747359
2005-05-24,17.84,2295253540.0,-0.9999999922274382
2005-05-25,17.63,2322250720.0,-0.9999999924082271
2005-05-26,17.84,2309394920.0,-0.9999999922750328
2005-05-27,17.74,2301681440.0,-0.9999999922925911
2005-05-31,17.68,2277255420.0,-0.9999999922362683
2005-06-01,17.49,2286254480.0,-0.999999992349933
2005-06-02,17.56,2295253540.0,-0.999999992349429
2005-06-03,17.63,2275969840.0,-0.9999999922538516
2005-06-06,17.48,2257971720.0,-0.999999992258539
2005-06-07,17.34,2260542880.0,-0.9999999923292763
2005-06-08,17.36,2230974540.0,-0.9999999922186472
2005-06-09,17.13,2228403380.0,-0.9999999923128818
2005-06-10,17.11,2254114980.0,-0.9999999924094378
2005-06-13,17.31,2246401500.0,-0.9999999922943428
2005-06-14,17.25,2250258240.0,-0.9999999923342131
2005-06-15,17.28,2247687080.0,-0.9999999923120971
2005-06-16,17.26,2256686140.0,-0.999999992351617
2005-06-17,17.33,2274684260.0,-0.9999999923813602
2005-06-20,17.47,2283683320.0,-0.9999999923500776
2005-06-21,17.54,2295253540.0,-0.9999999923581427
2005-06-22,17.63,2337677680.0,-0.9999999924583273
2005-06-23,17.96,2345391160.0,-0.9999999923424288
2005-06-24,18.02,2380101820.0,-0.9999999924288954
2005-06-27,18.29,2417383640.0,-0.9999999924339689
2005-06-28,18.58,2410955740.0,-0.9999999922935127
2005-06-29,18.53,2485519380.0,-0.9999999925448178
2005-06-30,19.11,2506453560.0,-0.9999999923756816
2005-07-01,19.02,2497337600.0,-0.9999999923838891
2005-07-05,18.95,2514267240.0,-0.9999999924630129
2005-07-06,19.08,2503849000.0,-0.9999999923797321
2005-07-07,19.0,2561149320.0,-0.9999999925814556
2005-07-08,19.44,2570265280.0,-0.9999999924365783
2005-07-11,19.51,2532499160.0,-0.9999999922961474
2005-07-12,19.22,2533801440.0,-0.9999999924145595
2005-07-13,19.23,2514267240.0,-0.9999999923516484
2005-07-14,19.08,2509058120.0,-0.9999999923955528
2005-07-15,19.04,2503849000.0,-0.9999999923957076
2005-07-18,19.0,2541615120.0,-0.9999999925244386
2005-07-19,19.29,2570265280.0,-0.9999999924949381
2005-07-20,19.51,2618449640.0,-0.999999992549026
2005-07-21,19.88,2622356480.0,-0.9999999924190323
2005-07-22,19.91,2587194920.0,-0.9999999923044066
2005-07-25,19.64,2557242480.0,-0.9999999923198523
2005-07-26,19.41,2516871800.0,-0.9999999922880458
2005-07-27,19.1,2825512160.0,-0.9999999932401635
2005-07-28,21.47,2781234640.0,-0.9999999922804068
2005-07-29,21.13,2776025520.0,-0.9999999923883985
2005-08-01,21.09,2753886760.0,-0.999999992341733
2005-08-02,20.92,2783839200.0,-0.9999999924851981
2005-08-03,21.15,2774723240.0,-0.9999999923776182
2005-08-04,21.08,2751282200.0,-0.9999999923381179
2005-08-05,20.9,2721329760.0,-0.9999999923199311
2005-08-08,20.67,2700493280.0,-0.9999999923458428
2005-08-09,20.51,2697888720.0,-0.999999992397759
2005-08-10,20.49,2733050280.0,-0.9999999925028822
2005-08-11,20.76,2733050280.0,-0.9999999924040914
2005-08-12,20.76,2710911520.0,-0.9999999923420592
2005-08-15,20.59,2709609240.0,-0.9999999924011184
2005-08-16,20.58,2723934320.0,-0.9999999924447518
2005-08-17,20.69,2751282200.0,-0.9999999924798699
2005-08-18,20.9,2805977960.0,-0.9999999925516164
2005-08-19,21.32,2790350600.0,-0.9999999923593831
2005-08-22,21.2,2777327800.0,-0.9999999923667635
2005-08-23,21.1,2791652880.0,-0.9999999924417537
2005-08-24,21.21,2846348640.0,-0.9999999925483478
2005-08-25,21.63,2833325840.0,-0.9999999923658621
2005-08-26,21.53,2808582520.0,-0.9999999923342113
2005-08-29,21.34,2772118680.0,-0.9999999923019169
2005-08-30,21.06,2796862000.0,-0.9999999924701326
2005-08-31,21.25,2832023560.0,-0.9999999924965314
2005-09-01,21.52,2834628120.0,-0.9999999924081753
2005-09-02,21.54,2843744080.0,-0.9999999924254788
2005-09-06,21.61,2843744080.0,-0.9999999924008633
2005-09-07,21.61,2841139520.0,-0.9999999923938969
2005-09-08,21.59,2842441800.0,-0.999999992404418
2005-09-09,21.6,2888021600.0,-0.9999999925208316
2005-09-12,21.95,2954437880.0,-0.9999999925704988
2005-09-13,22.46,2942717360.0,-0.9999999923675986
2005-09-14,22.37,2959647000.0,-0.9999999924416662
2005-09-15,22.5,2990901720.0,-0.9999999924771851
2005-09-16,22.74,2959647000.0,-0.9999999923166513
2005-09-19,22.5,2955740160.0,-0.9999999923876935
2005-09-20,22.47,2988297160.0,-0.9999999924806675
2005-09-21,22.72,2975274360.0,-0.9999999923637295
2005-09-22,22.62,3022156440.0,-0.9999999925152783
2005-09-23,22.98,2979181200.0,-0.9999999922864712
2005-09-26,22.65,2947926480.0,-0.9999999923166334
2005-09-27,22.41,2949228760.0,-0.9999999924014032
2005-09-28,22.42,2977878920.0,-0.9999999924711512
2005-09-29,22.64,2973972080.0,-0.9999999923872857
2005-09-30,22.61,2974954330.0,-0.9999999923998834
2005-10-03,22.47,2984085060.0,-0.9999999924700538
2005-10-04,22.54,2930605070.0,-0.9999999923087556
2005-10-05,22.13,2924083120.0,-0.9999999924318157
2005-10-06,22.08,2887560200.0,-0.9999999923534062
2005-10-07,21.8,2917561170.0,-0.9999999925280059
2005-10-10,22.03,2904517270.0,-0.9999999924152628
2005-10-11,21.93,2840602160.0,-0.999999992279806
2005-10-12,21.44,2866689960.0,-0.999999992520991
2005-10-13,21.64,2903212880.0,-0.999999992546189
2005-10-14,21.92,2901908490.0,-0.9999999924463504
2005-10-17,21.91,2935822630.0,-0.9999999925370151
2005-10-18,22.17,2982780670.0,-0.9999999925673382
2005-10-19,22.53,2993215790.0,-0.9999999924729783
2005-10-20,22.61,3036260660.0,-0.9999999925533403
2005-10-21,22.94,3072783580.0,-0.9999999925344564
2005-10-24,23.22,3054522120.0,-0.9999999923981562
2005-10-25,23.08,3010172860.0,-0.9999999923326662
2005-10-26,22.74,3130176740.0,-0.9999999927352345
2005-10-27,23.66,3174526000.0,-0.9999999925469188
2005-10-28,24.0,3178439170.0,-0.999999992449124
2005-10-31,24.03,3259311350.0,-0.9999999926272769
2005-11-01,24.65,3394967910.0,-0.9999999927392539
2005-11-02,25.69,3424968880.0,-0.9999999924992019
2005-11-03,25.92,3451056680.0,-0.999999992489257
2005-11-04,26.12,3488883990.0,-0.9999999925133652
2005-11-07,26.41,3488883990.0,-0.9999999924302442
2005-11-08,26.41,3637584450.0,-0.9999999927396874
2005-11-09,27.55,3573669340.0,-0.9999999922908368
2005-11-10,27.06,3524102520.0,-0.9999999923214493
2005-11-11,26.68,3578886900.0,-0.9999999925451681
2005-11-14,27.1,3551494710.0,-0.99999999236941
2005-11-15,26.89,3561929830.0,-0.9999999924507216
2005-11-16,26.97,3572364950.0,-0.9999999924503794
2005-11-17,27.05,3604974700.0,-0.99999999249648
2005-11-18,27.3,3577582510.0,-0.9999999923691487
2005-11-21,27.09,3564538610.0,-0.9999999924001385
2005-11-22,26.99,3556712270.0,-0.9999999924115313
2005-11-23,26.93,3538450810.0,-0.9999999923893248
2005-11-25,26.79,3453665460.0,-0.999999992243024
2005-11-28,26.14,3449752290.0,-0.9999999924226444
2005-11-29,26.11,3359749380.0,-0.999999992228587
2005-11-30,25.42,3379315230.0,-0.9999999924777659
2005-12-01,25.57,3456274240.0,-0.9999999926018602
2005-12-02,26.16,3432795220.0,-0.9999999923793881
2005-12-05,25.98,3466709360.0,-0.9999999925058616
2005-12-06,26.24,3518884960.0,-0.9999999925430924
2005-12-07,26.64,3550190320.0,-0.999999992496177
2005-12-08,26.88,3558016660.0,-0.9999999924452293
2005-12-09,26.94,3584104460.0,-0.999999992483478
2005-12-12,27.14,3580191290.0,-0.9999999924193995
2005-12-13,27.11,3588017630.0,-0.9999999924442957
2005-12-14,27.17,3593235190.0,-0.999999992438569
2005-12-15,27.21,3580191290.0,-0.9999999923998475
2005-12-16,27.11,3524102520.0,-0.9999999923072612
2005-12-19,26.68,3507145450.0,-0.9999999923926737
2005-12-20,26.55,3524102520.0,-0.999999992466167
2005-12-21,26.68,3514971790.0,-0.9999999924096119
2005-12-22,26.61,3512363010.0,-0.9999999924239038
2005-12-23,26.59,3473231310.0,-0.9999999923443049
2005-12-27,26.29,3461491800.0,-0.9999999924050087
2005-12-28,26.2,3451056680.0,-0.9999999924081223
2005-12-29,26.12,3436708390.0,-0.9999999923997043
2005-12-30,26.01,3438787690.0,-0.9999999924362879
2006-01-03,25.91,3458386540.0,-0.999999992508067
2006-01-04,26.06,3460999720.0,-0.9999999924703836
2006-01-05,26.08,3445320640.0,-0.9999999924303127
2006-01-06,25.96,3437481100.0,-0.9999999924479585
2006-01-09,25.9,3429641560.0,-0.9999999924481904
2006-01-10,25.84,3430948150.0,-0.9999999924685542
2006-01-11,25.85,3408736120.0,-0.9999999924165441
2006-01-12,25.68,3410042710.0,-0.9999999924693025
2006-01-13,25.69,3385217500.0,-0.9999999924111228
2006-01-17,25.5,3413962480.0,-0.9999999925306736
2006-01-18,25.72,3411349300.0,-0.9999999924604613
2006-01-19,25.7,3373458190.0,-0.9999999923817049
2006-01-20,25.41,3347326390.0,-0.999999992408867
2006-01-23,25.21,3369538420.0,-0.9999999925182631
2006-01-24,25.38,3396976810.0,-0.9999999925286508
2006-01-25,25.59,3419188840.0,-0.9999999925157688
2006-01-26,25.76,3407429530.0,-0.9999999924400491
2006-01-27,25.67,3410042710.0,-0.999999992472235
2006-01-30,25.69,3408736120.0,-0.9999999924634824
2006-01-31,25.68,3463612900.0,-0.9999999925857765
2006-02-01,26.1,3485824930.0,-0.9999999925125328
2006-02-02,26.27,3492357880.0,-0.9999999924778614
2006-02-03,26.32,3483211750.0,-0.9999999924437554
2006-02-06,26.25,3466226080.0,-0.9999999924269222
2006-02-07,26.12,3413962480.0,-0.9999999923490664
2006-02-08,25.72,3420495430.0,-0.9999999924806214
2006-02-09,25.77,3436174510.0,-0.9999999925003809
2006-02-10,25.89,3411349300.0,-0.9999999924106276
2006-02-13,25.7,3513263320.0,-0.9999999926848637
2006-02-14,26.48,3583819180.0,-0.9999999926112344
2006-02-15,27.02,3595578490.0,-0.9999999924852148
2006-02-16,27.11,3582512590.0,-0.9999999924326853
2006-02-17,27.01,3543314890.0,-0.9999999923771946
2006-02-21,26.71,3658294810.0,-0.9999999926987841
2006-02-22,27.59,3646535500.0,-0.9999999924339144
2006-02-23,27.5,3636082780.0,-0.9999999924369158
2006-02-24,27.42,3617790520.0,-0.9999999924207884
2006-02-27,27.28,3572059870.0,-0.99999999236295
2006-02-28,26.93,3551154430.0,-0.9999999924165506
2006-03-01,26.77,3583819180.0,-0.9999999925303151
2006-03-02,27.02,3417882250.0,-0.99999999209452
2006-03-03,25.75,3455773360.0,-0.9999999925487012
2006-03-06,26.04,3462306310.0,-0.9999999924790016
2006-03-07,26.09,3432254740.0,-0.9999999923985828
2006-03-08,25.86,3402203170.0,-0.999999992399043
2006-03-09,25.63,3427028380.0,-0.9999999925212175
2006-03-10,25.82,3428334970.0,-0.9999999924686472
2006-03-13,25.83,3410042710.0,-0.9999999924253148
2006-03-14,25.69,3424415200.0,-0.9999999924979891
2006-03-15,25.8,3411349300.0,-0.9999999924370102
2006-03-16,25.7,3427028380.0,-0.9999999925007916
2006-03-17,25.82,3385217500.0,-0.9999999923727205
2006-03-20,25.5,3403509760.0,-0.9999999925077341
2006-03-21,25.64,3370845010.0,-0.9999999923935987
2006-03-22,25.39,3366925240.0,-0.9999999924589951
2006-03-23,25.36,3365618650.0,-0.9999999924649812
2006-03-24,25.35,3304208920.0,-0.999999992327967
2006-03-27,24.88,3274157350.0,-0.9999999924010983
2006-03-28,24.65,3280690300.0,-0.9999999924863374
2006-03-29,24.7,3275463940.0,-0.9999999924590836
2006-03-30,24.66,3332953900.0,-0.9999999926011578
2006-03-31,25.1,3337210620.0,-0.9999999924787486
2006-04-03,25.02,3320092090.0,-0.9999999924640645
2006-04-04,24.89,3346428290.0,-0.9999999925622193
2006-04-05,25.09,3330626570.0,-0.9999999924668829
2006-04-06,24.97,3304290370.0,-0.9999999924431581
2006-04-07,24.77,3279270980.0,-0.9999999924464918
2006-04-10,24.58,3242400300.0,-0.9999999924191963
2006-04-11,24.3,3242400300.0,-0.9999999925055522
2006-04-12,24.3,3255568400.0,-0.9999999925358656
2006-04-13,24.4,3254251590.0,-0.9999999925021162
2006-04-17,24.39,3292439080.0,-0.999999992592118
2006-04-18,24.68,3296389510.0,-0.9999999925130207
2006-04-19,24.71,3285855030.0,-0.9999999924798874
2006-04-20,24.63,3288488650.0,-0.9999999925102372
2006-04-21,24.65,3271370120.0,-0.9999999924649309
2006-04-24,24.52,3242400300.0,-0.9999999924377012
2006-04-25,24.3,3237133060.0,-0.9999999924933577
2006-04-26,24.26,3222648150.0,-0.9999999924720295
2006-04-27,24.15,3214747290.0,-0.9999999924877454
2006-04-28,24.09,3189727900.0,-0.9999999924476317
2006-05-01,23.9,3000107260.0,-0.9999999920336181
2006-05-02,22.46,2992206400.0,-0.9999999924938333
2006-05-03,22.4,3044878800.0,-0.9999999926433853
2006-05-04,22.8,3031710700.0,-0.9999999924794936
2006-05-05,22.7,3008008120.0,-0.9999999924534778
2006-05-08,22.52,3039611560.0,-0.9999999925911586
2006-05-09,22.76,3096234390.0,-0.9999999926491353
2006-05-10,23.19,3173926180.0,-0.9999999926935919
2006-05-11,23.78,3181827040.0,-0.9999999925263066
2006-05-12,23.84,3185777470.0,-0.9999999925167403
2006-05-15,23.87,3148906790.0,-0.9999999924195915
2006-05-16,23.59,3110719300.0,-0.9999999924165449
2006-05-17,23.3,3158124460.0,-0.9999999926222034
2006-05-18,23.66,3154174030.0,-0.9999999924988286
2006-05-19,23.63,3112036110.0,-0.9999999924069004
2006-05-22,23.31,3068581380.0,-0.9999999924036559
2006-05-23,22.98,3030393890.0,-0.9999999924168274
2006-05-24,22.69,3027760270.0,-0.9999999925060117
2006-05-25,22.67,3079115860.0,-0.999999992637497
2006-05-26,23.06,3072531810.0,-0.9999999924947889
2006-05-30,23.01,3039611560.0,-0.9999999924299537
2006-05-31,22.76,3069898190.0,-0.9999999925860733
2006-06-01,22.99,3023809840.0,-0.9999999923970087
2006-06-02,22.64,2943484430.0,-0.9999999923084356
2006-06-05,22.03,2940850810.0,-0.9999999925089705
2006-06-06,22.01,2961919770.0,-0.9999999925690087
2006-06-07,22.17,2943484430.0,-0.9999999924681103
2006-06-08,22.03,2950068480.0,-0.9999999925323767
2006-06-09,22.08,2894762460.0,-0.9999999923724311
2006-06-12,21.66,2871059880.0,-0.9999999924557478
2006-06-13,21.48,2856574970.0,-0.9999999924805054
2006-06-14,21.37,2963236580.0,-0.999999992788291
2006-06-15,22.18,2948751670.0,-0.999999992478173
2006-06-16,22.07,2960602960.0,-0.9999999925454375
2006-06-19,22.16,2972454250.0,-0.999999992544881
2006-06-20,22.25,3058046900.0,-0.9999999927241142
2006-06-21,22.9,3013275360.0,-0.9999999924002962
2006-06-22,22.56,3042245180.0,-0.9999999925844241
2006-06-23,22.78,3055413280.0,-0.9999999925443801
2006-06-26,22.88,3042245180.0,-0.9999999924792387
2006-06-27,22.78,3051462850.0,-0.999999992534728
2006-06-28,22.85,3068581380.0,-0.9999999925535623
2006-06-29,22.98,3075165430.0,-0.9999999925272313
2006-06-30,23.03,3094873850.0,-0.9999999925586628
2006-07-03,23.17,3056650400.0,-0.999999992419807
2006-07-05,22.88,3005246450.0,-0.9999999923866477
2006-07-06,22.49,2980203500.0,-0.9999999924535354
2006-07-07,22.3,2968341050.0,-0.9999999924873861
2006-07-10,22.21,2967023000.0,-0.9999999925143822
2006-07-11,22.2,2947252250.0,-0.9999999924675602
