date,CCL,dcf,Deviation
2011-04-29,38.07,38.63564231738035,-0.014640427425374969
2011-05-02,38.05,39.39564231738035,-0.034157136125349874
2011-05-03,38.81,39.48564231738035,-0.01711108842929865
2011-05-04,38.9,41.52564231738035,-0.06322942092773853
2011-05-05,40.94,40.765642317380355,0.004277074337801112
2011-05-06,40.18,40.195642317380354,-0.00038915455702492885
2011-05-09,39.61,41.18564231738035,-0.0382570776786314
2011-05-10,40.6,40.92564231738035,-0.00795692624333122
2011-05-11,40.34,41.92564231738035,-0.037820346445187725
2011-05-12,41.34,41.60564231738035,-0.006384766646647333
2011-05-13,41.02,40.405642317380355,0.015204749816720042
2011-05-16,39.82,40.95564231738035,-0.02772859252407378
2011-05-17,40.37,40.805642317380354,-0.010676031368211159
2011-05-18,40.22,40.725642317380355,-0.012415821792074344
2011-05-19,40.14,40.14564231738035,-0.00014054619766057375
2011-05-20,39.56,39.375642317380354,0.0046820234990370135
2011-05-23,38.79,38.63564231738035,0.003995214609133324
2011-05-24,38.05,38.78564231738035,-0.018966872105936505
2011-05-25,38.2,38.66564231738035,-0.012042792760513454
2011-05-26,38.08,38.98564231738035,-0.0232301499615567
2011-05-27,38.4,39.39564231738035,-0.025272904788789297
2011-05-31,38.81,37.872395964691044,0.024756924177258277
2011-06-01,37.17,38.27239596469105,-0.028803944380907942
2011-06-02,37.57,37.35239596469105,0.005825704876191828
2011-06-03,36.65,37.13239596469105,-0.012991242610623788
2011-06-06,36.43,37.49239596469105,-0.02833630493211403
2011-06-07,36.79,36.332395964691045,0.01259493141475354
2011-06-08,35.63,36.692395964691045,-0.028954118060684375
2011-06-09,35.99,36.50239596469105,-0.014037324157753606
2011-06-10,35.8,35.972395964691046,-0.004792451547021348
2011-06-13,35.27,36.59239596469104,-0.03613854544990858
2011-06-14,35.89,35.50239596469105,0.010917686673723281
2011-06-15,34.8,35.46239596469105,-0.018678827153996602
2011-06-16,34.76,35.972395964691046,-0.03370350882051565
2011-06-17,35.27,36.43239596469105,-0.031905559157229035
2011-06-20,35.73,37.942395964691045,-0.058309337310956555
2011-06-21,37.24,37.06239596469105,0.004792027894746864
2011-06-22,36.36,38.34239596469104,-0.051702454028084266
2011-06-23,37.64,38.00239596469105,-0.009536134643398753
2011-06-24,37.3,38.152395964691046,-0.022341872460117984
2011-06-27,37.45,38.512395964691045,-0.02758581848984598
2011-06-28,37.81,38.082395964691045,-0.007152805326208989
2011-06-29,37.38,38.332395964691045,-0.024845719677119016
2011-06-30,37.63,39.49239596469105,-0.04715834325058821
2011-07-01,38.79,39.03239596469105,-0.006210122609698887
2011-07-05,38.33,38.56239596469105,-0.006026491842048398
2011-07-06,37.86,38.802395964691044,-0.024287056024803078
2011-07-07,38.1,38.082395964691045,0.0004622617580385402
2011-07-08,37.38,37.09239596469104,0.007753719538169834
2011-07-11,36.39,36.53239596469105,-0.003897799772800914
2011-07-12,35.83,36.71239596469105,-0.02403536847716814
2011-07-13,36.01,36.012395964691045,-6.653166574632774e-05
2011-07-14,35.31,35.89239596469105,-0.01622616571108748
2011-07-15,35.19,35.43239596469105,-0.006841083084886512
2011-07-18,34.73,36.372395964691044,-0.04515501168208502
2011-07-19,35.67,36.122395964691044,-0.012523974465405097
2011-07-20,35.42,36.982395964691044,-0.042247018451231244
2011-07-21,36.28,37.25239596469105,-0.026102910685602887
2011-07-22,36.55,36.84239596469104,-0.007936399276835093
2011-07-25,36.14,36.762395964691045,-0.016930233962139773
2011-07-26,36.06,35.67239596469105,0.010865657459415035
2011-07-27,34.97,34.57239596469105,0.011500621354534557
2011-07-28,33.87,34.00239596469105,-0.0038937245724840475
2011-07-29,33.3,33.512395964691045,-0.006337832869808269
2011-08-01,32.81,32.472395964691046,0.010396646914383911
2011-08-02,31.77,32.93239596469105,-0.035296428657584644
2011-08-03,32.23,32.192395964691045,0.0011681030312311602
2011-08-04,31.49,32.92239596469105,-0.04350825396266056
2011-08-05,32.22,31.232395964691047,0.031621142240430666
2011-08-08,30.53,32.542395964691046,-0.061839207133811636
2011-08-09,31.84,30.122395964691048,0.05702083052497864
2011-08-10,29.42,31.522395964691047,-0.06669530980595473
2011-08-11,30.82,31.802395964691048,-0.030890627416304217
2011-08-12,31.1,32.232395964691044,-0.03513223050286196
2011-08-15,31.53,32.17239596469105,-0.019967302571933798
2011-08-16,31.47,32.122395964691044,-0.020309691886251535
2011-08-17,31.42,30.732395964691047,0.022373915658868704
2011-08-18,30.03,30.222395964691046,-0.0063660063522369414
2011-08-19,29.52,30.542395964691046,-0.03347464835021463
2011-08-22,29.84,31.582395964691045,-0.055169847361771884
2011-08-23,30.88,32.25239596469105,-0.042551752316122626
2011-08-24,31.55,30.962395964691048,0.018977989816390428
2011-08-25,30.26,31.612395964691046,-0.042780558809954905
2011-08-26,30.91,33.652395964691046,-0.081491848829083
2011-08-29,32.95,33.38239596469105,-0.012952813966630727
2011-08-30,32.68,33.732395964691044,-0.031198375762949815
2011-08-31,33.03,32.5022446406053,0.01623750498559029
2011-09-01,31.96,31.402244640605296,0.017761639837474696
2011-09-02,30.86,31.012244640605296,-0.004909178370338219
2011-09-06,30.47,32.372244640605295,-0.05876159227523148
2011-09-07,31.83,32.152244640605296,-0.010022461703912633
2011-09-08,31.61,31.222244640605297,0.012419201881802566
2011-09-09,30.68,32.0322446406053,-0.042215107176446276
2011-09-12,31.49,32.7922446406053,-0.039711970158724075
2011-09-13,32.25,33.4922446406053,-0.037090516145914854
2011-09-14,32.95,33.8622446406053,-0.026939875081742004
2011-09-15,33.32,34.06224464060529,-0.021790831709325165
2011-09-16,33.52,32.7922446406053,0.02219291077420049
2011-09-19,32.25,34.4222446406053,-0.06310583935722969
2011-09-20,33.88,33.302244640605295,0.0173488413657934
2011-09-21,32.76,31.812244640605297,0.02979215613679087
2011-09-22,31.27,31.862244640605297,-0.018587662209163414
2011-09-23,31.32,32.6322446406053,-0.04021312830476986
2011-09-26,32.09,32.7922446406053,-0.02141496101598772
2011-09-27,32.25,31.772244640605297,0.01503687777803786
2011-09-28,31.23,32.6122446406053,-0.04238422273100062
2011-09-29,32.07,30.842244640605298,0.03980758773238913
2011-09-30,30.3,30.152244640605296,0.004900310446397826
2011-10-03,29.61,31.202244640605297,-0.051029810801919595
2011-10-04,30.66,31.292244640605297,-0.020204515459555372
2011-10-05,30.75,32.372244640605295,-0.05011220749797729
2011-10-06,31.83,32.152244640605296,-0.010022461703912633
2011-10-07,31.61,33.4722446406053,-0.055635487270136674
2011-10-10,32.93,33.442244640605296,-0.015317292427893259
2011-10-11,32.9,33.9622446406053,-0.03127722127457022
2011-10-12,33.42,34.2222446406053,-0.023442198167604067
2011-10-13,33.68,34.5722446406053,-0.02580812006511579
2011-10-14,34.03,33.772244640605294,0.007632165470127017
2011-10-17,33.23,34.802244640605295,-0.04517652975667241
2011-10-18,34.26,34.272244640605294,-0.0003572757119849612
2011-10-19,33.73,34.442244640605296,-0.02067939090606208
2011-10-20,33.9,35.622244640605295,-0.048347448567071294
2011-10-21,35.08,36.482244640605295,-0.038436358684042604
2011-10-24,35.94,35.6822446406053,0.007223630743828924
2011-10-25,35.14,36.342244640605294,-0.03308118836616991
2011-10-26,35.8,37.332244640605296,-0.04104346404445014
2011-10-27,36.79,36.662244640605294,0.0034846573265514547
2011-10-28,36.12,35.7522446406053,0.010286217357581728
2011-10-31,35.21,33.802244640605295,0.041646801103368825
2011-11-01,33.26,34.4622446406053,-0.03488584835790853
2011-11-02,33.92,34.9222446406053,-0.028699319042051252
2011-11-03,34.38,34.622244640605295,-0.006996791892608378
2011-11-04,34.08,34.4922446406053,-0.011951806700338463
2011-11-07,33.95,34.942244640605296,-0.0283967057872474
2011-11-08,34.4,33.0722446406053,0.04014711955064931
2011-11-09,32.53,33.482244640605295,-0.028440286809518933
2011-11-10,32.94,34.012244640605296,-0.03152525368246961
2011-11-11,33.47,33.7222446406053,-0.00748006674210433
2011-11-14,33.18,33.582244640605296,-0.011977896204083072
2011-11-15,33.04,32.372244640605295,0.020627403715994364
2011-11-16,31.83,31.592244640605298,0.0075257507688806236
2011-11-17,31.05,32.762244640605296,-0.05226273899692302
2011-11-18,32.22,32.652244640605296,-0.013237823168449903
2011-11-21,32.11,32.082244640605296,0.0008651314677519117
2011-11-22,31.54,31.012244640605296,0.01701764465973854
2011-11-23,30.47,31.012244640605296,-0.01748485628464702
2011-11-25,30.47,32.2922446406053,-0.056429791762259485
2011-11-28,31.75,32.592244640605294,-0.025841872810318134
2011-11-29,32.05,33.7422446406053,-0.0501521063174577
2011-11-30,33.2,33.61034220532319,-0.012208807718065984
2011-12-01,33.04,34.00034220532319,-0.028245074697302308
2011-12-02,33.43,34.7303422053232,-0.03744109970571763
2011-12-05,34.16,34.68034220532319,-0.015003952447831592
2011-12-06,34.11,34.89034220532319,-0.022365564680650762
2011-12-07,34.32,34.00034220532319,0.009401605217572273
2011-12-08,33.43,34.57034220532319,-0.0329861416630004
2011-12-09,34.0,34.50034220532319,-0.01450252876755509
2011-12-12,33.93,34.29034220532319,-0.010508562532433818
2011-12-13,33.72,33.490342205323195,0.006857433503331123
2011-12-14,32.92,33.64034220532319,-0.02141304630394647
2011-12-15,33.07,34.44034220532319,-0.03978886728690478
2011-12-16,33.87,33.37034220532319,0.01497310970329524
2011-12-19,32.8,33.32034220532319,-0.01561635238068071
2011-12-20,32.75,33.350342205323194,-0.018001080817316772
2011-12-21,32.78,33.210342205323194,-0.012958078018666552
2011-12-22,32.64,33.76034220532319,-0.03318515548537715
2011-12-23,33.19,33.89034220532319,-0.020664949355784112
2011-12-27,33.32,33.060342205323195,0.007854056472379689
2011-12-28,32.49,33.44034220532319,-0.028419033498165214
2011-12-29,32.87,33.210342205323194,-0.010248078843001052
2011-12-30,32.64,33.530342205323194,-0.026553328918362373
2012-01-03,32.96,33.79034220532319,-0.024573358869161788
2012-01-04,33.22,33.840342205323196,-0.01833144007703369
2012-01-05,33.27,33.4803422053232,-0.006282558404966054
2012-01-06,32.91,33.65034220532319,-0.022001030503816965
2012-01-09,33.08,34.0503422053232,-0.02849728203822577
2012-01-10,33.48,34.93034220532319,-0.04152098473006571
2012-01-11,34.36,35.710342205323194,-0.03781375707796786
2012-01-12,35.14,34.850342205323194,0.008311476339895485
2012-01-13,34.28,30.170342205323195,0.13621515350103341
2012-01-17,29.6,31.120342205323194,-0.048853646765591674
2012-01-18,30.55,32.4803422053232,-0.05943109198544194
2012-01-19,31.91,32.130342205323196,-0.006857760926265222
2012-01-20,31.56,32.08034220532319,-0.016219970535004125
2012-01-23,31.51,32.350342205323194,-0.025976300342965608
2012-01-24,31.78,31.720342205323195,0.0018807424677402818
2012-01-25,31.15,31.050342205323194,0.0032095554379982794
2012-01-26,30.48,31.050342205323194,-0.018368306589078953
2012-01-27,30.48,30.700342205323192,-0.007177190529328525
2012-01-30,30.13,30.770342205323193,-0.020810369967624753
2012-01-31,30.2,31.480342205323193,-0.04067116542039029
2012-02-01,30.91,31.730342205323193,-0.02585355682629764
2012-02-02,31.16,32.57034220532319,-0.043301424235348995
2012-02-03,32.0,32.54034220532319,-0.016605301871558065
2012-02-06,31.97,32.36034220532319,-0.012062363334927384
2012-02-07,31.79,32.57034220532319,-0.023958673826756982
2012-02-08,32.0,32.54034220532319,-0.016605301871558065
2012-02-09,31.97,31.620342205323194,0.011058001599297818
2012-02-10,31.05,31.100342205323194,-0.0016187026171877728
2012-02-13,30.53,31.010342205323195,-0.015489742168686482
2012-02-14,30.44,30.830342205323195,-0.012660975435290434
2012-02-15,30.26,31.160342205323193,-0.02889384844975751
2012-02-16,30.59,31.540342205323196,-0.030131004893244384
2012-02-17,30.97,31.310342205323195,-0.010869961212539359
2012-02-21,30.74,30.670342205323195,0.0022711776155113217
2012-02-22,30.1,30.730342205323193,-0.020512046403895923
2012-02-23,30.16,30.540342205323196,-0.012453763705925436
2012-02-24,29.97,30.530342205323194,-0.018353616921643834
2012-02-27,29.96,30.580342205323195,-0.020285652827495504
2012-02-28,30.01,30.860342205323192,-0.027554529358929547
2012-02-29,30.29,31.105398457583547,-0.026214049586776866
2012-03-01,30.5,31.175398457583547,-0.02166446913268738
2012-03-02,30.57,30.925398457583547,-0.011492122181416708
2012-03-05,30.32,30.085398457583548,0.007797853923962705
2012-03-06,29.48,31.035398457583547,-0.05011691600187862
2012-03-07,30.43,31.555398457583546,-0.035664213180394366
2012-03-08,30.95,31.175398457583547,-0.0072300104805467225
2012-03-09,30.57,31.485398457583546,-0.02907374536856344
2012-03-12,30.88,32.645398457583546,-0.0540780183730134
2012-03-13,32.04,32.53539845758355,-0.015226445074259631
2012-03-14,31.93,32.99539845758355,-0.03228930418746556
2012-03-15,32.39,32.92539845758355,-0.016260956060206166
2012-03-16,32.32,33.435398457583545,-0.033359807540458974
2012-03-19,32.83,33.085398457583544,-0.007719370764446842
2012-03-20,32.48,32.67539845758355,-0.005979986987372232
2012-03-21,32.07,32.46539845758355,-0.012179072993671713
2012-03-22,31.86,32.51539845758355,-0.020156556237147738
2012-03-23,31.91,33.20539845758355,-0.039011682369608836
2012-03-26,32.6,33.06539845758355,-0.014075089951828712
2012-03-27,32.46,33.02539845758355,-0.017120110096770613
2012-03-28,32.42,32.645398457583546,-0.006904448045760736
2012-03-29,32.04,32.685398457583545,-0.019745772976305975
2012-03-30,32.08,32.295398457583545,-0.006669633070681802
2012-04-02,31.69,32.27539845758355,-0.01813760590292579
2012-04-03,31.67,31.315398457583548,0.011323551986629043
2012-04-04,30.71,31.285398457583547,-0.018391917186660334
2012-04-05,30.68,31.625398457583547,-0.029893645730710072
2012-04-09,31.02,31.09539845758355,-0.0024247464680794417
2012-04-10,30.49,31.855398457583547,-0.04286238828252675
2012-04-11,31.25,32.045398457583545,-0.024820988218834716
2012-04-12,31.44,31.825398457583546,-0.012109776350395118
2012-04-13,31.22,32.045398457583545,-0.025757160070144614
2012-04-16,31.44,32.53539845758355,-0.033667897413692915
2012-04-17,31.93,32.63539845758355,-0.021614519537745513
2012-04-18,32.03,33.20539845758355,-0.03539781216855442
2012-04-19,32.6,32.28539845758355,0.009744390884002252
2012-04-20,31.68,32.075398457583546,-0.012327156531084738
2012-04-23,31.47,32.56539845758355,-0.03363688176609614
2012-04-24,31.96,32.69539845758355,-0.022492414598879962
2012-04-25,32.09,33.185398457583545,-0.03300844674152825
2012-04-26,32.58,33.44539845758355,-0.02587496329819705
2012-04-27,32.84,33.09539845758355,-0.00771703830400694
2012-04-30,32.49,33.615398457583545,-0.03347865886532886
2012-05-01,33.01,33.66539845758355,-0.019468014270180523
2012-05-02,33.06,33.145398457583546,-0.0025764800411987032
2012-05-03,32.54,32.865398457583545,-0.009900943632358827
2012-05-04,32.26,32.59539845758355,-0.010289748659462084
2012-05-07,31.99,32.44539845758355,-0.01403584111253564
2012-05-08,31.84,31.945398457583547,-0.0032993314427895992
2012-05-09,31.34,31.975398457583548,-0.019871478956749344
2012-05-10,31.37,32.06539845758355,-0.02168688028322574
2012-05-11,31.46,32.23539845758355,-0.02405425385399984
2012-05-14,31.63,32.52539845758355,-0.02752920794348579
2012-05-15,31.92,32.365398457583545,-0.013761562619637124
2012-05-16,31.76,32.185398457583545,-0.013217125714449884
2012-05-17,31.58,31.465398457583547,0.003642144960310567
2012-05-18,30.86,32.34539845758355,-0.045923022390076285
2012-05-21,31.74,32.63539845758355,-0.027436418732478596
2012-05-22,32.03,32.45539845758355,-0.013107171003908902
2012-05-23,31.85,32.765398457583544,-0.02793796201711296
2012-05-24,32.16,32.55539845758355,-0.012145403721558479
2012-05-25,31.95,32.865398457583545,-0.027852954795754892
2012-05-29,32.26,32.52539845758355,-0.008159729631895485
2012-05-30,31.92,32.69539845758355,-0.02371582834781749
2012-05-31,32.09,32.23681233933162,-0.004554182894581538
2012-06-01,31.08,32.17681233933162,-0.03408704155541609
2012-06-04,31.02,32.23681233933162,-0.03774605027703093
2012-06-05,31.08,32.97681233933162,-0.057519578296816976
2012-06-06,31.82,33.30681233933162,-0.04463988700521371
2012-06-07,32.15,34.18681233933162,-0.05957889021984897
2012-06-08,33.03,33.87681233933162,-0.024996812889282793
2012-06-11,32.72,34.97681233933162,-0.06452309940188072
2012-06-12,33.82,34.73681233933162,-0.026393105112110016
2012-06-13,33.58,35.71681233933162,-0.059826513044629825
2012-06-14,34.56,35.91681233933162,-0.03777652444523327
2012-06-15,34.76,35.87681233933162,-0.031129084957953967
2012-06-18,34.72,36.26681233933162,-0.04265090421674844
2012-06-19,35.11,36.49681233933162,-0.03799817711304854
2012-06-20,35.34,35.73681233933162,-0.011103741866055894
2012-06-21,34.58,34.81681233933162,-0.006801666304875997
2012-06-22,33.66,34.65681233933162,-0.02876237807365667
2012-06-25,33.5,34.88681233933162,-0.03975176424382343
2012-06-26,33.73,34.90681233933162,-0.03371297063426326
2012-06-27,33.75,34.89681233933162,-0.0328629540194153
2012-06-28,33.74,35.42681233933162,-0.04761400272693683
2012-06-29,34.27,35.57681233933162,-0.03673213684428045
2012-07-02,34.42,35.44681233933162,-0.02896769191830184
2012-07-03,34.29,35.14681233933162,-0.02437809526108259
2012-07-05,33.99,34.83681233933162,-0.024307974308417135
2012-07-06,33.68,34.45681233933162,-0.022544521288897834
2012-07-09,33.3,34.09681233933162,-0.023369115312063315
2012-07-10,32.94,33.96681233933162,-0.030229870529906333
2012-07-11,32.81,33.25681233933162,-0.01343521245429724
2012-07-12,32.1,33.59681233933162,-0.04455221299609158
2012-07-13,32.44,33.61681233933162,-0.035006660579615656
2012-07-16,32.46,33.94681233933162,-0.043798290233247106
2012-07-17,32.79,34.09681233933162,-0.03832652525773439
2012-07-18,32.94,34.55681233933162,-0.046787079880380444
2012-07-19,33.4,34.06681233933162,-0.019573664030836158
2012-07-20,32.91,33.43681233933162,-0.015755459401610827
2012-07-23,32.28,33.03681233933162,-0.02290815262556678
2012-07-24,31.88,33.57681233933162,-0.05053524206477411
2012-07-25,32.42,33.87681233933162,-0.043003229605526716
2012-07-26,32.72,34.95681233933162,-0.0639878807489227
2012-07-27,33.8,34.90681233933162,-0.031707631409371384
2012-07-30,33.75,34.43681233933162,-0.01994413224325009
2012-07-31,33.28,34.76681233933162,-0.04276527640267991
2012-08-01,33.61,34.18681233933162,-0.01687236392812208
2012-08-02,33.03,35.18681233933162,-0.061296042350524105
2012-08-03,34.03,35.33681233933162,-0.0369816135870602
2012-08-06,34.18,35.58681233933162,-0.039531844715880116
2012-08-07,34.43,35.25681233933162,-0.023451137084484652
2012-08-08,34.1,35.16681233933162,-0.030335770243766547
2012-08-09,34.01,35.20681233933162,-0.033993771654089566
2012-08-10,34.05,35.14681233933162,-0.03120659503178369
2012-08-13,33.99,35.14681233933162,-0.0329137199744588
2012-08-14,33.99,34.83681233933162,-0.024307974308417135
2012-08-15,33.68,35.15681233933162,-0.04200643463000886
2012-08-16,34.0,35.296812339331616,-0.036740211180106064
2012-08-17,34.14,35.40681233933162,-0.035778774072931285
2012-08-20,34.25,35.75681233933162,-0.04214056681093359
2012-08-21,34.6,35.24681233933162,-0.018350945699842636
2012-08-22,34.09,34.46681233933162,-0.0109326135420309
2012-08-23,33.31,34.42681233933162,-0.032440190172811634
2012-08-24,33.27,35.11681233933162,-0.05259054613174963
2012-08-27,33.96,36.13681233933162,-0.06023808405929476
2012-08-28,34.98,36.33681233933162,-0.03733988349503592
2012-08-29,35.18,36.18681233933162,-0.027822631346760218
2012-08-30,35.03,35.83681233933162,-0.022513507387098897
2012-08-31,34.68,35.51913992297818,-0.023625006821612726
2012-09-04,34.79,35.449139922978176,-0.018593960937002052
2012-09-05,34.72,36.65913992297818,-0.05289649258145068
2012-09-06,35.93,37.779139922978175,-0.04894605665317131
2012-09-07,37.05,37.24913992297818,-0.005346161639972258
2012-09-10,36.52,37.61913992297818,-0.02921757183254492
2012-09-11,36.89,37.57913992297818,-0.018338363368364252
2012-09-12,36.85,38.54913992297818,-0.044077245987150016
2012-09-13,37.82,38.68913992297818,-0.022464700034905194
2012-09-14,37.96,38.36913992297818,-0.010663254996058802
2012-09-17,37.64,38.319139922978174,-0.017723255906663127
2012-09-18,37.59,38.43913992297818,-0.022090502666803347
2012-09-19,37.71,38.32913992297818,-0.01615324330841572
2012-09-20,37.6,38.11913992297818,-0.013618878181069327
2012-09-21,37.39,37.72913992297818,-0.008988806097104507
2012-09-24,37.0,37.809139922978176,-0.021400643458869828
2012-09-25,37.08,37.489139922978175,-0.010913558535052048
2012-09-26,36.76,37.22913992297818,-0.012601417168077611
2012-09-27,36.5,37.15913992297818,-0.017738298688947385
2012-09-28,36.43,36.74913992297818,-0.00868428277905442
2012-10-01,36.02,36.879139922978176,-0.023296094344187
2012-10-02,36.15,37.29913992297818,-0.030808751229951303
2012-10-03,36.57,37.599139922978175,-0.027371368735730872
2012-10-04,36.87,37.85913992297818,-0.026126846119339242
2012-10-05,37.13,37.879139922978176,-0.019777110158821998
2012-10-08,37.15,37.60913992297818,-0.012208200557589977
2012-10-09,36.88,37.35913992297818,-0.0128252396593177
2012-10-10,36.63,37.599139922978175,-0.025775587552360424
2012-10-11,36.87,37.489139922978175,-0.016515180776358385
2012-10-12,36.76,38.00913992297818,-0.032864198598269834
2012-10-15,37.28,38.529139922978175,-0.032420654223667356
2012-10-16,37.8,39.28913992297818,-0.03790207487100683
2012-10-17,38.56,39.53913992297818,-0.02476381440986153
2012-10-18,38.81,38.919139922978175,-0.002804273763350462
2012-10-19,38.19,39.17913992297818,-0.025246596145875655
2012-10-22,38.45,38.46913992297818,-0.0004975396646895724
2012-10-23,37.74,38.49913992297818,-0.019718360578883654
2012-10-24,37.77,39.389139922978174,-0.04110625228538245
2012-10-25,38.66,38.57913992297818,0.0020959533360063176
2012-10-26,37.85,38.599139922978175,-0.0194082024747968
2012-10-31,37.87,39.57913992297818,-0.04318284647681081
2012-11-01,38.85,39.47913992297818,-0.015936008844306015
2012-11-02,38.75,39.389139922978174,-0.01622629801584785
2012-11-05,38.66,39.699139922978176,-0.02617537621707311
2012-11-06,38.97,39.379139922978176,-0.0103897627977253
2012-11-07,38.65,38.99913992297818,-0.008952503149241786
2012-11-08,38.27,39.889139922978174,-0.040590996098300525
2012-11-09,39.16,39.18913992297818,-0.0007435713831804858
2012-11-12,38.46,39.139139922978174,-0.017351937838047782
2012-11-13,38.41,38.559139922978176,-0.0038678228631677802
2012-11-14,37.83,38.11913992297818,-0.007585163872070644
2012-11-15,37.39,37.97913992297818,-0.01551219759512601
2012-11-16,37.25,38.96913992297818,-0.044115418671698436
2012-11-19,38.24,38.90913992297818,-0.017197499721216092
2012-11-20,38.18,39.029139922978175,-0.02175656252364011
2012-11-21,38.3,39.809139922978176,-0.03790938276732503
2012-11-23,39.08,39.209139922978174,-0.0032936178460394316
2012-11-26,38.48,38.849139922978175,-0.009501881475626806
2012-11-27,38.12,39.389139922978174,-0.03222055433197735
2012-11-28,38.66,39.32913992297818,-0.017013845822426266
2012-11-29,38.6,39.389139922978174,-0.020034454281592895
2012-11-30,38.66,38.976919127086006,-0.00813094349639798
2012-12-03,38.38,38.376919127086005,8.027931850906889e-05
2012-12-04,37.78,37.806919127086005,-0.0007120158877669258
2012-12-05,37.21,38.156919127086006,-0.024816446105939027
2012-12-06,37.56,38.50691912708601,-0.024590882588161556
2012-12-07,37.91,38.46691912708601,-0.01447787188898797
2012-12-10,37.87,38.446919127086005,-0.015005600973617805
2012-12-11,37.85,38.46691912708601,-0.0160376536797201
2012-12-12,37.87,38.306919127086005,-0.011405749588905723
2012-12-13,37.71,38.31691912708601,-0.01583945528274433
2012-12-14,37.72,39.196919127086005,-0.03767946971284841
2012-12-17,38.6,39.91691912708601,-0.03299150224728642
2012-12-18,39.32,39.656919127086006,-0.008495847244368693
2012-12-19,39.06,37.586919127086006,0.039191317275388604
2012-12-20,36.99,37.61691912708601,-0.016665881779632352
2012-12-21,37.02,37.67691912708601,-0.017435585029396572
2012-12-24,37.08,37.196919127086005,-0.0031432476083985694
2012-12-26,36.6,37.29691912708601,-0.01868570228847355
2012-12-27,36.7,36.626919127086005,0.001995277644303739
2012-12-28,36.03,37.36691912708601,-0.035778147043354136
2012-12-31,36.77,38.09691912708601,-0.03483009013562466
2013-01-02,37.5,37.626919127086005,-0.0033730937857902044
2013-01-03,37.03,37.656919127086006,-0.016648178916874645
2013-01-04,37.06,37.53691912708601,-0.012705334859031359
2013-01-07,36.94,37.59691912708601,-0.017472685058727233
2013-01-08,37.0,37.696919127086005,-0.018487429297246005
2013-01-09,37.1,37.736919127086004,-0.016877878264016766
2013-01-10,37.14,37.626919127086005,-0.01294071208544667
2013-01-11,37.03,37.96691912708601,-0.024677249264020484
2013-01-14,37.37,38.24691912708601,-0.022927836989227957
2013-01-15,37.65,38.41691912708601,-0.01996305649989749
2013-01-16,37.82,38.78691912708601,-0.024929000519940292
2013-01-17,38.19,39.17691912708601,-0.02519134094961739
2013-01-18,38.58,39.02691912708601,-0.011451560540320371
2013-01-22,38.43,39.266919127086005,-0.02131359285859291
2013-01-23,38.67,39.49691912708601,-0.0209362944088195
2013-01-24,38.9,39.71691912708601,-0.020568542199157935
2013-01-25,39.12,39.626919127086005,-0.012792292165340613
2013-01-28,39.03,39.31691912708601,-0.007297599442076974
2013-01-29,38.72,39.486919127086004,-0.01942210595406868
2013-01-30,38.89,39.31691912708601,-0.010858407437929096
2013-01-31,38.72,39.74691912708601,-0.025836445934402152
2013-02-01,39.15,39.086919127086006,0.001613861473934275
2013-02-04,38.49,39.156919127086006,-0.01703196119494177
2013-02-05,38.56,39.39691912708601,-0.02124326332184212
2013-02-06,38.8,39.57691912708601,-0.01963061158427304
2013-02-07,38.98,39.60691912708601,-0.015828525442093233
2013-02-08,39.01,39.31691912708601,-0.007806286298627341
2013-02-11,38.72,39.61691912708601,-0.022639800036161506
2013-02-12,39.02,38.056919127086005,0.025306327863743316
2013-02-13,37.46,37.946919127086005,-0.012831585232395026
2013-02-14,37.35,37.516919127086005,-0.004449169360644323
2013-02-15,36.92,37.10691912708601,-0.005037311948368317
2013-02-19,36.51,36.02691912708601,0.013408886594213243
2013-02-20,35.43,35.95691912708601,-0.014654178941851725
2013-02-21,35.36,35.586919127086006,-0.006376475757163602
2013-02-22,34.99,35.02691912708601,-0.0010540215356097393
2013-02-25,34.43,35.226919127086006,-0.022622447458746198
2013-02-26,34.63,36.14691912708601,-0.041965378065909054
2013-02-27,35.55,36.36691912708601,-0.022463248102794875
2013-02-28,35.77,36.46182519280206,-0.01897395945331426
2013-03-01,35.85,36.75182519280206,-0.024538242334116278
2013-03-04,36.14,36.811825192802054,-0.018250254891827966
2013-03-05,36.2,36.75182519280206,-0.01501490578786635
2013-03-06,36.14,36.85182519280205,-0.01931587347649444
2013-03-07,36.24,36.28182519280206,-0.0011527863490824464
2013-03-08,35.67,36.25182519280206,-0.016049542049473953
2013-03-11,35.64,35.951825192802055,-0.008673417583941911
2013-03-12,35.34,36.32182519280206,-0.0270312735549596
2013-03-13,35.71,36.341825192802055,-0.01738562082256656
2013-03-14,35.73,35.561825192802054,0.0047290825565382555
2013-03-15,34.95,34.53182519280206,0.012109837949866309
2013-03-18,33.92,33.82182519280206,0.0029027057717403437
2013-03-19,33.21,34.25182519280206,-0.030416632892923734
2013-03-20,33.64,34.241825192802054,-0.017575733460860055
2013-03-21,33.63,34.65182519280206,-0.029488351251821254
2013-03-22,34.04,34.25182519280206,-0.006184347596360329
2013-03-25,33.64,34.381825192802054,-0.021576085290473723
2013-03-26,33.77,34.241825192802054,-0.013779206866029847
2013-03-27,33.63,34.911825192802056,-0.03671607501822427
2013-03-28,34.3,34.57182519280206,-0.00786262198440879
2013-04-01,33.96,34.83182519280206,-0.025029558111764327
2013-04-02,34.22,34.241825192802054,-0.0006373840377715823
