date,XRX,dcf,Deviation
1993-12-15,38.76,,
1993-12-16,38.98,,
1993-12-17,38.92,,
1993-12-20,39.03,,
1993-12-21,39.03,,
1993-12-22,39.31,,
1993-12-23,39.25,,
1993-12-27,39.31,,
1993-12-28,39.09,,
1993-12-29,39.03,,
1993-12-30,39.14,,
1993-12-31,39.25,,
1994-01-03,38.7,,
1994-01-04,38.81,,
1994-01-05,38.87,,
1994-01-06,39.8,,
1994-01-07,39.86,,
1994-01-10,40.51,,
1994-01-11,40.24,,
1994-01-12,40.07,,
1994-01-13,40.02,,
1994-01-14,40.18,,
1994-01-17,40.24,,
1994-01-18,40.4,,
1994-01-19,40.84,,
1994-01-20,41.06,,
1994-01-21,40.68,,
1994-01-24,40.24,,
1994-01-25,40.4,,
1994-01-26,40.95,,
1994-01-27,40.62,,
1994-01-28,40.68,,
1994-01-31,43.09,,
1994-02-01,42.71,,
1994-02-02,42.44,,
1994-02-03,42.49,,
1994-02-04,41.72,,
1994-02-07,41.61,,
1994-02-08,41.83,,
1994-02-09,42.0,,
1994-02-10,42.11,,
1994-02-11,42.49,,
1994-02-14,43.09,,
1994-02-15,43.75,,
1994-02-16,45.13,,
1994-02-17,44.03,,
1994-02-18,43.31,,
1994-02-22,43.92,,
1994-02-23,43.48,,
1994-02-24,42.93,,
1994-02-25,43.04,,
1994-02-28,42.6,,
1994-03-01,41.89,,
1994-03-02,41.72,,
1994-03-03,42.16,,
1994-03-04,42.82,,
1994-03-07,43.15,,
1994-03-08,43.81,,
1994-03-09,44.3,,
1994-03-10,43.53,,
1994-03-11,43.81,,
1994-03-14,43.92,,
1994-03-15,43.42,,
1994-03-16,43.42,,
1994-03-17,43.92,,
1994-03-18,43.92,,
1994-03-21,43.53,,
1994-03-22,43.53,,
1994-03-23,43.81,,
1994-03-24,42.6,,
1994-03-25,42.71,,
1994-03-28,41.94,,
1994-03-29,41.06,,
1994-03-30,41.28,,
1994-03-31,41.94,,
1994-04-04,41.72,,
1994-04-05,42.82,,
1994-04-06,43.59,,
1994-04-07,43.97,,
1994-04-08,44.69,,
1994-04-11,45.67,,
1994-04-12,46.0,,
1994-04-13,44.58,,
1994-04-14,43.64,,
1994-04-15,43.15,,
1994-04-18,42.55,,
1994-04-19,42.87,,
1994-04-20,41.83,,
1994-04-21,42.71,,
1994-04-22,42.11,,
1994-04-25,41.61,,
1994-04-26,42.44,,
1994-04-28,44.3,,
1994-04-29,43.42,,
1994-05-02,43.26,,
1994-05-03,44.19,,
1994-05-04,44.14,,
1994-05-05,44.41,,
1994-05-06,43.75,,
1994-05-09,42.87,,
1994-05-10,43.48,,
1994-05-11,43.2,,
1994-05-12,43.37,,
1994-05-13,43.37,,
1994-05-16,42.87,,
1994-05-17,43.42,,
1994-05-18,44.74,,
1994-05-19,45.23,,
1994-05-20,44.85,,
1994-05-23,44.85,,
1994-05-24,45.45,,
1994-05-25,45.07,,
1994-05-26,44.74,,
1994-05-27,44.41,,
1994-05-31,44.14,,
1994-06-01,45.34,,
1994-06-02,45.45,,
1994-06-03,45.56,,
1994-06-06,45.67,,
1994-06-07,45.23,,
1994-06-08,45.29,,
1994-06-09,45.45,,
1994-06-10,45.07,,
1994-06-13,45.23,,
1994-06-14,44.85,,
1994-06-15,44.25,,
1994-06-16,44.03,,
1994-06-17,43.81,,
1994-06-20,43.48,,
1994-06-21,43.2,,
1994-06-22,42.87,,
1994-06-23,43.09,,
1994-06-24,42.93,,
1994-06-27,43.7,,
1994-06-28,43.04,,
1994-06-29,43.37,,
1994-06-30,42.93,,
1994-07-01,43.04,,
1994-07-05,42.93,,
1994-07-06,42.93,,
1994-07-07,42.82,,
1994-07-08,43.04,,
1994-07-11,43.31,,
1994-07-12,44.08,,
1994-07-13,44.85,,
1994-07-14,44.74,,
1994-07-15,44.8,,
1994-07-18,44.69,,
1994-07-19,44.69,,
1994-07-20,44.74,,
1994-07-21,44.03,,
1994-07-22,44.36,,
1994-07-25,44.58,,
1994-07-26,44.63,,
1994-07-27,44.91,,
1994-07-28,44.91,,
1994-07-29,44.91,,
1994-08-01,45.89,,
1994-08-02,45.4,,
1994-08-03,45.23,,
1994-08-04,45.07,,
1994-08-05,44.96,,
1994-08-08,44.91,,
1994-08-09,45.23,,
1994-08-10,46.06,,
1994-08-11,45.89,,
1994-08-12,47.05,,
1994-08-15,46.39,,
1994-08-16,47.05,,
1994-08-17,47.05,,
1994-08-18,46.83,,
1994-08-19,47.05,,
1994-08-22,46.99,,
1994-08-23,46.94,,
1994-08-24,46.94,,
1994-08-25,46.55,,
1994-08-26,47.43,,
1994-08-29,47.82,,
1994-08-30,47.82,,
1994-08-31,47.05,,
1994-09-01,47.38,,
1994-09-02,46.94,,
1994-09-06,46.99,,
1994-09-07,46.88,,
1994-09-08,46.99,,
1994-09-09,46.39,,
1994-09-12,46.55,,
1994-09-13,46.06,,
1994-09-14,45.95,,
1994-09-15,46.55,,
1994-09-16,46.17,,
1994-09-19,46.11,,
1994-09-20,45.02,,
1994-09-21,44.8,,
1994-09-22,45.45,,
1994-09-23,46.55,,
1994-09-26,47.21,,
1994-09-27,46.88,,
1994-09-28,46.5,,
1994-09-29,46.44,,
1994-09-30,46.88,,
1994-10-03,46.55,,
1994-10-04,46.17,,
1994-10-05,46.11,,
1994-10-06,46.11,,
1994-10-07,46.06,,
1994-10-10,47.1,,
1994-10-11,47.98,,
1994-10-12,48.75,,
1994-10-13,48.8,,
1994-10-14,48.69,,
1994-10-17,49.08,,
1994-10-18,49.13,,
1994-10-19,48.8,,
1994-10-20,49.13,,
1994-10-21,48.69,,
1994-10-24,47.76,,
1994-10-25,48.42,,
1994-10-26,47.6,,
1994-10-27,44.8,,
1994-10-28,45.56,,
1994-10-31,45.02,,
1994-11-01,44.36,,
1994-11-02,45.18,,
1994-11-03,45.02,,
1994-11-04,44.3,,
1994-11-07,43.75,,
1994-11-08,45.84,,
1994-11-09,44.58,,
1994-11-10,44.3,,
1994-11-11,43.81,,
1994-11-14,44.25,,
1994-11-15,44.47,,
1994-11-16,45.02,,
1994-11-17,45.13,,
1994-11-18,44.3,,
1994-11-21,44.19,,
1994-11-22,43.7,,
1994-11-23,43.04,,
1994-11-25,43.37,,
1994-11-28,44.3,,
1994-11-29,43.59,,
1994-11-30,43.15,,
1994-12-01,42.27,,
1994-12-02,43.26,,
1994-12-05,43.48,,
1994-12-06,42.98,,
1994-12-07,41.61,,
1994-12-08,40.29,,
1994-12-09,40.35,,
1994-12-12,39.96,,
1994-12-13,41.12,,
1994-12-14,41.67,,
1994-12-15,41.56,,
1994-12-16,42.71,,
1994-12-19,42.87,,
1994-12-20,42.33,,
1994-12-21,42.87,,
1994-12-22,43.09,,
1994-12-23,43.92,,
1994-12-27,43.97,,
1994-12-28,43.15,,
1994-12-29,43.59,,
1994-12-30,43.48,,
1995-01-03,42.6,,
1995-01-04,42.93,,
1995-01-05,43.09,,
1995-01-06,43.31,,
1995-01-09,43.2,,
1995-01-10,44.03,,
1995-01-11,43.86,,
1995-01-12,45.62,,
1995-01-13,46.94,,
1995-01-16,47.05,,
1995-01-17,46.66,,
1995-01-18,45.73,,
1995-01-19,46.22,,
1995-01-20,45.56,,
1995-01-23,46.06,,
1995-01-24,46.17,,
1995-01-25,45.56,,
1995-01-26,45.73,,
1995-01-27,45.67,,
1995-01-30,45.89,,
1995-01-31,48.03,,
1995-02-01,47.65,,
1995-02-02,48.03,,
1995-02-03,47.71,,
1995-02-06,47.98,,
1995-02-07,46.99,,
1995-02-08,47.05,,
1995-02-09,47.21,,
1995-02-10,47.92,,
1995-02-13,47.76,,
1995-02-14,47.98,,
1995-02-15,48.03,,
1995-02-16,47.87,,
1995-02-17,47.54,,
1995-02-21,47.16,,
1995-02-22,47.43,,
1995-02-23,47.65,,
1995-02-24,47.92,,
1995-02-27,47.71,,
1995-02-28,48.69,,
1995-03-01,49.35,,
1995-03-02,49.74,,
1995-03-03,49.85,,
1995-03-06,49.52,,
1995-03-07,48.69,,
1995-03-08,48.36,,
1995-03-09,48.58,,
1995-03-10,49.41,,
1995-03-13,50.45,,
1995-03-14,50.51,,
1995-03-15,51.16,,
1995-03-16,52.76,,
1995-03-17,51.05,,
1995-03-20,51.71,,
1995-03-21,51.82,,
1995-03-22,51.99,,
1995-03-23,51.55,,
1995-03-24,51.77,,
1995-03-27,52.26,,
1995-03-28,52.7,,
1995-03-29,52.04,,
1995-03-30,51.55,,
1995-03-31,51.55,,
1995-04-03,51.05,,
1995-04-04,51.0,,
1995-04-05,50.72,,
1995-04-06,50.83,,
1995-04-07,51.16,,
1995-04-10,51.49,,
1995-04-11,51.38,,
1995-04-12,50.78,,
1995-04-13,50.61,,
1995-04-17,51.27,,
1995-04-18,51.93,,
1995-04-19,51.6,,
1995-04-20,52.32,,
1995-04-21,52.59,,
1995-04-24,52.43,,
1995-04-25,52.43,,
1995-04-26,55.23,,
1995-04-27,53.69,,
1995-04-28,54.18,,
1995-05-01,53.85,,
1995-05-02,53.19,,
1995-05-03,53.85,,
1995-05-04,53.91,,
1995-05-05,53.74,,
1995-05-08,53.3,,
1995-05-09,52.21,,
1995-05-10,51.16,,
1995-05-11,51.82,,
1995-05-12,51.88,,
1995-05-15,53.09,,
1995-05-16,53.14,,
1995-05-17,53.63,,
1995-05-18,51.71,,
1995-05-19,51.71,,
1995-05-22,51.99,,
1995-05-23,52.21,,
1995-05-24,51.16,,
1995-05-25,51.49,,
1995-05-26,50.29,,
1995-05-30,48.75,,
1995-05-31,49.79,,
1995-06-01,50.34,,
1995-06-02,50.45,,
1995-06-05,49.63,,
1995-06-06,48.75,,
1995-06-07,48.91,,
1995-06-08,49.9,,
1995-06-09,49.46,,
1995-06-12,50.29,,
1995-06-13,51.44,,
1995-06-14,51.27,,
1995-06-15,51.22,,
1995-06-16,50.72,,
1995-06-19,51.66,,
1995-06-20,52.43,,
1995-06-21,51.44,,
1995-06-22,51.44,,
1995-06-23,50.89,,
1995-06-26,50.29,,
1995-06-27,50.94,,
1995-06-28,51.05,,
1995-06-29,50.72,,
1995-06-30,51.49,,
1995-07-03,52.48,,
1995-07-05,52.87,,
1995-07-06,53.63,,
1995-07-07,54.35,,
1995-07-10,54.13,,
1995-07-11,52.87,,
1995-07-12,53.63,,
1995-07-13,53.09,,
1995-07-14,53.14,,
1995-07-17,52.92,,
1995-07-18,52.54,,
1995-07-19,49.96,,
1995-07-20,51.22,,
1995-07-21,51.05,,
1995-07-24,51.66,,
1995-07-25,52.7,,
1995-07-26,52.21,,
1995-07-27,52.76,,
1995-07-28,52.26,,
1995-07-31,52.43,,
1995-08-01,51.38,,
1995-08-02,51.38,,
1995-08-03,51.82,,
1995-08-04,52.32,,
1995-08-07,51.49,,
1995-08-08,51.49,,
1995-08-09,51.93,,
1995-08-10,52.26,,
1995-08-11,52.1,,
1995-08-14,52.76,,
1995-08-15,53.41,,
1995-08-16,54.51,,
1995-08-17,55.5,,
1995-08-18,54.95,,
1995-08-21,54.07,,
1995-08-22,54.51,,
1995-08-23,54.46,,
1995-08-24,54.29,,
1995-08-25,54.24,,
1995-08-28,54.18,,
1995-08-29,53.85,,
1995-08-30,52.81,,
1995-08-31,53.09,,
1995-09-01,53.58,,
1995-09-05,54.73,,
1995-09-06,55.28,,
1995-09-07,55.61,,
1995-09-08,55.88,,
1995-09-11,56.16,,
1995-09-12,56.82,,
1995-09-13,56.87,,
1995-09-14,57.04,,
1995-09-15,56.93,,
1995-09-18,57.75,,
1995-09-19,58.52,,
1995-09-20,58.57,,
1995-09-21,57.75,,
1995-09-22,57.15,,
1995-09-25,57.42,,
1995-09-26,57.48,,
1995-09-27,57.31,,
1995-09-28,58.74,,
1995-09-29,59.01,,
1995-10-02,57.81,,
1995-10-03,56.98,,
1995-10-04,56.93,,
1995-10-05,56.65,,
1995-10-06,57.81,,
1995-10-09,56.82,,
1995-10-10,56.38,,
1995-10-11,56.43,,
1995-10-12,58.19,,
1995-10-13,58.85,,
1995-10-16,58.68,,
1995-10-17,59.45,,
1995-10-18,60.83,,
1995-10-19,59.89,,
1995-10-20,59.23,,
1995-10-23,58.36,,
1995-10-24,59.07,,
1995-10-25,59.12,,
1995-10-26,57.53,,
1995-10-27,59.4,,
1995-10-30,58.79,,
1995-10-31,56.93,,
1995-11-01,56.71,,
1995-11-02,56.87,,
1995-11-03,57.97,,
1995-11-06,58.03,,
1995-11-07,56.54,,
1995-11-08,56.93,,
1995-11-09,57.26,,
1995-11-10,57.7,,
1995-11-13,58.85,,
1995-11-14,58.47,,
1995-11-15,58.68,,
1995-11-16,61.05,,
1995-11-17,61.21,,
1995-11-20,60.28,,
1995-11-21,60.72,,
1995-11-22,60.61,,
1995-11-24,60.83,,
1995-11-27,61.32,,
1995-11-28,61.05,,
1995-11-29,60.22,,
1995-11-30,60.22,,
1995-12-01,60.55,,
1995-12-04,62.36,,
1995-12-05,62.91,,
1995-12-06,62.25,,
1995-12-07,61.98,,
1995-12-08,62.42,,
1995-12-11,61.87,,
1995-12-12,60.83,,
1995-12-13,59.73,,
1995-12-14,59.67,,
1995-12-15,59.56,,
1995-12-18,59.67,,
1995-12-19,61.1,,
1995-12-20,61.37,,
1995-12-21,60.55,,
1995-12-22,60.83,,
1995-12-26,60.99,,
1995-12-27,60.83,,
1995-12-28,59.78,,
1995-12-29,60.17,,
1996-01-02,59.95,,
1996-01-03,59.89,,
1996-01-04,58.63,,
1996-01-05,57.97,,
1996-01-08,57.86,,
1996-01-09,57.81,,
1996-01-10,57.2,,
1996-01-11,57.7,,
1996-01-12,57.7,,
1996-01-15,57.42,,
1996-01-16,58.9,,
1996-01-17,60.0,,
1996-01-18,61.43,,
1996-01-19,61.32,,
1996-01-22,62.09,,
1996-01-23,62.2,,
1996-01-24,55.61,,
1996-01-25,54.18,,
1996-01-26,53.47,,
1996-01-29,52.65,,
1996-01-30,53.85,,
1996-01-31,54.29,,
1996-02-01,55.39,,
1996-02-02,55.01,,
1996-02-05,55.23,,
1996-02-06,57.48,,
1996-02-07,56.82,,
1996-02-08,57.42,,
1996-02-09,57.97,,
1996-02-12,57.81,,
1996-02-13,57.42,,
1996-02-14,57.42,,
1996-02-15,56.6,,
1996-02-16,56.1,,
1996-02-20,56.93,,
1996-02-21,57.04,,
1996-02-22,57.7,,
1996-02-23,58.74,,
1996-02-26,58.68,,
1996-02-27,59.12,,
1996-02-28,58.9,,
1996-02-29,57.2,,
1996-03-01,56.93,,
1996-03-04,56.65,,
1996-03-05,57.86,,
1996-03-06,56.98,,
1996-03-07,57.15,,
1996-03-08,55.56,,
1996-03-11,56.76,,
1996-03-12,56.49,,
1996-03-13,57.26,,
1996-03-14,58.52,,
1996-03-15,58.47,,
1996-03-18,58.96,,
1996-03-19,57.97,,
1996-03-20,57.31,,
1996-03-21,57.2,,
1996-03-22,57.15,,
1996-03-25,56.82,,
1996-03-26,56.82,,
1996-03-27,56.6,,
1996-03-28,55.99,,
1996-03-29,55.12,,
1996-04-01,56.82,,
1996-04-02,56.65,,
1996-04-03,56.65,,
1996-04-04,56.54,,
1996-04-08,55.56,,
1996-04-09,55.72,,
1996-04-10,56.27,,
1996-04-11,56.05,,
1996-04-12,55.88,,
1996-04-15,57.53,,
1996-04-16,57.26,,
1996-04-17,57.7,,
1996-04-18,58.74,,
1996-04-19,58.9,,
1996-04-22,59.07,,
1996-04-23,61.37,,
1996-04-24,61.87,,
1996-04-25,63.68,,
1996-04-26,66.15,,
1996-04-29,65.6,,
1996-04-30,64.34,,
1996-05-01,65.16,,
1996-05-02,65.49,,
1996-05-03,66.32,,
1996-05-06,65.88,,
1996-05-07,65.77,,
1996-05-08,65.38,,
1996-05-09,65.88,,
1996-05-10,65.66,,
1996-05-13,66.64,,
1996-05-14,67.41,,
1996-05-15,67.58,,
1996-05-16,67.52,,
1996-05-17,68.07,,
1996-05-20,69.33,,
1996-05-21,69.88,,
1996-05-22,69.77,,
1996-05-23,70.21,,
1996-05-24,70.32,,
1996-05-28,69.94,,
1996-05-29,69.77,,
1996-05-30,69.55,,
1996-05-31,69.12,,
1996-06-03,69.77,,
1996-06-04,69.72,,
1996-06-05,71.37,,
1996-06-06,71.26,,
1996-06-07,71.81,,
1996-06-10,70.32,,
1996-06-11,70.65,,
1996-06-12,69.83,,
1996-06-13,69.33,,
1996-06-14,68.68,,
1996-06-17,68.35,,
1996-06-18,68.84,,
1996-06-19,68.51,,
1996-06-20,68.51,,
1996-06-21,68.51,,
1996-06-24,69.33,,
1996-06-25,69.66,,
1996-06-26,67.69,,
1996-06-27,67.85,,
1996-06-28,70.49,,
1996-07-01,71.31,,
1996-07-02,70.65,,
1996-07-03,70.32,,
1996-07-05,67.85,,
1996-07-08,68.35,,
1996-07-09,69.17,,
1996-07-10,69.83,,
1996-07-11,66.53,,
1996-07-12,65.55,,
1996-07-15,61.92,,
1996-07-16,63.74,,
1996-07-17,63.9,,
1996-07-18,66.04,,
1996-07-19,66.21,,
1996-07-22,63.24,,
1996-07-23,64.39,,
1996-07-24,61.26,,
1996-07-25,66.37,,
1996-07-26,65.71,,
1996-07-29,65.88,,
1996-07-30,65.05,,
1996-07-31,66.37,,
1996-08-01,69.17,,
1996-08-02,69.33,,
1996-08-05,70.49,,
1996-08-06,70.16,,
1996-08-07,71.97,,
1996-08-08,70.65,,
1996-08-09,71.81,,
1996-08-12,72.3,,
1996-08-13,70.98,,
1996-08-14,71.64,,
1996-08-15,72.13,,
1996-08-16,72.3,,
1996-08-19,74.11,,
1996-08-20,72.96,,
1996-08-21,72.3,,
1996-08-22,71.97,,
1996-08-23,71.97,,
1996-08-26,73.45,,
1996-08-27,73.29,,
1996-08-28,75.1,,
1996-08-29,73.78,,
1996-08-30,72.3,,
1996-09-03,73.29,,
1996-09-04,73.62,,
1996-09-05,73.95,,
1996-09-06,76.25,,
1996-09-09,76.25,,
1996-09-10,75.59,,
1996-09-11,76.25,,
1996-09-12,71.97,,
1996-09-13,70.65,,
1996-09-16,70.49,,
1996-09-17,70.16,,
1996-09-18,69.66,,
1996-09-19,69.66,,
1996-09-20,71.48,,
1996-09-23,72.13,,
1996-09-24,70.98,,
1996-09-25,70.98,,
1996-09-26,69.83,,
1996-09-27,70.65,,
1996-09-30,70.65,,
1996-10-01,70.65,,
1996-10-02,71.64,,
1996-10-03,72.3,,
1996-10-04,74.11,,
1996-10-07,74.28,,
1996-10-08,74.28,,
1996-10-09,73.45,,
1996-10-10,72.63,,
1996-10-11,73.45,,
1996-10-14,73.45,,
1996-10-15,74.44,,
1996-10-16,74.44,,
1996-10-17,75.1,,
1996-10-18,64.23,,
1996-10-21,61.43,,
1996-10-22,61.76,,
1996-10-23,60.77,,
1996-10-24,60.28,,
1996-10-25,60.61,,
1996-10-28,61.1,,
1996-10-29,60.44,,
1996-10-30,61.1,,
1996-10-31,61.1,,
1996-11-01,60.94,,
1996-11-04,60.44,,
1996-11-05,60.28,,
1996-11-06,59.45,,
1996-11-07,59.45,,
1996-11-08,59.78,,
1996-11-11,59.62,,
1996-11-12,60.77,,
1996-11-13,60.94,,
1996-11-14,62.09,,
1996-11-15,62.42,,
1996-11-18,62.25,,
1996-11-19,62.09,,
1996-11-20,61.43,,
1996-11-21,63.9,,
1996-11-22,63.74,,
1996-11-25,64.89,,
1996-11-26,64.06,,
1996-11-27,64.39,,
1996-11-29,64.56,,
1996-12-02,65.38,,
1996-12-03,64.72,,
1996-12-04,65.22,,
1996-12-05,67.03,,
1996-12-06,66.7,,
1996-12-09,68.51,,
1996-12-10,69.5,,
1996-12-11,68.51,,
1996-12-12,68.02,,
1996-12-13,67.36,,
1996-12-16,67.85,,
1996-12-17,67.36,,
1996-12-18,67.85,,
1996-12-19,67.19,,
1996-12-20,67.69,,
1996-12-23,66.21,,
1996-12-24,67.36,,
1996-12-26,68.51,,
1996-12-27,67.85,,
1996-12-30,69.5,,
1996-12-31,69.33,,
1997-01-02,68.84,,
1997-01-03,69.99,,
1997-01-06,70.49,,
1997-01-07,71.31,,
1997-01-08,72.79,,
1997-01-09,73.45,,
1997-01-10,73.45,,
1997-01-13,72.96,,
1997-01-14,72.96,,
1997-01-15,73.78,,
1997-01-16,74.28,,
1997-01-17,76.42,,
1997-01-20,75.76,,
1997-01-21,78.56,,
1997-01-22,76.58,,
1997-01-23,78.39,,
1997-01-24,77.57,,
1997-01-27,76.91,,
1997-01-28,75.26,,
1997-01-29,75.76,,
1997-01-30,78.72,,
1997-01-31,77.24,,
1997-02-03,77.08,,
1997-02-04,76.09,,
1997-02-05,74.77,,
1997-02-06,74.77,,
1997-02-07,74.6,,
1997-02-10,74.6,,
1997-02-11,73.78,,
1997-02-12,74.44,,
1997-02-13,73.95,,
1997-02-14,73.78,,
1997-02-18,74.44,,
1997-02-19,74.77,,
1997-02-20,75.43,,
1997-02-21,74.93,,
1997-02-24,77.73,,
1997-02-25,79.22,,
1997-02-26,78.72,,
1997-02-27,81.69,,
1997-02-28,82.35,,
1997-03-03,82.84,,
1997-03-04,82.51,,
1997-03-05,82.51,,
1997-03-06,80.86,,
1997-03-07,81.52,,
1997-03-10,82.35,,
1997-03-11,81.19,,
1997-03-12,82.51,,
1997-03-13,80.86,,
1997-03-14,81.69,,
1997-03-17,80.37,,
1997-03-18,78.89,,
1997-03-19,78.72,,
1997-03-20,80.04,,
1997-03-21,78.89,,
1997-03-24,77.73,,
1997-03-25,76.58,,
1997-03-26,76.42,,
1997-03-27,74.93,,
1997-03-31,74.93,,
1997-04-01,73.45,,
1997-04-02,74.44,,
1997-04-03,75.26,,
1997-04-04,76.25,,
1997-04-07,76.25,,
1997-04-08,76.75,,
1997-04-09,76.75,,
1997-04-10,75.92,,
1997-04-11,73.29,,
1997-04-14,72.79,,
1997-04-15,74.6,,
1997-04-16,75.26,,
1997-04-17,77.08,,
1997-04-18,77.24,,
1997-04-21,75.59,,
1997-04-22,76.91,,
1997-04-23,78.89,,
1997-04-24,78.23,,
1997-04-25,77.08,,
1997-04-28,77.08,,
1997-04-29,79.22,,
1997-04-30,81.03,,
1997-05-01,80.04,,
1997-05-02,81.03,,
1997-05-05,84.16,,
1997-05-06,84.98,,
1997-05-07,84.98,,
1997-05-08,83.83,,
1997-05-09,84.49,,
1997-05-12,85.14,,
1997-05-13,83.66,,
1997-05-14,83.83,,
1997-05-15,85.31,,
1997-05-16,82.67,,
1997-05-19,84.32,,
1997-05-20,85.64,,
1997-05-21,88.11,,
1997-05-22,86.96,,
1997-05-23,87.29,,
1997-05-27,88.6,,
1997-05-28,89.1,,
1997-05-29,88.6,,
1997-05-30,89.26,,
1997-06-02,90.25,,
1997-06-03,87.78,,
1997-06-04,87.78,,
1997-06-05,87.78,,
1997-06-06,88.6,,
1997-06-09,91.9,,
1997-06-10,91.07,,
1997-06-11,91.9,,
1997-06-12,94.53,,
1997-06-13,96.51,,
1997-06-16,96.18,,
1997-06-17,96.18,,
1997-06-18,95.69,,
1997-06-19,98.81,,
1997-06-20,98.65,,
1997-06-23,98.16,,
1997-06-24,98.81,,
1997-06-25,101.45,,
1997-06-26,100.79,,
1997-06-27,103.92,,
1997-06-30,103.92,,
1997-07-01,103.1,,
1997-07-02,105.15,,
1997-07-03,106.88,,
1997-07-07,106.06,,
1997-07-08,107.3,,
1997-07-09,107.79,,
1997-07-10,107.79,,
1997-07-11,108.94,,
1997-07-14,110.34,,
1997-07-15,108.78,,
1997-07-16,106.39,,
1997-07-17,104.91,,
1997-07-18,104.99,,
1997-07-21,103.92,,
1997-07-22,105.07,,
1997-07-23,105.4,,
1997-07-24,103.34,,
1997-07-25,104.17,,
1997-07-28,102.52,,
1997-07-29,102.03,,
1997-07-30,104.74,,
1997-07-31,108.37,,
1997-08-01,108.04,,
1997-08-04,108.53,,
1997-08-05,110.51,,
1997-08-06,109.68,,
1997-08-07,105.48,,
1997-08-08,102.68,,
1997-08-11,103.75,,
1997-08-12,102.77,,
1997-08-13,101.78,,
1997-08-14,101.78,,
1997-08-15,98.48,,
1997-08-18,100.05,,
1997-08-19,102.03,,
1997-08-20,104.25,,
1997-08-21,101.28,,
1997-08-22,100.13,,
1997-08-25,101.61,,
1997-08-26,100.46,,
1997-08-27,100.13,,
1997-08-28,100.05,,
1997-08-29,99.47,,
1997-09-02,101.78,,
1997-09-03,103.18,,
1997-09-04,104.0,,
1997-09-05,102.19,,
1997-09-08,103.67,,
1997-09-09,103.26,,
1997-09-10,102.85,,
1997-09-11,100.96,,
1997-09-12,100.46,,
1997-09-15,101.53,,
1997-09-16,103.43,,
1997-09-17,103.26,,
1997-09-18,102.27,,
1997-09-19,102.03,,
1997-09-22,104.5,,
1997-09-23,103.34,,
1997-09-24,102.6,,
1997-09-25,104.99,,
1997-09-26,108.7,,
1997-09-29,109.77,,
1997-09-30,110.92,,
1997-10-01,110.51,,
1997-10-02,111.99,,
1997-10-03,112.15,,
1997-10-06,110.34,,
1997-10-07,111.66,,
1997-10-08,112.98,,
1997-10-09,111.08,,
1997-10-10,111.99,,
1997-10-13,110.59,,
1997-10-14,111.17,,
1997-10-15,112.48,,
1997-10-16,112.73,,
1997-10-17,110.75,,
1997-10-20,111.66,,
1997-10-21,114.05,,
1997-10-22,115.04,,
1997-10-23,113.31,,
1997-10-24,112.24,,
1997-10-27,106.39,,
1997-10-28,108.53,,
1997-10-29,109.93,,
1997-10-30,103.1,,
1997-10-31,104.5,,
1997-11-03,105.24,,
1997-11-04,104.83,,
1997-11-05,105.57,,
1997-11-06,103.01,,
1997-11-07,98.98,,
1997-11-10,99.31,,
1997-11-11,97.0,,
1997-11-12,95.85,,
1997-11-13,94.94,,
1997-11-14,96.18,,
1997-11-17,100.38,,
1997-11-18,100.21,,
1997-11-19,97.41,,
1997-11-20,102.11,,
1997-11-21,98.98,,
1997-11-24,97.5,,
1997-11-25,96.59,,
1997-11-26,99.72,,
1997-11-28,102.36,,
1997-12-01,105.57,,
1997-12-02,105.24,,
1997-12-03,103.92,,
1997-12-04,100.3,,
1997-12-05,103.43,,
1997-12-08,102.03,,
1997-12-09,99.31,,
1997-12-10,98.24,,
1997-12-11,95.19,,
1997-12-12,94.53,,
1997-12-15,95.52,,
1997-12-16,93.46,,
1997-12-17,94.04,,
1997-12-18,91.73,,
1997-12-19,90.5,,
1997-12-22,91.57,,
1997-12-23,90.74,,
1997-12-24,90.5,,
1997-12-26,90.58,,
1997-12-29,91.98,,
1997-12-30,94.94,,
1997-12-31,97.33,,
1998-01-02,98.65,,
1998-01-05,100.05,,
1998-01-06,99.23,,
1998-01-07,95.77,,
1998-01-08,93.71,,
1998-01-09,90.17,,
1998-01-12,90.09,,
1998-01-13,92.72,,
1998-01-14,93.38,,
1998-01-15,92.8,,
1998-01-16,93.87,,
1998-01-20,96.51,,
1998-01-21,95.52,,
1998-01-22,95.03,,
1998-01-23,101.12,,
1998-01-26,99.23,,
1998-01-27,104.5,,
1998-01-28,106.23,,
1998-01-29,106.88,,
1998-01-30,105.9,,
1998-02-02,111.0,,
1998-02-03,111.82,,
1998-02-04,112.65,,
1998-02-05,113.64,,
1998-02-06,114.62,,
1998-02-09,112.98,,
1998-02-10,111.91,,
1998-02-11,111.25,,
1998-02-12,111.33,,
1998-02-13,109.93,,
1998-02-17,111.17,,
1998-02-18,110.51,,
1998-02-19,113.31,,
1998-02-20,114.3,,
1998-02-23,114.62,,
1998-02-24,115.28,,
1998-02-25,117.09,,
1998-02-26,115.53,,
1998-02-27,117.09,,
1998-03-02,116.68,,
1998-03-03,117.84,,
1998-03-04,121.05,,
1998-03-05,120.8,,
1998-03-06,119.32,,
1998-03-09,121.95,,
1998-03-10,123.44,,
1998-03-11,124.84,,
1998-03-12,125.16,,
1998-03-13,124.51,,
1998-03-16,125.16,,
1998-03-17,125.74,,
1998-03-18,128.54,,
