date,WAB,dcf,Deviation
2005-05-02,10.24,11.61046291369586,-0.11803688826904946
2005-05-03,10.16,11.72046291369586,-0.13314004107059563
2005-05-04,10.27,11.490462913695861,-0.10621529549006692
2005-05-05,10.04,11.500462913695861,-0.12699166326223288
2005-05-06,10.05,11.42046291369586,-0.12000064481207218
2005-05-09,9.97,11.30046291369586,-0.11773525773739535
2005-05-10,9.85,11.37046291369586,-0.13372040568941523
2005-05-11,9.92,11.30046291369586,-0.12215985524121986
2005-05-12,9.85,10.85046291369586,-0.0922046295769593
2005-05-13,9.4,11.42046291369586,-0.17691602599338097
2005-05-16,9.97,11.43046291369586,-0.12776935848730575
2005-05-17,9.98,11.830462913695861,-0.15641508934985304
2005-05-18,10.38,11.73046291369586,-0.11512443486941426
2005-05-19,10.28,11.570462913695861,-0.11153079382574671
2005-05-20,10.12,11.750462913695861,-0.13875733455534423
2005-05-23,10.3,11.55046291369586,-0.10826084833475669
2005-05-24,10.1,11.46046291369586,-0.11870924620942103
2005-05-25,10.01,11.77046291369586,-0.14956615781418614
2005-05-26,10.32,11.64046291369586,-0.11343731976004479
2005-05-27,10.19,11.80046291369586,-0.1364745540470894
2005-05-31,10.35,11.81046291369586,-0.12365839716597826
2005-06-01,10.36,11.89046291369586,-0.12871348447948305
2005-06-02,10.44,11.87046291369586,-0.12050607664553892
2005-06-03,10.42,11.570462913695861,-0.0994310186443853
2005-06-06,10.12,11.73046291369586,-0.13728894806151004
2005-06-07,10.28,11.43046291369586,-0.10064884706614885
2005-06-08,9.98,11.70046291369586,-0.14704229451315032
2005-06-09,10.25,11.79046291369586,-0.1306533021622459
2005-06-10,10.34,11.830462913695861,-0.12598517273321452
2005-06-13,10.38,11.990462913695861,-0.13431198822660484
2005-06-14,10.54,11.90046291369586,-0.11432016750626961
2005-06-15,10.45,12.250462913695861,-0.14697101051446526
2005-06-16,10.8,12.36046291369586,-0.12624631654910012
2005-06-17,10.91,12.44046291369586,-0.12302298751366836
2005-06-20,10.99,12.55046291369586,-0.12433508822953321
2005-06-21,11.1,12.500462913695861,-0.11203288417115131
2005-06-22,11.05,12.26046291369586,-0.09872897314045803
2005-06-23,10.81,11.92046291369586,-0.09315602269271006
2005-06-24,10.47,11.89046291369586,-0.11946237282820327
2005-06-27,10.44,12.39046291369586,-0.15741646839844103
2005-06-28,10.94,12.40046291369586,-0.117774870491555
2005-06-29,10.95,12.19046291369586,-0.1017568342135895
2005-06-30,10.74,12.441762622728334,-0.136778258381139
2005-07-01,10.6,12.641762622728333,-0.1615093309106671
2005-07-05,10.8,12.521762622728334,-0.13750161815103812
2005-07-06,10.68,12.411762622728332,-0.13952592193127678
2005-07-07,10.57,12.761762622728334,-0.17174450642302863
2005-07-08,10.92,13.101762622728334,-0.16652435901590157
2005-07-11,11.26,12.741762622728332,-0.11629180880243473
2005-07-12,10.9,12.771762622728334,-0.1465547613136332
2005-07-13,10.93,12.941762622728334,-0.1554473437177154
2005-07-14,11.1,12.931762622728334,-0.1416483333454407
2005-07-15,11.09,12.721762622728333,-0.1282654511893716
2005-07-18,10.88,12.981762622728333,-0.16190117504140678
2005-07-19,11.14,13.231762622728333,-0.15808646832397755
2005-07-20,11.39,13.011762622728334,-0.1246381962037576
2005-07-21,11.17,13.291762622728333,-0.15962989130577854
2005-07-22,11.45,13.301762622728333,-0.13921182291768464
2005-07-25,11.46,13.291762622728333,-0.1378118669976921
2005-07-26,11.45,13.471762622728333,-0.15007409789995851
2005-07-27,11.63,14.041762622728333,-0.17175640177997287
2005-07-28,12.2,14.061762622728333,-0.13239895116129508
2005-07-29,12.22,14.081762622728332,-0.1322109080097259
2005-08-01,12.24,14.111762622728333,-0.13263847137803197
2005-08-02,12.27,14.151762622728333,-0.13297019409484312
2005-08-03,12.31,14.041762622728333,-0.12332943301044419
2005-08-04,12.2,13.941762622728334,-0.12493130674086028
2005-08-05,12.1,13.881762622728333,-0.12835276550623975
2005-08-08,12.04,14.121762622728333,-0.1474152114253664
2005-08-09,12.28,14.471762622728333,-0.15145097939114238
2005-08-10,12.63,14.511762622728334,-0.12967154105601997
2005-08-11,12.67,14.261762622728334,-0.11161051160616098
2005-08-12,12.42,14.391762622728333,-0.1370063330265333
2005-08-15,12.55,14.291762622728333,-0.12187178507697782
2005-08-16,12.45,14.161762622728332,-0.12087214482617514
2005-08-17,12.32,14.161762622728332,-0.13005179311313064
2005-08-18,12.32,14.711762622728333,-0.16257485143440786
2005-08-19,12.87,14.691762622728334,-0.12399891486880177
2005-08-22,12.85,14.511762622728334,-0.11451142538161974
2005-08-23,12.67,14.231762622728333,-0.10973782124739595
2005-08-24,12.39,14.331762622728332,-0.13548665812040073
2005-08-25,12.49,14.011762622728334,-0.10860608074104094
2005-08-26,12.17,14.541762622728333,-0.1631000783234723
2005-08-29,12.7,14.501762622728332,-0.12424438805145421
2005-08-30,12.66,14.841762622728332,-0.14700158452792067
2005-08-31,13.0,14.821762622728333,-0.12291133444107127
2005-09-01,12.98,14.971762622728333,-0.13303461141607187
2005-09-02,13.13,15.321762622728333,-0.14304898703214908
2005-09-06,13.48,15.341762622728332,-0.12135258956296124
2005-09-07,13.5,15.141762622728333,-0.1084261234067947
2005-09-08,13.3,15.131762622728333,-0.12105414738511511
2005-09-09,13.29,15.281762622728333,-0.13033592209880396
2005-09-12,13.44,15.151762622728333,-0.11297448787645414
2005-09-13,13.31,14.921762622728332,-0.10801422482578216
2005-09-14,13.08,14.891762622728333,-0.1216620670519658
2005-09-15,13.05,15.181762622728334,-0.14041601595962983
2005-09-16,13.34,14.971762622728333,-0.10898934640141744
2005-09-19,13.13,14.821762622728333,-0.11414044778548194
2005-09-20,12.98,14.821762622728333,-0.12426070161885427
2005-09-21,12.98,14.921762622728332,-0.13012957462349006
2005-09-22,13.08,14.941762622728334,-0.12460127159939982
2005-09-23,13.1,14.791762622728333,-0.11437194240318937
2005-09-26,12.95,14.801762622728333,-0.12510419670458195
2005-09-27,12.96,14.841762622728332,-0.12678835193379545
2005-09-28,13.0,15.081762622728332,-0.13803178546193928
2005-09-29,13.24,15.481762622728333,-0.14480021928751607
2005-09-30,13.64,16.04780294880719,-0.15003941389909425
2005-10-03,13.81,15.827802948807188,-0.12748471505069203
2005-10-04,13.59,15.24780294880719,-0.10872405384389339
2005-10-05,13.01,15.197802948807189,-0.14395521222223118
2005-10-06,12.96,15.327802948807188,-0.15447764801748376
2005-10-07,13.09,15.207802948807188,-0.1392576531887071
2005-10-10,12.97,15.697802948807189,-0.1737697280124454
2005-10-11,13.46,15.49780294880719,-0.13148979604002708
2005-10-12,13.26,15.397802948807188,-0.13883818074011633
2005-10-13,13.16,15.327802948807188,-0.1414294635733092
2005-10-14,13.09,15.487802948807188,-0.15481879235762475
2005-10-17,13.25,15.067802948807188,-0.12064153977744252
2005-10-18,12.83,15.287802948807188,-0.1607688794156622
2005-10-19,13.05,15.037802948807188,-0.13218705921165574
2005-10-20,12.8,14.957802948807188,-0.14425935120232758
2005-10-21,12.72,15.187802948807189,-0.16248584190388138
2005-10-24,12.95,15.987802948807188,-0.19000753002361914
2005-10-25,13.75,15.947802948807189,-0.13781227143714947
2005-10-26,13.71,15.517802948807189,-0.11649864061111492
2005-10-27,13.28,15.487802948807188,-0.1425510742940609
2005-10-28,13.25,15.83780294880719,-0.16339406148515612
2005-10-31,13.6,15.567802948807188,-0.12640209766773558
2005-11-01,13.33,15.687802948807189,-0.15029529351568394
2005-11-02,13.45,15.777802948807189,-0.1475365712425235
2005-11-03,13.54,15.597802948807189,-0.13192902587377253
2005-11-04,13.36,15.607802948807189,-0.1440178964444817
2005-11-07,13.37,15.547802948807188,-0.14007142719635945
2005-11-08,13.31,15.987802948807188,-0.1674903648350865
2005-11-09,13.75,16.267802948807187,-0.15477215680140766
2005-11-10,14.03,16.29780294880719,-0.1391477707719595
2005-11-11,14.06,16.14780294880719,-0.12929331348828554
2005-11-14,13.91,16.05780294880719,-0.1337544716207103
2005-11-15,13.82,15.487802948807188,-0.10768492821866871
2005-11-16,13.25,15.727802948807188,-0.15754285305279125
2005-11-17,13.49,15.867802948807189,-0.1498507989088642
2005-11-18,13.63,15.677802948807189,-0.1306179797956314
2005-11-21,13.44,15.097802948807189,-0.10980425128267857
2005-11-22,12.86,15.25780294880719,-0.15715257018669537
2005-11-23,13.02,15.347802948807189,-0.1516701091727336
2005-11-25,13.11,14.817802948807188,-0.1152534525332356
2005-11-28,12.58,14.907802948807188,-0.1561466137432036
2005-11-29,12.67,15.157802948807188,-0.16412688284768606
2005-11-30,12.92,15.58780294880719,-0.1711468227798797
2005-12-01,13.35,15.357802948807189,-0.13073503778501938
2005-12-02,13.12,15.24780294880719,-0.13954816677202964
2005-12-05,13.01,15.16780294880719,-0.14226206366801997
2005-12-06,12.93,14.987802948807188,-0.13729850571400526
2005-12-07,12.75,15.207802948807188,-0.16161459726172767
2005-12-08,12.97,15.08780294880719,-0.14036523117334443
2005-12-09,12.85,15.157802948807188,-0.15225181093865559
2005-12-12,12.92,15.447802948807189,-0.16363511090762417
2005-12-13,13.21,15.657802948807188,-0.1563311887887605
2005-12-14,13.42,15.657802948807188,-0.1429193454614055
2005-12-15,13.42,15.83780294880719,-0.1526602494438336
2005-12-16,13.6,15.487802948807188,-0.12188965439753219
2005-12-19,13.25,15.387802948807188,-0.13892840686349595
2005-12-20,13.15,15.687802948807189,-0.16176917552372416
2005-12-21,13.45,15.937802948807189,-0.1560944727951591
2005-12-22,13.7,16.00780294880719,-0.14416737613447161
2005-12-23,13.77,15.897802948807188,-0.1338425791072494
2005-12-27,13.66,16.07780294880719,-0.15038142689679912
2005-12-28,13.84,15.867802948807189,-0.1277935549961957
2005-12-29,13.63,15.687802948807189,-0.13117215683561678
2005-12-30,13.45,16.500164933291313,-0.1848566329865705
2006-01-03,13.53,16.800164933291313,-0.19465076362501266
2006-01-04,13.83,16.550164933291313,-0.16435878097018797
2006-01-05,13.58,16.660164933291313,-0.18488201921316805
2006-01-06,13.69,16.51016493329131,-0.17081385586916176
2006-01-09,13.54,16.63016493329131,-0.18581685423367178
2006-01-10,13.66,16.99016493329131,-0.19600545058665275
2006-01-11,14.02,17.13016493329131,-0.18156071149361308
2006-01-12,14.16,16.960164933291313,-0.16510245886788733
2006-01-13,13.99,17.04016493329131,-0.1789985569524749
2006-01-17,14.07,16.90016493329131,-0.16746374632807415
2006-01-18,13.93,17.070164933291313,-0.1839563323238409
2006-01-19,14.1,16.92016493329131,-0.16667478977953043
2006-01-20,13.95,17.08016493329131,-0.18326315615314936
2006-01-23,14.11,17.870164933291314,-0.21041579343715489
2006-01-24,14.9,17.97016493329131,-0.17084789954284507
2006-01-25,15.0,18.38016493329131,-0.18390286189265603
2006-01-26,15.41,18.750164933291313,-0.1781405627723721
2006-01-27,15.78,18.730164933291313,-0.15750875359605832
2006-01-30,15.76,18.76016493329131,-0.1599220979111593
2006-01-31,15.79,19.140164933291313,-0.17503323220920775
2006-02-01,16.17,18.97016493329131,-0.14760888706756659
2006-02-02,16.0,19.04016493329131,-0.1596711448636482
2006-02-03,16.07,18.97016493329131,-0.15288032252169426
2006-02-06,16.0,18.60016493329131,-0.1397925740237621
2006-02-07,15.63,18.47016493329131,-0.15377041534545755
2006-02-08,15.5,18.410164933291313,-0.158073811062324
2006-02-09,15.44,18.26016493329131,-0.1544435630014317
2006-02-10,15.29,18.110164933291312,-0.15572276363464244
2006-02-13,15.14,18.680164933291312,-0.18951465075033247
2006-02-14,15.71,19.090164933291312,-0.17706316027666402
2006-02-15,16.12,19.26016493329131,-0.1630393583942532
2006-02-16,16.29,19.22016493329131,-0.15245264249610901
2006-02-17,16.25,19.860164933291312,-0.1817792020065072
2006-02-21,16.89,19.47016493329131,-0.13251890480288553
2006-02-22,16.5,19.700164933291312,-0.16244356045381902
2006-02-23,16.73,19.640164933291313,-0.1481741595946784
2006-02-24,16.67,19.80016493329131,-0.15808782117912346
2006-02-27,16.83,19.480164933291313,-0.13604427592716228
2006-02-28,16.51,19.67016493329131,-0.16065777506231282
2006-03-01,16.7,19.56016493329131,-0.14622396810281102
2006-03-02,16.59,19.610164933291312,-0.15401017500694814
2006-03-03,16.64,19.31016493329131,-0.138277686519801
2006-03-06,16.34,18.67016493329131,-0.12480687458396933
2006-03-07,15.7,18.050164933291313,-0.13020185366598636
2006-03-08,15.08,18.370164933291314,-0.179103723087903
2006-03-09,15.4,18.660164933291313,-0.17471254648317192
2006-03-10,15.69,18.640164933291313,-0.1582692505055211
2006-03-13,15.67,18.690164933291314,-0.16159113330839214
2006-03-14,15.72,19.430164933291312,-0.1909487102157521
2006-03-15,16.46,19.410164933291316,-0.15199071947252463
2006-03-16,16.44,19.270164933291312,-0.14686770679382677
2006-03-17,16.3,19.360164933291312,-0.15806502392079935
2006-03-20,16.39,18.88016493329131,-0.1318931768917132
2006-03-21,15.91,19.24016493329131,-0.17308401174509258
2006-03-22,16.27,19.140164933291313,-0.14995507840682776
2006-03-23,16.17,19.10016493329131,-0.15341045187437485
2006-03-24,16.13,19.000164933291313,-0.15106000097200878
2006-03-27,16.03,19.230164933291313,-0.16641380583019216
2006-03-28,16.26,19.37016493329131,-0.16056471093572877
2006-03-29,16.4,19.200164933291312,-0.1458406707973683
2006-03-30,16.23,19.270164933291312,-0.15776538207200785
2006-03-31,16.3,,
2006-04-03,16.73,,
2006-04-04,16.76,,
2006-04-05,16.87,,
2006-04-06,16.82,,
2006-04-07,16.42,,
2006-04-10,16.65,,
2006-04-11,16.5,,
2006-04-12,16.97,,
2006-04-13,17.55,,
2006-04-17,17.68,,
2006-04-18,17.9,,
2006-04-19,18.9,,
2006-04-20,18.52,,
2006-04-21,18.93,,
2006-04-24,18.75,,
2006-04-25,19.65,,
2006-04-26,19.85,,
2006-04-27,18.77,,
2006-04-28,18.26,,
2006-05-01,18.58,,
2006-05-02,18.58,,
2006-05-03,18.58,,
2006-05-04,19.15,,
2006-05-05,19.08,,
2006-05-08,18.91,,
2006-05-09,19.87,,
2006-05-10,19.73,,
2006-05-11,19.08,,
2006-05-12,18.38,,
2006-05-15,18.34,,
2006-05-16,18.73,,
2006-05-17,18.14,,
2006-05-18,17.67,,
2006-05-19,17.29,,
2006-05-22,17.16,,
2006-05-23,17.2,,
2006-05-24,17.29,,
2006-05-25,17.39,,
2006-05-26,17.75,,
2006-05-30,17.18,,
2006-05-31,17.49,,
2006-06-01,17.68,,
2006-06-02,18.09,,
2006-06-05,17.37,,
2006-06-06,16.75,,
2006-06-07,16.55,,
2006-06-08,16.39,,
2006-06-09,16.16,,
2006-06-12,15.61,,
2006-06-13,15.44,,
2006-06-14,16.04,,
2006-06-15,17.2,,
2006-06-16,16.97,,
2006-06-19,16.56,,
2006-06-20,16.75,,
2006-06-21,17.19,,
2006-06-22,17.23,,
2006-06-23,17.29,,
2006-06-26,17.42,,
2006-06-27,17.32,,
2006-06-28,17.33,,
2006-06-29,18.15,,
2006-06-30,18.7,23.51052424720067,-0.20461152616677392
2006-07-03,18.62,23.180524247200673,-0.1967394783037062
2006-07-05,18.29,23.17052424720067,-0.21063503765092018
2006-07-06,18.28,22.98052424720067,-0.2045438213957741
2006-07-07,18.09,23.03052424720067,-0.21452070279299806
2006-07-10,18.14,23.23052424720067,-0.21913083807456857
2006-07-11,18.34,22.930524247200673,-0.20019272990503378
2006-07-12,18.04,22.06052424720067,-0.18224971456473205
2006-07-13,17.17,21.770524247200672,-0.2113189464324554
2006-07-14,16.88,21.490524247200675,-0.21453754194950536
2006-07-17,16.6,21.60052424720067,-0.23150013351406107
2006-07-18,16.71,22.570524247200673,-0.25965388233848974
2006-07-19,17.68,21.26052424720067,-0.16841185125865898
2006-07-20,16.37,20.970524247200668,-0.2193805072762921
2006-07-21,16.08,21.12052424720067,-0.23865526197195353
2006-07-24,16.23,17.62052424720067,-0.07891503270236577
2006-07-25,12.73,17.520524247200672,-0.27342356767469866
2006-07-26,12.63,17.64052424720067,-0.28403488337347893
2006-07-27,12.75,17.98052424720067,-0.29089942958782156
2006-07-28,13.09,18.17052424720067,-0.2796025132837524
2006-07-31,13.28,17.87052424720067,-0.2568768651495914
2006-08-01,12.98,17.96052424720067,-0.2773039460681074
2006-08-02,13.07,18.01052424720067,-0.2743131837469175
2006-08-03,13.12,18.24052424720067,-0.2807224275906711
2006-08-04,13.35,18.22052424720067,-0.2673097755652646
2006-08-07,13.33,18.01052424720067,-0.2598771797510643
2006-08-08,13.12,17.660524247200673,-0.2571001961009386
2006-08-09,12.77,17.770524247200672,-0.2813943009018649
2006-08-10,12.88,17.55052424720067,-0.26611878832882296
2006-08-11,12.66,17.53052424720067,-0.277831066459887
2006-08-14,12.64,18.03052424720067,-0.2989665842931647
2006-08-15,13.14,18.42052424720067,-0.2866652531891507
2006-08-16,13.53,18.49052424720067,-0.2682738564295525
2006-08-17,13.6,18.430524247200673,-0.26209369752107614
2006-08-18,13.54,18.200524247200672,-0.2560653849252438
2006-08-21,13.31,18.450524247200672,-0.27861128379485456
2006-08-22,13.56,18.320524247200673,-0.2598465078273111
2006-08-23,13.43,18.30052424720067,-0.26614124171583153
2006-08-24,13.41,18.24052424720067,-0.2648237617371112
2006-08-25,13.35,18.290524247200672,-0.2701138677289039
2006-08-28,13.4,18.53052424720067,-0.27686881270915564
2006-08-29,13.64,18.680524247200673,-0.2698277725238899
2006-08-30,13.79,19.000524247200673,-0.2742305517158735
2006-08-31,14.11,18.99052424720067,-0.2569978681826066
2006-09-01,14.1,19.19052424720067,-0.2652623858331138
2006-09-05,14.3,18.42052424720067,-0.22369201831087182
2006-09-06,13.53,18.360524247200672,-0.2630929368989644
2006-09-07,13.47,18.37052424720067,-0.2667601741386024
2006-09-08,13.48,18.14052424720067,-0.25691232423560484
2006-09-11,13.25,18.450524247200672,-0.28186322391298446
2006-09-12,13.56,18.92052424720067,-0.28331795552619377
2006-09-13,14.03,18.89052424720067,-0.2572995954795133
2006-09-14,14.0,18.90052424720067,-0.25927980531685413
2006-09-15,14.01,19.020524247200672,-0.26342724217699165
2006-09-18,14.13,18.78052424720067,-0.247624836558748
2006-09-19,13.89,18.74052424720067,-0.25882543002633496
2006-09-20,13.85,18.540524247200672,-0.2529876817215062
2006-09-21,13.65,17.98052424720067,-0.2408452716763737
2006-09-22,13.09,17.99052424720067,-0.27239474402549413
2006-09-25,13.1,18.15052424720067,-0.2782577615067844
2006-09-26,13.26,18.39052424720067,-0.27897650867574464
2006-09-27,13.5,18.380524247200672,-0.26552693391995985
2006-09-28,13.49,18.46052424720067,-0.2692515218225394
2006-09-29,13.57,18.592570289336468,-0.27013856670570713
2006-10-02,13.53,18.64257028933647,-0.2742417064808308
2006-10-03,13.58,19.162570289336468,-0.29132680037411474
2006-10-04,14.1,19.69257028933647,-0.2839939229448808
2006-10-05,14.63,19.35257028933647,-0.2440280654574689
2006-10-06,14.29,19.76257028933647,-0.2769159177786389
2006-10-09,14.7,19.96257028933647,-0.2636218789996001
2006-10-10,14.9,19.71257028933647,-0.2441371276651748
2006-10-11,14.65,20.06257028933647,-0.2697844897875984
2006-10-12,15.0,20.03257028933647,-0.2512194000395124
2006-10-13,14.97,20.64257028933647,-0.2747996111834389
2006-10-16,15.58,20.342570289336468,-0.23411841382861032
2006-10-17,15.28,20.01257028933647,-0.23647988343896942
2006-10-18,14.95,20.382570289336467,-0.26653018791151284
2006-10-19,15.32,20.06257028933647,-0.236388968160137
2006-10-20,15.0,20.01257028933647,-0.25047108976338617
2006-10-23,14.95,19.862570289336468,-0.24732802541541454
2006-10-24,14.8,21.592570289336468,-0.3145790518829984
2006-10-25,16.53,21.232570289336472,-0.2214790873292537
2006-10-26,16.17,21.16257028933647,-0.2359151190558435
2006-10-27,16.1,21.112570289336468,-0.23742112971759832
2006-10-30,16.05,20.76257028933647,-0.22697432079287483
2006-10-31,15.7,20.51257028933647,-0.23461566353965413
2006-11-01,15.45,20.42257028933647,-0.24348405802441386
2006-11-02,15.36,20.412570289336468,-0.24752249313629715
2006-11-03,15.35,20.682570289336468,-0.25782918731748916
2006-11-06,15.62,20.74257028933647,-0.24695928314968418
2006-11-07,15.68,20.81257028933647,-0.2466091510074656
2006-11-08,15.75,20.432570289336468,-0.2291718674170058
2006-11-09,15.37,20.472570289336467,-0.24923935867467706
2006-11-10,15.41,20.53257028933647,-0.24948509695334442
2006-11-13,15.47,20.792570289336467,-0.2559842393350553
2006-11-14,15.73,20.87257028933647,-0.24637934945480777
2006-11-15,15.81,20.952570289336467,-0.24543863680312816
2006-11-16,15.89,20.71257028933647,-0.23283301985071791
2006-11-17,15.65,20.632570289336467,-0.2414905278142495
2006-11-20,15.57,20.89257028933647,-0.2547589988031822
2006-11-21,15.83,21.17257028933647,-0.2523345166093154
2006-11-22,16.11,21.222570289336467,-0.24090250236585808
2006-11-24,16.16,20.912570289336468,-0.22725902285477806
2006-11-27,15.85,21.142570289336465,-0.2503276667362361
2006-11-28,16.08,21.382570289336467,-0.24798563585131161
2006-11-29,16.32,21.482570289336472,-0.24031436740598355
2006-11-30,16.42,21.31257028933647,-0.22956265823012523
2006-12-01,16.25,21.66257028933647,-0.2498581755093412
2006-12-04,16.6,21.872570289336466,-0.24105855962922662
2006-12-05,16.81,21.842570289336468,-0.2304019271849782
2006-12-06,16.78,21.90257028933647,-0.2338798698813196
2006-12-07,16.84,21.65257028933647,-0.22226323364975198
2006-12-08,16.59,21.81257028933647,-0.23942938498585065
2006-12-11,16.75,20.952570289336467,-0.2005754058477165
2006-12-12,15.89,21.01257028933647,-0.24378599185155791
2006-12-13,15.95,21.50257028933647,-0.2582282124704922
2006-12-14,16.44,21.06257028933647,-0.21946848014445686
2006-12-15,16.0,20.96257028933647,-0.23673481929174012
2006-12-18,15.9,20.98257028933647,-0.24222820270591328
2006-12-19,15.92,20.58257028933647,-0.22653003117652803
2006-12-20,15.52,20.542570289336467,-0.24449570908581264
2006-12-21,15.48,20.202570289336467,-0.23376086417227726
2006-12-22,15.14,20.412570289336468,-0.25830016576064696
2006-12-26,15.35,20.542570289336467,-0.2527712071177335
2006-12-27,15.48,20.42257028933647,-0.2420150950302864
2006-12-28,15.36,20.252570289336468,-0.24157774640152918
2006-12-29,15.19,18.807869186283295,-0.19235933376875203
2007-01-03,14.98,18.547869186283293,-0.19236005766753195
2007-01-04,14.72,18.157869186283293,-0.18933219261653822
2007-01-05,14.33,18.317869186283293,-0.21770377033096577
2007-01-08,14.49,18.317869186283293,-0.2089691299438725
2007-01-09,14.49,18.427869186283296,-0.2136909670063445
2007-01-10,14.6,19.177869186283296,-0.2387058302367373
2007-01-11,15.35,19.407869186283293,-0.20908370451874403
2007-01-12,15.58,19.437869186283294,-0.19847181547068304
2007-01-16,15.61,19.637869186283293,-0.20510724193522434
2007-01-17,15.81,19.387869186283293,-0.18454164054369604
2007-01-18,15.56,19.527869186283294,-0.20319007406452683
2007-01-19,15.7,19.357869186283295,-0.18896032156654974
2007-01-22,15.53,20.007869186283294,-0.22380540099458301
2007-01-23,16.18,19.887869186283293,-0.18643873567112046
2007-01-24,16.06,19.677869186283296,-0.1838547228886539
2007-01-25,15.85,19.547869186283293,-0.18916993719592123
2007-01-26,15.72,19.457869186283293,-0.1921006432152541
2007-01-29,15.63,19.617869186283293,-0.203277386978989
2007-01-30,15.79,19.837869186283296,-0.20404757931775042
2007-01-31,16.01,19.977869186283293,-0.19861323293715483
2007-02-01,16.15,20.187869186283294,-0.20001463002478925
2007-02-02,16.36,19.937869186283294,-0.17945093093221665
2007-02-05,16.11,20.067869186283293,-0.19722418705960865
2007-02-06,16.24,20.077869186283294,-0.1911492275736727
2007-02-07,16.25,19.777869186283294,-0.17837458388742933
2007-02-08,15.95,19.497869186283292,-0.18196189298362975
2007-02-09,15.67,19.687869186283294,-0.20407841743902777
2007-02-12,15.86,20.077869186283294,-0.21007553875113594
2007-02-13,16.25,20.577869186283294,-0.21031668279668847
2007-02-14,16.75,20.587869186283296,-0.18641410393457736
2007-02-15,16.76,20.527869186283294,-0.183548967118369
2007-02-16,16.7,20.777869186283294,-0.1962602204164101
2007-02-20,16.95,20.917869186283294,-0.18968801989091655
2007-02-21,17.09,21.027869186283294,-0.18726905476718525
2007-02-22,17.2,20.777869186283294,-0.17219615515941633
2007-02-23,16.95,20.477869186283293,-0.17227716195425102
2007-02-26,16.65,19.717869186283295,-0.1555882715976965
2007-02-27,15.89,19.897869186283295,-0.20142202910079143
2007-02-28,16.07,20.027869186283294,-0.19761808655081303
2007-03-01,16.2,19.447869186283295,-0.16700385811799057
2007-03-02,15.62,19.517869186283296,-0.19970772163093642
2007-03-05,15.69,19.267869186283296,-0.18569096311025213
2007-03-06,15.44,19.657869186283293,-0.2145639054931957
2007-03-07,15.83,19.957869186283293,-0.20682915334069374
2007-03-08,16.13,20.137869186283293,-0.19902151261431444
2007-03-09,16.31,20.147869186283295,-0.19048511536376878
2007-03-12,16.32,19.687869186283294,-0.1710631635357328
2007-03-13,15.86,20.057869186283295,-0.20928789330992525
2007-03-14,16.23,20.487869186283294,-0.20782391509674192
2007-03-15,16.66,20.367869186283293,-0.18204502161572955
2007-03-16,16.54,20.457869186283293,-0.19150915232707466
2007-03-19,16.63,20.457869186283293,-0.1871098671825424
2007-03-20,16.63,20.837869186283296,-0.2019337557341594
2007-03-21,17.01,20.857869186283295,-0.18448045444708028
2007-03-22,17.03,20.997869186283296,-0.18896532553290102
2007-03-23,17.17,21.097869186283294,-0.1861737387601674
2007-03-26,17.27,20.887869186283293,-0.17320432036500333
2007-03-27,17.06,20.837869186283296,-0.18129824851622123
2007-03-28,17.01,21.037869186283295,-0.19145803933933891
2007-03-29,17.21,21.077869186283294,-0.18350380449274073
2007-03-30,17.25,21.594589883522033,-0.2011888119642974
2007-04-02,17.39,21.704589883522033,-0.19878698038877196
2007-04-03,17.5,21.094589883522033,-0.17040340216947925
2007-04-04,16.89,21.134589883522032,-0.20083616038517993
2007-04-05,16.93,21.374589883522034,-0.20793801929029898
2007-04-09,17.17,21.42458988352203,-0.19858442596347192
2007-04-10,17.22,21.164589883522034,-0.18637686367800332
2007-04-11,16.96,21.67458988352203,-0.2175169130700031
2007-04-12,17.47,21.734589883522034,-0.19621211655597937
2007-04-13,17.53,22.204589883522033,-0.21052358580110653
2007-04-16,18.0,22.124589883522034,-0.18642559727599517
2007-04-17,17.92,22.154589883522032,-0.1911382655145244
2007-04-18,17.95,22.094589883522033,-0.18758392463365137
2007-04-19,17.89,22.404589883522032,-0.20150290217284406
2007-04-20,18.2,22.584589883522032,-0.19414077944895858
2007-04-23,18.38,22.484589883522034,-0.18255124531002043
2007-04-24,18.28,22.314589883522032,-0.18080502059781656
2007-04-25,18.11,23.60458988352203,-0.23277633335869619
2007-04-26,19.4,23.254589883522033,-0.1657560895646394
2007-04-27,19.05,22.784589883522035,-0.16390858482043225
2007-04-30,18.58,22.784589883522035,-0.18453656199284163
2007-05-01,18.58,23.364589883522033,-0.20477953635712587
2007-05-02,19.16,23.334589883522032,-0.17890136078500196
2007-05-03,19.13,23.42458988352203,-0.18333682275236118
2007-05-04,19.22,23.314589883522032,-0.17562350030510088
2007-05-07,19.11,23.304589883522034,-0.17998986055909538
2007-05-08,19.1,23.334589883522032,-0.18147265088692777
2007-05-09,19.13,22.85458988352203,-0.1629690098358505
2007-05-10,18.65,23.114589883522033,-0.19315029624232094
2007-05-11,18.91,23.214589883522034,-0.18542605771284715
2007-05-14,19.01,23.044589883522033,-0.17507753029733686
2007-05-15,18.84,23.204589883522033,-0.1880916622715837
2007-05-16,19.0,23.60458988352203,-0.19507180197764917
2007-05-17,19.4,23.294589883522033,-0.16718860057188478
2007-05-18,19.09,23.334589883522032,-0.1819011992372488
2007-05-21,19.13,23.434589883522033,-0.18368530897776858
