CMI,dcf,Deviation
144.35,156.20634040239258,-0.07590178716081741
144.14,155.64634040239264,-0.07392618658842409
143.58,154.6863404023926,-0.0717991024514586
142.62,154.04634040239262,-0.07417469556592682
141.98,153.5063404023926,-0.0750870639751956
141.44,152.4663404023926,-0.07231983382884144
140.4,152.0663404023926,-0.0767187555873412
140.0,150.6363404023926,-0.07060939195668126
138.57,149.9763404023926,-0.07605426543806126
137.91,149.5263404023926,-0.07768758582020863
137.46,149.36634040239264,-0.07971233927481236
137.3,150.7763404023926,-0.08937967566016569
138.71,149.95634040239258,-0.07499743173389106
137.89,148.10634040239262,-0.06897976396308003
136.04,146.6563404023926,-0.07238923576889833
134.59,146.2763404023926,-0.07989221202994667
134.21,145.10634040239262,-0.07509210398509192
133.04,145.8463404023926,-0.08780707398663334
133.78,145.5366485013624,-0.08078136072545572
132.85,144.6666485013624,-0.08168191233967192
131.98,143.7466485013624,-0.08185685457042757
131.06,145.6666485013624,-0.10027448734241862
132.98,147.7866485013624,-0.10018935168711074
135.1,148.8166485013624,-0.09217146495028639
136.13,142.2566485013624,-0.04306757234832326
129.57,146.6266485013624,-0.11632707066344716
133.94,143.54664850136243,-0.06692353044572297
130.86,140.0566485013624,-0.06566377676296398
127.37,137.6366485013624,-0.07459240408095791
124.95,140.1766485013624,-0.10862471505883098
127.49,141.1466485013624,-0.09675503206319902
128.46,143.2566485013624,-0.10328769139968874
130.57,143.21664850136239,-0.08830431820391393
130.53,143.5666485013624,-0.09080555015699687
130.88,147.48664850136242,-0.11259763965149039
134.8,144.68664850136238,-0.06833145009416175
132.0,149.04664850136243,-0.11437122989858173
136.36,149.93664850136238,-0.09054923287310246
137.25,148.0566485013624,-0.07298995763275673
135.37,157.2766485013624,-0.1392873558160328
144.59,157.1966485013624,-0.08019667481176063
144.51,157.3066485013624,-0.08134842756662997
144.62,158.8666485013624,-0.0896767737958557
146.18,157.7766485013624,-0.07350041093858228
145.09,154.4566485013624,-0.06064257247741445
141.77,156.8066485013624,-0.0958929270223624
144.12,159.32664850136237,-0.09544322085725876
146.64,158.7266485013624,-0.07614756951954837
146.04,159.18664850136238,-0.08258637659080992
146.5,159.2866485013624,-0.08027445251478837
146.6,159.1766485013624,-0.07901063767688732
146.49,157.2066485013624,-0.06816918116074155
144.52,157.7466485013624,-0.08384741372966886
145.06,157.46664850136239,-0.07878905545674986
144.78,157.5266485013624,-0.08091741062625446
144.84,155.82664850136237,-0.070505581728316
143.14,156.6466485013624,-0.0862236672828971
143.96,161.13664850136237,-0.10659678391670868
148.45,160.6766485013624,-0.07609474441619768
147.99,161.9066485013624,-0.08595476856680961
149.22,161.60664850136237,-0.07664689922245338
148.92,158.3066485013624,-0.059294088973664394
145.62,158.0266485013624,-0.07850985019944545
145.34,158.8766485013624,-0.08520225362915013
146.19,163.2866485013624,-0.1047032850406
150.6,162.6466485013624,-0.07406638017051725
149.96,163.54664850136243,-0.08307506528480912
150.86,160.3066485013624,-0.05892861331501231
147.62,161.9066485013624,-0.08824003605535813
149.22,156.6566485013624,-0.04747100472596755
143.97,156.88664850136237,-0.08233108823948276
144.2,153.5866485013624,-0.061116305310087826
140.9,152.98664850136242,-0.07900459693549522
140.3,151.1566485013624,-0.07182382388733999
138.47,153.10664850136237,-0.0955977329830463
140.42,156.68664850136238,-0.10381643016138009
144.0,155.7466485013624,-0.07542151702390976
143.06,157.98664850136242,-0.09448044276497014
145.3,158.4166485013624,-0.08279842191743869
145.73,158.5066485013624,-0.08060638857841096
145.82,159.21664850136239,-0.08414100301356209
146.53,159.57664850136237,-0.08175788014028251
146.89,158.8466485013624,-0.07527164478550441
146.16,156.85664850136237,-0.06819378460243886
144.17,158.98832456122358,-0.09320385381831808
146.42,154.0283245612236,-0.04939561981796037
141.46,154.8183245612236,-0.08628387239742397
142.25,155.4983245612236,-0.08519914666995265
142.93,158.38832456122358,-0.09759762661829474
145.82,156.16832456122359,-0.06626391485148242
143.6,155.1283245612236,-0.07431476227072753
142.56,153.9083245612236,-0.07373431290072496
141.34,154.9683245612236,-0.0879426463427978
142.4,154.0883245612236,-0.07585470602335931
141.52,153.4283245612236,-0.07761490321476938
140.86,154.5983245612236,-0.08886464067586297
142.03,157.29832456122358,-0.09706603426205507
144.73,159.8983245612236,-0.0948623108018608
147.33,158.41832456122359,-0.0699939517220326
145.85,160.41832456122359,-0.0908145911701228
147.85,154.8383245612236,-0.04513304171319932
142.27,154.1883245612236,-0.07729719221698383
141.62,155.26832456122358,-0.08790153819069468
142.7,152.0283245612236,-0.06135912230925744
139.46,155.57832456122358,-0.10360263620708066
143.01,158.1183245612236,-0.09555075038360683
145.55,156.7283245612236,-0.07132293790875643
144.16,150.6783245612236,-0.04325986886438393
138.11,148.4283245612236,-0.06951722046129749
135.86,146.9683245612236,-0.07558312033826109
134.4,147.5283245612236,-0.08898850170141659
134.96,147.6883245612236,-0.08618368851457259
135.12,149.1983245612236,-0.09435980331968497
136.63,151.60832456122358,-0.09879618816824887
139.04,151.54832456122358,-0.08253687130780774
138.98,152.7483245612236,-0.09013731967780159
140.18,153.3683245612236,-0.08599118885176904
140.8,155.1183245612236,-0.0923058226790755
142.55,154.1283245612236,-0.07512132889386192
141.56,154.35832456122358,-0.0829130829037169
141.79,154.7483245612236,-0.08373806047959409
142.18,154.79832456122358,-0.08151460680850564
142.23,154.79832456122358,-0.08119160589656604
142.23,155.9983245612236,-0.08825943868275354
143.43,157.9283245612236,-0.09180319364182876
145.36,156.51832456122358,-0.07129085103935473
143.95,154.8383245612236,-0.07032060435992593
142.27,152.98832456122358,-0.07005975516082119
140.42,153.51832456122358,-0.08532091917144358
140.95,150.82832456122358,-0.06549382942468363
138.26,149.9383245612236,-0.07788752205547722
137.37,152.60832456122358,-0.0998525120109699
140.04,151.8383245612236,-0.07770320566509104
139.27,153.0683245612236,-0.09014487223778678
140.5,151.26832456122358,-0.07118690970141117
138.7,152.3983245612236,-0.08988500759875828
139.83,150.01832456122358,-0.06791386712938285
137.45,150.9683245612236,-0.08954411198848133
138.4,150.9483245612236,-0.08312993600756446
138.38,151.5083245612236,-0.08665084640889498
138.94,149.32832456122358,-0.06956700674000027
136.76,149.3483245612236,-0.08428835474523966
136.78,150.0283245612236,-0.08830548897996404
137.46,151.1731491712707,-0.09071154002179616
140.14,149.6731491712707,-0.06369311545895207
138.64,148.05314917127072,-0.0635795268385776
137.02,147.85314917127073,-0.07326965459979329
136.82,148.91314917127073,-0.08120941124790759
137.88,147.79314917127073,-0.06707448367436053
136.76,146.0331491712707,-0.0635003026634382
135.0,145.21314917127071,-0.07033212370613129
134.18,147.58314917127075,-0.09081761194644478
136.55,147.0331491712707,-0.07129786194716858
136.0,147.4731491712707,-0.0777982245293084
136.44,148.27314917127072,-0.07980641968831603
137.24,147.3731491712707,-0.06875844906791262
136.34,144.8731491712707,-0.058900833039687184
133.84,146.1831491712707,-0.0844361969299845
135.15,147.0631491712707,-0.08100703159427503
136.03,147.96314917127071,-0.08064946737148604
136.93,147.4831491712707,-0.07155494868783563
136.45,147.5331491712707,-0.07512311120265136
136.5,150.2831491712707,-0.0917145351776113
139.25,148.2831491712707,-0.06091824473485652
137.25,149.0631491712707,-0.07924929291341909
138.03,149.29314917127073,-0.07544317494669173
138.26,152.16314917127073,-0.09137001466512584
141.13,152.1231491712707,-0.07226480145302461
141.09,150.30314917127072,-0.06129711334772048
139.27,150.35314917127073,-0.0737141139534474
139.32,150.9431491712707,-0.07700348929438505
139.91,151.6931491712707,-0.07767753016958479
140.66,152.79314917127073,-0.07940898683664344
141.76,152.26314917127073,-0.06898024392925461
141.23,153.3431491712707,-0.07899374205326515
142.31,154.2531491712707,-0.0774256424289268
143.22,153.80314917127072,-0.06880970401643483
142.77,154.24314917127072,-0.07438352518678792
143.21,151.58314917127075,-0.05523799457293299
140.55,152.0031491712707,-0.07534810452095153
140.97,152.96314917127071,-0.07840548024963945
141.93,152.91314917127073,-0.07182606094240473
141.88,151.4531491712707,-0.06320865048797963
140.42,151.51314917127073,-0.07321575211093412
140.48,150.2831491712707,-0.06523119341942007
139.25,146.58314917127075,-0.05002723172977097
135.55,146.2531491712707,-0.07318235013686236
135.22,146.79314917127073,-0.07883984529664778
135.76,146.60314917127073,-0.0739625937953291
135.57,147.2031491712707,-0.0790278552922502
136.17,147.2231491712707,-0.07507752166347248
136.19,146.5031491712707,-0.07039540944757461
135.47,146.9431491712707,-0.07807883005078442
135.91,148.1931491712707,-0.08288607968695472
137.16,148.88314917127073,-0.07874060453802445
137.85,148.1531491712707,-0.06954390931886223
137.12,146.88314917127073,-0.06646881705869856
135.85,146.4531491712707,-0.07239959831024712
135.42,146.8131491712707,-0.07760305691678604
135.78,147.49314917127072,-0.0794148693487402
136.46,147.1731491712707,-0.07279282417748234
136.14,146.7331491712707,-0.07219329259338747
135.7,146.6931491712707,-0.07493975849162338
135.66,146.21314917127071,-0.07217647134396243
135.18,145.1231491712707,-0.06851525223957244
134.09,144.57314917127073,-0.07251103840071782
133.54,140.90150859678312,-0.05224577557824095
131.14,140.95150859678313,-0.06960910666696518
131.19,140.85150859678313,-0.06859357555367918
131.09,141.12150859678317,-0.07108419330639038
131.36,140.59150859678317,-0.0656619214696611
130.83,141.25150859678314,-0.07377980384289129
131.49,138.82150859678313,-0.05281248324478316
129.06,137.53150859678314,-0.06159685648195734
127.77,138.50150859678314,-0.07748297260808601
128.74,139.95150859678313,-0.08010995171966884
130.19,139.63150859678314,-0.06761732141738563
129.87,139.67150859678313,-0.07017543302320195
129.91,140.15150859678312,-0.07307455124331208
130.39,137.95150859678313,-0.0548128010610206
128.19,138.73150859678313,-0.07598496335408234
128.97,138.38150859678314,-0.06801131662906235
128.62,136.99150859678315,-0.06110968980875742
127.23,136.73150859678313,-0.06949026376065792
126.97,134.13150859678314,-0.05339169499920837
124.37,133.54150859678313,-0.06867908482654406
123.78,137.76150859678313,-0.10149067572790516
128.0,140.03150859678314,-0.08592000984169601
130.27,139.56150859678317,-0.06657644138562524
129.8,139.29150859678313,-0.06814132959288177
129.53,138.37150859678317,-0.06389688662387483
128.61,135.76150859678313,-0.05267699711575369
126.0,137.60150859678313,-0.08431236485044147
127.84,136.94150859678314,-0.06646274522637274
127.18,136.64150859678313,-0.06924329725239775
126.88,140.69150859678314,-0.09816874333451375
130.93,137.74150859678315,-0.04945138663119175
127.98,138.82150859678313,-0.07809674960580537
129.06,138.15150859678312,-0.06580824696832022
128.39,137.81150859678317,-0.06836518003985559
128.05,138.37150859678317,-0.07459273011802026
128.61,137.80150859678315,-0.06670107381536827
128.04,137.20150859678313,-0.06677410977825016
127.44,133.84150859678314,-0.04782902302803993
124.08,129.51150859678313,-0.04193842428083683
119.75,126.60150859678313,-0.054118696315102466
116.84,124.63150859678314,-0.06251636271202321
114.87,128.49150859678315,-0.1060109632577243
118.73,132.36150859678315,-0.10298695399664282
122.6,132.03150859678314,-0.07143377135518802
122.27,131.51150859678313,-0.07027148190595078
121.75,130.07150859678313,-0.06397641333260384
120.31,130.66150859678314,-0.0792238564206964
120.9,129.79150859678313,-0.06850608867184016
120.03,127.76150859678314,-0.060515163617736234
118.0,129.58150859678315,-0.0893762445135684
119.82,128.75150859678314,-0.06937012772995421
118.99,128.78150859678314,-0.07603194514082379
119.02,130.25150859678314,-0.08622939356159232
120.49,128.78150859678314,-0.06438431019428403
119.02,131.49150859678315,-0.09484649411869517
121.73,132.60150859678313,-0.08198631155729452
122.84,129.93150859678315,-0.05457882136033876
120.17,125.00150859678314,-0.03865160229680198
115.24,124.58150859678314,-0.07498310705979327
114.82,123.03150859678314,-0.06674313507521967
113.27,121.98150859678314,-0.07141663270930299
112.22,120.93150859678313,-0.07203671481375096
111.17,120.28150859678314,-0.07575153240991872
110.52,116.2543892916899,-0.04932621750136201
106.84,117.51438929168991,-0.0908347425028464
108.1,117.9943892916899,-0.08385474386608605
108.58,114.8143892916899,-0.05429972088124968
105.4,117.37438929168991,-0.10201875693625173
107.96,121.1743892916899,-0.10905265847785994
111.76,121.5843892916899,-0.08080304839234309
112.17,121.9443892916899,-0.0801544814686771
112.53,123.68438929168991,-0.09018429371376901
114.27,122.5043892916899,-0.06721709596938086
113.09,121.3943892916899,-0.06840834523032091
111.98,119.3943892916899,-0.06209998087578439
109.98,118.7843892916899,-0.07412076068404594
109.37,118.57438929168991,-0.07762544126664106
109.16,118.12438929168991,-0.07588940222627305
108.71,117.98438929168991,-0.07860691865566272
108.57,118.90438929168991,-0.08691343821074715
109.49,118.0043892916899,-0.07215315754606011
108.59,121.23438929168991,-0.10429705107242726
111.82,122.2543892916899,-0.08534981322260937
112.84,121.51438929168991,-0.07138569631344172
112.1,111.76438929168991,0.0030028411593086
102.35,112.6443892916899,-0.0913883892169084
103.23,112.8143892916899,-0.08495715264573878
103.4,112.9243892916899,-0.08434306664336155
103.51,116.2743892916899,-0.1097781667093406
106.86,116.8143892916899,-0.08521543751629279
107.4,116.1743892916899,-0.07552774191615697
106.76,115.9143892916899,-0.07897543478103963
106.5,115.8943892916899,-0.08105991454034545
106.48,114.6143892916899,-0.07097179806095855
105.2,113.1443892916899,-0.07021461109493465
103.73,109.4943892916899,-0.052645522103728304
100.08,107.2443892916899,-0.06680432737794562
97.83,108.0843892916899,-0.09487391619539187
98.67,108.54438929168991,-0.09097097838152268
99.13,107.3143892916899,-0.07626553480581266
97.9,107.76438929168991,-0.09153663243049237
98.35,107.98438929168991,-0.08922020446552958
98.57,108.1143892916899,-0.08828047176902043
98.7,107.5543892916899,-0.0823247600586211
98.14,108.09438929168991,-0.09208978705479565
98.68,108.98438929168991,-0.09454922267913846
99.57,109.15438929168991,-0.08780580747951283
99.74,109.7843892916899,-0.09149196307867258
100.37,101.82438929168991,-0.01428330974344083
92.41,104.26438929168991,-0.11369547524539836
94.85,101.8943892916899,-0.06913422162553184
92.48,101.9143892916899,-0.09257171001327069
92.5,100.82438929168991,-0.08256325032237033
91.41,99.59438929168991,-0.08217721249055154
90.18,99.3343892916899,-0.09215730178607673
89.92,99.57438929168991,-0.09695655037771467
90.16,97.0243892916899,-0.0707491110410714
87.61,96.2443892916899,-0.08971317034930182
86.83,96.51438929168991,-0.10034140362657573
87.1,96.7743892916899,-0.09996848714312323
87.36,95.3743892916899,-0.08403083208406137
85.96,94.6243892916899,-0.09156613169762173
85.21,94.8043892916899,-0.10120195239241847
85.39,96.82438929168991,-0.11809410186149538
87.41,98.9743892916899,-0.11684223943638794
89.56,98.71438929168991,-0.09273611838533202
89.3,98.68438929168991,-0.09509497255894916
89.27,99.26438929168991,-0.10068453916863629
89.85,98.59438929168991,-0.08869053659655801
89.18,97.4243892916899,-0.08462346391524289
88.01,99.56044011476959,-0.1160143537077043
89.97,98.6804401147696,-0.08826916564862275
89.09,98.2704401147696,-0.09342015873794607
88.68,96.78044011476959,-0.08369914525252697
87.19,95.6104401147696,-0.08807029969385993
86.02,95.0104401147696,-0.09462581274130966
85.42,96.2204401147696,-0.11224683759383225
86.63,94.4904401147696,-0.08318767597253418
84.9,96.2704401147696,-0.11810936047673859
86.68,93.9404401147696,-0.07728769533014024
84.35,93.1104401147696,-0.09408655038007907
83.52,93.8304401147696,-0.1098837445732781
84.24,95.6104401147696,-0.11892467079035163
86.02,96.0004401147696,-0.10396244124337217
86.41,93.64044011476959,-0.0772149309198853
84.05,94.9704401147696,-0.11498778042486169
85.38,94.8004401147696,-0.09937126983128775
85.21,96.5404401147696,-0.11736470334400484
86.95,99.48044011476959,-0.12595883271438435
89.89,100.76044011476961,-0.107884007874398
91.17,98.56044011476959,-0.0749838384057917
88.97,100.2504401147696,-0.11252259942056542
90.66,107.1604401147696,-0.1539788386189671
97.57,108.59044011476959,-0.10148628279913097
99.0,108.0204401147696,-0.08350678913347842
98.43,109.29044011476961,-0.09937227907001456
99.7,105.92044011476959,-0.058727476094599496
96.33,104.84044011476959,-0.0811751658563542
95.25,106.60044011476961,-0.10647648454874437
97.01,108.7304401147696,-0.1077935498320266
99.14,107.1204401147696,-0.07449969498089526
97.53,106.79044011476961,-0.08671600290079562
97.2,106.1804401147696,-0.08457716039849439
96.59,108.1204401147696,-0.10664440602100822
98.53,107.1204401147696,-0.08019421975456542
97.53,105.7204401147696,-0.07747262597354021
96.13,107.29044011476961,-0.1040208251809871
97.7,107.2504401147696,-0.089048027257973
97.66,107.1604401147696,-0.08865622523194716
97.57,109.85044011476961,-0.11179236152298755
100.26,109.05044011476959,-0.08060893752944165
99.46,110.84044011476959,-0.10267407909049919
101.25,111.83044011476959,-0.09461145019112027
102.24,114.6604401147696,-0.10832367381755503
105.07,111.3704401147696,-0.05657192436589875
101.78,111.6604401147696,-0.08848648728783481
102.07,112.38044011476961,-0.09174585990444584
102.79,113.59044011476959,-0.09508229833300252
104.0,114.7104401147696,-0.09336935769798838
105.12,114.17044011476959,-0.07927130792936987
104.58,115.9704401147696,-0.09821847794573435
106.38,119.17044011476959,-0.10732896599569064
109.58,119.6804401147696,-0.08439507830254978
110.09,120.20044011476959,-0.08411317051015743
110.61,119.04044011476961,-0.07081996762311726
109.45,117.33044011476959,-0.06716449803700675
107.74,116.9904401147696,-0.07907005141355794
107.4,118.03044011476959,-0.09006524168200025
108.44,119.5204401147696,-0.09270749090389563
109.93,118.9004401147696,-0.07544496980928583
109.31,119.53044011476959,-0.08550491494012924
109.94,119.7104401147696,-0.08161727670036478
110.12,114.40976744186047,-0.03749476585589939
109.09,113.33976744186046,-0.037495819320790824
108.02,111.74976744186047,-0.033376064462961375
106.43,110.40976744186047,-0.03604542907814856
105.09,111.59976744186046,-0.05833137103311459
106.28,111.57976744186047,-0.04749756665895499
106.26,113.11976744186046,-0.06064163317331894
107.8,119.01976744186047,-0.09426810086266701
113.7,119.88976744186047,-0.05162882182469941
114.57,120.63976744186047,-0.05031315602283182
115.32,121.97976744186046,-0.05459731217338748
116.66,123.06976744186046,-0.05208238851095992
117.75,121.92976744186046,-0.03428012313607909
116.61,120.45976744186046,-0.031958947984176866
115.14,121.42976744186046,-0.0517975746340118
116.11,120.22976744186046,-0.03426578566620497
114.91,121.49976744186047,-0.054236872881372244
116.18,122.03976744186046,-0.04801522950010573
116.72,121.92976744186046,-0.04272760910779749
116.61,122.34976744186046,-0.04691277770174718
117.03,121.84976744186046,-0.039554999102974664
116.53,123.91976744186047,-0.05963348378076594
118.6,119.75976744186046,-0.00968411568119898
114.44,119.20976744186046,-0.04001154892099523
113.89,120.30976744186046,-0.053360317938963675
114.99,117.73976744186047,-0.023354619272696442
112.42,120.09976744186046,-0.06394489852428886
114.78,120.03976744186046,-0.043816874640380754
114.72,119.70976744186046,-0.04168220813129431
114.39,117.10976744186047,-0.023224087121603287
111.79,119.50976744186046,-0.06459528461233088
114.19,119.59976744186046,-0.04523225719891344
114.28,115.98976744186047,-0.014740674798899622
110.67,113.39976744186046,-0.024072072663288258
108.08,113.52976744186047,-0.04800298251867152
108.21,113.47976744186046,-0.04643794713943472
108.16,115.02976744186047,-0.0597216494011662
109.71,118.48976744186047,-0.07409726283890672
113.17,118.81976744186046,-0.047549053187845525
113.5,118.55976744186046,-0.04267693460466404
113.24,119.78976744186046,-0.054677186388556676
114.47,119.44976744186046,-0.041689218392863325
114.13,120.44976744186046,-0.052468075082925614
115.13,118.95976744186046,-0.03219380404162442
113.64,121.61976744186046,-0.06561242148136104
116.3,122.46976744186047,-0.05037788158444423
117.15,124.18976744186047,-0.056685567473633736
118.87,123.95976744186046,-0.0410598337420055
118.64,121.31976744186046,-0.022088465040494554
116.0,119.05976744186046,-0.02569942397506031
113.74,118.26976744186047,-0.03830029888312103
112.95,118.75976744186046,-0.04892033360291537
113.44,118.66976744186047,-0.044069922395547634
113.35,119.49976744186047,-0.05146258920422153
114.18,121.28976744186046,-0.05861803177476188
115.97,120.67976744186046,-0.03902698473569299
115.36,121.09976744186046,-0.047397014569958706
115.78,124.27976744186047,-0.06839220588207784
118.96,115.81976744186046,0.027113096732091613
110.5,111.06976744186046,-0.005129815745393618
105.75,112.25976744186046,-0.05798842800232851
106.94,115.04976744186047,-0.07048921194872193
109.73,117.75976744186046,-0.06818769785550793
112.44,118.23976744186047,-0.04905090366244391
112.92,116.30903225806452,-0.02913816917111811
110.18,116.73903225806451,-0.0561854259984359
110.61,117.38903225806452,-0.05774842953949644
111.26,120.82903225806452,-0.07919481004885598
114.7,122.01903225806451,-0.05998271025937252
115.89,125.10903225806452,-0.07368798312697566
118.98,124.25903225806452,-0.04248409280301557
118.13,125.59903225806451,-0.05946727553376463
119.47,125.13903225806452,-0.04530187069349967
119.01,124.31903225806451,-0.04270490335738686
118.19,122.59903225806451,-0.03596302659864181
116.47,123.68903225806451,-0.058364368499567054
117.56,124.58903225806452,-0.056417745050825197
118.46,124.33903225806452,-0.047282274530355384
118.21,124.31903225806451,-0.04913995988468789
118.19,128.17903225806452,-0.07793031420266516
122.05,129.54903225806453,-0.057885667900060334
123.42,128.2890322580645,-0.037953612809784265
122.16,128.89903225806452,-0.052281480628749266
122.77,127.92903225806451,-0.04032729840133131
121.8,127.16903225806452,-0.04221965177158171
121.04,128.4090322580645,-0.05738718007978527
122.28,129.3790322580645,-0.05487003677616398
123.25,131.46903225806452,-0.06251686893025221
125.34,132.5390322580645,-0.05431631826047589
126.41,132.0090322580645,-0.04241400881660096
125.88,132.1990322580645,-0.047799383627326275
126.07,133.23903225806453,-0.05380579651898976
127.11,132.8590322580645,-0.04327167043410052
126.73,133.1390322580645,-0.04813789126573953
127.01,132.99903225806452,-0.045030645384273926
126.87,132.6390322580645,-0.04349422760292898
126.51,132.3490322580645,-0.044118435612578555
126.22,132.2590322580645,-0.045660641507501154
126.13,131.4790322580645,-0.040683538403032515
125.35,131.7890322580645,-0.04885863525771883
125.66,131.0690322580645,-0.041268575535177265
124.94,131.45903225806452,-0.04958983910110604
125.33,130.6390322580645,-0.04063894355537656
124.51,131.61903225806452,-0.054012190608770716
125.49,132.17903225806452,-0.05060584983709793
126.05,131.73903225806453,-0.04318410542837636
125.61,131.5390322580645,-0.04507431867396161
125.41,132.2890322580645,-0.05200001950762745
126.16,123.06903225806451,0.025115723145153313
116.94,125.87903225806451,-0.07101287718623872
119.75,126.00903225806452,-0.04967129852442742
119.88,122.93903225806451,-0.02488251454300716
116.81,125.09903225806451,-0.06625976323274196
118.97,123.43903225806451,-0.03620436888002698
117.31,124.17903225806451,-0.055315556363730756
118.05,125.63903225806452,-0.06040345998906238
119.51,125.68903225806451,-0.04916126846595281
119.56,125.41903225806452,-0.0467156551328578
119.29,125.29903225806451,-0.04795753127357261
119.17,127.04903225806451,-0.06201568101723487
120.92,128.04903225806453,-0.05567423769120705
121.92,126.75903225806452,-0.038175048924426136
120.63,126.35903225806452,-0.04533931730629315
120.23,126.59903225806451,-0.050308696239333206
120.47,129.7290322580645,-0.07137209071016504
123.6,130.3890322580645,-0.05206751013097277
124.26,134.27903225806452,-0.07461352744045258
128.15,135.2318326458456,-0.052368088986799344
127.86,134.68183264584562,-0.05065146881230864
127.31,137.62183264584561,-0.07492875547139355
130.25,137.86183264584562,-0.055213488024634994
130.49,135.8118326458456,-0.039185338583297535
128.44,135.54183264584557,-0.05239587297304593
128.17,135.2318326458456,-0.05222019481418716
127.86,135.1418326458456,-0.05388289105808164
127.77,133.5018326458456,-0.04293448660776855
126.13,133.1318326458456,-0.052593226628763756
125.76,133.1718326458456,-0.055656158652982346
125.8,134.4218326458456,-0.06414012125962532
127.05,135.67183264584563,-0.06354917212883715
128.3,134.3518326458456,-0.04504466017816333
126.98,134.0118326458456,-0.05247172960039048
126.64,134.0618326458456,-0.055361265017553896
126.69,132.9418326458456,-0.047026827608886435
125.57,133.8918326458456,-0.06215340010960568
126.52,133.6318326458456,-0.05321959973933432
126.26,133.99183264584562,-0.05770376069324801
126.62,135.1918326458456,-0.06340495929440315
127.82,129.6618326458456,-0.014204894441653737
122.29,129.0918326458456,-0.052689875931236974
121.72,129.12183264584561,-0.05732440822883378
121.75,131.68183264584562,-0.07542295278162625
124.31,137.71183264584562,-0.09731794565766327
130.34,138.23183264584563,-0.057091282773228835
130.86,144.2218326458456,-0.09264778016416708
136.85,145.18183264584562,-0.05738894801094141
137.81,144.36183264584562,-0.04538479822377184
136.99,142.11183264584562,-0.036040859867099484
134.74,145.15183264584562,-0.07173063168447436
137.78,144.24183264584562,-0.04479860334076069
136.87,142.80183264584562,-0.041538911202609
135.43,142.40183264584562,-0.0489588688313064
135.03,144.20183264584563,-0.06360413371701945
136.83,146.7218326458456,-0.06741895508981488
139.35,148.17183264584563,-0.05953785202165396
140.8,148.6618326458456,-0.052884001938646175
141.29,145.6918326458456,-0.030213310972247776
138.32,145.5918326458456,-0.04994670726849404
138.22,149.15183264584562,-0.07329331763427116
141.78,150.0018326458456,-0.054811547971266195
142.63,150.32183264584557,-0.051169098396819934
142.95,150.23183264584563,-0.04847063713195676
142.86,150.0318326458456,-0.04780207319585916
142.66,153.83183264584562,-0.07262367257605007
146.46,151.15183264584562,-0.031040527684760177
143.78,149.62183264584561,-0.03904398537660747
142.25,149.68183264584562,-0.04965086620384784
142.31,150.0018326458456,-0.0512782578063965
142.63,146.23183264584563,-0.0246309752170637
138.86,146.21183264584562,-0.05028206344730812
138.84,142.7218326458456,-0.027198590249875143
135.35,144.7818326458456,-0.06514513923108745
137.41,145.37183264584561,-0.0547687437169635
138.0,146.07183264584557,-0.05525933713323028
138.7,145.6018326458456,-0.047402100100163436
138.23,145.61183264584562,-0.050695280127402764
138.24,145.45183264584563,-0.04958227417735872
138.08,143.83183264584562,-0.039989983719447175
136.46,143.79183264584557,-0.05098921483185781
136.42,144.04183264584557,-0.05291402161332759
136.67,146.40404500961563,-0.06648754144037705
139.79,146.24404500961563,-0.04413201925036525
139.63,144.36404500961564,-0.03279241039069192
137.75,145.33404500961564,-0.05218354040248352
138.72,144.03404500961562,-0.03689436764246168
137.42,146.17404500961564,-0.05988782077584154
139.56,147.32404500961565,-0.052700460465288534
140.71,145.17404500961564,-0.0307496082327936
138.56,146.59404500961563,-0.054804716038012624
139.98,145.53404500961562,-0.038163200983307166
138.92,146.51404500961564,-0.05183151560055055
139.9,147.58404500961564,-0.05206555362481757
140.97,148.19404500961565,-0.0487472017458388
141.58,148.08404500961564,-0.04392130839749342
141.47,151.62404500961563,-0.06696856695105113
145.01,154.47404500961565,-0.06126624708394568
147.86,154.06404500961563,-0.04026925950976035
147.45,153.75404500961562,-0.041000840070395506
147.14,153.62404500961563,-0.04220722745068839
147.01,153.62404500961563,-0.043053449147245515
147.01,153.93404500961563,-0.04498059548284539
147.32,152.94404500961565,-0.03677191229813537
146.33,153.47404500961565,-0.046548880686425154
146.86,152.99404500961563,-0.04009335794233104
146.38,153.96404500961563,-0.049258546104981704
147.35,152.29404500961564,-0.03246381044842228
145.68,156.75404500961562,-0.07064599199935362
150.14,157.17404500961564,-0.044753222513203905
150.56,159.46404500961563,-0.05583732062659463
152.85,158.57404500961565,-0.03609698553926999
151.96,158.55404500961563,-0.04158862682573461
151.94,158.79404500961564,-0.04316311111793014
152.18,159.52404500961563,-0.046037229115980294
152.91,161.12404500961563,-0.05097963503290548
154.51,158.86404500961564,-0.027407365898004854
152.25,155.72404500961565,-0.022308982594185345
149.11,156.55404500961563,-0.0475493623250578
149.94,156.52404500961563,-0.04206411231712781
149.91,155.10404500961565,-0.03348748905480603
148.49,159.46404500961563,-0.06881830326675764
152.85,157.45404500961567,-0.029240563551952592
150.84,158.55404500961563,-0.04865246426950387
151.94,159.04404500961564,-0.04466715499587637
152.43,158.71404500961563,-0.03959350295202235
152.1,157.78404500961562,-0.03602420643525295
151.17,155.45404500961567,-0.02755827298897684
148.84,158.11404500961564,-0.058654150610413125
151.5,159.41404500961565,-0.049644590657857535
