CMI,dcf,Deviation
10.99,10.44,0.05268199233716486
11.03,10.99,0.0036396724294813776
11.58,11.17,0.036705461056401045
11.76,11.16,0.053763440860215006
11.75,10.98,0.07012750455373395
11.57,11.02,0.0499092558983667
11.61,11.15,0.041255605381165905
11.74,11.19,0.04915102770330648
11.78,11.22,0.04991087344028511
11.81,11.52,0.02517361111111116
12.11,11.41,0.06134969325153361
12.0,11.43,0.04986876640419946
12.02,11.63,0.03353396388650043
12.22,11.79,0.03647158608990675
12.38,11.9,0.04033613445378159
12.49,11.83,0.05579036348267108
12.42,11.79,0.05343511450381677
12.38,11.73,0.05541346973572048
12.32,11.64,0.05841924398625431
12.23,11.61,0.05340223944875122
12.2,11.81,0.03302286198137172
12.4,11.77,0.05352591333899759
12.36,11.87,0.04128053917438934
12.46,11.88,0.04882154882154888
12.47,11.56,0.07871972318339093
12.15,11.61,0.04651162790697683
12.2,11.37,0.07299912049252422
11.96,11.47,0.042720139494333065
12.06,11.85,0.017721518987341867
12.44,11.42,0.08931698774080554
12.01,11.35,0.058149779735682916
11.94,11.39,0.04828797190517986
11.98,11.44,0.0472027972027973
12.03,11.47,0.048823016564951915
12.06,11.24,0.07295373665480431
11.83,11.37,0.04045734388742317
11.96,11.37,0.0518909410729993
11.96,11.22,0.06595365418894827
11.81,11.57,0.02074330164217808
12.16,11.31,0.07515473032714404
11.9,11.04,0.0778985507246377
11.63,10.78,0.07884972170686466
11.37,13.996666666666666,-0.18766372945939513
11.33,13.776666666666667,-0.1775949673360755
11.11,14.076666666666666,-0.21075065119583236
11.41,14.396666666666667,-0.2074554294975689
11.73,14.726666666666667,-0.20348574015391574
12.06,15.046666666666667,-0.19849357554275582
12.38,15.296666666666667,-0.19067334931357593
12.63,15.356666666666667,-0.17755589320599086
12.69,15.366666666666667,-0.1741865509761389
12.7,15.366666666666667,-0.17353579175704992
12.7,15.476666666666667,-0.17940986431186734
12.81,15.506666666666666,-0.17390369733447975
12.84,15.746666666666666,-0.1845893310753598
13.08,15.396666666666667,-0.15046546871617228
12.73,15.266666666666667,-0.16615720524017474
12.6,15.186666666666667,-0.17032484635645306
12.52,15.106666666666667,-0.17122683142100625
12.44,14.896666666666667,-0.1649138509733722
12.23,14.846666666666666,-0.17624607094746292
12.18,14.716666666666667,-0.17236693091732735
12.05,14.966666666666667,-0.1948775055679287
12.3,14.256666666666666,-0.13724573299041376
11.59,14.556666666666667,-0.20380123654682847
11.89,14.476666666666667,-0.17867833294957403
11.81,14.516666666666667,-0.18645235361653278
11.85,14.496666666666666,-0.1825707059094045
11.83,14.556666666666667,-0.18731394550034353
11.89,14.366666666666667,-0.17238979118329467
11.7,14.356666666666667,-0.18504759693522177
11.69,14.126666666666667,-0.17248702218027379
11.46,13.916666666666666,-0.1765269461077843
11.25,13.846666666666666,-0.1875300914780933
11.18,14.206666666666667,-0.2130455185358987
11.54,14.116666666666667,-0.18252656434474623
11.45,13.946666666666667,-0.17901529636711289
11.28,13.726666666666667,-0.17824186498300154
11.06,13.616666666666667,-0.18776009791921666
10.95,13.736666666666666,-0.2028633826741083
11.07,13.676666666666666,-0.19059224957348275
11.01,13.616666666666667,-0.19143206854345174
10.95,14.096666666666666,-0.22322061953180417
11.43,14.146666666666667,-0.19203581526861457
11.48,14.196666666666667,-0.19135947405494247
11.53,14.276666666666667,-0.1923885127247258
11.61,14.476666666666667,-0.19801980198019808
11.81,14.246666666666666,-0.17103416003743555
11.58,14.246666666666666,-0.18717828731867103
11.58,14.266666666666667,-0.18831775700934583
11.6,14.096666666666666,-0.17711042799716248
11.43,14.206666666666667,-0.19544814641013608
11.54,14.216666666666667,-0.1882766705744432
11.55,13.986666666666666,-0.17421353670162054
11.32,14.316666666666666,-0.20931315483119906
11.65,14.446666666666667,-0.19358560221504384
11.78,14.476666666666667,-0.1862767672116049
11.81,14.476666666666667,-0.1842044669583237
11.81,14.676666666666666,-0.19532137179195996
12.01,15.106666666666667,-0.20498676081200362
12.44,15.166666666666666,-0.17978021978021974
12.5,15.056666666666667,-0.1698029665707328
12.39,15.106666666666667,-0.1798323036187114
12.44,15.016666666666667,-0.17158712541620424
12.35,15.026666666666667,-0.17812777284826975
12.36,15.096666666666666,-0.18127621991609622
12.43,15.026666666666667,-0.17280390417036384
12.36,14.906666666666666,-0.17084078711985695
12.24,2769242.9592307713,-0.9999955800194565
12.19,2769243.5092307664,-0.9999955980758068
12.74,2769243.889230771,-0.9999953994662407
13.12,2769244.079230767,-0.9999952622449937
13.31,2769243.99923077,-0.9999951936340735
13.23,2769243.7392307674,-0.9999952225223758
12.97,2769243.6692307666,-0.9999953164107066
12.9,2769243.6792307696,-0.9999953416883834
12.91,2769243.889230771,-0.9999953380776427
13.12,2769243.869230772,-0.9999952622446344
13.1,2769244.0392307686,-0.9999952694671129
13.27,2769243.729230771,-0.9999952080779817
12.96,2769243.8992307675,-0.9999953200221896
13.13,2769244.219230768,-0.9999952586341396
13.45,2769243.729230771,-0.999995143078286
12.96,2769243.979230771,-0.9999953200223248
13.21,2769244.219230768,-0.9999952297453911
13.45,2769243.7892307686,-0.9999951430783912
13.02,2769243.4592307713,-0.9999952983548787
12.69,2769243.4492307687,-0.9999954175209826
12.68,2769243.229230771,-0.9999954211317135
12.46,2769243.189230772,-0.9999955005757355
12.42,2769242.9492307687,-0.9999955150197264
12.18,2769243.189230772,-0.9999956016863931
12.42,2769243.3992307675,-0.9999955150204553
12.63,2769243.31923077,-0.999995439187336
12.55,2769243.4292307696,-0.999995468076274
12.66,2769243.7392307674,-0.9999954283547452
12.97,2769243.799230771,-0.9999953164109264
13.03,2769243.6992307687,-0.9999952947441918
12.93,2769243.9492307687,-0.9999953308555559
13.18,2769243.719230768,-0.9999952405778124
12.95,2769243.609230769,-0.9999953236327939
12.84,2769243.4292307696,-0.9999953633545305
12.66,2769243.119230772,-0.9999954283537216
12.35,2769242.9592307713,-0.9999955402974091
12.19,2769243.0992307663,-0.9999955980751551
12.33,2769243.299230771,-0.9999955475201462
12.53,2769243.119230772,-0.9999954752979567
12.35,2769243.609230769,-0.9999955402984559
12.84,2769244.0092307664,-0.9999953633555017
13.24,2769243.8792307684,-0.9999952189115233
13.11,2769243.8992307675,-0.9999952658557798
13.13,2769244.029230772,-0.9999952586338143
13.26,2769244.0992307663,-0.9999952116897157
13.33,2769243.889230771,-0.9999951864116946
13.12,2769243.439230772,-0.9999952622438988
12.67,2769243.33923077,-0.9999954247429901
12.57,2769244.24923077,-0.9999954608554289
13.48,2769243.8992307675,-0.9999951322453021
13.13,2769244.0392307686,-0.9999952586338314
13.27,2769244.49923077,-0.9999952080793142
13.73,2769244.799230771,-0.9999950419695638
14.03,2769244.6692307666,-0.9999949336365415
13.9,2769244.2892307686,-0.9999949805800615
13.52,2769244.5092307664,-0.9999951178020016
13.74,2769244.299230771,-0.9999950383575751
13.53,2769244.4592307713,-0.9999951141908202
13.69,2769244.8492307663,-0.9999950564140243
14.08,2787248.4425531905,-0.9999949484230451
14.4,2787248.60255319,-0.9999948336147745
14.56,2787248.6525531933,-0.999994776210588
14.61,2787248.782553191,-0.9999947582719951
14.74,2787248.972553192,-0.9999947116313809
14.93,2787249.0425531915,-0.9999946434639416
15.0,2787250.082553194,-0.9999946183515811
16.04,2787250.0925531895,-0.999994245223978
16.05,2787249.972553192,-0.9999942416359645
15.93,2787250.172553189,-0.9999942846895636
16.13,2787249.9625531915,-0.9999942129338176
15.92,2787249.822553193,-0.9999942882766119
15.78,2787249.952553191,-0.9999943385055992
15.91,2787250.472553192,-0.999994291865709
16.43,2787250.532553191,-0.9999941053020501
16.49,2787250.0425531915,-0.9999940837744199
16.0,2787250.26255319,-0.9999942595753905
16.22,2787250.1425531926,-0.9999941806443016
16.1,2787249.7925531915,-0.9999942236967626
15.75,2787249.722553192,-0.9999943492684302
15.68,2787249.702553191,-0.9999943743827524
15.66,2787249.3425531895,-0.9999943815575589
15.3,2787249.082553194,-0.9999945107166432
15.04,2787248.9925531936,-0.9999946039984084
14.95,2787249.3425531895,-0.9999946362889851
15.3,2787249.372553191,-0.9999945107172143
15.33,2787249.4425531905,-0.9999944999540529
15.4,2787248.952553191,-0.9999944748387165
14.91,2787248.6525531933,-0.9999946506387271
14.61,2787247.93255319,-0.9999947582703966
13.89,2787247.85255319,-0.999995016589577
13.81,2787247.6425531926,-0.9999950452913515
13.6,2787247.952553191,-0.999995120635038
13.91,2787248.4625531915,-0.9999950094151322
14.42,2787248.1425531926,-0.9999948264383857
14.1,2787248.4025531933,-0.999994941247437
14.36,2787248.382553192,-0.9999948479654379
14.34,2787248.1625531935,-0.9999948551405674
14.12,2787247.7125531915,-0.9999949340706474
13.67,2787247.9425531905,-0.9999950955206419
13.9,2787248.2925531915,-0.9999950130025957
14.25,2787248.382553192,-0.9999948874308837
14.34,2787248.6425531926,-0.9999948551414535
14.6,2787248.60255319,-0.9999947618594242
14.56,2787248.7925531915,-0.9999947762108503
14.75,2787248.952553191,-0.9999947080435759
14.91,2787248.7925531915,-0.9999946506389957
14.75,2787248.9125531935,-0.9999947080435
14.87,2787249.372553191,-0.9999946649911751
15.33,2787249.43255319,-0.9999944999540332
15.39,2787249.4025531933,-0.9999944784273751
15.36,2787249.4625531915,-0.9999944891907931
15.42,2787249.1925531905,-0.9999944676636587
15.15,2787249.422553189,-0.9999945645338097
15.38,2787249.282553191,-0.999994482014904
15.24,2787249.3425531895,-0.9999945322437547
15.3,2787249.43255319,-0.9999945107173326
15.39,2787249.382553192,-0.9999944784273355
15.34,2787249.5425531915,-0.999994496366484
15.5,2787249.7425531936,-0.9999944389626221
15.7,2787249.7925531915,-0.9999943672074021
15.75,2787249.9125531935,-0.9999943492688155
15.87,17.358064521155047,-0.0857275601978249
15.8,17.288064521155047,-0.08607467419699477
15.73,17.188064521155045,-0.08483005863519189
15.63,16.988064521155046,-0.07994227473435023
15.43,16.698064521155047,-0.07594080856188545
15.14,16.458064521155045,-0.08008624097085149
14.9,16.478064521155044,-0.09576758964191923
14.92,16.36806452115505,-0.08846889131476021
14.81,16.588064521155044,-0.10718939023220264
15.03,16.798064521155048,-0.10525406179553565
15.24,16.89806452115505,-0.09812156410453299
15.34,17.088064521155044,-0.10229739705107843
15.53,17.628064521155046,-0.11901842761224335
16.07,17.498064521155047,-0.08161271319056607
15.94,17.26806452115505,-0.0769087073729684
15.71,17.308064521155046,-0.0923306311460641
15.75,17.048064521155048,-0.07614145990263421
15.49,17.058064521155046,-0.0919251137320043
15.5,17.788064521155047,-0.12862920068869155
16.23,18.41806452115505,-0.11879991617152985
16.86,18.89806452115505,-0.10784514566947212
17.34,18.76806452115505,-0.07609013276490817
17.21,19.108064521155047,-0.0993331647511263
17.55,18.91806452115505,-0.07231524766316422
17.36,19.02806452115505,-0.08766338369835391
17.47,18.848064521155045,-0.07311437838130852
17.29,18.798064521155048,-0.08022445712205617
17.24,18.228064521155048,-0.05420567389413866
16.67,17.978064521155048,-0.07275891793667932
16.42,17.938064521155045,-0.08462811131963166
16.38,18.608064521155047,-0.11973650019441928
17.05,18.51806452115505,-0.07927742769650314
16.96,18.288064521155047,-0.07261919486443102
16.73,17.89806452115505,-0.06526205779258576
16.34,18.298064521155048,-0.10700937899149165
16.74,18.218064521155043,-0.08113180845521195
16.66,18.338064521155044,-0.09150717728248825
16.78,18.208064521155045,-0.07843033066451666
16.65,18.52806452115505,-0.10136323300313999
16.97,18.568064521155048,-0.08606521801636002
17.01,18.608064521155047,-0.08588021174035831
17.05,18.788064521155047,-0.09250897127790969
17.23,18.728064521155048,-0.07999035455387538
17.17,18.728064521155048,-0.08319410259373416
17.17,18.39806452115505,-0.0667496583536249
16.84,18.378064521155046,-0.08369023404965059
16.82,18.74806452115505,-0.1028407235839972
17.19,19.288064521155047,-0.1087752749299391
17.73,19.308064521155046,-0.08173084979211798
17.75,19.66806452115505,-0.0975217728766331
18.11,19.378064521155046,-0.06543814113998325
17.82,19.458064521155045,-0.08418435036918093
17.9,19.378064521155046,-0.07627513674244624
17.82,19.14806452115505,-0.06935763767078307
17.59,19.128064521155046,-0.08040878989371847
17.57,18.968064521155043,-0.07370622973133523
17.41,19.128064521155046,-0.08981904673391916
17.57,19.308064521155046,-0.09001754263099337
17.75,19.458064521155045,-0.0877818304743525
17.9,19.638064521155044,-0.08850487884295932
18.08,19.77806452115505,-0.08585595012791891
18.22,19.608064521155047,-0.07079049131327941
18.05,19.488064521155046,-0.07379206486072387
17.93,19.228064521155048,-0.0675088498754981
17.67,19.598064521155045,-0.09838035378819188
18.04,19.828064521155046,-0.09017846997861623
18.27,20.02806452115505,-0.08778005080311468
18.47,20.388064521155044,-0.0940778129853781
18.83,20.328064521155046,-0.07369440015285467
18.77,20.308064521155046,-0.0757366375093419
18.75,20.328064521155046,-0.0776298461426459
18.77,20.02806452115505,-0.0628150822974528
18.47,19.888064521155044,-0.07130228885001066
18.33,20.058064521155046,-0.08615310412091226
18.5,20.088064521155044,-0.07905512845613516
18.53,19.74806452115505,-0.06168019756316889
18.19,19.468064521155043,-0.06564928525720815
17.91,19.628064521155046,-0.08753102066193652
18.07,19.788064521155047,-0.08682327265096068
18.23,19.968064521155043,-0.08704221279501878
18.41,19.738064521155046,-0.06728443509401039
18.18,18.49806452115505,-0.017194475713461888
16.94,18.11806452115504,-0.0650215435417788
16.56,18.458064521155045,-0.10283117815411513
16.9,18.808064521155046,-0.10144927560243555
17.25,19.008064521155045,-0.09249045420686597
17.45,18.848064521155045,-0.0741754952921484
17.29,19.078064521155046,-0.09372358077373732
17.52,19.058064521155046,-0.08070413023566725
17.5,18.968064521155043,-0.07739664315870043
17.41,19.26806452115505,-0.0964323385524799
17.71,20.070243904317373,-0.11759916399469628
18.53,20.11024390431737,-0.07857905214059169
18.57,19.93024390431737,-0.06825023872501168
18.39,20.230243904317373,-0.09096498851032842
18.69,20.340243904317372,-0.0811319624327167
18.8,20.54024390431737,-0.0847236241411713
19.0,20.68024390431737,-0.08124874697278539
19.14,20.68024390431737,-0.07447900089784798
19.14,20.68024390431737,-0.07447900089784798
19.14,21.090243904317372,-0.09247137743713518
19.55,21.090243904317372,-0.0730311091377217
19.55,20.780243904317366,-0.0592025728851896
19.24,21.36024390431737,-0.09926122163281226
19.82,21.230243904317373,-0.06642617535027873
19.69,21.54024390431737,-0.08589707305712169
20.0,21.450243904317368,-0.06760966965161042
19.91,21.480243904317373,-0.07310177255490868
19.94,21.450243904317368,-0.07040684064265557
19.91,21.44024390431737,-0.07137250448952348
19.9,21.31024390431737,-0.06617680729743602
19.77,21.510243904317367,-0.08090302983352404
19.97,20.960243904317373,-0.04724391132268291
19.42,20.730243904317373,-0.06320446157628146
19.19,20.820243904317373,-0.07830090328477457
19.28,20.840243904317372,-0.07486687351073384
19.3,20.92024390431737,-0.07744861444865825
19.38,21.020243904317372,-0.07803163045032424
19.48,21.300243904317373,-0.08545648174237219
19.76,22.06024390431737,-0.10427100961776736
20.52,21.960243904317373,-0.06558414881877617
20.42,21.990243904317367,-0.07140638872173122
20.45,22.13024390431737,-0.07592523207525859
20.59,22.320243904317373,-0.07751904108819774
20.78,22.470243904317368,-0.07522143112975321
20.93,22.33024390431737,-0.0627061625621852
20.79,22.18024390431737,-0.06267937856385608
20.64,22.65024390431737,-0.08875153454458817
21.11,22.63024390431737,-0.0671775306861514
21.09,22.500243904317372,-0.06267682742971392
20.96,22.490243904317367,-0.0680403427738554
20.95,22.81536585638459,-0.0817591910700215
20.58,22.325365856384593,-0.07817860041408708
20.09,21.45536585638459,-0.06363750054526751
19.22,21.365365856384592,-0.10041325155887726
19.13,20.995365856384595,-0.0888465516221213
18.76,20.81536585638459,-0.09874272066921941
18.58,21.055365856384594,-0.11756460910100941
18.82,21.125365856384594,-0.10912785473430542
18.89,21.135365856384592,-0.1062373782238697
18.9,21.335365856384595,-0.11414689922721966
19.1,21.535365856384594,-0.11308681136998555
19.3,21.475365856384588,-0.10129586945955826
19.24,21.155365856384595,-0.09053806345809645
18.92,20.925365856384595,-0.09583420763812978
18.69,20.715365856384594,-0.09777118446403699
18.48,20.615365856384592,-0.10358127385467997
18.38,20.70536585638459,-0.11230740246338378
18.47,20.81536585638459,-0.11267473618126245
18.58,20.925365856384595,-0.11208243012243413
18.69,21.655365856384595,-0.13693446123471165
19.42,21.995365856384595,-0.11708674787225881
19.76,20.425365856384595,-0.03257546822235313
18.19,20.295365856384592,-0.10373628498656884
18.06,20.735365856384593,-0.12902428994571258
18.5,20.965365856384594,-0.11759231263945791
18.73,21.135365856384592,-0.11380762806421807
18.9,20.66536585638459,-0.08542630547424734
18.43,20.725365856384588,-0.11075152411253986
18.49,20.865365856384592,-0.11384252127348904
18.63,20.89536585638459,-0.10841474956478958
18.66,20.675365856384595,-0.09747667201556409
18.44,20.825365856384593,-0.1145413661798067
18.59,20.43536585638459,-0.09030256024547978
18.2,20.245365856384595,-0.10102884140962898
18.01,19.865365856384592,-0.09339701417018142
17.63,20.285365856384594,-0.1309005652244053
18.05,20.485365856384593,-0.11888320049825085
18.25,20.785365856384594,-0.12197840893937462
18.55,20.585365856384595,-0.09887440770227174
18.35,20.95536585638459,-0.12432929466563314
18.72,21.015365856384594,-0.10922321657737166
18.78,20.81536585638459,-0.09778189201321641
18.58,21.245365856384595,-0.12545634066280897
19.01,21.39536585638459,-0.1114898372103682
19.16,21.285365856384594,-0.09985103712685706
19.05,20.95536585638459,-0.09092496258203331
18.72,21.005365856384593,-0.10879914551404757
18.77,21.015365856384594,-0.10684400508318725
18.78,21.14536585638459,-0.11186213908284759
18.91,21.195365856384594,-0.10782384564011582
18.96,20.735365856384593,-0.08562018479350542
18.5,20.765365856384594,-0.10909347189219287
18.53,20.555365856384594,-0.09853222124749994
18.32,20.655365856384595,-0.11306339827734069
18.42,20.385365856384592,-0.09641062467216144
18.15,20.235365856384593,-0.10305550545440856
18.0,20.45536585638459,-0.12003529409464031
18.22,18.685247526287622,-0.024899189889407758
17.91,18.00524752628762,-0.005289987052305545
17.23,18.21524752628762,-0.054089164853002636
17.44,18.365247526287618,-0.05038034608372344
17.59,18.475247526287617,-0.047915326981575634
17.7,18.28524752628762,-0.03200654108981815
17.51,18.455247526287618,-0.051218360790946216
17.68,18.175247526287617,-0.027248461159679938
17.4,17.87524752628762,-0.02658690603241798
17.1,17.50524752628762,-0.023150059756599117
16.73,17.475247526287617,-0.04264589243537509
16.7,17.935247526287622,-0.06887262216354273
17.16,17.605247526287616,-0.02529061438203506
16.83,17.315247526287617,-0.028024290472944524
16.54,16.73524752628762,-0.011666844244814789
15.96,17.065247526287617,-0.06476598271341061
16.29,17.355247526287616,-0.061378987806086305
16.58,17.275247526287618,-0.04024530040624119
16.5,18.705247526287618,-0.11789459204901998
17.93,18.59524752628762,-0.03577513691856893
17.82,18.495247526287617,-0.03650924516300069
17.72,18.28524752628762,-0.030912763170145685
17.51,17.995247526287617,-0.026965315457804118
17.22,17.80524752628762,-0.03286938445666443
17.03,17.775247526287618,-0.04192614056065769
17.0,18.115247526287618,-0.06156402360327928
17.34,17.315247526287617,0.0014295189066633185
16.54,17.855247526287616,-0.07366167981436422
17.08,17.725247526287617,-0.036402737131353335
16.95,17.84524752628762,-0.0501672798300411
17.07,17.71524752628762,-0.03642328594788968
16.94,17.525247526287618,-0.033394536962160104
16.75,17.545247526287618,-0.04532552334164097
16.77,16.96524752628762,-0.011508675366220467
16.19,16.78524752628762,-0.03546254086246825
16.01,17.155247526287617,-0.06675785496727527
16.38,17.355247526287616,-0.056193236357501175
16.58,17.725247526287617,-0.06461108791790626
16.95,17.96524752628762,-0.05651174718311347
17.19,17.87524752628762,-0.03833499509754379
17.1,18.07524752628762,-0.05395486423459883
17.3,17.94524752628762,-0.035956457292796284
17.17,17.775247526287618,-0.034050019578772295
17.0,17.995247526287617,-0.055306131512431356
17.22,18.00524752628762,-0.04361214835514815
17.23,17.765247526287617,-0.03012890901157439
16.99,18.05524752628762,-0.05899933106631017
17.28,18.675247526287617,-0.07471105934867206
17.9,18.615247526287618,-0.038422670731483866
17.84,18.515247526287617,-0.03646980821233481
17.74,18.64524752628762,-0.048551113360727816
17.87,18.525247526287618,-0.03537051396251578
17.75,18.50524752628762,-0.04081261410930881
17.73,18.63524752628762,-0.04857716673795953
17.86,18.78524752628762,-0.04925394381909798
18.01,18.745247526287617,-0.03922314310635444
17.97,18.58524752628762,-0.03310408028827139
17.81,18.87524752628762,-0.0564362149319656
18.1,19.28524752628762,-0.061458766586843794
18.51,19.33524752628762,-0.04268099103286038
18.56,19.525247526287618,-0.04943586630530894
18.75,19.495247526287617,-0.038227138449138276
18.72,19.025247526287618,-0.016044339284724263
18.25,18.855247526287616,-0.032099686065844124
18.08,19.269600001551357,-0.0617345456810513
18.3,19.84960000155136,-0.0780670643957686
18.88,19.769600001551357,-0.04499838142812951
18.8,19.61960000155136,-0.04177455205440228
18.65,19.65960000155136,-0.05135404593540527
18.69,19.67960000155136,-0.05028557498492592
18.71,19.65960000155136,-0.04830210184726169
18.69,19.59960000155136,-0.04640911046548701
18.63,19.71960000155136,-0.05525467055445554
18.75,20.22960000155136,-0.07314034886690268
19.26,20.02960000155136,-0.038423133836509415
19.06,20.129600001551363,-0.05313568086146436
19.16,20.71960000155136,-0.07527172346158162
19.75,20.52960000155136,-0.03797443698330438
19.56,20.499600001551357,-0.04583504075592948
19.53,20.77960000155136,-0.060135902589947166
19.81,21.20960000155136,-0.06598898618781068
20.24,21.85960000155136,-0.07409101728469047
20.89,22.499600001551357,-0.07153904964712143
21.53,22.21960000155136,-0.03103566227579302
21.25,22.289600001551364,-0.04664058581037822
21.32,21.95960000155136,-0.029126213660821465
20.99,22.38960000155136,-0.06251116596341089
21.42,22.32960000155136,-0.040735167736464684
21.36,22.41960000155136,-0.047262217054632516
21.45,22.44960000155136,-0.044526405881721076
21.48,22.31960000155136,-0.03761716166477014
21.35,22.30960000155136,-0.043012873448409206
21.34,22.019600001551364,-0.030863412664330125
21.05,22.13960000155136,-0.04921498136709834
21.17,22.33960000155136,-0.05235545853417867
21.37,22.799600001551358,-0.06270285449981938
21.83,22.66960000155136,-0.037036383592736755
21.7,22.37960000155136,-0.030366941388775937
21.41,22.52960000155136,-0.049694624026803136
21.56,21.98960000155136,-0.01953650823666886
21.02,21.97960000155136,-0.04365866537533125
21.01,22.07960000155136,-0.048442906641252836
21.11,22.269600001551364,-0.05207098472673888
21.3,22.11960000155136,-0.03705311133537115
21.15,22.00960000155136,-0.03905568485982347
21.04,21.94960000155136,-0.0414403907810198
20.98,22.45960000155136,-0.06587828819075858
21.49,22.14960000155136,-0.029779318881838157
21.18,22.44960000155136,-0.05655334622726582
21.48,22.19960000155136,-0.032414998536058004
21.23,22.58960000155136,-0.060186988767308325
21.62,22.57960000155136,-0.04249853856956842
21.61,22.50960000155136,-0.03996517048234349
21.54,22.86960000155136,-0.05813831468242403
21.9,23.35960000155136,-0.06248394670518442
22.39,23.08960000155136,-0.030299355619168633
22.12,23.13960000155136,-0.044062991645620664
22.17,24.27960000155136,-0.08688775768202783
23.31,24.019600001551364,-0.02954254032146808
23.05,23.63960000155136,-0.024941200422708865
22.67,23.519600001551364,-0.036123063380981035
22.55,23.96960000155136,-0.05922501841747374
23.0,23.62960000155136,-0.026644547580577993
22.66,23.31960000155136,-0.02828521936514694
22.35,23.539600001551364,-0.05053611792353996
22.57,23.35960000155136,-0.03380194872767173
22.39,23.40960000155136,-0.043554781007953625
22.44,23.125970151128314,-0.02966232969451632
21.87,23.145970151128314,-0.05512709740819022
21.89,22.90597015112831,-0.044353945474702616
21.65,22.975970151128312,-0.05771117138499582
21.72,23.255970151128313,-0.06604627289882348
22.0,23.245970151128315,-0.053599404242022475
21.99,22.825970151128317,-0.03662364164999121
21.57,22.135970151128312,-0.02556789457449926
20.88,21.975970151128312,-0.0498712977671224
20.72,22.035970151128318,-0.05971918377557506
20.78,21.755970151128313,-0.04485987728190077
20.5,21.495970151128315,-0.04633287747080528
20.24,21.365970151128312,-0.05269922887488698
20.11,21.365970151128312,-0.0587836705866589
20.11,21.615970151128312,-0.06966932969463335
20.36,21.625970151128314,-0.0585393460862732
20.37,21.415970151128313,-0.04884066160660039
20.16,21.695970151128314,-0.07079518179777888
20.44,21.415970151128313,-0.04557207281487041
20.16,20.805970151128317,-0.03104734585487645
19.55,21.415970151128313,-0.08712984459543627
20.16,21.515970151128315,-0.06302156684564864
20.26,21.505970151128313,-0.05793601229670364
20.25,21.505970151128313,-0.05840099945746546
20.25,22.105970151128314,-0.08395786922898674
20.85,22.595970151128316,-0.07726909442041063
21.34,22.785970151128318,-0.06345879247352193
21.53,22.875970151128314,-0.05883772982025537
21.62,22.975970151128312,-0.059016883387695396
21.72,22.885970151128312,-0.05094694013095302
21.63,23.355970151128314,-0.07389845679542173
22.1,23.535970151128318,-0.06101172553787737
22.28,23.345970151128316,-0.04565970676000353
22.09,23.225970151128312,-0.04890948122884442
21.97,23.025970151128313,-0.04585996351934685
21.77,22.975970151128312,-0.05248832337419662
21.72,22.745970151128315,-0.0451055788920669
21.49,22.735970151128313,-0.0548017147650276
21.48,22.795970151128312,-0.05772819241313032
21.54,23.075970151128317,-0.06656145510108558
21.82,23.215970151128314,-0.06012973578278258
21.96,23.495970151128315,-0.06537164208367685
22.24,23.425970151128315,-0.05062629822702114
22.17,23.415970151128313,-0.05321027243743193
22.16,23.365970151128312,-0.05161224393116315
22.11,23.33597015112831,-0.05253564103779229
22.08,23.505970151128313,-0.06066416922850837
22.25,24.08597015112831,-0.07622570897532666
22.83,23.765970151128315,-0.03938278745519164
22.51,23.965970151128314,-0.06075156323516351
22.71,23.695970151128314,-0.04160919113418804
22.44,23.395970151128314,-0.04086046207757743
22.14,22.915970151128313,-0.03386154485325621
21.66,23.15597015112831,-0.0646040801298674
21.9,23.175970151128315,-0.05505573845702405
21.92,23.235970151128313,-0.056635042245671396
21.98,23.33597015112831,-0.05810644007284815
22.08,23.355970151128314,-0.054631434398655254
22.1,23.505970151128313,-0.059813321555707955
22.25,23.215970151128314,-0.041608002803249944
21.96,22.935970151128313,-0.0425519454680795
21.68,23.365970151128312,-0.07215493900846648
22.11,23.65597015112831,-0.06535221938697677
22.4,24.015970151128315,-0.06728731510571084
22.76,23.865970151128312,-0.046340883866228366
22.61,24.15597015112831,-0.06399950577253466
22.9,24.15597015112831,-0.051994192047370436
22.9,23.685970151128313,-0.03318294104541353
22.43,24.464029853349295,-0.08314369568474111
22.72,25.634029853349297,-0.11367817974857186
23.89,25.2940298533493,-0.05550834965759266
23.55,25.574029853349295,-0.0791439544317345
23.83,25.804029853349295,-0.07650083589920642
24.06,25.7440298533493,-0.06541438395396393
24.0,25.9840298533493,-0.0763557409896356
24.24,26.1240298533493,-0.07211865335959078
24.38,25.884029853349297,-0.05810647962742488
24.14,25.514029853349296,-0.05385389376931071
23.77,25.824029853349295,-0.07953947795962968
24.08,25.6840298533493,-0.06245242131036266
23.94,25.174029853349296,-0.04901995669895154
23.43,25.094029853349298,-0.0663117826460703
23.35,25.364029853349297,-0.07940496305177414
23.62,25.2440298533493,-0.0643332250351395
23.5,25.2240298533493,-0.06834870809195381
23.48,26.7240298533493,-0.12138999511492943
24.98,26.3540298533493,-0.05213737181733802
24.61,26.074029853349295,-0.05614896744322151
24.33,26.7240298533493,-0.08958341486994181
24.98,26.2040298533493,-0.046711511939177885
24.46,26.7740298533493,-0.0864281494427267
25.03,27.2440298533493,-0.08126660649203155
25.5,26.614029853349297,-0.04185874365843545
24.87,26.6640298533493,-0.06728277245474024
24.92,26.674029853349296,-0.06575796244484788
24.93,26.714029853349295,-0.06678250578976652
24.97,26.6240298533493,-0.06212545067219499
24.88,26.904029853349297,-0.07523147515008144
