date,MCHP,dcf,Deviation
2004-02-09,29.65,30.373257455873404,-0.02381231110703752
2004-02-10,30.09,30.693257455873404,-0.019654396628988824
2004-02-11,30.41,30.6732574558734,-0.008582637701656681
2004-02-12,30.39,30.603257455873404,-0.006968456092652842
2004-02-13,30.32,30.893257455873403,-0.018556070258768265
2004-02-17,30.61,30.863257455873402,-0.008205791505822013
2004-02-18,30.58,30.353257455873404,0.007470122258087963
2004-02-19,30.07,29.843257455873403,0.0075977813233647495
2004-02-20,29.56,28.543257455873402,0.03562111106969601
2004-02-23,28.26,29.0632574558734,-0.027638245888059187
2004-02-24,28.78,28.9232574558734,-0.004953019420165905
2004-02-25,28.64,29.2232574558734,-0.019958673558350237
2004-02-26,28.94,29.053257455873403,-0.0038982704794950918
2004-02-27,28.77,30.433257455873402,-0.05465262659723613
2004-03-01,30.15,29.443257455873404,0.024003544620896378
2004-03-02,29.16,28.4232574558734,0.025920412017179206
2004-03-03,28.14,28.823257455873403,-0.02370507417211354
2004-03-04,28.54,28.943257455873404,-0.013932690765308897
2004-03-05,28.66,27.4032574558734,0.04586106400490131
2004-03-08,27.12,27.533257455873404,-0.015009392061063442
2004-03-09,27.25,27.303257455873403,-0.0019505898136688016
2004-03-10,27.02,26.893257455873403,0.004712800014448071
2004-03-11,26.61,27.853257455873404,-0.04463598047169304
2004-03-12,27.57,26.8332574558734,0.027456321519597537
2004-03-15,26.55,26.2432574558734,0.01168843252947438
2004-03-16,25.96,26.193257455873404,-0.008905248087847095
2004-03-17,25.91,27.183257455873402,-0.04683976738035467
2004-03-18,26.9,26.663257455873403,0.008878980541608517
2004-03-19,26.38,26.073257455873403,0.011764642168157424
2004-03-22,25.79,25.573257455873403,0.008475359249817238
2004-03-23,25.29,26.443257455873404,-0.0436125336599652
2004-03-24,26.16,27.163257455873403,-0.03693435728403305
2004-03-25,26.88,26.773257455873402,0.003986909112666748
2004-03-26,26.49,26.9932574558734,-0.018643820839188807
2004-03-29,26.71,26.7232574558734,-0.0004961017905580345
2004-03-30,26.44,26.703257455873402,-0.009858627034863732
2004-03-31,26.42,27.561250679506095,-0.04140779722869037
2004-04-01,27.05,28.381250679506095,-0.04690599066754242
2004-04-02,27.87,29.111250679506096,-0.042638177698765656
2004-04-05,28.6,28.631250679506095,-0.0010914884528067104
2004-04-06,28.12,28.471250679506095,-0.01233703020144905
2004-04-07,27.96,28.151250679506095,-0.006793683225069791
2004-04-08,27.64,28.001250679506096,-0.012901233721338445
2004-04-12,27.49,27.371250679506097,0.004338468924359962
2004-04-13,26.86,27.531250679506098,-0.02438140886951312
2004-04-14,27.02,27.511250679506094,-0.017856355758920195
2004-04-15,27.0,27.311250679506095,-0.011396427177890245
2004-04-16,26.8,28.131250679506095,-0.047322840163516955
2004-04-19,27.62,27.321250679506097,0.01093468684865151
2004-04-20,26.81,28.261250679506094,-0.05135125461940304
2004-04-21,27.75,28.841250679506096,-0.0378364548622544
2004-04-22,28.33,33.1412506795061,-0.14517408307952862
2004-04-23,32.63,31.771250679506096,0.027029131750480273
2004-04-26,31.26,30.951250679506096,0.009975342311396185
2004-04-27,30.44,29.981250679506097,0.015301206924215771
2004-04-28,29.47,29.411250679506097,0.001997511807100283
2004-04-29,28.9,28.551250679506097,0.012214852666479814
2004-04-30,28.04,28.381250679506095,-0.012023806961844352
2004-05-03,27.87,29.461250679506097,-0.05401164725885199
2004-05-04,28.95,30.811250679506095,-0.060408150868867305
2004-05-05,30.3,30.951250679506096,-0.021041174918896233
2004-05-06,30.44,31.181250679506096,-0.023772320332015484
2004-05-07,30.67,30.691250679506098,-0.0006924018746582439
2004-05-10,30.18,30.881250679506095,-0.022707975359672505
2004-05-11,30.37,30.251250679506096,0.00392543507546117
2004-05-12,29.74,29.721250679506095,0.0006308388801024023
2004-05-13,29.21,29.181250679506096,0.0009851983662267916
2004-05-14,28.67,28.971250679506095,-0.010398262844730888
2004-05-17,28.46,29.671250679506095,-0.04082236682873308
2004-05-18,29.16,30.661250679506097,-0.04896247368374729
2004-05-19,30.15,30.141250679506097,0.0002902772876591797
2004-05-20,29.63,30.681250679506096,-0.03426361886245699
2004-05-21,30.17,30.461250679506097,-0.00956135001055769
2004-05-24,29.95,31.301250679506097,-0.04316922327933703
2004-05-25,30.79,31.681250679506096,-0.028131802261285976
2004-05-26,31.17,32.3012506795061,-0.03502188477871637
2004-05-27,31.79,32.1612506795061,-0.011543415497291765
2004-05-28,31.65,32.18125067950609,-0.016508080583841567
2004-06-01,31.67,30.631250679506095,0.033911423707843724
2004-06-02,30.12,29.861250679506096,0.008665053023766633
2004-06-03,29.35,30.341250679506096,-0.03267006656965632
2004-06-04,29.83,31.371250679506097,-0.04912939860931187
2004-06-07,30.86,31.501250679506096,-0.020356356197732794
2004-06-08,30.99,30.561250679506095,0.014029181102245047
2004-06-09,30.05,31.171250679506095,-0.03597066704299012
2004-06-10,30.66,30.191250679506098,0.015525998756059867
2004-06-14,29.68,30.901250679506095,-0.039521076094050644
2004-06-15,30.39,30.751250679506096,-0.011747511776711184
2004-06-16,30.24,29.841250679506096,0.013362352830866842
2004-06-17,29.33,30.121250679506097,-0.026268852111258845
2004-06-18,29.61,30.011250679506094,-0.013370008594146943
2004-06-21,29.5,31.131250679506095,-0.05239913732665935
2004-06-22,30.62,31.451250679506096,-0.026429813172668015
2004-06-23,30.94,31.011250679506094,-0.00229757516852358
2004-06-24,30.5,31.211250679506097,-0.022788278714288013
2004-06-25,30.7,31.571250679506097,-0.027596330862864837
2004-06-28,31.06,31.861250679506096,-0.025148123894002672
2004-06-29,31.35,32.0512506795061,-0.021879042615784217
2004-06-30,31.54,31.03036053296177,0.016423897701635548
2004-07-01,30.61,30.42036053296177,0.00623396513768304
2004-07-02,30.0,29.06036053296177,0.032334060892756034
2004-07-06,28.64,29.410360532961768,-0.026193508648028385
2004-07-07,28.99,28.44036053296177,0.019326037249113304
2004-07-08,28.02,28.71036053296177,-0.024045693615347696
2004-07-09,28.29,26.71036053296177,0.059139578632376955
2004-07-12,26.29,26.88036053296177,-0.021962522870102363
2004-07-13,26.46,26.13036053296177,0.012615190158681955
2004-07-14,25.71,26.72036053296177,-0.037812383995171284
2004-07-15,26.3,26.10036053296177,0.00764891606712137
2004-07-16,25.68,27.19036053296177,-0.05554764642163612
2004-07-19,26.77,28.160360532961768,-0.049372966348720904
2004-07-20,27.74,26.67036053296177,0.04010592454182493
2004-07-21,26.25,28.65036053296177,-0.08378116324924412
2004-07-22,28.23,27.72036053296177,0.018385023038651527
2004-07-23,27.3,27.21036053296177,0.0032943138305590036
2004-07-26,26.79,27.93036053296177,-0.04082870794367244
2004-07-27,27.51,27.79036053296177,-0.010088409347163263
2004-07-28,27.37,29.25036053296177,-0.06428503781492956
2004-07-29,28.83,29.39036053296177,-0.019066133344411207
2004-07-30,28.97,29.61036053296177,-0.021626232218582175
2004-08-02,29.19,28.67036053296177,0.018124622689722036
2004-08-03,28.25,28.660360532961768,-0.014318052017866956
2004-08-04,28.24,28.44036053296177,-0.0070449364637820144
2004-08-05,28.02,27.20036053296177,0.030133404520317875
2004-08-06,26.78,27.65036053296177,-0.031477366522010386
2004-08-09,27.23,27.410360532961768,-0.006580013157611697
2004-08-10,26.99,26.62036053296177,0.013885592067039765
2004-08-11,26.2,26.24036053296177,-0.001538108933795801
2004-08-12,25.82,26.79036053296177,-0.03622051042455654
2004-08-13,26.37,27.34036053296177,-0.035491870408654425
2004-08-16,26.92,27.79036053296177,-0.03131879242550473
2004-08-17,27.37,28.25036053296177,-0.03116280699974039
2004-08-18,27.83,27.93036053296177,-0.003593241585382767
2004-08-19,27.51,28.37036053296177,-0.03032603452332472
2004-08-20,27.95,28.37036053296177,-0.014816890764337565
2004-08-23,27.95,27.87036053296177,0.0028574968358963115
2004-08-24,27.45,27.31036053296177,0.005113058352697042
2004-08-25,26.89,27.08036053296177,-0.0070294681907969725
2004-08-26,26.66,27.18036053296177,-0.01914472518974597
2004-08-27,26.76,26.64036053296177,0.004490910207097354
2004-08-30,26.22,26.81036053296177,-0.022019865500725322
2004-08-31,26.39,27.26036053296177,-0.031927697064364824
2004-09-01,26.84,27.78036053296177,-0.03384983185679025
2004-09-02,27.36,25.68036053296177,0.0654056030437089
2004-09-03,25.26,25.97036053296177,-0.02735274052357395
2004-09-07,25.55,26.410360532961768,-0.032576629610488794
2004-09-08,25.99,27.52036053296177,-0.05560830248313153
2004-09-09,27.1,28.01036053296177,-0.03250085024398319
2004-09-10,27.59,28.570360532961768,-0.03431390135349255
2004-09-13,28.15,28.820360532961768,-0.023259963462118338
2004-09-14,28.4,27.81036053296177,0.02120215113138757
2004-09-15,27.39,27.52036053296177,-0.004736875914312044
2004-09-16,27.1,27.77036053296177,-0.02413942491549903
2004-09-17,27.35,28.64036053296177,-0.0450539207241023
2004-09-20,28.22,29.14036053296177,-0.03158370439242553
2004-09-21,28.72,28.02036053296177,0.024968967341273407
2004-09-22,27.6,28.33036053296177,-0.025780135487933897
2004-09-23,27.91,27.730360532961768,0.006478079029109685
2004-09-24,27.31,27.08036053296177,0.008479926504623814
2004-09-27,26.66,26.53036053296177,0.004886457041439973
2004-09-28,26.11,26.84036053296177,-0.027211278777900194
2004-09-29,26.42,27.26036053296177,-0.030827198046249227
2004-09-30,26.84,28.464389825664476,-0.057067438845988194
2004-10-01,28.1,28.804389825664476,-0.024454252630509377
2004-10-04,28.44,28.574389825664475,-0.004703156444788581
2004-10-05,28.21,28.314389825664474,-0.003686811769817888
2004-10-06,27.95,28.424389825664477,-0.016689534184341603
2004-10-07,28.06,27.504389825664475,0.020200781688204605
2004-10-08,27.14,27.954389825664475,-0.029132806358620478
2004-10-11,27.59,27.924389825664477,-0.01197483016646439
2004-10-12,27.56,28.254389825664475,-0.02457635185006679
2004-10-13,27.89,27.744389825664477,0.005248274525065488
2004-10-14,27.38,28.014389825664477,-0.022645141643717004
2004-10-15,27.65,28.384389825664474,-0.02587301788677021
2004-10-18,28.02,28.514389825664477,-0.017338257233879162
2004-10-19,28.15,29.044389825664474,-0.030793892763213315
2004-10-20,28.68,30.824389825664475,-0.06956795699096208
2004-10-21,30.46,29.164389825664475,0.04442438816928029
2004-10-22,28.8,29.574389825664475,-0.026184473466041358
2004-10-25,29.21,29.434389825664475,-0.007623389748980802
2004-10-26,29.07,30.814389825664474,-0.05660958518190806
2004-10-27,30.45,30.994389825664477,-0.017564140759877223
2004-10-28,30.63,30.614389825664475,0.000509896634374174
2004-10-29,30.25,30.334389825664477,-0.002781985269836529
2004-11-01,29.97,30.064389825664474,-0.0031395889360076312
2004-11-02,29.7,30.324389825664475,-0.020590350844785554
2004-11-03,29.96,30.704389825664475,-0.02424375895078923
2004-11-04,30.34,30.674389825664477,-0.010901270654932516
2004-11-05,30.31,30.404389825664474,-0.003104480182161029
2004-11-08,30.04,30.034389825664476,0.0001867916867326347
2004-11-09,29.67,29.114389825664475,0.019083696332380384
2004-11-10,28.75,29.254389825664475,-0.01724150900669208
2004-11-11,28.89,29.164389825664475,-0.009408385613575043
2004-11-12,28.8,29.124389825664476,-0.01113808143642625
2004-11-15,28.76,28.904389825664474,-0.0049954289481753955
2004-11-16,28.54,29.624389825664476,-0.036604629902791785
2004-11-17,29.26,29.654389825664474,-0.01329954276527201
2004-11-18,29.29,28.894389825664476,0.013691591230078126
2004-11-19,28.53,29.014389825664477,-0.01669481345549484
2004-11-22,28.65,28.704389825664475,-0.0018948260525588623
2004-11-23,28.34,28.974389825664474,-0.021894846776119303
2004-11-24,28.61,28.694389825664476,-0.0029409869377671205
2004-11-26,28.33,28.704389825664475,-0.013042946669074795
2004-11-29,28.34,28.544389825664474,-0.0071604202056092525
2004-11-30,28.18,27.874389825664476,0.010963833692752
2004-12-01,27.51,28.084389825664477,-0.02045228075917027
2004-12-02,27.72,28.384389825664474,-0.023406873628255664
2004-12-03,28.02,28.294389825664474,-0.009697676018289303
2004-12-06,27.93,27.314389825664474,0.022537943489299606
2004-12-07,26.95,27.004389825664475,-0.0020141105211266552
2004-12-08,26.64,26.494389825664477,0.005495887064908889
2004-12-09,26.13,26.424389825664477,-0.011140837219202449
2004-12-10,26.06,26.884389825664474,-0.03066425650759952
2004-12-13,26.52,27.134389825664474,-0.0226424780366119
2004-12-14,26.77,27.364389825664475,-0.02172128921752936
2004-12-15,27.0,26.844389825664475,0.005796748421033282
2004-12-16,26.48,26.414389825664475,0.002483879989980897
2004-12-17,26.05,26.394389825664476,-0.013047841906525526
2004-12-20,26.03,26.774389825664475,-0.02780230774674619
2004-12-21,26.41,26.734389825664476,-0.012133803231711204
2004-12-22,26.37,26.414389825664475,-0.0016805167924547337
2004-12-23,26.05,26.404389825664474,-0.01342162526778079
2004-12-27,26.04,26.544389825664474,-0.019001748730227197
2004-12-28,26.18,26.784389825664476,-0.02256500258539984
2004-12-29,26.42,26.664389825664475,-0.009165401018449315
2004-12-30,26.3,26.954389825664475,-0.024277671648178067
2004-12-31,26.59,26.36887135040914,0.008385973242932554
2005-01-03,26.0,25.91887135040914,0.0031300996287240146
2005-01-04,25.55,25.13887135040914,0.016354300233298646
2005-01-05,24.77,24.84887135040914,-0.003174041560959795
2005-01-06,24.48,24.89887135040914,-0.016822905123458853
2005-01-07,24.53,24.88887135040914,-0.014418948346697102
2005-01-10,24.52,24.64887135040914,-0.005228286057284426
2005-01-11,24.28,24.838871350409143,-0.022499868956402325
2005-01-12,24.47,24.77887135040914,-0.012465109731644053
2005-01-13,24.41,25.54887135040914,-0.04457619026645976
2005-01-14,25.18,25.55887135040914,-0.014823477344318547
2005-01-18,25.19,25.27887135040914,-0.0035156375922495986
2005-01-19,24.91,25.23887135040914,-0.013030350915585243
2005-01-20,24.87,25.29887135040914,-0.016952193023512252
2005-01-21,24.93,25.228871350409143,-0.011846401936022266
2005-01-24,24.86,25.878871350409142,-0.039370779993194494
2005-01-25,25.51,26.228871350409143,-0.02740763568532001
2005-01-26,25.86,26.71887135040914,-0.032144746652855605
2005-01-27,26.35,26.228871350409143,0.004618141893054428
2005-01-28,25.86,26.41887135040914,-0.021154247772226853
2005-01-31,26.05,26.54887135040914,-0.0187906801695904
2005-02-01,26.18,27.13887135040914,-0.03533202755665388
2005-02-02,26.77,26.878871350409142,-0.004050443524574732
2005-02-03,26.51,28.158871350409143,-0.0585560170324505
2005-02-04,27.79,27.788871350409142,4.061516484865635e-05
2005-02-07,27.42,28.268871350409142,-0.030028483977548537
2005-02-08,27.9,27.45887135040914,0.016065068515071612
2005-02-09,27.09,27.86887135040914,-0.02794771774629856
2005-02-10,27.5,28.70887135040914,-0.04210793714786398
2005-02-11,28.34,28.57887135040914,-0.008358319944840042
2005-02-14,28.21,28.79887135040914,-0.020447723219568892
2005-02-15,28.43,28.628871350409142,-0.00694653128218059
2005-02-16,28.26,27.66887135040914,0.021364393296155137
2005-02-17,27.3,27.158871350409143,0.005196410696526765
2005-02-18,26.79,26.88887135040914,-0.0036770360912763422
2005-02-22,26.52,26.928871350409143,-0.015183382366410592
2005-02-23,26.56,27.998871350409143,-0.05139033400316395
2005-02-24,27.63,28.48887135040914,-0.030147608862602704
2005-02-25,28.12,27.82887135040914,0.010461389034614132
2005-02-28,27.46,28.79887135040914,-0.04649041047888558
2005-03-01,28.43,28.48887135040914,-0.002066468330213289
2005-03-02,28.12,28.32887135040914,-0.0073730911417381195
2005-03-03,27.96,28.54887135040914,-0.020626782165267588
2005-03-04,28.18,28.858871350409142,-0.02352383577882089
2005-03-07,28.49,28.18887135040914,0.010682536588556557
2005-03-08,27.82,27.80887135040914,0.00040018343249648147
2005-03-09,27.44,27.838871350409143,-0.014327856377096992
2005-03-10,27.47,27.57887135040914,-0.003947636182273562
2005-03-11,27.21,27.658871350409143,-0.016228838289256586
2005-03-14,27.29,27.018871350409142,0.010034788132878614
2005-03-15,26.65,26.378871350409142,0.010278250573698244
2005-03-16,26.01,26.07887135040914,-0.002640886926575492
2005-03-17,25.71,26.25887135040914,-0.02090232070848652
2005-03-18,25.89,26.00887135040914,-0.004570415563506236
2005-03-21,25.64,25.748871350409143,-0.004228198934529748
2005-03-22,25.38,25.86887135040914,-0.018898054877891313
2005-03-23,25.5,25.88887135040914,-0.015020791951325996
2005-03-24,25.52,25.88887135040914,-0.014248259239130978
2005-03-28,25.52,26.018871350409142,-0.019173443140195978
2005-03-29,25.65,26.77887135040914,-0.042155299812211666
2005-03-30,26.41,26.378871350409142,0.0011800599493949626
2005-03-31,26.01,25.62244655122376,0.015125544237216237
2005-04-01,25.29,25.35244655122376,-0.0024631370821585064
2005-04-04,25.02,25.41244655122376,-0.015443084176594568
2005-04-05,25.08,25.14244655122376,-0.002483710210799739
2005-04-06,24.81,26.09244655122376,-0.049150107434582924
2005-04-07,25.76,26.17244655122376,-0.015758807661199525
2005-04-08,25.84,25.96244655122376,-0.004716294783011832
2005-04-11,25.63,26.19244655122376,-0.02147361645365209
2005-04-12,25.86,25.62244655122376,0.009271302344267873
2005-04-13,25.29,25.28244655122376,0.000298762572717548
2005-04-14,24.95,24.93244655122376,0.0007040403652396332
2005-04-15,24.6,25.24244655122376,-0.025451041360830873
2005-04-18,24.91,25.86244655122376,-0.036827395634721594
2005-04-19,25.53,25.75244655122376,-0.008637880318722035
2005-04-20,25.42,26.472446551223758,-0.03975630092168814
2005-04-21,26.14,25.69244655122376,0.017419650864464842
2005-04-22,25.36,25.902446551223758,-0.020941904084273877
2005-04-25,25.57,25.83244655122376,-0.010159570085758185
2005-04-26,25.5,25.86244655122376,-0.014014395370750776
2005-04-27,25.53,28.25244655122376,-0.09636144417750736
2005-04-28,27.92,28.812446551223758,-0.030974341232603564
2005-04-29,28.48,28.45244655122376,0.0009684034983297174
2005-05-02,28.12,28.382446551223758,-0.009246790996332965
2005-05-03,28.05,28.87244655122376,-0.02848551645128594
2005-05-04,28.54,28.70244655122376,-0.0056596761162449605
2005-05-05,28.37,28.972446551223758,-0.02079377556736961
2005-05-06,28.64,28.792446551223758,-0.005294671675522444
2005-05-09,28.46,28.472446551223758,-0.0004371437207324469
2005-05-10,28.14,28.28244655122376,-0.005036571039417237
2005-05-11,27.95,29.24244655122376,-0.04419762036530672
2005-05-12,28.91,29.41244655122376,-0.017082786715777454
2005-05-13,29.08,29.66244655122376,-0.019635823033610555
2005-05-16,29.33,30.33244655122376,-0.03304865466525708
2005-05-17,30.0,30.23244655122376,-0.007688645073097855
2005-05-18,29.9,30.10244655122376,-0.006725252410273996
2005-05-19,29.77,30.32244655122376,-0.018219062577635725
2005-05-20,29.99,30.30244655122376,-0.01031093481826939
2005-05-23,29.97,30.26244655122376,-0.00966367840513993
2005-05-24,29.93,29.882446551223758,0.0015913505841875786
2005-05-25,29.55,30.33244655122376,-0.02579569537532711
2005-05-26,30.0,30.01244655122376,-0.000414712982579335
2005-05-27,29.68,29.98244655122376,-0.010087454027710607
2005-05-31,29.65,30.32244655122376,-0.022176526887030534
2005-06-01,29.99,30.402446551223758,-0.013566228972028527
2005-06-02,30.07,30.25244655122376,-0.006030803191895195
2005-06-03,29.92,30.20244655122376,-0.00935177720601954
2005-06-06,29.87,30.17244655122376,-0.010023931957598986
2005-06-07,29.84,29.84244655122376,-8.198226038735879e-05
2005-06-08,29.51,30.222446551223758,-0.023573424144079036
2005-06-09,29.89,29.77244655122376,0.003948397340272081
2005-06-10,29.44,29.95244655122376,-0.017108670917662328
2005-06-13,29.62,29.92244655122376,-0.010107681225397291
2005-06-14,29.59,29.89244655122376,-0.010117825274203907
2005-06-15,29.56,30.76244655122376,-0.03908813134291911
2005-06-16,30.43,31.01244655122376,-0.0187810578008325
2005-06-17,30.68,30.562446551223758,0.003846336338918954
2005-06-20,30.23,30.812446551223758,-0.018902963458467203
2005-06-21,30.48,30.76244655122376,-0.009181537325174904
2005-06-22,30.43,30.71244655122376,-0.009196484908901126
2005-06-23,30.38,30.32244655122376,0.001898047661788027
2005-06-24,29.99,29.69244655122376,0.010021183275110479
2005-06-27,29.36,29.77244655122376,-0.013853297226149697
2005-06-28,29.44,30.01244655122376,-0.019073638340237786
2005-06-29,29.68,29.95244655122376,-0.009095969865360765
2005-06-30,29.62,30.618381542831916,-0.03260726049269724
2005-07-01,29.94,31.418381542831916,-0.04705466896238664
2005-07-05,30.74,31.918381542831916,-0.036918586904245876
2005-07-06,31.24,31.608381542831918,-0.011654552522176176
2005-07-07,30.93,32.858381542831914,-0.05868766056898478
2005-07-08,32.18,32.61838154283192,-0.013439708596708622
2005-07-11,31.94,32.918381542831916,-0.029721435167123555
2005-07-12,32.24,33.18838154283192,-0.028575709291758122
2005-07-13,32.51,33.288381542831914,-0.023382979488815847
2005-07-14,32.61,33.108381542831914,-0.015053032483244855
2005-07-15,32.43,32.928381542831914,-0.01513531851493033
2005-07-18,32.25,33.058381542831924,-0.02445314940129628
2005-07-19,32.38,33.15838154283191,-0.02347465426882922
2005-07-20,32.48,32.718381542831914,-0.007285859861981492
2005-07-21,32.04,32.388381542831915,-0.0107563739290647
2005-07-22,31.71,32.23838154283192,-0.0163898284450138
2005-07-25,31.56,32.29838154283192,-0.022861255194868813
2005-07-26,31.62,31.938381542831916,-0.009968618553978348
2005-07-27,31.26,32.248381542831915,-0.030649027813044127
2005-07-28,31.57,31.748381542831915,-0.005618602718102661
2005-07-29,31.07,31.688381542831916,-0.019514456489236442
2005-08-01,31.01,31.858381542831918,-0.02662977532902333
2005-08-02,31.18,31.908381542831915,-0.022827279467439565
2005-08-03,31.23,31.528381542831916,-0.009463902941752922
2005-08-04,30.85,31.478381542831915,-0.019962320552500135
2005-08-05,30.8,31.388381542831915,-0.018745201692830893
2005-08-08,30.71,31.568381542831915,-0.02719117993639497
2005-08-09,30.89,31.288381542831917,-0.012732571107475055
2005-08-10,30.61,31.718381542831917,-0.03494445456919604
2005-08-11,31.04,31.448381542831918,-0.012985772965000253
2005-08-12,30.77,31.578381542831917,-0.025599207538089086
2005-08-15,30.9,31.418381542831916,-0.016499307646551498
2005-08-16,30.74,31.698381542831918,-0.030234399871076123
2005-08-17,31.02,31.598381542831916,-0.018304150864433155
2005-08-18,30.92,31.438381542831916,-0.016488811363449707
2005-08-19,30.76,31.678381542831914,-0.02899079744936406
2005-08-22,31.0,31.448381542831918,-0.014257698515303008
2005-08-23,30.77,31.838381542831915,-0.03355640240049984
2005-08-24,31.16,32.038381542831914,-0.02741653917997111
2005-08-25,31.36,31.538381542831917,-0.005656014484752836
2005-08-26,30.86,31.518381542831918,-0.020888811880686475
2005-08-29,30.84,31.268381542831918,-0.013700150813533929
2005-08-30,30.59,31.798381542831915,-0.03800135366022461
2005-08-31,31.12,30.928381542831914,0.0061955539737093
2005-09-01,30.25,30.758381542831916,-0.016528227992879896
2005-09-02,30.08,31.118381542831916,-0.03336875156578023
2005-09-06,30.44,31.138381542831915,-0.022428318628932797
2005-09-07,30.46,30.408381542831915,0.001697507547232524
2005-09-08,29.73,31.118381542831916,-0.04461612313998142
2005-09-09,30.44,30.798381542831915,-0.011636375837915547
2005-09-12,30.12,31.058381542831917,-0.030213472055451884
2005-09-13,30.38,30.538381542831917,-0.0051863109578933475
2005-09-14,29.86,30.388381542831915,-0.017387617109097087
2005-09-15,29.71,30.498381542831915,-0.02584994688077824
2005-09-16,29.82,29.828381542831917,-0.0002809922093788275
2005-09-19,29.15,29.828381542831917,-0.02274282102291736
2005-09-20,29.15,29.308381542831917,-0.0054039675510726415
2005-09-21,28.63,29.298381542831915,-0.022812916879206946
2005-09-22,28.62,29.648381542831917,-0.0346859251438818
2005-09-23,28.97,29.608381542831918,-0.021560838842488828
2005-09-26,28.93,29.208381542831916,-0.009530878745324878
2005-09-27,28.53,29.198381542831918,-0.02289104763739902
2005-09-28,28.52,30.308381542831917,-0.05900617095982408
2005-09-29,29.63,30.798381542831915,-0.03793645913526411
2005-09-30,30.12,30.566837205963292,-0.01461836574561004
2005-10-03,30.04,29.98683720596329,0.0017728709990840752
2005-10-04,29.46,29.566837205963292,-0.003613413407022925
2005-10-05,29.04,28.886837205963293,0.0053021655830527425
2005-10-06,28.36,28.87683720596329,-0.017897985235604708
2005-10-07,28.35,28.37683720596329,-0.0009457433810716731
2005-10-10,27.85,27.82683720596329,0.0008323904677081106
2005-10-11,27.3,28.256837205963294,-0.03386214808787458
2005-10-12,27.73,28.616837205963293,-0.03099004965435137
2005-10-13,28.09,28.53683720596329,-0.01565825962906342
2005-10-14,28.01,28.66683720596329,-0.02291278948019604
2005-10-17,28.14,28.526837205963293,-0.013560465998047166
2005-10-18,28.0,28.836837205963292,-0.0290197291743991
2005-10-19,28.31,29.136837205963293,-0.028377726797130465
2005-10-20,28.61,30.226837205963292,-0.0534901218723709
2005-10-21,29.7,30.476837205963292,-0.025489429914049344
2005-10-24,29.95,30.296837205963293,-0.011447967443117268
2005-10-25,29.77,30.51683720596329,-0.024472955730070023
2005-10-26,29.99,30.316837205963292,-0.010780715802999552
2005-10-27,29.79,30.996837205963292,-0.03893420473657605
2005-10-28,30.47,30.67683720596329,-0.006742455376823719
2005-10-31,30.15,29.89683720596329,0.008467878802451034
2005-11-01,29.37,30.28683720596329,-0.030271804207498088
2005-11-02,29.76,31.12683720596329,-0.04391185641249251
2005-11-03,30.6,31.086837205963292,-0.01566055764173724
2005-11-04,30.56,31.596837205963293,-0.03281458834644413
2005-11-07,31.07,31.336837205963292,-0.00851512883095018
2005-11-08,30.81,32.01683720596329,-0.03769382959971179
2005-11-09,31.49,32.04683720596329,-0.017375730478004114
2005-11-10,31.52,31.436837205963293,0.002645393157455711
2005-11-11,30.91,31.526837205963293,-0.01956546424030825
2005-11-14,31.0,31.44683720596329,-0.014209289253373836
2005-11-15,30.92,31.086837205963292,-0.00536681183929788
2005-11-16,30.56,31.55683720596329,-0.031588628462896784
2005-11-17,31.03,32.756837205963286,-0.05271684793942555
2005-11-18,32.23,33.2968372059633,-0.0320401964716408
2005-11-21,32.77,33.716837205963294,-0.028082029170749978
2005-11-22,33.19,33.176837205963295,0.00039674649982424093
2005-11-23,32.65,33.27683720596329,-0.018837042777940405
2005-11-25,32.75,32.606837205963295,0.004390575913033379
2005-11-28,32.08,32.66683720596329,-0.017964310479869905
2005-11-29,32.14,33.89683720596329,-0.051828941894738634
2005-11-30,33.37,35.16683720596329,-0.05109464907064776
2005-12-01,34.64,34.716837205963294,-0.002213254782036822
2005-12-02,34.19,34.16683720596329,0.0006779320513947695
2005-12-05,33.64,34.186837205963286,-0.01599554830617378
2005-12-06,33.66,33.89683720596329,-0.006987000129959786
2005-12-07,33.37,33.466837205963294,-0.002893527266031648
2005-12-08,32.94,33.98683720596329,-0.030801254015469737
2005-12-09,33.46,33.966837205963294,-0.01492153075336411
2005-12-12,33.44,34.006837205963286,-0.016668330622169436
2005-12-13,33.48,33.73683720596329,-0.007612960408686309
2005-12-14,33.21,33.52683720596329,-0.009450256342907748
2005-12-15,33.0,32.936837205963286,0.0019176945752787944
2005-12-16,32.41,32.00683720596329,0.012596145987257668
2005-12-19,31.48,32.43683720596329,-0.029498474215833403
2005-12-20,31.91,32.6568372059633,-0.0228692448461274
2005-12-21,32.13,32.99683720596329,-0.026270311925732925
2005-12-22,32.47,33.49683720596329,-0.03065475106349702
2005-12-23,32.97,33.27683720596329,-0.00922074426917907
2005-12-27,32.75,33.34683720596329,-0.017897865464031493
2005-12-28,32.82,33.036837205963295,-0.0065634977286552765
2005-12-29,32.51,32.676837205963295,-0.0051056717916644345
2005-12-30,32.15,32.881360018324465,-0.02224238954583646
2006-01-03,32.13,33.071360018324455,-0.028464508801659738
2006-01-04,32.32,33.69136001832446,-0.04070361118039123
2006-01-05,32.94,34.62136001832445,-0.04856423945895083
2006-01-06,33.87,34.67136001832446,-0.02311302521449765
2006-01-09,33.92,34.80136001832445,-0.025325447564703674
