ADSK,dcf,Deviation
68.01,74.24630026809652,-0.08399476129555028
67.69,75.1563002680965,-0.09934363774511012
68.6,75.36630026809651,-0.08977885665114405
68.81,73.39630026809651,-0.06248680453025579
66.84,73.9063002680965,-0.09561160878657649
67.35,72.33630026809651,-0.06893219931923578
65.78,72.06630026809653,-0.08722940188008299
65.51,73.94630026809652,-0.11408684731366181
67.39,74.1563002680965,-0.0912437681442354
67.6,74.6863002680965,-0.09488085823851611
68.13,75.34630026809653,-0.09577511095328584
68.79,78.24630026809652,-0.12085300181217828
71.69,78.90630026809652,-0.09145404414575276
72.35,78.22630026809651,-0.07511924056177155
71.67,77.63630026809652,-0.07684936360302419
71.08,78.45630026809651,-0.09401794684290021
71.9,79.20630026809651,-0.09224392811387772
72.65,78.14630026809651,-0.07033346747370439
71.59,78.88630026809652,-0.092491348222694
72.33,77.73630026809651,-0.06954666287759126
71.18,77.97630026809651,-0.08715853720591515
71.42,79.76630026809651,-0.1046344162891395
73.21,79.38630026809652,-0.07780058079591134
72.83,78.56630026809651,-0.0730122234154108
72.01,78.76630026809651,-0.08577653444557021
72.21,76.72630026809651,-0.058862479388627986
70.17,76.88630026809652,-0.08735366696898283
70.33,75.84630026809653,-0.07272998483245552
69.29,76.0163002680965,-0.08848497288573609
69.46,75.4063002680965,-0.07885680966915598
68.85,76.68630026809652,-0.10218644321998449
70.13,77.33630026809651,-0.09318134230775099
70.78,77.68630026809652,-0.08889984777576965
71.13,77.73630026809651,-0.08498346647978805
71.18,78.77630026809652,-0.09642875131536133
72.22,77.91630026809652,-0.07310794080951655
71.36,77.21630026809652,-0.07584279805900218
70.66,77.13630026809652,-0.08395917675060072
70.58,78.41630026809652,-0.0999320325149885
71.86,78.83630026809651,-0.0884909647506592
72.28,76.53304970891178,-0.05557141293974244
70.1,75.11304970891179,-0.06674006352210482
68.68,74.04304970891178,-0.0724315074810632
67.61,75.87304970891178,-0.10890625512765217
69.44,78.43304970891178,-0.11465893194626053
72.0,79.12304970891178,-0.09002496409222072
72.69,79.06304970891178,-0.08060718290498003
72.63,79.92304970891178,-0.09125089364674943
73.49,80.24304970891178,-0.08415744084265275
73.81,79.98304970891178,-0.07717947404328562
73.55,81.58304970891177,-0.09846469012342252
75.15,84.00304970891177,-0.10538962263381446
77.57,84.89304970891178,-0.08626206425639849
78.46,83.33304970891177,-0.058476795532309
76.9,81.95304970891178,-0.06165786052940858
75.52,81.64304970891178,-0.07499780729336736
75.21,81.58304970891177,-0.07811732622953926
75.15,82.26304970891178,-0.08646712873010831
75.83,81.61304970891177,-0.07085937518004914
75.18,81.69304970891177,-0.0797258730347199
75.26,79.04304970891178,-0.04786062434133598
72.61,75.65304970891178,-0.0402237546354105
69.22,77.00304970891177,-0.10107456442742713
70.57,77.61304970891177,-0.09074568948555406
71.18,82.75304970891177,-0.13985043149008503
76.32,86.77304970891178,-0.12046424257275168
80.34,88.17304970891178,-0.08883723240572083
81.74,87.54304970891178,-0.06628795464868342
81.11,84.80304970891177,-0.04354854833155464
78.37,86.10304970891178,-0.08981156573495208
79.67,83.26304970891178,-0.04315299189103816
76.83,85.35304970891178,-0.09985641682375512
78.92,82.91304970891177,-0.04815948421786953
76.48,82.13304970891178,-0.06882795328977542
75.7,82.44304970891177,-0.08179039631260598
76.01,82.06304970891178,-0.07376096465318704
75.63,81.01304970891178,-0.06644669875104858
74.58,82.43304970891178,-0.09526579128932544
76.0,82.41304970891177,-0.07781594943474457
75.98,81.45304970891178,-0.0671926923359012
75.02,81.41304970891177,-0.07852610523460057
74.98,80.44304970891177,-0.06791201637282718
74.01,82.61304970891177,-0.10413669195393138
76.18,83.95304970891178,-0.09258805648946722
77.52,83.36304970891177,-0.07009160208647136
76.93,85.73304970891178,-0.1026797686399894
79.3,86.02304970891178,-0.07815404977690876
79.59,86.41304970891177,-0.07895855697600851
79.98,87.30304970891177,-0.08388080065162073
80.87,87.08304970891177,-0.07134625773534375
80.65,87.75304970891177,-0.08094362227265606
81.32,85.05304970891177,-0.0438908389727104
78.62,86.14304970891178,-0.08733205678616096
79.71,86.41304970891177,-0.07756987783085378
79.98,88.10304970891178,-0.09219941574951085
81.67,87.97304970891177,-0.0716475071600623
81.54,88.43304970891178,-0.07794653392143658
82.0,89.08304970891177,-0.07951063341518261
82.65,88.07304970891178,-0.06157445128601058
81.64,88.19304970891177,-0.0743034709712459
81.76,87.59304970891178,-0.0665926089832024
81.16,87.77304970891178,-0.0753425992470711
81.34,86.72723843735967,-0.06211702960253607
81.28,88.20723843735968,-0.07853367320051685
82.76,89.85723843735968,-0.07898349160048168
84.41,88.26723843735968,-0.043699548163580904
82.82,89.94723843735967,-0.07923799063962567
84.5,88.37723843735968,-0.04387145950603333
82.93,89.32723843735968,-0.07161576411931403
83.88,88.67723843735968,-0.054097742801817006
83.23,89.72723843735967,-0.07241099303301879
84.28,89.98723843735968,-0.06342275345334103
84.54,89.80723843735967,-0.05865048885823998
84.36,90.58723843735967,-0.06874299895636793
85.14,91.84723843735968,-0.07302602181048756
86.4,92.59723843735968,-0.06692681706217396
87.15,91.82723843735968,-0.05093519653811951
86.38,92.54723843735968,-0.06663881647353487
87.1,92.99723843735967,-0.06341304899426548
87.55,93.18723843735968,-0.06049367415420326
87.74,91.74723843735967,-0.04367693791781657
86.3,94.37723843735968,-0.08558460250689293
88.93,92.76723843735968,-0.0413641550831626
87.32,90.76723843735968,-0.037978884195520535
85.32,88.38723843735967,-0.034702277066088416
82.94,87.51723843735968,-0.0523009925711474
82.07,88.90723843735968,-0.0769030571360837
83.46,89.68723843735968,-0.06943282618417312
84.24,91.56723843735968,-0.08002030597845522
86.12,92.13723843735967,-0.06530734521037918
86.69,91.35723843735968,-0.05108777932861708
85.91,93.84723843735968,-0.08457615343319413
88.4,92.17723843735968,-0.04097799523389434
86.73,91.66723843735967,-0.05386044699855885
86.22,91.76723843735968,-0.060449006985714426
86.32,89.08723843735967,-0.031062119400024124
83.64,90.04723843735968,-0.07115419138385681
84.6,91.13723843735967,-0.07172960854912058
85.69,91.92723843735968,-0.06784973141132489
86.48,90.88723843735967,-0.04849127900829753
85.44,90.91723843735967,-0.06024422355429759
85.47,91.84723843735968,-0.06943309941440423
86.4,91.76723843735968,-0.058487522657918345
86.32,91.91723843735967,-0.06089432768559644
86.47,90.83723843735967,-0.0480776222668996
85.39,90.39723843735968,-0.05539149783684394
84.95,88.98723843735968,-0.045368734981045544
83.54,89.51723843735968,-0.06677192618651084
84.07,90.23723843735968,-0.06834471604138037
84.79,91.10723843735968,-0.06933849105417744
85.66,91.43723843735968,-0.06318255599240852
85.99,91.06723843735968,-0.055752634256632794
85.62,90.35723843735968,-0.05242787981666541
84.91,91.43723843735968,-0.07138490344752979
85.99,91.85723843735968,-0.06387344685264773
86.41,93.37723843735968,-0.0746138840037931
87.93,93.85723843735968,-0.06315163897897458
88.41,94.02723843735967,-0.05974054466251122
88.58,95.58723843735967,-0.07330725891774414
90.14,95.76723843735968,-0.058759535402499785
90.32,95.67723843735968,-0.055992820495828655
90.23,96.07723843735968,-0.06085976795817205
90.63,95.51723843735968,-0.05116603575766843
90.07,98.07458844929513,-0.08161735446316487
91.98,99.54458844929513,-0.07599196065940128
93.45,99.44458844929514,-0.060280690410335014
93.35,99.34458844929513,-0.06034136879387986
93.25,99.33458844929514,-0.06125347217199162
93.24,99.48458844929513,-0.0627694052579596
93.39,100.83458844929514,-0.07382971025898188
94.74,101.96458844929514,-0.07085389701629385
95.87,101.50458844929513,-0.05551067725484926
95.41,101.48458844929513,-0.05985725066353487
95.39,102.72458844929514,-0.07140051432686434
96.63,104.12458844929513,-0.07197712433643588
98.03,100.06458844929513,-0.02033275188381045
93.97,101.92458844929513,-0.07804386135198704
95.83,116.00458844929513,-0.17391198674967334
109.91,119.45458844929513,-0.07990139661605822
113.36,119.06458844929513,-0.04791171349594414
112.97,118.57458844929513,-0.04726635379967414
112.48,119.98458844929513,-0.0625462698692052
113.89,119.12458844929513,-0.04394213249704704
113.03,119.25458844929513,-0.05219579833560628
113.16,117.86458844929514,-0.03991519854429426
111.77,119.12458844929513,-0.061738626299016164
113.03,119.00458844929513,-0.05020468981194581
112.91,116.97458844929514,-0.034747619146845876
110.88,117.54458844929513,-0.056698386010088586
111.45,117.26458844929513,-0.049585203224495555
111.17,117.21458844929514,-0.05156856778036556
111.12,112.04458844929513,-0.0082519688107342
105.95,113.53458844929513,-0.0668042096500171
107.44,113.64458844929513,-0.05459642675430543
107.55,112.29458844929513,-0.04225126530863488
106.2,111.67458844929513,-0.04902268748257632
105.58,110.97458844929514,-0.04861102460190658
104.88,112.25458844929513,-0.06569520721753119
106.16,111.02458844929514,-0.043815415280884284
104.93,111.78458844929513,-0.061319619675518355
105.69,112.87458844929513,-0.06365107105150203
106.78,113.84458844929513,-0.062054670718420746
107.75,112.21458844929514,-0.039786167832469355
106.12,109.01458844929513,-0.026552303599636673
102.92,110.37458844929513,-0.06753899202731506
104.28,107.48458844929513,-0.02981439939928565
101.39,106.91458844929514,-0.051672915075712145
100.82,105.45458844929513,-0.04394866565264299
99.36,108.69458844929514,-0.0858790541688248
102.6,108.14458844929513,-0.05127014239732186
102.05,109.41458844929514,-0.06730901750554075
103.32,109.83458844929514,-0.05931272235159868
103.74,110.39458844929513,-0.06028002407338673
104.3,112.77458844929514,-0.07514625915132844
106.68,113.16458844929514,-0.05730227572206159
107.07,114.83458844929514,-0.06761541582677044
108.74,113.03458844929513,-0.03799357796769964
106.94,113.79458844929513,-0.06023650634625233
107.7,116.34458844929513,-0.0743015946380916
110.25,116.00458844929513,-0.0496065588975424
109.91,115.84458844929513,-0.051228879386909676
109.75,116.90458844929513,-0.061200236399602814
110.81,118.35458844929514,-0.06374563545144973
112.26,120.17458844929513,-0.06585908511460803
114.08,117.61458844929514,-0.03005229619809402
111.52,117.59458844929513,-0.05165704076522537
111.5,116.88458844929514,-0.0460675656280467
110.79,116.72410559854347,-0.0508387326517884
111.38,114.47410559854347,-0.027028868951327722
109.13,113.22410559854347,-0.03615931057172461
107.88,113.73410559854347,-0.0514718568166983
108.39,115.16410559854347,-0.05882132773346649
109.82,113.69410559854347,-0.03407481485648023
108.35,112.79410559854347,-0.03940015814621489
107.45,110.32410559854347,-0.026051474271651887
104.98,113.35410559854347,-0.07387562677439596
108.01,114.24410559854347,-0.054568290993062374
108.9,115.14410559854346,-0.054228616967279986
109.8,115.83410559854347,-0.05209265066936686
110.49,113.23410559854347,-0.024233914190768036
107.89,113.90410559854347,-0.05279972628677898
108.56,115.09410559854346,-0.05677185260325057
109.75,116.35410559854347,-0.05675868130798589
111.01,115.99410559854347,-0.04296861097229798
110.65,115.95410559854346,-0.04574314614531494
110.61,120.31410559854346,-0.08065642469988943
114.97,116.82410559854347,-0.015870916272322733
111.48,116.61410559854347,-0.04402645436580521
111.27,118.63410559854347,-0.062074102227090866
113.29,119.80410559854347,-0.054372974665591656
114.46,119.05410559854347,-0.03858838446138968
113.71,119.11410559854347,-0.04536914894661781
113.77,119.13410559854347,-0.04502577638530625
113.79,119.39410559854346,-0.046937874951607506
114.05,119.78410559854346,-0.047870337803926355
114.44,121.82410559854347,-0.06061284474254125
116.48,121.50410559854348,-0.04134926613215362
116.16,121.52410559854347,-0.044140259844938634
116.18,120.81410559854346,-0.038357322396957994
115.47,119.47410559854347,-0.033514422045544
114.13,119.18410559854347,-0.04240586924877032
113.84,118.42410559854346,-0.038709227106882516
113.08,118.07410559854347,-0.042296366110310624
112.73,117.63410559854347,-0.041689487700786176
112.29,117.12410559854347,-0.04127336190820463
111.78,115.16410559854347,-0.029385072553251068
109.82,115.95410559854346,-0.05290115056193856
110.61,117.30410559854347,-0.057066251555193626
111.96,116.79410559854347,-0.041389979175488145
111.45,117.60410559854347,-0.05232900303286425
112.26,117.81410559854346,-0.04714295941327529
112.47,118.97410559854347,-0.054668245378455715
113.63,119.39410559854346,-0.04827797460893901
114.05,121.88410559854347,-0.06427503865308826
116.54,122.30410559854347,-0.047129289489788895
116.96,122.48410559854347,-0.0451005913914202
117.14,122.39410559854346,-0.042927766601580375
117.05,123.91410559854347,-0.05539406159926441
118.57,124.33410559854347,-0.046359810695505654
118.99,124.97410559854347,-0.04788276395244895
119.63,124.54410559854347,-0.03945674967857282
119.2,124.06410559854346,-0.0392063891088944
118.72,123.88410559854347,-0.04168497301242324
118.54,124.63410559854347,-0.048895970884350604
119.29,126.15410559854347,-0.05441048126001469
120.81,124.33410559854347,-0.028343836806308698
118.99,124.63410559854347,-0.045285402189378265
119.29,125.28410559854346,-0.047844102569170155
119.94,126.69410559854347,-0.053310338051126505
121.35,128.92410559854346,-0.058748560351688295
123.58,129.25410559854348,-0.04389884230189911
123.91,130.30410559854346,-0.04907063802151557
124.96,129.44636322257625,-0.03465808625972899
124.78,129.38636322257625,-0.035601612935454274
124.72,129.51636322257625,-0.03703287448191861
124.85,128.48636322257624,-0.028301549918390956
123.82,128.06636322257623,-0.033157521738914064
123.4,128.50636322257623,-0.03973626748530634
123.84,127.06636322257624,-0.025391166794667464
122.4,127.77636322257624,-0.04207635189311998
123.11,129.30636322257624,-0.047920017763629974
124.64,128.53636322257623,-0.030313314651895018
123.87,128.68636322257623,-0.03742714536307035
124.02,131.66636322257625,-0.05807377856750251
127.0,132.15636322257623,-0.03901713921933481
127.49,130.94636322257625,-0.02639525938342635
126.28,132.37636322257623,-0.04605326112733488
127.71,132.43636322257623,-0.03568780588329035
127.77,134.16636322257625,-0.04767486476446381
129.5,134.90636322257626,-0.04007493118509564
130.24,134.6163632225762,-0.0325098904606439
129.95,114.00636322257624,0.13984865692362058
109.34,114.36636322257624,-0.04394966387795407
109.7,111.72636322257624,-0.018136840438808588
107.06,112.61636322257624,-0.049338862165124064
107.95,111.25636322257624,-0.029718419035157817
106.59,111.58636322257624,-0.0447757510710356
106.92,114.27636322257624,-0.0643734453488709
109.61,111.82636322257623,-0.019819684363380774
107.16,111.49636322257624,-0.03889241852597214
106.83,110.99636322257624,-0.0375360336286118
106.33,110.68636322257625,-0.03935772299082729
106.02,110.91636322257624,-0.044144642686766544
106.25,113.06636322257624,-0.06028639312611417
108.4,112.14636322257624,-0.03340601616425898
107.48,110.05636322257624,-0.02340948898489259
105.39,109.69636322257624,-0.03925711934349674
105.03,109.09636322257624,-0.03727313269169319
104.43,108.55636322257624,-0.038011251483396014
103.89,108.46636322257623,-0.04219154295037442
103.8,109.24636322257624,-0.04985395451086949
104.58,109.73636322257624,-0.04698864689107374
105.07,109.49636322257624,-0.040424751035599726
104.83,111.78636322257624,-0.06222908610709099
107.12,114.04636322257625,-0.06073287237628566
109.38,116.73636322257624,-0.06301689567414559
112.07,115.50636322257624,-0.02975042349792023
110.84,116.08636322257624,-0.04519362203222099
111.42,116.77636322257624,-0.045868556570536345
112.11,116.13636322257624,-0.0346692724901303
111.47,117.92636322257624,-0.05474910822434498
113.26,120.57636322257623,-0.06067825423686635
115.91,116.64636322257624,-0.0063127833756048135
111.98,117.66636322257624,-0.04832615767872406
113.0,117.21636322257623,-0.035970773249209165
112.55,119.95636322257624,-0.06174214542361467
115.29,122.09636322257624,-0.05574583093984986
117.43,123.39636322257624,-0.04835120798345094
118.73,121.56636322257624,-0.02333180945277713
116.9,121.53636322257624,-0.038147950947696296
116.87,122.44636322257624,-0.04554127273212538
117.78,121.04636322257625,-0.02698439784242146
116.38,119.68636322257625,-0.02762522925379174
115.02,120.28636322257624,-0.04378188085071155
115.62,120.4811617312073,-0.040347898886072375
115.57,116.55116173120729,-0.008418292161429197
111.64,114.0911617312073,-0.021484238516056964
109.18,117.53116173120729,-0.07105487266693
112.62,115.45116173120729,-0.02452259196662554
110.54,109.72116173120729,0.007462901922226095
104.81,110.85116173120728,-0.05449795596960849
105.94,113.2911617312073,-0.06488733647774347
108.38,114.70116173120729,-0.055109831808159204
109.79,114.83116173120729,-0.04390064208361366
109.92,118.43116173120728,-0.07186589751204431
113.52,117.86116173120729,-0.036832843554585826
112.95,119.18116173120728,-0.052283109517430315
114.27,117.28116173120729,-0.025674726330802145
112.37,117.30116173120729,-0.04203847309293418
112.39,119.94116173120729,-0.06295721687380129
115.03,121.83116173120729,-0.05582448393796413
116.92,121.03116173120729,-0.03396779533801042
116.12,122.38116173120729,-0.051161156199505786
117.47,119.6511617312073,-0.018229340189000465
114.74,121.19116173120729,-0.05323128880896011
116.28,123.78116173120729,-0.06060018848018389
118.87,124.78116173120729,-0.04737222870180191
119.87,142.61116173120726,-0.15946270582992428
137.7,142.2011617312073,-0.031653480719908145
137.29,144.27116173120731,-0.04838916972342666
139.36,143.28116173120728,-0.02736690353309168
138.37,140.9111617312073,-0.01803378596831562
136.0,141.1011617312073,-0.03615251404467401
136.19,141.6311617312073,-0.038417828849937274
136.72,140.6611617312073,-0.028018833931846565
135.75,139.2211617312073,-0.02493271632015992
134.31,139.5111617312073,-0.03728133051625104
134.6,140.4511617312073,-0.041659760297356185
135.54,136.3211617312073,-0.005730304241006734
131.41,132.9311617312073,-0.011443229047250592
128.02,139.1311617312073,-0.07986105767357399
134.22,133.2211617312073,0.007497594644970906
128.31,129.46116173120728,-0.008891946556121355
124.55,130.49116173120728,-0.04552922705558571
125.58,127.66116173120729,-0.016302230866339862
122.75,129.75116173120728,-0.05395837415090654
124.84,132.4111617312073,-0.057179180608479596
127.5,132.9311617312073,-0.040856949269648
128.02,130.6611617312073,-0.020213824033193717
125.75,132.4811617312073,-0.05080844433463105
127.57,136.64116173120726,-0.06638674332300787
131.73,135.8511617312073,-0.03033585932346583
130.94,137.08116173120726,-0.0447994578806461
132.17,134.08116173120726,-0.01425376769212805
129.17,134.6311617312073,-0.04056387585892329
129.72,137.4911617312073,-0.05652117294928227
132.58,138.78116173120728,-0.044683022204539125
133.87,137.2411617312073,-0.024563780200359098
132.33,135.00116173120728,-0.019786212925527624
130.09,134.09116173120728,-0.029839116012939093
129.18,128.59116173120728,0.004579150393116294
123.68,128.8811617312073,-0.040356260459963544
123.97,131.8911617312073,-0.060058321021923544
126.98,131.5511617312073,-0.03474816695687821
126.64,130.81116173120728,-0.031886894635017815
125.9,132.06,-0.04664546418294713
127.06,130.26,-0.024566252111162257
125.26,132.6,-0.055354449472096445
127.6,134.46,-0.051018890376320236
129.46,136.57,-0.05206121402943531
131.57,137.76,-0.044933217189314756
132.76,140.32,-0.05387685290763966
135.32,141.47,-0.04347211422916519
136.47,141.21,-0.03356702783089027
136.21,139.11,-0.020846811875494198
134.11,141.16,-0.04994332672145074
136.16,140.93,-0.03384659050592498
135.93,141.52,-0.03949971735443758
136.52,143.85,-0.0509558567952727
138.85,142.67,-0.02677507534870671
137.67,141.71,-0.0285089266812506
136.71,144.31,-0.05266440302127362
139.31,143.92,-0.03203168426903824
138.92,137.75,0.008493647912885649
132.75,134.62,-0.013890952310206539
129.62,134.37,-0.03535015256381635
129.37,134.1,-0.03527218493661444
129.1,138.52,-0.06800462027144105
133.52,140.57,-0.05015294870882825
135.57,141.8,-0.04393511988716514
136.8,142.93,-0.04288812705520184
137.93,139.14,-0.008696277130947117
134.14,140.13,-0.0427460215514166
135.13,140.97,-0.04142725402567926
135.97,142.36,-0.044886203989884854
137.36,142.16,-0.033764772087788275
137.16,143.41,-0.04358134021337423
138.41,142.99,-0.03203021190293032
137.99,146.26,-0.05654314234924096
141.26,146.04,-0.03273075869624764
141.04,145.94,-0.033575441962450325
140.94,142.74,-0.012610340479193072
137.74,141.51,-0.026641226768426174
136.51,134.75,0.013061224489795853
129.75,135.17,-0.04009765480506022
130.17,132.62,-0.0184738350173429
127.62,135.24,-0.05634427684117127
130.24,136.09,-0.04298625909324705
131.09,136.9,-0.04243973703433168
131.9,136.6,-0.034407027818447955
131.6,137.8,-0.044992743105950805
132.8,140.11,-0.05217329241310398
135.11,139.97,-0.0347217260841608
134.97,139.37,-0.03157063930544601
134.37,137.22,-0.020769567118495758
132.22,142.46,-0.07187982591604669
137.46,142.21,-0.033401307924899815
137.21,141.24,-0.02853299348626448
136.24,141.56,-0.037581237637750675
136.56,142.43,-0.04121322755037571
137.43,139.5,-0.014838709677419293
134.5,139.32,-0.034596612115991965
134.32,139.5,-0.03713261648745525
134.5,137.31,-0.02046464205083387
132.31,140.85,-0.060631877884274044
135.85,141.14,-0.03748051579991496
136.14,136.16,-0.0001468860164512975
131.16,132.0,-0.006363636363636349
127.0,133.44,-0.0482613908872902
128.44,131.27232175502743,-0.021575924895370857
127.18,135.25232175502742,-0.05968342465609
131.16,136.14232175502744,-0.0365964212362454
132.05,138.44232175502742,-0.04617317648239516
134.35,139.28232175502743,-0.03541240333215079
135.19,138.2323217550274,-0.022008758273039497
134.14,139.20232175502744,-0.0363666474179668
135.11,138.94232175502742,-0.027582105341411145
134.85,137.4823217550274,-0.01914661988119326
133.39,138.09232175502743,-0.03405201458897367
134.0,135.14232175502744,-0.008452731462599283
131.05,137.82232175502742,-0.04913806173621771
133.73,136.44232175502742,-0.019878888897077118
132.35,137.81232175502743,-0.0396359460857002
133.72,139.61232175502744,-0.04220488335812134
135.52,141.03232175502743,-0.039085520868062384
136.94,140.40232175502743,-0.024660003565101007
136.31,161.29232175502742,-0.15488847505692704
157.2,158.72232175502742,-0.009591100597539093
154.63,160.90232175502743,-0.03898217059028519
156.81,159.76232175502741,-0.018479462007032987
155.67,157.9523217550274,-0.014449434675402495
153.86,158.44232175502742,-0.02892107174566827
154.35,157.68232175502743,-0.021133134760689787
153.59,153.4223217550274,0.0010929194856035274
149.33,152.8923217550274,-0.023299546466009957
148.8,153.26232175502741,-0.029115582381427862
149.17,154.84232175502743,-0.036632890095780746
150.75,154.96232175502743,-0.02718287714923695
150.87,154.87232175502743,-0.02584271811562422
150.78,155.47232175502742,-0.03018107468942899
151.38,155.44232175502742,-0.026133949294900094
151.35,150.81232175502743,0.0035652142922775187
146.72,152.88232175502742,-0.040307614930794156
148.79,152.49232175502743,-0.02427874211906267
148.4,157.32232175502742,-0.056713641494057665
153.23,156.49232175502743,-0.02084652919990715
152.4,156.9223217550274,-0.028818855752639427
152.83,159.49232175502743,-0.0417720532356437
155.4,158.91232175502742,-0.022102261902899323
154.82,160.09232175502743,-0.03293300826191481
156.0,160.2023217550274,-0.02623134115030723
156.11,159.59232175502743,-0.021820108365694035
155.5,158.01232175502741,-0.015899530663958994
153.92,158.96232175502743,-0.03172023218683251
154.87,156.19232175502742,-0.008465984372146962
152.1,156.09232175502743,-0.02557666969226724
152.0,150.30232175502744,0.011295089957023663
146.21,146.95232175502744,-0.005051446252512415
142.86,137.59232175502743,0.03828468171611554
133.5,134.9823217550274,-0.01098159918835595
130.89,142.27232175502743,-0.0800037675256764
138.18,138.69232175502742,-0.0036939446145571875
134.6,145.51232175502741,-0.07499242417008856
141.42,145.86232175502744,-0.030455580999788512
141.77,141.38232175502742,0.0027420560092676904
137.29,137.27232175502743,0.00012878229745472147
133.18,139.7323217550274,-0.04689195508047628
135.64,138.21232175502743,-0.018611377931894713
134.12,129.01232175502741,0.03959062340317554
124.92,134.10232175502742,-0.06847250394218607
130.01,128.80232175502744,0.009376214873435762
124.71,128.22232175502742,-0.02739243609812203
124.13,130.05232175502744,-0.04553799328690955
125.96,133.34232175502743,-0.055363680921875824
129.25,139.23411522633742,-0.07170739161237427
135.23,138.13411522633746,-0.021023881186620463
134.13,137.50411522633746,-0.024538285423556516
133.5,137.70411522633742,-0.03053006236906808
133.7,142.92411522633742,-0.06453855048694856
138.92,144.61411522633747,-0.03937454665075779
140.61,139.55411522633747,0.007566131403219822
135.55,134.11411522633747,0.01070644034178847
130.11,134.92411522633742,-0.03568016894727566
130.92,133.43411522633744,-0.018841622489667587
129.43,138.29411522633745,-0.06409611292447326
134.29,138.04411522633745,-0.02719503993474992
134.04,129.74411522633744,0.03311044023976284
125.74,127.05411522633744,-0.010342956810146964
123.05,139.04411522633745,-0.11502906973302729
135.04,136.69411522633746,-0.012100851771113863
132.69,142.80411522633747,-0.07082509639380563
138.8,144.16411522633746,-0.03720839418267019
140.16,147.16411522633746,-0.047593907085060616
143.16,149.55411522633747,-0.042754525454953396
145.55,148.50411522633746,-0.01989248056752524
144.5,152.02411522633747,-0.04949290587967159
148.02,143.84411522633744,0.029030626432592355
139.84,144.14411522633742,-0.02985980537310884
140.14,136.57411522633745,0.026109521322931206
132.57,139.02411522633747,-0.04642442942959857
135.02,137.87411522633744,-0.02070087791063635
133.87,141.79411522633745,-0.0558846551120169
137.79,139.57411522633745,-0.012782565187279049
135.57,135.50411522633746,0.0004862197251536138
131.5,131.27411522633744,0.0017207106920742454
127.27,134.58411522633747,-0.054346051270886875
130.58,132.13411522633746,-0.011761650075571617
128.13,128.93411522633744,-0.006236636633569437
124.93,124.30411522633744,0.0050351090349900485
120.3,122.32411522633745,-0.016547147899596215
118.32,129.93411522633744,-0.08938464856674755
125.93,131.41411522633746,-0.041731553850908876
127.41,131.23411522633745,-0.029139642689266165
127.23,132.61411522633747,-0.040599865384979617
128.61,132.96411522633744,-0.03274654382444209
128.96,125.85411522633746,0.024678452254635497
121.85,132.28411522633746,-0.07887655451665343
128.28,136.72411522633746,-0.061760247724834794
132.72,137.87411522633744,-0.0373827619337852
133.87,140.77411522633747,-0.049043925548649225
136.77,140.71411522633744,-0.02802927922329157
136.71,140.74411522633747,-0.02866276305655835
136.74,138.75411522633746,-0.014515715249612593
134.75,139.88411522633746,-0.036702632161130455
135.88,139.30411522633747,-0.024580144102520407
135.3,140.50411522633746,-0.03703888115984477
136.5,145.73411522633742,-0.06336275629077004
141.73,143.06411522633744,-0.009325296034066843
139.06,141.49411522633747,-0.017202943192681897
137.49,140.05411522633747,-0.018308032021720155
136.05,146.08411522633747,-0.06868724372113266
142.08,144.77411522633747,-0.018609094741318333
140.77,144.16411522633746,-0.02354341245745306
140.16,150.00411522633746,-0.06562563441332214
146.0,151.20411522633742,-0.03441781474364891
147.2,153.11751027866606,-0.03864685539816126
149.07,155.63751027866607,-0.04219747711786881
151.59,156.46751027866605,-0.031172671374263494
152.42,156.32751027866607,-0.024995666288682217
152.28,154.60751027866607,-0.015054315760411274
150.56,158.35751027866607,-0.049239914576483135
154.31,158.61751027866606,-0.027156587384951636
154.57,163.58751027866606,-0.05512346427490111
159.54,164.07751027866607,-0.027654675348008695
160.03,163.98751027866606,-0.02413299812858316
159.94,164.39751027866606,-0.02711422010655906
160.35,164.72751027866605,-0.026574251448714947
160.68,163.84751027866605,-0.019332062313787146
159.8,163.87751027866605,-0.02488145122373675
159.83,165.55751027866606,-0.03459529120138083
161.51,167.98751027866606,-0.03855947545100735
163.94,167.35751027866607,-0.020420417780926514
163.31,168.32751027866607,-0.0298080228856209
164.28,167.05751027866606,-0.016626072506605305
163.01,163.81751027866605,-0.004929328234157815
159.77,161.83751027866606,-0.012775222969668931
157.79,158.75751027866605,-0.006094264623876966
154.71,157.55751027866606,-0.018072831143559953
153.51,156.81751027866605,-0.021091460212501634
152.77,156.41751027866607,-0.02331906621047619
152.37,158.08751027866606,-0.036166742512343975
154.04,158.85751027866607,-0.03032598377133855
154.81,157.42751027866606,-0.016626765385749587
153.38,157.19751027866604,-0.024284801151740254
153.15,157.32751027866607,-0.026552954860002864
153.28,157.89751027866606,-0.029243718096104376
153.85,159.14751027866606,-0.033286793298809236
155.1,158.35751027866607,-0.020570608068627427
154.31,162.86751027866606,-0.05254277089410997
158.82,158.26751027866607,0.0034908600025433945
154.22,158.73751027866606,-0.02845899668412033
154.69,159.95751027866606,-0.03293068433916857
155.91,157.14751027866606,-0.007874832229105122
153.1,157.07751027866607,-0.025321959022712393
153.03,159.86751027866606,-0.0427698552804604
155.82,167.86751027866606,-0.07176796902906801
163.82,168.39751027866606,-0.027182766960694105
164.35,170.69751027866604,-0.03718572267576514
