ADSK,dcf,Deviation
22.06,24.859145489592727,-0.1126002295921471
21.8,25.269145489592727,-0.13728780385634798
22.21,25.05914548959273,-0.11369683338867254
22.0,25.519145489592727,-0.13790216804194766
22.46,25.16914548959273,-0.10763756325032736
22.11,25.34914548959273,-0.12778124970416005
22.29,25.569145489592728,-0.1282461899607643
22.51,26.019145489592727,-0.1348678222732692
22.96,26.55914548959273,-0.13551435572364567
23.5,26.50914548959273,-0.11351348502629388
23.45,26.68914548959273,-0.12136564997391219
23.63,26.68914548959273,-0.11462133513362671
23.63,27.14914548959273,-0.1296226981045039
24.09,27.389145489592728,-0.12045448774027401
24.33,27.339145489592728,-0.11006728395143983
24.28,27.27914548959273,-0.10994279460611889
24.22,26.749145489592728,-0.09455051528942271
23.69,26.68914548959273,-0.11237323018686474
23.63,26.93914548959273,-0.12283780459447524
23.88,27.11914548959273,-0.11944128146794997
24.06,27.04914548959273,-0.11050794527844943
23.99,27.749145489592728,-0.13546887384343387
24.69,27.379145489592727,-0.09821875159014426
24.32,28.00914548959273,-0.1317121756164783
24.95,28.30914548959273,-0.11865937425867024
25.25,28.159145489592728,-0.10331085830242659
25.1,28.55914548959273,-0.1211221635063724
25.5,28.50914548959273,-0.10555018180714038
25.45,27.07914548959273,-0.060162367022211116
24.02,27.39914548959273,-0.12333032396489385
24.34,27.30914548959273,-0.10872348571742185
24.25,26.64914548959273,-0.09002710764327004
23.59,27.41914548959273,-0.13965225470086684
24.36,27.909145489592728,-0.12716783073549132
24.85,27.79914548959273,-0.10608763102796848
24.74,27.79914548959273,-0.11004458718840815
24.74,27.98914548959273,-0.11608591233343901
24.93,28.339145489592728,-0.12029810464273538
25.28,27.95914548959273,-0.09582358268388391
24.9,27.98914548959273,-0.1103694105538654
24.93,28.289145489592727,-0.11874326464998808
25.23,28.80914548959273,-0.12423643356189418
25.75,29.05914548959273,-0.11387621465943898
26.0,29.43914548959273,-0.11682219141885519
26.38,28.49893095925118,-0.07435124364071433
26.84,28.74893095925118,-0.06640006760449302
27.09,29.328930959251178,-0.07633864876840846
27.67,30.47893095925118,-0.09215975990124392
28.82,30.488930959251178,-0.054738913656294574
28.83,30.37893095925118,-0.050987013378740675
28.72,30.148930959251178,-0.047395742196713386
28.49,30.03893095925118,-0.051564117290071265
28.38,31.168930959251178,-0.08947791513598258
29.51,31.938930959251177,-0.0760492253904832
30.28,31.828930959251178,-0.04866424704097627
30.17,31.688930959251177,-0.04793254026790528
30.03,31.81893095925118,-0.05622222071326555
30.16,31.988930959251178,-0.05717386934814872
30.33,33.50893095925118,-0.0948681700146432
31.85,33.76893095925118,-0.05682533929092226
32.11,34.03893095925118,-0.05666837661736068
32.38,34.00893095925118,-0.04789715269800543
32.35,34.15893095925118,-0.05295631064710682
32.5,34.53893095925118,-0.05903283346136856
32.88,34.36893095925118,-0.04332200384750107
32.71,34.85893095925118,-0.0616464963243768
33.2,34.71893095925118,-0.04374935855697615
33.06,35.05893095925118,-0.057016312379134515
33.4,35.24893095925118,-0.05245353288553922
33.59,34.74893095925118,-0.03335155722086003
33.09,34.28893095925118,-0.03496553919035805
32.63,34.28893095925118,-0.048380947228207405
32.63,34.80893095925118,-0.06259689393512047
33.15,36.12893095925118,-0.08245278451806481
34.47,36.12893095925118,-0.04591696779299237
34.47,36.46893095925118,-0.054811888000904196
34.81,36.37893095925118,-0.04312746190943795
34.72,37.68893095925118,-0.07877461322692214
36.03,37.66893095925118,-0.04350882590812333
36.01,39.86893095925118,-0.09679042970064278
38.21,39.79893095925118,-0.03992396079377192
38.14,39.178930959251176,-0.026517593354748126
37.52,39.12893095925118,-0.041118704748839496
37.47,40.22893095925118,-0.06858076745926378
38.57,39.95893095925118,-0.03475896191185801
38.3,39.68893095925118,-0.034995423804113135
38.03,39.608930959251175,-0.03986300364621165
37.95,39.08893095925118,-0.02913691756979675
37.43,36.65893095925118,0.0210335931946819
35.0,36.92893095925118,-0.05223359867578192
35.27,36.75893095925118,-0.04050528457701119
35.1,35.95893095925118,-0.023886443126591272
34.3,35.89893095925118,-0.04453979315055723
34.24,34.04893095925118,0.005611601755646456
32.39,33.62893095925118,-0.03684122343206253
31.97,33.43893095925118,-0.04392876557690273
31.78,33.33893095925118,-0.04676007641506552
31.68,33.89893095925118,-0.06545725474111519
32.24,33.27893095925118,-0.031218880213529365
31.62,33.27893095925118,-0.04984928636326913
31.62,32.97893095925118,-0.041206034268675196
31.32,29.238930959251178,0.07117459402496973
27.58,31.13893095925118,-0.11429200841571752
29.48,31.188930959251177,-0.05479286742735501
29.53,31.31893095925118,-0.05711979638062181
29.66,30.21893095925118,-0.018496053351618302
28.56,31.028930959251177,-0.07956867616527008
29.37,31.220052502686798,-0.05925846865656559
28.94,31.8700525026868,-0.09193748590278539
29.59,33.2600525026868,-0.11034415842820222
30.98,33.6400525026868,-0.07907397000864802
31.36,34.0700525026868,-0.07954353761189781
31.79,34.1400525026868,-0.06883564407236498
31.86,32.8900525026868,-0.03131805589555248
30.61,31.650052502686798,-0.03286100402514358
29.37,31.8200525026868,-0.07699712319707586
29.54,32.0800525026868,-0.07917856438900972
29.8,31.3700525026868,-0.05004940627856225
29.09,31.490052502686797,-0.07621621153162639
29.21,30.810052502686798,-0.051932806753486216
28.53,31.1900525026868,-0.08528528454569462
28.91,32.1900525026868,-0.10189646327582169
29.91,30.8600525026868,-0.03078583559130632
28.58,32.0700525026868,-0.10882590548906668
29.79,32.2200525026868,-0.07542050102134867
29.94,32.0000525026868,-0.06437653508580432
29.72,31.830052502686797,-0.06629120396545651
29.55,31.830052502686797,-0.07163206854573478
29.55,31.150052502686798,-0.05136596487433809
28.87,31.420052502686797,-0.08116003314980891
29.14,32.0300525026868,-0.09022940260383183
29.75,32.3800525026868,-0.08122446689882812
30.1,32.4400525026868,-0.07213467063572054
30.16,32.4300525026868,-0.06999842206541995
30.15,32.1900525026868,-0.06337524620429003
29.91,32.1700525026868,-0.07025330476218661
29.89,32.270052502686795,-0.07375421848131891
29.99,31.470052502686798,-0.047030506306287134
29.19,31.9300525026868,-0.08581421851580828
29.65,31.9600525026868,-0.07227937133371731
29.68,31.380052502686798,-0.05417621600668887
29.1,31.1900525026868,-0.06701022713914173
28.91,31.4400525026868,-0.08047227346298447
29.16,31.080052502686797,-0.061777646692225296
28.8,30.8600525026868,-0.06675466616615255
28.58,31.240052502686797,-0.08514878463978326
28.96,31.8400525026868,-0.09045376110619685
29.56,32.0400525026868,-0.07740475776307887
29.76,32.3900525026868,-0.08119938991974873
30.11,33.6000525026868,-0.10387044789313116
31.32,33.1700525026868,-0.05577478367081101
30.89,34.3500525026868,-0.1007291765395747
32.07,35.4900525026868,-0.09636651009259234
33.21,35.9100525026868,-0.07518932205640139
33.63,36.0000525026868,-0.06583469572745515
33.72,36.2500525026868,-0.06979445071146517
33.97,35.1000525026868,-0.03219517983912701
32.82,33.9500525026868,-0.03328573652713407
31.67,33.9400525026868,-0.06688417769851984
31.66,33.9700525026868,-0.06800261796781415
31.69,34.5300525026868,-0.08224871660608724
32.25,34.020052502686795,-0.05202968168691102
31.74,35.3000525026868,-0.10085119568634737
33.02,34.9000525026868,-0.053869618177280865
32.62,35.2400525026868,-0.07434871166798185
32.96,34.2000525026868,-0.036258789444530315
31.92,33.980052502686796,-0.06062534784264695
31.7,33.590052502686795,-0.056268221150759246
31.31,34.1100525026868,-0.08208877727368624
31.83,2307.535824605318,-0.9862060646423791
32.42,2307.235824605318,-0.985948553826072
32.12,2308.095824605318,-0.9860837666887194
32.98,2308.195824605318,-0.9857117842219304
33.08,2309.175824605318,-0.9856745425586404
34.06,2309.455824605318,-0.9852519369986993
34.34,2309.6358246053182,-0.9851318551460951
34.52,2310.665824605318,-0.9850605831304505
35.55,2310.645824605318,-0.9846146910004815
35.53,2311.515824605318,-0.9846291339986536
36.4,2311.1158246053183,-0.9842500321219443
36.0,2311.535824605318,-0.9844259389723511
36.42,2311.535824605318,-0.9842442415936952
36.42,2311.675824605318,-0.9842451957959035
36.56,2310.995824605318,-0.9841799800714724
35.88,2311.1358246053182,-0.9844751660123102
36.02,2311.8658246053183,-0.9844195110215147
36.75,2312.195824605318,-0.9841060174882579
37.08,2313.105824605318,-0.9839696050195512
37.99,2313.265824605318,-0.9835773305445855
38.15,2314.695824605318,-0.9835183527811888
39.58,2313.235824605318,-0.9828897687045146
38.12,2313.145824605318,-0.9835202780583432
38.03,2312.035824605318,-0.9835512929361758
36.92,2313.095824605318,-0.9840387070836982
37.98,2313.695824605318,-0.9835847047843989
38.58,2312.775824605318,-0.9833187464217014
37.66,2312.375824605318,-0.9837137200625993
37.26,2311.685824605318,-0.9838818927713235
36.57,2312.1158246053183,-0.9841833183221941
37.0,2311.665824605318,-0.9839942263253741
36.55,2311.925824605318,-0.9841906692632582
36.81,2312.165824605318,-0.9840798615703598
37.05,2311.975824605318,-0.9839747459269714
36.86,2312.125824605318,-0.9840579610297411
37.01,2311.945824605318,-0.983991839425425
36.83,2310.935824605318,-0.9840627335437625
35.82,2310.1158246053183,-0.9844942839581995
35.0,2309.095824605318,-0.9848425519517007
33.98,2309.065824605318,-0.9852840921043002
33.95,2309.925824605318,-0.9853025583599417
34.81,2309.455824605318,-0.9849271851710136
34.34,2309.455824605318,-0.9851306963163633
34.34,2308.975824605318,-0.9851276052204359
33.86,2309.245824605318,-0.9853372041905555
34.13,2308.845824605318,-0.985217722363149
33.73,2308.375824605318,-0.9853879946062218
33.26,2308.835824605318,-0.9855944716183163
33.72,2309.185824605318,-0.9853974506335957
34.07,2310.4058246053182,-0.9852536729101173
35.29,2310.395824605318,-0.98472556103843
35.28,2310.415824605318,-0.9847300214860557
35.3,2310.435824605318,-0.984721497293252
35.32,2310.165824605318,-0.9847110542352369
35.05,2310.605824605318,-0.9848308181227808
35.49,2311.605824605318,-0.9846470364357818
36.49,2310.605824605318,-0.984207604944373
35.49,2311.005824605318,-0.9846430503886501
35.89,2310.715824605318,-0.9844680165263808
35.6,2310.015824605318,-0.9845888501624951
34.9,2309.4058246053182,-0.9848878877726203
34.29,2309.765824605318,-0.9851543391824756
34.65,2309.305824605318,-0.9849954910125764
34.19,2131.2788633375985,-0.9839579885165951
33.83,2132.6488633375984,-0.9841370979622702
35.2,2133.4888633375986,-0.9835012028396841
36.04,2133.8388633375985,-0.98311025231604
36.39,2133.3588633375985,-0.9829423916316318
35.91,2133.4888633375986,-0.9831684146015073
36.04,2134.0488633375985,-0.983111914343126
36.6,2134.1288633375984,-0.9828501452612564
36.68,2134.138863337598,-0.9828127397752198
36.69,2134.2788633375985,-0.9828091817661428
36.83,2135.1988633375986,-0.9827510211660426
37.75,2135.0088633375985,-0.9823185745744463
37.56,2135.2088633375984,-0.9824092150211061
37.76,2135.7988633375985,-0.9823204325799703
38.35,2137.8588633375985,-0.9820614912155012
40.41,2137.8588633375985,-0.9810979103003495
40.41,2138.0488633375985,-0.9810995900547764
40.6,2138.5488633375985,-0.9810151637420919
41.1,2139.158863337598,-0.9807868407043532
41.71,2138.7688633375983,-0.9804981264151609
41.32,2138.8588633375985,-0.9806812872470126
41.41,2139.2188633375986,-0.9806424668790586
41.77,2140.6488633375984,-0.9804872248244982
43.2,2140.0588633375983,-0.979813639362879
42.61,2140.0388633375983,-0.9800891466365496
42.59,2140.888863337598,-0.9801063937837469
43.44,2141.2888633375983,-0.9797131527914031
43.84,2141.3588633375985,-0.9795270186839821
43.91,2141.1688633375984,-0.979492509557815
43.72,2141.6688633375984,-0.9795860131561765
44.22,2141.0488633375985,-0.9793465713196908
43.6,2140.5288633375985,-0.9796312020142456
43.08,2140.2588633375985,-0.9798715936945966
42.81,2139.8288633375982,-0.979993727193105
42.38,2139.0788633375982,-0.9801877337360649
41.63,2139.5988633375982,-0.9805430818302733
42.15,2138.8088633375983,-0.9802927691564616
41.36,2138.6988633375986,-0.9806611390182092
41.25,2139.7188633375986,-0.9807217664400748
42.27,2140.1688633375984,-0.9802492220477969
42.72,2140.8188633375985,-0.9800450188796458
43.37,2141.2588633375985,-0.9797455596132834
43.81,2142.2888633375983,-0.9795499100285917
44.84,2143.888863337598,-0.9790847367292196
46.44,2144.1888633375984,-0.9783414601231943
46.74,2143.9188633375984,-0.9781988018300113
46.47,2142.2588633375985,-0.9783079436405736
44.81,2140.9788633375983,-0.9790703211660179
43.53,2141.2188633375986,-0.9796704574458361
43.77,2141.0788633375982,-0.9795570351239797
43.63,2140.888863337598,-0.9796206142471208
43.44,2140.428863337598,-0.9797050017666724
42.98,2139.658863337598,-0.9799126857386244
42.21,2140.5088633375985,-0.9802803899937215
43.06,2140.618863337598,-0.9798843218951823
43.17,2139.5488633375985,-0.9798228492278243
42.1,2140.9488633375986,-0.9803358217840061
43.5,2141.0488633375985,-0.9796828550973893
43.6,2143.0388633375983,-0.9796550586431751
45.59,2143.8488633375982,-0.9787345083976562
46.4,2143.6988633375986,-0.9783551688189271
46.25,2143.8388633375985,-0.9784265502454804
46.39,2141.5388633375983,-0.9783380069378237
44.09,2141.3988633375984,-0.9794106549905975
43.95,2142.5688633375985,-0.9794872404093763
45.12,1754.9970220869573,-0.974290554666386
45.77,1756.8270220869572,-0.9739473497250576
47.6,1755.1870220869573,-0.9728803828874016
45.96,1755.3870220869574,-0.9738177396655475
46.16,1755.7070220869573,-0.9737085974941702
46.48,1755.9570220869573,-0.9735301038605384
46.73,1755.5070220869572,-0.9733809096676542
46.28,1756.4670220869573,-0.9736516544756917
47.24,1756.1870220869573,-0.973100814773211
46.96,1755.7270220869573,-0.9732532452885639
46.5,1755.0770220869572,-0.9735054362772598
45.85,1754.8970220869573,-0.9738731108304723
45.67,1756.3270220869572,-0.9739968699304458
47.1,1747.9670220869573,-0.9730544115507593
38.74,1749.9470220869573,-0.9778621869627806
40.72,1751.2170220869573,-0.9767475992487367
41.99,1750.4570220869573,-0.9760119788888401
41.23,1750.0770220869572,-0.9764410368917172
40.85,1750.3570220869574,-0.9766619041232546
41.13,1750.5170220869572,-0.9765040845184327
41.29,1750.9970220869573,-0.9764191489310543
41.77,1751.1570220869573,-0.9761471989814938
41.93,1751.6470220869573,-0.9760625288820783
42.42,1752.1770220869573,-0.9757901173995108
42.95,1752.8470220869574,-0.975497006037148
43.62,1753.7670220869572,-0.975127825161125
44.54,1752.6170220869574,-0.9745865757100982
43.39,1752.2470220869573,-0.9752375096358722
43.02,1752.4770220869573,-0.9754518892642774
43.25,1753.1170220869574,-0.9753296560040732
43.89,1752.4570220869573,-0.9749551632668672
43.23,1752.1170220869574,-0.9753269904606552
42.89,1753.3270220869572,-0.9755379347607678
44.1,1754.4770220869573,-0.9748643046076814
45.25,1754.4670220869573,-0.9742086916252352
45.24,1754.0070220869572,-0.9742076289146366
44.78,1754.3570220869574,-0.9744749789032506
45.13,1754.2070220869573,-0.974273275940767
44.98,1753.4870220869573,-0.9743482561128591
44.26,1753.4070220869573,-0.9747577148702642
44.18,1753.4770220869573,-0.9748043461970105
44.25,1752.1770220869573,-0.9747457023792634
42.95,1751.9770220869573,-0.9754848382949464
42.75,1751.7470220869573,-0.9755957912523981
42.52,1751.0970220869574,-0.9757180787451031
41.87,1753.5170220869572,-0.9761222734238598
44.29,1752.8670220869574,-0.9747328237442288
43.64,1751.7570220869572,-0.9750878692365625
42.53,1751.1570220869573,-0.9757132002078749
41.93,1750.9270220869573,-0.9760526855368176
41.7,1752.1070220869574,-0.9762000839707095
42.88,1751.7970220869572,-0.9755222782894584
42.57,1752.3370220869572,-0.9757067279504824
43.11,1753.2070220869573,-0.9754107761052181
43.98,1751.5970220869574,-0.9748914850588182
42.37,1751.2770220869572,-0.9758062262762355
42.05,1751.3670220869574,-0.9759901839707519
42.14,1750.7870220869572,-0.9759308245558225
41.56,1750.3170220869572,-0.9762557299760207
41.09,1750.2470220869573,-0.9765233138628597
41.02,1749.8770220869574,-0.9765583526829341
40.65,1749.8170220869572,-0.9767689995657273
40.59,40.643275109170304,-0.0013107976418533784
39.39,38.323275109170304,0.027834909406645236
37.07,36.81327510917031,0.00697370418872989
35.56,36.5532751091703,-0.027173354677625383
35.3,36.9132751091703,-0.043704469581717476
35.66,37.83327510917031,-0.05744348335953442
36.58,38.41327510917031,-0.047725040469997704
37.16,38.77327510917031,-0.04160791433346711
37.52,38.55327510917031,-0.026801227813834427
37.3,38.0432751091703,-0.0195376214859887
36.79,38.203275109170306,-0.03699355893262313
36.95,39.0432751091703,-0.05361422942407412
37.79,37.713275109170304,0.0020344266205361006
36.46,37.423275109170305,-0.02574000021003664
36.17,37.563275109170306,-0.037091417218573786
36.31,38.0032751091703,-0.044556031139582175
36.75,38.743275109170305,-0.05144828627816522
37.49,39.7532751091703,-0.0569330477288954
38.5,38.90327510917031,-0.010366096634245814
37.65,42.9332751091703,-0.12305781694352558
41.68,42.41327510917031,-0.01728881128097004
41.16,41.7532751091703,-0.014209067614914028
40.5,40.603275109170305,-0.0025435167210681175
39.35,40.5032751091703,-0.028473626047815337
39.25,39.83327510917031,-0.014642911173428197
38.58,39.2532751091703,-0.017152074758037594
38.0,39.073275109170304,-0.027468265871534614
37.82,39.08327510917031,-0.03232265222506647
37.83,39.633275109170306,-0.045499018292158966
38.38,40.84327510917031,-0.06031042081190108
39.59,40.203275109170306,-0.015254356952387083
38.95,40.563275109170306,-0.03977181588095147
39.31,39.7932751091703,-0.012144642727809352
38.54,39.313275109170306,-0.01966956726507707
38.06,38.98327510917031,-0.0236838774214001
37.73,37.963275109170304,-0.006144757229176956
36.71,38.41327510917031,-0.04434079375761657
37.16,38.2532751091703,-0.02857990867579907
37.0,38.853275109170305,-0.04769932789354192
37.6,39.52327510917031,-0.048661835433877365
38.27,39.323275109170304,-0.0267850301442637
38.07,39.77327510917031,-0.04282461287120887
38.52,38.5032751091703,0.0004343757974425433
37.25,39.12327510917031,-0.04788134694611035
37.87,40.573275109170304,-0.06662698788541521
39.32,42.563275109170306,-0.07619890858613787
41.31,43.853275109170305,-0.05799510077272363
42.6,43.9332751091703,-0.03034772859198931
42.68,44.01327510917031,-0.030292567546115534
42.76,43.633275109170306,-0.02001397114897696
42.38,43.26327510917031,-0.02041627932562795
42.01,42.91327510917031,-0.021048850428507238
41.66,44.87327510917031,-0.07160776879674746
43.62,44.563275109170306,-0.021167095705140415
43.31,44.1832751091703,-0.019764834250348473
42.93,44.103275109170305,-0.02660290208076521
42.85,43.633275109170306,-0.01795132515747566
42.38,44.203275109170306,-0.04124751174358232
42.95,43.493275109170305,-0.012491014020136526
42.24,43.30327510917031,-0.024554149922603297
42.05,43.2932751091703,-0.028717511115414762
42.04,42.587391304347825,-0.01285336545823934
41.47,41.60739130434783,-0.0033020888847090646
40.49,40.93739130434783,-0.0109286715663367
39.82,40.89739130434783,-0.026343765946589603
39.78,41.03739130434783,-0.030640137308499127
39.92,41.017391304347825,-0.026754292982828054
39.9,40.557391304347824,-0.01620891490319676
39.44,40.127391304347825,-0.017130226561061
39.01,39.21739130434783,-0.0052882483370289
38.1,40.417391304347824,-0.05733648881239228
39.3,39.807391304347824,-0.01274615813100044
38.69,39.307391304347824,-0.01570674837125441
38.19,39.377391304347825,-0.030154138327002977
38.26,39.127391304347825,-0.02216839087484579
38.01,38.60739130434783,-0.015473495726207043
37.49,37.88739130434782,-0.010488748120861424
36.77,37.03739130434783,-0.007219496161340988
35.92,37.71739130434783,-0.04765417867435162
36.6,37.59739130434782,-0.026528205009598183
36.48,38.25739130434783,-0.046458768978998144
37.14,37.60739130434783,-0.012428176699770033
36.49,37.50739130434783,-0.027125088388375573
36.39,38.67739130434783,-0.05914026844128695
37.56,37.64739130434783,-0.0023213110210303922
36.53,36.24739130434783,0.007796663028223794
35.13,36.39739130434783,-0.03482093795541963
35.28,36.297391304347826,-0.028029322984044813
35.18,35.517391304347825,-0.009499326722977042
34.4,35.56739130434783,-0.032821954648249
34.45,35.85739130434783,-0.039249684741488045
34.74,36.127391304347825,-0.03840275354121281
35.01,36.38739130434783,-0.03785353263791824
35.27,37.807391304347824,-0.06711363087503008
36.69,37.93739130434783,-0.03288026038324021
36.82,37.24739130434783,-0.011474395639029411
36.13,36.71739130434783,-0.015997631734754325
35.6,36.93739130434783,-0.036206977729648315
35.82,36.047391304347826,-0.006308120951887042
34.93,35.84739130434782,-0.025591577823866785
34.73,35.377391304347825,-0.018299577229377695
34.26,33.99739130434783,0.007724377829500861
32.88,33.977391304347826,-0.032297691559604824
32.86,35.587391304347825,-0.07663925914161096
34.47,35.57739130434783,-0.031126264848218232
34.46,36.057391304347824,-0.04430135532725599
34.94,35.25739130434783,-0.009002121047699041
34.14,34.53739130434783,-0.01150611813283653
33.42,32.837391304347825,0.017742234462304385
31.72,31.337391304347825,0.012209334591264831
30.22,31.957391304347826,-0.0543658675954396
30.84,32.71739130434783,-0.057382059800664464
31.6,31.757391304347827,-0.004956052682018597
30.64,31.567391304347826,-0.02937814200123956
30.45,31.177391304347825,-0.023330730183522053
30.06,31.377391304347825,-0.041985367475889546
30.26,32.52739130434782,-0.06970713646024074
31.41,32.417391304347824,-0.031075643776823925
31.3,31.227391304347826,0.0023251604639182855
30.11,32.42739130434783,-0.07146400654304608
31.31,33.60739130434783,-0.0683597034813771
32.49,32.75739130434783,-0.00816277773353502
31.64,32.517391304347825,-0.026982216873913556
31.4,33.52739130434782,-0.06345233618196666
32.41,35.227391304347826,-0.07997729039902257
34.11,34.88869565217391,-0.022319425751457955
32.98,34.65869565217391,-0.048435049865144575
32.75,35.64869565217391,-0.08131281100595178
33.74,35.21869565217392,-0.04198609928027375
33.31,34.96869565217392,-0.04743372954692404
33.06,34.27869565217391,-0.03555256782638461
32.37,34.80869565217391,-0.07005995503372464
32.9,35.05869565217391,-0.061573758293544945
33.15,34.23869565217392,-0.03179722917116423
32.33,34.25869565217391,-0.056297988451043834
32.35,35.73869565217392,-0.09481867175999714
33.83,36.32869565217391,-0.0687802192541529
34.42,36.89869565217391,-0.0671756984458034
34.99,36.51869565217391,-0.041860631243079705
34.61,35.68869565217391,-0.03022513522732806
33.78,35.31869565217391,-0.043566038432656495
33.41,35.608695652173914,-0.06174603174603188
33.7,35.15869565217391,-0.041488901255178234
33.25,35.418695652173916,-0.061230251770742594
33.51,35.79869565217391,-0.06393237548125386
33.89,35.48869565217392,-0.04504802509065964
33.58,36.178695652173914,-0.07182944562617932
34.27,36.668695652173916,-0.06541535251013775
34.76,35.89869565217391,-0.031719694308864343
33.99,36.11869565217391,-0.05893611642772012
34.21,35.12869565217391,-0.026152284766572498
33.22,33.388695652173915,-0.005052478058181764
31.48,35.39869565217391,-0.11070169620595205
33.49,35.44869565217391,-0.05525437864887395
33.54,36.20869565217391,-0.07370317002881832
34.3,36.45869565217391,-0.059209349472303385
34.55,36.39869565217391,-0.05079016209372056
34.49,37.69869565217391,-0.08511423529818807
35.79,38.19869565217391,-0.06305701310083422
36.29,38.04869565217391,-0.04622223237955936
36.14,38.818695652173915,-0.06900529776105191
36.91,38.43869565217391,-0.03976970670406865
36.53,37.998695652173915,-0.03865121228417456
36.09,38.54869565217391,-0.06378155241253292
36.64,36.65869565217391,-0.0005099922908141652
34.75,36.61869565217391,-0.05103119100483233
34.71,36.43869565217391,-0.047441205598444
34.53,36.68869565217391,-0.058838168373151256
34.78,35.428695652173914,-0.01830989372407532
33.52,35.19869565217391,-0.04769198463381774
33.29,36.02869565217391,-0.07601428812782074
34.12,37.06869565217391,-0.07954678739824994
35.16,37.00869565217391,-0.049953007518797055
35.1,37.178695652173914,-0.0559109354352072
35.27,37.598695652173916,-0.06193554355493369
35.69,36.65869565217391,-0.02642471683567571
34.75,37.19869565217391,-0.06582746005586915
35.29,36.79869565217391,-0.04099861762586099
34.89,37.20869565217391,-0.06231596167328801
35.3,36.70869565217391,-0.03837498519483595
34.8,37.15869565217391,-0.0634762768384719
35.25,36.83869565217391,-0.043125730269447216
34.93,36.98869565217392,-0.05565742765122139
35.08,37.82869565217391,-0.07266165551801029
35.92,38.44869565217391,-0.06576804776551459
36.54,38.778695652173916,-0.057730040026460205
36.87,39.18869565217391,-0.059167461779128905
37.28,38.11869565217391,-0.02200221276789882
36.21,39.038695652173914,-0.07245876443662358
37.13,38.65869565217391,-0.03954338413091141
36.75,38.49478260869565,-0.04532517111296841
36.26,38.25478260869565,-0.052144659377628244
36.02,38.24478260869565,-0.05817218603276364
36.01,38.27478260869565,-0.05917166484914582
36.04,37.67478260869565,-0.04339195863915435
35.44,37.75478260869565,-0.061310977014141566
35.52,36.974782608695655,-0.03934526469274002
34.74,36.91478260869565,-0.058913596532554346
34.68,37.57478260869565,-0.0770405683737937
35.34,38.264782608695654,-0.07643536456498767
36.03,38.85478260869565,-0.072701027236309
36.62,39.23478260869565,-0.06664450354609941
37.0,42.78478260869565,-0.13520654438290736
40.55,43.03478260869565,-0.05773893715902201
40.8,43.16478260869565,-0.05478499984891072
40.93,43.67478260869565,-0.06284593636761837
41.44,43.81478260869565,-0.054200488221168186
41.58,42.764782608695654,-0.027704633027989423
40.53,42.73478260869565,-0.05159222708312139
40.5,42.81478260869565,-0.054065032394337575
40.58,43.41478260869565,-0.06529533118352804
41.18,43.34478260869565,-0.049943326010853384
41.11,44.32478260869565,-0.07252788213483474
42.09,44.16478260869565,-0.04697821400092528
41.93,44.53478260869565,-0.058488724006638626
42.3,43.98478260869565,-0.038303761182227114
41.75,44.25478260869565,-0.056599139370836826
42.02,43.39478260869565,-0.0316808271882012
41.16,43.294782608695655,-0.049308080098013796
41.06,43.294782608695655,-0.05161782723091446
41.06,43.57478260869565,-0.05771187962722746
41.34,44.044782608695655,-0.06140982991619204
41.81,42.864782608695656,-0.024607207700656275
40.63,42.794782608695655,-0.05058519933352301
40.56,43.294782608695655,-0.06316656289541867
41.06,42.63478260869565,-0.03693656944727708
40.4,42.27478260869565,-0.0443475399045582
40.04,42.80478260869565,-0.0645905069526973
40.57,43.014782608695654,-0.05683587037823201
40.78,42.77478260869565,-0.046634546969974155
40.54,42.694782608695654,-0.05046945966312966
40.46,42.794782608695655,-0.05455764619823633
40.56,43.56478260869565,-0.06897274423896438
41.33,44.16478260869565,-0.06418649524015796
41.93,44.03478260869565,-0.04779818325434437
41.8,44.55478260869565,-0.061829111206526455
42.32,44.95478260869565,-0.05860961739332271
42.72,46.154782608695655,-0.07441877990881351
43.92,45.974782608695655,-0.04469368841141652
43.74,46.43478260869565,-0.05803370786516848
44.2,46.724782608695655,-0.054035192198535364
44.49,45.32478260869565,-0.01841779619557382
43.09,44.46478260869565,-0.03091846013943611
42.23,44.654782608695655,-0.05430062508519473
42.42,44.93478260869565,-0.05596516690856301
42.7,45.06478260869565,-0.05247518065779688
42.83,44.50478260869565,-0.037631519817117765
42.27,44.68478260869565,-0.054040379469715294
42.45,44.43478260869565,-0.044667318982387294
42.2,45.614782608695656,-0.0748613149817946
43.38,45.95478260869565,-0.05602861035422335
43.72,45.51327510917031,-0.03940114405893391
44.26,45.5432751091703,-0.02817704932493781
44.29,45.9732751091703,-0.03661420912852342
44.72,44.9732751091703,-0.005631680338056166
43.72,43.5432751091703,0.004058603547542505
42.29,43.51327510917031,-0.028112687590194918
42.26,43.1832751091703,-0.0213803864305383
41.93,42.73327510917031,-0.018797415061639677
41.48,42.58327510917031,-0.025908648556078773
41.33,43.9332751091703,-0.059255202410960606
42.68,43.8632751091703,-0.02697644227945306
42.61,43.463275109170304,-0.01963209415367484
42.21,43.44327510917031,-0.028388170690887393
42.19,43.27327510917031,-0.025033351564849426
42.02,43.383275109170306,-0.031423978612489245
42.13,43.7232751091703,-0.03643997630992046
42.47,43.4332751091703,-0.022178274761668226
42.18,42.05327510917031,0.0030134368964298552
40.8,42.40327510917031,-0.03781017162100253
41.15,41.573275109170304,-0.010181423235451015
40.32,41.0432751091703,-0.017622256197793118
