date,GD,dcf,Deviation
2009-09-04,60.48,67.06169373155981,-0.09814386373695805
2009-09-08,62.91,66.34169373155981,-0.05172755681284791
2009-09-09,62.19,66.68169373155982,-0.06736022257685914
2009-09-10,62.53,67.49169373155982,-0.07351562032647108
2009-09-11,63.34,67.25169373155981,-0.05816498461992092
2009-09-14,63.1,67.28169373155981,-0.062152028280440086
2009-09-15,63.13,67.44169373155982,-0.06393216855913764
2009-09-16,63.29,68.58169373155982,-0.07715898286607492
2009-09-17,64.43,68.76169373155982,-0.06299573929156543
2009-09-18,64.61,67.79169373155982,-0.046933386030427626
2009-09-21,63.64,68.01169373155982,-0.06427855993139597
2009-09-22,63.86,67.38169373155982,-0.05226484430014189
2009-09-23,63.23,66.43169373155982,-0.0481952747508948
2009-09-24,62.28,67.14169373155981,-0.07240945918042252
2009-09-25,62.99,68.69169373155982,-0.08300412206811292
2009-09-28,64.54,68.62169373155982,-0.059481098608946126
2009-09-29,64.47,68.75169373155981,-0.06227764727190044
2009-09-30,64.6,67.30169373155982,-0.040143027340973414
2009-10-01,63.15,67.23169373155982,-0.060710856814898184
2009-10-02,63.08,68.39437203703085,-0.07770189094145763
2009-10-05,64.77,69.54437203703084,-0.0686521697900816
2009-10-06,65.92,69.13437203703086,-0.046494557516326696
2009-10-07,65.51,68.90437203703084,-0.049262070557824944
2009-10-08,65.28,69.78437203703085,-0.06454700250996914
2009-10-09,66.16,69.23437203703084,-0.0444052852156509
2009-10-12,65.61,69.21437203703084,-0.052075485639058394
2009-10-13,65.59,70.47437203703083,-0.06930706717704882
2009-10-14,66.85,70.94437203703083,-0.0577124290407941
2009-10-15,67.32,71.37437203703084,-0.05680431114584561
2009-10-16,67.75,72.32437203703084,-0.06324800213527904
2009-10-19,68.7,71.25437203703085,-0.03584863586620812
2009-10-20,67.63,70.32437203703084,-0.03831348875198015
2009-10-21,66.7,71.37437203703084,-0.06549090245733658
2009-10-22,67.75,70.22437203703083,-0.03523523194662448
2009-10-23,66.6,69.58437203703083,-0.04288853875756238
2009-10-26,65.96,69.40437203703084,-0.04962759457276111
2009-10-27,65.78,67.92437203703085,-0.031569994285140845
2009-10-28,64.3,67.27437203703084,-0.044212557426676846
2009-10-29,63.65,66.32437203703084,-0.04032261376764579
2009-10-30,62.7,66.64437203703085,-0.059185373295124744
2009-11-02,63.02,66.17437203703085,-0.04766757794491305
2009-11-03,62.55,67.47437203703085,-0.07298136890148876
2009-11-04,63.85,69.01437203703084,-0.07483038510094397
2009-11-05,65.39,69.20437203703085,-0.05511750088549028
2009-11-06,65.58,70.93437203703084,-0.0754834628582548
2009-11-09,67.31,70.18437203703084,-0.04095458794607798
2009-11-10,66.56,70.59437203703085,-0.05714863551608029
2009-11-11,66.97,70.34437203703085,-0.04796932489857908
2009-11-12,66.72,71.30437203703086,-0.06429300064026977
2009-11-13,67.68,71.83437203703083,-0.05783264917927078
2009-11-16,68.21,71.56437203703085,-0.046872094892345895
2009-11-17,67.94,70.96437203703084,-0.042618175152070115
2009-11-18,67.34,70.00437203703085,-0.03806008052784826
2009-11-19,66.38,70.09437203703085,-0.05299101666919215
2009-11-20,66.47,71.14437203703085,-0.065702625565348
2009-11-23,67.52,70.94437203703083,-0.04826841000500248
2009-11-24,67.32,71.75437203703085,-0.06179932889305162
2009-11-25,68.13,70.70437203703085,-0.03641036562325384
2009-11-27,67.08,69.52437203703086,-0.0351584914097306
2009-11-30,65.9,70.76437203703084,-0.06874041126918107
2009-12-01,67.14,70.71437203703084,-0.0505466135675936
2009-12-02,67.09,70.40437203703084,-0.04707622468797201
2009-12-03,66.78,71.16437203703086,-0.06160908768715645
2009-12-04,67.54,71.50437203703085,-0.055442372600346235
2009-12-07,67.88,71.44437203703083,-0.049890172387313636
2009-12-08,67.82,71.52437203703086,-0.05179174498886863
2009-12-09,67.9,71.63437203703086,-0.05213100821349281
2009-12-10,68.01,72.63437203703086,-0.06366644203481553
2009-12-11,69.01,74.28437203703085,-0.07100244496112273
2009-12-14,70.66,73.29437203703084,-0.03594235087654296
2009-12-15,69.67,73.07437203703084,-0.04658776999555547
2009-12-16,69.45,72.13437203703086,-0.037213494222321786
2009-12-17,68.51,71.86437203703083,-0.04667642591105314
2009-12-18,68.24,72.21437203703084,-0.05503574877024242
2009-12-21,68.59,71.82437203703084,-0.04503167859738855
2009-12-22,68.2,71.82437203703084,-0.05046159032427322
2009-12-23,68.2,71.96437203703084,-0.052308829084116826
2009-12-24,68.34,72.19437203703083,-0.05338881589071509
2009-12-28,68.57,72.17437203703085,-0.049939776894512455
2009-12-29,68.55,72.32437203703084,-0.05218672393171042
2009-12-30,68.7,71.79437203703084,-0.04310048196305405
2009-12-31,68.17,75.01111704741008,-0.09120137543194051
2010-01-04,69.19,75.12111704741008,-0.07895405819999812
2010-01-05,69.3,75.06111704741006,-0.07675234893948135
2010-01-06,69.24,75.26111704741008,-0.08000302524897596
2010-01-07,69.44,75.26111704741008,-0.07734561053276845
2010-01-08,69.44,76.55111704741007,-0.09289370712913281
2010-01-11,70.73,76.12111704741008,-0.07082288406320103
2010-01-12,70.3,76.89111704741006,-0.08572013648008348
2010-01-13,71.07,76.92111704741006,-0.07606645966677472
2010-01-14,71.1,76.43111704741008,-0.06975061013570172
2010-01-15,70.61,76.51111704741008,-0.07712757668605807
2010-01-19,70.69,75.18111704741008,-0.05973730138351008
2010-01-20,69.36,73.96111704741008,-0.062209945321143656
2010-01-21,68.14,72.84111704741008,-0.06453933215151364
2010-01-22,67.02,73.68111704741008,-0.0904046696675892
2010-01-25,67.86,74.54111704741008,-0.08962995608397872
2010-01-26,68.72,73.05111704741007,-0.0592888544688398
2010-01-27,67.23,73.42111704741006,-0.08432338401242634
2010-01-28,67.6,72.67111704741006,-0.0697817407169029
2010-01-29,66.85,75.25111704741009,-0.11164109420617874
2010-02-01,69.43,75.85111704741009,-0.08465421865042033
2010-02-02,70.03,75.94111704741007,-0.0778381630035776
2010-02-03,70.12,73.98111704741008,-0.052190575129268724
2010-02-04,68.16,72.48111704741008,-0.05961714200104873
2010-02-05,66.66,72.17111704741006,-0.07636180889080257
2010-02-08,66.35,73.86111704741009,-0.10169243774892878
2010-02-09,68.04,73.46111704741008,-0.07379573392426653
2010-02-10,67.64,73.62111704741008,-0.08124186764998953
2010-02-11,67.8,73.77111704741007,-0.08094112284585109
2010-02-12,67.95,75.67111704741006,-0.10203519319759169
2010-02-16,69.85,75.92111704741006,-0.07996611856512692
2010-02-17,70.1,77.60111704741009,-0.09666248802613642
2010-02-18,71.78,78.43111704741008,-0.08480201860939462
2010-02-19,72.61,78.39111704741006,-0.0737470936141108
2010-02-22,72.57,77.63111704741007,-0.06519443800247271
2010-02-23,71.81,78.42111704741006,-0.08430276558561722
2010-02-24,72.6,78.02111704741007,-0.0694826894636218
2010-02-25,72.2,78.37111704741008,-0.07874223667983327
2010-02-26,72.55,79.73111704741008,-0.0900666805300121
2010-03-01,73.91,79.80111704741007,-0.07382248852369011
2010-03-02,73.98,78.65111704741008,-0.05939034590690395
2010-03-03,72.83,78.76111704741008,-0.07530514128995736
2010-03-04,72.94,79.55111704741007,-0.08310526982883282
2010-03-05,73.73,79.47111704741009,-0.07224155467684068
2010-03-08,73.65,79.50111704741009,-0.07359792245335117
2010-03-09,73.68,79.76111704741008,-0.07624162339395846
2010-03-10,73.94,79.97111704741009,-0.07541619112103437
2010-03-11,74.15,79.58111704741009,-0.06824630325526237
2010-03-12,73.76,79.48111704741008,-0.07198083343490835
2010-03-15,73.66,79.53111704741006,-0.07382163441650369
2010-03-16,73.71,80.80111704741007,-0.08776013632644908
2010-03-17,74.98,81.06111704741006,-0.07501891497317281
2010-03-18,75.24,81.31111704741006,-0.07466527662964195
2010-03-19,75.49,81.48111704741008,-0.07352767444172537
2010-03-22,75.66,82.76111704741008,-0.08580257614626174
2010-03-23,76.94,81.56111704741006,-0.056658334445369274
2010-03-24,75.74,82.04111704741008,-0.07680437900143156
2010-03-25,76.22,82.74111704741009,-0.0788135002295598
2010-03-26,76.92,84.30111704741007,-0.08755657464490074
2010-03-29,78.48,83.31111704741006,-0.057988864135152585
2010-03-30,77.49,83.02111704741007,-0.06662301404896154
2010-03-31,77.2,83.73111704741008,-0.07800107388645061
2010-04-01,77.91,83.43890942156669,-0.06626296364484385
2010-04-05,78.23,82.61890942156668,-0.05312233545921152
2010-04-06,77.41,81.67890942156669,-0.05226452522197267
2010-04-07,76.47,82.01890942156669,-0.06765402589110281
2010-04-08,76.81,82.7489094215667,-0.07177024401990295
2010-04-09,77.54,82.50890942156668,-0.06022270148037945
2010-04-12,77.3,82.05890942156668,-0.05799381755268551
2010-04-13,76.85,81.91890942156668,-0.061877159466092735
2010-04-14,76.71,81.66890942156668,-0.06071967235376308
2010-04-15,76.46,81.2489094215667,-0.05894121478873082
2010-04-16,76.04,81.34890942156669,-0.06526097841158296
2010-04-19,76.14,82.14890942156669,-0.07314655135262405
2010-04-20,76.94,83.25890942156668,-0.07589469361857737
2010-04-21,78.05,83.41890942156668,-0.06436082009217248
2010-04-22,78.21,83.80890942156668,-0.06680565897121571
2010-04-23,78.6,83.87890942156669,-0.06293488384589552
2010-04-26,78.67,81.76890942156669,-0.03789838269200818
2010-04-27,76.56,82.18890942156669,-0.06848745726378558
2010-04-28,76.98,83.16890942156668,-0.07441373783316463
2010-04-29,77.96,81.56890942156669,-0.04424368852248628
2010-04-30,76.36,82.75890942156668,-0.07731988575358328
2010-05-03,77.55,80.48890942156669,-0.03651322204123719
2010-05-04,75.28,80.16890942156668,-0.06098261105010727
2010-05-05,74.96,77.26890942156669,-0.02988148064792351
2010-05-06,72.06,75.70890942156669,-0.04819656562807717
2010-05-07,70.5,78.31890942156669,-0.09983424793979057
2010-05-10,73.11,77.8589094215667,-0.060993782944656294
2010-05-11,72.65,79.29890942156669,-0.08384616472113049
2010-05-12,74.09,78.16890942156668,-0.052180712917063055
2010-05-13,72.96,76.91890942156668,-0.05146861092204569
2010-05-14,71.71,76.97890942156668,-0.06844614273127825
2010-05-17,71.77,75.75890942156668,-0.052652677447745155
2010-05-18,70.55,74.8889094215667,-0.05793794375001493
2010-05-19,69.68,71.50890942156668,-0.0255759657972785
2010-05-20,66.3,72.65890942156669,-0.08751727038280088
2010-05-21,67.45,71.16890942156668,-0.05225469171570185
2010-05-24,65.96,71.2489094215667,-0.07423144388461012
2010-05-25,66.04,71.58890942156668,-0.07751074106871403
2010-05-26,66.38,73.68890942156669,-0.09918601698599139
2010-05-27,68.48,73.1089094215667,-0.06331525744523259
2010-05-28,67.9,71.94890942156668,-0.056274785179065034
2010-06-01,66.74,73.12890942156669,-0.08736503076692292
2010-06-02,67.92,73.27890942156668,-0.07313031080658383
2010-06-03,68.07,70.3889094215667,-0.03294424420867936
2010-06-04,65.18,67.28890942156669,-0.03134111460113442
2010-06-07,62.08,67.85890942156668,-0.0851606586493423
2010-06-08,62.65,67.75890942156668,-0.0753983419328853
2010-06-09,62.55,69.27890942156668,-0.0971278196748282
2010-06-10,64.07,69.78890942156669,-0.08194582017353313
2010-06-11,64.58,69.51890942156669,-0.07104411537322686
2010-06-14,64.31,71.82890942156669,-0.10467803955421229
2010-06-15,66.62,71.4989094215667,-0.06823753622310536
2010-06-16,66.29,71.51890942156669,-0.07311226448861219
2010-06-17,66.31,72.1089094215667,-0.08041876472801468
2010-06-18,66.9,71.98890942156669,-0.07069018634198299
2010-06-21,66.78,70.65890942156669,-0.05489625375370932
2010-06-22,65.45,70.09890942156669,-0.06631928313761182
2010-06-23,64.89,68.45890942156669,-0.05213213958156293
2010-06-24,63.25,68.42890942156669,-0.07568306239781242
2010-06-25,63.22,67.46890942156669,-0.06297581297806654
2010-06-28,62.26,64.63890942156668,-0.0368030562838203
2010-06-29,59.43,63.76890942156668,-0.06804114200672318
2010-06-30,58.56,63.70890942156669,-0.08081929934628074
2010-07-01,58.5,63.90890942156668,-0.08463466941498765
2010-07-02,58.7,63.406473658352134,-0.07422702110373836
2010-07-06,58.64,64.98647365835214,-0.09765837875304506
2010-07-07,60.22,65.73647365835214,-0.08391800398394578
2010-07-08,60.97,65.60647365835213,-0.0706709780272099
2010-07-09,60.84,64.63647365835213,-0.05873577940558883
2010-07-12,59.87,65.32647365835213,-0.0835262237923432
2010-07-13,60.56,66.37647365835213,-0.08762854273172493
2010-07-14,61.61,66.23647365835214,-0.06984782556836433
2010-07-15,61.47,63.66647365835213,-0.0344996908441777
2010-07-16,58.9,63.366473658352135,-0.07048638499963966
2010-07-19,58.6,63.976473658352134,-0.08403829331175139
2010-07-20,59.21,64.04647365835213,-0.07551506557803145
2010-07-21,59.28,65.79647365835213,-0.09903986180458368
2010-07-22,61.03,66.05647365835213,-0.07609358144592071
2010-07-23,61.29,67.25647365835214,-0.0887122582230595
2010-07-26,62.49,66.53647365835214,-0.06081587189501125
2010-07-27,61.77,66.56647365835214,-0.07205539657951099
2010-07-28,61.8,66.49647365835213,-0.07062740924401245
2010-07-29,61.73,66.01647365835213,-0.06493036390485574
2010-07-30,61.25,67.67647365835214,-0.09495875465962655
2010-08-02,62.91,67.43647365835213,-0.06712203964406904
2010-08-03,62.67,68.10647365835213,-0.0798231558078244
2010-08-04,63.34,68.53647365835214,-0.07582055774062824
2010-08-05,63.77,68.54647365835213,-0.06968226669338118
2010-08-06,63.78,69.08647365835212,-0.07680915492363671
2010-08-09,64.32,68.85647365835213,-0.06588303782242666
2010-08-10,64.09,66.08647365835213,-0.03021001950676505
2010-08-11,61.32,65.48647365835214,-0.06362342367202345
2010-08-12,60.72,65.43647365835213,-0.07207713672006733
2010-08-13,60.67,65.18647365835213,-0.06928544228398292
2010-08-16,60.42,67.10647365835213,-0.099639770857188
2010-08-17,62.34,67.25647365835214,-0.07310037816324899
2010-08-18,62.49,65.38647365835213,-0.044297749921281326
2010-08-19,60.62,64.99647365835213,-0.06733401694000596
2010-08-20,60.23,64.09647365835214,-0.060322720388039874
2010-08-23,59.33,62.63647365835213,-0.052788311110666064
2010-08-24,57.87,61.756473658352135,-0.06293224706858758
2010-08-25,56.99,61.59647365835213,-0.07478469764198126
2010-08-26,56.83,62.13647365835213,-0.08540030268741938
2010-08-27,57.37,61.33647365835213,-0.06466745513355776
2010-08-30,56.57,60.63647365835213,-0.06706316203782092
2010-08-31,55.87,62.546473658352134,-0.10674420583358646
2010-09-01,57.78,63.716473658352136,-0.09317015392571026
2010-09-02,58.95,64.48647365835214,-0.08585480557805425
2010-09-03,59.72,63.256473658352135,-0.055906904919370115
2010-09-07,58.49,64.25647365835214,-0.08974152066003704
2010-09-08,59.49,64.58647365835213,-0.07890930359987336
2010-09-09,59.82,65.89647365835214,-0.09221242535459961
2010-09-10,61.13,66.94647365835213,-0.0868824501203056
2010-09-13,62.18,66.22647365835213,-0.061100545368412695
2010-09-14,61.46,66.03647365835214,-0.06930221141166759
2010-09-15,61.27,66.07647365835213,-0.07274107397443696
2010-09-16,61.31,67.45647365835214,-0.09111762481807573
2010-09-17,62.69,68.39647365835214,-0.08343227878759651
2010-09-20,63.63,68.37647365835213,-0.06941676580263867
2010-09-21,63.61,67.63647365835213,-0.05953109972425241
2010-09-22,62.87,66.74647365835213,-0.05807757992121376
2010-09-23,61.98,68.44647365835213,-0.09447489859929503
2010-09-24,63.68,67.89647365835214,-0.06210151177466128
2010-09-27,63.13,68.03647365835214,-0.07211534335230518
2010-09-28,63.27,67.82647365835213,-0.06717839528711878
2010-09-29,63.06,67.57647365835213,-0.06683500061258241
2010-09-30,62.81,67.22647365835213,-0.06569545326439175
2010-10-01,62.46,66.516153328937,-0.06097997442633862
2010-10-04,61.75,68.17615332893699,-0.09425808021071569
2010-10-05,63.41,68.406153328937,-0.07303660688114644
2010-10-06,63.64,67.89615332893699,-0.06268622182934536
2010-10-07,63.13,68.13615332893698,-0.07347279064565126
2010-10-08,63.37,67.89615332893699,-0.06666288305037116
2010-10-11,63.13,68.13615332893698,-0.07347279064565126
2010-10-12,63.37,68.826153328937,-0.07927441917116462
2010-10-13,64.06,67.936153328937,-0.05705582578644419
2010-10-14,63.17,68.69615332893699,-0.08044341729697979
2010-10-15,63.93,69.13615332893698,-0.07530290706465936
2010-10-18,64.37,67.72615332893699,-0.049554760812069
2010-10-19,62.96,68.59615332893699,-0.08216427679129645
2010-10-20,63.83,69.31615332893699,-0.0791468231496153
2010-10-21,64.55,69.266153328937,-0.06808741502564064
2010-10-22,64.5,68.826153328937,-0.06285624170017545
2010-10-25,64.06,68.85615332893698,-0.06965468004035869
2010-10-26,64.09,70.186153328937,-0.08685692319347571
2010-10-27,65.42,72.546153328937,-0.0982292375534477
2010-10-28,67.78,72.88615332893698,-0.07005656212768963
2010-10-29,68.12,72.626153328937,-0.06204587634605685
2010-11-01,67.86,72.75615332893697,-0.06729538471888463
2010-11-02,67.99,72.716153328937,-0.06499454540118332
2010-11-03,67.95,73.936153328937,-0.08096381890879556
2010-11-04,69.17,74.42615332893699,-0.07062239674952253
2010-11-05,69.66,74.166153328937,-0.06075754406395595
2010-11-08,69.4,73.966153328937,-0.061733010619475115
2010-11-09,69.2,72.97615332893697,-0.0517450311736235
2010-11-10,68.21,72.186153328937,-0.05508193947970208
2010-11-11,67.42,71.266153328937,-0.05396886388949096
2010-11-12,66.5,71.31615332893699,-0.06753243275367193
2010-11-15,66.55,70.306153328937,-0.053425669747046545
2010-11-16,65.54,70.156153328937,-0.0657982672923001
2010-11-17,65.39,71.81615332893699,-0.08948061168778432
2010-11-18,67.05,71.36615332893697,-0.06047899638142462
2010-11-19,66.6,71.026153328937,-0.06231723275845391
2010-11-22,66.26,71.24615332893698,-0.06998487772268014
2010-11-23,66.48,72.78615332893699,-0.08663946424587188
2010-11-24,68.02,71.88615332893698,-0.0537816137030761
2010-11-26,67.12,71.076153328937,-0.05566076867761971
2010-11-29,66.31,70.85615332893698,-0.06416031798723643
2010-11-30,66.09,72.38615332893698,-0.08698007891545245
2010-12-01,67.62,72.56615332893699,-0.0681606107260011
2010-12-02,67.8,72.34615332893699,-0.06283890877054588
2010-12-03,67.58,72.39615332893699,-0.06652498934652595
2010-12-06,67.63,73.49615332893698,-0.07981578712946547
2010-12-07,68.73,73.236153328937,-0.06152908261986123
2010-12-08,68.47,73.656153328937,-0.07041032004178172
2010-12-09,68.89,74.326153328937,-0.07313917222217614
2010-12-10,69.56,74.166153328937,-0.062105868002997
2010-12-13,69.4,74.74615332893698,-0.0715241265381249
2010-12-14,69.98,74.11615332893697,-0.05580636802047989
2010-12-15,69.35,75.186153328937,-0.0776227146959364
2010-12-16,70.42,75.046153328937,-0.061644109974031136
2010-12-17,70.28,74.776153328937,-0.06012817093116063
2010-12-20,70.01,74.95615332893699,-0.06598728869171455
2010-12-21,70.19,75.296153328937,-0.06781426544634195
2010-12-22,70.53,75.78615332893699,-0.06935506155225402
2010-12-23,71.02,75.86615332893697,-0.06387767293176505
2010-12-27,71.1,75.78615332893699,-0.06183389871494782
2010-12-28,71.02,75.59615332893699,-0.06053420878473881
2010-12-29,70.83,75.53615332893699,-0.062303322601604094
2010-12-30,70.77,75.72615332893697,-0.06544837035903028
2010-12-31,70.96,76.75285518487368,-0.07547413279832405
2011-01-03,69.97,77.0728551848737,-0.09215767558936505
2011-01-04,70.29,77.39285518487368,-0.09177662676879661
2011-01-05,70.61,78.17285518487368,-0.0967452853933507
2011-01-06,71.39,78.7928551848737,-0.09395338152811183
2011-01-07,72.01,77.9628551848737,-0.07635501766524155
2011-01-10,71.18,78.03285518487368,-0.08782012613325563
2011-01-11,71.25,77.9428551848737,-0.08586874536477807
2011-01-12,71.16,78.56285518487368,-0.09422843871258657
2011-01-13,71.78,78.9628551848737,-0.0909649881334289
2011-01-14,72.18,79.51285518487369,-0.09222225975691867
2011-01-18,72.73,79.45285518487368,-0.08461439389724512
2011-01-19,72.67,80.23285518487369,-0.09426132433461631
2011-01-20,73.45,79.75285518487368,-0.07902983749312975
2011-01-21,72.97,79.52285518487368,-0.08240216186453175
2011-01-24,72.74,80.95285518487368,-0.1014523226650601
2011-01-25,74.17,81.42285518487368,-0.08907640451081944
2011-01-26,74.64,82.98285518487369,-0.10053709487685158
2011-01-27,76.2,80.91285518487369,-0.05824606206400118
2011-01-28,74.13,82.1828551848737,-0.09798704567708771
2011-01-31,75.4,82.81285518487368,-0.08951333906221459
2011-02-01,76.03,82.8628551848737,-0.08245980867578173
2011-02-02,76.08,82.4428551848737,-0.07717897652386407
2011-02-03,75.66,82.40285518487369,-0.08182793144419398
2011-02-04,75.62,83.2228551848737,-0.09135537549131767
2011-02-07,76.44,84.63285518487368,-0.09680466489021367
2011-02-08,77.85,84.6828551848737,-0.08068758628835426
2011-02-09,77.9,84.0428551848737,-0.07309193828982752
2011-02-10,77.26,84.23285518487369,-0.08278070557586714
2011-02-11,77.45,83.65285518487369,-0.07414995185956663
2011-02-14,76.87,84.40285518487369,-0.08924881946675767
2011-02-15,77.62,83.8328551848737,-0.07411002728193727
2011-02-16,77.05,84.0828551848737,-0.0836419644576828
2011-02-17,77.3,84.89285518487368,-0.08944045018086033
2011-02-18,78.11,83.00285518487368,-0.05894803466670806
2011-02-22,76.22,82.23285518487369,-0.07311986396867465
2011-02-23,75.45,82.89285518487368,-0.08978886260189833
2011-02-24,76.11,82.7228551848737,-0.0799398808236843
2011-02-25,75.94,82.90285518487369,-0.0839881228378262
2011-02-28,76.12,81.85285518487368,-0.07003854870945414
2011-03-01,75.07,81.89285518487368,-0.08331441332056433
2011-03-02,75.11,84.4428551848737,-0.11052273356272646
2011-03-03,77.66,83.10285518487368,-0.06549540533553633
2011-03-04,76.32,82.23285518487369,-0.071903805012979
2011-03-07,75.45,83.34285518487368,-0.0947034411931954
2011-03-08,76.56,83.76285518487369,-0.08599104184039819
2011-03-09,76.98,82.13285518487368,-0.06273805011739897
2011-03-10,75.35,82.91285518487369,-0.09121450670116882
2011-03-11,76.13,82.26285518487369,-0.0745519368503682
2011-03-14,75.48,81.6128551848737,-0.07514570064950221
2011-03-15,74.83,80.53285518487368,-0.07081401959215328
2011-03-16,73.75,80.74285518487368,-0.08660648882012423
2011-03-17,73.96,81.16285518487369,-0.08874570970263373
2011-03-18,74.38,82.49285518487368,-0.09834615575727212
2011-03-21,75.71,82.8228551848737,-0.08588034267831857
2011-03-22,76.04,83.01285518487369,-0.08399729378473719
2011-03-23,76.23,83.63285518487368,-0.08851611210103227
2011-03-24,76.85,83.2928551848737,-0.07735183492717812
2011-03-25,76.51,82.7128551848737,-0.07499263773460041
2011-03-28,75.93,83.05285518487369,-0.08576291771087674
2011-03-29,76.27,82.78285518487368,-0.07867396178023744
2011-03-30,76.0,83.34285518487368,-0.08810419523767854
2011-03-31,76.56,84.20285518487368,-0.09076717372698606
2011-04-01,77.42,79.97001115943915,-0.03188709270472778
2011-04-04,73.37,81.20001115943914,-0.09642869560774603
2011-04-05,74.6,81.34001115943914,-0.08286218631354347
2011-04-06,74.74,81.55001115943917,-0.08350717630344473
2011-04-07,74.95,81.11001115943917,-0.07594637297398887
2011-04-08,74.51,80.35001115943916,-0.07268214497009562
2011-04-11,73.75,79.52001115943916,-0.07256049232526107
2011-04-12,72.92,78.41001115943916,-0.07001671187465786
2011-04-13,71.81,78.06001115943914,-0.08006674693747307
2011-04-14,71.46,78.48001115943916,-0.08944967075982424
2011-04-15,71.88,77.39001115943917,-0.07119796310776372
2011-04-18,70.79,77.66001115943916,-0.08846265995680513
2011-04-19,71.06,78.97001115943915,-0.1001647466336173
2011-04-20,72.37,78.85001115943916,-0.08218148690348581
2011-04-21,72.25,78.74001115943916,-0.08242329489003575
2011-04-25,72.14,79.24001115943916,-0.0896013397215859
2011-04-26,72.64,79.32001115943916,-0.08421596343464754
2011-04-27,72.72,78.15001115943916,-0.06948189870838306
2011-04-28,71.55,79.42001115943914,-0.09909355393617048
2011-04-29,72.82,80.19001115943915,-0.09190684790884507
2011-05-02,73.59,80.91001115943916,-0.09047101903143406
2011-05-03,74.31,80.31001115943914,-0.07471062539796369
2011-05-04,73.71,80.29001115943916,-0.08195304826116712
2011-05-05,73.69,81.04001115943916,-0.09069607782973599
2011-05-06,74.44,81.17001115943914,-0.08291253214465677
2011-05-09,74.57,81.09001115943914,-0.08040461539238797
2011-05-10,74.49,81.34001115943914,-0.08421453429619108
2011-05-11,74.74,81.41001115943916,-0.08193109255784459
2011-05-12,74.81,80.97001115943915,-0.07607768692669914
2011-05-13,74.37,80.84001115943914,-0.0800347633139048
2011-05-16,74.24,80.10001115943916,-0.07315868093669564
2011-05-17,73.5,80.60001115943916,-0.08808945628300535
2011-05-18,74.0,80.48001115943916,-0.08051702610480005
2011-05-19,73.88,79.63001115943916,-0.07220909649160057
2011-05-20,73.03,77.99001115943916,-0.06359803115426088
2011-05-23,71.39,77.55001115943917,-0.07943275658303228
2011-05-24,70.95,77.13001115943916,-0.08012459827944485
2011-05-25,70.53,76.80001115943917,-0.08164075844237095
2011-05-26,70.2,77.86001115943917,-0.09838183998912153
2011-05-27,71.26,80.82001115943916,-0.11828767433079745
2011-05-31,74.22,78.40001115943916,-0.05331646128134382
2011-06-01,71.8,78.02001115943916,-0.0797232795407854
2011-06-02,71.42,77.20001115943914,-0.074870600050845
2011-06-03,70.6,77.30001115943917,-0.08667542292613273
2011-06-06,70.7,77.26001115943916,-0.08490823468691278
2011-06-07,70.66,77.00001115943917,-0.08233779533240981
2011-06-08,70.4,77.09001115943914,-0.08678181594244061
2011-06-09,70.49,75.97001115943915,-0.07213387329821752
2011-06-10,69.37,76.24001115943916,-0.09011031156687588
2011-06-13,69.64,77.04001115943916,-0.09605412886200615
2011-06-14,70.44,77.45001115943914,-0.09051013750028114
2011-06-15,70.85,77.88001115943916,-0.09026720791098808
2011-06-16,71.28,78.27001115943916,-0.0893063774476821
2011-06-17,71.67,79.37001115943916,-0.09701411209293276
2011-06-20,72.77,80.00001115943917,-0.09037512688629301
2011-06-21,73.4,79.96001115943916,-0.08204114862313594
2011-06-22,73.36,79.50001115943917,-0.07723283393162339
2011-06-23,72.9,78.89001115943917,-0.07592863876433187
2011-06-24,72.29,79.86001115943917,-0.09479101053875083
2011-06-27,73.26,80.34001115943914,-0.08812559342801773
2011-06-28,73.74,80.50001115943917,-0.08397528226487105
2011-06-29,73.9,81.12001115943916,-0.08900407009619882
2011-06-30,74.52,82.41001115943916,-0.0957409306033743
2011-07-01,75.81,80.669091896258,-0.06023486544892409
2011-07-05,74.9,80.39909189625799,-0.0683974379132748
2011-07-06,74.63,81.36909189625797,-0.08282127450617272
2011-07-07,75.6,80.42909189625799,-0.06004160661775004
2011-07-08,74.66,79.50909189625797,-0.060987891832357755
2011-07-11,73.74,78.74909189625798,-0.06360824963996836
2011-07-12,72.98,78.419091896258,-0.06935928183730389
2011-07-13,72.65,77.13909189625798,-0.0581947724027555
2011-07-14,71.37,76.12909189625798,-0.06251344627548217
2011-07-15,70.36,75.22909189625797,-0.06472352348706434
2011-07-18,69.46,75.699091896258,-0.08241963991864498
2011-07-19,69.93,75.70909189625797,-0.07633286506958625
2011-07-20,69.94,77.33909189625797,-0.09567078840520982
2011-07-21,71.57,76.56909189625799,-0.06528864026533276
2011-07-22,70.8,76.919091896258,-0.0795523158868141
2011-07-25,71.15,76.08909189625797,-0.06491195745892275
2011-07-26,70.32,74.39909189625799,-0.05482717318574093
2011-07-27,68.63,73.51909189625798,-0.06650098321612741
2011-07-28,67.75,73.90909189625798,-0.08333334557679517
2011-07-29,68.14,73.279091896258,-0.07013039822509626
2011-08-01,67.51,71.92909189625799,-0.061436781415669106
2011-08-02,66.16,71.669091896258,-0.07686844845519303
2011-08-03,65.9,68.98909189625797,-0.04477652642396246
2011-08-04,63.22,70.20909189625797,-0.09954682089586298
